   śrīḥ //	SrIH //
   saṃsargar(gaviśeṣa)svabhāvatayā sādhyatvāt /	saMsarga-r(ga-viSeza)-svaBAva-tayA sADya-tvAt /
   nāpi tadyogyatā, yogyatayaiva gatārthatvāt /	na-api tad-yogya-tA, yogya-tayA-eva gata-arTa-tvAt /
   nāpyavinābhāvaḥ, nīlaṃ sarojamityādau tadabhāve 'pi vākyārthapratyayāt /	na-api-avinABAvaH, nIlam sarojam-ityAdO tad-aBAve api vAkya-arTa-pratyayAt /
   tatrāpi viśeṣākṣiptasāmānyayoravinābhāvo 'stīti	tatra-api viSeza-Akzipta-sAmAnyayoH-avinA-aBAvaH asti-iti
   (vopyākāṅkṣeti) cenna- aho vimalaṃ jalaṃ nadyāḥ, kacche	(vA-upi-AkAFkza-iti) ced-na aho vimalam jalam nadyAH, kacCe
   mahiṣaścaratītyādau vākyabhedānupapattiprasaṅgāt /	mahizaH-carati-ityAdO vAkya-Beda-anupapatti-prasaFgAt /
   nāpi pratipatturjijñāsā, paṭo bhavatītyādau śuklādijijñāsāyāṃ (sayā)raktaḥ	na-api pratipattuH-jijQAsA, pawaH Bavati-ityAdO Sukla-Adi-jijQAsAyAm (sayA)-raktaH
   paṭo bhavatītyasyaikadeśavat sarvadā vākyāparyavasānaprasaṅgāt /	pawaH Bavati-iti-asya-eka-deSa-vat sarvadA vAkya-aparyavasAna-prasaFgAt /
   "guṇakriyādyaśeṣaviśeṣajijñāsāyāmapi padasmāritaviśeṣajijñāsā ākāṅkṣā /	"guNa-kriyA-Adi-aSeza-viSeza-jijQAsAyAm-api padasmArita-viSeza-jijQAsA AkAFkzA /
   paṭa ityukte kiṃrūpaḥ, kutra kiṃ karotītyādirūpajijñāsā /	pawaH iti-ukte kiMrUpaH, kutra kim karoti-iti-Adi-rUpa-jijQAsA /
   tatra, bhavatītyukte, kiṃ karotītyeṣaiva padasmāritaviṣayā, na tu kiṃ rūpa	tatra, Bavati-iti-ukte, kim karoti-iti-ezA-eva padasmArita-vizayA, na tu kim rUpa
   ityādirapi /	ityAdiH-api /
   yadā tu rakta ityucyate, tadā kiṃrūpa ityeṣāpi smāritaviṣayā syāt iti na	yadA tu raktaH iti-ucyate, tadA kiMrUpaH iti-ezA-api smArita-vizayA syAt iti na
   kiñcidanupapanna'miti cet- evaṃ tarhi cakṣuṣī nimīlya paribhāvayatu	kiQcid-anupapannaH-am-iti cet evam tarhi cakzuzI nimIlya pariBAvayatu
   bhavān, kimasyāṃ jātāyāmanvayapratyayaḥ atha jñātāyāmiti /	BavAn, kim-asyAm jAtAyAm-anvaya-pratyayaH aTa jQAtAyAm-iti /
   tatra prathame nānayā vyabhicāravyāvartanāya (vāraṇāya)heturviśeṣaṇīyaḥ,	tatra praTame na-anayA vyaBicAra-vyAvartanAya (vAraNAya)-hetuH-viSezaNIyaH,
   manaḥsaṃyogādivatsattāmātreṇopayogāt /	manaH-saMyoga-Adi-vat-sattA-mAtreNa-upayogAt /
   āsattiyogyatāmātreṇa viśiṣṭastu niścito 'pi na gamakaḥ; ayameti putro	Asatti-yogya-tA-mAtreNa viSizwaH-tu niScitaH api na gamakaH; ayam-eti putraH-
   rājñaḥ puruṣo 'pasāryatāmityādau vyabhivacārāt /	rAjQaH puruzaH apasAryatAm-ityAdO vyaBivacArAt /
   [ku.3.366ṭadvitīyastu syādapi, yadyanumānāntaravattatsadbhāve 'pi	[ku.3.366wa-dvitIyaH-tu syAt-api, yadi-anumAna-antara-vat-tat-sadBAve api
   tajjñānavaidhuryādanvayapratyayo na jāyate /	tad-jQAna-vEDuH-yAt-anvaya-pratyayaH na jAyate /
   natvetadasti, āsattiyogyatāmātrapratisandhānādeva sākāṅkṣasya sarvatra	na-tu-etat-asti, Asat-ti-yogya-tA-mAtra-pratisanDAnAt-eva sa-AkAFkzasya sarvatra
   vākyārthapratyayāt /	vAkya-arTa-pratyayAt /
   nivṛttākāṅkṣasya ca tadabhāvāt /	nivRtta-AkAFkzasya ca tad-aBAvAt /
   kathameṣa niścayaḥ, sākāṅkṣa eva pratyeti, na tu jñātākāṅkṣa iti cet-	kaTam-eza niScayaH, sa-AkAFkzaH eva pratyeti, na tu jQAta-AkAFkzaH iti ced--
   tāvanmātreṇopapattāvanupalabhyamānajñānakalpanānupapatteḥ /	tAvat-mAtreNa-upapattO=-anupalaByamAna-jQAna-kalpanA-anupapatteH /
   anyatra tathā darśanācca /	anyatra taTA darSanAt-ca /
   yathā (dā) hi dūrāddṛṣṭasāmānyo jijñāsate ko 'yamiti, pratyāsīdaṃśca,	yaTA (dA) hi dUrAt-dRzwa-sAmAnyaH jijQAsate kaH ayam-iti, pratyAsIdan=-ca,
   sthāṇurayamiti pratyeti, tadāsya jñātumahamicchāmītyanuvyavasāyābhāve	sTANuH-ayam-iti pratyeti, tadA-asya jQAtum-aham-icCAmi-iti-anuvyavasAya-aBAve
   'pisthāṇurayamityartha(nvaya)pratyayo bhavati- tathehāpyaviśeṣāt	api-sTANuH-ayam-iti-arTa-(nvaya)-pratyayaH Bavati taTA-iha-api-aviSezAt
   viśeṣopasthānakāle saṃsargāvagatireva jāyate, na tu jijñāsāvagatiriti /	viSeza-upasTAna-kAle saMsarga-avagatiH-eva jAyate, na tu jijQAsA-avagatiH-iti /
   na ca viśeṣopasthānātprāgeva jijñāsāvagatiḥ prakṛtopayoginī,	na ca viSeza-upasTAnAt-prAk-eva jijQAsA-avagatiH prakRta-upayoginI,
   tāvanmātrasyānākāṅkṣā(ṅkṣa)tvāt /	tAvat-mAtra-sya-anAkAFkza-a(Fkza)tvAt /
   [ku.3.367] na caivambhūto 'pyayamaikāntiko hetuḥ /	[ku.3.367] na ca-evamBUtaH api-ayam-EkAntikaH hetuH /
   yadā hyayameti putro rājñaḥ puruṣo 'pasāryatāmiti vaktoccārayati, śrotā ca	yadA hi-ayam-eti putraH rAjQaH puruzaH apasAryatAm-iti vaktA-uccArayati, SrotA ca
   vyāsaṅgādinā nimittena ayameti putra ityaśrutvaiva; rājñaḥ puruṣo	vyAsaFga-AdinA nimittena ayam-eti putraH iti-aSru-tvA-eva; rAjQaH puruzaH-
   'pasāryatāmiti śṛṇoti, tadāstyākāṅkṣādimattve sati padakadambakatvam? na	apasAryatAm-iti SRNoti, tadA-asti-AkAFkza-Adimattve sati pada-kadambaka-tvam? na
   ca smāritārthasaṃsargajñānapūrvakatvamiti /	ca smArita-arTa-saMsarga-jQAna-pUrvaka-tvam-iti /
   [ku.3.368ṭasyādetat- yāvatsamabhivyāhṛtatvena viśeṣite hetau nāyaṃ doṣaḥ,	[ku.3.368wasyAt-etat yAvat-samaBivyAhRta-tvena viSezite hetO na-ayam dozaH,
   tathāvidhasya vyabhicārodāharaṇāsaṃsparśāt /	taTAviDasya vyaBicAra-udAharaNa-asaMsparSAt /
   kutastyastarhi katipayapadaśrāviṇaḥ saṃsargapratyayaḥ? aliṅga eva	kutastyastarhi katipaya-pada-SrAviNaH saMsarga-pratyayaH? aliFgaH eva
   liṅgatvādhyāropāt /	liFga-tva-aDyAropAt /
   etāvānevāyaṃ samabhivyāhāra iti tatra śroturabhimānaḥ- na- tatsandehe 'pi	etAvAn-eva-ayam samaBivyAhAraH iti tatra SrotuH-aBimAnaH na tad-sandehe api
   śrutānurūpasaṃsargāvagamāt /	Sruta-anurUpa-saMsarga-avagamAt /
   bhavati hi tatra pratyayaḥ, na jāne kimaparamanenoktam, etāvadeva śrutam,	Bavati hi tatra pratyayaH, na jAne kim-aparama-nena-uktam, etAvat-eva Srutam,
   yadrājñaḥ puruṣo 'pasāryatāmiti /	yat-rAjQaH puruzaH apasAryatAm-iti /
   bhrāntirasāviti cet- na tāvadasau duṣṭendriyajā, parokṣākāratvāt /	BrAntiH-asO=-iti cet na tAvat-asO duzwa-indriya-jA, parokza-AkAra-tvAt /
   na liṅgābhāsajā, liṅgābhimānābhāve 'pi jāyamānatvāt /	na liFga-ABAsa-jA, liFga-aBimAna-aBAve api jAyamAna-tvAt /
   etāvatpa(dṛkpa)dakadambapratisandhānameva tāṃ janayatīti cet /	etAvat-pa(dRS-pa)da-kadamba-pratisanDAnam-eva tAm janayati-iti ced /
   yadyevam, tadevāduṣṭaṃ sadabhrāntiṃ janayat kena vāraṇīyam /	yadi-evam, tat-eva-aduzwam sat-aBrAntim janayat kena vAraNIyam /
   vyāptipratisandhānaṃ vināpi tasya saṃsargapratyāyane sāmarthyāvadhāraṇāt	vyApti-pratisanDAnam vinA-api tasya saMsarga-pratyAyane sAmarTya-avaDAraNAt
   cakṣurādivat /	cakzuH-Adi-vat /
   [ku.3.369] nāstyeva tatra saṃsargapratyayaḥ; asaṃsargāgrahamātreṇa tu	[ku.3.369] na-asti-eva tatra saMsarga-pratyayaH; asaMsarga-Agraha-mAtreNa tu
   tathā vyavahāra iti cet- tarhi yāvatsamabhivyāhāreṇāpi	taTA vyavahAraH iti cet tarhi yAvat-samaBivyAhAreNa-api
   viśeṣaṇenāpratīkāraḥ, tathābhūtasyānāptavākyasya	viSezaNena-apratIkAraH, taTABUtasya-anApta-vAkyasya
   saṃsargajñānapūrvakatvābhāvāt /	saMsarga-jQAna-pUrvaka-tva-aBAvAt /
   asaṃsargāgrahapūrvakatvamātre sādhye na vyabhicāra iti cet- evaṃ	asaMsarga-Agraha-pUrvakatva-mAtre sADye na vyaBicAraH iti cet evam
   tarhisaṃsargo na siddhyet /	tarhi-saMsargaH na sidDyet /
   āptavākyeṣu setsyatīti cenna- sarvaviṣayā'ptatvasyāsiddheḥ, yatra	Apta-vAkyezu setsyati-iti ced-na sarva-vizayA-aptatvasya-asidDeH, yatra
   kvacidāptatvasyānaikāntikatvāt, prakṛtaviṣaye cāptatvasiddhau	kvacid-Apta-tvasya-anEkAntika-tvAt, prakRta-vizaye ca-Apta-tva-sidDO
   saṃsargaviśeṣasya prāgeva siddhyabhyupagamādityuktam /	saMsarga-viSezasya prAk-eva sidDi-aByupagamAt-iti-uktam /
   [ku.3.370] na ca sarvatra jijñāsā nibandhanam, ajijñāsorapi	[ku.3.370] na ca sarvatra jijQAsA nibanDa-nam, ajijQAsoH-api
   vākyārthapratyayāt /	vAkya-arTa-pratyayAt /
   ākāṅkṣāpadārthastarhi kaḥ? jijñāsāṃ prati yogyatā /	AkAFkzA-padArTaH-tarhi kaH? jijQAsAm prati yogyatA /
   sā ca smā(198)ritatadākṣiptayora(ptā)vinābhāve sati śrotari	sA ca smA(198)rita-tad-AkziptayoH-a(ptA)-vinA-aBAve sati Srotari
   tadutpādyasaṃsargāvagamaprāgabhāvaḥ /	tad-utpAdya-saMsarga-avagama-prAgaBAvaH /
   na caiṣo 'pi jñānamapekṣate,	na ca-ezaH api jQAnam-apekzate,
   (199)pratiyoginirūpaṇādhīnanirūpaṇatvāttadabhāvasya, tasya ca	(199)pratiyogi-nirUpaNa-aDIna-nirUpaNa-tvAt-tad-aBAvasya, tasya ca
   viṣayanirūpyatvāditi /	vizaya-nirUpya-tvAt-iti /
   [ku.3.371] prābhākarastu lokavedasādhāraṇavyutpattibalenānvitābhidhānaṃ	[ku.3.371] prABAkaraH-tu loka-veda-sADAraNa-vyutpatti-balena-anvita-aBiDAnam
   prasādhya vedasyāpauruṣeyatayā vaktṛjñānānumānānavakāśāt saṃsarge	prasADya vedasya-apOruzeya-tayA vaktR-jQAna-anumAna-an-avakASAt saMsarge
   śabdasyaiva svātantryeṇa prāmāṇyamāsthiṣata; loke tvanumānata eva	Sabdasya-eva svAtantryeNa prAmANyam-AsTizata; loke tu-anumAnataH eva
   vaktṛjñānopasarjanatayā saṃsargasya siddheranvitābhidhānabalāyātepi	vaktR-jQAna-upasarjana-tayA saMsargasya sidDeH-anvita-aBiDAna-bala-AyAtepi
   pratipādakatve 'nuvādakatāmātraṃ vākyasyeti nirṇītantaḥ /	pratipAdaka-tve anuvAdakatA-mAtram vAkyasya-iti nirNItantaH /
   tadatisthavīyaḥ- nirṇītaśaktervākyasyāddhi prāgevārthasya nirṇaye /	tad-atisTavIyaH nirNIta-SakteH-vAkyasyAt-hi prAk-eva-arTasya nirNaye /
   vyāptismṛtivilambena liṅgasyaivānuvāditā //14 //	vyApti-smRti-vilambena liFgasya-eva-anuvAditAH //14 //
   yāvatī hi vede sāmagrī, tāvatyeva loke 'pi bhavantī kathamiva nārthaṃ	yAvatI hi vede sAmagrI, tAvatI-eva loke api BavantI kaTam-iva na-arTam
   gamayet /	gamayet /
   nahyapekṣaṇīyāntaramasti /	na-hi-apekzaNIya-antaram-asti /
   liṅge tu paripūrṇe 'pyavagate vyāptismṛtirapekṣaṇīyāstīti, vilambena kiṃ	liFge tu paripUrNe api-avagate vyApti-smRtiH-apekzaNIya-asti-iti, vilambena kim
   nirṇeyam; anvaya(artha)sya prāgeva pratīteḥ /	nirNeyam; anvaya(arTa)sya prAk-eva pratIteH /
   [ku.3.372ṭaloke vakturāptatvaniścayo 'pekṣaṇīya iti cenna-	[ku.3.372wa-loke vaktuH-Apta-tva-niScayaH apekzaNIyaH iti ced-na-
   tadrahitasyāpi svārthapratyāyane śabdasya śakteravadhāraṇāt /	tat-rahitasya-api sva-arTa-pratyAyane Sabdasya SakteH-avaDAraNAt /
   anyathā vede 'pyarthapratyayo na syāt, tadabhāvāt /	anyaTA vede api-arTa-pratyayaH na syAt, tad-aBAvAt /
   na ca loke anyānyeva padāni; yena śaktivaicitryaṃ syāt /	na ca loke anyAni-eva padAni; yena Sakti-vEcitryam syAt /
   anāptoktau vyabhicāradarśanāt tulyāpi sāmagrī sandehena śithilāyate iti	anApta-uktO vyaBicAra-darSanAt tulyA-api sAmagrI sandehena SiTilAyate iti
   cenna- cakṣurādau vyabhicāradarśanena (rasatvena) śaṅkāyāmapi satyāṃ	ced-na cakzuH-AdO vyaBicAra-darSanena (rasa-tvena) SaFkAyAm-api satyAm
   jñānasāmagrītastadutpattidarśanāt /	jQAna-sAmagrItaH-tad-utpatti-darSanAt /
   jñāyamānasyāyaṃ vidhiḥ, yat sandehe sati na niścāyakam,(200) yathā liṅgam;	jQAyamAnasya-ayam viDiH, yat sandehe sati na niScAyakam-,(200) yaTA liFgam;
   cakṣurādi tu sattayeti cenna- vākyasya niścatatvāt; āptoktatvasya	cakzuH-Adi tu sat-tayA-iti ced-na vAkyasya niScata-tvAt; Apta-ukta-tvasya
   cārthapratyayaṃ pratyanaṅgatvāt /	ca-arTa-pratyayam pratyanaFga-tvAt /
   loke 'pi cāptatvāniścaye 'pi vākyārthapratīteḥ /	loke api ca-Aptatva-aniScaye api vAkya-arTa-pratIteH /
   bhavati hi vedānukāreṇa paṭhyamāneṣu apauruṣeyatvābhimānino	Bavati hi veda-anukAreNa paWyamAnezu apOruzeya-tva-aBimAninaH-
   gauḍa(201)mīmāṃsakasyārthaniścayaḥ /	gOxa-(201)mImAMsakasya-arTa-niScayaH /
   na cāsau (cāyaṃ) bhrāntiḥ, pauruṣeyatvaniścayadaśāyāmapi	na ca-asO (ca-ayaM) BrAntiH, pOruzeya-tva-niScaya-daSAyAm-api
   tathāniścayā(thātvā)diti /	taTA-aniScaya-a(TAtvA)diti /
   [ku.3.373] syādetat- nāptoktatvamarthapratīteraṅgamiti brūmaḥ;	[ku.3.373] syAt-etat na-Apta-ukta-tvam-arTa-pratIteH-aFgam-iti brUmaH;
   kintvanāptoktatvaśaṅkānirāsaḥ (sam) /	kintu-ana-Apta-ukta-tva-SaFkA-nirAsaH (sam) /
   sa ca kvacidapauruṣeyatvaniścayāt, kvacidāptoktatvāvadhāraṇāditi cet- tat	sa ca kvacid-apOruzeya-tva-niScayAt, kvacid-Apta-ukta-tva-avaDAraNAt-iti cet tat-
   kimapauruṣeyatvasyāpratītau, sandehe vā	kim-apOruzeya-tvasya-apratItO, sandehe vA
   vedavākyādviditapadārthasaṅgaterarthapratyaya eva na bhavet, bhavannapi vā	veda-vAkyAt-vidita-padArTa-saFgateH-arTa-pratyayaH eva na Bavet, Bavan=-api vA
   na śraddheyaḥ? prathame satyādaya eva pramāṇam /	na SradDeyaH? praTame satya-AdayaH eva pramANam /
   nacāsaṃsargāgrahe tadānīṃ saṃsargavyavahāraḥ, bādhakasyātyantamabhāvāt /	naca-asaMsarga-agrahe tadAnIm saMsarga-vyavahAraH, bADakasya-atyantam-aBAvAt /
   tathāpi tatkalpanāyāmanvayocchedaprasaṅgāt /	taTA-api tad-kalpanAyAm-anvaya-ucCeda-prasaFgAt /
   dvitīye tvaśraddhā pratyakṣavat nimittāntarānnivartsyatīti vede yadi, loke	dvitIye tu-aSradDA pratyakza-vat nimitta-antarAt-nivartsyati-iti vede yadi, loke
   'pi tathā syādaviśeṣāt /	api taTA syAt-aviSezAt /
   [ku.3.374] anyathā vedasyāpyanuvākatāprasaṅgaḥ (ṅgāt) /	[ku.3.374] anyaTA vedasya-api-anuvAkatA-prasaFgaH (FgAt) /
   taducyate /	tat-ucyate /
   (thāhi) /	(Ta-ahi) /
   vyastapumdūṣaṇāśaṅkaiḥ smāritatvāt padairamī /	vyasta-pumdUzaNa-ASaFkEH smArita-tvAt padEH-amI /
   anvitā iti nirṇīte vedasyāpi na tat kutaḥ // 15//	anvitA iti nirNIte vedasya-api na tat kutas // 15//
   yadā hyapauruṣeyatvaniścayāt prāk vedo na kiñcidabhidhatte iti pakṣaḥ,tadā	yadA hi-apOruzeya-tva-niScayAt prAk vedaH na kiQcid-aBiDatte iti pakzaH,tadA
   āptoktatvaniścayottarakālaṃ (202)lokavat, vede 'pyapauruṣeyatvaniścayāt	Apta-ukta-tva-niScaya-uttara-kAlam (202)lokavat, vede api-apOruzeya-tva-niScayAt
   paścādanumānāvatāraḥ /	paScAt-anumAna-avatAraH /
   iyāṃstu viśeṣaḥ- yadatra padārthāneva pakṣīkṛtya	iyAn=-tu viSezaH yat-atra padArTAn-eva pakzIkRtya
   nirastapumdoṣāśaṅkairākāṅkṣādimadbhiḥ padaiḥ	nirasta-pumdozA-SaFkEH-AkAFkza-AdimadBiH padEH
   smāritatvādāptoktapadakadambakasmāritapadārthavat saṃsarga evāhatya	smArita-tvAt-Apta-ukta-pada-kadambaka-smArita-padArTa-vat saMsargaH eva-ahatya
   sādhyaḥ,buddhivyavahitastvitaratreti /	sADyaH-,budDi-vyavahitaH-tu-itaratra-iti /
   phalato na kaścidvivaśeṣa iti /	PalataH na kaScid-vivaSezaH iti /
   tathā cānvitābhidhāne 'pi jaghanyatvādvedasyānuvādakatvaprasaṅgaḥ /	taTA ca-anvita-aBiDAne api jaGanya-tvAt-vedasya-anuvAdaka-tva-prasaFgaH /
   na caivaṃ sati tatra pramāṇamasti /	na ca-evam sati tatra pramANam-asti /
   viśiṣṭapratipatyanyathānupapatyā hi śabdasya tatra śaktiḥ parikalpanīyā /	viSizwa-pratipati-anyaTA-anupapatyA hi Sabdasya tatra SaktiH parikalpanIyA /
   sā cānumānenaivopapanneti vṛthā prayāsaḥ /	sA ca-anumAnena-eva-upapannA-iti vRTA prayAsaH /
   tasmālloke śabdasyānuvādakateti viparītakalpaneyamāyuṣmatām /	tasmAt-loke Sabdasya-anuvAdaka-tA-iti viparIta-kalpanA-iyam-AyuzmatAm /
   [ku.3.375] kiṃ cedamanvitābhidhānaṃ nāma? na tāvadanvitapratipādanamātram,	[ku.3.375] kim ca-idam-anvita-aBiDAnam nAma? na tAvat-anvita-pratipAdana-mAtram,
   avivādāt /	avivAdAt /
   nāpi svārthābhidhāyāstatra tātparyam, avivādādeva /	na-api sva-arTa-aBiDAyAH-tatra tAtparyam, avivAdAt-eva /
   nāpi saṅgatibalena tatpratipādanam, vākyārthasyāpūrvatvāt /	na-api saFgati-balena tad-pratipAdanam, vAkya-arTasya-apUrva-tvAt /
   nāpi svārthasaṅgatibalena, tasya svārtha evopakṣayāt /	na-api sva-arTa-saFgatibalena, tasya sva-arTaH eva-upakzayAt /
   nāpi saiva saṅgatirubhayapratipādikā, pratītikramānupapatteḥ /	na-api sA-eva saFgatiH-uBaya-pratipAdikA, pratIti-krama-anupapatteH /
   yaugapadyābhyupagame tu yogyatvādipratisandhānaśūnyasyāpi	yOgapadya-aByupagame tu yogya-tva-Adi-pratisanDAna-SUnyasya-api
   padārthapratyayavat vākyārthapratyayaprasaṅgāt /	padArTa-pratyaya-vat vAkya-arTa-pratyaya-prasaFgAt /
   nāpi saiva saṅgatiḥ svārthe nirapekṣā, vākyārthe tu	na-api sA-eva saFgatiH sva-arTe nirapekzA, vAkya-arTe tu
   padārthapratipādanāvāntaravyāpāreti yuktam- tasyāḥ svayamakaraṇatvāt /	padArTa-pratipAdana-avAntara-vyApAra-iti yuktam tasyAH svayam-akaraNa-tvAt /
   saṅgatāni padānihi karaṇam, na tu saṅgatiḥ /	saFgatAni padAnihi karaNam, na tu saFgatiH /
   tathāpi tatpratipādanānuguṇasaṅgatiśālīni padānīti cet- na	taTA-api tad-pratipAdana-anuguNa-saFgati-SAlIni padAni-iti cet na
   tāvadvākyārthapratipādanānuguṇatā saṅgarestadāśrayatvena;	tAvat-vAkya-arTa-pratipAdana-anuguNa-tA saFgareH-tad-ASraya-tvena;
   sāmānyamātragocaratvāt, tadvanmātragocaratvādvā /	sAmAnya-mAtra-gocara-tva-at, tadvat-mAtra-gocara-tvAt-vA /
   nāpi tadanuguṇavyāpāravatvena, akaraṇatvādityuktam /	na-api tad-anuguNa-vyApArava-tu-ena, akaraNa-tvAt-iti-uktam /
   tadanuguṇakaraṇavyāpārotthāpakatvāttadanuguṇatve na no vivādaḥ /	tad-anuguNa-karaNa-vyApAra-utTApaka-tvAt-tad-anuguNa-tve na naH vivAdaH /
   anvita eva śaktiriti cet- uktamatra vākyārthasyāpūrvatvāt	anvitaH eva SaktiH-iti cet uktam-atra vAkya-arTasya-apUrva-tvAt
   pratītikramānupapatteśceti /	pratIti-krama-anupapatteH-ca-iti /
   [ku.3.376] smṛtakriyānvite kārake smṛtakārakānvitāyāñca kriyāyāṃ saṅgatiḥ	[ku.3.376] smRta-kriyA-anvite kArake smRta-kAraka-anvitA-yAQca kriyAyAm saFgatiH
   ato noktadoṣāvakāśaḥ /	atas na-ukta-doza-avakASaH /
   nāpi paryāyatāpattiḥ, prādhānyena niyamāt /	na-api paryAyata-ApattiH, prADAnyena niyamAt /
   nāpi paunaruktyam, viśeṣānvaye tātparyāt /	na-api pOnarukti-am, viSeza-anvaye tAtparyAt /
   nāpītaretarāśrayatvam, svārthasmṛtāvanapekṣaṇāt /	na-api-ita-retara-ASraya-tvam, sva-arTa-smRtO=-anapekzaNAt /
   nāpivākyabhedāpattiḥ, parasparapadārthasmṛtisannidhau taditarānapekṣaṇāt-	na-api-vAkya-Beda-ApattiH, paraspara-padArTa-smRti-sanniDO tad-itara-anapekzaNAt-
   iti cet- na anvite saṅgatigraha iti kor'thaḥ? yadi yatra	iti cet na anvite saFgatigrahaH iti kor-aTaH? yadi yatra
   saṅgatistadvastugatyā padārthānvitam, na kiñcit prakṛtopayogi /	saFgatiH-tad-vastu-gatyA padArTa-anvitam, na kiQcid prakRta-upayogi /
   na hi yatra cakṣuṣaḥ sāmarthyamavagataṃ tadvastugatyā sparśavaditi,	na hi yatra cakzuzaH sAmarTyam-avagatam tat-vastu-gatyA sparSa-vat-iti,
   tadvattāpi tasya viṣayaḥ /	tadvat-tA-api tasya vizayaH /
   athānvitatayaiva tatra vyutpattirityarthaḥ- tadasat, pramāṇābhāvāt /	aTa-anvitatayA-eva tatra vyutpattiH-iti-arTaH tat-asat, pramANa-aBAvAt /
   [ku.3.377] anvitārthapratipattyanyathānupapattiriti cenna /	[ku.3.377] anvitA-arTa-pratipatti-anyaTA-anupapattiH-iti ced-na /
   ananvitābhidhānenāpyupapatteḥ /	ananvita-aBiDAnena-api-upapatteH /
   ākāṅkṣānupapattirastu /	AkAFkzA-anupapattiH-astu /
   na hi sāmānyato 'nvitānavagame 'nvayaviśeṣe jijñāsā syāt- na- dṛṣṭe	na hi sAmAnyatas anvita-anavagame anvaya-viSeze jijQAsA syAt na dRzwe
   phalaviśeṣe rasaviśeṣajijñāsāvadākṣepato 'pyupapatteḥ /	Pala-viSeze rasa-viSeza-jijQAsA-vat-AkzepataH api-upapatteH /
   [ku.3.378] śabdamahimānamantareṇa yataḥ kutaścidapi smṛteṣu padārtheṣu	[ku.3.378] Sabda-mahimAnam-antareNa yatas kutaScid-api smRtezu padArTezu
   anvayapratītiḥ syāt /	anvaya-pratItiH syAt /
   na caivam /	na ca-evam /
   tataḥ śabdaśaktiravaśyaṃ kalpanīyeti cet- kutastarhi kavikāvyāni vilasanti	tatas Sabda-SaktiH-avaSyam kalpanIyA-iti cet kutas-tarhi kavi-kAvyAni vilasanti
   na hi saṃsargaviśeṣamapratītya vākyaracanā nāma /	na hi saMsarga-viSezam-apratItya vAkyaracanA nAma /
   na ca svotprekṣāyāṃ pratyakṣamanumānaṃ śabdastadābhāsā vā sambhavanti,	na ca sva-utprekzAyAm pratyakzam-anumAnam SabdaH-tad-ABAsAH vA samBavanti,
   anyatra cantāvaśena padārthasmaraṇebhyaḥ /	anyatra cantA-vaSena padArTa-smaraNeByaH /
   asaṃsargāgraho 'sāviti	asaMsarga-AgrahaH asO=-iti
   cet; mama tāvat saṃsargagraha evāsau /	cet; mama tAvat saMsarga-grahaH eva-asO /
   tavāpi saiva padāvalī kvacidanvaye paryavasyati, kvacidananvayāgrahe iti	tava-api sA-eva pada-AvalI kvacid-anvaye paryavasyati, kvacid-ananvaya-agrahe iti
   kuto viśeṣāt? [ku.3.379] āptānāptavaktṛkatayeti cet; kiṃ tathāvidhena	kutas viSeza-at? [ku.3.379] AptAn-AptavaktRkatayA-iti cet; kim taTAviDena
   vaktrā tatra kaścidviśeṣa āhitaḥ? āho vaktaivācchedakatayā viśeṣaḥ?	vaktrA tatra kaScid-viSezaH AhitaH? Aho vaktA-eva-AcCedaka-tayA viSezaH?
   prathame abhihitānvayavādināmiva tavāpi śaktikalpanāgauravam /	praTame aBihita-anvaya-vAdinAm-iva tava-api Sakti-kalpanA-gOravam /
   dvitīye tu vakturiva padānāmapyavacchedakatayaiva viśeṣakatvamastu /	dvitIye tu vaktuH-iva padAnAm-api-avacCedaka-tayA-eva viSezaka-tvam-astu /
   evaṃ tarhi padānāmapyanvayapratītāvastyupayogaḥ /	evam tarhi padAnAm-api-anvaya-pratItO=-asti-upayogaH /
   kaḥsandehaḥ /	kaHsandehaH /
   paraṃ padārthābhidhānena; na tvanyathā /	param padArTa-aBiDAnena; na tu-anyaTA /
   yathā tavaiva, āptasya saṃsargaparatayā padasamabhivyāhāramātreṇa; na	yaTA tava-eva, Aptasya saMsarga-para-tayA pada-samaBivyAhAra-mAtreNa; na
   tvanyathā /	tu-anyaTA /
   anyathā gurumatavidāmeva śloka āptapadaprakṣepeṇa paṭhanīyaḥ-	anyaTA guru-mata-vidAm-eva SlokaH Apta-pada-prakzepeNa paWanIyaH-
   prāthamyādabhidhātṛtvāt tātparyopagamādapi /	prATamyAt-aBiDAtR-tvAt tAtparya-upagamAt-api /
   āptānāmeva sā śaktirvaramabhyupagamyatām //	AptAnAm-eva sA SaktiH-varam-aByupagamyatAm //
   iti //	iti //
   [ku.3.380] tasmāt prakārāntareṇa saṃsargapratyayo bhavatu mā vā,	[ku.3.380] tasmAt prakAra-antareNa saMsarga-pratyayaH Bavatu mA vA,
   padārthānāmākāṅkṣādimattve sati abhihitānāmavaśyamanvaya iti kuto	padArTAnAm-AkAFkza-Adimattve sati aBihitAnAm-avaSyam-anvayaH iti kuto
   'tiprasaṅgaḥ? [ku.3.381] na caivaṃ sati padārthā eva karaṇam,	ati-prasaFgaH? [ku.3.381] na ca-evam sati padArTAH eva karaNam,
