   1. daivapuruṣākārādhyāye 21 verses	1. dEva-puruza-AkAra-aDyAye 21 verseH-
   sthitāḥ/(Bṣ 92.12)	sTitAH-/(Bz 92.12)
   YY_11.13cd/.jayāya śeṣeṣv api vāhaneṣv idaṃ phalaṃ yathāsaṃbhavam ādiśed	YY_11.13cd/.-jayAya Sezezu api vAhanezu idam Palam yaTAsaMBavam AdiSet-
   budhaḥ//	buDaH//
   YY_11.14ab/.ārohati kṣitipatau vinayopapanno yātrā 'nugo 'nyaturagaṃ prati	YY_11.14ab/.A-Arohati kzitipatO vinaya-upapannaH yAtrA anugaH anya-turagam prati
   hreṣitaś ca/(Bṣ 92.13)	hrezitaH ca/(BH 92.13)
   YY_11.14cd/.vakreṇa vā spṛśati dakṣiṇam ātmapārśvaṃ yo 'śvaḥ sa bhartur	YY_11.14cd/.-vakreNa vA spRSati dakziNam Atma-pArSvam yaH aSvaH sa BartuH-
   acirāt pracinoti lakṣmīm//	acirAt pracinoti lakzmIm//
   YY_11.15ab/.muhurmuhur mūtraśakṛt karoti na tāḍyamāno 'py anulomayāyī/	YY_11.15ab/.muhur-muhur mUtra-SakRt karoti na tAxyamAnaH api anulomayAyI/
   YY_11.15cd/.akāryabhīto 'śruvilocanaś ca śivaṃ na bharttus turago	YY_11.15cd/.a-kArya-BItaH aSru-vilocanaH ca Sivam na BarttuH turagaH-
   'bhidhatte//E15	aBiDatte//E15
   YY_12.1ab/.aṅgulaśatārddham uttama ūnaḥ syāt pañcaviṃśatiḥ khaḍgaḥ/(Bṣ	YY_12.1ab/.aFgula-Sata-ardDam uttamaH UnaH syAt paQcaviMSatiH KaxgaH/(Bz
   YY_12.1cd/.aṃgulamānāj jñeyaḥ samāṃgulastho vraṇaḥ śubhadaḥ//	YY_12.1cd/.-aMgula-mAnAt jQeyaH sama-aMgula-sTaH vraNaH SuBa-daH//
   YY_12.2ab/.śrīvṛkṣavardhamānātapatraśivaliṅgakuṇḍalābjānām/(Bṣ 49.2)	YY_12.2ab/.-SrI-vRkza-varDamAna-Atapatra-Siva-liFga-kuNxala-abjAn-Am/(BH 49.2)
   YY_12.2cd/.sadṛśā vraṇāḥ praśastā dhvajāyudhasvastikānāṃ ca//	YY_12.2cd/.-sadRSAH vraNAH praSastAH Dvaja-AyuDa-svastikAnAm ca//
   YY_12.3ab/.kṛkalāsakākakaṅkakravyādakabandhavṛścikākṛtayaḥ/(Bṣ 49.3)	YY_12.3ab/.kRkalAsa-kAka-kaFka-kravyAdaka-banDa-vRScika-AkRtayaH/(Bz 49.3)
   YY_12.3cd/.khaḍge vraṇā na śubhadā vaṃśānugatāḥ prabhūtāś ca//	YY_12.3cd/.-Kaxge vraNAH na SuBa-dAH vaMSa-anugatAH praBUtAH ca//
   YY_12.4ab/.sphuṭito hrasvaḥ kuṇṭho vaṃśacchinno na dṛṅmano 'nugataḥ/(Bṣ	YY_12.4ab/.-sPuwitaH hrasvaH kuNWaH vaMSa=-CinnaH na dRS-manaH anugataH/(Bz
   YY_12.4cd/.asvara iti cāniṣṭaḥ proktaviparyasta iṣṭaphalaḥ//	YY_12.4cd/.a-svaraH iti ca-anizwaH prokta-viparyastaH izwa-PalaH//
   YY_12.5ab/.kvaṇitaṃ maraṇāyoktaṃ parājayāyāpravarttanam kośāt/(Bṣ 49.5)	YY_12.5ab/.-kvaNitam maraNAya-uktam parAjayAya-apravarttanam koSAt/(BH 49.5)
   YY_12.5cd/.svayam udgīrṇe yuddhaṃ jvalite vijayo bhavati khaḍge//	YY_12.5cd/.-svayam udgIrNe yudDam jvalite vijayaH Bavati Kaxge//
   YY_12.6ab/.nākāraṇaṃ vivṛṇuyān na vighaṭṭayec ca paśyen na tatra vadanaṃ	YY_12.6ab/.nA-kAraNam vivRNuyAt na viGawwayet ca paSyet na tatra vadanam
   na vadec ca mūlyam/(Bṣ 49.6)	na vadet ca mUlyam-/(BH 49.6)
   YY_12.6cd/.deśaṃ na vāsya kathayet pratimānayec ca naiva spṛśen nṛpatir	YY_12.6cd/.-deSam na vA-asya kaTayet pratimAnayet ca na-eva spRSet nRpatiH-
   aprayato 'siyaṣṭim//	aprayataH asi-yazwim//
   YY_12.7ab/.gojihvāsaṃsthāno nīlotpalavaṃśapatrasadṛśaś ca/(Bṣ 49.7)	YY_12.7ab/.-gojihvA-saMsTAnaH nIlotpala-vaMSa-patra-sadRSaH ca/(BH 49.7)
   YY_12.7cd/.karavīrapatrasadṛśaś candramaṇḍalāgraḥ praśastaś ca//	YY_12.7cd/.karavIra-patra-sadRSaH candra-maNxalAgraH praSastaH ca//
   YY_12.8ab/.niṣpanno na chedyo nikaṣaiḥ kāryaḥ pramāṇayuktaḥ saḥ/(Bṣ 49.8)	YY_12.8ab/.-nizpannaH na CedyaH nikazEH kAryaH pramANa-yuktaH saH/(Bz 49.8)
   YY_12.8cd/.mṛte mriyate svāmī jananī tasyāgrataś chinne//	YY_12.8cd/.mRte mriyate svAmI jananI tasya-agratas Cinne//
   YY_12.9ab/.yasmin tsarupradeśe vraṇo bhavet tadvad eva khaḍgasya/(Bṣ 49.9)	YY_12.9ab/.yasmin tsaru-pradeSe vraNaH Bavet tadvat eva Kaxgasya-/(BH 49.9)
   YY_12.9cd/.vanitānām iva tilakaṃ guhye vācyo mukhe dṛṣṭvā//	YY_12.9cd/.-vanitAnAm iva tilakam guhye vAcyaH muKe dRzwvA//
   YY_12.10ab/.athavā spṛśati yad aṅgaṃ praṣṭā nistriṃśabhṛt tad	YY_12.10ab/.aTavA spRSati yat aFgam prazwA nistriMSa-BRt tat-
   avadhārya/(Bṣ 49.10)	avaDArya-/(Bz 49.10)
   YY_12.10cd/.kośasthasyādeśyo vraṇo 'siśāstraṃ viditvedam//	YY_12.10cd/.koSa-sTasya-AdeSyaH vraNaH asi-SAstram viditvA-idam//
   YY_12.11ab/.śirasi spṛṣṭe prathame 'ṅgule dvitīye lalāṭasaṃsparśe/(Bṣ	YY_12.11ab/.-Sirasi spRzwe praTame aFgule dvitIye lalAwa-saMsparSe/(Bz
   YY_12.11cd/.bhrūmadhye ca tṛtīye netre spṛṣṭe caturthe ca//	YY_12.11cd/.-BrU-maDye ca tRtIye netre spRzwe caturTe ca//
   YY_12.12ab/.nāsauṣṭhakapolahanuśravaṇagrīvāṃśakeṣu pañcādyāḥ/(Bṣ 49.12)	YY_12.12ab/.nAsA-ozWa-kapola-hanu-SravaNa-grIvA-aMSakezu paQca-AdyAH/(Bz 49.12)
   YY_12.12cd/.urasi dvādaśasaṃsthaḥ trayodaśe kakṣayor jñeyaḥ//	YY_12.12cd/.urasi dvAdaSa-saMsTaH trayodaSe kakzayoH jQeyaH//
   YY_12.13ab/.stanahṛdayodarakukṣau nābhau ca caturdaśādayo jñeyāḥ/(Bṣ	YY_12.13ab/.-stana-hRdaya-udara-kukzO nABO ca caturdaSa-AdayaH jQeyAH/(Bz
   YY_12.13cd/.nābhīmūle kaṭyāṃ guhye caikonaviṃśatitaḥ syāt//	YY_12.13cd/.nABI-mUle kawyAm guhye ca-ekonaviMSatitaH syAt-//
   YY_12.14ab/.ūrvor dvāviṃśe syād ūrvor madhye vraṇas trayoviṃśe/(Bṣ 49.14)	YY_12.14ab/.UrvoH dvAviMSe syAt UrvoH maDye vraNaH trayoviMSe/(BH 49.14)
   YY_12.14cd/.jānuni ca caturviṃśe jaghāyāṃ pañcaviṃśe syāt//	YY_12.14cd/.-jAnuni ca caturviMSe jaGAyAm paQcaviMSe syAt//
   YY_12.15ab/.jaṅghāmadhye gulphe pārṣṇyāṃ pāde tathāṅgulīṣv api ca/(Bṣ	YY_12.15ab/.jaFGA-maDye gulPe pArzNyAm pAde taTA-aFgulIzu api ca/(Bz
   YY_12.15cd/.ṣaḍviṃśādiṣu yāvat triṃśād iti matena gargasya//	YY_12.15cd/.-zaxviMSa-Adizu yAvat triMSAt iti matena gargasya//
   YY_12.16ab/.putramaraṇaṃ dhanāptir dhanahāniḥ sampadaś ca vadhaś ca/(Bṣ	YY_12.16ab/.-putra-maraNam Dana-AptiH Dana-hAniH sampadaH ca vaDaH ca/(Bz
   YY_12.16cd/.ekādyaṃgulasaṃsthair vraṇaiḥ phalaṃ nirdiśet kramaśaḥ//	YY_12.16cd/.eka-Adi-aMgula-saMsTEH vraNEH Palam nirdiSet kramaSas-//
   YY_12.17ab/.sutalābhaḥ kalaho hastilayaḥ putramaraṇadhanalābhau/(Bṣ 49.17)	YY_12.17ab/.-suta-lABaH kalahaH hasti-layaH putra-maraNa-Dana-lABO/(BH 49.17)
   YY_12.17cd/.kramaśo vināśavanitāpticittaduḥkhāni ṣaṭprabhṛti//	YY_12.17cd/.kramaSas vinASa-vanitA-Apti-citta-duHKAni zaz-praBRti//
   YY_12.18ab/.labdhir hānistrīlayo vadho vṛdhimaraṇaparitoṣāḥ/(Bṣ 49.18)	YY_12.18ab/.labDiH hAni-strI-layaH vaDaH vRDi-maraNa-paritozAH/(BH 49.18)
   YY_12.18cd/.jñeyāś ca caturdaśādiṣu dhanahāniś caikaviṃśe syāt//	YY_12.18cd/.-jQeyAH ca caturdaSa-Adizu Dana-hAniH ca-ekaviMSe syAt//
   YY_12.19ab/.vittāptir anirvāṇaṃ dhanāgamo mṛtyusampado 'svatvam/(Bṣ 49.19)	YY_12.19ab/.-vitta-AptiH anirvANam Dana-AgamaH mRtyu-sampadaH asvatvam-/(Bz 49.19)
   YY_12.19cd/.aiśvaryamṛtyurājyāni ca kramāt triṃśad iti yāvat//	YY_12.19cd/.a-ESvarya-mRtyurAjyAni ca kramAt triMSat iti yAvat//
   YY_12.20ab/.parato na viśeṣaphalaṃ viṣamasamasthāś ca	YY_12.20ab/.parataH na viSeza-Palam vizama-sama-sTAH ca
   pāpaśubhaphaladāḥ/(Bṣ 49.20)	pApa-SuBa-Pala-dAH/(Bz 49.20)
   YY_12.20cd/.kaiś cid aphalāḥ pradiṣṭās triṃśat parato 'gram iti yāvat//	YY_12.20cd/.kEH cit aPalAH pradizwAH triMSat paratas agram iti yAvat//
   YY_12.21ab/.karavīrotpalagajamadaghṛtakuṃkumakundacampakasugandhiḥ/(Bṣ	YY_12.21ab/.kara-vIra-utpala-gaja-mada-GRta-kuMkuma-kunda-campaka-suganDiH/(Bz
   YY_12.21cd/.śubhado gomūtraharitālapaṅkamedasadṛśagandhiḥ//	YY_12.21cd/.-SuBa-daH go-mUtra-haritAla-paFka-meda-sadRSa-ganDiH//
   YY_12.22ab/.kūrmavasā 'sṭakakṣāropamaś ca bhayaduḥkhado bhavati	YY_12.22ab/.kUrma-vasA aswaka-kzAra-upamaH ca Baya-duHKa-daH Bavati
   gandhaḥ/(Bṣ 49.22)	ganDaH/(Bz 49.22)
   YY_12.22cd/.vaidūryakanakavidyutprabho jayārogyavṛddhikaraḥ//	YY_12.22cd/.-vEdUrya-kanaka-vidyut-praBaH jaya-Arogya-vRdDi-karaH//
   YY_12.23ab/.idam aiśanasañ ca śastrapānaṃ rudhireṇa śriyam icchataḥ	YY_12.23ab/.idam ESana-san ca Sastra-pAnam ruDireNa Sriyam icCataH
   pradīptām/(Bṣ 49.23)	pradIpta-am/(BH 49.23)
   YY_12.23cd/.haviṣā guṇavat sutābhilipsoḥ salilenākṣayam icchataś ca	YY_12.23cd/.-havizA guNavat suta-aBilipsoH salilena-akzayam icCataH ca
   vittam//	vittam//
   YY_12.24ab/.vaḍavoṣṭrakareṇadugdhapānaṃ yadi pāpena samīhate	YY_12.24ab/.vaxavozwra-kareNa-dugDa-pAnam yadi pApena samIhate
   'rthasidhiḥ/(Bṣ 49.24)	arTa-siDiH/(BH 49.24)
   YY_12.24cd/.jhaṣapittamṛgāśvavastadugdhaiḥ karihastacchidaye	YY_12.24cd/.-Jaza-pitta-mRga-aSva-vasta-dugDEH kari-hasta=-Cidaye
   satālagarbhaiḥ/	sa-tAla-garBEH/
   YY_12.25ab/.ārkaṃ payo huḍaviṣāṇamaṣīsametaṃ pārāvatākhuśakṛtā ca yutaṃ	YY_12.25ab/.a-arkam payaH huxavizANa-mazI-sam-etam pArAvata-AKuSa-kRtA ca yutam
   praleṣaḥ/(Bṣ 49.25)	pralezaH/(Bz 49.25)
   YY_12.25cd/.śastrasya tailamathitasya tato 'sya pānaṃ paścāc chritasya na	YY_12.25cd/.-Sastrasya tEla-maTitasya tatas asya pAnam paScAt Sritasya na
   śilāsu bhaved vighātaḥ//	SilAsu Bavet viGAtaH//
   YY_12.26ab/.kṣāre kadanyā mathitena yukte dinoṣite pāyutamāyasaṃ yat/(Bṣ	YY_12.26ab/.kzAre kadanyAH maTitena yukte dina-uzite pAyutam-Ayasam yat-/(Bz
   YY_12.26cd/.samyak chiritaṃ cāśmani naiti bhaṅgam na cānyalauheṣv api	YY_12.26cd/.-samyak Ciritam ca-aSmani na-eti BaFgam na ca-anya-lOhezu api
   tasya kauṣṭhyam//E26	tasya kOzWyam//E26
   YY_13.1ab/.antaḥpurād vā svaniveśanād vā siṃhāsanād agniparistarād vā/	YY_13.1ab/.antaHpurAt vA sva-niveSanAt vA siMhAsanAt agni-paristarAt vA/
   YY_13.1cd/.kuryān narendraḥ prathamaṃ prayāṇaṃ vipraiḥ śatāgraiḥ	YY_13.1cd/.kuryAt narendraH praTamam prayANam viprEH Sata-agrEH
   kṛtamaṅgalāśīḥ//	kRta-maFgala-ASIH//
   YY_13.2ab/.dvijo viṣṇukramād bhūyaṃ mantreṇānena dāpayet/	YY_13.2ab/.dvijaH vizNukramAt BUyam mantreNa-anena dApayet-/
   YY_13.2cd/.idaṃ viṣṇur vicakrama ity evaṃ pādam uddharet//	YY_13.2cd/.idam vizNuH vicakramaH iti evam pAdam udDaret//
   YY_13.3ab/.amukasya vadhāyeti dakṣiṇaṃ kṣitipo nyaset/% Kane V. 621	YY_13.3ab/.a-mukasya vaDAya-iti dakziNam kzitipaH nyaset/% Kane V. 621
   YY_13.3cd/.maṅgalāni tataḥ paśyan spṛśan śṛṇvan nṛpo vrajet//	YY_13.3cd/.-maFgalAni tatas paSyan spRSan SRNvan nRpaH vrajet-//
   YY_13.4ab/.vedāṅgavedadhvaniśaṅkhabherīmṛdaṅgapuṇyāhapurāṇaśabdāḥ/	YY_13.4ab/.vedAFga-veda-Dvani-SaFKa-BerI-mRdaFga-puNyAha-purANa-SabdAH/
   YY_13.4cd/.dharmarthaśāstrāṇi ca bhārataṃ ca rāmāyaṇaṃ maṅgalakīrttanāni//	YY_13.4cd/.-DarmarTa-SAstrANi ca BAratam ca rAmAyaNam maFgala-kIrttanAni//
   YY_13.5ab/.vācaḥ śubhāḥ sārasacāṣavarhiṇaḥ kādambahaṃsāś ca sajīvajīvakāḥ/	YY_13.5ab/.vAcaH SuBAH sArasa-cAza-varhiNaH kAdamba-haMsAH ca sa-jIva-jIvakAH/
   YY_13.5cd/.kākaś ca paṅkāktavarāhapṛṣṭhagaḥ śrīvṛkṣavālavyajanāni	YY_13.5cd/.kAkaH ca paFkAktavarAha-pRzWa-gaH SrIvRkza-vAla-vyajanAni
   candanam//	candanam//
   YY_13.6ab/.gaurvatsalā 'jo rucakaḥ p(r)iyaṅgulājā nṛyuktaś ca rathāḥ	YY_13.6ab/.-gOH-vatsalA ajaH rucakaH p(r)iyaFgula-AjAH nR-yuktaH ca raTAH
   patākā/	patAkA/
   YY_13.6cd/.sarvauṣadhī svastikapūrṇapātrāṇy aśvo 'tha dūrvādrakagomayaṃ	YY_13.6cd/.-sarva-ozaDI svastika-pUrNa-pAtrANi aSvaH aTa dUrvA-adraka-gomayam
   ca//	ca//
   YY_13.7ab/.sarāṃsy aśoṣyāni saritsamudrā rudrendralokeśamahīdhranāgāḥ/	YY_13.7ab/.sarAMsi aSozyAni sarit-samudrAH rudra-indra-loka-ISa-mahIDra-nAgAH/
   YY_13.7cd/.diśo graharkṣāṇi śivaḥ suparṇaḥ skando viśākho marutaś ca	YY_13.7cd/.diSaH graha-RkzANi SivaH suparNaH skandaH viSAKaH marutaH ca
   sādhyāḥ//	sADyAH//
   YY_13.8ab/.bhūr dvādaśārkā vasavo 'śvinau ca svāhā śācī mātṛgaṇo bhavānī/	YY_13.8ab/.BUH dvAdaSa-arkAH vasavaH aSvinO ca svAhA SAcI mAtR-gaNaH BavAnI/
   YY_13.8cd/.patnyo jananyaś ca surāsurāṇāṃ sādhyogaṇāś cāpsarasaḥ	YY_13.8cd/.-patnyaH jananyaH ca sura-asurANAm sADyaH-gaNAH ca-apsarasaH
   savidyāḥ//	sa-vidyAH//
   YY_13.9ab/.yakṣāḥ sasiddhā munayaḥ sajāyāḥ parjanyakampadrumamārutāś ca/	YY_13.9ab/.yakzAH sa-sidDAH munayaH sajAyAH parjanya-kampa-druma-mArutAH ca/
   YY_13.9cd/.prajāpatiḥ sarvagataś ca viṣṇuḥ śivāya te bhūpa bhavantu yāne//	YY_13.9cd/.-prajApatiH sarva-gataH ca vizNuH SivAya te BUpa Bavantu yAne//
   YY_13.10ab/.siddhārthakādarśapayoñjanāni baddhaikapaśvāmiṣapūrṇakumbhāḥ/	YY_13.10ab/.-sidDArTaka-AdarSa-payoQjanAni badDa-eka-paSu-Amiza-pUrNa-kumBAH/
   YY_13.10cd/.uṣṇīṣabhṛṅgāranṛvardhamānapuṃyānavīṇātapavāraṇāni//	YY_13.10cd/.uzNIza-BRFgAra-nRvarDa-mAna-puMyAna-vINA-Atapa-vAraNAni//
   YY_13.11ab/.dadhi madhu ghṛta rocanā kumārī	YY_13.11ab/.daDi maDu GRta rocanA kumArI
   dhvajakanakāmbujabhadrapīṭhaśaṅkhāḥ/	Dvaja-kanaka-ambuja-Badra-pIWa-SaFKAH/
   YY_13.11cd/.sitavṛṣakusumāmbarāṇi mīnadvijagaṇikāptajanāś ca cāruveṣāḥ//	YY_13.11cd/.sita-vRza-kusuma-ambarANi mIna-dvija-gaNikA-Apta-janAH ca cAruvezAH//
   YY_13.12ab/.jvalitaśikhiphalākṣatekṣubhakṣyā	YY_13.12ab/.-jvalita-SiKi-Pala-akzata-ikzu-BakzyA
   dviradamṛdaṅkuśacāmarāyudhāni/	dvirada-mRdaFkuSa-cAmara-AyuDAni/
   YY_13.12cd/.marakatakuruvindapadmarāgāḥ sphatikamaṇipramukhāś ca	YY_13.12cd/.marakata-kuruvinda-padmarAgAH sPatika-maNi-pramuKAH ca
   ratnamedāḥ//	ratna-medAH//
   YY_13.13ab/.svayam atha racitāny ayatnato vā yadi kathitāni bhavanti	YY_13.13ab/.-svayam aTa racitAni ayatnataH vA yadi kaTitAni Bavanti
   maṅgalāni/	maFgalAni/
   YY_13.13cd/.sa jayati sakalāṃ tato dharitrīṃ prahaṇadṛgālabhanaśrutair	YY_13.13cd/.-sa jayati sakalAm tatas DaritrIm prahaNa-dRS-AlaBana-SrutEH-
   upāsya//	upAsya//
   YY_13.14a/.kārpāsauṣadhakṛṣṇadhānyalavaṇaklīvāsthitailaṃ vasā	YY_13.14a/.kArpAsa-OzaDa-kRzNa-DAnya-lavaNa-klIva-asTi-tElam vasA
   YY_13.14b/.paṅkāṅgāraguḍāhicarmaśakṛtaḥ keśāya savyādhitāḥ/	YY_13.14b/.paFka-aFgAra-guxa-ahi-carma-SakRtaH keSAya sa-vyADitAH/
   YY_13.14c/.vāntonmattajaḍendhanatṛṇatuṣakṣutkṣāmatakrārayo	YY_13.14c/.vAnta-unmatta-jaxa-inDana-tRNa-tuza-kzuD-kzAma-takrArayaH-
   YY_13.14d/.muṇḍābhyaktavimuktakeśapatitāḥ kāṣāvinaś cāśubhāḥ//	YY_13.14d/.-muNxa-aByakta-vimukta-keSa-patitAH kAzAvinaH ca-aSuBAH//
   YY_13.15ab/.paṭupaṭahamṛdaṅgaśaṅkhabherīvaṇavaradaṃ sapatākatoraṇāgram/	YY_13.15ab/.pawu-pawaha-mRdaFga-SaFKa-BerI-vaNa-vara-dam sa-patAka-toraNa-agram/
   YY_13.15cd/.pracurakusumatoyaśāntareṇuṃ surabhisuveṣajanaṃ vrajec ca	YY_13.15cd/.-pracura-kusuma-toya-SAnta-reNum suraBi-su-veza-janam vrajet ca
   mārgam//	mArgam//
   YY_13.16ab/.yāny atra maṅgalāmaṅgalāni nirgacchatāṃ pradiṣṭāni/	YY_13.16ab/.yAni atra maFgala-amaFgalAni nirgacCatAm pradizwAni/
   YY_13.16cd/.svapneṣv apy etāni śubhāśubhāni viḍlepanaṃ dhanyam//	YY_13.16cd/.-svapnezu api etAni SuBa-aSuBAni viz-lepanam Danyam//
   YY_14.1ab/.chuchundarī śūkarikā śivā ca śyāmā ralā piṅgalikā 'nyapuṣṭā/	YY_14.1ab/.CuCundarI SUkarikA SivA ca SyAmA ralA piFgalikA anya-puzwA/
   YY_14.1cd/.vāmā praśastā gṛhagodhikā ca puṃsaṃjñakā ye ca patatriṇaḥ	YY_14.1cd/.vAmA praSastA gRhagoDikA ca puMsaMjQakAH ye ca patatriNaH
   syuḥ//	syuH//
   YY_14.2ab/.śyeno ruruḥ pūrṇakuṭaḥ kapiś ca śrīkarṇachikkārakapippikā 'jāḥ/	YY_14.2ab/.SyenaH ruruH pUrNa-kuwaH kapiH ca SrIkarNa-CikkAraka-pippikAH ajAH/
   YY_14.2cd/.strīsaṃjñakā ye ca śikhidvipau ca yāne hitā	YY_14.2cd/.-strI-saMjQakAH ye ca SiKi-dvipO ca yAne hitA
   dakṣiṇabhāgasaṃsthāḥ//	dakziNa-BAga-saMsTAH//
   YY_14.3ab/.āsphoṭitākṣveḍitaśaṅkhatūryapuṃyāhavedadhvanigītaśabdāḥ/	YY_14.3ab/.a-AsPowitA-kzvexita-SaFKa-tUrya-puMyAha-veda-Dvani-gIta-SabdAH/
   YY_14.3cd/.vāmāḥ prayāṇe śubhadā narāṇām ākranditaṃ dakṣiṇataḥ pareṣām//	YY_14.3cd/.vAmAH prayANe SuBa-dA narANAm Akranditam dakziNatas parezAm//
   YY_14.4a/.bhāradvājyajavarhicāṣanakulāḥ saṅkīrttanād darśanāt	YY_14.4a/.BAradvAjya-javarhi-cAza-nakulAH saFkIrttanAt darSanAt-
   YY_14.4b/.krośantaś ca śubhapradā na saraṭo dṛṣṭaḥ śivāya kvacit/	YY_14.4b/.kroSantaH ca SuBa-pradA na sarawaH dRzwaH SivAya kvacid-/
   YY_14.4c/.godhāśūkarajāhakāhiśaśakāḥ pāṣā rutālokane	YY_14.4c/.-goDA-SUkara-jAhaka-ahi-SaSakAH pAzAH ruta-Alokane
   YY_14.4d/.dhanyaṃ kīrttanam ṛkṣavānaraphalaṃ tad vyatyayāc chobhanam//	YY_14.4d/.Danyam kIrttanam Rkza-vAnara-Palam tat vyatyayAt SoBanam//
   YY_14.5ab/.nakulasya mṛgasya pakṣiṇāṃ vāmād dakṣiṇabhāgasevanam/	YY_14.5ab/.nakulasya mRgasya pakziNAm vAmAt dakziNa-BAga-sevanam/
   YY_14.5cd/.śubhadaṃ śvaśṛgālayor idaṃ vyatyāsena phalaṃ praśasyate//	YY_14.5cd/.-SuBa-dam Sva-SRgAlayoH idam vyatyAsena Palam praSasyate//
   YY_14.6ab/.cāṣo nakulaś ca vāmagau divasārdhāt parataḥ śubhapradau/	YY_14.6ab/.cAzaH nakulaH ca vAma-gO divasa-arDAt paratas SuBa-pradO/
   YY_14.6cd/.mṛgavac ca vaneṣu kukkurāḥ śatapatro 'stamaye ca dakṣiṇaḥ//	YY_14.6cd/.-mRga-vat ca vanezu kukkurAH SatapatraH astamaye ca dakziNaH//
   YY_14.7ab/.naṣṭāvalokanasamāgamayuddhakramaveśmapraveśam	YY_14.7ab/.nazwa-avalokana-samAgama-yudDa-krama-veSma-praveSam
   anujeśvaradarśaneṣu/	anuja-ISvara-darSanezu/
   YY_14.7cd/.yānapratīpavidhinā śubhadā bhavanti kecij jagur gamanavan	YY_14.7cd/.yAna-pratIpa-viDinA SuBa-dAH Bavanti kecid jaguH gamanavan
   nṛpadarśaneṣu//	nRpa-darSanezu//
   YY_14.8ab/.nirupahatamanojñavṛkṣasaṃsthaḥ śucirucirāvanisasyasaṃsthitāś	YY_14.8ab/.-nirupahata-manojQa-vRkza-saMsTaH Suci-rucirA-avani-sasya-saMsTitAH-
   ca/	ca/
   YY_14.8cd/.śubhatithidivasarkṣalagnakāleṣv aśubhaphalo 'pi śubhapradaḥ	YY_14.8cd/.-SuBa-tiTi-divasa-Rkza-lagna-kAlezu aSuBa-PalaH api SuBa-pradaH
   pradiṣṭaḥ//	pradizwaH//
   YY_14.9ab/.prabhagnaśuṣkadrumakaṇṭakeṣu śmaśānabhasmāsthituṣākuleṣu/	YY_14.9ab/.-praBagna-Suzka-druma-kaNwakezu SmaSAna-Basma-asTi-tuza-Akulezu/
   YY_14.9cd/.prākāraśūnyālayadurdṛśeṣu saumyo 'pi pāpaḥ śakunaḥ pradiṣṭaḥ//	YY_14.9cd/.-prAkAra-SUnya-Alaya-durdRSezu sOmyaH api pApaH SakunaH pradizwaH//
   YY_14.10ab/.aṅgāriṇī dig raviṇā pramuktā yasyāṃ ravis tiṣṭhati sā	YY_14.10ab/.aFgAriNI diS raviNA pramuktA yasyAm raviH tizWati sA
   pradīptā/	pradIptA/
   YY_14.10cd/.pradhūmitā yāsyati yāṃ dineśaḥ śeṣāś ca śāntāḥ śubhadāś ca tāḥ	YY_14.10cd/.-praDUmitA yAsyati yAm dineSaH SezAH ca SAntAH SuBa-dAH ca tAH
   syuḥ//	syuH//
   YY_14.11ab/.yātaṃ muktāyāṃ sāmprataṃ dīpitāyām eṣyaṃ jñeyaṃ dhūmitāyām	YY_14.11ab/.yAtam muktAyAm sAmpratam dIpitAyAm ezyam jQeyam DUmitAyAm
   aniṣṭam/	anizwam/
   YY_14.11cd/.śāntāsv evaṃ dikṣu tatpañcamāsu pratyāsannaṃ śeṣayoḥ	YY_14.11cd/.-SAntAsu evam dikzu tad-paQcamAsu pratyAsannam SezayoH
   śāntadīptam//	SAnta-dIptam//
   YY_14.12ab/.piśitāśucibhojanaḥ pradīptas tṛṇaphalabhuk ca nisargataḥ	YY_14.12ab/.piSita-aSuci-BojanaH pradIptaH tRNa-Pala-Buj ca nisargataH
   praśāntaḥ/	praSAntaH/
   YY_14.12cd/.ubhayaḥ kathitas tathānnabhojī diksthānodayakālataś ca	YY_14.12cd/.u-BayaH kaTitaH taTA-anna-BojI diS-sTAna-udaya-kAlatas ca
   cintyāḥ//	cintyAH//
   YY_14.13ab/.dvandvārttarogārditabhītamattavairārttayuddhāmiṣakāṃkṣiṇaś ca/	YY_14.13ab/.dvandu-a-Artta-roga-ardita-BIta-matta-vErArtta-yudDa-Amiza-kAMkziNaH ca/
   YY_14.13cd/.sīmāntanadyantaritāś ca serve na cintanīyāḥ sadasatphaleṣu//	YY_14.13cd/.-sImAnta-nadI-antaritAH ca serve na cintanIyAH sat-asat-Pala-izu//
   YY_14.14ab/.rikto 'nukūlaḥ kalaśo jalārtham abhyudyataḥ siddhikaraḥ	YY_14.14ab/.riktaH anukUlaH kalaSaH jala-arTam aByudyataH sidDi-karaH
   prayāṇe/	prayANe/
   YY_14.14cd/.vidyārthināṃ cauryasamudyatānāṃ vaṇikkriyābhyudyaminām atīva//	YY_14.14cd/.-vidyA-arTinAm cOrya-samudyatAnAm vaNij-kriyA-aByudyaminAm atIva//
   YY_14.15a/.śyāmāśyenaśaśaghnavañjalaśikhiśrīkarṇacakrāhvayāś	YY_14.15a/.SyAmASyena-SaSaGna-van-jala-SiKi-SrIkarNa-cakra-AhvayAH-
   YY_14.15b/.cāṣāṇdīrakakhañjarīṭakaśukāḥ dhvāṃkṣaḥ kapotās trayaḥ/	YY_14.15b/.cAzAN-dIraka-KaQjarIwaka-SukAH DvAMkzaH kapotAH trayaH/
