   oṃ	om
   mithyājñānanimittatvādanṛtamityucyate /	miTyAjQAna nimitta tvAt anRtam iti ucyate /
   tannimittaṃ satyānāṃ kāmānāmaprāptirityapidhānamivāpidhānam /	tad nimittam satyAnAm kAmAnAm aprAptiH iti apiDAnam iva apiDAnam /
   kathamanṛtāpidhānanimittaṃ teṣāmalābha iti, ucyate yo yo hi yasmādasya	kaTam anRta apiDAna nimittam tezAm alABaH iti, ucyate yaH yaH hi yasmAt asya
   jantoḥ putro bhrātā veṣṭa ito 'smāllokātpraiti pragacchati mriyate	jantoH putraH BrAtA vezwaH itas asmAt lokAt prEti pragacCati mriyate
   tamiṣṭaṃ putraṃ bhrātaraṃ vā svahṛdayākāśe vidyamānamapīha	tam izwam putram BrAtaram vA sva hRdaya AkASe vidyamAnam api iha
   punardarśanāyecchannapi na labhate //1 //	punar darSanAya icCan= api na laBate //1 //
   START ChUp 8,3.2	START ShUp 8,3.2
   atha ye cāsyeha jīvā ye ca pretā yac cānyad icchan na labhate sarvaṃ tad	aTa ye ca asya iha jIvAH ye ca pretAH yat ca anyat icCan na laBate sarvam tat 
   atra gatvā vindate |	atra gatvA vindate |
   atra hy asyaite satyāḥ kāmā anṛtāpidhānāḥ |	atra hi asya ete satyAH kAmAH anRta apiDAnAH |
   tad yathāpi hiraṇyanidhiṃ nihitam akṣetrajñā upary upari sañcaranto na	tat yaTA api hiraNya niDim nihitam akzetra jQAH upari upari saQcarantaH na
   vindeyuḥ |	vindeyuH |
   evam evemāḥ sarvāḥ prajā ahar ahar gacchantya etaṃ brahmalokaṃ na vindanty	evam eva imAH sarvAH prajAH ahar ahar gacCantyaH etam brahma lokam na vindanti 
   anṛtena hi pratyūḍhāḥ || ChUp_8,3.2 ||	anRtena hi pratyUXAH || ShUp_8,3.2 ||
   ChUpBh_8,3.2 atha punarye cāsya viduṣo jantorjīvā jīvantīha putrā	ShUpBh_8,3.2 aTa punar ye ca asya viduzaH jantoH jIvA jIvanti iha putrA
   bhrātrādayo vā ye ca pretā mṛtā iṣṭāḥ saṃbandhino yaccānyadiha loke	BrAtR AdayaH vA ye ca pretAH mRtAH izwAH saMbanDinaH yat ca anyat iha loke
   vastrānnapānādi ratnādi vā vastvicchanna labhate tatsarvamatra	vastra anna pAna Adi ratna Adi vA vastu icCan na laBate tat sarvam atra
   hṛdayākāśākhye brahmaṇi gatvā yathoktena vidhinā vindate labhate /	hRdaya AkASa AKye brahmaNi gatvA yaTA uktena viDinA vindate laBate /
   atrāsminhārdākāśe hi yasmādasyaite yathoktāḥ satyāḥ kāmā vartante	atra asmin hArda AkASe hi yasmAt asya ete yaTA uktAH satyAH kAmAH vartante
   'natāpidhānāḥ /	anatA piDAnAH /
   kathamiva tadanyāyyamityucyate tattatra yathā hiraṇyanidhiṃ hiraṇyameva	kaTam iva tat anyAyyam iti ucyate  tat tatra yaTA hiraNya niDim hiraNyam eva
   punargrahaṇāya nidhātṛbhirnidhīyata iti nidhistaṃ hiraṇyanidhiṃ nihitaṃ	punar grahaNAya niDAtRBiH niDIyate iti niDiH tam hiraNya niDim nihitam
   bhūmeradhastānnikṣiptamakṣetrajñā nidhiśāsrairnidhikṣetramajānantaste	BUmeH aDastAn nikziptam akzetra jQAH niDi SAsrEH niDi kzetram ajAnantaH te
   nidheruparyupari saṃcaranto 'pi nidhiṃ na vindeyuḥ śakyavedanamapi /	niDeH upari upari saMcarantaH api niDim na vindeyuH Sakya vedanam api /
   evamevemā avidyavatyaḥ sarvā imāḥ prajā yathoktaṃ hṛdayākāśākhyaṃ	evam eva imAH avidyavatyaH sarvAH imAH prajAH yaToktam hRdaya AkASa AKyam
   brahmalokaṃ brahmaiva loko brahmalokastamaharahaḥ pratyahaṃ gacchantyo 'pi	brahma lokam brahma eva lokaH brahma lokaH tam aharahar pratyaham gacCantyaH api
   suṣuptakāle na vidandanti na labhanta eṣo 'haṃ brahmalokabhāvamāpanno	suzupta kAle na vidandanti na laBantaH ezaH aham brahma loka BAvam ApannaH 
   'smyadyeti /	asmi adyA iti /
   anṛtena hi yathoktena hi yasmātpratyūḍhā hṛtāḥ	anRtena hi yaTA uktena hi yasmAt pratyUXAH hRtAH
   svarūpādavidyādidoṣairbahipakṛṣṭā ityarthaḥ /	sva rUpAt avidyA Adi dozEH bahipa kRzwAH iti arTaH /
   ataḥ kaṣṭamidaṃ vartate jantūnāṃ yatsvāyattamapi brahma na labhyata	atas kazwam idam vartate jantUnAm yat sva Ayattam api brahma na laByata
   ityabhiprāyaḥ //2 //	iti aBiprAyaH //2 //
   START ChUp 8,3.3	START ShUp 8,3.3
   sa vā eṣa ātmā hṛdi |	sa vE ezaH AtmA hRdi |
   tasyaitad eva niruktaṃ hṛdy ayam iti tasmād dhṛd ayam |	tasya etat eva niruktam hRdi ayam iti tasmAt DRt ayam |
   ahar ahar vā evaṃvit svargaṃ lokam eti || ChUp_8,3.3 ||	ahar ahar vE evaMvid svargam lokam eti || ShUp_8,3.3 ||
   ChUpBh_8,3.3 sa vai ya ātmāpahatapāpmeti prakṛto vaiśabdena taṃ	ChUpBh_8,3.3 sa vE yaH AtmA apahata pApmA iti prakRtaH vESabdena tam
   smārayatyeṣa vivakṣita ātmā hṛdi hṛdayapuṇḍarīka ākāśaśabdenābhihitaḥ /	smArayati eza vivakzitaH AtmA hRdi hRdaya puNxarIkaH AkASa Sabdena aBihitaH /
   tasyaitasya hṛdayasyaitadeva niruktaṃ nirvacanaṃ nānyata /	tasya etasya hRdayasya etat eva niruktam nirvacanam na anyatas /
   hṛdyayamātmā vartata iti yasmāt tasmāddhṛdayaṃ	hRdi ayam AtmA vartate iti yasmAt tasmAt hRdayam
   hṛdayanāmanirvacanaprasiddhyāpi svahṛdaya ātmetyavagantavyamityabhiprāyaḥ	hRdaya nAma nirvacana prasidDyA api sva hRdayaH AtmA iti avagantavyam iti aBiprAyaH
   aharaharvai pratyahamevaṃviddhṛdyayamātmeti jānansvargaṃ lokaṃ hārdaṃ	aharahar vE pratyaham evaMvid hRdyayam AtmA iti jAnan svargam lokam hArdam
   brahmaiti pratipadyate /	brahma eti pratipadyate /
   nanvanevaṃvidapi suṣuptakāle hārdaṃ brahma pratipadyata eva suṣuptakāle	nanu anevaMvid api suzupta kAle hArdam brahma pratipadyate eva suzupta kAle
   satā somya tadā saṃpanna ityuktatvāt /	satA somya tadA saMpannaH iti ukta tvAt /
   bāḍhamevaṃ tathāpyasti viśeṣaḥ /	bAXam evam taTA api asti viSezaH /
   yathā jānannajānaṃśca sarvo jantuḥ sadbrahmaiva tathāpi tattvamasīti	yaTA jAnan= ajAnan= ca sarvaH jantuH sat brahmA eva taTA api tat tvam asi iti
   pratibodhito vidvānsadeva nānyo 'smīti jānansadeva bhavati /	pratiboDitaH vidvAn sat eva na anyaH asmi iti jAnan sat eva Bavati /
   evameva vidvānavidvāṃścasuṣupte yadyapi satsaṃpadyate tathāpyevaṃvideva	evam eva vidvAn avidvAn= ca suzupte yadi api sat saMpadyate taTA api evaMvid eva
   svargaṃ lokametītyucyate /	svargam lokam eti iti ucyate /
   dehapāte 'pi vidyāphalasyāvaśyaṃbhāvitvādityeṣa viśeṣaḥ //3 //	dehapAte api vidyA Palasya avaSyaMBAvi tvAt iti eza viSezaH //3 //
   START ChUp 8,3.4	START ShUp 8,3.4
   atha ya eṣa saṃprasādo 'smāc charīrāt samutthāya paraṃ jyotir	aTa yaH eza saMprasAdaH asmAt SarIrAt samutTAya param jyotiH 
   upasaṃpadya  svena rūpenābhiniṣpadyata eṣa ātmeti hovāca |	upasaMpadya  svena rUpena aBinizpadyate ezaH AtmA iti ha uvAca |
   etad amṛtam abhayam etad brahmeti |	etat amRtam aBayam etat brahma iti |
   tasya ha vā etasya brahmaṇo nāma satyam iti || ChUp_8,3.4 ||	tasya ha vE etasya brahmaNaH nAma satyam iti || ShUp_8,3.4 ||
   ChUpBh_8,3.4 suṣuptakāle svenā'manā satā saṃpannaḥ sansamyakprasīdatīti	ChUpBh_8,3.4 suzupta kAle svenA amanA satA saMpannaH san samyak prasIdati iti
   jāgratsvapnayorviṣayendriyasaṃyogajātaṃ kāluṣyaṃ jahātīti saṃprasādaśabdo	jAgrat svapnayoH vizaya indriya saMyoga jAtam kAluzyam jahAti iti saMprasAda SabdaH 
   yadyapi sarvajantūnāṃ sādhāraṇastathāpyevaṃvitsvargaṃ lokametīti	yadi api sarva jantUnAm sADAraNaH taTA api evaMvid svargam lokam eti iti
   prakṛtatvādeṣa saṃprasāda iti saṃnihitavadyatnaviśeṣātso 'thedaṃ śarīraṃ	prakRta tvAt eza saMprasAdaH iti saMnihita vat yatna viSezAt saH aTa idam SarIram
   hitvāsmāccharīrātsamutthāya śarīrātmabhāvanāṃ parityajyetyarthaḥ /	hitvA asmAt SarIrAt samutTAya SarIra Atma BAvanAm parityajya iti arTaH /
   na tvāsanādiva samutthāyetīha yuktam /	na tu AsanAt iva samutTAya iti iha yuktam /
   svena rūpeṇeti viśeṣaṇāt /	svena rUpeNa iti viSezaNAt /
   na hyanyata utthāya svarūpaṃ saṃpattavyam /	na hi anyatas utTAya svarUpam saMpattavyam /
   svarūpameva hi tanna bhavati pratipattavyaṃ cetsyāt /	svarUpam eva hi tat na Bavati pratipattavyam ced syAt /
   paraṃ paramātmalakṣaṇaṃ vijñaptisvabhāvaṃ jyotirupasaṃpadya	param paramAtma lakzaNam vijQapti svaBAvam jyotiH upasaMpadya
   svāsthyamupagamyetyetat /	svAsTyam upagamya iti etat /
   svena ātmīyena rūpeṇābhiniṣpadyate prāgetasyāḥ svarūpasaṃpatteravidyayā	svena AtmIyena rUpeNa aBinizpadyate prAk etasyAH svarUpa saMpatteH avidyayA
   dehamevāparaṃ rūpamātmatvenopagata iti tadapekṣayedamucyate svena rūpeṇeti	deham eva aparam rUpam Atma tvena upagataH iti tad apekzayA it am ucyate svena rUpeNa iti
   aśarīratā hyātmanaḥ svarūpaṃ yatsvaṃ paraṃ jyotiḥsvarūpamāpadye saṃprasāda	aSarIra tA hi AtmanaH svarUpam yat svam param jyotiH svarUpam Apadye saMprasAda
   eṣa ātmeti hovāca /	ezaH AtmA iti ha uvAca /
   sa brūyāditi yaḥ śrutyā niyukto 'ntevāsibhyaḥ /	sa brUyAt iti yaH SrutyA niyuktaH antevAsiByaH /
   kiñcaitadamṛtamavināśi bhūmā yo vai bhūmā tadamṛtamityuktam /	kiQca etat amRtam avinASi BUmAH yaH vE BUmA tat amRtam iti uktam /
   ata evābhayaṃ bhūmno dvitīyābhāvādata etadbrahmeti /	atas eva aBayam BUmnaH dvitIya aBAvAt atas etat brahma iti /
   tasya ha vā etasya brahmaṇo nāmābhidhānam /	tasya ha vE etasya brahmaNaH nAma aBiDAnam /
   kiṃ tatsatyamiti /	kim tat satyam iti /
   satyaṃ hyavitathaṃ brahma /	satyam hi avitaTam brahma /
   tatsatyaṃ sa ātmeti hyuktam /	tat satyam saH AtmA iti hi uktam /
   atha kimarthamidaṃ nāma punarucyate /	aTa kimarTam idam nAma punar ucyate /
   tadupāsanavidhistutyartham //4//	tad upAsana viDistuti arTam //4//
   8.3.5 tāni ha vā etāni trīṇyakṣarāṇi satīyamiti tadyatsattdamṛtamatha	8.3.5 tAni ha vE etAni trINi akzarANi satIyam iti tat yat sattdamRtam aTa
   yatti tanmartyamatha yadyaṃ tenobhe yacchati yadanenobhe yacchati	yatti tat martyam aTa yadyam tena uBe yacCati yat anena uBe yacCati
   tasmādyamaharaharvā evaṃvitsvargaṃ lokameti //5//	tasmAt yam aharahar vAH evaMvid svargam lokam eti //5//
   ChUpBh_8,3.5 tāni ha vā etāni brahmaṇo nāmākṣarāṇi trīṇyetāni satīyāmati	ChUpBh_8,3.5 tAni ha vE etAni brahmaNaH nAma akzarANi trINi etAni satIyAmati
   sakārastakāro yamiti ca /	sa kAra stakAraH yam iti ca /
   takāra īkāraḥ uccāraṇārtho 'nubandhaḥ /	takAraH IkAraH uccAraNa arTaH anubanDaH /
   hrasvenaivākṣareṇa punaḥ pratinirdeśātteṣām /	hrasvena eva akzareNa punar pratinirdeSAt tezAm /
   tattatra yatsatsakārastadamṛtaṃ sadbrahmāmṛtavācakatvādamṛta eva	tat tatra yat sat sakAraH tat amRtam sat brahma amRta vAcaka tvAt amRtaH eva
   sakārastakāranto nirdiṣṭaḥ /	sakAra stakArantaH nirdizwaH /
   atha yattitakārastanmartyam /	aTa yat titakAraH tat martyam /
   atha yadyamakṣaraṃ tenākṣareṇāmṛtamartyākhye pūrve ubhe 'kṣare yacchati	aTa yadyam akzaram tena akzareNa amRta martya AKye pUrve uBe akzare yacCati
   yamayati niyamayati vaśīkarotyātmana ityarthaḥ /	yamayati niyamayati vaSIkaroti AtmanaH iti arTaH /
   yadyasmādanena yamityetenobhe yacchati tasmādyām /	yadi asmAt anena yam iti etena uBe yacCati tasmAt yAm /
   saṃyate iva hyetena yamā lakṣyete /	saMyate iva hi etena yamAH lakzyete /
   braṅmanāmākṣarasyāpīdamamṛtatvādidharmavattvaṃ mahābhāgyaṃ kimuta nāmavata	braFma nAma akzarasya api idam amRta tva Adi Darmavat tvam mahABAgyam kim uta nAmavata
   ityupāsyatvāya stūyate /	iti upAsya tvAya stUyate /
   brahmanāmanirvacanenaiva nāmavato vettaivaṃvit /	brahma nAm a nirvacanena eva nAmavataH vettA evaMvid /
   aharaharvā evaṃvitsvargaṃ lokametītyuktārtham //5//	ahar ahar vA evaMvid svargam lokam eti iti ukta arTam //5//
   iti cchāndogyopaniṣadi aṣṭamādhyāyasya tṛtīyaḥ khaṇḍaḥ	iti cCAnda ugya upanizadi azwama aDyAyasya tRtIyaH KaNxaH
   START ChUp 8,4.1	START ShUp 8,4.1
   atha ya ātmā sa setur dhṛtir eṣāṃ lokānām asaṃbhedāya |	aTa yaH AtmA sa setuH DRtiH ezAm lokAnAm asaMBedAya |
   naitaṃ setum ahorātre tarato na jarā na mṛtyur na śoko na sukṛtam |	na etam setum ahorAtre tarataH na jarA na mRtyuH na SokaH na sukRtam |
   sarve pāpmāno 'to nivartante |	sarve pApmAnaH atas nivartante |
   apahatapāpmā hy eṣa brahmalokaḥ || ChUp_8,4.1 ||	apahata pApmA hi eza brahma lokaH || ShUp_8,4.1 ||
   ChUpBh_8,4.1 atha ya ātmeti /	ShUpBh_8,4.1 aTa yaH AtmA iti /
   uktalakṣaṇo yaḥ saṃprasādastasya svarūpaṃ vakṣyamāṇairuktaiśca guṇaiḥ	ukta lakzaNaH yaH saMprasAdaH tasya svarUpam vakzyamANEH uktEH ca guNEH
   punaḥ stūyate brahmacaryasādhanasaṃbandhārtham /	punar stUyate brahmacarya sADana saMbanDa arTam /
   ya eṣa yathoktalakṣaṇa ātmā sa seturiva setuḥ /	yaH eza yaTA ukta lakzaNaH AtmA sa setuH iva setuH /
   vidhṛtirvidharaṇaḥ /	viDRtiH viDaraNaH /
   anena hi sarvaṃ jagadvarṇāśramādikriyākārakaphalādibhedaniyamaiḥ	anena hi sarvam jagat varNa ASrama Adi kriyA kAraka Pala Adi Beda niyamEH
   karturanurūpaṃ vidadhatā vidhṛtam /	kartuH anurUpam vidaDatA viDRtam /
   adhriyamāṇaṃ hīśvareṇedaṃ viśvaṃ vinaśyedyatastasmātsa seturvidhṛtiḥ /	aDriyamANam hi ISvareNa idam viSvam vinaSyet yatas tasmAt sa setuH viDRtiH /
   kimarthaṃ sa seturityāha eṣāṃ bhūrādīnāṃ	kimarTam sa setuH iti Aha  ezAm BUH AdInAm
   kartṛkarmalāśrayāṇāmasaṃbhedāyāvidāraṇāyāvināśāyetyetat /	kartR karmala ASrayANAm asaMBedAya avidAraNAya avinASAya iti etat /
   kiṃviśṣṭaścāsau seturityāha naitam setumātmānamahorātre sarvasya janimataḥ	kiMviSzwaH ca asO setuH iti Aha na etam setum AtmAnam ahorAtre sarvasya janimataH
   paricchedake satī naitaṃ tarataḥ /	paricCedake satI na etam tarataH /
   yathānye saṃsāriṇaḥ kālenāhorātrādilakṣaṇena paricchedyā na tathāyaṃ	yaTA anye saMsAriNaH kAlena ahorAtra Adi lakzaNena paricCedyAH na taTA ayam
   kālaparicchedya ityabhiprāyaḥ /	kAla paricCedya iti aBiprAyaH /
   "yasmādarvāksaṃvatsaro 'hobhiḥ parivartata"iti śrutyantarāt /	"yasmAt arvAk saMvatsaraH ahoBiH parivartata" iti Sruti antarAt /
   ata evainaṃ na jarā tarati na prāpnoti /	atas eva enam na jarA tarati na prApnoti /
   tathā na mṛtyurna śoko na sukṛtaṃ na dṛṣkṛtaṃ sukṛtaduṣkṛte dharmādharmai	taTA na mRtyuH na SokaH na sukRtam na dRzkRtam sukRta duzkRte Darma aDarmE
   prāptiratra taraṇaśabdenābhipretā nātikramaṇam /	prAptiH atra taraNa Sabdena aBipretAH na atikramaNam /
   kāraṇaṃ hyātmā /	kAraNam hi AtmA /
   na śakyaṃ hi kāraṇātikramaṇaṃ kartuṃ kāryeṇa /	na Sakyam hi kAraNa atikramaNam kartum kAryeNa /
   ahorātrādi ca sarvaṃ sataḥ kāryam /	ahorAtra Adi ca sarvam sataH kAryam /
   anyena hyanyasya prāptiratikramaṇaṃ vā kriyeta /	anyena hi anyasya prAptiH atikramaNam vA kriyeta /
   na tu tenaiva tasya /	na tu tena eva tasya /
   na hi ghaṭena mṛtprāpyate 'tikramyate vā /	na hi Gawena mRd prApyate atikramyate vA /
   yadyapi pūrvaṃ ya ātmāpahatapāpmetyādinā pāpmādipratiṣedha ukta eva	yadi api pUrvam yaH Atma apahata pApma ityAdinA pApma Adi pratizeDaH uktaH eva
   tathāpīhāyaṃ viśeṣo na taratīti prāptiviṣayatvaṃ pratiṣidhyate /	taTA api ihAyam viSezaH na tarati iti prApti vizaya tvam pratiziDyate /
   tatrā viśeṣeṇa jarādyabhāvamātramuktam /	tatrA viSezeNa jarA Adi aBAva mAtram uktam /
   ahorātrādyā uktā anuktāścānye sarve pāpmāna ucyante 'to 'smādātmanaḥ	ahorAtra AdyAH uktAH anuktAH ca anye sarve pApmAnaH ucyante atas asmAt AtmanaH
   setornivartante 'prāpyaivetyarthaḥ /	setoH nivartante aprApya eva iti arTaH /
   apahatapāpmā hyeṣa brahmaiva loko brahmaloka uktaḥ //1 //	apahata pApmA hi eza brahmA eva lokaH brahma loke uktaH //1 //
   START ChUp 8,4.2	START ShUp 8,4.2
   tasmād vā etaṃ setuṃ tīrtvā andhaḥ sann anandho bhavati |	tasmAt vE etam setum tIrtvA anDaH san ananDaH Bavati |
   viddhaḥ sann aviddho bhavati |	vidDaH san avidDaH Bavati |
   upatāpī sann anupatāpī bhavati |	upatApI san anupatApI Bavati |
   tasmād vā etaṃ setuṃ tīrtvā api naktam ahar evābhiniṣpadyate |	tasmAt vE etam setum tIrtvA api naktam ahar eva aBinizpadyate |
   sakṛd vibhāto hy evaiṣa brahmalokaḥ || ChUp_8,4.2 ||	sakRt viBAtaH hi eva eza brahma lokaH || ShUp_8,4.2 ||
   ChUpBh_8,4.2 yasmācca pāpmakārya māndhyādi śarīravataḥ syānna tvaśarīrasya	ShUpBh_8,4.2 yasmAt ca pApma kArya mA anDi A Adi SarIravataH syAt na tu aSarIrasya
   tasmādvā etamātmānaṃ setuṃ tīrvā prāpyānandho bhavati dehavattve	tasmAt vA etam AtmAnam setum tIrvA prApya ananDaH Bavati dehavat tve
   pūrvamandho 'pi san /	pUrvam anDaH api san /
   tatā viddhaḥ sandehavattve sa dehaviyoge setuṃ tīrtvā prāpyānandho bhavati	tatA vidDaH sandehavat tve sa deha viyoge setum tIrtvA prApya ananDaH Bavati
   dehavattve pūrvamandho 'pi san /	dehavat tve pUrvam anDaH api san /
   tathā viddhaḥ sandehavattve sa dehaviyogo setuṃ prāpyāviddho bhavati /	taTA vidDaH sandehavat tve sa deha viyogaH setum prApya AvidDaH Bavati /
   tathopatāpī rogādyupatāpavānsannanupatāpī bhavati /	taTA upatApI roga Adi upatApavAn san= anupatApI Bavati /
   kiñca yasmādahorātre na staḥ setau tasmādvā etaṃ setuṃ tīrtvā prāpya	kiQca yasmAt ahorAtre na staH setO tasmAt vA etam setum tIrtvA prApya
   naktamapi tamorūpaṃ rātrirapi sarvamaharevābhiniṣpadyate /	naktam api tamaH rUpam rAtriH api sarvam ahar eva aBinizpadyate /
   vijñaptyātmajyotiḥ svarūpamaharivāhaḥ sadaikarūpaṃ viduṣaḥ saṃpadyata	vijQapti Atma jyotiH sva rUpam ahar ivAhar sadA eka rUpam viduzaH saMpadyata
   ityarthaḥ /	iti arTaH /
   sakṛdvibhātaḥ sadā vibhātaḥ sadaikarūpaḥ svena rūpeṇaiṣa brahmalokaḥ //2	sakRt viBAtaH sadA viBAtaH sadA eka rUpaH svena rUpeNa eza brahma lokaH //2
   START ChUp 8,4.3	START ShUp 8,4.3
   tad ya evaitaṃ brahmalokaṃ brahmacaryeṇānuvindanti teṣām evaiṣa	tat yaH eva etam brahma lokam brahmacaryeNa anuvindanti tezAm eva eza
   brahmalokaḥ |	brahma lokaH |
   teṣāṃ sarveṣu lokeṣu kāmacāro bhavati || ChUp_8,4.3 ||	tezAm sarvezu lokezu kAma cAraH Bavati || ShUp_8,4.3 ||
   ChUpBh_8,4.3 tattatraivaṃ satyetaṃ yathoktaṃ brahmalokaṃ brahmacaryeṇa	ShUpBh_8,4.3 tat tatra evam sati etam yaToktam brahma lokam brahmacaryeNa
   srīviṣayatṛṣṇātyāgena śāsrācāryopadeśamanuvindanti	srI vizaya tRzNA tyAgena SAsra AcArya upadeSam anuvindanti
   svātmasaṃvedyatāmāpādayanti ye teṣāmeva brahmacaryasādhanavatāṃ	sva Atma saMvedya tAm ApAdayanti ye tezAm eva brahmacarya sADanavatAm
   brahmavidāmeṣa brahmalokaḥ nānyeṣāṃ srīviṣayasaṃparkajātatṛṣṇānāṃ	brahma vidAm eza brahma lokaH na anyezAm srIvizaya saMparka jAta tRzNAnAm
   brahmavidāmapītyarthaḥ /	brahma vidAm api iti arTaH /
   teṣāṃ sarveṣu lokeṣu kāmacāro bhavatītyuktārtham /	tezAm sarvezu lokezu kAma cAraH Bavati iti ukta arTam /
   tasmātparamametatsādhanaṃ brahmacaryaṃ brahmavidāmityabhiprāyaḥ //3//	tasmAt paramam etat sADanam brahmacaryam brahma vidAm iti aBiprAyaH //3//
   iti cchāndogyopaniṣadi aṣṭamādhyāyasya caturthaḥ khaṇḍaḥ	iti cCAnda ugya upanizadi azwama aDyAyasya caturTaH KaNxaH
   START ChUp 8,5.1	START ShUp 8,5.1
   atha yad yajña ity ācakṣate brahmacaryam eva tat |	aTa yat yajQaH iti Acakzate brahmacaryam eva tat |
   brahmacaryeṇa hy eva yo jñātā taṃ vindate |	brahmacaryeNa hi eva yaH jQAtA tam vindate |
   atha yad iṣṭam ity ācakṣate brahmacaryam eva tat |	aTa yat izwam iti Acakzate brahmacaryam eva tat |
   brahmacaryeṇa hy eveṣṭvātmānam anuvindate || ChUp_8,5.1 ||	brahmacaryeNa hi eva izwvA AtmAnam anuvindate || ShUp_8,5.1 ||
   ChUpBh_8,5.1 ya ātmā setutvādiguṇaiḥ stutastatprāptaye	ChUpBh_8,5.1 yaH AtmA setu tva Adi guNEH stutaH tad prAptaye
   jñānasahakārisādhanāntaraṃ brahmacaryākhyaṃ vidātavyamityāha /	jQAna sahakAri sADana antaram brahmacarya AKyam vidAtavyam iti Aha /
   yajñādibhiśca tatstauti kartavyārtham  atha yadyajña ityācakṣate loke	yajQa AdiBiH ca tat stOti kartavyA arTam aTa yadyajQaH iti Acakzate loke
   paramapuruṣārthasādhanaṃ kathayanti śiṣṭāstadbrahmacaryameva /	parama puruza arTa sADanam kaTayanti SizwAH tat brahmacaryam eva /
   yajñasyāpi yatphalaṃ tadbrahmacaryavāllaṃbhate 'to yajño 'pi brahmacaryaṃ	yajQasya api yat Palam tat brahmacaryavAl laMBate atas yajQaH api brahmacaryam
   bhavati pratipattavyam /	Bavati pratipattavyam /
   kathaṃ brahmacaryaṃ yajña ityāha brahmacaryeṇaiva hi yasmādyo jñātāsa taṃ	kaTam brahmacaryam yajQaH iti Aha  brahmacaryeNa eva hi yasmAt yaH jQAtAsa tam
   brahmalokaṃ yajñasyāpi pāramparyeṇa phalabhūtaṃ vindate labhate tato yajño	brahma lokam yajQasya api pAramparyeNa Pala BUtam vindate laBate tatas yajQaH 
   'pi brahmacaryameveti /	api brahmacaryam eva iti /
   yo jñātetyakṣarānuvṛtteryajño brahmacaryameva /	yaH jQAta iti akzara anuvRtteH yajQaH brahmacaryam eva /
   atha yadiṣṭamityācakṣate brahmacaryameva tat /	aTa yat izwam iti Acakzate brahmacaryam eva tat /
   katham /	kaTam /
   brahmacaryeṇaiva sādhanena tamīśvaramiṣṭvā pūjayitvāthavaiṣaṇāmātmaviṣayāṃ	brahmacaryeNa eva sADanena tam ISvaram izwvA pUjayitvA aTavA ezaNAm Atma vizayAm
   kṛtvā tamātmānamanuvindate /	kRtvA tam AtmAnam anuvindate /
   eṣaṇādiṣṭamapi brahmacaryameva //1 //	ezaNa Adizwam api brahmacaryam eva //1 //
   START ChUp 8,5.2	START ShUp 8,5.2
   atha yat sattrāyaṇam ity ācakṣate brahmacaryam eva tat |	aTa yat sattrAyaNam iti Acakzate brahmacaryam eva tat |
   brahmacaryeṇa hy eva sata ātmanas trāṇaṃ vindate |	brahmacaryeNa hi eva sataH AtmanaH trANam vindate |
   atha yan maunam ity ācakṣate brahmacaryam eva tat |	aTa yat mOnam iti Acakzate brahmacaryam eva tat |
   brahmacaryeṇa hy evātmānam anuvidya manute || ChUp_8,5.2 ||	brahmacaryeNa hi eva AtmAnam anuvidya manute || ShUp_8,5.2 ||
   ChUpBh_8,5.2 atha yatsattrāyaṇamityācakṣate brahmacaryameva tattathā sataḥ	ShUpBh_8,5.2 aTa yat sat trAyaNam iti Acakzate brahmacaryam eva tat taTA sataH
   parasmādātmana ātmanasrāṇaṃ rakṣaṇaṃ brahmacaryasādhanena vindate /	parasmAt AtmanaH Atmana srANam rakzaNam brahmacarya sADanena vindate /
   ataḥ sattrāyaṇaśabdamapi brahmacaryameva sat /	atas sattrAyaNa Sabdam api brahmacaryam eva sat /
   atha yanmaunamityācakṣate brahmacaryameva tadbrahmacaryeṇaiva sādhanena	aTa yat mOnam iti Acakzate brahmacaryam eva tad brahmacaryeNa eva sADanena
   yuktaḥ sannātmānaṃ śāsrācāryābhyāmanuvidya paścānmanute dhyāyati /	yuktaH san= a AtmAnam SAsra AcAryAByAm anuvidya paScAt manute DyAyati /
   ato maunaśabdamapi brahmacaryameva //2 //	atas mOna Sabdam api brahmacaryam eva //2 //
   START ChUp 8,5.3	START ShUp 8,5.3
   atha yad anāśakāyanam ity ācakṣate brahmacaryam eva tat |	aTa yat anASaka ayanam iti Acakzate brahmacaryam eva tat |
   eṣa hy ātmā na naśyati yaṃ brahmacaryeṇānuvindate |	eza hi AtmA na naSyati yam brahmacaryeNa anuvindate |
   atha yad araṇyāyanam ity ācakṣate brahmacaryam eva tat |	aTa yat araNyAyanam iti Acakzate brahmacaryam eva tat |
   tat araś ca ha vai ṇyaś cārṇavau brahmaloke tṛtīyasyām ito divi |	tat araH ca ha vE NyaH ca arNavO brahma loke tRtIyasyAm itas divi |
   tad airaṃmadīyaṃ saraḥ |	tat EraMmadIyam saraH |
   tad aśvatthaḥ somasavanaḥ |	tat aSvatTaH soma savanaH |
   tad aparājitā pūr brahmaṇaḥ prabhuvimitaṃ hiraṇmayam || ChUp_8,5.3 ||	tat aparAjitA pUH brahmaNaH praBu vimitam hiraNmayam || ShUp_8,5.3 ||
   ChUpBh_8,5.3 atha yadanāśakāyanamityācakṣate brahmacaryameva tat /	ShUpBh_8,5.3 aTa yat anASakAyanam iti Acakzate brahmacaryam eva tat /
