   śrīrastu	SrIH astu
   yadrūpavedanādīnāṃ grahaṇam | śūnye[sati] animittam | animitte [sati]	yad rUpa vedanA AdInAm grahaNam | SUnye[ sati] animittam | animitte [sati]
   rāgādi kimapi nāsti | acittako 'yaṃ prathamaṃ nirvāṇamālambya tataḥ	rAga Adi kim api na asti | acittakaH ayam praTamam nirvANam Alambya tatas 
   saṃskṛtamālambate | ata ucyate vyutthāne trayaḥ sparśāḥ spṛśantīti |	saMskRtam Alambate | atas ucyate vyutTAne trayaH sparSAH spRSanti iti |
   (pṛ) kecidāhuḥ  nirodhasamāpattiṃ samāpannasya cittaṃ sāsravam |	(pR) kecid AhuH niroDa samApattim samApannasya cittam sa Asravam |
   samāpattivyutthitasya cittaṃ sāsravaṃ kadācidanāsravaṃ kadāciditi |	samApatti vyutTitasya cittam sa Asravam kadAcid anAsravam kadAcid iti |
   kathamidam | (u) na sāsravam | yogāvacara etatsamāpattisamīpsayā	kaTam idam | (u) na sa Asravam | yogAvacaraH etad samApatti samIpsayA
   prathamata eva sarvān saṃskārān paribhedayati | paribhedātsamāpadyate |	praTamatas eva sarvAn saMskArAn pariBedayati | pariBedAt samApadyate |
   (SSS_428) vyutthitasya nirvāṇālambanaṃ cittamevābhimukhī bhavati | ato	(H SS_428) vyutTitasya nirvANa Alambanam cittam eva aBimuKI Bavati | atas 
   jñāyate sarvathā anāsravamiti |	jQAyate sarvaTA anAsravam iti |
   sūtra uktam  [saṃjñāvedayita]nirodhasamāpattiṃ samāpadyamānasya	sUtre uktam [saMjQA vedayita] niroDa samApattim samApadyamAnasya
   bhikṣornaivaṃ bhavati] ahaṃ [saṃjñāvedayita]nirodhaṃ samāpadye iti |	BikzoH na evam Bavati] aham [saMjQA vedayita] niroDam samApadye iti |
   vyutthitasya api naivaṃ bhavati [ahaṃ vyuttiṣṭhāmīti | tathā cen kathaṃ	vyutTitasya api na evam Bavati [aham vyuttizWAmi iti | taTA ced kaTam
   samāpadyate | (u) nityaṃ bhāvitatvāt samāpattibalaṃ sudṛḍhaṃ bhavati |	samApadyate | (u) nityam BAvita tvAt samApatti balam su dRXam Bavati |
   tathā cintanāsattve 'pi samāpadyate | yogāvacaro 'yaṃ	taTA cintana asattve api samApadyate | yoga avacaraH ayam
   saṃskṛtā[lambana]samucchedāt tathābhūtaṃ nirodhaṃ samāpadyate | yadi	saMskRtA[lambana] samucCedAt taTABUtam niroDam samApadyate | yadi
   cittamagṛhya saṃskṛtamālambate | tadā na samāpanno nāma | ataḥ sūtramāha	cittam agRhya saMskRtam Alambate | tadA na samApannaH nAma | atas sUtram Aha
   [atha khalvasya] pūrvameva tathācittaṃ bhāvitaṃ bhāvati [yat tat	[aTa Kalu asya] pUrvam eva taTA acittam BAvitam BAvati [yat tat 
   tathātvāya] upanayati iti |	taTA tvA aya] upanayati iti |
   (pṛ) yadi nāsti śūnyādanyadupalabhyam | tadā asaṃskṛtālambanaṃ cittaṃ	(pR) yadi na asti SUnyAt anyat upalaByam | tadA asaMskRta Alambanam cittam
   bhāvayitvā kamupakāraṃ labhate | (u) dīrghakālaṃ bhāvitatvāt	BAvayitvA kam upakAram laBate | (u) dIrGa kAlam BAvita tvAt 
   samāpattidārḍhye jñānadarśanaṃ suniścitaṃ bhavati | yathā saṃskṛtālambanaṃ	samApatti dArXye jQAna darSanam su niScitam Bavati | yaTA saMskRta Alambanam
   cittaṃ paśyato 'pi nāsti kṣaṇikādanyat | dīrghakāla bhāvitaṃ cittamātrantu	cittam paSyataH api na asti kzaNikAt anyat | dIrGa kAla BAvitam cittam Atrantu
   sudṛḍhaṃ bhavati | tathedamapi syāt ||	su dRXam Bavati | taTA idam api syAt ||
   nirodhasamāpattivarga ekasaptatyuttaraśatatamaḥ |	niroDa samApatti vargaH ekasaptati uttaraSatatamaH |
   172 daśakṛtsnāyatanavargaḥ	172 daSa kRtsnA Ayatana vargaH
   pūrvālambanamakampayitvā cittabalavaśitā kṛtsnāyatanamityucyate |	pUrva Alamba nam akampayitvA citta bala vaSitA kRtsnA Ayatanam iti ucyate |
   yogāvacaraḥ parīttanimittaṃ gṛhītavān adhimuktibalena tat vipulayati |	yoga avacaraH parItta nimittam gRhItavAn aDimukti balena tat vipulayati |
   kasmāt | samāhitacittabalāt tattve 'vatarataḥ sarvaṃ śūnyaṃ bhavati |	kasmAt | samAhita citta balAt tattve avatarataH sarvam SUnyam Bavati |
   adhimuktāvavatarataḥ pūrvagṛhītaṃ nimittamanuvartate | (pṛ) ko	aDimukta a= avatarataH pUrva gRhItam nimittam anuvartate | (pR) kaH 
   'yamadhimuktisvabhāvaḥ | (u) nīlādīni rūpāṇyapramāṇāni | tanmūlāni	ayam aDimukti svaBAvaH | (u) nIla AdIni rUpANi apramANAni | tad mUlAni
   (SSS_429) saṃkṣipya catvāri, pṛthivyādīni catvāri mahābhūtāni, catvāri ca	(H SS_429) saMkzipya catvAri, pRTivI AdIni catvAri mahABUtAni, catvAri ca
   rūpāṇāṃ mūlāni etadaṣṭakaparicchinnamidamākāśam | vijñānamanantamākāśaṃ	rUpANAm mUlAni etat azwaka paricCinnam idam AkASam | vijQAnam anantam AkASam
   prajānātīti anantamapi | yasmāt sāntadharmo nānantaṃ gṛhṇāti | imāni daśa	prajAnAti iti anantam api | yasmAt sAnta DarmaH na anantam gRhNAti | imAni daSa
   bhavanti |	Bavanti |
   (pṛ) pṛthivyāmasti tu dravyato 'bādi | yogī kathaṃ pṛthivīmātraṃ bhāvayati	(pR) pRTivyAm asti tu dravyataH abAdi | yogI kaTam pRTivI mAtram BAvayati
   | (u) dīrghakālaṃ tat bhāvayan sadā pṛthivīnimittaṃ gṛhṇāti | tataḥ	| (u) dIrGa kAlam tat BAvayan sadA pRTivI nimittam gRhNAti | tatas 
   pṛthivīmātraṃ paśyati nānyadvastu | (pṛ) yoginā dṛṣṭaṃ pṛthivīnimittaṃ	pRTivI mAtram paSyati na anyat vastu | (pR) yoginA dRzwam pRTivI nimittam
   dravyataḥ pṛthivī na vā | (u) adhimuktibalāt darśane pṛthivī bhavati na	dravyataH pRTivI na vA | (u) aDimukti balAt darSane pRTivI Bavati na
   dravyato bhavati pṛthivī | (pṛ) nirmāṇabalāt bhūyamānaṃ nirmitamapi kiṃ na	dravyataH Bavati pRTivI | (pR) nirmANa balAt BUyamAnam nirmitam api kim na
   dravyam | (u) nirmitaṃ samādhibalātsiddhamityataḥ kṛtakaṃ vastu yaduta	dravyam | (u) nirmitam samADi balAt sidDam iti atas kRtakam vastu yat uta
   prabhā aptejādi ca |	praBA ap teja Adi ca |
   (pṛ) kecidābhidharmikā āhuḥ  aṣṭakṛtsnāyatanāni caturthadhyānamātre	(pR) kecid A aBiDarmikAH AhuH azwa kRt snA AyatanAni caturTa DyAna mAtre
   vartanta iti | tat katham | (u) yadi vartanta kāmadhātau triṣu dhyāneṣu ca	vartante iti | tat kaTam | (u) yadi vartanta kAmaDAtO trizu DyAnezu ca
   ko doṣaḥ | antime dve kṛtsnāyatane pratyekaṃ svabhūmau bhavetām | tāni ca	kaH dozaH | antime dve kRtsnA Ayatane pratyekam sva BUmO BavetAm | tAni ca
   daśa sāsravāṇi | ālambanākampitvāt | (pṛ) ākāśaṃ kiṃ rūpapratighalakṣaṇam	daSa sa AsravANi | Alambana akampi tvAt | (pR) AkASam kim rUpa pratiGa lakzaNam
   | (u) yogī adhimuktyā ca cakṣuḥśrotrādyākāśalakṣaṇaṃ śūnyaṃ gṛhṇāti | na	| (u) yogI aDimuktyA ca cakzuH Srotra Adi AkASa lakzaNam SUnyam gRhNAti | na
   sākṣādravyasadrūpaṃ paribhedayati | ato 'pi ādhimuktikamityākhyā [tasya] |	sAkzA dravya sat rUpam pariBedayati | atas api ADimuktikam iti AKyA [tasya] |
   (pṛ) uktañca sūtre  sarvapṛthivīsamādhiṃ samāpannasyaivaṃ bhavati  ahameva	(pR) uktaQca sUtre sarva pRTivI samADim samApannasya evam Bavati aham eva
   pṛthivī, pṛthivyevāhamiti | kasmādevaṃ bhavati | (u) [sva]cittaṃ	pRTivI, pRTivI eva aham iti | kasmAt evam Bavati | (u) [sva] cittam
   sarvavyāpi paśyati | ataścintayati sarvamahamiti | (pṛ) kecidāhuḥ  ayaṃ	sarva vyApi paSyati | atas cintayati sarvam aham iti | (pR) kecid AhuH ayam
   samādhiḥ kāmadhātvāptapṛthivyādimātramālambata iti | kathamidam | (u) yadi	samADiH kAmaDAtu Apta pRTivI Adi mAtram AlambataH iti | kaTam idam | (u) yadi
   kāmadhātvāptapṛthivyādi sarvamālambate ko doṣaḥ | prajñaptyācāyaṃ	kAmaDAtu Apta pRTivI Adi sarvam Alambate kaH dozaH | prajQapti Aca ayam
   samādhiranyān dharmānavalambate | tatra kaḥ punardoṣo 'sti | kiñcāyaṃ	samADiH anyAn DarmAn avalambate | tatra kaH punar dozaH asti | kiQca ayam
   samādhiradhimuktito 'bhūtamālambanaṃ bhāvayati | nāsti tu kiñcidabhūtaṃ	samADiH aDimuktitaH aBUtam Alambanam BAvayati | na asti tu kiQcid aBUtam
   pṛthivyādi | (pṛ) bhagavataḥ śrāvakā api bhūmyādi bhāvayanti | kathamidam	pRTivI Adi | (pR) BagavataH SrAvakAH api BUmi Adi BAvayanti | kaTam idam
   | (u) yadi śaikṣajanā bhāvayanti | sarvaṃ tat paribhedārtham | (pṛ)	| (u) yadi SEkza janAH BAvayanti | sarvam tat pariBeda arTam | (pR)
   vastuto nāsti khalu sarvaṃ pṛthivī ityādīni | kathamayaṃ	vastutas na asti Kalu sarvam pRTivI ityAdIni | kaTam ayam
   samādhirviparyasto na bhavati | (u) bhāvanāyāmasyāmasti mohabhāgaḥ |	samADiH viparyastaH na Bavati | (u) BAvanAyAm asyAm asti moha BAgaH |
   tatrātmadṛṣṭeḥ samudbhavāt | aśubhādibhāvanā yadyapi na paramārthasatyam |	tatra Atma dRzweH samudBavAt | aSuBa Adi BAvanA yadi api na parama arTa satyam |
   tathāpi vairāgyānukūlā bhavati | na tathā bhāvaneyam | ato 'sti mohabhāgaḥ	taTA api vErAgya anukUlA Bavati | na taTA BAvanA iyam | atas asti moha BAgaH
   (pṛ) kasmānna bhāvayati anantaṃ vedanādi | vijñānamātrantu bhāvayati | (u)	(pR) kasmAt na BAvayati anantam vedanA Adi | vijQAnam Atrantu BAvayati | (u)
   (SSS_430) grāhyaṃ pṛthivyādi | vijñānaṃ grāhakam | ato vijñānaṃ bhāvayati	(H SS_430) grAhyam pRTivI Adi | vijQAnam grAhakam | atas vijQAnam BAvayati
   na vedanādi | vedanādi ca cittasya prabheda iti pratipāditameva pūrvam |	na vedanA Adi | vedanA Adi ca cittasya praBedaH iti pratipAditam eva pUrvam |
   kiñca yogī na paśyati vedanādi sarvatra vyāpi | sarvatra	kiQca yogI na paSyati vedanA Adi sarvatra vyApi | sarvatra
   suḥkhaduḥkhavedanayorabhāvāt | bhagavataḥ śrāvakā ye 'smin samādhau	suHKa duHKa vedanayoH aBAvAt | BagavataH SrAvakAH ye asmin samADO
   viharanti | teṣāmavināśārthālambanatvāt | yatastadālambanaṃ yogino	viharanti | tezAm avinASa arTa Alambana tvAt | yatas tad Alambanam yoginaH 
   'bhiniveśāyatanaṃ bhavati | yadi tadvinaśyati tadā pṛthagjanasamaḥ syāt ||	aBiniveSa Ayatanam Bavati | yadi tat vinaSyati tadA pRTagjana samaH syAt ||
   daśakṛtsnāyatanavargo dvisaptatyuttaraśatatamaḥ |	daSa kRtsnA Ayatana vargaH dvisaptati uttaraSatatamaH |
   173 daśasaṃjñāsu anityasaṃjñāvargaḥ	173 daSa saMjQAsu anitya saMjQA vargaH
   anityasaṃjñā, duḥkhasaṃjñā, anātmasaṃjñā, āhāre pratikūlasaṃjñā, sarvaloke	anitya saMjQA, duHKa saMjQA, anAtma saMjQA, AhAre pratikUla saMjQA, sarva loke
   'nabhiratisaṃjñā, aśubhasaṃjñā, maraṇasaṃjñā, prahāṇasaṃjñā, virāgasaṃjñā,	anaBirati saMjQA, aSuBa saMjQA, maraNa saMjQA, prahANa saMjQA, virAga saMjQA,
   nirodhasaṃjñā [cetidaśa saṃjñāḥ] | anityasaṃjñā yadanitye anityamiti	niroDa saMjQA [ca iti daSa saMjQAH] | anitya saMjQA yat anitye anityam iti
   samāhitaḥ prajānāti | (pṛ) kasmātsarvamanityam | (u) sarve hi dharmāḥ	samAhitaH prajAnAti | (pR) kasmAt sarvam anityam | (u) sarve hi DarmAH
   pratītyasamutpannāḥ | hetupratyayavināśātsarve 'nityatāṃ yānti |	pratItyasamutpannAH | hetu pratyaya vinASAt sarve anitya tAm yAnti |
   (pṛ) na yuktamidam | keciddharmāḥ pratītyasamutpannā api nānityāḥ | yathā	(pR) na yuktam idam | kecid DarmAH pratItya samutpannAH api na anityAH | yaTA
   tīrthikānāṃ sūtramāha  triṇāciketasya kartā śāśvate pade jāyate iti |	tIrTikAnAm sUtram Aha triNAciketasya kartA SASvate pade jAyate iti |
   brahmakāuyikāśca śāśvatāḥ | (u) bhavatāṃ śāsane 'pyuktam śakro	brahma kAuyikAH ca SASvatAH | (u) BavatAm SAsane api uktam SakraH 
   devānāmindraḥ kratuśataṃ kṛtvā punaḥ patatīti | uktañca gāthāyām 	devAnAm indraH kratu Satam kRtvA punar patati iti | uktaQca gATAyAm 
   śakrādayaḥ śatasahasrādhikānāṃ kratūnāmanuṣṭhātāro 'nityāḥ kṣīyanta itri |	Sakra AdayaH Sata sahasra aDikAnAm kratUnAm anuzWAtAraH anityAH kzIyante itri |
   kratūnāṃ śatasahasramapi na vartate | ato jñāyate triṇāciketo 'nitya iti |	kratUnAm Sata sahasram api na vartate | atas jQAyate triNAciketaH anityaH iti |
   śakro devānāmindro devendrādikāyabhāgaśca kṣīyate | ataḥpratītyasamutpannā	SakraH devAnAm indraH deva indra Adi kAya BAgaH ca kzIyate | atas pratIti asamutpannA
   dharmā anityāḥ | kiñca bhavatāṃ vedaḥ pūjyo 'bhimataḥ | vede punaruktam 	DarmAH anityAH | kiQca BavatAm vedaH pUjyaH aBimataH | vede punar uktam 
   vidyayā amṛtamaśnuta iti | yathāha  ādityavarṇo mahāpuruṣo	vidyayA amRtam aSnutaH iti | yaTA aha Aditya varNaH mahApuruzaH 
   lokasvabhāvamatītaḥ | tatpuruṣānugatamanasko 'mṛtamaśnute | na punaranyo	loka svaBAvam atItaH | tad puruza anugata manaskaH amRtam aSnute | na punar anyaH 
   mārgo 'stīti | "aṇoḥ puruṣasyāṇurātmā, mahato mahānātmā sadā kāye śete |	mArgaH asti iti | "aNoH puruzasya aNuH AtmA, mahataH mahAn AtmA sadA kAye Sete |
   ya imamātmānaṃ na veda | tasya vedādāvadhīyānasyāpi na kaścanopakāra iti |	yaH imam AtmAnam na veda | tasya veda AdO= aDIyAnasya api na kaScana upakAraH iti |
   (SSS_431)	(H SS_431)
   brahmakāyikāśca sarve 'nityāḥ | kasmāt | bhavatāṃ śāsane hyuktam  brahmā	brahmakAyikAH ca sarve anityAH | kasmAt | BavatAm SAsane hi uktam brahmA
   sahāṃpatirapi guṇānāṃ [prakarṣāya] sadā kratuṃ yajamāno vrataṃ dhatte iti	sahAMpatiH api guNAnAm [prakarzAya] sadA kratum yajamAnaH vratam Datte iti
   | yadi kāyo nitya iti prajānāti | kasmāt puṇyaṃ karoti | śrūyate ca	| yadi kAyaH nityaH iti prajAnAti | kasmAt puNyam karoti | SrUyate ca
   bhavatāṃ granthe vacanam  asti brahmaṇaḥ [sahāṃ] patermaithunarāgaḥ | sati	BavatAm granTe vacanam asti brahmaNaH [sahAM] pateH mETuna rAgaH | sati
   ca tasmin dveṣādayaḥ sarve kleśā avaśyaṃ bhavanti | satsu kleśeṣu	ca tasmin dveza AdayaH sarve kleSAH avaSyam Bavanti | satsu kleSezu
   avaśyamasti pāpakarma | evaṃ pāpī kathaṃ nityaṃ vimokṣaṃ pratilabheta | na	avaSyam asti pApa karma | evam pApI kaTam nityam vimokzam pratilaBeta | na
   ca sarva ṛṣayo devān yajante | nāpi sarve brahmayānaṃ caranti | yadīdaṃ	ca sarve RzayaH devAn yajante | na api sarve brahmayAnam caranti | yadi idam
   nityaṃ, tadā sarvathā tadācareyuḥ | sarve ca padārthā anityāḥ | kasmāt |	nityan, tadA sarvaTA tat AcareyuH | sarve ca padArTAH anityAH | kasmAt |
   yāni pṛthivyaptejovāyavo bhūtāni | tāni kalpāvasāne kṣīyamāṇāni na	yAni pRTivI ap tejaH vAyavaH BUtAni | tAni kalpa avasAne kzIyamANAni na
   kiñcidavaśiṣyante | kālaśca cakravatpravartate | ato jñāyate 'nityānīti |	kiQcid avaSizyante | kAlaH ca cakra vat pravartate | atas jQAyate anityAni iti |
   śīlasamādhiprajñādyapramāṇaguṇasampannā mahānto dīpaṅkarabuddhādayaḥ	SIla samADi prajQA Adya pramANa guNa sampannAH mahAntaH dIpaFkara budDa AdayaH
   pratyekabuddhā mahāsammatādayaḥ kalpādyā rājānaḥ sarve 'pyanityāḥ | kaḥ	pratyekabudDAH mahA sammata AdayaH kalpa AdyAH rAjAnaH sarve api anityAH | kaH
   padārtho nityo bhavet | api ca bhagavānāha  yatkiñcitsamudayadharma,	padArTaH nityaH Bavet | api ca BagavAn Aha yat kiQcit samudaya Darma,
   sarvaṃ tat vyayadharma iti | yathoktaṃ gomayapiṇḍisūtre  atha khalu	sarvam tat vyaya DarmaH iti | yaToktam gomaya piNxi sUtre aTa Kalu
   bhagavān parīttaṃ gomayapiṇḍaṃ pāṇinā gṛhītvā taṃ bhikṣumetadavocat  nāsti	BagavAn parIttam gomaya piNxam pANinA gRhItvA tam Bikzum etat avocat na asti
   kiñcidīdṛśaṃ rūpaṃ [yat rūpaṃ] nityaṃ dhruvaṃ [śāśvataṃ] avipariṇāmadharma	kiQcid IdRSam rUpam [yat rUpaM] nityam Druvam [SASvataM] avipariNAma Darma
   [śāśvatasaṃjñam] iti | asminneva sūtre punarvistaraśa uktam 	[SASvata saMjQam] iti | asmin= eva sUtre punar vistaraSaH uktam 
   śakrabrahmacakravartirājānāṃ [ye] phalavipākāḥ [te sarve] 'pi atītā	Sakra brahma cakravarti rAjAnAm [ye] Pala vipAkAH [te sarve] api atItA
   niruddhā vipariṇatā iti | ato jñāyate sarvamanityamiti |	nirudDAH vipariNatAH iti | atas jQAyate sarvam anityam iti |
   traidhātukasya sarvasyāyuḥ parimitam | avīcinarakasya paramāyurekaḥ kalpaḥ	trEDAtukasya sarvasya AyuH parimitam | avIci narakasya parama AyuH ekaH kalpaH
   | saṅghātanarakasya kalpārdham | anyeṣāṃ kiñcidūnaṃ vā adhikaṃ vā |	| saFGAta narakasya kalpa arDam | anyezAm kiQcid Unam vA aDikam vA |
   nāgādīnāmāyuradhikataramekaḥ kalpaḥ | pretānāmadhikataramāyuḥ	nAga AdInAm AyuH aDikataram ekaH kalpaH | pretAnAm aDikataram AyuH
   saptavarṣasahasrāṇi | [pūrva]videhānāmāyuḥ pañcāśaduttaravarṣaśatadvayam |	sapta varza sahasrANi | [pUrva] videhAnAm AyuH paQcASat uttara varza Sata dvayam |
   [avara]godānīyānāmāyuḥ pañcavarṣasahasrāṇi | uttarakurūṇāṃ	[avara] godAnIyAnAm AyuH paQca varza sahasrANi | uttara kurUNAm
   niyatāmāyurvarṣasahasram | jambūdvīpināmāyurapramāṇakalpā vā daśavarṣāṇi	niyatAm AyuH varza sahasram | jambUdvIpinAm AyuH apramANa kalpAH vA daSa varzANi
   vāyuḥ | cāturmahārājikānāṃ devānāmāyuḥ pañcavarṣasahasrāṇi |	vAyuH | cAturmahArAjikAnAm devAnAm AyuH paQca varza sahasrANi |
   yāvadbhavāgrāṇāmāyuraṣṭavarṣasahasrāṇi | ato jñāyate traidhātukaṃ	yAvat Bava agrANAm AyuH azwa varza sahasrANi | atas jQAyate trEDAtukam
   sarvamanityamiti |	sarvam anityam iti |
   tribhiḥ śraddhābhiśca śraddhīyate 'nityamiti | dṛṣṭe nāsti kaściddharmo	triBiH SradDABiH ca SradDIyate anityam iti | dRzwe na asti kaScid DarmaH 
   nityaḥ | āptavacane 'pi na kaściddharmo nityaḥ | anumitijñāne 'pi nāsti	nityaH | Apta vacane api na kaScid DarmaH nityaH | anumiti jQAne api na asti
   kaścinnityaḥ | dṛṣṭapūrvakatvādanumānasya | yadyasti kiñcinnityaṃ sthānam	kaScid nityaH | dRzwa pUrvaka tvAt anumAnasya | yadi asti kiQcid nityam sTAnam
   | ko vidvān sarvadharmanirodha[pūrvaṃ] vimuktimabhilaṣet | ko (SSS_432) vā	| kaH vidvAn sarva Darma niroDa[ pUrvan] vimuktim aBilazet | kaH (H SS_432) vA
   neṣyāt | sukhavedināṃ sadā saṃvāsaṃ priyaṃ vā vastutastu vidvān sarvathā	nezyAt | suKa vedinAm sadA saMvAsam priyam vA vastutas tu vidvAn sarvaTA
   vimuktimeva prārthayate | ato jñāyate samudayadharma na nityaṃ bhavatīti |	vimuktim eva prArTayate | atas jQAyate samudaya Darma na nityam Bavati iti |
   atha punarvaktavyaṃ samudayadharma sarvaṃ kṣaṇikaṃ muhūrtamapi na tiṣṭhati	aTa punar vaktavyam samudaya Darma sarvam kzaNikam muhUrtam api na tizWati
   | kaḥ punarvādo nityaṃ bhavatīti |	| kaH punar vAdaH nityam Bavati iti |
   (pṛ) anityasaṃjñāśraddhā kiṃ karoti | (u) kleśān vināśayati | yathoktaṃ	(pR) anitya saMjQA SradDA kim karoti | (u) kleSAn vinASayati | yaTA uktam
   sūtre  anityasaṃjñā bhāvitā [bahulīkṛtā] sarvaṃ kāmarāgaṃ paryādāti |	sUtre anitya saMjQA BAvitAH [bahulIkRtA] sarvam kAma rAgam paryAdAti |
   sarvaṃ rūparāgaṃ [paryādāti | sarvaṃ] bhavarāgaṃ [paryādāti] |	sarvam rUpa rAgam [paryAdAti | sarvaM] Bava rAgam [paryAdAti] |
   sarvamasmimānaṃ [paryādāti sarvā]mavidyāṃ paryādāti iti | (pṛ)	sarvam asmi mAnam [paryAdAti sarvA]mavidyAm paryAdAti iti | (pR)
   (pṛ) maivam | anityasaṃjñeyaṃ kāmarāgamapi vardhayati | yathā kaścit	(pR) mA evam | anitya saMjQA iyam kAma rAgam api varDayati | yaTA kaScid 
   subhikṣakālo na dīrgha iti budhyan maithunarāga āsajyate | kusumaṃ	suBikza kAlaH na dIrGaH iti buDyan mETuna rAgaH Asajyate | kusumam
   nāticiraṃ navaṃ bhavatīti jānan sukhāyāśu tadupabhuṅkte | parasya	na ati ciram navam Bavati iti jAnan suKAya ASu tad upaBuFkte | parasya
   [dayitājanasya] surūpaṃ na nityaṃ bhavatīti jānan maithunarāgaṃ drutataraṃ	[dayitA janasya] surUpam na nityam Bavati iti jAnan mETuna rAgam drutataram
   vardhayati | evamanityajñānavaśātkāmarāga utpadyate | ato nānityasaṃjñā	varDayati | evam anitya jQAna vaSAt kAma rAgaH utpadyate | atas na anitya saMjQA
   kāmarāgaṃ vināśayati | kecidanityamiti jānanto vadhādikamapi kurvanti |	kAma rAgam vinASayati | kecid anityam iti jAnantaH vaDa Adikam api kurvanti |
   yāvattiryañcaḥ anityamiti jānanto 'pi na kleśān bhindanti | ato	yAvat tiryaQcaH anityam iti jAnantaH api na kleSAn Bindanti | atas 
   'nityasaṃjñāṃ bhāvayato na kaścidupakāro bhavati | (u)	anitya saMjQAm BAvayataH na kaScid upakAraH Bavati | (u)
   anityatvādviyogaduḥkhamutprekṣamāṇaḥ subhikṣakālasukhajīvitadhanamānāni	anitya tvAt viyoga duHKam ud prekzamANaH suBikza kAla suKa jIvita Dana mAnAni
   tyajanti | viduṣo nānena prīticittamutpadyate | prīticittābhāve na	tyajanti | viduzaH na anena prIti cittam utpadyate | prIti citta aBAve na
   kāmacittamutpadyate | vedanāṃ pratītya hi tṛṣṇā bhavati | vedanānirodhe	kAma cittam utpadyate | vedanAm pratItya hi tRzNA Bavati | vedanA niroDe
   tṛṣṇā nirudhyate | ato jñāyate anityasaṃjñā kāmarāgaṃ samucchedayatyeva |	tRzNA niruDyate | atas jQAyate anitya saMjQA kAma rAgam samucCedayati eva |
   yaśca dharmo 'nityaḥ, so 'nātmā ityanityamanātma ca bhāvayato yogino	yaH ca DarmaH anityaH, saH anAtmA iti anityam anAtma ca BAvayataH yoginaH 
   nātmabuddhirbhavati | ātmabuddhyabhāve ātmīyabuddhirna bhavati |	na Atma budDiH Bavati | Atma budDi aBAve AtmIya budDiH na Bavati |
   ātmīyabuddhyabhāvāt kutra kāmarāgaḥ syāt | anityasaṃjñāṃ bhāvayan	AtmIya budDi aBAvAt kutra kAma rAgaH syAt | anitya saMjQAm BAvayan
   svaparakāyaṃ kṣaṇikaṃ maraṇa[dharma] ca paśyati | kathaṃ rāgamutpādayet |	sva para kAyam kzaNikam maraNa[Darma] ca paSyati | kaTam rAgam utpAdayet |
   yogī prārthitaṃ sarvamanityaṃ vipralopanamiti anuyāti | tadā tucchaṃ	yogI prArTitam sarvam anityam vipralopanam iti anuyAti | tadA tucCam
   bhavati | tucchatvāt na kāmarāgamutpādayati | yathā kaścidvālakaḥ śūnye	Bavati | tucCa tvAt na kAma rAgam utpAdayati | yaTA kaScid vAlakaH SUnye
   hastaḥ tuccha iti jñātvaiva na [tatra]saṅgaṃ janayati | kiñca sattvā	hastaH tucCaH iti jQAtvA eva na [tatra]saFgam janayati | kiQca sattvA
   nādhruvavastuṣu prīyante | yathā kaścit bhaṅguratvāt bhājane na pramudyate	na aDruva vastuzu prIyante | yaTA kaScid BaFgura tvAt BAjane na pramudyate
   | yathāpi ca kācinnārī amukasya puruṣasyāyurna saptadinānyeṣyatīti śrutvā	| yaTA api ca kAcid nArI amukasya puruzasya AyuH na sapta dinAni ezyati iti SrutvA
   [vadati] satsvapi subhikṣakālārjavabahumānadhanaprabhāvabaleṣu ko vā	[vadati] satsu api suBikza kAla Arjava bahu mAna Dana praBAva balezu kaH vA
   prīyeta iti | jano 'yaṃ samyaganityasaṃjñā  [bhāvana]yā na	prIyeta iti | janaH ayam samyak anitya saMjQA [BAvana]yA na
   kāmarāgamutpādayati | vidvān hi punarāvṛttipatanādiduḥkhamanusmaran	kAma rAgam utpAdayati | vidvAn hi punarAvRtti patana Adi duHKam anusmaran
   yāvaddivyakāmeṣvapi nāsajyate | kevalamuktimeva prārthayate | anityasaṃjñā	yAvat divya kAmezu api na asajyate | kevala muktim eva prArTayate | anitya saMjQA
   kāmarāgaṃ vardhayatīti yadbhavānavocat tadayuktam |	kAma rAgam varDayati iti yat BavAn avocat tat ayuktam |
   (SSS_433)	(H SS_433)
   yadi kaścidaprahīṇāsmimāno bhavati | tadā sa bāhyaṃ vastvanityaṃ paśyan	yadi kaScid aprahINa asmi mAnaH Bavati | tadA sa bAhyam vastu anityam paSyan
   śocyate | priyabaloviparihāṇyā ca kāmaprārthatāṃ karoti | pṛthagjano 'yaṃ	Socyate | priya balaH viparihANyA ca kAma prArTa tAm karoti | pRTagjanaH ayam
   prahīṇakāmasukho ['pi] na viyogaduḥkhaṃ prajānāti | tadyathā kaścidbālako	prahINa kAma suKaH [ api] na viyoga duHKam prajAnAti | tat yaTA kaScid bAlakaH 
   mātrā tāḍitaḥ punarmātaramevāyāti | vidvāṃstu duḥkhahetau sthita eva na	mAtrA tAxitaH punar mAtaram eva AyAti | vidvAn= tu duHKa hetO sTitaH eva na
   duḥkhaṃ nirodhyamiti jñātvā tyajati duḥkhahetuṃ yaduta pañcaskandhān |	duHKam niroDyam iti jQAtvA tyajati duHKa hetum yat uta paQca skanDAn |
   ayaṃ yogī ābhyantaraskandhān paribhettuṃ anātmasaṃjñāṃ pratilabhate |	ayam yogI AByantara skanDAn pariBettum anAtma saMjQAm pratilaBate |
