   (Vaidya 340)	(VEdyaH 340)
   tenaitadanuttaraṃ puṇyakṣetram | yenaitatpuṇyakṣetraṃ nāpuṇyakṣetram,	tena-etat-anuttaram puNya-kzetram | yena-etat-puNya-kzetram na-apuNya-kzetram,
   tenaitadanuttaraṃ puṇyakṣetram | api tu khalu punarbhagavan nātra	tena-etat-anuttaram puNya-kzetram | api tu Kalu punar-Bagavat na-atra
   kaściddharmaḥ samudāgacchati na kṣīyate | evaṃ tatpuṇyakṣetram | tatra ca	kaScid-DarmaH samudAgacCati na kzIyate | evam tat-puNya-kzetram | tatra ca
   bījaṃ prakṣiptaṃ na vivardhate na parihīyate | bhagavānāha - kiṃ saṃdhāya	bIjam prakziptam na vivarDate na parihIyate | BagavAn-Aha  kim saMDAya
   mañjuśrīrevaṃ vadasi - tatra kṣetre bījamavaropitaṃ na vivardhate na	maQjuSrIH-evam vadasi  tatra kzetre bIjam-avaropitam na vivarDate na
   parihīyate iti? mañjuśrīrāha - tathā hi bhagavan acintyaṃ tatkṣetram, evaṃ	parihIyate iti? maQjuSrIH-Aha  taTA hi Bagavan acintyam tad-kzetram, evam
   tatpuṇyakṣetram ||	tat-puNya-kzetram ||
   atha khalu tasyāṃ velāyāṃ buddhānubhāvena ṣaḍvikāraṃ mahāpṛthivīcālo	aTa Kalu tasyAm velAyAm budDa-anuBAvena zaz-vikAram mahA-pRTivI-cAlo
   'bhūt, ṣoḍaśānāṃ ca bhikṣusahasrāṇāmanupādāyāsravebhyaścittāni vimuktāni,	aBUt, zoxaSAnAm ca Bikzu-sahasrANAm-anupAdAya-AsraveByaH-cittAni vimuktAni,
   saptānāṃ bhikṣuṇīśatānāṃ trayāṇāṃ copāsakaśatānāṃ	saptAnAm BikzuNI-SatAnAm trayANAm ca-upAsaka-SatAnAm
   catvāriṃśataścopāsikāsahasrāṇāṃ ṣaṣṭeśca kāmāvacarāṇāṃ	catvAriMSataH-ca-upAsikA-sahasrANAm zazweH-ca kAma-avacarANAm
   devakoṭīniyutaśatānāṃ virajo vigatamalaṃ dharmeṣu dharmacakṣurutpannam ||	deva-kowI-niyuta-SatAnAm virajaH vigata-malam Darmezu Darma-cakzuH-utpannam ||
   atha khalvāyuṣmānānanda utthāyāsanādekāṃsacīvaraṃ prāvṛtya dakṣiṇaṃ	aTa Kalu-AyuzmAn-AnandaH utTAya-AsanAt-eka-aMsa-cIvaram prAvRtya dakziNam
   jānumāṇḍalaṃ pṛthivyāṃ pratiṣṭhāpya yena bhagavāṃstenāñjaliṃ praṇamya	jAnu-mANxalam pRTivyAm pratizWApya yena BagavAn=-tena-aQjalim praNamya
   bhagavantametadavocat - ko bhagavan hetuḥ, kaḥ pratyayo 'sya mahataḥ	Bagavantam-etat-avocat  kaH Bagavan hetuH, kaH pratyayaH asya mahataH
   pṛthivīcālasya loke prādurbhāvāya? evamukte	pRTivI-cAlasya loke prAdurBAvAya? evam-ukte
   bhagavānāyuṣmāntamānandametadavocat - ayamānanda puṇyakṣetranirdeśo nāma	BagavAn-Ayuzma-antam-Anandam-etat-avocat  ayam-Ananda puNyakzetranirdeSaH nAma
   dharmaparyāyaḥ pūrvakairapi buddhairbhagavadbhirasminneva pṛthivīpradeśe	Darma-paryAyaH pUrvakEH-api budDEH-BagavadBiH-asmin=-eva pRTivI-pradeSe
   bhāṣitaḥ | ayamānanda hetuḥ, ayaṃ pratyayo 'sya mahataḥ pṛthivīcālasya	BAzitaH | ayam-Ananda hetuH, ayam pratyayaH asya mahataH pRTivI-cAlasya
   loke prādurbhāvāya ||	loke prAdurBAvAya ||
   saptaśatikā prajñāpāramitā samāptā ||	saptaSatikA prajQApAramitA samAptAH ||
