   <B1> śrīḥ /	<B1> SrIH /
   pūrvottarapakṣaprayojananirūpaṇaṃ ca) atraca vārtike --------- yat	pUrva-uttara-pakza-prayojana-nirUpaNam ca) atra-ca vArtike -------- yat-
   irāpadasyairaṃ kṛtvodgeyamiti vidhivākye	irA-ApadasyEram kRtvA-udgeyam-iti viDi-vAkye
   taddhitāntargatatvenāmnātatvādastyeva mantratvamityuktam, tadgānārthaṃ	tad-hita-antargata-tvena-AmnAta-tvAt-asti-eva mantra-tvam-iti-uktam, tad-gAna-arTam
   brāhmaṇe samāmnātasyāpi mantraprasiddhyaviṣayatvena mantratvāyogāt	brAhmaNe samAmnAtasya-api mantra-prasidDi-avizaya-tvena mantra-tva-ayogAt
   kathañcit mantrakāṇḍe tadvidhipāṭhābhyupagame 'pyairapadasyaiva	kaTaQcid mantra-kANxe tad-viDi-pAWA-aByupagame api-Erapadasya-eva
   pāṭhenerāpadena tadasaṃbhavādatiśayārtham /	pAWeneH-Apa-dena tad-asaMBavAt-atiSaya-arTam /
   yadapi "āśāste 'yaṃ yajamāno 'sāvi" tyādisarvanāmasaṃyukte mantre	yat-api "a-ASAste ayam yajamAnaH asAvi" tyAdi-sarva-nAma-saMyukte mantre
   asāvityasya svādhyāyādikāle mantrarūpasyāpi karmakāle tatpadasthāne	asO=-iti-asya svADyAya-Adi-kAle mantra-rUpasya-api karma-kAle tad-pada-sTAne
   paṭhanīyasya devadattādipadasyāpi	paWanIyasya devadatta-Adi-padasya-api
   viśeṣāṇāmānantyādayugapatkālatvāccāmnātumaśakteḥ svarūpasya	viSezANAm-AnantyAt-ayugapad-kAla-tvAt-ca-AmnAtum-aSakteH svarUpasya
   sarvanāmaprakāreṇāstyevāmnānamityaśūnyasthānatvāt mantrasya śakyameva	sarva-nAma-prakAreNa-asti-eva-AmnAnam-iti-aSUnya-sTAna-tvAt mantrasya Sakyam-eva
   nirūpaṇaṃ kartum /	nirUpaNam kartum /
   yadatra padaṃ nivekṣyate tadgānayaṃ mantra ityato mantratvamityuktam,	yat-atra padam nivekzyate tad-gAnayam mantraH iti-atas mantra-tvam-iti-uktam,
   tadapi teṣāṃ viśeṣapadānāṃ svarūpeṇa pāṭhābhāvāt	tat-api tezAm viSeza-padAnAm sva-rUpeNa pAWA-BAvAt
   tatprasiddhiviṣayatvānupapatteḥ sarvanāmapāṭhasyaca svādhyāyakāle	tad-prasidDi-vizaya-tva-anupapatteH sarvanAma-pAWasya-ca svADyAya-kAle
   pārāyaṇādau copatyuktatvenānarthakyasyāpyabhāvāditarathā subrahmaṇyānigade	pArAyaNa-AdO ca-upati-ukta-tvena-anarTakyasya-api-aBAvAditaraTA subrahmaNyA-nigade
   ārṣeyavaraṇe 'pi sāmānyātmanā āmnānasya viśeṣaparyavasānaṃ vinānupapatteḥ	Arzeya-varaNe api sAmAnya-AtmanA AmnAnasya viSeza-paryavasAnam vinA-anupapatteH
   pravarādīnāmapi vidhivihitatvena	pravara-AdInAm-api viDi-vihita-tvena
   mantratvāpatteranivāryatvādatiśayārthamevetyuktaṃ kaustubhe /	mantra-tva-ApatteH-anivArya-tvAt-atiSaya-arTam-eva-iti-uktam kOstuBe /
   ataeva ----- vārtike ------- sarvanāmasthāne	ataeva ---- vArtike ------ sarvanAmasTAne
   prayujyamānapadānāmamantratvamāśaṅkya tathānāmeti kecidityaneneṣṭāpattiṃ	prayujyamAna-padAnAm-amantra-tvam-ASaFkya taTAnAma-iti kecid-iti-anena-izwApattim
   kurvatāṃ matamapyuktam /	kurvatAm matam-api-uktam /
   ataśca naiṣāmiti ūhitapadaghaṭitasamastamantrabhreṣe	atas-ca na-ezAm-iti Uhita-pada-Gawita-samasta-mantra-Breze
   mantrabhreṣaprāyaścittasya pakṣadvaye sāmye 'pi ūhitapadamātrabhreṣe	mantra-Breza-prAyaScittasya pakza-dvaye sAmye api Uhita-pada-mAtra-Breze
   mantrapadabhreṣanimittaṃ prāyaścittaṃ pūrvapakṣe /	mantra-pada-Breza-nimittam prAyaScittam pUrva-pakze /
   siddhāntetu tasya mantrāntargatatve 'pi mantrapadatvābhāvānna tat, apitu	sidDAntetu tasya mantra-antargata-tve api mantra-padatva-aBAvAt-na tat, apitu
   jñātājñātāṅgabhreṣanimittaṃ prāyaścittamityarthaḥ //	jQAta-ajQAta-aFga-Breza-nimittam prAyaScittam-iti-arTaH //
   iti daśamamūhāmantratādhikaraṇam //	iti daSamam-UhA-mantra-tA-aDikaraNam //
   ------------------ <B1> (11 adhikaraṇam / ) (a.2 pā.1 adhi.11) teṣām //	----------------- <B1> (11 aDikaraNam / ) (a.2 pA.1 aDi.11) tezAm //
   mantratvādau vyāpakadharme nirūpite tatprasaṅgādeva tadavāntaradharmo	mantra-tva-AdO vyApaka-Darme nirUpite tad-prasaFgAt-eva tat-avAntara-DarmaH-
   ṛktvādiḥ, "ṛcaḥ sāmāni yajūṃṣī"ti vedaprayuktaṛgādipadārthaparijñānārthaṃ	RktvA-AdiH, "RcaH sAmAni yajUMzI"ti veda-prayukta-RS-Adi-padArTa-parijQAna-arTam
   nirūpyate /	nirUpyate /
   pādavyavasthāvanmantratvaṃ ṛktvam // 11 // iti ekādaśaṃ	pAda-vyavasTAvat-mantra-tvam Rc-tvam // 11 // iti ekAdaSam
   ṛglakṣaṇādhikaraṇam //	Rc-lakzaNa-aDikaraNam //
   <B2> (prāyapāṭhārthavṛttavaśādikṛtapādavyavasthāvanmantratvaṃ, ṛktvamiti,	<B2> (prAya-pAWA-arTa-vRtta-vaSa-Adi-kRta-pAda-vyavasTAvat-mantra-tvaM, Rc-tvam-iti,
   ṛglakṣaṇanirūpaṇam) yadyapi arthavaśeneti hetūpādānasahitaṃ lakṣaṇamuktam,	Rc-lakzaNa-nirUpaNam) yadi-api arTa-vaSena-iti hetu-upAdAna-sahitam lakzaNam-uktam,
   tathāpi tatpraveśamantareṇāpi nirdeṣatayā lakṣaṇopapattimabhipretya	taTA-api tat-praveSam-antareNa-api nirdeza-tayA lakzaNa-upapattim-aBipretya
   ṛglakṣaṇamāha ----------- pādavyavasthāvaditi //	Rc-lakzaNam-Aha ---------- pAda-vyavasTAvat-iti //
   sūtragatatacchabdaparāmṛṣṭamantratvoktyā ślokādāvativyāptinirāsaḥ sūcitaḥ	sUtra-gata-tad-Sabda-parAmRzwa-mantra-tva-uktyA Sloka-AdO=-ati-vyApti-nirAsaH sUcitaH
   sāca pādavyavasthā "agnimīle purohitami"tyatra ṛgarthāparyavasāne	sA-ca pAda-vyavasTA "agni-mIle purohitam-i"ti-atra Rc-arTa-aparyavasAne
   'pyavāntaravākyārthamādāyārthavaśādbhavati /	api-avAntara-vAkya-arTam-AdAya-arTa-vaSAt-Bavati /
   evamaparayorapi pādayorīle ityākhyātapadānuṣaṅgeṇārthavattvamiti sūtre	evam-aparayoH-api pAdayorIle iti-AKyAta-padAnuzaFgeNa-arTavat-tvam-iti sUtre
   upāttamapyarthavaśeneti padaṃ hetvantarāṇāṃ vṛttādīnāmapyupalakṣaṇam /	upAttam-api-arTa-vaSena-iti padam hetu-antarANAm vRtta-AdInAm-api-upalakzaNam /
   taduktaṃ prātiśākhye -------- "prāyor'tho vṛttamityete pādajñānasya	tat-uktam prAtiSA-AKye ------- "prAyor-aTo vRttam-iti-ete pAda-jQAnasya
   hetavaḥ" iti /	hetavaH" iti /
   asyārthastadbhāṣye prāyaḥ prāyapāṭhaḥ, vṛttaṃ tu "varṣiṣṭhāṇiṣṭhayoreṣāṃ	asya-arTaH-tad-BAzye prAyas prAya-pAWaH, vRttam tu "varzizWa-aNizWayoH-ezAm
   laghūpottamamakṣaram /	laGu-upottamam-akzaram /
   gurustvitarayo ṛkṣu tadvṛttaṃ chandasāṃ viduḥ" iti prātiśākhye uktam /	guruH-tu-itarayaH Rkzu tad-vRttam CandasAm viduH" iti prAtiSA-AKye uktam /
   eṣāṃ padānāṃ varṣiṣṭhāṇiṣṭhayordvādaśāṣṭākṣarapādayorupottamamakṣaraṃ	ezAm padAnAm varzizWa-aNizWayoH-dvAdaSa-azwa-akzara-pAdayoH-upottamam-akzaram
   laghu bhavati /	laGu Bavati /
   yathā "pradevamacchā madhumanta indavaḥ" iti dvādaśākṣare pāde dakāra	yaTA "pradevam-acCA maDumante indavaH" iti dvAdaSa-akzare pAde dakAra
   upottamo laghurbhavati tadantyākṣarāntaḥ pādo jñātavyaḥ /	upottamaH laGuH-Bavati tad-antya-akzara-antaH pAdaH jQAtavyaH /
   yathā "agnimīla" ityatra hikāra upottamo laghurbhavati tadantyākṣarāntaḥ	yaTA "agnimIla" iti-atra hikAraH upottamaH laGuH-Bavati tad-antya-akzara-antaH
   pādo bhavati /	pAdaH Bavati /
   itarayoḥ daśaikādaśākṣarayostu upottamaṃ gururbhavati tadantyākṣara eva	itarayoH daSa-ekAdaSa-akzarayoH-tu upottamam guruH-Bavati tad-antya-akzaraH eva
   pādaḥ /	pAdaH /
   yathā "śrudhī havaṃ vipipānasyādre" riti daśākṣare pāde syā iti	yaTA "SruDI havam vipipAnasya-adre" riti daSa-akzare pAde syAH iti
   gururbhavati /	guruH-Bavati /
   yathāvā "pibā somamabhiyamugratarda" ityekādaśākṣare pāder da iti	yaTAvA "pibA somam-aBiyamugratarda" iti-ekAdaSa-akzare pAdeH daH iti
   saṃyuktākṣare vidyamāne pūrvasya gurutvāt takāro gururbhavati /	saMyukta-akzare vidyamAne pUrvasya guru-tvAt takAraH guruH-Bavati /
   tadantyākṣarāntau tau pādau jñeyāvityarthaḥ /	tad-antya-akzara-antO tO pAdO jQeyO=-iti-arTaH /
   prāyapāṭhodāharaṇaṃ tu "gornaparvaviradātiraśce"ti traiṣṭubhe pāde	prAya-pAWA-udAharaNam tu "goH-na-parva-virada-atiraSce"ti trEzwuBe pAde
   ekādaśākṣaratvamapekṣitam /	ekAdaSa-akzara-tvam-apekzitam /
   vartatetu daśākṣaratvaṃ tatra traiṣṭubhe asmin sūkte pūrvottarapadānāṃ	vartatetu daSa-akzara-tvam tatra trEzwuBe asmin sUkte pUrva-uttara-padAnAm
   ekādaśākṣaratvamasti /	ekAdaSa-akzara-tvam-asti /
   tatprāyapāṭha eva hetuḥ /	tad-prAya-pAWaH eva hetuH /
   arthodāharaṇaṃ tu uktameva /	arTa-udAharaNam tu uktam-eva /
   anyadapi ghṛṇāno 'dbhirdevatānityantaḥ pādor'thavaśāt /	anyat-api GRNAnaH adBiH-devatAn-iti-antaH pAdor-aTa-vaSAt /
   "tamustrāmindraṃ na rejamānami"ti traiṣṭubhe pāde ekenākṣareṇa nyūne	"tamustrAm-indram na rejamAnam-i"ti trEzwuBe pAde ekena-akzareNa nyUne
   'pyalpavaiṣamyeṇa tatraiva namityatra pādāntatvam /	api-alpa-vEzamyeNa tatra-eva nam-iti-atra pAda-anta-tvam /
   "evādevāṃindro vivye nṝnpraścyautnena maghavā satyarādhāḥ /	"eva-adevAMindraH vivye nLn-praScyOtnena maGavA satya-rADAH /
   viśvettāte harivaḥ śacīvobhiturāsaḥ svayaśo gṛṇantī" tyasyāmṛci	viSvet-tAte harivaH SacI-ivoBiturAsaH sva-yaSaH gRNantI" tyasyAmRci
   uttarārdharce daśākṣarau dvau pādau /	uttara-arDarce daSa-akzarO dvO pAdO /
   pūrvārdharce tu arthavaśena nṝnityantaṃ pādānto bhavati /	pUrva-arDaRce tu arTa-vaSena nLn-ityantam pAda-antaH Bavati /
   vṛttavaśādante nṝnityasyopottamasya gurutvāt tatra vṛttāpekṣayār'thasya	vRtta-vaSAt-ante nLnityasya-upottamasya guru-tvAt tatra vRtta-apekzayA-Ar-aTasya
   balavattvāt nṝnityante pāde prāpte	balavat-tvAt nLn-ityante pAde prApte
   nṝuttarārdharcagatadaśākṣarapādadvayaprāyapāṭhenārthāpekṣayāpi balīyasā	nLuttara-arDarca-gata-daSa-akzara-pAda-dvaya-prAya-pAWena-arTa-apekzayA-api balIyasA
   pretyantapādovasīyate /	preti-antapAda-uvasIyate /
   taduktaṃ prātiśākhye ------ 'tadviśeṣasannipātetu pūrvaṃ pūrvaṃ paraṃ	tat-uktam prAtiSA-AKye ------ atat-viSeza-sannipAtetu pUrvam pUrvam param
   param, iti prāyor'thavṛttānāṃ samavāye pūrvaṃ pūrvaṃ prabalaṃ	param, iti prAyor-aTa-vRttAnAm samavAye pUrvam pUrvam prabalam
   uttaramuttaraṃ durbalamityarthaḥ /	uttaram-uttaram durbalam-iti-arTaH /
   etena ----- "agniḥ pūrvebhirṛṣibhiri" tyatra	etena ---- "agniH pUrveBiH-RziBiH-i" tyatra
   kriyāpadānupādānādaparyavasitārthe vṛttavaśena vyavasthetyuktaṃ yadvārtike	kriyA-pada-anupAdAnAt-aparyavasita-arTe vRtta-vaSena vyavasTA-iti-uktam yat-vArtike
   tadapi --------- vyākhyātam; yattu ------- nyāyasudhākārādīnāṃ	tat-api -------- vyAKyAtam; yat-tu ------ nyAya-suDA-AkAra-AdInAm
   laghugurvakṣarasāmyādvṛttavaśeneti vārtikagatavṛttapadavyākhyānam,	laGu-guru-akzara-sAmyAt-vRtta-vaSena-iti vArtika-gata-vRtta-pada-vyAKyAnam,
   tadayuktam, vārtikagatavṛttapadasya	tat-ayuktam, vArtika-gata-vRtta-padasya
   pūrvadarśitaprātiśākhyoktavṛttārthatvenāpyupapatteḥ /	pUrva-darSita-prAtiSAKya-ukta-vRtta-arTa-tvena-api-upapatteH /
   laghugurvakṣarasamākhyavṛttaparatayā vyākhyānasya niṣpramāṇatvāt /	laGu-guru-akzara-samAKya-vRtta-para-tayA vyAKyAnasya nizpramANa-tvAt /
   ata eva vṛttāpekṣayā balavatārthavaśeneḍya ityantasya pādāntatve prāpte	atas eva vRtta-apekzayA balavatA-arTa-vaSena-IxyaH iti-antasya pAda-anta-tve prApte
   agnimīla ityādyaṣṭākṣaraprāyapāṭhenārthāpekṣayā balīyasaiva pādavyavasthā	agnimIlaH ityAdi-azwa-akzara-prAya-pAWena-arTa-apekzayA balIyasA-eva pAda-vyavasTA
   yuktā /	yuktAH /
   vārtike vṛttopanyāso nar iḍya ityantasya pādāntavyāvṛttyartho 'pi tu	vArtike vRtta-upanyAsaH nar ixyaH iti-antasya pAda-anta-vyAvRtti-arTaH api tu
   ṛṣibhirityantasya pādāntatvaṃ nārthavaśena bhavati kena tarhītyapekṣāyāṃ	RziBiH-iti-antasya pAda-anta-tvam na-arTa-vaSena Bavati kena tarhi-iti-apekzAyAm
   tadupapādanamātrārtha eva /	tad-upapAdana-mAtra-arTaH eva /
   evaṃ sthite agnimīla ityādau vṛttārthākṣarasaṅkhyāniyamachandolakṣaṇānāṃ	evam sTite agnimIlaH ityAdO vRtta-arTa-akzara-saFKyA-niyama-CandaH-lakzaNAnAm
   pādavyavasthāhetūnāṃ samuccaye 'pi na kṣatiriti jñeyam /	pAda-vyavasTA-hetUnAm samuccaye api na kzatiH-iti jQeyam /
   idañca mūlānapekṣitamapi kaustubhadarśitodāharaṇaśodhanikārthaṃ	idaQca mUla-anapekzitam-api kOstuBa-darSi-ta-udAharaNa-SoDanika-arTam
   prasaṅgādatropapāditam // //	prasaFgAt-atra-upapAditam // //
   ityekādaśaṃ ṛglakṣaṇādhikaraṇam //	iti-ekAdaSam Rc-lakzaNa-aDikaraNam //
   ----------------- <B1> (12 adhikaraṇam / ) (a.2 pā.1 adhi.12)	---------------- <B1> (12 aDikaraNam / ) (a.2 pA.1 aDi.12)
   gītiṣu sa mākhyā / Jaim_2,1.36 /	gItizu sa mA-AKyA / JEm_2,1.36 /
   mantratvasamānādhikaraṇagītatvaṃ sāmatvam // 12 //	mantra-tva-samAna-aDikaraNa-gIta-tvam sAma-tvam // 12 //
   iti dvādaśaṃ sāmalakṣaṇādhikaraṇam //	iti dvAdaSam sAma-lakzaNa-aDikaraNam //
   <B2> (sāmalakṣaṇam sāmaśabdasya gītiparatvam,	<B2> (sAmalakzaNam sAma-Sabdasya gIti-paratvam,
   sāptamikādhikaraṇasyaitadākṛtyadhikaraṇābhyāmapaunaruktyamityādīnāṃ	sAptamika-aDikaraNasya-etat-AkRti-aDikaraNAByAm-apOnaruktyam-ityAdInAm
   nirūpaṇam) atrāpi sūtre teṣāmiti padānuvṛttyā mantragatatvasya	nirUpaNam) atra-api sUtre tezAm-iti pada-anuvRttyA mantra-gata-tvasya
   lābhenābhiyuktaprasiddhimūlopapattikaṃ sāmalakṣaṇamāha ------ mantratveti	lABena-aBiyukta-prasidDi-mUla-upapattikam sAma-lakzaNam-Aha ----- mantra-tva-iti
   tena na laukikagītāvativyāptiḥ /	tena na lOkika-gItO=-ativyAptiH /
   yadyapi gītiviśiṣṭāyāmṛci abhiyuktānāṃ prayogaḥ; tathāpi "ekakhaṇḍena	yadi-api gIti-viSizwAya-amRci aBiyuktAnAm prayogaH; taTA-api "eka-KaNxena
   śabdena viśiṣṭo yatra gamyate /	Sabdena viSizwaH yatra gamyate /
   viśeṣaṇasya vācyatvaṃ tatra sarvatra jāyata" iti vārtikoktena	viSezaNasya vAcya-tvam tatra sarvatra jAyata" iti vArtikA-uktena
   nāgṛhītaviśeṣaṇanyāyena ṛcāṃ vyakteriva lakṣaṇādināpi	na-agRhIta-viSezaNa-nyAyena RcAm vyakteH-iva lakzaNa-AdinA-api
   bhānopapatterviśeṣaṇībhūtagītivācitvasyaiva lāghavena saptame	BAna-upapatteH-viSezaNIBUta-gIti-vAci-tvasya-eva lAGavena saptame
   sādhanīyasyānāgatāvekṣaṇanyāyena sūtrakṛtehopādānaṃ kṛtam /	sADanIyasya-anAgata-avekzaNa-nyAyena sUtra-kRta-iha-upAdAnam kRtam /
   ataeva na tena paunaruktyam /	ataeva na tena pOnaruktyam /
   nahyatragītimātravācitvasādhanasya prayojanamasti;	na-hi-atra-gIti-mAtra-vAci-tva-sADanasya prayojanam-asti;
   gītiviśiṣṭaṛgvācitvenāpi ṛgādibhyo bhedasiddheḥ, saptame tu "kavatīṣu	gIti-viSizwa-Rk-vAci-tvena-api Rc-a-AdiByaH Beda-sidDeH, saptame tu "kavatIzu
   rathantaraṃ gāyatī"tyanena "kayānaścitre" tyasyāmṛci vihite rathantare	raTantaram gAyati-i"ti-anena "kayAnaH-citre" tyasyAmRci vihite raTantare
   rathantaraśabdasya ṛkparyantavācitve ṛco ṛgadhikaraṇatvāsaṃbhavāt	raTantara-Sabdasya Rc-paryanta-vAci-tve RcaH Rc-aDikaraNa-tva-asaMBavAt
   kavatīśabde kāryalakṣaṇāpattibhiyā	kavatI-Sabde kArya-lakzaNa-Apatti-BiyA
   gītimātravācitvasādhanamabhīvatyāmutpannarathantaragīteratideśasidhyathramupayuktamiti	gIti-mAtra-vAci-tva-sADanam-aBIvatyAm-utpanna-raTantara-gIteH-ati-deSa-siDi-aTram-upayuktam-iti
   tatratyasyaiva siddhavatkāreṇehoktatvāt	tatratyasya-eva sidDa-vatkAreNa-iha-ukta-tvAt
   sāptamikādhikaraṇasyāpyākṛtyādhikaraṇaprayojanakathanārthatvāt	sAptamika-aDikaraNasya-api-AkRtya-aDikaraNa-prayojana-kaTana-arTa-tvAt
   nākṛtyadhikaraṇena paunaruktyamapīti dhyeyam //	na-AkRti-aDikaraNena pOnaruktyam-api-iti Dyeyam //
   yadyapi rathantarādiśabdānāṃ gītavācitvaṃ sādhitam na sāmaśabdasya;	yadi-api raTantara-Adi-SabdAnAm gIta-vAci-tvam sADitam na sAma-Sabdasya;
   tathāpi viśeṣavācakapadānāṃ gītivācitve sādhite teṣāṃ rathantaraṃ	taTA-api viSeza-vAcaka-padAnAm gIti-vAci-tve sADite tezAm raTantaram
   sāmetyādau sāmānyavācisāmapadasāmānādhikaraṇyaṃ sāmaśabdasya	sAma-ityAdO sAmAnya-vAci-sAma-pada-sAmAnADikaraNyam sAma-Sabdasya
   gītisāmānyavācitvenaiva saṃbhavatītyabhipretya	gIti-sAmAnya-vAci-tvena-eva saMBavati-iti-aBipretya
   saptamasiddhatvoktyavirodhaḥ //	saptama-sidDa-tva-uktyaviroDaH //
   iti dvādaśaṃ sāmalakṣaṇādhikaraṇam //	iti dvAdaSam sAma-lakzaNa-aDikaraNam //
   ---------------- <B1> (13 adhikaraṇam / ) (a.2 pā.1 adhi.13) roṣe	--------------- <B1> (13 aDikaraNam / ) (a.2 pA.1 aDi.13) roze
   yajuḥśabdaḥ ṛksāmabhinnamantratvaṃ yajuṣṭvam, stobhākṣareṣvapi	yajuH-SabdaH Rc-sAma-Binna-mantra-tvam yajuzwvam, stoBa-akzarezu-api
   tattvānnātivyāptiḥ // 13 // iti trayodaśaṃ yajurmantralakṣaṇādhikaraṇam //	tattvAt-na-ativyAptiH // 13 // iti trayodaSam yajuH-mantra-lakzaNa-aDikaraNam //
   <B2> (yajurmantralakṣaṇam) mantratvapadopādānena brāhmaṇaṃ vyāvartayan	<B2> (yajuH-mantra-lakzaNam) mantra-tva-pada-upAdAnena brAhmaNam vyAvartayan
   yajurlakṣaṇamāha --------- ṛksāmeti //	yajuH-lakzaNam-Aha -------- Rc-sAma-iti //
   prācāmukte lakṣaṇe stobhākṣareṣvativyāptiṃ prasaktāmiṣṭāpattyā pariharati	prAcAmukte lakzaNe stoBa-akzarezu-ati-vyAptim prasaktAm-izwa-ApattyA pariharati
   ---------- stobheti //	--------- stoBA-iti //
   praśliṣṭapaṭhitatvasya mūlagrantheṣu niveśitasyāpi vyavartyābhāvena	praSlizwa-paWita-tvasya mUla-granTezu niveSitasya-api vyavartya-aBAvena
   pādabandhābhāvavatvādakṣaraghaṭitatvarūpasvarūpakīrtanamātrārthatvābhi	pAda-banDa-aBAvava-tvAt-akzara-Gawita-tva-rUpa-svarUpa-kIrtana-mAtra-arTa-tva-aBi
   prāyeṇānupanyāsaḥ //	prAyeNa-anupanyAsaH //
   iti trayodaśaṃ yajurmantralakṣaṇādhikaraṇam //	iti trayodaSam yajuH-mantra-lakzaNa-aDikaraNam //
   ------------------ <B1> (14 adhikaraṇam / ) (a.2 pā.1 adhi.14) nigadovāya	----------------- <B1> (14 aDikaraNam / ) (a.2 pA.1 aDi.14) nigadaH-vAya
   turthaḥ syāddharma viśeṣāt nigadasaṃjñakānāṃ mantrāṇāṃ saṃjñābhedādupāṃśu	turTaH syAt-Darma viSezAt nigada-saMjQakAnAm mantrANAm saMjQA-BedAt-upAMSu
   yajuṣā uccairnigadeneti vipratiṣiddhadharmabhedācca bhedo yajurbhya iti	yajuzA uccEs-nigadena-iti vipratizidDa-Darma-BedAt-ca BedaH yajurByaH iti
   prapte --------- "ṛcaḥ sāmāni yajūṃṣī"ti vede trayāṇāmeva mantrabhedānāṃ	prapte -------- "RcaH sAmAni yajUMzI"ti vede trayANAm-eva mantra-BedAnAm
   saṃkīrtanāt "mantra eva khalvayaṃ nigadabhūto bhavati tasmādyajuri"ti ca	saMkIrtanAt "mantraH eva Kalu-ayam nigada-BUtaH Bavati tasmAt-yajuH-i"ti ca
   liṅgānnigadānāṃ yajuṣṭvameva, saṃjñā tu brāhmaṇaparivrājakanyāyenābhede	liFgAt-nigadAnAm yajuzwvam-eva, saMjQA tu brAhmaNa-parivrAjaka-nyAyena-aBede
   'pyupapannā /	api-upapannAH /
   nigadatvaṃ ca yajuṣṭvāvāntaradharmo natu nitarāṃ upāṃśusvarātiriktasvareṇa	nigada-tvam ca yajuzwvA-avAntara-DarmaH na-tu nitarAm upAMSu-svara-atirikta-svareNa
   gadyamānatvam; "namaḥ pravaktre" ityādinigadeṣu upāṃśupaṭhyamāneṣvavyāpteḥ	gadyamAna-tvam; "namaH pravaktre" ityAdi-nigadezu upAMSu-paWyamAnezu-avyApteH
   naca dharmabhedādbhedaḥ; viśeṣavihitenoccaiṣṭvena	na-ca Darma-BedAt-BedaH; viSeza-vihitena-uccEzwvena
   sāmānyavihitasyopāṃśutvasyānyaparatvāvasāyāt, upāṃśu yajuṣetyasya	sAmAnya-vihitasya-upAMSu-tvasya-anya-paratva-avasAyAt, upAMSu yajuza-iti-asya
   vedopakramānurodhena yajurvedavihitakarmamātre upāṃśutvavidhāyakatvasya	veda-upakrama-anuroDena yajurveda-vihita-karma-mAtre upAMSu-tva-viDAyaka-tvasya
   vakṣyamāṇatvena bhavanmate 'pi saṃkocasyāvaśyakatvācca /	vakzyamANa-tvena Bavat-mate api saMkocasya-AvaSyaka-tvAt-ca /
   nacaivamupakramavaśena yajuḥpade vedalakṣaṇāvannigadapade 'pi	naca-evam-upakrama-vaSena yajuH-pade veda-lakzaNa-avat-nigada-pade api
   yajurvedalakṣaṇāpatterekasminkarmaṇi dharmadvayavikalpāpattiḥ,	yajurveda-lakzaNa-ApatteH-ekasmin-karmaNi Darma-dvaya-vikalpa-ApattiH,
   "vāyoryajurveda" ityupakramasya yajuḥ pada eva lakṣaṇātātparyagrāhakatvāt,	"vAyoH-yajurveda" iti-upakramasya yajuH padaH eva lakzaNa-AtAtparya-grAhaka-tvAt,
   anyathā vāyornigadaveda ityapi kiṃ nāvakṣyat /	anyaTA vAyoH-nigada-vedaH iti-api kim na-avakzyat /
   ataścoccairnigadeneti svatantra eva nirarthavādako	atas-ca-uccEs-nigadena-iti svatantraH eva nirarTa-vAdakaH-
   'yamuccaiṣṭvaniyamavidhirviśeṣavihitātiriktanigadoddeśena /	ayam-uccEzwva-niyama-viDiH-viSeza-vihita-atirikta-nigada-uddeSena /
   teṣu hi parapratyāyanarūpakāryavaśenopāṃśutvanivṛttāvapi	tezu hi para-pratyAyana-rUpa-kArya-vaSena-upAMSu-tva-nivRttO=-api
   mandrādyanekasvaraprāptau uccaiṣṭvaniyamo nānupapannaḥ /	mandra-Adi-aneka-svara-prAptO uccEzwva-niyamaH na-anupapannaH /
   ato nigadabhreṣe yajurbhreṣaprāyaścittam, āśvinādau pāriplavaśaṃsanaṃ vā	atas nigada-Breze yajuH-Breza-prAyaScittam, ASvina-AdO pAriplava-SaMsanam vA
   // 13 // iti caturdaśaṃ nigadayajuṣṭvādhikaraṇam //	// 13 // iti caturdaSam nigadaya-juzwvA-aDikaraNam //
   <B2> (pūrvādhikaraṇenākṣepasaṅgatiḥ saṃjñābedānnigadānāṃ	<B2> (pUrva-aDikaraNena-Akzepa-saFgatiH saMjQA-bedAn-nigadAnAm
   yajurbhedapūrvapakṣaśca)	yajuH-Beda-pUrva-pakzaH-ca)
   śeṣe yajuḥ śabdāḥ / Jaim_2,1.37 /	Seze yajuH SabdAH / JEm_2,1.37 /
   iti pūrvasūtreṇa ṛksāmabhinnatayā yajurbhedakathanena	iti pUrva-sUtreNa Rc-sAma-Binna-tayA yajuH-Beda-kaTanena
   yanmantratraividhyamuktaṃ tadākṣepeṇeha pūrvapakṣakaraṇādākṣepasaṅgatiṃ	yat-mantra-trEviDyam-uktam tad-AkzepeNa-iha pUrva-pakza-karaNAt-Akzepa-saFgatim
   spaṣṭatvādanabhidhāya pūrvapakṣamevāha	spazwa-tvAt-anaBiDAya pUrva-pakzam-eva-Aha
   -------- nigadasaṃjñakānāmiti //	------- nigada-saMjQakAnAm-iti //
   te ca prāyaḥ parasaṃbodhanārthā "agnīdagnīnvihare" tyādayaḥ,	te ca prAyas para-saMboDana-arTAH "agnIt-agnIn-vihare" tyAdayaH,
   nigado vā caturthaṃ syād dharmaviśeṣāt / Jaim_2,1.38 /	nigadaH vA caturTam syAt Darma-viSezAt / JEm_2,1.38 /
   iti pūrvapakṣasūtre dharmaviśeṣāditi padena uccaiṣṭvādidharmānyatvasya	iti pUrva-pakza-sUtre Darma-viSezAt-iti padena uccEzwva-Adi-Darma-anyatvasya
   pūrvapakṣa hetutayā prāthamyokteḥ	pUrva-pakza hetu-tayA prATamyA-ukteH
   vyapadeśāc ca / Jaim_2,1.39 /	vyapadeSAt ca / JEm_2,1.39 /
