   śrīḥ	SrIH
   yāvad uktaṃ vā karmaṇaḥ śrutimūlatvāt / Jaim_2,3.13 /	yAvat uktam vA karmaNaH Sruti-mUla-tvAt / JEm_2,3.13 /
   yajatis tu dravyaphalabhoktṛsaṃyogād eteṣāṃ karmasambandhāt / Jaim_2,3.14	yajatiH tu dravya-Pala-BoktR-saMyogAt etezAm karma-sambanDAt / JEm_2,3.14
   liṅgadarśanāc ca / Jaim_2,3.15 /	liFga-darSanAt ca / JEm_2,3.15 /
   START MJaiNy 2,3.12-14	START MJENi 2,3.12-14
   pañcamādhikaraṇamāracayati -	paQcama-aDikaraNam-Aracayati -
   vāyavyaḥ śveta ālabhyo bhūtyai saurye caruṃ tathā /	vAyavyaH SvetaH AlaByaH BUtyE sOrye carum taTA /
   nirvapedbahmatejorthamīṣāmuṣṭiniruptayoḥ // MJaiNy_2,3.12 //	nirvapet-bahma-tejorTam-IzA-muzwi-niruptayoH // MJENi-_2,3.12 //
   guṇau śvetaṃ caruṃ kiṃvā yāvatkathitakarmaṇī /	guNO Svetam carum kiMvA yAvat-kaTita-karmaNI /
   phalārthe athavā yāge viśiṣṭau vihitāviha // MJaiNy_2,3.13 //	Pala-arTe aTavA yAge viSizwO vihitO=-iha // MJENI-_2,3.13 //
   śvaityaṃ vāyuspṛgīṣāyāmāgneye ca raviprabhe /	SvEtyam vAyu-spRgIzAyAm-Agneye ca ravi-praBe /
   carurguṇaścaruḥ sthālī nirvāpastu tadāśritaḥ // MJaiNy_2,3.14 //	caruH-guNaH-caruH sTAlI nirvApaH-tu tad-ASritaH // MJENi-_2,3.14 //
   phalāhānerna tatkiṃ tu yāvaccoditakarma tat /	Pala-ahAneH-na tat-kim tu yAvat-codita-karma tat /
   dravyādirūpasaṃpatteravāryā yāgatā'rthikī // MJaiNy_2,3.15 //	dravya-Adi-rUpa-saMpatteH-avAryA yAgatA-arTikI // MJENi-_2,3.15 //
   anārabhyedamāmnāyat - 'vāyavyaṃ śvetamālabheta bhūtikāmaḥ' iti, 'saurye	anAraByedamAmnAyat  avAyavyam Svetam-AlaBeta BUti-kAmaH-a iti, asOrye
   caruṃ nirvapedbrahmavarcasakāmaḥ' iti ca |	carum nirvapet-brahmavarcasa-kAmaHa iti ca |
   tathā -darśapūrṇamāsayoridamāmnāyater -"iṣāmālabheta"iti,"caturo	taTA -darSa-pUrNamAsayoH-idamAmnAyateH -"izA-mAla-Beta-"iti,"caturaH-
   muṣṭīnnirvapati"iti car |	muzwIn-nirvapati"-iti car |
   iṣā śakaṭagato lāṅgaladaṇḍavaddīrghaḥ kāṣṭhaviśeṣaḥ |	izA Sakawa-gataH lAFgala-daNxa-vat-dIrGaH kAzWa-viSezaH |
   tasyā ālambhaḥ sparśaḥ |	tasyAH AlamBaH sparSaH |
   tametaṃ darśapūrṇamāsagatamīṣālambhamanūdya tasyāmālabhyāyāmīṣāyāṃ	tam-etam darSa-pUrNamAsa-gata-mIzA-AlamBa-m-anUdya tasyAm-AlaByAyAm-IzAyAm
   śvetatvaguṇo vidhīyate |	Sveta-tvaguNaH viDIyate |
   tasya ca śvetakāṣṭhasya vāyunā spṛśyamānatvādvāyavyatā saṃbhavati |	tasya ca SvetakAzWasya vAyunA spRSyamAna-tvAt-vAyavya-tA saMBavati |
   tathā - caturmuṣṭinirvapaṇamanūdya carurguṇatvena vidhīyate |	taTA  catur-muzwi-nirvapaNam-anUdya caruH-guNa-tvena viDIyate |
   caruḥ sthālī |	caruH sTAlI |
   sā ca nirvāpasyā'śrayaḥ |	sA ca nirvApasyAH-aSrayaH |
   niruptasya haviṣa āgneyatayā sūryavatprabhāsaṃbandhātsauryavat |	niruptasya havizaH Agneya-tayA sUrya-vat-praBA-saMbanDAt-sOrya-vat |
   bhūtibrahmavarcase phale ca sarvakāmikayordarśapūrṇamāsayoḥ pūrvasiddhe	BUti-brahmavarcase Pale ca sarva-kAmikayoH-darSa-pUrNamAsayoH pUrva-sidDe
   evānūdyete |	eva-AnUdyete |
   tasmāt - guṇavidhī - ityekaḥ pūrvapakṣaḥ |	tasmAt  guNa-viDI  iti-ekaH pUrva-pakzaH |
   nahi phalapadayornityavacchrutayoḥ saṃbhavatprayojanayośca	na-hi Pala-padayoH-nitya-vat-SrutayoH saMBavat-prayojanayoH-ca
   pākṣikānuvādatvam, ānarthakyaṃ vā yuktam |	pAkzika-anuvAda-tvam, AnarTakyam vA yuktam |
   tasmāt --guṇaphalaviśiṣṭe karmāntare vidhīyete |	tasmAt --guNa-Pala-viSizwe karma-antare viDIyete |
   tadāpi yāgasyāśravaṇādīlambhanirvāpayoreva śravaṇādyāvaduktakarmavidhiḥ-	tadA-api yAgasya-aSravaNa-AdI-lamBa-nirvApayoH-eva SravaNAt-yAvat-ukta-karma-viDiH-
   iti dvitīyaḥ pūrvapakṣaḥ |	iti dvitIyaH pUrva-pakzaH |
   śvetapaśucarudravyayoḥ, vāyusūryadevatayośca spaṣṭaṃ pratīyamānatayā	Sveta-paSu-caru-dravyayoH, vAyu-sUrya-devatayoH-ca spazwam pratIyamAna-tayA
   rūpavatoryāgayorārthikayorvārayitumaśakyatvāddravyadevatāviśiṣṭayoryāgayorvidhirabhyupagantavyaḥ	rUpavatoH-yAgayoH-ArTikayoH-vArayitum-aSakya-tvAt-dravya-devatA-viSizwayoH-yAgayoH-viDiH-aByupagantavyaH
   'bhūtikāmo vāyavyena śvetena paśunā yajeta' 'brahmavarcasakāmaḥ sauryeṇa	aBUti-kAmaH vAyavyena Svetena paSunA yajeta-a abrahmavarcasa-kAmaH sOryeNa
   caruṇā yajeta' ityevaṃvidhor'thasiddho vidhiḥ |	caruNA yajeta-a iti-evaMviDor-aTa-sidDaH viDiH |
   dravyadevatāsaṃbandhakalpitasya yāgasya liṅpratyayena	dravya-devatA-saMbanDa-kalpitasya yAgasya liFpratyayena
   kartavyatāvidhāvālambhanirvāpayordhātvarthayoḥ kā gatiḥ- iti cet |	kartavyatA-=-iDO=-AlamBa-nirvApayoH-DAtu-arTayoH kA gatiH iti ced |
   'anuvādaḥ' iti brūmaḥ- iti siddhāntaḥ || MJaiNyC_2,3.12-15 ||	aanuvAdaH-a iti brUmaH iti sidDAntaH || MJENyC_2,3.12-15 ||
   (ṣaṣṭhe vatsālambhādīnāṃ saṃskāratādhikaraṇe sūtre 16-17)	(zazWe vatsa-AlamBa-AdInAm saMskAra-tA-aDikaraNe sUtre 16-17)
   viṣaye prāyadarśanāt / Jaim_2,3.16 /	vizaye prAya-darSanAt / JEm_2,3.16 /
   arthavādopapatteś ca / Jaim_2,3.17 /	arTavAda-upapatteH ca / JEm_2,3.17 /
   START MJaiNy 2,3.16	START MJENi 2,3.16
   ṣaṣṭhādhikaraṇamāracayati -	zazWa-aDikaraNam-Aracayati -
   ṣatsālambho yajiḥ sparśo vā vāyavyādivadyajiḥ /	zatsa-AlamBaH yajiH sparSaH vA vAyavya-Adi-vat-yajiH /
   sparśaḥ syāddevarāhityātsaṃskāraḥ prāyapāṭhataḥ // MJaiNy_2,3.16 //	sparSaH syAt-devarAhityAt-saMskAraH prAya-pAWataH // MJENi-_2,3.16 //
   agnihotradohādhikāre śrūyate -"vatsamālabheta"iti |	agnihotra-doha-aDikAre SrUyate -"vatsamAla-Beta"-iti |
   tatra 'vimato vatsālambho yajiḥ syāt, prāṇidravyakālambhatvāt,	tatra avimataH vatsa-AlamBaH yajiH syAt, prANi-dravya-kAlamBa-tvAt,
   vāyavyālambhavat' iti cet |	vAyavI-AlamBavat-a iti ced |
   na |	na |
   devatārāhityena tadvaiṣamyāt |	devatA-rA-hityena tad-vEzamyAt |
   kiṃca - 'ayaṃ vatsālambho 'gnihotrāṅgasaṃskāraḥ, tatprāye paṭhitatvāt,	kiMca  aayam vatsa-AlamBaH agnihotra-aFga-saMskAraH, tad-prAye paWita-tva-at,
   itarasaṃskāravat' |	itara-saMskAravat-a |
   tasmāt - aye sparśamātravidhiḥ || MJaiNyC_2,3.16 ||	tasmAt  aye sparSa-mAtra-viDiH || MJENyC_2,3.16 ||
   (saptame naivāracarorādhānārthatādhikaraṇe sūtram)	(saptame na-evAra-caroH-ADAna-arTa-tA-aDikaraNe sUtram)
   saṃyuktas tv arthaśabdena tadarthaḥ śrutisaṃyogāt / Jaim_2,3.18 /	saMyuktaH tu arTa-Sabdena tad-arTaH Sruti-saMyogAt / JEm_2,3.18 /
   START MJaiNy 2,3.17-18	START MJENi 2,3.17-18
   saptamādhikaraṇamāracayati -	saptama-aDikaraNam-Aracayati -
   carurbhavati naivāra upadhatte caruṃ tviti /	caruH-Bavati na-evAraH upaDatte carum tu-iti /
   yāgaḥ syādupadhānaṃ vā yāgaḥ śeṣoktadaivataḥ // MJaiNy_2,3.17 //	yAgaH syAt-upaDAnam vA yAgaH Seza-ukta-dEvataH // MJENI-_2,3.17 //
   yāgatvāniścaye śeṣo nāpekṣyo 'to yajiḥ kutaḥ /	yAga-tvA-niScaye SezaH na-apekzyaH atas yajiH kutas /
   kiṃtūpadhānamātratvaṃ yāvaduktaṃ carau sthitam // MJaiNy_2,3.18 //	kiMtu-upaDAna-mAtra-tvam yAvat-uktam carO sTitam // MJENi-_2,3.18 //
   agnau śrūyate - 'naivāraścarurbhavati' iti, 'carumupadadhāti' iti ca |	agnO SrUyate  anEvAraH-caruH-Bavati-a iti, acarum-upadaDAti-a iti ca |
   tatra - nīvāracarudravyako yāgo vidhīyate |	tatra  nIvAra-caru-dravyakaH yAgaH viDIyate |
   na cātra devatāyā abhāvaḥ |	na ca-atra devatAyAH aBAvaH |
   'bṛhaspatevāṃ etadannaṃ yadmīvārāḥ' iti vākyaśeṣeṇa devatāsiddheḥ |	abRhaspatevAm etat-annam yat-mIvArAH-a iti vAkya-SezeNa devatA-sidDeH |
   upadhānaṃ tu yāgopayuktasya pratipattiḥ sviṣṭakṛdādivat - iti prāpte,	upaDAnam tu yAga-upayuktasya pratipattiH svizwakRt-Adi-vat  iti prApte,
   brūmaḥ- 'yāgavidhau niścite sati paścāddevatāyāmapekṣitāyāṃ	brUmaH ayAga-viDO niScite sati paScAt-devatAyAm-apekzitAyAm
   vākyaśeṣabalāddevatākḷṣṭiḥ, iha tu devatākalpanena yāgavidhitvaniścayaḥ |	vAkya-Seza-balAt-devatA-k?zwiH, iha tu devatA-kalpanena yAga-viDi-tva-niScayaH |
   ityanyonyāśrayaḥ |	iti-anyonya-ASrayaH |
   tasmāt - ihopadhānamātraṃ vidhīyate || MJaiNyC_2,3.17-18 ||	tasmAt  iha-upaDAna-mAtram viDIyate || MJENyC_2,3.17-18 ||
   (aṣṭame pātnīvatasya paryagnikaraṇaguṇakatvādhikaraṇe sūtram)	(azwame pAtnIvatasya paryagnikaraNa-guNaka-tva-aDikaraNe sUtram)
   pātnīvate tu pūrvatvād avacchedaḥ / Jaim_2,3.19 /	pAtnIvate tu pUrva-tvAt avacCedaH / JEm_2,3.19 /
   START MJaiNy 2,3.19-21	START MJENi 2,3.19-21
   aṣṭamādhikaraṇamāracayati --	azwama-aDikaraNam-Aracayati --
   paryagnikṛtaḥ pātnīvata utsṛjyata ityasau /	paryagnikRtaH pAtnIvataH utsRjyate iti-asO /
   yāgau guṇo vā yāgaḥ syādanvayāvyavadhānataḥ // MJaiNy_2,3.19 //	yAgO guNaH vA yAgaH syAt-anvaya-avi-avaDAnataH // MJENi-_2,3.19 //
   pratyabhijñātamālabhyamanūdyotsargaśabdataḥ /	pratyaBijQAtam-AlaBya-manUdya-utsarga-SabdataH /
   guṇaṃ paryagnikṛtyākhyaṃ vaktyuttaranivṛttaye // MJaiNy_2,3.20 //	guNam paryagnikRtya-AKyam vakti-uttara-nivRttaye // MJENi-_2,3.20 //
   na duṣṭā parisaṃkhyātra codakātprāgvidhau sati /	na duzwA parisaMKyA-atra ca-udakAt-prAc-viDO sati /
   paryagnikaraṇāntāṅgarītiḥ kḷptopakārataḥ // MJaiNy_2,3.21 //	paryagnikaraNa-anta-aFgarItiH k?pta-upakArataH // MJENi-_2,3.21 //
   'tvāṣṭraṃ pātnīvatamālabheta' iti prakṛtyedamāmnātam-'paryāgnikṛtaṃ	atvAzwram pAtnIvatamAla-Beta-a iti prakRtyA-idam-AmnAtam--aparya-agni-kRtam
   pātnīvatamutsṛjanti' iti |	pAtnIvatam-utsRjanti-a iti |
   tatra paryagnikṛtaśabdena saṃskṛtapaśudravyasya pātnīvataśabdena	tatra paryagnikRta-Sabdena saMskRta-paSu-dravyasya pAtnIvata-Sabdena
   patnīvannāmakadevatāsaṃbandhasya ca pratīyamānatvādamaṃ yāgavidhiḥ |	patnI-vat-nAmaka-devatA-saMbanDasya ca pratIyamAna-tva-adamam yAga-viDiH |
   evaṃ sati paryagnikṛtapātnīvataśabdayoravyavahitānvayo labhyate |	evam sati paryagnikRta-pAtnI-vata-SabdayoH-avyavahita-anvayaH laByate |
   siddhānte tu 'paryagnikṛtamutsṛjanti' ityanvayaṃ vāñchanti |	sidDAnte tu aparyagni-kRtam-utsRjanti-a iti-anvayam vAQCanti |
   tadā vyavahitānvayo durvāraḥ |	tadA vyavahita-anvayaH durvAraH |
   tasmāt-ṣāyavyapaśuvadyāgavidhiḥ- iti prāpte, brūmaḥ-	tasmAt--zAya-vya-paSu-vat-yAga-viDiH iti prApte, brUmaH-
   anārabhyādhītatvānnāsti sayavye prakṛtapratyabhijñā |	anAraBya-aDIta-tvAt-na-asti sa-yavye prakRta-pratyaBijQA |
   iha tvālabhyatvena prakṛtaḥ paśuḥ pātnīvataśabdena pratyabhijñāyate |	iha tu-AlaBya-tvena prakRtaH paSuH pAtnIvata-Sabdena pratyaBijQAyate |
   tamanūdya paryagnikṛtaśabdānvitena 'utsṛjanti' ityākhyātena	tam-anUdya paryagnikRta-Sabda-anvitena autsRjanti-a iti-AKyAtena
   paryagnikaraṇākhyo guṇo vidhīyate |	paryagnikaraNa-AKyaH guNaH viDIyate |
   na ca prakṛtimatasya paryagnikaraṇasya vikṛtau codakena	na ca prakRti-matasya paryagnikaraNasya vikRtO ca-udakena
   prāptatvādanarthako 'yaṃ vidhiridhivācyam |	prApta-tvAt-anarTakaH ayam viDiH-iDi-vAcyam |
   uparitanāṅgānanuvṛtterdidhiprayojanatvāt |	uparitana-aFgAn-anuvRtteH-diDi-prayojana-tvAt |
   nanvevaṃ sati parisaṃkhyā syāt |	nanu-evam sati parisaMKyA syAt |
   sā ca doṣatrayaduṣṭā |	sA ca dozatraya-duzwAH |
   svārthatyāgaḥ, anyārthasvīkāraḥ, prāptavādhaśceti trayo doṣāḥ |	sva-arTa-tyAgaH, anya-arTa-svIkAraH, prApta-vADaH-ca-iti trayaH dozAH |
   paryagnikaraṇavākye svārtho bidhistyajyeta, anyārthe niṣedhaḥ svī kriyeta,	paryagnikaraNa-vAkye sva-arTaH biDiH-tyajyeta, anya-arTe nizeDaH svI kriyeta,
   codakaprāptānyuparitanāṅgāni bādhyeran |	ca-udaka-prAptAni-uparitana-aFgAni bADyeran |
   maivam |	mA-evam |
   'paryagnikaraṇottaramāvīnyaṅgāni nānuṣṭheyāni' ityetasyāḥ parisaṃkhyāyā	aparyagni-karaNa-uttaram-AvIni-aFgAni na-anuzWeyAni-a iti-etasyAH parisaMKyAyAH-
   anaṅgīkārāt |	anaFgIkArAt |
   kathaṃ tarhi tannivṛttiḥ- 'ārthikī' iti brūmaḥ |	kaTam tarhi tad-nivRttiH aArTikI-a iti brUmaH |
   codakapravṛtteḥ prāgevāyaṃ vidhiḥ pravartate, pratyakṣopadeśasya	ca-udaka-pravRtteH prAk-eva-ayam viDiH pravartate, pratyakza-upadeSasya
   śīghrabuddhijanakatayā kalpyātideśātprabalatvāt |	SIGra-budDi-janakatayA kalpyA-ati-deSAt-prabala-tvAt |
   tathāsatyupadiṣṭairevāṅgairnirākāṅkṣāyāṃ vikṛtau	taTA-asati-upadizwEH-eva-aFgEH-nirAkAFkzAyAm vikRtO
   codakasyāpravṛtyaivoparitanānyaṅgāni na prāpyante |	ca-udakasya-apravRtya-eva-uparitanAni-aFgAni na prApyante |
   na cānena nyāyena paryagnikaraṇātprācīnānāmapya prāptiriti vācyam |	na ca-anena nyAyena paryagnikaraNAt-prAcInAnAm-apya prAptiH-iti vAcyam |
   vidhīyamānasya paryāgnikaraṇasya nūtanatve satyupakārakalpanāpattyā	viDIyamAnasya paryAgni-karaNasya nUtana-tve sati-upakAra-kalpanA-ApattyA
   prakṛtau yatkḷptopakāraṃ paryagnikaraṇaṃ, tadavasthāpannasyaivātra	prakRtO yat-k?pta-upakAram paryagnikaraNan, tad-avasTA-Apannasya-eva-atra
   vidheyatvāt |	viDeya-tvAt |
   prakṛtau ca prācīnāṅganantaramādina evopakāraḥ kḷpta ityatrāpi	prakRtO ca prAcIna-aFga-nantaram-AdinaH eva-upakAraH k?ptaH iti-atra-api
   tādṛśasyaiva vidhānātparyāgnikaraṇāntāṅgarītiḥ sidhyati |	tAdRSasya-eva viDAnAt-parya-agni-karaNa-anta-aFgarItiH siDyati |
   evaṃ ca sati 'utsṛjanti' ityākhyātena	evam ca sati autsRjanti-a iti-AKyAtena
   yathoktaparyagnikaraṇavidhāvarthasiddha uparitanāṅgotsargo dhātunānūdyate	yaTA-ukta-paryagnikaraNa-viDO=-arTa-sidDaH uparitana-aFga-utsargaH DAtunA-anUdyate
   tadegmatra guṇavidhiḥ || MJaiNyC_2,3.19-21 ||	tat-egmatra guNa-viDiH || MJENyC_2,3.19-21 ||
   (navame, adābhyādīnāṃ grahanāmatādhikaraṇe sūtram)	(navame, ada-aBi-AdInAm graha-nAmata-aDikaraNe sUtram)
   adravyatvāt kavele karmaśeṣaḥ syāt / Jaim_2,3.20 /	adravya-tvAt kavele karma-SezaH syAt / JEm_2,3.20 /
   START MJaiNy 2,3.22-23	START MJENi 2,3.22-23
   navamādhikaraṇamāracayati -	navama-aDikaraNam-Aracayati -
   yadadābhyaṃ gṛhītveti gṛhṇātyaṃśumiti dvayam /	yat-adAByam gRhItvA-iti gRhNAti-aMSum-iti dvayam /
   tadyāgo vā guṇo yāgaḥ syādadābhyāṃśunāmataḥ // MJaiNy_2,3.22 //	tad-yAgaH vA guNaH yAgaH syAt-adAByAMSu-nAm-atas // MJENi-_2,3.22 //
   grahayoreva nāma syādānantaryādvidhistayoḥ /	grahayoH-eva nAma syAt-AnantaryAt-viDiH-tayoH /
   guṇo 'stasya vākyena jyotiṣṭomābhigāminā // MJaiNy_2,3.23 //	guNaH astasya vAkyena jyotizwoma-aBigAminA // MJENi-_2,3.23 //
   amārabhya śrūyate - 'eṣa vai ddaviṣā haviryajate, yo 'dābhyaṃ gṛhītvā	am-AraBya SrUyate  aeza vE ddavizA haviH-yajate, yaH adAByam gRhItvA
   somāya yajate' iti 'parā vā etasyā'yuḥ prāṇa eti, yoṃ'śuṃ gṛhṇāti' iti ca	somAya yajate-a iti aparAH vE etasyAH-ayuH prANaH eti, yoM-aSum gRhNAti-a iti ca
   tatra- adābhyaśabdasya jyotirādivadapūrvanāmatvāttannāmako yāgo 'yajate'	tatra adAByaSabdasya jyotiH-Adi-vat-apUrva-nAma-tvAt-tad-nAmakaH yAgaH ayajate-a
   ityākhyātena vidhīyate |	iti-AKyAtena viDIyate |
   'aṃśuma' ityatra yajateravaśravaṇe 'pi nāmaviśeṣabalādevāpūrvayāgavidhiḥ |	aaMSuma-a iti-atra yajateH-avaSravaNe api nAma-viSeza-balAt-eva-apUrva-yAga-viDiH |
   na cātra dravyadevatayorabhāvaḥ |	na ca-atra dravya-devatayoH-aBAvaH |
   grahaṇaliṅgena jyotiṣṭomavikṛtitvādagatau tadīyavidhyantātideśena	grahaNa-liFgena jyotizwoma-vikRti-tvAt-agatO tadIya-viDi-anta-atideSena
   tatsiddheḥ - iti prāpte, brūmaḥ- bhavatvadābhyāṃśuśabdayornāmatvam |	tad-sidDeH  iti prApte, brUmaH Bavatu-adAByAMSu-SabdayoH-nAma-tvam |
   te ca nāmanī grahayoreva syātām, na tu yāgayoḥ |	te ca nAmanI grahayoH-eva syAtAm, na tu yAgayoH |
   'gṛhītvā' itiśabdasyānantarameva pāṭhāt |	agRhItvA-a iti-Sabdasya-anantaram-eva pAWAt |
   yajatistu vyavahitaḥ |	yajatiH-tu vyavahitaH |
   tādṛśo 'pi yajiraṃśuvākye nāsti |	tAdRSaH api yajiH-aMSu-vAkye na-asti |
   tasmādgrahayorevātra vidhiḥ |	tasmAt-grahayoH-eva-atra viDiH |
   grahaṇaṃ ca jyotiṣṭomagatasya somarasasya saṃskārarūpo guṇaḥ,	grahaNam ca jyotizwoma-gatasya soma-rasasya saMskAra-rUpaH guNaH,
   aindravāyavādigrahaṇasamānatvāt |	Endra-vAya-vAdi-grahaNa-samAna-tvAt |
   yadyapyatra na prakṛto jyotiṣṭhomaḥ, tathāpi tatsaṃbandhigrahaṇadvārā	yadi-api-atra na prakRtaH jyotizWomaH, taTA-api tad-saMbanDi-grahaNa-dvArA
   vākyasya jyotiṣṭobhagāmitvam |	vAkyasya jyotizwoBa-gAmi-tvam |
   ata eva 'somāyādābhyaṃ gṛhītvā' iti nirdiśyate |	atas eva asomAyAdAByam gRhItvA-a iti nirdiSyate |
   athavā-taittirīyāṇāṃ ṣaṣṭhakāṇḍe ṣaṣṭhe prapāṭhake prākaraṇikaṃ	aTavA-a-tEttirIyANAm zazWa-kANxe zazWe prapAWake prAkaraNikam
   viniyojakaṃ vākyaṃ draṣṭavyam |	viniyojakam vAkyam drazwavyam |
   tasmāt-jyotiṣṭome guṇavidhiḥ || MJaiNyC_2,3.22-23 ||	tasmAt--jyotizwome guNa-viDiH || MJENyC_2,3.22-23 ||
   (daśame agnicayanasya saṃskāratādhikaraṇe sūtrāṇi 21-23)	(da-Same agni-cayanasya saMskAra-tA-aDikaraNe sUtrANi 21-23)
   agnis tu liṅgadarśanāt kratuśabdaḥ pratīyeta / Jaim_2,3.21 /	agniH tu liFga-darSanAt kratu-SabdaH pratIyeta / JEm_2,3.21 /
   dravyaṃ vā syāc codanāyās tadarthatvāt / Jaim_2,3.22 /	dravyam vA syAt codanAyAH tad-arTa-tvAt / JEm_2,3.22 /
   tatsaṃyogāt kratus tadākhyaḥ syāt tena dharmavidhānāni / Jaim_2,3.23 /	tad-saMyogAt kratuH tadAKyaH syAt tena Darma-viDAnAni / JEm_2,3.23 /
   START MJaiNy 2,3.24-25	START MJENi 2,3.24-25
   daśamādhikaraṇamāracayati-	daSama-aDikaraNam-Aracayati-
   agniṃ cinuta ityatra yāgo vā saṃskṛtiyaṃjiḥ /	agnim cinutaH iti-atra yAgaH vA saMskRti-yaMjiH /
   liṅgena yāganāmatvādyajimā cānuvādataḥ // MJaiNy_2,3.24 //	liFgena yAga-nAma-tva-Adi-ajimA ca-anuvAdataH // MJENI-_2,3.24 //
   rūḍhyā dravyasya nāmaitadvahanerādhānavaccitiḥ /	rUXyA dravyasya nAma-etat-vahaneH-ADAna-vat-citiH /
   saṃskāraḥ saṃskṛte vahnāvagniṣṭomo vidhīyate // MJaiNy_2,3.25 //	saMskAraH saMskRte vahnO=-agnizwomaH viDIyate // MJENI-_2,3.25 //
   'ya evaṃ vidvānagniṃ cinute' ityevaṃ vidhāya śrūyate-'athāto	ayaH evam vidvAn-agnim cinute-a iti-evam viDAya SrUyate--aaTa-atas-
   'gnimāgniṣṭomenānuyajati,tamukthyena 'taṃ ṣoḍaśinā, tamatirātreṇa, ityādi	agnimAgnizwomena-anuyajati-,tam-ukTyena atam zoxaSinA, tam-ati-rAtreNa, ityAdi
   atra - agniśabdo yāgavācī |	atra  agni-SabdaH yAga-vAcI |
   stotraśastrādeḥ kratuliṅgasya śrūyamāṇatvāt |	stotra-Sastra-AdeH kratu-liFgasya SrUyamANa-tvAt |
   tacca liṅgamevaṃ śrūyate-'agneḥ stotraṃ,agneḥ śastram' iti, 'ṣaḍupasado	tat-ca liFgam-evam SrUyate--aagneH stotraM,agneH Sastram-a iti, azaz-upasadaH-
   'gniśrityasya bhavanti' iti ca |	agni-Sriti-asya Bavanti-a iti ca |
   yadi liṅgaṃ prāpakāpekṣam, tarhi yajinā tadanuvādaḥ prāpake 'stu |	yadi liFgam prApaka-apekzam, tarhi yajinA tad-anuvAdaH prApake astu |
   agnimagniṣṭomenānuyajati' ityatesminvākye 'agniṃ yajati' iti	agnim-agnizwomena-anuyajati-a ityatesmin-vAkye aagnim yajati-a iti
   yajisāmānādhikaraṇyāt 'upāṃśu yajati' itivadyāganāmatvam |	yajisA-mAna-ADikaraNyAt aupAMSu yajati-a itivat-yAga-nAma-tvam |
   athocyeta - anuśabdasyāgniśabdenānvayādyajyanvayo 'gniṣṭomasya, iti |	aTa-ucyeta  anuSabdasya-agni-Sabdena-anvayAt-yajyanvayaH agnizwomasya, iti |
   tathāpyagneḥ puroyajane satyagniṣṭomasyānuyajanaṃ saṃbhavati |	taTA-api-agneH puras-yajane sati-agnizwomasya-anuyajanam saMBavati |
   'devadattamanugacchati yajñadattaḥ' ityatra devadatte purogamanadarśanāt |	adeva-dattam-anugacCati yajQadattaH-a iti-atra devadatte purogamana-darSanAt |
   tasmāt 'agniṃ cinute' ityatrāgnināmako yāga ākhyātena vidhīyate |	tasmAt aagnim cinute-a iti-atra-agni-nAmakaH yAgaH AKyAtena viDIyate |
   cinotistu 'iṣṭakābhiragniṃ cinute' iti vākyaprāptasya cayanasya	cinotiH-tu aizwakABiH-agnim cinute-a iti vAkya-prAptasya cayanasya
   somayāgavikṛtitvena prāptasya grahasamudāyasyevānuvādaḥ- iti prāpte,	soma-yAga-vikRti-tvena prAptasya graha-samudAyasya-iva-anuvAdaH iti prApte,
   brūmaḥ- agniśabdo rūḍhyā bahnidravyamācaṣṭe |	brUmaH agni-SabdaH rUXyA bahni-dravyam-Acazwe |
   rūḍhiśca kḷptatayā liṅgādikalpyādyāgavācitvā-	rUXiH-ca k?pta-tayA liFga-Adi-kalpyAt-yAga-vAci-tvA-
   dbalīyasīti na yāganāmatvam |	dbalIyasi-iti na yAga-nAma-tvam |
   na cātra ṣāgarupamasti |	na ca-atra zAgarupam-asti |
   dravyadetayorasiddheḥ |	dravya-detayoH-asidDeH |
   ataḥ 'agnimādadhīta' ityuktādhānatvāt 'agniṃ cinute' ityuktaṃ	atas aagnimAt-aDIta-a iti-ukta-ADAna-tvAt aagnim cinute-a iti-uktam
   cayanamagnidravyasaṃskāraḥ |	cayanam-agni-dravya-saMskAraH |
   na ca saṃskṛtasya viniyogābhāvaḥ |	na ca saMskRtasya viniyoga-aBAvaH |
   'agnimagniṣṭomena yajate' ityādivākyairagniṣṭomādau viniyogāt |	aagnim-agnizwomena yajate-a ityAdi-vAkyEH-agnizwoma-AdO viniyogAt |
   tasmāt-saṃskāravidhiḥ || MJaiNyC_2,3.24-25 ||	tasmAt--saMskAra-viDiH || MJENyC_2,3.24-25 ||
   (ekādaśe māsāgnihotrādīnāṃ kratvantaratādhikaraṇe sūtram)	(ekAdaSe mAsa-agnihotra-AdInAm kratu-anta-ra-tA-aDikaraNe sUtram)
   prakaraṇāntare prayojanānyatvam / Jaim_2,3.24 /	prakaraNa-antare prayojana-anya-tvam / JEm_2,3.24 /
   START MJaiNy 2,3.26-27	START MJENi 2,3.26-27
   ekādaśādhikaraṇamāracayati-	ekAdaSa-aDikaraNam-Aracayati-
   māsaṃ juhotyagnihotraṃ guṇo 'nyatkarma vā guṇaḥ /	mAsam juhoti-agnihotram guNaH anyat-karma vA guNaH /
   anūdya prāptakarmātra māso 'prāpto vidhīyate // MJaiNy_2,3.26 //	anUdya prApta-karmA-atra mAsaH aprAptaH viDIyate // MJENI-_2,3.26 //
   upasadbhiścaritveti nitye tāsāmasaṃbhavāt /	upasadBiH-caritvA-iti nitye tAsAm-asaMBavAt /
