   =ācāra.kāṇḍam=	=a-AcAra.-kANxam=
   Par6.13cd/.śudhyate.sa.tri.rātreṇa.viprāṇāṃ.tarpaṇena.ca.//	Par6.-13cd/.SuDyate.-sa.tri.rAtreNa.-viprANAn.tarpaNena.ca.//
   Par6.14ab/.mṛga.rohid.varāhāṇāṃ.aver.bastasya.ghātakaḥ./	Par6.14ab/.-mRga.-rohit-.varAhANa-aM.aver.-bastasya.-GAtakaH./
   Par6.14cd/.aphāla.kṛṣṭaṃ.aśnīyād.aho.rātraṃ.upoṣya.saḥ.//	Par6.14cd/.a-PAla-.kRzwaM.aSnIyAt-.aho.-rAtraM.u-pozya.saH.//
   Par6.15ab/.evaṃ.catuṣ.padānāṃ.ca.sarveṣāṃ.vana.cāriṇāṃ./	Par6.15ab/.evan=-catuz.-padAnAn.ca.-sarvezAM.vana.-cAriNAM./
   Par6.15cd/.aho.rātra.uṣitas.tiṣṭhej.japed.vai.jāta.vedasaṃ.//	Par6.15cd/.aho.-rAtra-.uzita-s.tizWej.-japet-.vE.jAta.-veda-saM.//
   Par6.16ab/.śilpinaṃ.kārukaṃ.śūdraṃ.striyaṃ.vā.yas.tu.ghātayet./	Par6.16ab/.-Silpi-naM.kAru-kan.Su-udraM.-striyaM.vA.ya-s.tu.GAtayet./
   Par6.16cd/.prājāpatya.dvayaṃ.kṛtvā.vṛṣa.ekādaśa.dakṣiṇā.//	Par6.16cd/.-prAjApatya.-dvayan.kRtvA.-vRza-.ekAdaSa.-dakziNA.//
   Par6.17ab/.vaiśyaṃ.vā.kṣatriyaṃ.vā.api.nirdoṣaṃ.yo.abhighātayet./	Par6.17ab/.-vESyaM.vA.kzatriyaM.vA.-api.nirdozaM.yaH-.aBiGAtayet./
   Par6.17cd/.so.api.kṛcchra.dvayaṃ.kuryāt.go.viṃśad.dakṣiṇaṃ.dadet.//	Par6.17cd/.saH-.api.kRcCra.-dvayaM.kuryAt.-go.viMSad.-dakziNaM.dadet.//
   Par6.18ab/.vaiśyaṃ.śūdraṃ.kriyā.āsaktaṃ.vikarmasthaṃ.dvija.uttamaṃ./	Par6.18ab/.-vESyan.SUdraM.kriyA-.AsaktaM.vikarma-sTaM.dvija.-uttamaM./
   Par6.18cd/.hatvā.cāndrāyaṇaṃ.tasya.triṃśad.goś.caiva.dakṣiṇāṃ.//	Par6.18cd/.hatvA.cAndrAyaNaM.tasya.triMSat-.goH-.ca-eva.-dakziNAM.//
   Par6.19ab/.caṇḍālaṃ.hatavān.kaścid.brāhmaṇe.yadi.kaṃcana./	Par6.19ab/.caNxa-alaM.hatavAn-.kaScid-.brAhmaNe.ya-di.kaMcana./
   Par6.19cd/.prājāpatyaṃ.caret.kṛcchraṃ.go.dvayaṃ.dakṣiṇāṃ.dadat.//	Par6.19cd/.-prAjApatyan.caret.kRcCraM.go.-dvayaM.dakziNAM.dadat.//
   Par6.20ab/.kṣatriyeṇa.api.vaiśyena.śūdreṇa.eva.itareṇa.vā./	Par6.20ab/.kzatriyeNa-.api.vESyena.SUdreNa-.eva-.itareNa.vA./
   Par6.20cd/.caṇḍālasya.vadhe.prāpte.kṛcchra.ardhena.viśudhyati.//	Par6.20cd/.-caNxAlasya.vaDe.-prApte.-kRcCra-.arDena.-viSuDyati.//
   Par6.21ab/.corau.śva.pāka.caṇḍālau.vipreṇa.abhihatau.yadi./	Par6.21ab/.ca-urO.-Sva.-pAka-.-caNxAlO.vipreNa-.aBihatO.-yadi./
   Par6.21cd/.aho.rātra.uṣitaḥ.snātvā.pañca.gavyena.śudhyati.//	Par6.21cd/.aho.-rAtra-.uzita-H.snAtvA.-paQca.ga-vyena.-SuDyati.//
   Par6.22ab/.corau.śva.pāka.caṇḍālau.vipreṇa.abhihatau.yadi./	Par6.22ab/.ca-urO.-Sva.-pAka-.-caNxAlO.vipreNa-.aBihatO.-yadi./
   Par6.22cd/.aho.rātra.uṣitaḥ.snātvā.pañca.gavyena.śudhyati.//	Par6.22cd/.aho.-rAtra-.uzita-H.snAtvA.-paQca.ga-vyena.-SuDyati.//
   Par6.23ab/.caṇḍālaiḥ.saha.suptaṃ.tu.tri.rātraṃ.upavāsayet./	Par6.23ab/.-caNxAlEH.saha.-suptaM.tu.-tri.rAtraM.upavAsayet./
   Par6.23cd/.caṇḍāla.eka.pathaṃ.gatvā.gāyatrī.smaraṇāt.śuciḥ.//	Par6.23cd/.-caNxAla-.eka.paTaM.ga-tvA.-gAyatrI.-smaraNa-at.SuciH.//
   Par6.24ab/.caṇḍāla.darśane.sadya.ādityaṃ.avalokayet./	Par6.24ab/.-caNxAla.darSane.-sat-ya.AdityaM.avalokayet./
   Par6.24cd/.caṇḍāla.sparśane.caiva.sacailaṃ.snānaṃ.ācaret.//	Par6.24cd/.-caNxAla.sparSaneH-ca-eva.-sacElaM.snAnaM.A-Acaret.//
   Par6.25ab/.caṇḍāla.khāta.vāpīṣu.pītvā.salilaṃ.agrajaḥ./	Par6.25ab/.caNxAla.KAta.vApIzu.pI-tvA.salilaM.agrajaH./
   Par6.25cd/.ajñānāc.cca.eka.bhaktena.tv.aho.rātreṇa.śudhyati.//	Par6.25cd/.a-jQAna-Ac.t-ca.eka.-Baktena.tu-.aho.-rAtreNa.-SuDyati.//
   Par6.26ab/.caṇḍāla.bhāṇḍa.saṃspṛṣṭaṃ.pītvā.kūpa.gataṃ.jalaṃ./	Par6.26ab/.-caNxAla.BANxa.-saMspRzwaM.pI-tvA.kUpa.-gataM.-jalaM./
   Par6.26cd/.go.mūtra.yāvaka.āhāras.tri.rātrāt.śuddhiṃ.āpnuyāt.//	Par6.26cd/.-go.-mUtra.yAvaka-.AhAra-s.tri-.rAtra-at.-SudDiM.ApnuyAt.//
   Par6.27ab/.caṇḍāla.ghaṭa.saṃsthaṃ.tu.yat.toyaṃ.pibati.dvijaḥ./	Par6.27ab/.-caNxAla.-Gawa.-saMsTaM.tu.yat.-toyaM.pibati.-dvijaH./
   Par6.27cd/.tat.kṣaṇāt.kṣipate.yas.tu.prājāpatyaṃ.samācaret.//	Par6.27cd/.-tat.kzaNAt.kzipate.yas.tu.-prAjApatyaM.sam-Acaret.//
   Par6.28ab/.yadi.na.kṣipate.toyaṃ.śarīre.yasya.jīryati./	Par6.28ab/.ya-di.na.kzipate.toyan.SarIre.yasya.jIryati./
   Par6.28cd/.prājāpatyaṃ.na.dātavyaṃ.kṛcchraṃ.sāṃtapanaṃ.caret.//	Par6.28cd/.-prAjApatyaM.na.dAtavyaM.kRcCran.sAMtapanan.caret.//
   Par6.29ab/.caret.sāṃtapanaṃ.vipraḥ.prājāpatyaṃ.anantaraḥ./	Par6.29ab/.caret.-sAMtapanan.vipraH.prAjApatyaM.anantaraH./
   Par6.29cd/.tad.ardhaṃ.tu.cared.vaiśyaḥ.pādaṃ.śūdras.tad.ācaret.//	Par6.29cd/.-tad-.arDaM.tu.caret-.vESyaH.pAdan.SUdra-s.tad.Acaret.//
   Par6.30ab/.bhāṇḍasthaṃ.antyajānāṃ.tu.jalaṃ.dadhi.payaḥ.pibet./	Par6.30ab/.BANxa-sTaM.antya-jAna-aM.tu.-jalaM.daDi.-payaH-.pibet./
   Par6.30cd/.brāhmaṇaḥ.kṣatriyo.vaiśyaḥ.śūdraś.caiva.pramādataḥ.//	Par6.30cd/.-brAhmaNaH.kzatriyo.-vESyaH.-SUdra-S.cA-eva.-pramAdataH.//
   Par6.31ab/.brahma.kūrca.upavāsena.dvijātīnāṃ.tu.niṣkṛtiḥ./	Par6.31ab/.-brahma.-kUrca.-upavAsena.-dvijAtIna-aM.tu.-nizkRtiH./
   Par6.31cd/.śūdrasya.ca.upavāsena.tathā.dānena.śaktitaḥ.//	Par6.31cd/.-SUdrasya.ca.upavAsena.taTA-a.dAn-ena.-SaktitaH.//
   Par6.32ab/.bhuṅkte.ajñānāt.dvija.śreṣṭhaś.caṇḍāla.annaṃ.kathaṃcana./	Par6.32ab/.Buj-kte.a-jQAnAt-.dvija.-SrezWa-S.caNxAla-.annaM.kaTaMcana./
   Par6.32cd/.go.mūtra.yāvaka.āhāro.daśa.rātreṇa.śudhyati.//	Par6.32cd/.-go.-mUtra.yAvaka-.AhAro.daSa.-rAtreNa.-SuDyati.//
   Par6.33ab/.eka.ekaṃ.grāsaṃ.aśnīyād.go.mūtra.yāvakasya.ca./	Par6.33ab/.eka-.ekaM.grA-saM.aSnIyAt-.go.-mUtra.yAvakasya.ca./
   Par6.33cd/.daśa.ahaṃ.niyamasthasya.vrataṃ.tat.tu.vinirdiśet.//	Par6.33cd/.-daSa.ahaM.niyama-sTasya.vratan=-tat.tu.-vinirdiSa-it.//
   Par6.34ab/.avijñānātas.tu.caṇḍālo.yatra.veśmani.tiṣṭhati./	Par6.34ab/.a-vijQAnAtas.tu.-caNxAlo.yatra.veSma-ni.tizWati./
   Par6.34cd/.vijñāte.tu.upasannasya.dvijāḥ.kurvanty.anugrahaṃ.//	Par6.34cd/.-vijQAte.tu.upasanna-sya.-dvijAH-.kurvanti-.anugrahaM.//
   Par6.35ab/.muni.vaktra.udgatān.dharmān.gāyanto.veda.pāragāḥ./	Par6.35ab/.-muni.vaktra-.udgata-an.Darma-an.gAyantaH-.veda.-pAragAH./
   Par6.35cd/.patantaṃ.uddhareyus.taṃ.dharmajñāḥ.pāpa.saṃkarāt.//	Par6.35cd/.patantaM.udDareyu-s.taM.Darma-jQAH-.pApa.-saMkarAt.//
   Par6.36ab/.dadhnā.ca.sarpiṣā.caiva.kṣīra.go.mūtra.yāvakaṃ./	Par6.36ab/.da-DnA.-ca.-sarpizA.-ca-eva.kzIra.go.-mUtra.yAvakaM./
   Par6.36cd/.bhuñjīta.saha.sarvaiś.ca.tri.saṃdhyaṃ.avagāhanaṃ.//	Par6.36cd/.-BuQjIta.-saha.-sarva-ES.ca.tri.saMDi-aM.avagAhanaM.//
   Par6.37ab/.try.ahaṃ.bhuñjīta.dadhnā.ca.try.ahaṃ.bhuñjīta.sarpiṣā./	Par6.37ab/.tri-.ahaM.BuQjI-ta.daDnA.-ca.tri-.ahaM.BuQjIta.-sarpizA./
   Par6.37cd/.try.ahaṃ.kṣīreṇa.bhuñjīta.eka.ekena.dina.trayaṃ.//	Par6.37cd/.tri-.ahaM.-kzIreNa.BuQjIta-.eka-.ekena.dina.-trayaM.//
   Par6.38ab/.bhāva.duṣṭaṃ.na.bhuñjīta.na.ucchiṣṭaṃ.kṛmi.dūṣitaṃ./	Par6.38ab/.BAva.-duzwaM.na.-BuQjI-ta.na.ucCizwaM.kRmi.dUzitaM./
   Par6.38cd/.dadhi.kṣīrasya.tri.palaṃ.palaṃ.ekaṃ.ghṛtasya.tu.//	Par6.-38cd/.-daDi.kzIrasya.tri.palaM.palaM.ekaM.GRtasya.tu.//
   Par6.39ab/.bhasmanā.tu.bhavet.śuddhir.ubhayos.tāmra.kāṃsyayoḥ./	Par6.39ab/.BasmanA-A.tu.Bavet.-SudDiH-.uBayos.-tAmra.-kAMsyayoH./
   Par6.39cd/.jala.śaucena.vastrāṇāṃ.parityāgena.mṛṇmayaṃ.//	Par6.39cd/.-jala.-SOcena.-vastrANAn.parityAgena.-mRNmayaM.//
   Par6.40ab/.kusumbha.guḍa.kārpāsa.lavaṇaṃ.taila.sarpiṣī./	Par6.40ab/.kusumBa.-guxa.-kArpAsa.-lavaNan=-tEla.-sarpizI./
   Par6.40cd/.dvāre.kṛtvā.tu.dhānyāni.dadyād.veśmani.pāvakaṃ.//	Par6.40cd/.-dvAre.kRtvA-a.tu.-DAnya-ani.dadyAt-.veSma-ni.pAvakaM.//
   Par6.41ab/.evaṃ.śuddhas.tataḥ.paścāt.kuryāt.brāhmaṇa.tarpaṇaṃ./	Par6.41ab/.evaM.SudDa-s.tataH.paH-ca-at.kuryAt.-brAhmaNa-.tarpaNaM./
   Par6.41cd/.triṃśataṃ.go.vṛṣaṃ.ca.ekaṃ.dadyād.vipreṣu.dakṣiṇāṃ.//	Par6.41cd/.-triMSataM.go.-vRzaM.ca.ekaM.dadyAt-.vipra-izu.-dakziNAM.//
   Par6.42ab/.punar.lepana.khātena.homa.japyena.śudhyati./	Par6.42ab/.-punar.lepana.-KAtena.-homa.japi-ena.-SuDyati./
   Par6.42cd/.ādhāreṇa.ca.viprāṇāṃ.bhūmi.doṣo.na.vidyate.//	Par6.-42cd/.ADAreNa.ca.-viprANAn.BUmi.dozo.na.vidyate.//
   Par6.43ab/.caṇḍālaiḥ.saha.samparkaṃ.māsaṃ.māsa.ardhaṃ.eva.vā./	Par6.43ab/.-caNxAlEH.saha.-samparkaM.mAsaM.mAsa-.arDaM.eva.vA./
   Par6.43cd/.go.mūtra.yāvaka.āhāro.māsa.ardhena.viśudhyati.//	Par6.43cd/.-go.-mUtra.yAvaka-.AhAraH-.-mAsa-.arDena.-viSuDyati.//
   Par6.44ab/.rajakī.carma.kārī.ca.lubdhakī.veṇu.jīvinī./	Par6.44ab/.-rajakI.-carma.-kArI.-ca.lubDakI.-veNu.-jIvinI./
   Par6.44cd/.cāturvarṇyasya.ca.gṛhe.tv.avijñātā.tu.tiṣthati.//	Par6.44cd/.-cAturvarNyasya.-ca.-gRhe.tu-.a-vijQAtA.tu.tizTati.//
   Par6.45ab/.jñātvā.tu.niṣkṛtiṃ.kuryāt.pūrva.uktasya.ardhaṃ.eva.ca./	Par6.45ab/.-jQAtvA.tu.-nizkRtiM.kuryAt.-pUrva-.-uktasya.arDaM.eva.ca./
   Par6.45cd/.gṛha.dāhaṃ.na.kurvīta.śeṣaṃ.sarvaṃ.ca.kārayet.//	Par6.45cd/.-gRha.dAhaM.na.-kurvIta.-SezaM.sarvan=-ca.kArayet.//
   Par6.46ab/.gṛhasya.abbhyantaraṃ.gacchet.caṇḍālo.yadi.kasyacit./	Par6.46ab/.gRhasi-a-.abByantaraM.ga=-Cet.caNxAlo.ya-di.kasyacit./
   Par6.46cd/.taṃ.agārād.vinirvāsya.mṛd.bhāṇḍaṃ.tu.visarjayet.//	Par6.46cd/.taM.a-gArAt-.vinirvAsya.-mRd.-BANxaM.tu.-visarjayet.//
   Par6.47ab/.rasa.pūrṇaṃ.tu.yad.bhāṇḍaṃ.na.tyajet.tu.kadācana./	Par6.47ab/.rasa.-pUrNaM.tu.yat-.BANxaM.na.ti-ajet.tu.ka-dAcana./
   Par6.47cd/.gomayena.tu.sammiśrair.jalaiḥ.prokṣed.gṛhaṃ.tathā.//	Par6.-47cd/.-gomayena-.tu.-sammiSrEH-.jalEH.prokzet-.gRhan=-taTA.//
   Par6.48ab/.brāhmaṇasya.vraṇa.dvāre.pūya.śoṇita.sambhave./	Par6.48ab/.brAhmaNasya.vraNa.dvAre.-pUya.-SoNita.samBave./
   Par6.48cd/.kṛmir.utpadyate.yasya.prāyaś.cittaṃ.kathaṃ.bhavet.//	Par6.48cd/.-kRmiH-.utpadyate.yasya.-prAya-S.cittaM.kaTaM.Bavet.//
   Par6.49ab/.gavāṃ.mūtra.purīṣeṇa.dadhnā.kṣīreṇa.sarpiṣā./	Par6.49ab/.gavAn.-mUtra.-purIzeNa.daDnA.-kzIreNa.-sarpizA./
   Par6.49cd/.try.ahaṃ.snātvā.ca.pītvā.ca.kṛmi.duṣṭaḥ.śucir.bhavet.//	Par6.49cd/.tri-.ahaM.snAtvA.-ca.pI-tvA.-ca.-kRmi.duzwaH.-SuciH-.Bavet.//
   Par6.50ab/.kṣatriyo.api.suvarṇasya.pañca.māṣān.pradāya.tu./	Par6.50ab/.kzatriyaH-.api.suvarNasya.paQca.-mAzAn.pradAya-.tu./
   Par6.50cd/.go.dakṣiṇāṃ.tu.vaiśyasya.apy.upavāsaṃ.vinirdiśet./	Par6.50cd/.-go.dakziNa-aM.tu.-vESyasya-.api-.upavAsan.vinirdiSet./
   Par6.51ab/.śūdrāṇāṃ.na.upavāsaḥ.syāt.śūdro.dānena.śudhyati.//	Par6.51ab/.-SUdrANAM.na.upavAsaH.syAt.-SUdraH-.dAnena.-SuDyati.//
   Par6.51cd/.acchidraṃ.iti.yad.vākyaṃ.vadanti.kṣiti.devatāḥ.//	Par6.51cd/.a=-CidraM.iti.yat-.vAkyaM.vadanti.-kziti.-devatAH.//
   Par6.52ab/.praṇamya.śirasā.grāhyaṃ.agniṣṭoma.phalaṃ.hi.tat./	Par6.52ab/.-praNamya.-SirasA.grAhi-aM.agnizwoma.-PalaM.hi.tat./
   Par6.52cd/.japac.chidraṃ.tapac.chidraṃ.yat.chidraṃ.yajña.karmaṇi.//	Par6.52cd/.-japac.-Cidra-M.tapac.-CidraM.yat.-CidraM.yajQa.karmaNi.//
   Par6.53ab/.sarvaṃ.bhavati.niśchidraṃ.brāhmaṇair.upapāditaṃ./	Par6.53ab/.-sarvaM.Bavati.niSCidraM.brAhmaNEH-.upapAditaM./
   Par6.53cd/.vyādhi.vyasanini.śrānte.durbhikṣe.ḍāmare.tathā.//	Par6.53cd/.-vyADi.-vyasani-ni.SrAnte.-durBikze.-xAmare.taTA.//
   Par6.54ab/.upavāso.vrataṃ.homo.dvija.sampāditāni.vai./	Par6.54ab/.upavAsaH-.vrataM.homo.-dvija.-sampAditA-ni.vE./
   Par6.54cd/.athavā.brāhmaṇās.tuṣṭāḥ.sarvaṃ.kurvanty.anugrahaṃ.//	Par6.54cd/.aTavA.-brAhmaNAs.-tuzwAH.-sarvaM.kurvanti-.anugrahaM.//
   Par6.55ab/.sarvān.kāmān.avāpnoti.dvija.sampāditair.iha./	Par6.55ab/.-sarvAn.kAmAn-.avApnoti.dvija.-sampAditEH-.iha./
   Par6.55cd/.durbale.anugrahaḥ.proktas.tathā.vai.bāla.vṛddhayoḥ.//	Par6.55cd/.-durbale.anugrahaH.prokta-s.taTA.-vE.bAla.-vRdDayoH.//
   Par6.56ab/.ato.anyathā.bhaved.doṣaḥ.tasmān.na.anugrahaḥ.smṛtaḥ./	Par6.56ab/.a-to.anyaTA.Bavet-.dozaH.tasmAn-.na.anugrahaH.-smRtaH./
   Par6.56cd/.snehād.vā.yadi.vā.lobhād.bhayād.ajñānato.api.vā.//	Par6.56cd/.-snehAt-.vA.ya-di-.vA.loBAt-.BayAt-.ajQAnato.api.vA.//
   Par6.57ab/.kurvanty.anugrahaṃ.ye.tu.tat.pāpaṃ.teṣu.gacchati./	Par6.57ab/.kurvanti-.anugrahaM.ye.tu.-tat.pa-apaM.ta-izu.-gacCati./
   Par6.57cd/.śarīrasya.atyaye.prāpte.vadanti.niyamaṃ.tu.ye.//	Par6.57cd/.-SarIrasya.atyaye.-prApte.vadanti.niyamaM.tu.ye.//
   Par6.58ab/.mahat.kārya.uparodhena.na.svasthasya.kadācana./	Par6.58ab/.-mahat.-kArya-.uparoDena.na.svasTasya.kadAcana./
   Par6.58cd/.svasthasya.mūḍhāḥ.kurvanti.vadanty.aniyamaṃ.tu.ye.//	Par6.-58cd/.-svasTasya.mUXAH-.kurvanti.vadanti-.aniyamaM.tu.ye.//
   Par6.59ab/.te.tasya.vighna.kartāraḥ.patanti.narake.aśucau./	Par6.59ab/.te.tasya.-viGna.-kartAraH-.patanti.-narake.-aSucO./
   Par6.59cd/.svayaṃ.eva.vrataṃ.kṛtvā.brāhmaṇaṃ.yo.avamanyate.//	Par6.-59cd/.-svayaM.eva.-vrataM.kRtvA-a.-brAhmaNa-M.yaH-.avamanyate.//
   Par6.60ab/.vṛthā.tasya.upavāsaḥ.syān.na.sa.puṇyena.yujyate./	Par6.60ab/.vRTa-A.tasya.upavAsaH.sya-an.na.sa.-puNyena.yujyate./
   Par6.60cd/.sa.eva.niyamo.grāhyo.yady.eko.api.vaded.dvijaḥ.//	Par6.60cd/.-sa-.eva.-niyamaH-.grAhyo.yadi-.ekaH-.api.vadet-.dvijaH.//
   Par6.61ab/.kuryād.vākyaṃ.dvijānāṃ.tu.anyathā.bhrūṇahā.bhavet./	Par6.61ab/.kuryAt-.vAkyaM.dvijAnAn.tu.-anyaTA.BrUNa-hA.-Bava-it./
   Par6.61cd/.brāhmaṇā.jaṅgamaṃ.tīrthaṃ.tīrtha.bhūtā.hi.sādhavaḥ.//	Par6.61cd/.-brAhmaNA.jaFgaman.tIrTaM.tIrTa.BUtA.-hi.-sADavaH.//
   Par6.62ab/.tedāṃ.vākya.udakena.eva.śudhyanti.malinā.janāḥ./	Par6.62ab/.ta-idAn.vAkya-.udakena-.eva.-SuDyanti.-malina-a.-janAH./
   Par6.62cd/.brāhmaṇā.yāni.bhāṣante.manyante.tāni.devatāḥ.//	Par6.62cd/.-brAhmaNa-A.yAni.BAzante.manyante.tA-ni.devatAH.//
   Par6.63ab/.sarva.devamayo.vipro.na.tad.vacanaṃ.anyathā./	Par6.63ab/.-sarva.-devamayaH-.-vipro.na.tat-.vacanaM.anyaTA./
   Par6.63cd/.upavāso.vrataṃ.caiva.snānaṃ.tīrthaṃ.japas.tapaḥ.//	Par6.-63cd/.-upavAsaH-.vratan=-cEva.snAnaM.tIrTan.japas.tapaH.//
   Par6.64ab/.vipra.sampāditaṃ.yasya.sampūrṇaṃ.tasya.tat.phalaṃ./	Par6.64ab/.vipra.-sampAditaM.yasya.-sampUrNaM.tasya.tat.PalaM./
   Par6.64cd/.anna.ādye.kīṭa.samyukte.makṣikā.keśa.dūṣite.//	Par6.64cd/.anna.a-Adye.-kIwa.-samyukte.-makzikA.keSa.dUzite.//
   Par6.65ab/.tad.antarā.spṛśec.ca.apas.tad.annaṃ.bhasmanā.spṛśet./	Par6.65ab/.tad-.antarA.-spRSec.ca.apa-s.tad.annaM.BasmanA.-spRSet./
   Par6.65cd/.bhuñjānaś.caiva.yo.vipraḥ.pādaṃ.hastena.saṃspṛśet.//	Par6.65cd/.-BuQjAna-S.cA-eva.yo.-vipraH.pAdaM.hastena.-saMspRSet.//
   Par6.66ab/.svaṃ.ucchiṣṭaṃ.asau.bhuṅkte.pāṇinā.mukta.bhājane./	Par6.66ab/.-svaM.ucCizwaM.a-sO.BuFkte.-pANinA.mukta.BAjane./
   Par6.66cd/.pādukāstho.na.bhuñjīta.paryaṅke.saṃsthito.api.vā.//	Par6.66cd/.-pAdukA-sTo.na.-BuQjIta.paryaFke.-saMsTitaH-.api-.vA.//
   Par6.67ab/.śvāna.caṇḍāla.dṛṣṭau.ca.bhojanaṃ.parivarjayet./	Par6.67ab/.-SvAna.-caNxAla.dRzwO.-ca.BojanaM.parivarjayet./
   Par6.67cd/.yad.annaṃ.pratiṣiddhaṃ.syād.anna.śuddhis.tathaiva.ca.//	Par6.67cd/.yat-.annaM.pratizidDaM.syAt-.anna.-SudDi-s.taTA-eva.-ca.//
   Par6.68ab/.yathā.parāśareṇa.uktaṃ.tathaiva.ahaṃ.vadāmi.vaḥ./	Par6.68ab/.yaTA.-parASareNa-.uktan.taTA-eva.-ahaM.vadAmi.vaH./
   Par6.68cd/.śṛtaṃ.droṇa.āḍhakasya.annaṃ.kāka.śvāna.upaghātitaṃ.//	Par6.68cd/.-SRtaM.droNa-.AXakasya.annaM.kAka-.-SvAna-.-upaGAtitaM.//
   Par6.69ab/.kena.idaṃ.śudhyate.ca.iti.brāhmaṇebhyo.nivedayet./	Par6.69ab/.kena.idan.SuDyate.-ca.iti.-brAhmaNeByo.-nivedayet./
   Par6.69cd/.kāka.śvāna.avalīḍhaṃ.tu.droṇa.annaṃ.na.parityajet.//	Par6.69cd/.-kAka-.-SvAna-.ava-lIXaM.tu.-droNa-.annaM.na.-parityajet.//
   Par6.70ab/.veda.veda.aṅgavid.viprair.dharma.śāstra.anupālakaiḥ./	Par6.70ab/.veda.-veda-.aFga-vid.viprEH-.Darma.SAstra-.anupAlakEH./
   Par6.70cd/.prasthā.dvātriṃśatir.droṇaḥ.smṛto.dviprastha.āḍhakaḥ.//	Par6.-70cd/.-prasTA.-dvAtriMSatiH-.droNaH.-smRtaH-.-dvi-prasTa.a-AXakaH.//
   Par6.71ab/.tato.droṇa.āḍhakasya.annaṃ.śruti.smṛtivido.viduḥ./	Par6.71ab/.tato.-droNa-.a-AXakasya.annaM.-Sruti.-smRti-vido.-viduH./
   Par6.71cd/.kāka.śvāna.avalīḍhaṃ.tu.gava.āghrātaṃ.khareṇa.vā.//	Par6.71cd/.-kAka-.-SvAna-.ava-lI-XaM.tu.gava-.AGrAtaM.KareNa.vA.//
   Par6.72ab/.svalpaṃ.annaṃ.tyajed.vipraḥ.śuddhir.droṇa.āḍhake.bhavet./	Par6.72ab/.su-alpaM.an=-aM.ti-ajet-.vipraH.-SudDiH-.droNa-.AXake.-Bava-it./
   Par6.72cd/.annasya.uddhṛtya.tan.mātraṃ.yac.ca.lālā.hataṃ.bhavet.//	Par6.72cd/.annasya.udDRtya.tan.-mAtraM.ya-c.ca.lAlA.-hataM.Bavet.//
   Par6.73ab/.suvarṇa.udakaṃ.abhyukṣya.huta.āśena.eva.tāpayet./	Par6.73ab/.-suvarNa-.udakaM.aByukzya.-huta.ASena-.eva.-tApayet./
   Par6.73cd/.huta.aśanena.saṃspṛṣṭaṃ.suvarṇa.salilena.ca.//	Par6.73cd/.-huta.aSanena.-saMspRzwaM.suvarNa.-salilena.ca.//
   Par6.74ab/.viprāṇāṃ.brahma.ghoṣeṇa.bhojyaṃ.bhavati.tat.kṣaṇāt./	Par6.74ab/.-viprANa-an.brahma-.GozeNa.BojyaM.Bavati.-tat.kzaNAt./
   Par6.74cd/.sneho.vā.go.raso.vā.api.tatra.śuddhiḥ.kathaṃ.bhavet.//	Par6.74cd/.-snehaH-.vA.go.rasaH-.vA.-api.tatra.-SudDiH.kaTaM.Bava-it.//
   Par6.75ab/.alpaṃ.parityajet.tatra.snehasya.utpavanena.ca./	Par6.75ab/.alpaM.parityajet.tatra.-snehasya.utpavanena.ca./
   Par6.75cd/.anala.jvālayā.śuddhir.go.rasasya.vidhīyate.//E	Par6.75cd/.anala.-jvAlayA.-SudDiH-.go.rasasya.-viDIyate.//E
   =dravya.śuddhih=	=dravya.-SudDi-h=
   Par7.1ab/.atha.ato.dravya.śuddhis.tu.parāśara.vaco.yathā./	Par7.1ab/.aTa.a-to.dravya.-SudDi-s.tu.-parASara.vacaH-.yaTA./
   Par7.1cd/.dāravāṇāṃ.pātrāṇāṃ.takṣaṇāt.śuddhir.iṣyate.//	Par7.1cd/.dAra-vANAn.pAtrANAM.takzaNAt.-SudDiH-.izyate.//
   Par7.2ab/.bhasmanā.śudhyate.kāṃsyaṃ.tāmra.mamlena.śudhyati./	Par7.2ab/.BasmanA-a.SuDyate.-kAMsyan.tAmra-.m-amlena.-SuDyati./
   Par7.2cd/.rajasā.śudhyate.nārī.vikalaṃ.yā.na.gacchati.//	Par7.2cd/.-rajasA-a.SuDyate.nArI.-vikalaM.yA.na.gacCati.//
   Par7.3ab/.nadī.vegena.śudhyeta.lopo.yadi.na.dṛśyate./	Par7.3ab/.nadI.-vegena.SuDyeta.lopaH-.ya-di.na.dRSyate./
   Par7.3cd/.vāpī.kūpa.taḍāgeṣu.dūṣiteṣu.kathaṃcana.//	Par7.3cd/.-vApI.kUpa.taxAga-izu.-dUzita-izu.-kaTaMcana.//
   Par7.4ab/.uddhṛtya.vai.ghaṭa.śataṃ.pañca.gavyena.śudhyati./	Par7.4ab/.udDRtya.-vE.Gawa.-SataM.paQca.ga-vyena.-SuDyati./
   Par7.4cd/.aṣṭa.varṣā.bhaveg.gaurī.nava.varṣā.tu.rohiṇī.//	Par7.4cd/.azwa.-varza-a.Baveg.-gOrI.-nava.varzA.tu.rohiNI.//
   Par7.5ab/.daśa.varṣā.bhavet.kanyā.ata.ūrdhvaṃ.rajasvalā./	Par7.5ab/.da-Sa.varzA.Bavet.kanyA.ata.-UrDvaM.rajasvalA./
