   Adhyaya 4, Pada 1	ADyayaH 4, Pada 1
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   agniyukta ityanenāgneḥ sūrye laya ityucyate /	agni-yuktaH iti-anena-agneH sUrye layaH iti-ucyate /
   anenāgnirindra iti śrutiḥ paramparāpekṣetyuktaṃ bhavati /	anena-agniH-indraH iti SrutiH paramparA-apekzA-iti-uktam Bavati /
   etadgato vāṇīgata eva /	etat-gataH vANI-gataH eva /
   etenendrādiṣvindrādityabṛhaspatīnāṃ, bhūteṣu tejaso, vāyau layo vivṛto	etena-indra-Adizu-indra-Aditya-bRhaspatInAn, BUtezu tejaso, vAyO layaH vivRtaH-
   bhavati /	Bavati /
   nanvetat"indra umāyāmumā rudre vilīyate'; iti śrutiviruddham /	nanu-etat"indraH umAyAm-umA rudre vilIyate-a; iti Sruti-virudDam /
   umārudraśabdayoḥ svārthaparityāge 'pi vāruṇīśeṣaparatayā	umA-rudra-SabdayoH sva-arTa-parityAge api vAruNI-Seza-para-tayA
   vyākhyātatvādityata āha- indreti //	vyAKyAta-tvAt-iti-atas Aha indra-iti //
   indrapraveśastu yadocyate 'tra tadā hyumetyeva suparṇapatnī /	indrapraveSaH-tu yadA-ucyate atra tadA hi-um-A-iti-eva suparNa-patnI /
   uktā suparṇaśca girīśanāmnā tato virodhaśca na kaścanātra // MAnuv_4,2.127	uktA suparNaH-ca girISa-nAmnA tatas viroDaH-ca na kaScana-atra // Ma-anuv_4,2.127
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   yadātadāśabdāvadhikaraṇamātrasyāpalakṣakau yatra śrutau atra	yadA-atadA-SabdO=-aDikaraNa-mAtrasya-apalakzakO yatra SrutO atra
   umāyāmindrapraveśa ucyate /	umAyAm-indra-praveSaH ucyate /
   tasyāścomāyā rudre /	tasyAH-ca-umAyAH rudre /
   suparṇapatnnayeva /	suparNa-patnnayA-iva /
   girīśanāmnā girīśaparyāyeṇa /	girISa-nAmnA girISa-paryAyeNa /
   sauparṇyāmindralayasya balavacchatisiddhatvāditi hiśabdaḥ /	sOparNyAm-indralayasya balavat-Sati-sidDa-tvAt-iti hi-SabdaH /
   atra padasādṛśyaṃ pravṛttinimittamiti bhāvaḥ /	atra pada-sAdRSyam pravRtti-nimittam-iti BAvaH /
   adhunā"tāni pare'; ityuktānāṃ hiraṇyagarbhe layaprakāramāha- bhṛgvādaya	aDunA-a"tAni pare-a; iti-uktAnAm hiraNyagarBe laya-prakAram-Aha BRgu-Adaya
   iti //	iti //
   bhṛgvādayo dakṣamavāpya tena prāpyendrametena suparṇapatnīm /	BRgu-AdayaH dakzam-avApya tena prApya-indram-etena suparNa-patnIm /
   viśanti ye manavo rājamukhyā manuṃ praviśyātra gatā mahendram //	viSanti ye manavaH rAja-muKyAH manum praviSya-atra gatA mahA-indram //
   MAnuv_4,2.128 //	Ma-anuv_4,2.128 //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   suparṇapatnnayāḥ suparṇe layaḥ siddha eva /	suparNa-patnnayAH suparNe layaH sidDaH eva /
   indraparyantameva vaktavye 'dhikavacanamuktadārḍhyārtham /	indra-paryantam-eva vaktavye aDika-vacana-mukta-dArXya-arTam /
   evamuttaratrāpi /	evam-uttaratra-api /
   ye manavo vaivasvatādyāḥ ye ca rājamukhyāḥ priyavratādyāste	ye manavaH vEvasvata-AdyAH ye ca rAja-muKyAH priyavrata-AdyAH-te
   svāyambhuvamanuṃ praviśya atra svāyambhuve manau gatā vartamānā mahendram	svAyamBuva-manum praviSya atra svAyamBuve manO gatAH vartamAnAH mahA-indram
   viśantītyubhayatra sambadhyate /	viSanti-iti-uBayatra sambaDyate /
   bhūteṣu pṛthivyākāśayorlayaprakāro vaktavyastamāha ākāśa iti	BUtezu pRTivI-AkASayoH-laya-prakAraH vaktavyaH-tam-Aha AkASaH iti
   ākāśa urvī ca guruṃ praviśya tenaiva yātaḥ puruhūtadevam /	AkASaH urvI ca gurum praviSya tena-eva yAtaH puruhUta-devam /
   sanādayo yatayaḥ kāmameva viśanti śiṣṭā api havyavāham // MAnuv_4,2.129 //	sana-AdayaH yatayaH kAmam-eva viSanti SizwAH api havyavAham // MA-anuv_4,2.129 //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   vāyubhūtasya mukhyābhimānī pradhānavāyurityuktam /	vAyu-BUtasya muKya-aBimAnI praDAna-vAyuH-iti-uktam /
   amukhyābhimāninastu"śakraṃ marudgaṇāḥ'; iti layo vakṣyate /	amuKya-aBimAninastu"Sakram marut-gaNAH-a; iti layaH vakzyate /
   sanādaya iti /	sana-AdayaH iti /
   sanatkumāravyatiriktāḥ /	sanatkumAra-vyatiriktAH /
   tasya kāmāvatāratvāt /	tasya kAma-avatAra-tvAt /
   kāmasya tu vāruṇyāmukta eva layaḥ /	kAmasya tu vAruNya-amuktaH eva layaH /
   śiṣyā uktebhyaḥ /	SizyAH ukteByaH /
   etena"agnau sarve devā vilīyante'; ityasya viṣayo darśitaḥ /	etena-"agnO sarve devAH vilIyante-a; iti-asya vizayaH darSitaH /
   asyāpavādamāha- varṇāśrameti //	asya-apavAdam-Aha varNa-ASrama-iti //
   varṇāśramācāraratā manuṣyā dharmaṃ manuṃ so 'pi sameti kāle /	varNa-ASrama-AcAra-ratAH manuzyAH Darmam manum saH api sameti kAle /
   tameva sarve pitaraḥ surānugāḥ sarve kuberaṃ sa ca somameva //	tam-eva sarve pitaraH sura-anugAH sarve kuberam sa ca somam-eva //
   MAnuv_4,2.130 //	Ma-anuv_4,2.130 //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   etatprasaṅgānmuktau praveśamātramuktaṃ na tu dehalayaḥ /	etat-prasaFgAt-muktO praveSa-mAtram-uktam na tu deha-layaH /
   teṣāmutkramaṇasya vidyamānatvāt /	tezAm-utkramaNasya vidyamAna-tvAt /
   varṇāśramācāraratā ityanena manuṣyāṇāṃ muktau varṇāśramavattvamastīti	varNa-ASrama-AcAra-ratAH iti-anena manuzyANAm muktO varNa-ASrama-vat-tvam-asti-iti
   sūcayati /	sUcayati /
   dharmasya tu svāyambhuve manau laya eva /	Darmasya tu svAyamBuve manO layaH eva /
   kāle mokṣakāle /	kAle mokza-kAle /
   sarve pitaraḥ taṃ dharmameva saṃyānti /	sarve pitaraH tam Darmam-eva saMyAnti /
   sarve surānugā gandharvādyā kuberam /	sarve sura-anugA ganDarva-AdyA kuberam /
   upasaṃharati- vimuktīti //	upasaMharati vimukti-iti //
   vimuktikāle praviśantyabhīkṣṇaṃ bhogāṃśca taddehagatāḥ prabhuñjate //	vimukti-kAle praviSanti-aBIkzNam BogAn=-ca tad-deha-gatAH praBuQjate //
   MAnuv_4,2.131ab //	Ma-anuv_4,2.131aB //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   evaṃ sarve yathoktaprakāreṇa vimuktikāle praviśantyuttamāniti śeṣaḥ /	evam sarve yaTA-ukta-prakAreNa vimukti-kAle praviSanti-uttamAn-iti SezaH /
   na kevalaṃ praviśanti kiṃ tarhītyata āha- abhīkṣṇamiti //	na kevalam praviSanti kim tarhi-iti-atas Aha aBIkzNam-iti //
   āviṣyagrahavadityarthaḥ /	Avizya-graha-vat-iti-arTaH /
   kimanena praveśenetyata āha- ānandeti //	kim-anena praveSena-iti-atas Aha Ananda-iti //
   ānandasuvyaktiramutra teṣāṃ bhavaty ... // MAnuv_4,2.131c //	Anandasu-vyaktiH-amutra tezAm Bavati ... // Ma-anuv_4,2.131t //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   amutra uttameṣu praveśena /	amutra uttamezu praveSena /
   praviṣyānāṃ punarnirgamo 'sti na veti śaṅkāyāmāha- ataśceti //	pravizyAnAm punar-nirgamaH asti na vA-iti SaFkAyAm-Aha atas-ca-iti //
   ... ataśceṣyata eva nirgatāḥ /	... atas-ca-izyate eva nirgatAH /
   krīḍanti ... // MAnuv_4,2.131de //	krIxanti ... // Ma-anuv_4,2.131de //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   ata ebhya uttamebhyo nirgatāśceti sambandhaḥ /	atas eByaH uttameByaH nirgatAH-ca-iti sambanDaH /
   iṣyam icchā /	izyam icCA /
   napuṃsake bhāve ktaḥ /	napuMsake BAve ktaH /
   nirgatānāṃ punaḥ praveśo 'sti na vetyata āha- bhūyaśceti //	nirgatAnAm punar praveSaH asti na vA-iti-atas Aha BUyas-ca-iti //
   ... bhūyaśca samāviśanti tāneva ... // MAnuv_4,2.131ef //	... BUyas-ca samAviSanti tAn-eva ... // Ma-anuv_4,2.131ef //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   tān pūrvapraviṣyāneva /	tAn pUrva-pravizyAn-eva /
   nanvevaṃvidhā muktiḥ kvāpi nopalabdhetyata āha- sāyujyamiti //	nanu-evaMviDA muktiH kvApi na-upalabDA-iti-atas Aha sAyujyam-iti //
   ... sāyujyamidaṃ vadanti // MAnuv_4,2.131f //	... sAyujyam-idam vadanti // Ma-anuv_4,2.131f //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   vadanti purāṇādīni /	vadanti purANa-AdIni /
   sayujāṃ bhāvo hi sāyujyam /	sa-yujAm BAvaH hi sAyujyam /
   kimidaṃ sāyujyaṃ sarveṣāmasti /	kim-idam sAyujyam sarvezAm-asti /
   neti brūmaḥ /	na-iti brUmaH /
   tarhi sāyujyahīnānāṃ kīdṛśī vṛttirityata āha- sāyujyeti //	tarhi sAyujya-hInAnAm kIdRSI vRttiH-iti-atas Aha sAyujya-iti //
   sāyujyahīnāśca laye tu sarve proktena mārgeṇa viśanti sṛṣṭau /	sAyujya-hInAH-ca laye tu sarve proktena mArgeNa viSanti sRzwO /
   bahiśca niryānti ... // MAnuv_4,2.132a-c //	bahis-ca niryAnti ... // Ma-anuv_4,2.132a-t //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   laye tu laya eva /	laye tu layaH eva /
   viśantyuttamān /	viSanti-uttamAn /
   bahistebhyaḥ /	bahis-teByaH /
   etatsāyujyabhājāmapi samānamiti netyāha- tata iti //	etat-sAyujya-BAjAm-api samAnam-iti na-iti-Aha tatas iti //
   ... tato 'nyadāpi sāyujyabhājāṃ bhavati praveśaḥ // MAnuv_4,2.132cd //	... tatas anyadA-api sAyujya-BAjAm Bavati praveSaH // MA-anuv_4,2.132cd //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   tataḥ layakālāt /	tatas laya-kAlAt /
   nanvetatsarvaṃ kutaḥ pramāṇātpratipattavyamityata āha- uktamiti //	nanu-etat-sarvam kutas pramANAt-pratipattavyam-iti-atas Aha uktam-iti //
   uktaṃ samastaṃ paramaśrutau hi proktaṃ ca ... // MAnuv_4,2.133ab //	uktam samastam parama-SrutO hi proktam ca ... // MA-anuv_4,2.133aB //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   asyāsmiṃllaya ityuktaṃ samastam /	asya-asmin=-layaH iti-uktam samastam /
   paramaśrutiśca vistarabhayānna paṭhitā /	parama-SrutiH-ca vistara-BayAt-na paWitA /
   caśabda uttaravākyena sambaddhayate /	caSabdaH uttara-vAkyena sambadDayate /
   pramāṇāntaramāha- sargeti //	pramANa-antaram-Aha sarga-iti //
   ... sargakramato viparyayaḥ /	... sarga-kramataH viparyayaH /
   muktau ... // MAnuv_4,2.133bc //	muktO ... // Ma-anuv_4,2.133bc //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   muktau sargakramato viparyaya iti /	muktO sarga-kramataH viparyayaH iti /
   yo yasmājjātastasya tasminmuktiriti tāvadaṅgīkaraṇīyamityarthaḥ /	yaH yasmAt-jAtaH-tasya tasmin-muktiH-iti tAvat-aFgIkaraNIyam-iti-arTaH /
   etaccāpavādābhāve satīti jñeyam /	etat-ca-apavAda-aBAve sati-iti jQeyam /
   tathāca nyāyavivaraṇe /	taTA-ca nyAya-vivaraNe /
   kuta etadityata āha- laya iti //	kutas etat-iti-atas Aha layaH iti //
   ... laye yadvad ... // MAnuv_4,2.133c //	... laye yadvat ... // Ma-anuv_4,2.133t //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   sādhāraṇapralaye sargakramādviparyayasya sattvāditi bhāvaḥ /	sADAraNa-pralaye sarga-kramAt-viparyayasya sattvAt-iti BAvaH /
   etadapi kuta ityata āha- atho iti //	etat-api kutas iti-atas Aha aTo iti //
   ... atho layaśca viparyayeṇetyavadad girāṃ patiḥ // MAnuv_4,2.133cd //	... aTo layaH-ca viparyayeNa-iti-avadat girAm patiH // MA-anuv_4,2.133cd //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   athośabdo 'rthāntare /	aTa-uSabdaH arTa-antare /
   viparyayeṇa sargakramamapekṣya /	viparyayeNa sarga-kramam-apekzya /
   avadat upapāditavān /	avadat upapAditavAn /
   girāṃ vedavācāṃ prabhuḥ sūtrakāraḥ /	girAm veda-vAcAm praBuH sUtrakAraH /
   yathā"viparyayeṇa tu kramo 'tra upapadyate ca'; iti /	yaTA"-viparyayeNa tu kramaH atra upapadyate ca-a; iti /
   laye sṛṣṭikramato viparyayaścenmuktau tathā bhāvyamityatra kiṃ	laye sRzwi-kramataH viparyayaH-ced-muktO taTA BAvyam-iti-atra kim
   niyamākamityata āha- laya iti //	niyamAkam-iti-atas Aha layaH iti //
   layo yato muktiriyaṃ surāṇāṃ ... // MAnuv_4,2.134a //	layaH yatas muktiH-iyam surANAm ... // Ma-anuv_4,2.134aH //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   yataḥ kāraṇātsurāṇāṃ laya eveyaṃ muktirna tu manuṣyāṇāmiva prāgeva	yatas kAraNAt-surANAm layaH eva-iyam muktiH-na tu manuzyANAm-iva prAk-eva
   dehādutkrāntiḥ /	dehAt-utkrAntiH /
   tasmāduktaṃ yuktam /	tasmAt-uktam yuktam /
   sāmānyaviśeṣabhāvānna sādhyaviśiṣyatādoṣaḥ /	sAmAnya-viSeza-BAvAt-na sADya-viSizya-tA-dozaH /
   sargaścoktānuguṇa eva śrutyādisiddha iti bhāvaḥ /	sargaH-ca-ukta-anuguNaH eva Sruti-Adi-sidDaH iti BAvaH /
   nanu prāṅ muktānāṃ bhogādikaṃ samarthitam /	nanu prAk muktAnAm Boga-Adikam samarTitam /
   idānīṃ tūcyate laya eva muktiriti /	idAnIm tu-ucyate layaH eva muktiH-iti /
   tatkathaṃ pūrvāparavirodho na bhavatītyata āha- bhoga iti //	tat-kaTam pUrva-apara-viroDaH na Bavati-iti-atas Aha BogaH iti //
   ... bhogo viśeṣeṇa ca ... // MAnuv_4,2.134b //	... BogaH viSezeNa ca ... // Ma-anuv_4,2.134B //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   viśeṣeṇa devapadādapyatiśayena /	viSezeNa deva-padAt-api-atiSayena /
   dehahānilakṣaṇā muktirlayānna viśiṣyata ityuktaṃ na tu sarvāpīti bhāvaḥ /	deha-hAni-lakzaNAH muktiH-layAt-na viSizyate iti-uktam na tu sarvA-api-iti BAvaH /
   ata eva prāgiyamityuktam /	atas eva prAk-iyam-iti-uktam /
   bhogaśca muktiriti sūtrakārānuktaṃ kasmādupasaṅkhayeyamityata āha- yamiti	BogaH-ca muktiH-iti sUtrakAra-anuktam kasmAt-upasaFKayeyam-iti-atas Aha yam-iti
   ... yaṃ vadiṣyati // MAnuv_4,2.134b //	... yam vadizyati // Ma-anuv_4,2.134B //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   yaṃ bhogaṃ caturthapāde sūtrakāro vakṣyati muktitvena saḥ /	yam Bogam caturTa-pAde sUtrakAraH vakzyati mukti-tvena saH /
   pramāṇāntaraṃ cāha- uktaśceti //	pramANa-antaram ca-aha uktaH-ca-iti //
   uktaśca bimbapratibimbabhāvaḥ piṅgaśrutāvuktalayānusārataḥ //	uktaH-ca bimba-pratibimba-BAvaH piFga-SrutO=-uktalayA-anusArataH //
   MAnuv_4,2.134cd //	Ma-anuv_4,2.134cd //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   bimbapratibimbabhāvo devānāmuktalayānusārata iti /	bimba-pratibimba-BAvaH devAn-Am-ukta-laya-anusArataH iti /
   yasminyasyāsmābhirlaya uktaḥ sa bimbaḥ aparaḥ pratibimba	yasmin-yasya-asmABiH-layaH uktaH sa bimbaH aparaH pratibimba
   ityuktamastītyarthaḥ /	iti-uktam-asti-iti-arTaH /
   tataḥ kimityata āha- bimba iti //	tatas kim-iti-atas Aha bimbaH iti //
   bimbe layo yanniyataśca muktau cidātmanāṃ tadvaśatā ca sarvadā //	bimbe layaH yat-niyataH-ca muktO cit-AtmanAm tad-vaSatA ca sarvadA //
   MAnuv_4,2.135ab //	Ma-anuv_4,2.135aB //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   mokṣānantaramapi sarvadā /	mokza-anantaram-api sarvadA /
   etaduttaratropayogi /	etad-uttaratra-upayogi /
   prasaṅgādihoktam /	prasaFgAt-iha-uktam /
   yadyasmānmuktau pratibimbasya bimbe layo niyataḥ pramāṇaprasiddhaḥ, tāni	yadi-asmAt-muktO pratibimbasya bimbe layaH niyataH pramANa-prasidDaH, tAni
   cānyatra tasmāduktaṃ yuktamiti /	ca-anyatra tasmAt-uktam yuktam-iti /
   yaduktaṃ sarveṣāṃ bhūtānāṃ prāṇe layastasya viṣṇāviti tadasat /	yat-uktam sarvezAm BUtAnAm prANe layaH-tasya vizNO=-iti tat-asat /
   "prāṇastejasi tejanaḥ parasyāṃ devatāyām'; iti śrutivirodhāt /	"prANaH-tejasi tejanaH parasyAm devatAyAm-a; iti Sruti-viroDAt /
   bimbe pratibimbasya laya iti cāsat /	bimbe pratibimbasya layaH iti ca-asat /
   nahi prāṇastejābhūtasya pratibimba ityata āha- tejo 'bhidhāmiti //	na-hi prANaH-teja-aBUtasya pratibimbaH iti-atas Aha tejaH aBiDAm-iti //
   tejo 'bhidhāṃ tu śriyamāpya viṣṇumagre tataḥ putratayaiva vāyuḥ /	tejaH aBiDAm tu Sriyam-Apya vizNum-agre tatas putra-tayA-eva vAyuH /
   āptaḥ prasūtaḥ punareva viṣṇuṃ praviśya muktaḥ praḷaye 'tra tiṣṭhati //	AptaH prasUtaH punar-eva vizNum praviSya muktaH pra?aye atra tizWati //
   MAnuv_4,2.135c-f //	Ma-anuv_4,2.135c-f //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   vāyuḥ pralaye tejo 'bhidhāṃ śriyamāpya tatra līno bhūtvā viṣṇumāptaḥ /	vAyuH pralaye tejaH aBiDAm Sriyam-Apya tatra lInaH BUtvA vizNum-AptaH /
   sṛṣṭikāle jāte 'gre sarvebhyaḥ pūrvaṃ, tato viṣṇoḥ, putratayā	sRzwi-kAle jAte agre sarveByaH pUrvaM, tatas vizNoH, putra-tayA
   hiraṇyagarbhatvena prasūtaḥ /	hiraNyagarBa-tvena prasUtaH /
   punareva pralaye muktau viṣṇuṃ praviśya atra viṣṇau tiṣṭhati /	punar-eva pralaye muktO vizNum praviSya atra vizNO tizWati /
   idamuktaṃ bhavati /	idam-uktam Bavati /
   tejaḥśabdasya lakṣmīvācitvānnoktavirodhaḥ /	tejaH-Sabdasya lakzmI-vAci-tvAt-na-ukta-viroDaH /
   evaṃ tarhi"vilīno hi prakṛtau saṃsārameti'; iti śrutervāyoḥ	evam tarhi"-vilInaH hi prakRtO saMsAram-eti-a; iti SruteH-vAyoH
   saṃsāraprasaṅga iti cenna /	saMsAra-prasaFgaH iti ced-na /
   iṣṭatvāt /	izwa-tvAt /
   hiraṇyagarbhatvena punajarnanāṅgīkārāt /	hiraNyagarBa-tvena puna-jarnana-aFgIkArAt /
   evamapi brahmavido muktyabhāvaprasaṅga iti cenna /	evam-api brahma-vidaH mukti-aBAva-prasaFgaH iti ced-na /
   hiraṇyagarbhatvānantaraṃ muktisvīkārāditi /	hiraNyagarBa-tva-anantaram mukti-svIkArAt-iti /
   idaṃ ca prāṇaśabdasya vāyuvācitvapakṣamādāyoktam /	idam ca prANa-Sabdasya vAyu-vAci-tva-pakzam-AdAya-uktam /
   hiraṇyagarbhavācitvapakṣe tu bhāṣyoktaṃ draṣṭavyam /	hiraNyagarBa-vAci-tva-pakze tu BAzya-uktam drazwavyam /
   muktānāṃ svastottamadevatāḥ praviśyāvasthānamityuktam /	muktAnAm svasta-uttama-devatAH praviSya-avasTAnam-iti-uktam /
   naitāvadeva /	na-etAvat-eva /
   kintu bhagavatpraveśo 'pyasti /	kintu Bagavat-praveSaH api-asti /
   uktaśca bhogo nānandasya janakaḥ kintu vyañjaka eva /	uktaH-ca BogaH na-Anandasya janakaH kintu vyaQjakaH eva /
   ānandastu svarūpabhūta ityāha- sarve 'pīti //	AnandaH-tu svarUpa-BUtaH iti-Aha sarve api-iti //
   sarve 'pi te muktagaṇā amandasāndraṃ nijānandamaśeṣato 'pi /	sarve api te mukta-gaNAH amanda-sAndram nija-Anandam-aSezatas api /
   bhuñjanta evāsata īśadehe laye 'tha sarge bahireva yānti // MAnuv_4,2.136	BuQjante eva-asataH ISa-dehe laye aTa sarge bahis-eva yAnti // Ma-anuv_4,2.136
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   sarve 'pītyukte devānāṃ prakṛtatvātta eveti pratītiṃ vārayitumaśeṣato	sarve api-iti-ukte devAnAm prakRta-tvAt-te eva-iti pratItim vArayitum-aSezatas-
   'pītyuktam /	api-iti-uktam /
   bhuñjantaḥ anubhavantaḥ /	BuQjantaH anuBavantaH /
   śiṣṭā havyavāhamityasyāpavādāntaramāha- prayātīti //	SizwA havyavAham-iti-asya-apavAda-antaram-Aha prayAti-iti //
   prayāti dharmaṃ nirṛtistu śakraṃ marudgaṇāḥ pārṣadāstathaiva /	prayAti Darmam nirRtiH-tu Sakram marut-gaNAH pArzadAH-taTA-eva /
   sarve 'niruddhaṃ pṛtanādhipādyās ... // MAnuv_4,2.137a-c //	sarve anirudDam pRtanA-aDipa-AdyAH ... // Ma-anuv_4,2.137a-t //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   nirṛtistu dharmaṃ prayāti /	nirRtiH-tu Darmam prayAti /
   marudgaṇāḥ śakraṃ prayānti /	marut-gaNAH Sakram prayAnti /
   tathāśabdaḥ samuccaye /	taTA-SabdaH samuccaye /
   pṛtanādhipādyā viṣvaksenādyāḥ sarve bhagavataḥ pārṣadā aniruddhaṃ prayānti	pRtanA-aDipa-AdyAH vizvaksena-AdyAH sarve BagavataH pArzadAH anirudDam prayAnti
   dehalayārthamiti śeṣaḥ /	deha-laya-arTam-iti SezaH /
   aniruddhasya tu kāme laya ukta evetyevārthaḥ /	anirudDasya tu kAme layaH uktaH eva-iti-eva-arTaH /
   atra pramāṇamāha- tureti //	atra pramANam-Aha turA-iti //
   ... turaśrutirhīttham ... // MAnuv_4,2.137cd //	... turaSrutiH-hi-itTam ... // MA-anuv_4,2.137cd //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   ata evaitattatraiva noktaṃ paramaśrutāvanuktatvāt /	atas eva-etat-tatra-eva na-uktam parama-SrutO=-anukta-tvAt /
   pādārthamupasaṃharati- iyamiti //	pAda-arTam-upasaMharati iyam-iti //
   ... iyaṃ vimuktiḥ // MAnuv_4,2.137d //	... iyam vimuktiH // MA-anuv_4,2.137d //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   devādīnāṃ dehalayarūpā vimuktirukteti /	deva-AdInAm deha-laya-rUpA vimuktiH-uktA-iti /
   // iti śrīmatpūrṇapramatibhagavatpādasukṛteranuvyākhyānasya	// iti SrImat-pUrNa-pramati-Bagavat-pAda-sukRteH-anuvyAKyAnasya
   praguṇajayatīrthākhyayatinā kṛtāyāṃ ṭīkāyāṃ viṣamapadavākyārthavivṛtau	praguNa-jaya-tIrTa-AKyayatinA kRtAyAm wIkAyAm vizama-pada-vAkya-arTa-vivRtO
   caturthe 'dhyāye 'trotkramaṇacaraṇaḥ paryavasitaḥ //	caturTe aDyAye atra-utkramaNa-caraNaH paryavasitaH //
   Adhyaya 4, Pada 3	ADyayaH 4, Pada 3
   mārgo gamyaṃ cāsminpāda ucyata iti bhāṣyam /	mArgaH gamyam ca-asmin-pAdaH ucyate iti BAzyam /
   tatprāk prasaṅgādvivṛtamapīhāvaraprāptau viśeṣato vivṛṇoti- utkrānteti //	tad-prAc prasaFgAt-vivRtam-api-iha-avara-prAptO viSezataH vivRNoti utkrAntA-iti //
   utkrāntamārgaśca vimuktagamyaṃ pādoditam ... // MAnuv_4,3.1ab //	utkrAnta-mArgaH-ca vimukta-gamyam pAda-uditam ... // Ma-anuv_4,3.1aB //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   ye śarīrādutkrāntā mānuṣāsteṣāṃ mārgo bhagavallokagamanārthaḥ /	ye SarIrAt-utkrAntAH mAnuzAH-tezAm mArgaH Bagavat-loka-gamana-arTaH /
   gamyamapi teṣāmeveti pratītinirāsāyoktam- vimukteti //	gamyam-api tezAm-eva-iti pratIti-nirAsAya-uktam vimuktA-iti //
   ye karmaṇo dehācca vimuktāsteṣāṃ sarveṣāmapi gamyam /	ye karmaNaH dehAt-ca vimuktAH-tezAm sarvezAm-api gamyam /
   idamubhayametatpādoditam /	idam-uBayam-etat-pAda-uditam /
   atrādhikaraṇeṣu pūrvapakṣayuktiḥ siddhāntayuktīścāha- sukrameti //	atra-aDikaraNezu pUrva-pakza-yuktiH sidDAnta-yuktIH-ca-aha sukrama-iti //
   ... sukramavikramau ca // MAnuv_4,3.1b //	... sukrama-vikramO ca // Ma-anuv_4,3.1B //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   sāntānikaṃ prāptirabhīṣyatā ca saukayarmityanyamatasya tarkāḥ //	sAntAnikam prAptiH-aBIzyatA ca sOkayarmiti-anya-matasya tarkAH //
   MAnuv_4,3.1cd //	Ma-anuv_4,3.1cd //
   viśeṣasamprāptirurutvamāptiḥ kramānurāgaḥ kathitānuvṛttiḥ /	viSeza-samprAptiH-uru-tvam-AptiH krama-anurAgaH kaTita-anuvRttiH /
   siddhāntanirṇītikarāḥ ... // MAnuv_4,3.2a-c //	sidDAnta-nirNIti-karAH ... // Ma-anuv_4,3.2a-t //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   anyamatasyeti jātāvekavacanam /	anya-matasya-iti jAtO=-eka-vacanam /
   siddhāntanirṇītikarāstarkā iti śeṣaḥ //	sidDAnta-nirNIti-karAH-tarkAH iti SezaH //
   oṃ apratīkālambanānnayatīti bādarāyaṇa ubhayathā ca doṣāttatkratuśca oṃ //	om apratIkA-AlambanAt-nayati-iti bAdarAyaNaH uBayaTA ca dozAt-tat-kratuH-ca om //
   vimuktagamyaṃ pratipādayitumidaṃ sūtram /	vimukta-gamyam pratipAdayitum-idam sUtram /
   tadbhāṣye na vispaṣṭamityataḥ spaṣṭīkariṣyanpratīkaśabdārthaṃ tāvadāha-	tad-BAzye na vispazwam-iti-atas spazwI-karizyan-pratIka-Sabda-arTam tAvat-Aha-
   pratīkamiti //	pratIkam-iti //
   apratīkālambanān nayatīti bādarāyaṇa ubhayathā ca doṣāt tatkratuś ca |	apratIka-AlambanAt nayati-iti bAdarAyaNaH uBayaTA ca dozAt tat-kratuH ca |
   BBs_4,3.15 |	BBH-_4,3.15 |
   ... pratīkaṃ dehādikaṃ ... // MAnuv_4,3.2cd //	... pratIkam deha-Adikam ... // MA-anuv_4,3.2cd //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
