   śrīḥ //	SrIH //
   tathaivānvayavyatirekābhyāmavasāyāt /	taTA-eva-anvaya-vyatirekAByAm-avasAyAt /
   tato lokavyutpattimanatikramya vede 'pyanena svaprayoktaiva vaktavyaḥ /	tatas loka-vyutpattim-anatikramya vede api-anena sva-prayoktA-eva vaktavyaH /
   anyathāprayogaprasaṅgāt /	anyaTA-prayoga-prasaFgAt /
   na ca yo yadoccārayati vaidikamahaṃ śabdam, sa eva tadā tasyārtha iti	na ca yaH yadA-uccArayati vEdikam-aham Sabdam, saH eva tadA tasya-arTaH iti
   yuktam /	yuktam /
   tathāsati māmupāsītetyādau sa evopāsyaḥsyāt /	taTA-asati mAm-upAsIta-iti-AdO saH eva-upAsyaH-syAt /
   ahaṃ sarvasyaprabhavo mattaḥ sarvaṃ pravartate,	aham sarvasyapraBavaH mattaH sarvam pravartate,
   ityupādhyāyaśiṣyaparamparaivātmanyaiśvaryaṃ samadhigacchet /	iti-upADyAya-Sizya-paramparA-eva-Atmani-ESvaryam samaDigacCet /
   tathācopāsanāṃ pratyunmattakeliḥsyāt /	taTA-ca-upAsanAm pratyunmatta-keliH-syAt /
   lokavyavahāraścocchidyeta /	loka-vyavahAraH-ca-ucCidyeta /
   tasmannānuvaktāsya vācyaḥ, api tu vaktaiveti sthite prayujyate vede	tasmanna-anuvaktA-asya vAcyaH, api tu vaktA-eva-iti sTite prayujyate vede
   asmacchabdaḥ svaprayoktṛvacanaḥ asmacchabdatvāllokavaditi /	asmad-SabdaH sva-prayoktR-vacanaH asmad-Sabda-tvAt-loka-vat-iti /
   evamanye 'pi yaḥ kaḥ sa ityādi śabdā draṣṭavyāḥ, teṣāṃ	evam-anye api yaH kaH saH ityAdi SabdAH drazwavyAH, tezAm
   buddhyupakramapraśnaparāmarśādyupahitamaryādatvāt; tasya ca	budDi-upakrama-praSna-parAmarSa-Adi-upahita-maryAda-tvAt; tasya ca
   vaktṛdharmatvāt /	vaktR-Darma-tvAt /
   buddhyapakramo hi prakṛtatvam, jijñāsā'viṣkaraṇañca praśnaḥ,	budDi-apakramaH hi prakRta-tvam, jijQAsA-avizkaraNaQca praSnaH,
   pratisandhānañca parāmarśa iti /	pratisanDAnaQca parAmarSaH iti /
   evañca saṃśayādivācaka apyunneyāḥ /	evaQca saMSaya-Adi-vAcaka api-unneyAH /
   na ca jijñāsāsaṃśayādayaḥ sarvajñe pratiṣiddhā iti yuktam /	na ca jijQAsA-saMSaya-AdayaH sarvajQe pratizidDAH iti yuktam /
   śiṣyapratibodhanāyāhāryatvenāvirodhāt /	Sizya-pratiboDanAya-AhArya-tvena-aviroDAt /
   ko dharmaḥ kathaṃ lakṣaṇaka ityādibhāṣyavaditi /	kaH DarmaH kaTam lakzaNakaH ityAdi-BAzya-vat-iti /
   etena dhigaho bata hantetyādayo nipātā vyākhyātāḥ /	etena Dik-ahaH bata hanta-ityAdayaH nipAtAH vyAKyAtAH /
   [ku.5.645] pratyayādapi /	[ku.5.645] pratyayAt-api /
   liṅgādipratyayā hi puruṣadhaureyaniyogārthā bhavantastaṃ prati pādayanti /	liFga-Adi-pratyayAH hi puruza-DOreya-niyoga-arTAH BavantaH-tam prati pAdayanti /
   tathāhi- pravṛttiḥ kṛtirevātra, sā cecchato, yataśca sā /	taTA-hi pravRttiH kRtiH-eva-atra, sA ca-icCato, yatas-ca sA /
   tajjñānam, viṣayastasya vidhistajjñāpako 'thavā //7 //	tat-jQAnam, vizayaH-tasya viDiH-tad-jQApakaH aTavA //7 //
   [ku.5.646] pravṛttiḥ khalu vidhikāryā satī na tāvatkāyaparispandamātram,	[ku.5.646] pravRttiH Kalu viDi-kAryA satI na tAvat-kAya-parispanda-mAtram,
   ātmā jñātavya ityādyavyāpanāt /	AtmA jQAtavyaH iti-Adya-vyApanAt /
   nāpīcchāmātram tata eva phalasiddhau karmānārambhaprasaṅgāt /	na-api-icCA-mAtram tatas eva Pala-sidDO karma-anAramBa-prasaFgAt /
   tataḥ prayatnaḥ pariśiṣyate /	tatas prayatnaH pariSizyate /
   ātmajñānabhūtadayādāvapi tasyāḥ (sya?) bhāvāt /	Atma-jQAna-BUta-dayA-AdO=-api tasyAH (sya?) BAvAt /
   taduktam, "pravṛttirāramabhaḥ" iti /	tat-uktam, "pravRttiH-AramaBaH" iti /
   [ku.5.647] seyaṃ pravṛttiryataḥsattāmātrāvasthitād, nāsau vidhiḥ; tatra	[ku.5.647] sA-iyam pravRttiH-yatas-sattA-mAtra-avasTitAd, na-asO viDiH; tatra
   śāstravaiyarthyāt /	SAstra-vEyarTyAt /
   apratītādeva kutaścit pravṛttisiddhau tatpratyāyanārthaṃ	apratItAt-eva kutaScid pravRtti-sidDO tad-pratyAyana-arTam
   tadabhyarthanābhāvāt /	tad-aByarTana-aBAvAt /
   na ca pravṛttihetujananārthaṃ tadupayogaḥ; pravṛttihetoricchāyā	na ca pravRtti-hetu-janana-arTam tad-upayogaH; pravRtti-hetoH-icCAyAH-
   jñānayonitvāt jñānamanutpādyatadutpādanasyāśakyatvāt tasya ca	jQAna-yoni-tvAt jQAnam-anutpAdya-tad-utpAdanasya-aSakya-tvAt tasya ca
   nirālambanasyānutpatteḥ; apravartakatvācca, niyāmakābhāvāt /	nirAlambanasya-anutpatteH; apravartaka-tvAt-ca, niyAmaka-aBAvAt /
   tasmād yasya jñānaṃ prayatnajananīmicchāṃ prasūte, sorthaviśeṣastajjñāpako	tasmAt yasya jQAnam prayatna-jananIm-icCAm prasUte, sorTa-viSezaH-tad-jQApakaH-
   vār'thaviśeṣo vidhiḥ preraṇā pravartanā niyuktirniyoga upadeśa	vAr-aTa-viSezaH viDiH preraNA pravartanA niyuktiH-niyogaH upadeSa
   ityanarthāntaramiti sthite vicāryate- sa hi kartṛdharmo vā syāt,	iti-anarTAntaram-iti sTite vicAryate sa hi kartR-DarmaH vA syAt-,
   karmadharmo vā, karaṇadharmo vā niyoktṛdharmo veti /	karma-DarmaH vA, karaNa-DarmaH vA niyoktR-DarmaH vA-iti /
   na prathamaḥ-[ku.5.648] iṣṭahāneraniṣṭāpterapravṛttervirodhataḥ /	na praTamaH-[ku.5.648] izwa-hAneH-anizwa-ApteH-apravRtteH-viroDataH /
   asattvāt pratyayatyāgāt kartṛdharmo na saṅkarāt //8 //	asattvAt pratyaya-tyAgAt kartR-DarmaH na saFkarAt //8 //
   sa hi na spanda eva; ātmānamanupaśyedityādyavyāpteḥ; grāmaṃ	sa hi na spandaH eva; AtmAnam-anupaSyet-iti-Adi-avyApteH; grAmam
   gacchatītyādāvativyāpteśca /	gacCati-iti-AdO=-ati-vyApteH-ca /
   nāpi tatkāraṇaṃ prayatnaḥ; tasya sarvākhyātasādhāraṇatvāt /	na-api tad-kAraNam prayatnaH; tasya sarva-AKyAta-sADAraNa-tvAt /
   [ku.5.649] nanu na sarvatra prayatna eva pratyayārthaḥ; karotītyādau	[ku.5.649] nanu na sarvatra prayatnaH eva pratyaya-arTaH; karoti-ityAdO
   prakṛtyarthātirekiṇastasyābhāvāt /	prakRti-arTa-atirekiNaH-tasya-aBAvAt /
   saṅkhyāmātrābhidhānena pratyayasya caritārthatvāt /	saFKyA-mAtra-aBiDAnena pratyayasya caritArTa-tvAt /
   tato liṅgādivācca eva prayatna iti- na- kuryādityatrāpi tulyatvāt /	tatas liFga-Adi-vAt-ca eva prayatnaH iti na kuryAt-iti-atra-api tulya-tvAt /
   prayatnamātrasya prakṛtyarthatve 'pi tasya parā(256)ṅgatāpannasya	prayatna-mAtrasya prakRti-arTa-tve api tasya parA(256)FgatA-Apannasya
   pratyayārthatvānna tulyatvamiti cet- na- tathāpi tulyatvāt /	pratyaya-arTa-tvAt-na tulya-tvam-iti cet na taTA-api tulya-tvAt /
   na caikasya tadvācakatve 'nyasya tadviparyaya āpadyeta /	na ca-ekasya tad-vAcaka-tve anyasya tad-viparyayaH Apadyeta /
   eko dvau bahava eṣiṣatītyādau vyabhicārāt /	ekaH dvO bahavaH ezizati-ityAdO vyaBicArAt /
   tatra dvitīyasṅkhyecchādikalpane karoti prayatate ityādāvapi tathā syāt /	tatra dvitIya-sFKya-icCA-Adi-kalpane karoti prayatate iti-AdO=-api taTA syAt /
   pratyekamanyatrasāmarthyāvadhṛtau sambhede tathā kalpanāyāstulyatvāt /	pratyekam-anyatra-sAmarTya-avaDRtO samBede taTA kalpanAyAH-tulya-tvAt /
   ratho gacchatītyādau tadasambhave kā gatiriti cet- tantavaḥ paṭaṃ	raTaH gacCati-ityAdO tad-asamBave kA gatiH-iti cet tantavaH pawam
   kurvantītyatra yā /	kurvanti-iti-atra yA /
   lokopacāro 'yamaparyanuyojya iti cettulyam /	loka-upacAraH ayam-aparyanuyojyaH iti ced-tulyam /
   liṅaḥ kāryatve vṛddhavyavahārādvyutpattau sarvaṃ samañjasam /	liFaH kAryatve vRdDa-vyavahArAt-vyutpattO sarvam samaQjasam /
   ākhyātamātrasya tu na tatheti cet- na- vivaraṇāderapi vyutpatteḥ /	AKyAta-mAtrasya tu na taTA-iti cet na vivaraNa-AdeH-api vyutpatteH /
   asti ca tadiha /	asti ca tat-iha /
   kiṃ karoti? pacati, pākaṃ karotītyartha ityādidarśanāt /	kim karoti? pacati, pAkam karoti-iti-arTaH ityAdi-darSanAt /
   [ku.5.650] tathāpi phalānukūlatāpannadhātvarthamātrābhidhāne	[ku.5.650] taTA-api Pala-anukUla-tA-Apanna-DAtu-arTa-mAtra-aBiDAne
   tadatiriktaprayatnābhidhānakalpanāyāṃ kalpanāgauravaṃ syāt /	tad-atirikta-prayatna-aBiDAna-kalpanAyAm kalpanA-gOravam syAt /
   ato vivaraṇamapi tāvanmātraparamiti cet /	atas vivaraNam-api tAvat-mAtra-param-iti ced /
   bhavedapyevam, yadi pākeneti vivṛṇuyāt /	Bavet-api-evam, yadi pAkena-iti vivRNuyAt /
   na tvetadasti /	na tu-etat-asti /
   dhātvarthasyaiva pākamiti sādhyatvena nirdeśāt /	DAtu-arTasya-eva pAkam-iti sADya-tvena nirdeSAt /
   tatastaṃ pratyeva kiñcidanukūlatāpannaṃ pratyayenābhidhānīyamiti yuktam /	tatas-tam pratyeva kiQcid-anukUla-tA-Apannam pratyayena-aBiDAnIyam-iti yuktam /
   [ku.5.651] tathāpi tena prayatnenaiva bhavitavyam, na tvanyeneti kuta iti	[ku.5.651] taTA-api tena prayatnena-eva Bavitavyam, na tu-anyena-iti kutas iti
   cet- niyamena tathā vivaraṇāt /	cet niyamena taTA vivaraNAt /
   bādhakaṃ vinā tasyānyathākartumaśakyatvāt /	bADakam vinA tasya-anyaTA-kartum-aSakyatvAt /
   anyathātiprasaṅgāt /	anyaTA-ati-prasaFgAt /
   syādetat- yasya kasyacit- phalaṃ pratyanukūlatāpattimātrameva	syAt-etat yasya kasyacit Palam pratyanukUla-tA-Apatti-mAtram-eva
   karotyarthaḥ, na tu prayatna eva /	karoti-arTaH, na tu prayatnaH eva /
   so 'pi hyanenaivopādhinā pratyayena vaktavyaḥ, na tu yatnatvamātreṇa;	saH api hi-anena-eva-upADinA pratyayena vaktavyaH, na tu yatna-tva-mAtreNa;
   prayatnapadenāviśeṣaprasaṅgāt /	prayatna-padena-aviSeza-prasaFgAt /
   tadvaraṃ tāvanmātramevāstu lāghavāya /	tad-varam tAvat-mAtram-eva-astu lAGavAya /
   anyathā tvanukūlatvaprayatnatve dvāvupādhī kalpanīyau; acetaneṣu sarvatra	anyaTA tu-anukUla-tva-prayatna-tve dvO=-upADI kalpanIyO; acetanezu sarvatra
   gauṇārthāstiṅo 'sati	gONa-arTAH-tiFaH asati
   bādhake kalpanīyā iti cet- atrocyate-[ku.5.652] kṛtākṛtavibhāgena	bADake kalpanIyAH iti cet atra-ucyate-[ku.5.652] kRta-akRta-viBAgena
   kartṛrūpavyavasthayā /	kartR-rUpa-vyavasTayA /
   yatna eva kṛtiḥ pūrvā (257) parasmin saiva bhavanā //9 //	yatnaH eva kRtiH pUrvAH (257) parasmin sA-eva BavanAH //9 //
   yatnapūrvakatva.ṃ hi pratisandhāya ghaṭādau kṛta iti vyavahārāt /	yatna-pUrvaka-tva.m hi pratisanDAya Gawa-AdO kRtaH iti vyavahArAt /
   hetusattvapratisandhāne 'pi	hetu-sattva-pratisanDAne api
   yatnapūrvakatvapratisandhānavidhurāṇāmaṅkurādau tadavyavahārāt karotyartho	yatna-pUrvakatva-pratisanDAna-viDurANAm-aFkura-AdO tat-avyavahArAt karoti-arTaH-
   yatna eva tāvadavasīyate /	yatnaH eva tAvat-avasIyate /
   anyathā hi yatkiñcidanukūlapūrvakatvāviśeṣāt "ghaṭādayaḥ kṛtāḥ, na	anyaTA hi yat-kiQcit-anukUla-pUrvakatva-aviSezAt "Gawa-AdayaH kRtAH, na
   kṛtāstvaṅkurādaya" iti kuto vyavahāraniyamaḥ /	kRtAH-tu-aFkura-Adaya" iti kutas vyavahAra-niyamaH /
   tena ca sarvamākhyātapadaṃ vivriyate iti sarvatra sa evārtha iti nirṇayaḥ	tena ca sarvam-AKyAta-padam vivriyate iti sarvatra saH eva-arTaH iti nirNayaH
   tathāca samudite pravṛttaṃ padaṃ tadekadeśe 'pi prayujyate, viśuddhimātraṃ	taTA-ca samudite pravRttam padam tat-eka-deSe api prayujyate, viSudDi-mAtram
   puraskṛtya brāhmaṇe śrotriyapadavat /	puraskRtya brAhmaNe Srotriya-pada-vat /
   anyathāpi madhyamottamapuruṣagāminaḥ pratyayāḥ, prathame puruṣe jānāti	anyaTA-api maDyama-uttama-puruza-gAminaH pratyayAH, praTame puruze jAnAti
   icchati prayatate adhyavasyati śete saṃśete ityādayaśca gauṇārthā	icCati prayatate aDyavasyati Sete saMSete ityAdayaH-ca gONa-arTA
   evācetaneṣu /	eva-acetanezu /
   na ca vṛttyantareṇāpi prayogasambhave śaktikalpanā yuktā;	na ca vRtti-antareNa-api prayoga-samBave Sakti-kalpanA yuktA;
   anyāyaścānekārthatvamiti sthiteḥ /	anyAyaH-ca-aneka-arTa-tvam-iti sTiteH /
   ata evānubhavo 'pi, yāvaduktaṃ bhavati pākānukūlavartamānaprayatnavān,	atas eva-anuBavaH api, yAvat-uktam Bavati pAka-anukUla-vartamAna-prayatnavAn-,
   tāvaduktaṃ bhavati pacatīti /	tAvat-uktam Bavati pacati-iti /
   evaṃ tathābhūtātivṛttaprayatno 'pākṣīditi /	evam taTABUta-ativRtta-prayatnaH apAkzIt-iti /
   evaṃ tathābhūtabhāviprayatnaḥ pakṣyatīti /	evam taTA-BUta-BAvi-prayatnaH pakzyati-iti /
   na tu pacatīti pākānukūlayatkiñcidvāniti /	na tu pacati-iti pAka-AnukUlayat-kiQcidvAn-iti /
   anyathātithāvapi paraśramaśayāne pacatīti pratyayaprasaṅgāt /	anyaTA-atiTO=-api para-Srama-SayAne pacati-iti pratyaya-prasaFgAt /
   [ku.5.653] apica kartṛvyāpāra eva kṛñarthaḥ /	[ku.5.653] api-ca kartR-vyApAraH eva kRQarTaH /
   cetanaśca kartā; anyathā tadvyavasthānupapatteḥ /	cetanaH-ca kartA; anyaTA tad-vyavasTA-anupapatteH /
   na hyabhidhīyamānavyāpāravattvaṃ kartṛtvam, anabhidhānadaśāyāṃ kurvato	na hi-aBiDIyamAna-vyApAravat-tvam kartR-tvam, anaBiDAna-daSAyAm kurvataH-
   'pyakartṛtvaprasaṅgāt /	api-akartR-tva-prasaFgAt /
   nāpyākhyātapratyayābhidhānayogyavyāpāraśālitvaṃ kartṛtvam, yogyatāyā	na-api-AKyAta-pratyaya-aBiDAna-yogya-vyApAra-SAli-tvam kartR-tvam, yogyatAyA
   evānirūpaṇāt /	eva-anirUpaNAt /
   phalānuguṇamātrasya sarvakārakavyāpārasādhāraṇatvāt /	Pala-anuguNa-mAtrasya sarva-kAra-kavya-apAra-sADAraNa-tvAt /
   nāpi vivakṣāto niyamaḥ, avivakṣādaśāyāmaniyamaprasaṅgāt /	na-api vivakzAtaH niyamaH, avivakzA-daSa-AyAma-niyama-prasaFgAt /
   svavyāpāre nedamaniṣṭamiti cet- evaṃ tarhi, "svavyāpāre ca kartṛtvaṃ	sva-vyApAre na-idam-anizwam-iti cet evam tarhi, "sva-vyApAre ca kartR-tvam
   sarvatraivāsti kārake" iti nyāyena karaṇādivilopaprasaṅgaḥ /	sarvatra-eva-asti kArake" iti nyAyena karaNa-Adi-vilopa-prasaFgaH /
   na svavyāpārāpekṣayā karaṇādivyavahāraḥ; kintu pradhānakriyāpekṣayā /	na sva-vyApAra-apekzayA karaNa-Adi-vyavahAraH; kintu praDAna-kriyA-apekzayA /
   asti hi kāñcit kriyāmuddiśya pravartamānānāṃ	asti hi kAQcid kriyAm-uddiSya pravartamAnAnAm
   kārakāṇāmavāntaravyāpārayogaḥ, natvavāntaravyāpārārthameva teṣāṃ	kArakANAm-avAntara-vyApAra-yogaH, na-tu-avAntara-vyApAra-arTam-eva tezAm
   pravṛttiriti cet- tarhi tadapekṣayaiva kartṛkarmādivyavahāraviśeṣaniyame	pravRttiH-iti cet tarhi tad-apekzayA-eva kartR-karma-Adi-vyavahAra-viSeza-niyame
   kiṃ kāraṇamiti cintyatām /	kim kAraNam-iti cintyatAm /
   svātantryāditi cet- nanu tadeva kimanyat prayatnādisamavāyāditi	svAtantryAt-iti cet nanu tat-eva kim-anyat prayatna-Adi-samavAyAt-iti
   vivicyābhidhīyatāmiti /	vivicya-aBiDIyatAm-iti /
   tasmāt sarvatra samānavyāpāra evākhyātārthaḥ /	tasmAt sarvatra samAna-vyApAraH eva-AKyAta-arTaH /
   [ku.5.654] tathāpi phalānuguṇataivāstu pratyayasya pravṛttinimittam;	[ku.5.654] taTA-api Pala-anuguNa-tA-eva-astu pratyayasya pravRtti-nimittam;
   prayatnastvākṣepato lapsyate iti cenna- bhāvanaiva hi yatnātmā	prayatnaH-tu-AkzepataH lapsyate iti ced-na BAvanA-eva hi yatna-AtmA
   sarvatrākhyātagocaraḥ /	sarvatra-AKyAta-gocaraH /
   tayā vivaraṇadhrauvyādākṣepānupapattitaḥ //10 //	tayA vivaraNa-DrOvyAt-Akzepa-anupapattitaH //10 //
   kena hi tadākṣipyeta /	kena hi tadA-Akzipyeta /
   natāvadanukūlatvamātreṇa; tasya prayatnatvenāvyāpanāt /	natAvat-anukUla-tva-mAtreNa; tasya prayatna-tvena-avyApanAt /
   na hi yatnatvaikārthasamavāyyevānukūlatvam /	na hi yatna-tva-eka-arTa-sama-vAyi-eva-anukUla-tvam /
   ata eva na saṅkhyayā; tasyāḥ saṅkhyeyamātraparyavasāyitvāt /	atas eva na saFKyayA; tasyAH saFKyeya-mAtra-paryavasAyi-tvAt /
   kartreti cet- na- dravyamātrasyākartṛtvāt /	kartrA-iti cet na dravya-mAtrasya-akartR-tvAt /
   vyāpāravataścābhidhāne vyāpārābhidhānasyāvaśyābhyupagamanīyatvāt /	vyApAravataH-ca-aBiDAne vyApAra-aBiDAnasya-avaSya-aByupagamanIya-tvAt /
   nāpi dhātvarthena tadākṣepaḥ; vidyate ityādau tadasambhavāt /	na-api DAtu-arTena tad-AkzepaH; vidyate ityAdO tad-asamBavAt /
   na hyatri dhātvartho bhāvanāpekṣī; sattayā nityatvāt /	na hi-atri DAtu-arTaH BAvanA-apekzI; sat-tayA nitya-tvAt /
   tatra na bhaviṣyatīti cet- na- pūrvāparībhūtabhāvanānubhavasyāviśeṣāt /	tatra na Bavizyati-iti cet na pUrva-aparIBUta-BAvanA-anuBavasya-aviSezAt /
   bhāvanoparāgeṇa hyatathābhūto 'pyarthastathā bhāsate iti /	BAvanA-uparAgeNa hi-ataTABUtaH api-arTaH-taTA BAsate iti /
   na ca padāntaralabdhayā bhāvanayānukūlatāyāḥ pratyayārthasyānvayaḥ;	na ca pada-antara-labDayA BAvanayA-anukUla-tAyAH pratyaya-arTasya-anvayaH;
   tadasambhavāt /	tad-asamBavAt /
   na khalu prakṛtyaiva sābhidhīyate /	na Kalu prakRtyA-eva sA-aBiDIyate /
   dhātūnāṃ kriyāphalamātrābhidhāyitvāt /	DAtUnAm kriyA-Pala-mAtra-aBiDAyi-tvAt /
   anyathā pāka ityādāvapi bhāvanānubhavaprasaṅgāt /	anyaTA pAkaH iti-AdO=-api BAvanA-anuBava-prasaFgAt /
   nāpi caitra ityādinā padāntareṇa;	na-api cEtraH ityAdinA pada-antareNa;
   prakṛtipratyayayorubhayorapyakārakārthatvāt /	prakRti-pratyayayoH-uBayoH-api-akAraka-arTa-tvAt /
   odanamityādeḥ kārakapadatvāt tasya ca kriyopahitatvāttenābhidhānamākṣepo	odanam-ityAdeH kAraka-pada-tvAt tasya ca kriyA-upahita-tvAt-tena-aBiDAnam-AkzepaH-
   vā /	vA /
   kathamanyathā odanamityukte kiṃ bhuṅkte pacati veti viśeṣākāṅkṣeti cet-	kaTam-anyaTA odanam-iti-ukte kim BuFkte pacati vA-iti viSeza-AkAFkzA-iti ced--
   na- pacatītyukte kimodanaṃ temanaṃ veti viśeṣākāṅkṣādarśanāt /	na pacati-iti-ukte kim-odanam temanam vA-iti viSeza-AkAFkzA-darSanAt /
   sā cākṣepābhidhānayoranyataramantareṇa na syāt /	sA ca-Akzepa-aBiDAnayoH-anyataram-antareNa na syAt /
   tasyāṃ daśāyāṃ na cedākṣepaḥ, nūnamabhidhānameveti /	tasyAm daSAyAm na ced-AkzepaH, nUnam-aBiDAnam-eva-iti /
   [ku.5.655] syādetat- abhidhīyatāṃ tarhi kartāpi /	[ku.5.655] syAt-etat aBiDIyatAm tarhi kartA-api /
   tadanabhidhāne hi saṅkhyeyamātramākṣipya saṅkhyā kathaṃ kartāramanviyāt,	tad-anaBiDAne hi saFKyeya-mAtram-Akzipya saFKyA kaTam kartAram-anviyAt,
   na tu karmādikamapi /	na tu karma-Adikam-api /
   śākasūpau pacati śākasūpaudanān pacatītyādau virodhanirastā saṅkhyā caitra	SAka-sUpO pacati SAka-sUpa-odanAn pacati-ityAdO viroDa-nirastA saFKyA cEtra
   iti kartāramaviruddhamanugacchatīti cet- caitra odanaṃ pacatītyatrakā	iti kartAram-avirudDam-anugacCati-iti cet cEtraH odanam pacati-iti-atrakA
   gatiḥ /	gatiH /
   ekatra nirṇītaḥ śāstrārtho 'paratrāpi tathā, yavavarāhādivaditi cenna-	ekatra nirNItaH SAstra-arTaH aparatra-api taTA, yava-varAha-Adi-vat-iti ced-na-
   pacyate ityādāvapi tathābhāvaprasaṅgāt /	pacyate iti-AdO=-api taTA-aBAva-prasaFgAt /
   caitrābhyāṃ caitrairiti virodhanirastā sūpa ityaviruddhaṃ karma	cEtrAByAm cEtrEH-iti viroDa-nirastA sUpaH iti-avirudDam karma
   samanukrāmatīti cet /	samanukrAmati-iti ced /
   caitramaitrābhyāṃ pākasūpau pacyete ityatra kā gatiḥ /	cEtra-mEtrAByAm pAka-sUpO pacyete iti-atra kA gatiH /
   anyatra nirṇītenārthena vyavahāra iti cenna- pacatītyādāvapi	anyatra nirNItena-arTena vyavahAraH iti ced-na pacati-iti-AdO=-api
   tathābhāvaprasaṅgāt /	taTA-aBAva-prasaFgAt /
   tatra pūrvaka eva nirṇayaḥ, pacyate ityatratvapara iti cenna- viśeṣābhāvāt	tatra pUrvakaH eva nirNayaH, pacyate iti-atra-tva-paraH iti ced-na viSeza-aBAvAt
   ātmanepadaparasmaipadābhyāṃ viśeṣa iti cenna- pacyate pacate pakṣyate	Atmanepada-parasmEpadAByAm viSezaH iti ced-na pacyate pacate pakzyate
   ityādau viplavaprasaṅgāditi /	ityAdO viplava-prasaFgAt-iti /
   [ku.5.656] dṛśyate ca samānapratyayābhihitenānvayaḥsaṅkhyāyāḥ /	[ku.5.656] dRSyate ca samAna-pratyaya-aBihitena-anvayaH-saFKyAyAH /
   tad yathā, bhūyate supyate ityādau /	tat yaTA, BUyate supyate ityAdO /
   na	na
   hi tatra kartrā karmaṇā vānyenaiva vā kenacidanvayaḥ, kintu bhāvenaiva /	hi tatra kartrA karmaNA vA-anyena-eva vA kenacid-anvayaH, kintu BAvena-eva /
   ananvaye tadabhidhāyino 'narthakatvaprasaṅgāt /	ananvaye tad-aBiDAyinaH anarTaka-tva-prasaFgAt /
   ākṣiptenacānvaye tatrāpi kartrevānvayāpatteḥ /	Akziptena-ca-anvaye tatra-api kartR-eva-anvaya-ApatteH /
   ko hisupyate svapitītyanayoḥ kartrākṣepaṃ prati viśeṣaḥ /	kaH hisupyate svapiti-iti-anayoH kartR-Akzepam prati viSezaH /
   syādetat- (a.1-3-13) bhāvakarmaṇorityādyanuśāsanabalāttāvat bhāvakarmaṇī	syAt-etat (a.1-3-13) BAva-karmaNoH-iti-Adi-anuSAsana-balAt-tAvat BAva-karmaNI
   pratyayavācye /	pratyaya-vAcye /
   tatastadabhihitā saṅkhyā tābhyāmanvīyate /	tatas-tad-aBihitA saFKyA tAByAm-anvIyate /
   yastu pratyayo na tatrotpannaḥ, tadabhihitā saṅkhyā, "mukhyaṃ vā	yaH-tu pratyayaH na tatra-utpannaH, tad-aBihitA saFKyA, "muKyam vA
   pūrvacodanāllokavat'(mī.12,2,23) iti nyāyena kartāramevāśrayate iti	pUrva-codanAn-lokavat-a(mI.12,2,23) iti nyAyena kartAram-eva-ASrayate iti
   niyamaḥ- na- viparyyayaprasaṅgāt /	niyamaH na viparyyaya-prasaFgAt /
   "śeṣāt kartari parasmaipadam" (a.1-3-78), "kartari śap" (a.3-1-68)	"SezAt kartari parasma-epadam" (a.1-3-78), "kartari Sap" (a.3-1-68)
   ityanuśāsanabalādbhāvakartārau pratyayavācyau, tatastadabhihitā saṅkhyāpi	iti-anuSAsana-balAt-BAva-kartArO pratyaya-vAcyO, tatas-tad-aBihitA saFKyA-api
   tābhyāmanvīyate; yastu pratyayo na tatrotpannastadabhihitā saṅkhyā tenaiva	tAByAm-anvIyate; yaH-tu pratyayaH na tatra-utpannaH-tad-aBihitA saFKyA tena-eva
   nyāyena karmaiva samāśrayediti niyamopapatteḥ tasmānmatikardamamapahāya	nyAyena karma-eva samASrayet-iti niyama-upapatteH tasmAt-mati-kardamam-apahAya
   yathānuśāsanameva gṛhyate iti prāptam /	yaTA-anuSAsanam-eva gRhyate iti prAptam /
   evaṃ prāpte 'bhidhīyate- [ku.5.657] ākṣepalabhye saṅkhyeye nābhidhānasya	evam prApte aBiDIyate [ku.5.657] AkzepalaBye saFKyeye na-aBiDAnasya
   kalpanā /	kalpanA /
   saṅkhyeyamātralābhe 'pi sākāṅkṣeṇa vyavasthitiḥ //11 //	saFKyeya-mAtra-lABe api sAkAFkzeNa vyavasTitiH //11 //
   saṅkhyāp.i tāvadiyaṃ bhāvanānugāminī; yaṃ yaṃ bhāvanānveti, taṃ taṃ	saFKyA-ap.i tAvat-iyam BAvanA-anugAminI; yam yam BAvanA-anveti, tam tam
   saṅkhyāpīti sthiteḥ; ekapratyayavācyatvaniyamāt /	saFKyA-api-iti sTiteH; eka-pratyaya-vAcya-tva-niyamAt /
   bhāvanāca śuddhaṃ prātipadikārthamātramākāṅkṣati /	BAvanAca SudDam prAtipadikA-arTa-mAtram-AkAFkzati /
   na hi vyāpāravantaṃ vyāpāra āśrayate, ātmāśrayāt (258) /	na hi vyApAravantam vyApAraH ASrayate, Atma-ASrayAt (258) /
   samavāyaṃ prati tadanupayogāt /	samavAyam prati tad-anupayogAt /
   vijātīyavyāpāravato 'kartṛtvācca /	vijAtIya-vyApAravataH akartR-tvAt-ca /
   na ca dvitīyādyāḥ prātipadikavibhaktayaḥ /	na ca dvitIya-AdyAH prAtipadika-viBaktayaH /
   tataḥ prathamānirdiṣṭenaiva bhāvanānvīyate iti tasyānvayayogyatāniyamāt	tatas praTama-anirdizwena-eva BAvanA-anvIyate iti tasya-anvaya-yogya-tA-niyamAt
