   mātṛkā 1	mAtRkA 1
   N15-16.1c/ yad vacaḥ pratikūlārthaṃ vākpāruṣyaṃ tad ucyate //	N15-16.1c/ yat vacaH pratikUla-arTam vAc-pAruzyam tat ucyate //
   N15-16.2a/ niṣṭhurāślīlatīvratvāt tad api trividhaṃ smṛtam /	N15-16.2a/ nizWura-aSlIla-tIvra-tvAt tat api triviDam smRtam /
   N15-16.2c/ gauravānukramād asya daṇḍo 'apy atra kramād guruḥ //	N15-16.2c/ gOrava-anukramAt asya daNxaH aapi atra kramAt guruH //
   N15-16.3a/ sākṣepaṃ niṣṭhuraṃ jñeyam aślīlaṃ nyaṅgasaṃyutam /	N15-16.3a/ sa-Akzepam nizWuram jQeyam aSlIlam nyaFga-saMyutam /
   N15-16.3c/ pātanīyair upakrośais tīvram āhur manīṣiṇaḥ //	N15-16.3c/ pAtanIyEH upakroSEH tIvram AhuH manIziNaH //
   N15-16.4a/ paragātreṣv abhidroho hastapādāyudhādibhiḥ /	N15-16.4a/ para-gAtrezu aBidrohaH hasta-pAda-AyuDa-AdiBiH /
   N15-16.4c/ bhasmādibhiś copaghāto daṇḍapāruṣyam ucyate //	N15-16.4c/ Basma-AdiBiH ca-upaGAtaH daNxa-pAruzyam ucyate //
   N15-16.5a/ tasyāpi dṛṣṭaṃ traividhyaṃ mṛdumadhyottamaṃ kramāt /	N15-16.5a/ tasya-api dRzwam trEviDyam mRdu-maDya-uttamam kramAt /
   N15-16.5c/ avagūraṇaniḥsaṅgapātanakṣatadarśanaiḥ //	N15-16.5c/ avagUraNa-niHsaFga-pAtana-kzata-darSanEH //
   N15-16.6a/ hīnamadhyottamānāṃ tu dravyāṇām samatikramāt /	N15-16.6a/ hIna-maDya-uttamAnAm tu dravyANAm samatikramAt /
   N15-16.6c/ trīṇy eva sāhasāny āhus tatra kaṇṭakaśodhanam //	N15-16.6c/ trINi eva sAhasAni AhuH tatra kaNwaka-SoDanam //
   N15-16.7a/ vidhiḥ pañcavidhas tūkta etayor ubhayor api /	N15-16.7a/ viDiH paQcaviDaH tu-uktaH etayoH uBayoH api /
   N15-16.7c/ viśuddhir daṇḍabhāktvaṃ ca tatra saṃbadhyate yathā //	N15-16.7c/ viSudDiH daNxa-BAktvam ca tatra saMbaDyate yaTA //
   N15-16.8a/ pāruṣye sati saṃrambhād utpanne kṣubdhayor dvayoḥ /	N15-16.8a/ pAruzye sati saMramBAt utpanne kzubDayoH dvayoH /
   N15-16.8c/ sa manyate yaḥ kṣamate daṇḍabhāg yo 'ativartate //	N15-16.8c/ sa manyate yaH kzamate daNxa-BAj yaH aativartate //
   N15-16.9a/ pāruṣyadoṣāvṛtayor yugapat saṃpravṛttayoḥ /	N15-16.9a/ pAruzya-doza-AvRtayoH yugapad saMpravRttayoH /
   N15-16.9c/ viśeṣaś cen na dṛśyeta vinayaḥ syāt samas tayoḥ //	N15-16.9c/ viSezaH ced na dRSyeta vinayaH syAt samaH tayoH //
   N15-16.10a/ pūrvam ākṣārayed yas tu niyataṃ syāt sa doṣabhāk /	N15-16.10a/ pUrvam AkzArayet yaH tu niyatam syAt sa doza-BAj /
   N15-16.10c/ paścād yaḥ so 'apy asatkārī pūrve tu vinayo guruḥ //	N15-16.10c/ paScAt yaH saH aapi asat-kArI pUrve tu vinayaH guruH //
   N15-16.11a/ dvayor āpannayos tulyam anubadhnāti yaḥ punaḥ /	N15-16.11a/ dvayoH ApannayoH tulyam anubaDnAti yaH punar /
   N15-16.11c/ sa tayor daṇḍam āpnoti pūrvo vā yadi vetaraḥ //	N15-16.11c/ sa tayoH daNxam Apnoti pUrvaH vA yadi vA-itaraH //
   N15-16.12a/ śvapākapaṇḍacaṇḍālavyaṅgeṣu vadhavṛttiṣu /	N15-16.12a/ SvapAka-paNxa-caNxAla-vyaFgezu vaDa-vRttizu /
   N15-16.12c/ hastipavrātyadāreṣu gurvācāryāṅganāsu ca //	N15-16.12c/ hastipa-vrAtya-dArezu guru-AcArya-aFganAsu ca //
   N15-16.13a/ maryādātikrame sadyo ghāta evānuśāsanam /	N15-16.13a/ maryAdA-atikrame sadyas GAtaH eva-anuSAsanam /
   N15-16.13c/ na ca taddaṇḍapāruṣye doṣam āhur manīṣiṇaḥ //	N15-16.13c/ na ca tad-daNxa-pAruzye dozam AhuH manIziNaH //
   N15-16.14a/ yam eva hy ativarterann ete santaṃ janaṃ nṛṣu /	N15-16.14a/ yam eva hi ativarteran ete santam janam nRzu /
   N15-16.14c/ sa eva vinayaṃ kuryān na tadvinayabhāṅ nṛpaḥ //	N15-16.14c/ saH eva vinayam kuryAt na tad-vinaya-BAj nRpaH //
   N15-16.15a/ malā hy ete manuṣyeṣu dhanam eṣāṃ malātmakam /	N15-16.15a/ malAH hi ete manuzyezu Danam ezAm mala-Atmakam /
   N15-16.15c/ api tān ghātayed rājā nārthadaṇḍena daṇḍayet //	N15-16.15c/ api tAn GAtayet rAjA na-arTa-daNxena daNxayet //
   N15-16.16a/ śataṃ brāhmaṇam ākruśya kṣatriyo daṇḍam arhati /	N15-16.16a/ Satam brAhmaNam AkruSya kzatriyaH daNxam arhati /
   N15-16.16c/ vaiśyo 'adhyardhaṃ śataṃ dve vā śūdras tu vadham arhati //	N15-16.16c/ vESyaH aaDyarDam Satam dve vA SUdraH tu vaDam arhati //
   N15-16.17a/ vipraḥ pañcāśataṃ daṇḍyaḥ kṣatriyasyābhiśaṃsane /	N15-16.17a/ vipraH paQcASatam daNxyaH kzatriyasya-aBiSaMsane /
   N15-16.17c/ vaiśye syād ardhapañcāśac chūdre dvādaśako damaḥ //	N15-16.17c/ vESye syAt arDapaQcASat SUdre dvAdaSakaH damaH //
   N15-16.18a/ samavarṇadvijātīnāṃ dvādaśaiva vyatikrame /	N15-16.18a/ sama-varNa-dvijAtInAm dvAdaSa-eva vyatikrame /
   N15-16.18c/ vādeṣv avacanīyeṣu tad eva dviguṇaṃ bhavet //	N15-16.18c/ vAdezu avacanIyezu tat eva dviguNam Bavet //
   N15-16.19a/ kāṇam apy athavā khañjam anyaṃ vāpi tathāvidham /	N15-16.19a/ kANam api aTavA KaQjam anyam vA-api taTAviDam /
   N15-16.19c/ tathyenāpi bruvan dāpyo rājñā kārṣāpaṇāvaram //	N15-16.19c/ taTyena-api bruvan dApyaH rAjQA kArzApaNa-avaram //
   N15-16.20a/ na kilbiṣeṇāpavadec chāstrataḥ kṛtapāvanam /	N15-16.20a/ na kilbizeNa-apavadet SAstrataH kRta-pAvanam /
   N15-16.20c/ na rājñā dhṛtadaṇḍaṃ ca daṇḍabhāk tadvyatikramāt //	N15-16.20c/ na rAjQA DRta-daNxam ca daNxa-BAj tad-vyatikramAt //
   N15-16.21a/ loke 'asmin dvāv avaktavyāv adaṇḍyau ca prakīrtitau /	N15-16.21a/ loke aasmin dvO avaktavyO adaNxyO ca prakIrtitO /
   N15-16.21c/ brāhmaṇaś caiva rājā ca tau hīdaṃ bibhṛto jagat //	N15-16.21c/ brAhmaNaH ca-eva rAjA ca tO hi-idam biBRtaH jagat //
   N15-16.22a/ patitaṃ patitety uktvā cauraṃ caureti vā punaḥ /	N15-16.22a/ patitam patitA-iti uktvA cOram cOra-iti vA punar /
   N15-16.22c/ vacanāt tulyadoṣaḥ syān mithyā dvir doṣatāṃ vrajet //	N15-16.22c/ vacanAt tulya-dozaH syAt miTyA dvis doza-tAm vrajet //
   N15-16.23a/ nāmajātigrahaṃ teṣām abhidroheṇa kurvataḥ /	N15-16.23a/ nAma-jAti-graham tezAm aBidroheNa kurvataH /
   N15-16.23c/ nikheyo 'ayomayaḥ śaṅkuḥ śūdrasyāṣṭādaśāṅgulaḥ //	N15-16.23c/ niKeyaH aayaH-mayaH SaFkuH SUdrasya-azwAdaSa-aFgulaH //
   N15-16.24a/ dharmāpadeśaṃ darpeṇa dvijānām asya kurvataḥ /	N15-16.24a/ Darma-apadeSam darpeNa dvijAnAm asya kurvataH /
   N15-16.24c/ taptam āsecayet tailaṃ vaktre śrotre ca pārthivaḥ //	N15-16.24c/ taptam Asecayet tElam vaktre Srotre ca pArTivaH //
   N15-16.25a/ yenāṅgenāvaro varṇo brāhmaṇasyāparādhnuyāt /	N15-16.25a/ yena-aFgena-avaraH varNaH brAhmaNasya-aparADnuyAt /
   N15-16.25c/ tad aṅgaṃ tasya chettavyam evaṃ śuddhim avāpnuyāt //	N15-16.25c/ tat aFgam tasya Cettavyam evam SudDim avApnuyAt //
   N15-16.26a/ sahāsanam abhiprepsur utkṛṣṭasyāvakṛṣṭajaḥ /	N15-16.26a/ sahAsanam aBiprepsuH utkRzwasya-avakRzwa-jaH /
   N15-16.26c/ kaṭyāṃ kṛṭāṅko nirvāsyaḥ sphigdeśaṃ vāsya kartayet //	N15-16.26c/ kawyAm kRwa-aFkaH nirvAsyaH sPic-deSam vA-asya kartayet //
   N15-16.27a/ avaniṣṭhīvato darpād dvāv oṣṭhau chedayen nṛpaḥ /	N15-16.27a/ avanizWIvataH darpAt dvO ozWO Cedayet nRpaH /
   N15-16.27c/ avamūtrayataḥ śiśnam avaśardhayato gudam //	N15-16.27c/ avamUtrayataH SiSnam avaSarDayataH gudam //
   N15-16.28a/ keśeṣu gṛhṇato hastau chedayed avicārayan /	N15-16.28a/ keSezu gRhNataH hastO Cedayet avicArayan /
   N15-16.28c/ pādayor nāsikāyāṃ ca grīvāyāṃ vṛṣaṇeṣu ca //	N15-16.28c/ pAdayoH nAsikAyAm ca grIvAyAm vRzaNezu ca //
   N15-16.29a/ upakruśya tu rājānaṃ vartmani sve vyavasthitam /	N15-16.29a/ upakruSya tu rAjAnam vartmani sve vyavasTitam /
   N15-16.29c/ jihvāchedād bhavec chuddhiḥ sarvasvaharaṇena vā //	N15-16.29c/ jihvA-CedAt Bavet SudDiH sarva-sva-haraNena vA //
   N15-16.30a/ rājani prahared yas tu kṛtāgasy api durmatiḥ /	N15-16.30a/ rAjani praharet yaH tu kRta-Agasi api durmatiH /
   N15-16.30c/ śūle tam agnau vipaced brahmahatyāśatādhikam //	N15-16.30c/ SUle tam agnO vipacet brahmahatyA-Sata-aDikam //
   N15-16.31a/ putrāparādhe na pitā na śvavāñ śuni daṇḍabhāk /	N15-16.31a/ putra-aparADe na pitA na SvavAn Suni daNxa-BAj /
   N15-16.31c/ na markaṭe ca tatsvāmī tair eva prahito na cet //	N15-16.31c/ na markawe ca tad-svAmI tEH eva prahitaH na ced //
   17.dyūtasamāhvayam	17.dyUta-samAhvayam
   N17.1a/ akṣavardhraśalākādyair devanaṃ jihmakāritam /	N17.1a/ akza-varDra-SalAka-AdyEH devanam jihma-kAritam /
   N17.1c/ paṇakrīḍā vayobhiś ca padaṃ dyūtasamāhvayam //	N17.1c/ paNa-krIxA vayoBiH ca padam dyUta-samAhvayam //
   N17.2a/ sabhikaḥ kārayed dyūtaṃ deyaṃ dadyāc ca tatkṛtam /	N17.2a/ saBikaH kArayet dyUtam deyam dadyAt ca tad-kRtam /
   N17.2c/ daśakaṃ tu śataṃ vṛddhis tasya syād dyūtakāritā //	N17.2c/ daSakam tu Satam vRdDiH tasya syAt dyUta-kAritA //
   N17.3a/ dvirabhyastāḥ patanty akṣā glahe yasyākṣadevinaḥ /	N17.3a/ dvis-aByastAH patanti akzAH glahe yasya-akza-devinaH /
   N17.3c/ jayaṃ tasyāparasyāhuḥ kitavasya parājayam //	N17.3c/ jayam tasya-aparasya-AhuH kitavasya parAjayam //
   N17.4a/ kitaveṣv eva tiṣṭheyuḥ kitavāḥ saṃśayaṃ prati /	N17.4a/ kitavezu eva tizWeyuH kitavAH saMSayam prati /
   N17.4c/ ta eva tasya draṣṭāraḥ syus ta eva ca sākṣiṇaḥ //	N17.4c/ te eva tasya drazwAraH syuH te eva ca sAkziNaH //
   N17.5a/ aśuddhaḥ kitavo nānyad āśrayed dyūtamaṇḍalam /	N17.5a/ aSudDaH kitavaH na-anyat ASrayet dyUta-maNxalam /
   N17.5c/ pratihanyān na sabhikaṃ dāpayet tat svam iṣṭataḥ //	N17.5c/ pratihanyAt na saBikam dApayet tat svam izwatas //
   N17.6a/ kūṭākṣadevinaḥ pāpān nirbhajed dyūtamaṇḍalāt /	N17.6a/ kUwa-akza-devinaH pApAt nirBajet dyUta-maNxalAt /
   N17.6c/ kaṇṭhe 'akṣamālām āsajya sa hy eṣāṃ vinayaḥ smṛtaḥ //	N17.6c/ kaNWe aakzamAlAm Asajya sa hi ezAm vinayaH smRtaH //
   18.prakīrṇakam	18.-prakIrNakam
   N18.1a/ prakīrṇake punar jñeyā vyavahārā nṛpāśrayāḥ /	N18.1a/ prakIrNake punar jQeyAH vyavahArAH nRpa-ASrayAH /
   N18.1c/ rājñām ājñāpratīghātas tatkarmakaraṇaṃ tathā //	N18.1c/ rAjQAm AjQA-pratIGAtaH tad-karma-karaNam taTA //
   N18.2a/ purapradānaṃ saṃbhedaḥ prakṛtīnāṃ tathaiva ca /	N18.2a/ pura-pradAnam saMBedaH prakRtInAm taTA-eva ca /
   N18.2c/ pāṣaṇḍanaigamaśreṇīgaṇadharmaviparyayāḥ //	N18.2c/ pAzaNxa-nEgama-SreNI-gaNa-Darma-viparyayAH //
   N18.3a/ pitṛputravivādaś ca prāyaścittavyatikramaḥ /	N18.3a/ pitR-putra-vivAdaH ca prAyaScitta-vyatikramaH /
   N18.3c/ pratigrahavilopaś ca kopa āśramiṇām api //	N18.3c/ pratigraha-vilopaH ca kopaH ASramiNAm api //
   N18.4a/ varṇasaṃkaradoṣaś ca tadvṛttiniyamas tathā /	N18.4a/ varNa-saMkara-dozaH ca tad-vRtti-niyamaH taTA /
   N18.4c/ na dṛṣṭaṃ yac ca pūrveṣu tat sarvaṃ syāt prakīrṇake //	N18.4c/ na dRzwam yat ca pUrvezu tat sarvam syAt prakIrNake //
   N18.5a/ rājā tv avahitaḥ sarvān āśramān paripālayet /	N18.5a/ rAjA tu avahitaH sarvAn ASramAn paripAlayet /
   N18.5c/ upāyaiḥ śāstravihitaiś caturbhiḥ prakṛtais tathā //	N18.5c/ upAyEH SAstra-vihitEH caturBiH prakRtEH taTA //
   N18.6a/ yo yo varṇo 'avahīyeta yo vodrekam anuvrajet /	N18.6a/ yaH yaH varNaH aavahIyeta yaH vA-udrekam anuvrajet /
   N18.6c/ taṃ taṃ dṛṣṭvā svato mārgāt pracyutaṃ sthāpayet pathi //	N18.6c/ tam tam dRzwvA svatas mArgAt pracyutam sTApayet paTi //
   N18.7a/ aśāstrokteṣu cānyeṣu pāpayukteṣu karmasu /	N18.7a/ aSAstra-uktezu ca-anyezu pApa-yuktezu karmasu /
   N18.7c/ prasamīkṣyātmano rājā daṇḍaṃ daṇḍyeṣu pātayet //	N18.7c/ prasamIkzya-AtmanaH rAjA daNxam daNxyezu pAtayet //
   N18.8a/ śrutismṛtiviruddhaṃ ca janānām ahitaṃ ca yat /	N18.8a/ Sruti-smRti-virudDam ca janAnAm ahitam ca yat /
   N18.8c/ na tat pravartayed rājā pravṛttaṃ ca nivartayet //	N18.8c/ na tat pravartayet rAjA pravRttam ca nivartayet //
   N18.9a/ nyāyāpetaṃ yad anyena rājñājñānakṛtaṃ ca yat /	N18.9a/ nyAya-apetam yat anyena rAjQA-ajQAna-kRtam ca yat /
   N18.9c/ tad apy anyāyavihitaṃ punar nyāye niveśayet //	N18.9c/ tat api anyAya-vihitam punar nyAye niveSayet //
   N18.10a/ rājñā pravartitān dharmānyo naro nānupālayet /	N18.10a/ rAjQA pravartitAn DarmAn-yaH naraH na-anupAlayet /
   N18.10c/ daṇḍyaḥ sa pāpo vadhyaś ca lopayan rājaśāsanam //	N18.10c/ daNxyaH sa pApaH vaDyaH ca lopayan rAja-SAsanam //
   N18.11a/ āyudhāny āyudhīyānāṃ vāhyādīn vāhyajīvinām /	N18.11a/ AyuDAni AyuDIyAnAm vAhya-AdIn vAhya-jIvinAm /
   N18.11c/ veśyāstrīṇām alaṃkāraṃ vādyātodyāni tadvidām //	N18.11c/ veSyA-strINAm alaMkAram vAdya-AtodyAni tad-vidAm //
   N18.12a/ yac ca yasyopakaraṇaṃ yena jīvanti kārukāḥ /	N18.12a/ yat ca yasya-upakaraNam yena jIvanti kArukAH /
   N18.12c/ sarvasvaharaṇe 'apy etān na rājā hartum arhati //	N18.12c/ sarva-sva-haraNe aapi etAn na rAjA hartum arhati //
   N18.13a/ anādiś cāpy anantaś ca dvipadāṃ pṛthivīpatiḥ /	N18.13a/ anAdiH ca-api anantaH ca dvipadAm pRTivIpatiH /
   N18.13c/ dīptimatvāc chucitvāc ca yadi na syāt pathaś cyutaḥ //	N18.13c/ dIptima-tvAt Suci-tvAt ca yadi na syAt paTaH cyutaH //
   N18.14a/ yadi rājā na sarveṣāṃ varṇānāṃ daṇḍadhāraṇam /	N18.14a/ yadi rAjA na sarvezAm varNAnAm daNxa-DAraNam /
   N18.14c/ kuryāt patho vyapetānāṃ vinaśyeyur imāḥ prajāḥ //	N18.14c/ kuryAt paTaH vyapetAnAm vinaSyeyuH imAH prajAH //
   N18.15a/ brāhmaṇyaṃ brāhmaṇo jahyāt kṣatriyaḥ kṣātram utsṛjet /	N18.15a/ brAhmaNyam brAhmaNaH jahyAt kzatriyaH kzAtram utsRjet /
   N18.15c/ svakarma jahyād vaiśyas tu śūdraḥ sarvān viśeṣayet //	N18.15c/ sva-karma jahyAt vESyaH tu SUdraH sarvAn viSezayet //
   N18.16a/ rājānaś cen nābhaviṣyan pṛthivyāṃ daṇḍadhāraṇam /	N18.16a/ rAjAnaH ced na-aBavizyan pRTivyAm daNxa-DAraNam /
   N18.16c/ śūle matsyān ivāpakṣyan durbalān balavattarāḥ //	N18.16c/ SUle matsyAn iva-apakzyan durbalAn balavattarAH //
   N18.17a/ satām anugraho nityam asatāṃ nigrahas tathā /	N18.17a/ satAm anugrahaH nityam asatAm nigrahaH taTA /
   N18.17c/ eṣa dharmaḥ smṛto rājñām arthaś cāmitrapīḍanāt //	N18.17c/ eza DarmaH smRtaH rAjQAm arTaH ca-amitra-pIxanAt //
   N18.18a/ na lipyate yathā vahnir dahañ chaśvad imāḥ prajāḥ /	N18.18a/ na lipyate yaTA vahniH dahan CaSvat imAH prajAH /
   N18.18c/ na lipyate tathā rājā daṇḍaṃ daṇḍyeṣu pātayan //	N18.18c/ na lipyate taTA rAjA daNxam daNxyezu pAtayan //
   N18.19a/ ājñā tejaḥ pārthivānāṃ sā ca vāci pratiṣṭhitā /	N18.19a/ AjQA tejaH pArTivAnAm sA ca vAci pratizWitA /
   N18.19c/ te yad brūyur asat sad vā sa dharmo vyavahāriṇām //	N18.19c/ te yat brUyuH asat sat vA sa DarmaH vyavahAriNAm //
   N18.20a/ rājā nāma caraty eṣa bhūmau sākṣāt sahasradṛk /	N18.20a/ rAjA nAma carati eza BUmO sAkzAt sahasradRS /
   N18.20c/ na tasyājñām atikramya saṃtiṣṭheran prajāḥ kvacit //	N18.20c/ na tasya-AjQAm atikramya saMtizWeran prajAH kvacid //
   N18.21a/ rakṣādhikārād īśatvād bhūtānugrahadarśanāt /	N18.21a/ rakzA-aDikArAt ISa-tvAt BUta-anugraha-darSanAt /
   N18.21c/ yad eva rājā kurute tat pramāṇam iti sthitiḥ //	N18.21c/ yat eva rAjA kurute tat pramANam iti sTitiH //
   N18.22a/ nirguṇo 'api yathā strīṇāṃ pūjya eva patiḥ sadā /	N18.22a/ nirguNaH aapi yaTA strINAm pUjyaH eva patiH sadA /
   N18.22c/ prajānāṃ viguṇo 'apy evaṃ pūjya eva narādhipaḥ //	N18.22c/ prajAnAm viguNaH aapi evam pUjyaH eva narADipaH //
   N18.23a/ tapaḥkrītāḥ prajā rājñā prabhur āsāṃ tato nṛpaḥ /	N18.23a/ tapaH-krItAH prajAH rAjQA praBuH AsAm tatas nRpaH /
   N18.23c/ tatas tadvacasi stheyaṃ vārtā cāsāṃ tadāśrayā //	N18.23c/ tatas tad-vacasi sTeyam vArtA ca-AsAm tad-ASrayAH //
   N18.24a/ pañca rūpāṇi rājāno dhārayanty amitaujasaḥ /	N18.24a/ paQca rUpANi rAjAnaH DArayanti amita-ojasaH /
   N18.24c/ agner indrasya somasya yamasya dhanadasya ca //	N18.24c/ agneH indrasya somasya yamasya Danadasya ca //
   N18.25a/ kāraṇād animittaṃ vā yadā krodhavaśaṃ gataḥ /	N18.25a/ kAraNAt animittam vA yadA kroDa-vaSam gataH /
   N18.25c/ prajā dahati bhūpālas tadāgnir abhidhīyate //	N18.25c/ prajAH dahati BUpAlaH tadA-agniH aBiDIyate //
   N18.26a/ yadā tejaḥ samālambya vijigīṣur udāyudhaḥ /	N18.26a/ yadA tejaH samAlambya vijigIzuH udAyuDaH /
   N18.26c/ abhiyāti parān rājā tadendraḥ sa udāhṛtaḥ //	N18.26c/ aBiyAti parAn rAjA tadA-indraH saH udAhRtaH //
   N18.27a/ vigatakrodhasaṃtāpo hṛṣṭarūpo yadā nṛpaḥ /	N18.27a/ vigata-kroDa-saMtApaH hRzwa-rUpaH yadA nRpaH /
   N18.27c/ prajānāṃ darśanaṃ yāti soma ity ucyate tadā //	N18.27c/ prajAnAm darSanam yAti somaH iti ucyate tadA //
   N18.28a/ dharmāsanagataḥ śrīmān daṇḍaṃ dhatte yadā nṛpaḥ /	N18.28a/ Darma-Asana-gataH SrImAn daNxam Datte yadA nRpaH /
   N18.28c/ samaḥ sarveṣu bhūteṣu tadā vaivasvataḥ yamaḥ //	N18.28c/ samaH sarvezu BUtezu tadA vEvasvataH yamaH //
   N18.29a/ yadā tv arthiguruprājñabhṛtyādīn avanīpatiḥ /	N18.29a/ yadA tu arTi-guru-prAjQa-BRtya-AdIn avanIpatiH /
   N18.29c/ anugṛhṇāti dānena tadā sa dhanadaḥ smṛtaḥ //	N18.29c/ anugRhNAti dAnena tadA sa DanadaH smRtaH //
   N18.30a/ tasmāt taṃ nāvajānīyān nākrośen na viśeṣayet /	N18.30a/ tasmAt tam na-avajAnIyAt na-AkroSet na viSezayet /
   N18.30c/ ājñāyāṃ cāsya tiṣṭheta mṛtyuḥ syāt tadvyatikramāt //	N18.30c/ AjQAyAm ca-asya tizWeta mRtyuH syAt tad-vyatikramAt //
   N18.31a/ tasya vṛttiḥ prajārakṣā vṛddhaprājñopasevanam /	N18.31a/ tasya vRttiH prajA-rakzAH vRdDa-prAjQa-upasevanam /
   N18.31c/ darśanaṃ vyavahārāṇām ātmanaś cābhirakṣaṇam //	N18.31c/ darSanam vyavahArANAm AtmanaH ca-aBirakzaNam //
   N18.32a/ brāhmaṇān upaseveta nityaṃ rājā samāhitaḥ /	N18.32a/ brAhmaNAn upaseveta nityam rAjA samAhitaH /
   N18.32c/ saṃyuktaṃ brāhmaṇaiḥ kṣatraṃ mūlaṃ lokābhirakṣaṇe //	N18.32c/ saMyuktam brAhmaNEH kzatram mUlam loka-aBirakzaNe //
   N18.33a/ brāhmaṇasyāparīhāro rājanyāsanam agrataḥ /	N18.33a/ brAhmaNasya-aparIhAraH rAjani-Asanam agratas /
   N18.33c/ prathamaṃ darśanaṃ prātaḥ sarvebhyaś cābhivādanam //	N18.33c/ praTamam darSanam prAtar sarveByaH ca-aBivAdanam //
   N18.34a/ agraṃ navebhyaḥ sasyebhyo mārgadānaṃ ca gacchataḥ /	N18.34a/ agram naveByaH sasyeByaH mArga-dAnam ca gacCataH /
   N18.34c/ bhaikṣahetoḥ parāgāre praveśas tv anivāritaḥ //	N18.34c/ BEkza-hetoH para-AgAre praveSaH tu anivAritaH //
   N18.35a/ samitpuṣpodakādāneṣv asteyaṃ saparigrahāt /	N18.35a/ samiD-puzpa-udaka-AdAnezu asteyam sa-parigrahAt /
   N18.35c/ anākṣepaḥ parebhyaś ca saṃbhāṣaś ca parastriyā //	N18.35c/ anAkzepaH pareByaH ca saMBAzaH ca para-striyAH //
   N18.36a/ nadīṣv avetanas tāraḥ pūrvam uttaraṇaṃ tathā /	N18.36a/ nadIzu avetanaH tAraH pUrvam uttaraNam taTA /
   N18.36c/ tareṣv aśulkadānaṃ ca na ced vāṇijyam asya tat //	N18.36c/ tarezu aSulka-dAnam ca na ced vANijyam asya tat //
   N18.37a/ vartamāno 'adhvani śrānto gṛhṇann anivasan svayam /	N18.37a/ vartamAnaH aaDvani SrAntaH gRhNan anivasan svayam /
   N18.37c/ brāhmaṇo nāparādhnoti dvāv ikṣū pañca mūlakān //	N18.37c/ brAhmaNaH na-aparADnoti dvO ikzU paQca mUlakAn //
   N18.38a/ nābhiśastān na patitān na dviṣo na ca nāstikāt /	N18.38a/ na-aBiSastAn na patitAn na dvizaH na ca nAstikAt /
   N18.38c/ na sopadhān nānimittaṃ na dātāraṃ prapīḍya ca //	N18.38c/ na sa-upaDAt na-animittam na dAtAram prapIxya ca //
   N18.39a/ arthānāṃ bhūribhāvāc ca deyatvāc ca mahātmanām /	N18.39a/ arTAnAm BUri-BAvAt ca deya-tvAt ca mahAtmanAm /
   N18.39c/ śreyān pratigraho rājñāṃ anyeṣāṃ brāhmaṇād ṛte //	N18.39c/ SreyAn pratigrahaH rAjQAm anyezAm brAhmaNAt Rte //
   N18.40a/ brāhmaṇaś caiva rājā ca dvāv apy etau dhṛtavratau /	N18.40a/ brAhmaNaH ca-eva rAjA ca dvO api etO DRta-vratO /
   N18.40c/ naitayor antaraṃ kiṃcit prajādharmābhirakṣaṇāt //	N18.40c/ na-etayoH antaram kiMcid prajA-Darma-aBirakzaNAt //
   N18.41a/ dharmajñasya kṛtajñasya rakṣārthaṃ śāsato 'aśucīn /	N18.41a/ Darma-jQasya kRtajQasya rakzA-arTam SAsataH aaSucIn /
   N18.41c/ medhyam eva dhanaṃ prāhus tīkṣṇasyāpi mahīpateḥ //	N18.41c/ meDyam eva Danam prAhuH tIkzNasya-api mahIpateH //
   N18.42a/ śucīnām aśucīnāṃ ca saṃnipāto yathāmbhasām /	N18.42a/ SucInAm aSucInAm ca saMnipAtaH yaTA-amBasAm /
   N18.42c/ samudre samatāṃ yāti tadvad rājño dhanāgamaḥ //	N18.42c/ samudre sama-tAm yAti tadvat rAjQaH Dana-AgamaH //
   N18.43a/ yathā cāgnau sthitaṃ dīpte śuddhim āyāti kāñcanam /	N18.43a/ yaTA ca-agnO sTitam dIpte SudDim AyAti kAQcanam /
   N18.43c/ evam evāgamā sarve śuddhim āyānti rājasu //	N18.43c/ evam eva-AgamA sarve SudDim AyAnti rAjasu //
   N18.44a/ ya eva kaścit svadravyaṃ brāhmaṇebhyaḥ prayacchati /	N18.44a/ yaH eva kaScid sva-dravyam brAhmaNeByaH prayacCati /
   N18.44c/ tad rājñāpy anumantavyam eṣa dharmaḥ sanātanaḥ //	N18.44c/ tat rAjQA-api anumantavyam eza DarmaH sanAtanaH //
   N18.45a/ anyaprakārād ucitād bhūmeḥ ṣaḍbhāgasaṃjñitāt /	N18.45a/ anya-prakArAt ucitAt BUmeH zaz-BAga-saMjQitAt /
   N18.45c/ baliḥ sa tasya vihitaḥ prajāpālanavetanam //	N18.45c/ baliH sa tasya vihitaH prajA-pAlana-vetanam //
   N18.46a/ śakyaṃ tat punar ādātuṃ yad abrāhmaṇasātkṛtam /	N18.46a/ Sakyam tat punar AdAtum yat abrAhmaNasAt-kRtam /
   N18.46c/ brāhmaṇāya tu yad dattaṃ na tasya haraṇaṃ punaḥ //	N18.46c/ brAhmaNAya tu yat dattam na tasya haraNam punar //
   N18.47a/ dānam adhyayanaṃ yajñas tasya karma trilakṣaṇam /	N18.47a/ dAnam aDyayanam yajQaH tasya karma tri-lakzaNam /
   N18.47c/ yājanādhyāpane vṛttis tṛtīyas tu pratigrahaḥ //	N18.47c/ yAjana-aDyApane vRttiH tRtIyaH tu pratigrahaH //
