   Rudrabhaṭṭaḥ: Śṛṅgāratilakaḥ	Rudra-BawwaH: ŚRFgAratilakaH
   śvāsāḥ samadhikāḥ kārśyaṃ % jaḍateyaṃ matā yathā // ST_2.15 //	SvAsAH samaDikAH kArSyam % jaxatA-iyam matAH yaTA // ST_2.15 //
   dṛṣṭir niścalatārakādhara-dalaṃ śvāsaiḥ kṛtaṃ dhūṣaraṃ $ prāptaṃ	dRzwiH niScala-tAraka-aDara--dalam SvAsEH kRtam DUzaram $ prAptam
   vāsara-candra-bimba-padavīṃ vaktraṃ vinaṣṭā smṛtiḥ &	vAsara--candra--bimba-padavIm vaktram vinazwA smRtiH &
   huṃkāraḥ param eka eva vacana-sthāne sthitaḥ sāṃprataṃ % manye'syāḥ	huMkAraH param ekaH eva vacana-sTAne sTitaH sAMpratam % manye-asyAH
   kusumāyudhaḥ sa-śibiraḥ pratyaṅgam āvāsitaḥ // ST_2.15a //	kusumAyuDaH sa-SibiraH pratyaFgam AvAsitaH // ST_2.15aH //
   upāyair vividhair nāryā $ yadi na syāt samāgamaḥ &	upAyEH viviDEH nAryAH $ yadi na syAt samAgamaH &
   kandarpa-śara-bhinnāyā % maraṇaṃ jāyate tataḥ // ST_2.16 //	kandarpa-Sara--BinnAyAH % maraNam jAyate tatas // ST_2.16 //
   puṃso'pi hi bhavanty etā $ daśāvasthā manobhavāt &	puMsaH-api hi Bavanti etAH $ daSa-avasTA manoBavAt &
   maraṇaṃ kiṃ tv asaundaryāt % tayoḥ kaiścin na badhyate // ST_2.17 //	maraNam kim tu asOndaryAt % tayoH kEScid na baDyate // ST_2.17 //
   anye tad api badhnanti $ pratyujjīvana-kāṅkṣayā &	anye tat api baDnanti $ pratyujjIvana--kAFkzayA &
   vṛttānuvāde tac-chastam % utpādye prāyaśo nahi // ST_2.18 //	vRtta-anuvAde tac-Sastam % utpAdye prAyaSas na-hi // ST_2.18 //
   ekasmiṃs tu mṛte'py anyo $ yadi jīvet kathaṃcana &	ekasmin tu mRte-api anyaH $ yadi jIvet kaTaMcana &
   kā sneha-gaṇanā tatra % mriyate cen na saṅgamaḥ // ST_2.19 //	kA sneha--gaNanA tatra % mriyate ced na saFgamaH // ST_2.19 //
   pūrvaṃ nārī bhaved raktā $ pumān paścāt tad iṅgitaiḥ &	pUrvam nArI Bavet raktA $ pumAn paScAt tat iFgitEH &
   tataḥ saṃbhoga-līleti % svabhāva-subhagā sthitiḥ // ST_2.20 //	tatas saMBoga--lIlA-iti % svaBAva--suBagA sTitiH // ST_2.20 //
   anyathāpi na doṣaḥ syād $ yadi prema samaṃ dvayoḥ &	anyaTA-api na dozaH syAt $ yadi prema samam dvayoH &
   raktāparaktā vṛttiś cec % chṛṅgārābhāsa eva saḥ // ST_2.21 //	rakta-aparaktA vRttiH ced % CRFgAra-ABAsaH eva saH // ST_2.21 //
   ayaṃ ca prāyaśas taj-jñair $ itthaṃ hāsyeṣu badhyate &	ayam ca prAyaSas taj-jQEH $ itTam hAsyezu baDyate &
   nirdravyeṇa mayā sārdhaṃ % veśye mānaya yauvanam // ST_2.22 //	nirdravyeNa mayA sArDam % veSye mAnaya yOvanam // ST_2.22 //
   anurakto bhaved yasyāṃ $ nāyakas tat-sakhī-janam &	anuraktaH Bavet yasyAm $ nAyakaH tat--saKI--janam &
   sāmnā mānena dānena % bāḍham āvarjayaty asau // ST_2.23 //	sAmnA mAnena dAnena % bAXam Avarjayati asO // ST_2.23 //
   tasyāgre tat-kathāṃ kurvan $ svābhiprāyaṃ prakāśayet &	tasya-agre tat-kaTAm kurvan $ sva-aBiprAyam prakASayet &
   tad-abhāve prayuñjīta % kāścit pravrajitādikāḥ // ST_2.24 //	tad--aBAve prayuQjIta % kAScid pravrajita-AdikAH // ST_2.24 //
   tad-dvāreṇa samākhyāta- $ svabhāvo jñāta-tan-manāḥ &	tad--dvAreNa samAKyAta $ svaBAvaH jQAta-tan--manAH &
   upacāraiḥ parair lekhaiḥ % sādhayet tām atandritaḥ // ST_2.25 //	upacArEH parEH leKEH % sADayet tAm atandritaH // ST_2.25 //
   tato dṛṣṭvā vivikte tām $ indrajāla-kalādibhiḥ &	tatas dRzwvA vivikte tAm $ indrajAla-kalA-AdiBiH &
   prayogair lalitaiḥ svairaṃ % vismayaṃ paramaṃ nayet // ST_2.26 //	prayogEH lalitEH svEram % vismayam paramam nayet // ST_2.26 //
   dhātrī-sakhī-veśmani rātri-cāre $ mahotsave tīvratame bhaye ca &	DAtrI--saKI--veSmani rAtri-cAre $ mahA-utsave tIvratame Baye ca &
   nimantreṇa vyādhi-miṣeṇa śūnye % gehe tayor nūtana-saṅgamaḥ syāt //	nimantreNa vyADi-mizeNa SUnye % gehe tayoH nUtana--saFgamaH syAt //
   ST_2.27 //	ST_2.27 //
   yadā rāgo guruḥ sā ca $ labhyate naiva yācitā &	yadA rAgaH guruH sA ca $ laByate na-eva yAcitA &
   kṣīṇopāyas tadā kanyāṃ % nāyakaḥ sādhayed iti // ST_2.28 //	kzINa-upAyaH tadA kanyAm % nAyakaH sADayet iti // ST_2.28 //
   para-strī-gamanopāyaḥ $ kavibhir nopadiśyate &	para--strI--gamana-upAyaH $ kaviBiH na-upadiSyate &
   sundaraṃ kintu kāvyāṅgam % etat tena nidarśyate // ST_2.29 //	sundaram kintu kAvya-aFgam % etat tena nidarSyate // ST_2.29 //
   vāmatā durlabhatvaṃ ca $ strīṇāṃ yā ca nivāraṇā &	vAma-tA durlaBa-tvam ca $ strINAm yA ca nivAraNAH &
   tad eva pañca-bāṇasya % manye paramam āyudham // ST_2.30 //	tat eva paQca-bANasya % manye paramam AyuDam // ST_2.30 //
   bahu-mānād bhayād vāpi $ nṛṇām anyatra yoṣiti &	bahu-mAnAt BayAt vA-api $ nRNAm anyatra yoziti &
   pracchanna-kāmitaṃ ramyaṃ % satām api bhaved yathā // ST_2.31 //	pracCanna--kAmitam ramyam % satAm api Bavet yaTA // ST_2.31 //
   jīrṇaṃ tārṇa-kuṭīrakaṃ nivasanaṃ talpīkṛtaṃ sthaṇḍile $ nīrandhraṃ timiraṃ	jIrNam tArNa-kuwIrakam nivasanam talpIkRtam sTaNxile $ nIranDram timiram
   kiranti salilaṃ garjanta ete ghanāḥ &	kiranti salilam garjante ete GanAH &
   gacchāmīti vadaty asāv api muhuḥ śaṅkākulā kevalaṃ % cetaś citram aho	gacCAmi-iti vadati asO api muhur SaFkA-AkulA kevalam % cetas citram aho
   tathāpi ramate saṃketake kāminām // ST_2.31a //	taTA-api ramate saMketake kAminAm // ST_2.31aH //
   sa māno nāyikā yasminn $ īrṣyayā nāyakaṃ prati &	sa mAnaH nAyikA yasmin $ IrzyayA nAyakam prati &
   dhatte vikāram anya-strī- % saṅga-doṣa-vaśād yathā // ST_2.32 //	Datte vikAram anya--strI % saFga-doza--vaSAt yaTA // ST_2.32 //
   kiṃcid bāṣpa-jalāvalepa-lalite netre samākuñcite $ rāgo	kiMcid bAzpa--jala-avalepa--lalite netre samAkuQcite $ rAgaH-
   visphuraṇānubandha-ruciraḥ saṃdarśito gaṇḍayoḥ &	visPuraNa-anubanDa--ruciraH saMdarSitaH gaNxayoH &
   kampaś cādhara-pallave viracitaḥ kāmaṃ kuraṅgīdṛśā % no jāne kim ayaṃ	kampaH ca-aDara--pallave viracitaH kAmam kuraFgI-dRSAH % naH jAne kim ayam
   priye prakaṭitaḥ kopo'bhilāṣo'thavā // ST_2.32a //	priye prakawitaH kopaH-aBilAzaH-aTavA // ST_2.32aH //
   sa prāyaśo bhaved tredhā $ kāminīnāṃ priyaṃ prati &	sa prAyaSas Bavet treDA $ kAminInAm priyam prati &
   avekṣya doṣam etasya % garīyān madhyamo laghuḥ // ST_2.33 //	avekzya dozam etasya % garIyAn maDyamaH laGuH // ST_2.33 //
   partināryāṃ gate kānte $ svayaṃ dṛṣṭe nakhāṅkite &	partinAryAm gate kAnte $ svayam dRzwe naKa-aFkite &
   tad-vāso-darśane gotra- % skhalite ca gurur yathā // ST_2.34 //	tad--vAsa-u-darSane gotra % sKalite ca guruH yaTA // ST_2.34 //
   bimboṣṭhaḥ sphurati prayāti paṭutāṃ gaṇḍa-sthale śoṇimā $ yātas tiryag amū	bimbozWaH sPurati prayAti pawu-tAm gaNxa-sTale SoNimA $ yAtaH tiryak amU
   dṛśau ca balavad bhrū-yugmaam udbhrāmyati &	dRSO ca balavat BrU--yugmaam udBrAmyati &
   itthaṃ caṇḍi tathā tavaiṣa ruciraḥ kopa-kramo jṛmbhate % jāto'yaṃ praṇatīr	itTam caNxi taTA tava-eza ruciraH kopa-kramaH jRmBate % jAtaH-ayam praNatIH-
   apāsya sutarām etad-didṛkṣur yathā // ST_2.34a //	apAsya sutarAm etat--didRkzuH yaTA // ST_2.34aH //
   dṛṣṭe priyatame rāgād $ anyayā saha jalpati &	dRzwe priyatame rAgAt $ anyayA saha jalpati &
   sakhyākhyāte'thavā doṣe % māno'yaṃ madhyamo yathā // ST_2.35 //	saKi-AKyAte-aTavA doze % mAnaH-ayam maDyamaH yaTA // ST_2.35 //
   vāco vāgmini kiṃ tavādya paruṣāḥ subhru bhruvor vibhramai- $ rviśrāntaṃ	vAcaH vAgmini kim tava-adya paruzAH suBru BruvoH viBramE $ rviSrAntam
   kuta eva lola-nayane kiṃ lohite locane &	kutas eva lola-nayane kim lohite locane &
   svedaḥ kiṃ nu ghanastani stana-taṭe muktā-phalānāṃ tulāṃ % dhatte muñca	svedaH kim nu Ganastani stana--tawe muktA--PalAnAm tulAm % Datte muQca
   ruṣaṃ mamātra dayite leśo'pi nāsty āgasaḥ // ST_2.35a // (Skm 887)	ruzam mama-atra dayite leSaH-api na-asti AgasaH // ST_2.35aH // (Skm 887)
   savilāsaṃ sphurac-cakṣuḥ $ vīkṣamāṇe parāṃ priye &	sa-vilAsam sPurac-cakzuH $ vIkzamANe parAm priye &
   kiṃcid anya-manaskena % jāyate sa laghur yathā // ST_2.36 //	kiMcid anya-manaskena % jAyate sa laGuH yaTA // ST_2.36 //
   mām eva tāḍaya nitambini yady akasmāt $ kopo bhavet tava mukhaṃ tu nijaṃ	mAm eva tAxaya nitambini yadi akasmAt $ kopaH Bavet tava muKam tu nijam
   kim etat &	kim etat &
   ānīyate śaśadharānukṛtiṃ kapola- % pālīplutena ghana-kajjala-netra-vārā //	AnIyate SaSaDara-anukRtim kapola % pAlI-plutena Gana--kajjala-netra--vArAH //
   ST_2.36a //	ST_2.36aH //
   deśa-kāla-balāt kopaḥ $ prāyaśaḥ sarva-yoṣitām &	deSa--kAla-balAt kopaH $ prAyaSas sarva--yozitAm &
   jāyate sukha-sādhyo'yaṃ % kṛcchra-sādhyaś ca kāmibhiḥ // ST_2.37 //	jAyate suKa--sADyaH-ayam % kRcCra--sADyaH ca kAmiBiH // ST_2.37 //
   prajvalitojjvala-dīpaṃ rati-gṛham indūjjvalaṃ ca saudhatalam &	prajvalita-ujjvala--dIpam rati-gRham indu-ujjvalam ca sODa-talam &
   madhu-vidhurī-kṛta-madhu-kara-madhuradhva-nibodhitaṃ ca kamala-vanam //	maDu-viDurI-kRta--maDu--kara--maDura-Dva--niboDitam ca kamala-vanam //
   ST_2.38 //@	ST_2.38 //@
   ity-ādiṣu pradeśeṣu $ māninī-nāma-saṃśayam &	iti--Adizu pradeSezu $ mAninI-nAma--saMSayam &
   manyur gurutaro 'py āśu % sukha-sādhyo bhaved yathā // ST_2.39 //	manyuH gurutaraH api ASu % suKa--sADyaH Bavet yaTA // ST_2.39 //
   madhu-samaya-śaśa-dharodaya-kandarpa-madādhikeṣu kāleṣu &	maDu--samaya-SaSa--Dara-udaya--kandarpa--mada-aDikezu kAlezu &
   māno manasvinīnām atisukhasādhyo bhaved bhūmnā // ST_2.40 //@	mAnaH manasvinInAm ati-suKa-sADyaH Bavet BUmnA // ST_2.40 //@
   dūtī-janasya parato laghur api doṣo gurūyate prāyaḥ &	dUtI--janasya paratas laGuH api dozaH gurUyate prAyas &
   abhinava-doṣāvasāre tathaiva vanitā-janasya yathā // ST_2.41 //	aBinava--doza-avasAre taTA-eva vanitA-a-janasya yaTA // ST_2.41 //
   sāma dānaṃ ca bhedaḥ syād $ upekṣā praṇatis tathā &	sAma dAnam ca BedaH syAt $ upekzA praNatiH taTA &
   tathā prasaṅga-vidhvaṃso % daṇḍaḥ śṛṅgāra-hānaye // ST_2.42 //	taTA prasaFga-viDvaMsaH % daNxaH SRFgAra-hAnaye // ST_2.42 //
   tasyāḥ prasādane sadbhir $ upāyāḥ ṣaṭ prakīrtitāḥ &	tasyAH prasAdane sadBiH $ upAyAH zaw prakIrtitAH &
   sundarās te nidarśyante % sahodāhṛtibhir yathā // ST_2.43 //	sundarAH te nidarSyante % saha-udAhRtiBiH yaTA // ST_2.43 //
   avinīto 'pi pālyo 'haṃ $ tvayā subhru kṣamābhṛtā &	avinItaH api pAlyaH aham $ tvayA suBru kzamA-BRtA &
   iti vāṇī bhaved yatra % tatsāmeti nigadyate // ST_2.44 //	iti vANI Bavet yatra % tad-sAma-iti nigadyate // ST_2.44 //
   alaṃkārādikaṃ dadyān $ nāyako yatra tuṣṭaye &	alaMkAra-Adikam dadyAt $ nAyakaH yatra tuzwaye &
   uddiśya kāraṇaṃ kiṃcid % dānaṃ lubdhāsu tad yathā // ST_2.45 //	uddiSya kAraNam kiMcid % dAnam lubDAsu tat yaTA // ST_2.45 //
   yasmin parijanaṃ tasyāḥ $ samāvarjya prasādataḥ &	yasmin parijanam tasyAH $ samAvarjya prasAdataH &
   tenaiva labhate kāntāṃ % kāntā-bhedaḥ sa ucyate // ST_2.46 //	tena-eva laBate kAntAm % kAntA--BedaH saH ucyate // ST_2.46 //
   prasādana-vidhiṃ tyaktvā $ vākyair anyārtha-sūcakaiḥ &	prasAdana--viDim tyaktvA $ vAkyEH anya-arTa--sUcakEH &
   yasmin prasādyate yoṣid % upekṣā sā matā yathā // ST_2.47 //	yasmin prasAdyate yozit % upekzA sA matAH yaTA // ST_2.47 //
   etat kiṃ nanu karṇa-bhūṣaṇa-mayaṃ hāraḥ sukāñcī navā- $ baddhā kācid iyaṃ	etat kim nanu karNa-BUzaNa--mayam hAraH sukAQcI navA $ badDA kAcid iyam
   tvayādya tilakaḥ ślāghyaḥ priye kalpitaḥ &	tvayA-adya tilakaH SlAGyaH priye kalpitaH &
   pratyaṅgaṃ spṛśateti tat-kṣaṇa-bhavad-romāñca-mālāñcitā- % tanvī mānam	pratyaFgam spRSata-iti tat-kzaNa--Bavat--romAQca--mAlA-AQcitA % tanvI mAnam
   upekṣayaiva śanakair dhūrtena saṃmocitā // ST_2.47a //	upekzayA-eva SanakEs DUrtena saMmocitAH // ST_2.47aH //
   kevalaṃ dainyam ālambya $ pāda-pātānnatir matā &	kevalam dEnyam Alambya $ pAda-pAtA-at-natiH matA &
   abhīṣṭā sā bhṛśaṃ strīṇāṃ % lalitā ca bhaved yathā // ST_2.48 //	aBIzwA sA BRSam strINAm % lalitA ca Bavet yaTA // ST_2.48 //
   akasmāj jāyate yatra $ bhaya-harṣādi-bhāvanā &	akasmAt jAyate yatra $ Baya-harza-Adi--BAvanA &
   so'yaṃ prasaṅga-vidhvaṃsaḥ % kopa-bhraṃśātmako yathā // ST_2.49 //	saH-ayam prasaFga-viDvaMsaH % kopa-BraMSa-AtmakaH yaTA // ST_2.49 //
   kathaṃ mamorasi kṛta-pakṣa-niḥsvanaḥ $ śilīmukho'patad iti jalpati priye &	kaTam mama-urasi kRta-pakza--niHsvanaH $ SilImuKaH-apatat iti jalpati priye &
   nivṛtya kiṃ kim idam iti bruvāṇayā % sa-sādhvasaṃ kupitam aloki kāntayā //	nivRtya kim kim idam iti bruvANayA % sa--sADvasam kupitam aloki kAntayA //
   ST_2.49a //	ST_2.49aH //
   yathottaraṃ valīyāṃsa $ ity upāyāḥ prasādane &	yaTottaram valIyAMsa $ iti upAyAH prasAdane &
   ādyās trayo ghanaṃ kāryā % vidagdhaiḥ paścimāḥ kvacit // ST_2.50 //	AdyAH trayaH Ganam kAryAH % vidagDEH paScimAH kvacid // ST_2.50 //
   nātikhedayitavyo'yaṃ $ priyaḥ pramadayā kvacit &	na-ati-KedayitavyaH-ayam $ priyaH pramadayA kvacid &
   mānaś ca viralaḥ kāryaḥ % praṇāmotsava-siddhaye // ST_2.51 //	mAnaH ca viralaH kAryaH % praNAma-utsava--sidDaye // ST_2.51 //
   ity upāyān prayuñjīta $ nāyikāpi priyaṃ prati &	iti upAyAn prayuQjIta $ nAyikA-api priyam prati &
   kulajā nerṣyate kiṃ tu % tatrānyat-kāraṇaṃ bhavet // ST_2.52 //	kula-jA na-Irzyate kim tu % tatra-anyat--kAraNam Bavet // ST_2.52 //
   snehaṃ vinā bhayaṃ na syān $ nerṣyā ca praṇayaṃ vinā &	sneham vinA Bayam na syAt $ na-IrzyA ca praNayam vinA &
   tasmān māna-prakāro'yaṃ % dvayoḥ prema-prakāśakaḥ // ST_2.53 //	tasmAt mAna-prakAraH-ayam % dvayoH prema--prakASakaH // ST_2.53 //
   priya-subhaga-dayita-vallabha-nātha-svāmīśa-kānta-candra-mukhāḥ &	priya--suBaga--dayita--vallaBa-nATa--svAmI-Sa-ka-anta--candra--muKAH &
   dayita manorama ramaṇī-jīvita ity ādi nāma syāt // ST_2.54 //	dayita manorama ramaNI--jIvitaH iti Adi nAma syAt // ST_2.54 //
   prītau bhartari sudṛśām aprītau punar amūni śaṭha-dhṛṣṭau &	prItO Bartari su-dRSAm aprItO punar amUni SaWa--DRzwO &
   nirlajja-durācārau niṣṭhura-duḥśīlavānādi // ST_2.55 //	nirlajja--durAcArO nizWura--duHSIlavAn-Adi // ST_2.55 //
   garvād vyasana-tyāgād vipriya-karaṇāc ca niṣṭhurālāpāt &	garvAt vyasana-tyAgAt vipriya-karaNAt ca nizWura-AlApAt &
   lobhād atipravāsāt strīṇāṃ dveṣyaḥ priyo bhavati // ST_2.56 //	loBAt ati-pravAsAt strINAm dvezyaH priyaH Bavati // ST_2.56 //
   para-deśaṃ vrajed yasmin $ kutaścit kāraṇāt priyaḥ &	para-deSam vrajet yasmin $ kutaScid kAraNAt priyaH &
   sa pravāsa iti khyātaḥ % kaṣṭāvastho dvayor api // ST_2.57 //	sa pravAsaH iti KyAtaH % kazwa-avasTaH dvayoH api // ST_2.57 //
   dṛṣṭaṃ ketaka-dhūli-dhūsaram idaṃ vyoma kramād vīkṣitāḥ $ kaccāntāś ca	dRzwam ketaka-DUli--DUsaram idam vyoma kramAt vIkzitAH $ kacca-antAH ca
   śilīndhra-kandala-bhṛtaḥ soḍhāḥ kadambānilāḥ &	SilInDra--kandala-BRtaH soXAH kadamba-anilAH &
   sakhyaḥ saṃvṛṇutāśru muñcata bhayaṃ kasmān mudevākulā % etān apy adhunāsmi	saKyaH saMvRNuta-aSru muQcata Bayam kasmAt mudA-iva-AkulAH % etAn api aDunA-asmi
   vajraghaṭitā nūnaṃ sahiṣye dhanān // ST_2.57a // (Skm 749)	vajra-GawitAH nUnam sahizye DanAn // ST_2.57aH // (Skm 749)
   kāmaṃ karṇa-kaṭuḥ kuto'timadhuraḥ kekā-ravaḥ kekināṃ $ meghāś	kAmam karNa-kawuH kutas-ati-maDuraH kekA--ravaH kekinAm $ meGAH-
   cāmṛta-dhāriṇo'pi vihitāḥ prāyo viṣa-syandinaḥ &	ca-amRta--DAriNaH-api vihitAH prAyas viza-syandinaH &
   unmīlan-nava-kandalāvalir asau sahyāpy asahyāyate % tat kiṃ yad viparītam	unmIlan-nava--kandala-AvaliH asO sahyA-api asahyAyate % tat kim yat viparItam
   atra na kṛtaṃ tasyā viyogena me // ST_2.57b //	atra na kRtam tasyAH viyogena me // ST_2.57B //
   kārśya-jāgara-mālinya- $ cintādyaṃ yatra jāyate &	kArSya--jAgara--mAlinya $ cintA-Adyam yatra jAyate &
   avasthā vividhāḥ strīṇāṃ % mṛtyuś ced avadheḥ paraḥ // ST_2.58 //	avasTAH viviDAH strINAm % mRtyuH ced avaDeH paraH // ST_2.58 //
   adyaiva yat pratipad-udgata-candra-lekhā- $ sakhyaṃ tvayā vapur idaṃ	adya-eva yat pratipad--udgata--candra--leKA $ saKyam tvayA vapuH idam
   gamitaṃ varākyāḥ &	gamitam varAkyAH &
   kṛṣṇe gate kusuma-sāyaka tat prabhāte % bāṇāvaliṃ kathaya kutra vimokṣyasi	kRzNe gate kusuma--sAyaka tat praBAte % bANa-Avalim kaTaya kutra vimokzyasi
   tvam // ST_2.58a //	tvam // ST_2.58aH //
   niḥśvāsaiḥ saha sāmprataṃ sakhi gatā vṛddhiṃ dhruvaṃ rātrayaḥ $ sārdhaṃ	niHSvAsEH saha sAmpratam saKi gatAH vRdDim Druvam rAtrayaH $ sArDam
   locana-vāriṇā vigalitaṃ yat prāktanaṃ me sukham &	locana--vAriNA vigalitam yat prAktanam me suKam &
   prāṇāśā tanutām upaiti ca muhur nūnaṃ tanu-spardhayā % kandarpaḥ param eka	prANa-ASA tanu-tAm upEti ca muhur nUnam tanu-sparDayA % kandarpaH param eka
   eva vijayī yāte'pi kānte sthitaḥ // ST_2.58b //	eva vijayI yAte-api kAnte sTitaH // ST_2.58B //
   nīrāgo'dhara-pallavo'timalinā veṇī dṛśau nāñjite $	nIrAgaH-aDara--pallavaH-ati-malinA veNI dRSO na-aQjite $
   mlāyad-bāla-mṛṇālikā-dhavalatām ālambate'ṅga-cchaviḥ &	mlAyad--bAla--mRNAlikA-a-Davala-tAm Alambate-aFga-cCaviH &
   itthaṃ subhru visaṃsthulāpi viraha-vyāpād vimardād iyaṃ % sakhyeva	itTam suBru visaMsTulA-api viraha--vyApAt vimardAt iyam % saKi-eva
   sthira-śobhayā dṛḍhataraṃ pratyaṅgam āliṅgitā // ST_2.58c //	sTira-SoBayA dRXataram pratyaFgam AliFgitAH // ST_2.58t //
   kiṃ tatra nāsti rajanī kiṃ vā candro na suṣṭhu-ruciḥ &	kim tatra na-asti rajanI kim vA candraH na suzWu-ruciH &
   yena sakhi vallabhām api na smarati sa māṃ videśa-ruciḥ // ST_2.58d //	yena saKi vallaBAm api na smarati sa mAm videSa-ruciH // ST_2.58d //
   prasara śiśirāmodaṃ kaundaṃ samīra samīraya $ prakaṭaya śaśinn āśāḥ kāmaṃ	prasara SiSira-Amodam kOndam samIra samIraya $ prakawaya SaSin ASAH kAmam
   manoja samullasa &	manoja samullasa &
   avadhi-divasaḥ pūrṇaḥ sakhyo vimuñcata tat-kathāṃ % hṛdayam adhunā kiñcit	avaDi-divasaH pUrNaH saKyaH vimuQcata tat-kaTAm % hRdayam aDunA kiQcid-
   kartuṃ mamānyad ihecchati // ST_2.58e // (Skm 750)	kartum mama-anyat iha-icCati // ST_2.58e // (Skm 750)
   ity ādi-virahāvasthāḥ $ puṃso'pi hi bhavanti tāḥ &	iti Adi-viraha-avasTAH $ puMsaH-api hi Bavanti tAH &
   kandarpa-śara-pātādyā % mā bhūvan vairiṇām api // ST_2.59 //	kandarpa-Sara--pAta-AdyAH % mA BUvan vEriNAm api // ST_2.59 //
   yatraikasmin vipanne'nyo $ mṛtakalpo'pi tad-gatam &	yatra-ekasmin vipanne-anyaH $ mRta-kalpaH-api tat--gatam &
   nāyakaḥ pralapet premṇā % karuṇo'asau smṛto yathā // ST_2.60 //	nAyakaH pralapet premNA % karuNaH-aasO smRtaH yaTA // ST_2.60 //
   dagdhā snigdha-vadhū-vilāsa-kadalī vīṇā samunmūlitā $ pītā	dagDA snigDa--vaDU-vilAsa--kadalI vINA samunmUlitA $ pItA
   pañcama-kākalī-kavalitā śīta-dyūteḥ kaumudī &	paQcama--kAka-lI-kavalitA SIta--dyUteH kOmudI &
   pluṣṭāḥ spaṣṭmaneka-ratna-nivahā nālaṃ rateḥ kevalaṃ % kandarpaṃ haratā	pluzwAH spazwm-aneka-ratna--nivahA na-alam rateH kevalam % kandarpam haratA
   hareṇa bhuvanaṃ niḥsāram etat kṛtam // ST_2.60a // (Skm 977)	hareNa Buvanam niHsAram etat kRtam // ST_2.60aH // (Skm 977)
   vaktraṃ candramasā dṛśau mṛga-gaṇaiḥ keśāḥ kalāpi-vrajair $ mātaṅgaiḥ	vaktram candramasA dRSO mRga--gaNEH keSAH kalA-api-vrajEH $ mAtaFgEH
   stana-maṇḍalaṃ bhuja-yugollāso mṛṇālair api &	stana--maNxalam Buja--yuga-ullAsaH mRNAlEH api &
   saugandhyaṃ malayānilena balinā tanvī vibhajyeti sā % sarvair niṣkaruṇair	sOganDyam malaya-anilena balinA tanvI viBajya-iti sA % sarvEH nizkaruNEH-
   hṛtā dhruvam aho daivena kiṃcin na me // ST_2.60b //	hRtA Druvam aho dEvena kiMcid na me // ST_2.60B //
   iyatīṃ subhagāvasthāṃ gato'si yasyāḥ kṛte smarātaṅkāt &	iyatIm suBaga-avasTAm gataH-asi yasyAH kRte smara-AtaFkAt &
   mūrcchāṃ harāmi sā tava gata-puṇyā nayana-salilena // ST_2.60c //	mUrcCAm harAmi sA tava gata--puNyAH nayana--salilena // ST_2.60t //
   pāśo vipāśita upāhita eṣa sāndraḥ $ karpūra-reṇur upagūḍham uro natāṅgi &	pASaH vipASitaH upAhitaH eza sAndraH $ karpUra-reNuH upagUXam uraH nata-aFgi &
   pāpena yena gamiteti daśām amuṣmin % mūrchā-virāma-lalitaṃ mayi dhehi	pApena yena gamitA-iti daSAm amuzmin % mUrCA--virAma-lalitam mayi Dehi
   cakṣuḥ // ST_2.60d //	cakzuH // ST_2.60d //
   glāno muktāśrur udvignaḥ $ srastāṅgo mukta-cetanaḥ &	glAnaH mukta-aSruH udvignaH $ srasta-aFgaH mukta-cetanaH &
   sa-cinto dainya-bhāg asminn % evaṃ prāyo jano bhavet // ST_2.61 //	sa--cintaH dEnya-BAj asmin % evam prAyas janaH Bavet // ST_2.61 //
   keṣāṃcit karuṇa-bhrāntiḥ $ kāruṇyād atra jāyate &	kezAMcid karuNa--BrAntiH $ kAruNyAt atra jAyate &
   etasya mithunāvasthāṃ % vismṛtya rati-mūlajām // ST_2.62 //	etasya miTuna-avasTAm % vismRtya rati-mUla-jAm // ST_2.62 //
   strī-puṃsayor bhaved eṣa $ sāpekṣaḥ saṃgame punaḥ &	strI-puMsayoH Bavet eza $ sa-apekzaH saMgame punar &
   śṛṅgāra-vacana-prāyaḥ % karuṇaḥ syāt sa cānyathā // ST_2.63 //	SRFgAra-vacana--prAyaH % karuNaH syAt sa ca-anyaTA // ST_2.63 //
   tasmāc chṛṅgāra evāyaṃ $ karuṇenānumoditaḥ &	tasmAt SRFgAraH eva-ayam $ karuNena-anumoditaH &
   saundaryaṃ sutarāṃ dhatte % nibaddho viralaṃ budhaiḥ // ST_2.64 //	sOndaryam sutarAm Datte % nibadDaH viralam buDEH // ST_2.64 //
   kārur dāsī naṭī dhātrī $ prātiveśyā ca śilpinī &	kAruH dAsI nawI DAtrI $ prAtiveSyA ca SilpinI &
   bālā pravrajitā ceti % strīnāṃ jñeyaḥ sakhījanaḥ // ST_2.65 //	bAlA pravrajitA ca-iti % strInAm jQeyaH saKI-janaH // ST_2.65 //
   kalā-kauśalam utsāho $ bhaktiś cittajñatā smṛtiḥ &	kalA--kOSalam utsAhaH $ BaktiH citta-jQa-tA smRtiH &
   mādhuryaṃ narma-vijñānaṃ % vāgmitā ceti tad-guṇāḥ // ST_2.66 //	mADuryam narma-vijQAnam % vA-agmitA ca-iti tad--guNAH // ST_2.66 //
   vinodo maṇḍanaṃ śikṣo- $ [u]pālambho'tha prasādanam &	vinodaH maNxanam Sikzo $ [u]pAlamBaH-aTa prasAdanam &
   saṅgamo virahāśvāsaḥ % sakhī-karmeti tad yathā // ST_2.67 //	saFgamaH viraha-ASvAsaH % saKI--karma-iti tat yaTA // ST_2.67 //
