   śrīḥ	SrIH
   śṛṅgāra-bahulaikāṅkā daśa-lāsyāṅga-saṃyutā /	SRFgAra--bahula-eka-aFkA daSa-lA-asya-aFga--saMyutAH /
   vidūṣaka-viṭābhyāṃ ca pīṭhamardena bhūṣitā // VisSd_6.301 //	vidUza-ka-viwAByAm ca pIWamardena BUzitAH // VisSd-_6.301 //
   hīnā garbha-vimarśābhyāṃ sandhibhyāṃ hīna-nāyakā /	hInA garBa--vimarSAByAm sanDiByAm hIna-nAyakAH /
   svalpavattā sunepathyā vikhyātā sā vilāsikā // VisSd_6.302 //	su-alpavattA su-nepaTyA viKyAtA sA vilAsikA // VisSd-_6.302 //
   durmallī caturaṅkā syāt kaiśikī-bhāratī-yutā /	durmallI catur-aFkA syAt kESikI-BAratI--yutA /
   agarbhā nāgaranarā nyūna-nāyaka-bhūṣitā // VisSd_6.303 //	agarBA nAgara-narAH nyUna-nAya-ka-BUzitAH // VisSd-_6.303 //
   trināliḥ prathamo 'ṅkāsyāṃ viṭa-krīḍā-mayo bhavet /	trinAliH praTamaH aFka-asyAm viwa--krIxA--mayaH Bavet /
   pañcanālir dvitīyo 'ṅko vidūṣaka-vilāsavān // VisSd_6.304 //	paQcanAliH dvitIyaH aFkaH vidUzaka-vilAsavAn // VisSd-_6.304 //
   ṣaṇṇālikas tṛtīyas tu pīṭhamarda-vilāsavān /	zaNNAlikaH tRtIyaH tu pIWamarda--vilAsavAn /
   caturtho daśanāliḥ syād aṅkaḥ krīḍita-nāgaraḥ // VisSd_6.305 //	caturTaH daSana-aliH syAt aFkaH krIxita--nAgaraH // VisSd-_6.305 //
   nāṭikaiva prakaraṇī sārthavāhādi-nāyakā /	nAwikA-eva prakaraNI sArTavAha-Adi-nAyakAH /
   samāna-vaṃśajā netur bhaved yatra ca nāyikā // VisSd_6.306 //	samAna--vaMSa-jAH netuH Bavet yatra ca nAyikA // VisSd-_6.306 //
   hallīśa eka evāṅkaḥ saptāṣṭau daśa vā striyaḥ /	hallISaH ekaH eva-aFkaH sapta-azwO daSa vA striyaH /
   vāg-udāttaika-puruṣaḥ kaiśikī-vṛttir ujjvalā /	vAc--udAtta-eka-puruzaH kESikI-vRttiH ujjvalA /
   mukhāntimau tathā sandhī bahutālalaya-sthitiḥ // VisSd_6.307 //	muKa-antimO taTA sanDI bahu-tAla-laya--sTitiH // VisSd-_6.307 //
   bhāṇikā ślakṣṇa-nepathyā mukha-nirvahaṇānvitā /	BANikA SlakzNa-nepaTyA muKa--nirvahaNa-anvitA /
   kaiśikī-bhāratī-vṛtti-yuktaikāṅka-vinirmitā // VisSd_6.308 //	kESikI-BAratI--vRtti--yuktA-ekAFka--vinirmitA // VisSd-_6.308 //
   udātta-nāyikā manda-nāyakātrāṅga-saptakam /	udAtta-nAyikA manda-nAya-kAtra-aFga--saptakam /
   upanyāso 'tha vinyāso virodhaḥ sādhvasaṃ tathā // VisSd_6.309 //	upanyAsaH aTa vinyAsaH viroDaH sADvasam taTA // VisSd-_6.309 //
   samarpaṇaṃ nivṛttiś ca saṃhāra iti saptamaḥ /	samarpaNam nivRttiH ca saMhAraH iti saptamaH /
   upanyāsaḥ prasaṅgena bhavet kāryasya kīrtanam // VisSd_6.310 //	upanyAsaH prasaFgena Bavet kAryasya kIrtanam // VisSd-_6.310 //
   nirveda-vākya-vyutpattir vinyāsa iti sa smṛtaḥ /	nirveda--vAkya--vyutpattiH vinyAsaH iti sa smRtaH /
   bhrānti-nāśo vibodhaḥ syān mithyākhyānaṃ tu sādhvasam // VisSd_6.311 //	BrAnti-nASaH viboDaH syAt miTyA-AKyAnam tu sADvasam // VisSd-_6.311 //
   sopalambha-vacaḥ kopa-pīḍayeha samarpaṇam /	sa-upalamBa-vacaH kopa--pIxayA-iha samarpaNam /
   nidarśanasyopanyāso nivṛttir iti kathyate // VisSd_6.312 //	nidarSanasya-upanyAsaH nivRttiH iti kaTyate // VisSd-_6.312 //
   saṃhāra iti ca prāhur yat-kāryasya samāpanam /	saMhAraH iti ca prAhuH yat--kAryasya samApanam /
   śravyaṃ śrotavya-mātraṃ tat-padya-gadya-mayaṃ dvidhā // VisSd_6.313 //	Sravyam Srotavya--mAtram tat--padya--gadya--mayam dviDA // VisSd-_6.313 //
   chando-baddha-padaṃ padyaṃ tena muktena muktakam /	Cando-badDa-padam padyam tena muktena muktakam /
   dvābhyāṃ tu yugmakaṃ sāndānitakaṃ tribhir iṣyate // VisSd_6.314 //	dvAByAm tu yugmakam sAndAnitakam triBiH izyate // VisSd-_6.314 //
   kalāpakaṃ caturbhiś ca pañcabhiḥ kulakaṃ matam /	kalApakam caturBiH ca paQcaBiH kulakam matam /
   sarga-bandho mahā-kāvyaṃ tatraiko nāyakaḥ suraḥ // VisSd_6.315 //	sarga-banDaH mahA--kAvyam tatra-ekaH nAyakaH suraH // VisSd-_6.315 //
   sad-vaṃśaḥ kṣatriyā vāpi dhīrodātta-guṇānvitaḥ /	sat--vaMSaH kzatriyAH vA-api DIra-udAtta--guNa-anvitaH /
   eka-vaṃśa-bhavā bhūpāḥ kulajā bahavo 'pi vā // VisSd_6.316 //	eka--vaMSa--BavAH BUpAH kula-jAH bahavaH api vA // VisSd-_6.316 //
   śṛṅgāra-vīra-śāntānām eko 'ṅgī rasa iṣyate /	SRFgAra--vIra--SAntAnAm ekaH aFgI rasaH izyate /
   aṅgāni sarve 'pi rasāḥ sarve nāṭaka-sandhayaḥ // VisSd_6.317 //	aFgAni sarve api rasAH sarve nAwaka--sanDayaH // VisSd-_6.317 //
   itihāsodbhavaṃ vṛttam anyad vā sajjanāśrayam /	itihAsa-udBavam vRttam anyat vA sat-jana-ASrayam /
   catvāras tasya vargāḥ syus teṣv ekaṃ ca phalaṃ bhavet // VisSd_6.318 //	catvAraH tasya vargAH syuH tezu ekam ca Palam Bavet // VisSd-_6.318 //
   ādau namaskriyāśīr vā vastu-nirdeśa eva vā /	AdO namaskriyA-ASIH vA vastu-nirdeSaH eva vA /
   kvacin nindā khalādīnāṃ satāṃ ca guṇa-kīrtanam // VisSd_6.319 //	kvacid nindA Kala-AdInAm satAm ca guNa-kIrtanam // VisSd-_6.319 //
   eka-vṛtta-mayaiḥ padyair avasāne 'nya-vṛttakaiḥ /	eka-vRtta-mayEH padyEH avasAne anya-vRttakEH /
   nātisvalpā nātidīrghāḥ sargā aṣṭādhikā iha // VisSd_6.320 //	na-atisu-alpAH na-ati-dIrGAH sargAH azwa-aDikAH iha // VisSd-_6.320 //
   nānā-vṛtta-mayaḥ kvāpi sargaḥ kaścana dṛśyate /	nAnA-vRtta-mayaH kvApi sargaH kaScana dRSyate /
   sargānte bhāvi-sargasya kathāyāḥ sūcanaṃ bhavet // VisSd_6.321 //	sarga-ante BAvi-sargasya kaTAyAH sUcanam Bavet // VisSd-_6.321 //
   sandhyā-sūryendu-rajanī-pradoṣa-dhvānta-vāsarāḥ /	sanDyA--sUrya-indu--rajanI--pradoza--DvAnta--vAsarAH /
   prātar madhyāhna-mṛgayā-śaila-rtu-vana-sāgarāḥ // VisSd_6.322 //	prAtar maDyAhna--mRgayA--SEla--Rtu-vana--sAgarAH // VisSd-_6.322 //
   saṃbhoga-vipralambhau ca muni-svarga-purādhvarāḥ /	saMBoga--vipralamBO ca muni-svarga--pura-aDvarAH /
   raṇa-prayāṇopayama-mantra-putrodayādayaḥ // VisSd_6.323 //	raNa--prayANa-upayama-mantra--putra-udaya-AdayaH // VisSd-_6.323 //
   varṇanīyā yathā-yogaṃ sāṅgopāṅgā amī iha /	varNanIyAH yaTA-yogam sa-aFga-upAFgAH amI iha /
   kaver vṛttasya vā nāmnā nāyakasyetarasya vā // VisSd_6.324 //	kaveH vRttasya vA nAmnA nAyakasya-itarasya vA // VisSd-_6.324 //
   nāmāsya sargopādeya-kathayā sarga-nāma tu /	nAma-asya sarga-upAdeya--kaTayA sarga-nAma tu /
   asminn ārṣe punaḥ sargā bhavanty ākhyāna-saṃjñakāḥ // VisSd_6.325 //	asmin Arze punar sargAH Bavanti AKyAna--saMjQakAH // VisSd-_6.325 //
   prākṛtair nirmite tasmin sargā āśvāsa-saṃjñakāḥ /	prAkRtEH nirmite tasmin sargAH ASvAsa--saMjQakAH /
   chandasā skandhakenaitat kvacid galitakair api // VisSd_6.326 //	CandasA skanDakena-etat kvacid galitakEH api // VisSd-_6.326 //
   apabhraṃśa-nibaddhe 'smin sargāḥ kuḍavakābhidhāḥ /	apaBraMSa--nibadDe asmin sargAH kuxavaka-aBiDAH /
   tathāpabhraṃśa-yogyāni cchandāṃsi vividhāny api // VisSd_6.327 //	taTA-apaBraMSa--yogyAni cCandAMsi viviDAni api // VisSd-_6.327 //
   bhāṣāvibhāṣāniyamāt kāvyaṃ sarga-samujjhitam /	BAzA-viBAzA-niyamAt kAvyam sarga--samujJitam /
   ekārtha-pravaṇaiḥ padyaiḥ sandhi-sāmagrya-varjitam // VisSd_6.328 //	eka-arTa--pravaNEH padyEH sanDi--sAmagrya---varjitam // VisSd-_6.328 //
   khaṇḍa-kāvyaṃ bhavet kāvyasyaika-deśānusāri ca /	KaNxa-kAvyam Bavet kAvyasya-eka-deSa-anusAri ca /
   koṣaḥ śloka-samūhas tu syād anyonyānapekṣakaḥ // VisSd_6.329 //	kozaH Sloka-samUhaH tu syAt anyonya-anapekzakaH // VisSd-_6.329 //
   vrajyā-krameṇa racitaḥ sa evātimanoramaḥ /	vrajyA-krameNa racitaH saH eva-ati-manoramaH /
   vṛtta-gandhojjhitaṃ gadyaṃ muktakaṃ vṛtta-gandhi ca // VisSd_6.330 //	vRtta-ganDA-ujJitam gadyam muktakam vRtta-ganDi ca // VisSd-_6.330 //
   bhaved utkalikā-prāyaṃ cūrṇakaṃ ca caturvidham /	Bavet utkalikA--prAyam cUrNakam ca caturviDam /
   ādyaṃ samāsa-rahitaṃ vṛtta-bhāg ayutaṃ param // VisSd_6.331 //	Adyam samAsa--rahitam vRtta-BAj ayutam param // VisSd-_6.331 //
   anyad-dīrgha-samāsāḍhyaṃ turyaṃ cālpa-samāsakam /	anyat--dIrGa--samAsa-AXyam turyam ca-alpa--samAsakam /
   kathāyāṃ sarasaṃ vastu gadyair eva vinirmitam // VisSd_6.332 //	kaTAyAm sarasam vastu gadyEH eva vinirmitam // VisSd-_6.332 //
   kvacid atra bhaved āryā kvacid vaktrāpavaktrake /	kvacid atra Bavet AryA kvacid vaktra-apavaktrake /
   ādau padyair namaskāraḥ khalāder vṛtta-kīrtanam // VisSd_6.333 //	AdO padyEH namaskAraH Kala-AdeH vRtta-kIrtanam // VisSd-_6.333 //
   ākhyāyikā kathāvat syāt kaver vaṃśānukīrtanam /	AKyAyikA kaTAvat syAt kaveH vaMSa-anukIrtanam /
   asyām anya-kavīnāṃ ca vṛttaṃ padyaṃ kvacit kvacit // VisSd_6.334 //	asyAm anya-kavInAm ca vRttam padyam kvacid kvacid // VisSd-_6.334 //
   kathāṃśānāṃ vyavaccheda āśvāsa iti badhyate /	kaTA-aMSAnAm vyavacCedaH ASvAsaH iti baDyate /
   āryā-vaktrāpavaktrāṇāṃ chandasā yena kenacit // VisSd_6.335 //	AryA--vaktra-apavaktrANAm CandasA yena kenacid // VisSd-_6.335 //
   anyāpadeśenāśvāsa-mukhe bhāvy-artha-sūcanam /	anya-apadeSena-ASvAsa--muKe BAvy-arTa--sUcanam /
   gadya-padya-mayaṃ kāvyaṃ campūr ity abhidhīyate // VisSd_6.336 //	gadya-padya--mayam kAvyam campUH iti aBiDIyate // VisSd-_6.336 //
   gadya-padya-mayī rāja-stutir virudam ucyate /	gadya-padya--mayI rAja--stutiH virudam ucyate /
   karambhakaṃ tu bhāṣābhir vividhābhir vinirmitam // VisSd_6.337 //	karamBakam tu BAzABiH viviDABiH vinirmitam // VisSd-_6.337 //
   iti sāhitya-darpaṇe	iti sAhitya--darpaNe
   dṛśya-śravya-kāvya-nirūpaṇo nāma	dRSya-Sravya-kAvya-nirUpaNaH nAma
   ṣaṣṭhaḥ paricchedaḥ	zazWaH paricCedaH
   saptamaḥ paricchedaḥ	saptamaH paricCedaH
   (doṣa-nirṇayaḥ)	(doza--nirNayaH)
   rasāpakarṣakā doṣās te punaḥ pañcadhā matāḥ /	rasa-apakarzakAH dozAH te punar paQcaDA matAH /
   pade tad-aṃśe vākye 'rthe saṃbhavanti rase 'pi yat // VisSd_7.1 //	pade tad--aMSe vAkye arTe saMBavanti rase api yat // VisSd-_7.1 //
   duḥśrava trividhāślīlānucitārthāprayuktatāḥ /	duHSrava triviDa-aSlIlA-anucita-arTa-aprayukta-tAH /
   grāmyo 'pratīta-sandigdha-neyārtha-nihatārthatāḥ // VisSd_7.2 //	grAmyaH apratIta-sandigDa-neya-arTa--nihata-arTa-tAH // VisSd-_7.2 //
   avācakatvaṃ kliṣṭatvaṃ viruddham atikāritā /	avAcaka-tvam klizwa-tvam virudDam atikAritA /
   avimṛṣṭa-vidheyāṃśa-bhāvaś ca pada-vākyayoḥ // VisSd_7.3 //	avimRzwa--viDeya-aMSa-BAvaH ca pada--vAkyayoH // VisSd-_7.3 //
   kecid doṣā bhavanty eṣu padāṃśe 'pi pade 'paraṃ /	kecid dozAH Bavanti ezu pada-aMSe api pade aparam /
   nirarthakāsamarthatve cyuta-saṃskāratā tathā // VisSd_7.4 //	nirarTakAsamarTa-tve cyuta--saMskAra-tA taTA // VisSd-_7.4 //
   varṇānāṃ pratikūlatvaṃ luptāhata-visargatāḥ /	varNAnAm pratikUla-tvam luptA-hata--visarga-tAH /
   adhika-nyūna-kathita-padatā hata-vṛttatāḥ // VisSd_7.5 //	aDika-nyUna--kaTita-padatA hata-vRtta-tAH // VisSd-_7.5 //
   patat-prakarṣatā sandhau viśleṣāślīla-kaṣṭatāḥ /	patat--prakarzatA sanDO viSleza-aSlIla--kazwatAH /
   ardhāntaraika-padatā samāpta-punar-āttatā // VisSd_7.6 //	arDa-antara-eka-pada-tA samApta--punar--AttatA // VisSd-_7.6 //
   abhavan mata-saṃbandhākramāmata-parārthatāḥ /	aBavat mata--saMbanDa-AkramAm-ata-para-arTatAH /
   vācyasyānabhidhānaṃ ca bhagna-prakramatā tathā // VisSd_7.7 //	vAcyasya-anaBiDAnam ca Bagna--prakramatA taTA // VisSd-_7.7 //
   tyāgaḥ prasiddher asthāne nyāsaḥ pada-samāsayoḥ /	tyAgaH prasidDeH asTAne nyAsaH pada--samAsayoH /
   saṅkīrṇatā garbhitatā doṣāḥ syur vākya-mātragāḥ // VisSd_7.8 //	saFkIrNa-tA garBitatA dozAH syuH vAkya--mAtra-gAH // VisSd-_7.8 //
   apuṣṭa-duṣkrama-grāmya-vyāhatāślīla-kaṣṭatāḥ /	apuzwa--duzkrama--grAmya--vyAhata-aSlIla--kazwatAH /
   anavīkṛta-nirhetu-prakāśita-viruddhatāḥ // VisSd_7.9 //	anavIkRta--nirhetu--prakASita-virudDa-tAH // VisSd-_7.9 //
   sandigdha-punaruktatve khyāti-vidyā-viruddhate /	sandigDa--punarukta-tve KyAti-vidyA--virudDate /
   sākāṅkṣatā-sahacara-bhinnatā-sthāna-yuktatā // VisSd_7.10 //	sa-AkAFkzatA--sahacara--Binna-tA--sTAna--yukta-tA // VisSd-_7.10 //
   aviśeṣe viśeṣaś cāniyame niyamas tathā /	aviSeze viSezaH ca-aniyame niyamaH taTA /
   tayor viparyayo vidhy-anuvāda-yuktate tathā // VisSd_7.11 //	tayoH viparyayaH viDy-anuvAda-yuktate taTA // VisSd-_7.11 //
   nirmukta-punaruktatvaṃ mahā-doṣāḥ prakīrtitāḥ /	nirmukta-punarukta-tvam mahA-dozAH prakIrtitAH /
   rasasyoktiḥ sva-śabdena sthāyi-sañcāriṇor api // VisSd_7.12 //	rasasya-uktiH sva--Sabdena sTAyi--saQcAriNoH api // VisSd-_7.12 //
   vyaktatā kalpitā kṛcchrād anubhāva-vibhāvayoḥ[*2] /	vyakta-tA kalpitA kRcCrAt anuBAva--viBAvayoH[*2] /
   akāṇḍe prathana-cchedau tathā dīptiḥ punaḥ punaḥ // VisSd_7.13 //	akANxe praTana-=-CedO taTA dIptiH punar punar // VisSd-_7.13 //
   {[*2] The following line from VisSd is missing here: paripanthir asāṅgasya	{[*2] The fa-ullowini line from VisSd iH mis-sinc here: paripanTiH asAFgasya
   vibhāvādeḥ parigrahaḥ}	viBAva-AdeH parigrahaH}
   aṅgino 'nanusandhānam anaṅgasya ca kīrtanam /	aFginaH ananu-sanDAnam anaFgasya ca kIrtanam /
   ativistṛtir aṅgasya prakṛtīnāṃ viparyayaḥ // VisSd_7.14 //	ati-vistRtiH aFgasya prakRtInAm viparyayaH // VisSd-_7.14 //
   arthānaucityam anye ca doṣā rasa-gatā matāḥ /	arTAn-Ocityam anye ca dozAH rasa--gatAH matAH /
   ebhyaḥ pṛthag-alaṅkāra-doṣāṇāṃ naiva saṃbhavaḥ // VisSd_7.15 //	eByaH pRTak--alaFkAra--dozANAm na-eva saMBavaH // VisSd-_7.15 //
   vaktari krodha-saṃyukte tathā vācye samuddhate /	vaktari kroDa--saMyukte taTA vAcye samudDate /
   raudrādau ca rase 'tyantaṃ duḥśravatvaṃ guṇo bhavet // VisSd_7.16 //	rOdra-AdO ca rase atyantam duHSrava-tvam guNaH Bavet // VisSd-_7.16 //
   suratārambha-goṣṭhyādāv aślīlatvaṃ tathā punaḥ /	surata-AramBa--gozWI-AdO aSlIla-tvam taTA punar /
   syātām adoṣau śleṣādau nihatārthāprayuktate // VisSd_7.17 //	syAtAm adozO Sleza-AdO nihata-arTa-aprayuktate // VisSd-_7.17 //
   guṇaḥ syād apratītatvaṃ jñatvaṃ ced vaktṛ-vācyayoḥ /	guNaH syAt apratIta-tvam jQa-tvam ced vaktR-vAcyayoH /
   svayaṃ vāpi parāmṛśe kathitaṃ ca padaṃ punaḥ // VisSd_7.18 //	svayam vA-api parAmRSe kaTitam ca padam punar // VisSd-_7.18 //
   vihitasyānuvādyatve viṣāde vismaye krudhi /	vihitasya-anuvAdya-tve vizAde vismaye kruDi /
   dainye 'tha lāṭānuprāse 'nukampāyāṃ prasādane // VisSd_7.19 //	dEnye aTa lAwa-anuprAse anukampAyAm prasAdane // VisSd-_7.19 //
   arthāntara-saṅkramita-vācye harṣe 'vadhāraṇe /	arTa-antara--saFkramita--vAcye harze avaDAraNe /
   sandigdhatvaṃ tathā vyāja-stuti-paryavasāyi cet // VisSd_7.20 //	sandigDa-tvam taTA vyAja--stuti-paryavasAyi ced // VisSd-_7.20 //
   vaiyākaraṇa-mukhye tu pratipādye 'tha vaktari /	vEyAkaraNa--muKye tu pratipAdye aTa vaktari /
   kaṣṭatvaṃ duḥśravatvaṃ vā grāmyatvam adhamoktiṣu // VisSd_7.21 //	kazwa-tvam duHSrava-tvam vA grAmya-tvam aDama-uktizu // VisSd-_7.21 //
   nirhetutā tu khyāte 'rthe doṣatāṃ naiva gacchati /	nirhetu-tA tu KyAte arTe doza-tAm na-eva gacCati /
   kavīnāṃ samaye khyāte guṇaḥ khyāta-viruddhatā // VisSd_7.22 //	kavInAm samaye KyAte guNaH KyAta--virudDa-tA // VisSd-_7.22 //
   mālinyaṃ vyomni pāpe yaśasi dhavalatā varṇyate hāsa-kīrtyoḥ raktau ca	mAlinyam vyomni pApe yaSasi DavalatA varNyate hAsa-kIrtyoH raktO ca
   krodha-rāgau sarid udadhi-gataṃ paṅkajendīvarādi /	kroDa--rAgO sarit udaDi--gatam paFkaja-indIvara-Adi /
   toyādhāre 'khile 'pi prasarati ca marālādikaḥ pakṣi-saṅgho jyotsnā preyā	toya-ADAre aKile api prasarati ca marAla-AdikaH pakzi-saFGaH jyotsnA preyA
   cakorair jaladhara-samaye mānasaṃ yānti haṃsāḥ // VisSd_7.23 //	cakorEH jalaDara--samaye mAnasam yAnti haMsAH // VisSd-_7.23 //
   pādāghātād aśokā vikasati bakulo yoṣitām āsyam adyair yūnām aṅgeṣu hārāḥ	pAda-AGAtAt aSokAH vikasati bakulaH yozitAm Asyam adyEH yUnAm aFgezu hArAH
   sphuṭati ca hṛdayaṃ viprayogasya tāpaiḥ /	sPuwati ca hRdayam viprayogasya tApEH /
   maurvī-rolamba-mālā dhanur atha viśikhāḥ kausumāḥ puṣpa-ketor bhinnaṃ syād	mOrvI--rolamba--mAlAH DanuH aTa viSiKAH kOsumAH puzpa-ketoH Binnam syAt-
   asya vāṇair yuvajana-hṛdayaṃ strī-kaṭākṣeṇa tadvat // VisSd_7.24 //	asya vANEH yuva-jana--hRdayam strI--kawAkzeNa tadvat // VisSd-_7.24 //
   ahny-ambhojaṃ niśāyāṃ vikasati kumudaṃ candrikā śukla-pakṣe megha-dhvāneṣu	ahni--amBojam niSAyAm vikasati kumudam candrikA Sukla-pakze meGa-DvAnezu
   nṛtyaṃ bhavati ca śikhināṃ nāpy aśoke phalaṃ syāt /	nRtyam Bavati ca SiKinAm na-api aSoke Palam syAt /
   na syāj jātī vasante na ca kusuma-phale gandha-sāra-drumāṇām ity ādy	na syAt jAtI vasante na ca kusuma-Pale ganDa-sAra-drumANAm iti Ady
   unneyam anyat kavi-samaya-gataṃ sat-kavīnāṃ prabandhe // VisSd_7.25 //	unneyam anyat kavi--samaya--gatam sat-kavInAm prabanDe // VisSd-_7.25 //
   dhanur jyādiṣu śabdeṣu śabdās tu dhanur-ādayaḥ /	DanuH jyA-Adizu Sabdezu SabdAH tu DanuH--AdayaH /
   ārūḍhatvādi-bodhāya prayoktavyāḥ sthitā ime // VisSd_7.26 //	ArUXa-tva-Adi--boDAya prayoktavyAH sTitAH ime // VisSd-_7.26 //
   uktāv ānanda-magnādeḥ syān nyūna-padatā guṇaḥ /	uktO Ananda-magna-AdeH syAt nyUna-pada-tA guNaH /
   kvacin na doṣo na guṇo guṇaḥ kvāpy adhikaṃ padam // VisSd_7.27 //	kvacid na dozaH na guNaH guNaH kvApi aDikam padam // VisSd-_7.27 //
   samāpta-punar-āttatvaṃ na doṣo na guṇaḥ kvacit /	samApta--punar--Atta-tvam na dozaH na guNaH kvacid /
   garbhitatvaṃ guṇaḥ kvāpi patat-prakarṣatā tathā // VisSd_7.28 //	garBita-tvam guNaH kvApi patat--prakarza-tA taTA // VisSd-_7.28 //
   kvacid uktau sva-śabdena na doṣo vyabhicāriṇaḥ /	kvacid uktO sva--Sabdena na dozaH vyaBicAriNaH /
   anubhāva-vibhāvābhyāṃ racanaṃ yatra nocitam // VisSd_7.29 //	anuBAva--viBAvAByAm racanam yatra na-ucitam // VisSd-_7.29 //
   sañcāryāder viruddhasya bādhyatvena vaco guṇaḥ /	saQcArya-AdeH virudDasya bADya-tvena vacaH guNaH /
   virodhino 'pi smaraṇe sāmyena vacane tathā // VisSd_7.30 //	viroDinaH api smaraNe sAmyena vacane taTA // VisSd-_7.30 //
   bhaved virodho nānyonyam aṅginy aṅgatvam āptayoḥ /	Bavet viroDaH na-anyonyam aFgini aFga-tvam AptayoH /
   anukāre ca sarveṣāṃ doṣāṇāṃ naiva doṣatā // VisSd_7.31 //	anukAre ca sarvezAm dozANAm na-eva doza-tA // VisSd-_7.31 //
   anyeṣām api doṣāṇām ity aucityān manīṣibhiḥ /	anyezAm api dozANAm iti OcityAt manIziBiH /
   adoṣatā ca guṇatā jñeyā cānubhayātmatā // VisSd_7.32 //	adoza-tA ca guNa-tA jQeyA ca-anuBaya-Atma-tA // VisSd-_7.32 //
   iti sāhitya-darpaṇe doṣa-prakāśaḥ	iti sAhitya--darpaNe doza--prakASaH
   saptamaḥ paricchedaḥ	saptamaH paricCedaH
   aṣṭamaḥ paricchedaḥ	azwamaH paricCedaH
   guṇa-nirṇayaḥ	guNa--nirNayaH
   rasasyāṅgitvam āptasya dharmāḥ śauryādayo yathā /	rasasya-aFgi-tvam Aptasya DarmAH SOrya-AdayaH yaTA /
   guṇāḥ mādhuryam ojo 'tha prasāda iti te tridhā // VisSd_8.1 //	guNAH mADuryam ojaH aTa prasAdaH iti te triDA // VisSd-_8.1 //
   citta-dravībhāva-mayo hlādo mādhuryam ucyate /	citta--dravIBAva--mayaH hlAdaH mADuryam ucyate /
   saṃbhoge karuṇe vipralambhe śānte 'dhikaṃ kramāt // VisSd_8.2 //	saMBoge karuNe vipralamBe SAnte aDikam kramAt // VisSd-_8.2 //
   mūrdhni vargāsty avarṇena yuktāṣ ṭa-ṭha-da-ḍhān vinā /	mUrDni varga-asti avarNena yuktAH wa-Wa-da-XAn vinA /
   raṇau laghū ca tad-vyaktau varṇāḥ kāraṇatāṃ gatāḥ // VisSd_8.3 //	raNO laGU ca tad--vyaktO varNAH kAraNa-tAm gatAH // VisSd-_8.3 //
   avṛttir alpa-vṛttir vā madhurā racanā tathā /	avRttiH alpa-vRttiH vA maDurA racanA taTA /
   ojaś cittasya vistāra-rūpaṃ dīptatvam ucyate // VisSd_8.4 //	ojaH cittasya vistAra--rUpam dIpta-tvam ucyate // VisSd-_8.4 //
   vīra-bībhatsa-raudreṣu krameṇādhikyam asya tu /	vIra-bIBatsa-rOdrezu krameNa-ADikyam asya tu /
   vargasyādya-tṛtīyābhyāṃ yuktau varṇau tad-antimau // VisSd_8.5 //	vargasya-Adya--tRtIyAByAm yuktO varNO tad--antimO // VisSd-_8.5 //
   upary adho dvayor vā sarephau ṭa-ṭha-ḍa-ḍhaiḥ saha /	upari aDas dvayoH vA sarePO wa-Wa-xa-XEH saha /
   śa-kāraś ca ṣa-kāraś ca tasya vyañjakatāṃ gatāḥ // VisSd_8.6 //	Sa-kAraH ca za-kAraH ca tasya vyaQjaka-tAm gatAH // VisSd-_8.6 //
   tathā samāsa-bahulā ghaṭanauddhatya-śālinī /	taTA samAsa--bahulA GawanA-OdDatya--SAlinI /
   śleṣaḥ samādhir audāryaṃ prasāda iti ye punaḥ // VisSd_8.7 //	SlezaH samADiH OdAryam prasAdaH iti ye punar // VisSd-_8.7 //
   guṇāś cirantanair uktā ojasy antarbhavanti te /	guNAH cirantanEH uktAH ojasi antarBavanti te /
   grāmya-duḥśravatā-tyāgāt kāntiś ca sukumāratā // VisSd_8.8 //	grAmya--duHSrava-tA--tyAgAt kAntiH ca sukumAra-tA // VisSd-_8.8 //
   kvacid doṣas tu samatā mārgābheda-svarūpiṇī /	kvacid dozaH tu sama-tA mArga-aBeda--svarUpiNI /
   anyathokta-guṇeṣv asyā antaḥpāto yathāyatham // VisSd_8.9 //	anyaTA-ukta-guNezu asyAH antaHpAtaH yaTAyaTam // VisSd-_8.9 //
   ojaḥ prasādo mādhuryaṃ saukumāryam udāratā /	ojaH prasAdaH mADuryam sOkumAryam udAra-tA /
   tad-abhāvasya doṣatvāt svīkṛtā anugā guṇāḥ // VisSd_8.10 //	tad--aBAvasya doza-tvAt svIkRtAH anugAH guNAH // VisSd-_8.10 //
   artha-vyaktiḥ svabhāvokty-alaṅkāreṇa tathā punaḥ /	arTa--vyaktiH svaBAva-ukti--alaFkAreNa taTA punar /
   rasa-dhvani-guṇībhūta-vyaṅgyānāṃ kānti-nāmakaḥ // VisSd_8.11 //	rasa-Dva-ni-guNIBUta-vyaFgyAnAm kAnti--nAmakaH // VisSd-_8.11 //
   śleṣo vicitratā-mātram adoṣaḥ samatā-param /	SlezaH vicitra-tA--mAtram adozaH samatA--param /
   na guṇatvaṃ samādheś ca tena nārtha-guṇāḥ pṛthak // VisSd_8.12 //	na guNa-tvam samADeH ca tena na-arTa--guNAH pRTak // VisSd-_8.12 //
   iti sāhitya-darpaṇe guṇa-vivecano nāma	iti sAhitya--darpaNe guNa-vivecanaH nAma
   aṣṭamaḥ paricchedaḥ	azwamaH paricCedaH
   -o)0(o-	-o)0(aH--
   navamaḥ paricchedaḥ	navamaH paricCedaH
   rīti-nirṇayaḥ	rIti--nirNayaH
