   śrīḥ	SrIH
   na ca nitya eva hetuḥ;akādācitkatvaprasaṅgāt /	na ca nityaH eva hetuH;akAt-Acitkatva-prasaFgAt /
   tat atinistaraṅgametat /	tat ati-nistaraFgam-etat /
   īdṛśyāṃ ca vastusthitau bhogo 'pi karmabhirevameva	IdRSyAm ca vastu-sTitO BogaH api karmaBiH-evam-eva
   vastusvabhāvānatikrameṇa sampādanīya iti dvyaṇukavat	vastu-svaBAva-an-atikrameNa sampAdanIyaH iti dvi-aNuka-vat-
   pipīlikāṇḍāderbrahmāṇḍaparyantasyāpi viśvasyeyameva gatiriti	pipIli-kA-aNxa-AdeH-brahmANxa-paryantasya-api viSvasya-iyam-eva gatiH-iti
   pratibandhasiddhiḥ /	pratibanDa-sidDiH /
   [ku.2.266] tathā ca brahmāṇḍe paramāṇusādbhavitari paramāṇuṣu ca	[ku.2.266] taTA ca brahmANxe paramANusAt-Bavitari paramANuzu ca
   svatantreṣu pṛthagāsīneṣu tadantaḥpātinaḥ prāṇigaṇāḥ (119)kva vartantām,	svatantrezu pRTak-AsInezu tad-antaHpAtinaH prANi-gaNAH (119)kva vartantAm,
   kupitakapikapolāntargatodumbaramaśakasamūhavat,	kupita-kapi-kapola-antargata-udumbara-maSaka-samUhavat,
   davadahanadahyamānadārūdaravighūrṇamānaghuṇasaṅghātavat,	dava-dahana-dahyamAna-dAru-udara-viGUrNamAna-GuNa-saFGAtavat,
   pralayapavanollāsanīyaurvānalanipātipotasāṃyātrikasārthavadveti /	pralaya-pavana-ullAsanIyOH-vA-anala-nipAti-pota-sAMyAtrika-sArTavat-vA-iti /
   [ku.2.267] (120)api ca- janmasaṃskāravidyādeḥ śakteḥ svādhyāyakarmaṇoḥ /	[ku.2.267] (120)api ca janma-saMskAra-vidyA-AdeH SakteH svADyAya-karmaNoH /
   hrāsadarśanato hrāsaḥ sampradāyasya mīyatām //3 //	hrAsa-darSanataH hrAsaH sampradAyasya mIyatAm //3 //
   pūrvaṃ hi mānasyaḥ prajāḥ samabhavan; tato	pUrvam hi mAnasyaH prajAH samaBavan; tatas-
   'patyaikaprayojanamaithunasambhavāḥ; tataḥ	apatya-eka-prayojana-mETuna-samBavAH; tatas-
   kāmā(lā?)varjanīyasannidhijanmānaḥ; idānīṃ deśakālādyavasthayā	kAma-A(lA?)-varjanIya-sanniDi-janmAnaH; idAnIm deSa-kAla-Adi-avasTayA
   paśudharmādeva bhūyiṣṭhāḥ /	paSu-DarmAt-eva BUyizWAH /
   pūrvaṃ caruprabhṛtiṣu saṃskārāḥ (121) samādhāyiṣata; tataḥ	pUrvam caru-praBRtizu saMskArAH (121) samADAyizata; tatas-
   kṣetraprabhṛtiṣu; tato garbhāditaḥ; idānīṃ tu	kzetra-praBRtizu; tatas garBa-AditaH; idAnIm tu
   jāteṣulaukika(loka)vyavahāramāśritya /	jAta-izu-lOkika-(loka)-vyavahAram-ASritya /
   pūrvaṃ sahasraśākho vedo 'dhyagāyi; tato vyastaḥ; tataḥ ṣaḍaṅga ekaḥ;t	pUrvam sahasra-SAKaH vedaH aDyagAyi; tatas vyastaH; tatas zaxaFgaH ekaH;t
   idānīṃ tu kvacidekā śākheti /	idAnIm tu kvacid-ekA SAKA-iti /
   (122)pūrvaṃ ṛtavṛttayo brāhmaṇāḥ prādyotiṣata; tato 'mṛtavṛttayaḥ;	(122)pUrvam Rta-vRttayaH brAhmaNAH prAdya-utizata; tatas amRta-vRttayaH;
   (123)tato mṛtavṛttayaḥ; samprati	(123)tataH mRta-vRttayaH; samprati
   pramṛtasatyānṛtakusīdapāśupālyaśvavṛtti(124)vṛttiyo bhūyāṃsaḥ /	pramRta-satya-anRta-kusIda-pASupAlI-aSva-vRtti-(124)vRttiyaH BUyAMsaH /
   pūrvaṃ duḥkhana brāhmaṇairatithayo 'labhyanta; tataḥ kṣatriyātithayo 'pi	pUrvam duHKa-na brAhmaNEH-atiTayaH alaByanta; tatas kzatriya-atiTayaH api
   saṃvṛttāḥ; tato (125)vaiśyā'veśino 'pi; samprati śūdrānnabhojino 'pi /	saMvRttAH; tatas (125)vESyA-aveSinaH api; samprati SUdra-anna-BojinaH api /
   (126)pūrvamamṛtabhujaḥ; tato vighasabhujaḥ; tato 'nnabhujaḥ;	(126)pUrvam-amRta-BujaH; tatas viGasa-BujaH; tatas anna-BujaH;
   sampratyaghabhuja eva /	samprati-aGaBujaH eva /
   pūrvaṃ catuṣpāddharma (127)āsīt; tatastanūyamāne tapasi tripāt; tato	pUrvam catuzpAd-Darma (127)AsIt; tatas-tanUyamAne tapasi tri-pAt; tatas-
   mlāyati jñāne dvipāt; samprati jīryati yajñe dānaikapāt /	mlAyati jQAne dvi-pAt; samprati jIryati yajQe dAna-ekapAd /
   so 'pi pādo (128)durāgatādivipādikāśataduḥsthaḥ aśraddhāmalakalaṅkitaḥ	saH api pAdaH (128)durAgata-Adi-vipAdikA-SataduHsTaH aSradDA-amala-kalaFkitaH
   kāmakrodhādikaṇṭakaśatajarjaraḥ pratyahamapacīyamānavīryatayā itastataḥ	kAma-kroDa-Adi-kaNwaka-SatajarjaraH pratyaham-apacIyamAna-vIrya-tayA itas-tatas-
   skhalannivopalambhate /	sKalan=-iva-upalamBate /
   [ku.2.268] ṭhaidānīmiva sarvatra dṛṣṭānnādhikamiṣyate" iti cenna-	[ku.2.268] Wa-EdAnIm-iva sarvatra dRzwAn-na-aDikam-izyate" iti ced-na-
   smṛtyanuṣṭhānānumitānāṃ śākhānāmucchedadarśanāt /	smRti-anuzWAna-anumitAnAm SAKAnAm-ucCeda-darSanAt /
   svātantryeṇa smṛtīnāmācārasya ca prāmāṇyānabhyupagamāt /	svAtantryeNa smRtInAm-AcArasya ca prAmANya-anaByupagamAt /
   manvādīnāmatīndriyārthadarśane pramāṇābhāvāt /	manu-AdInAm-atIndriya-arTa-darSane pramANa-aBAvAt /
   ācārāt smṛtiḥ, smṛteścācāra ityanāditābhyupagame andhaparamparāprasaṅgāt /	AcArAt smRtiH, smRteH-ca-AcAraH iti-anAdita-aByupagame anDa-paramparA-prasaFgAt /
   [ku.2.269] āsaṃsāramanāmnātasya ca vedatvavyāghātenānumānāyogāt /	[ku.2.269] AsaMsAram-anAmnAtasya ca veda-tva-vyAGAtena-anumAna-ayogAt /
   utpattito 'bhivyaktito 'bhiprāyato vānavacchinnavarṇamātrasya nirthakatvāt	utpattitaH aBivyaktitaH aBiprAyataH vA-anavacCinna-varNa-mAtrasya nirTaka-tvAt-
   [ku.2.270] yadi ca śiṣṭācāratvādidaṃ hitasādhanam, kartavyaṃ vetyanumitam,	[ku.2.270] yadi ca Sizwa-AcAra-tvAt-idam hita-sADanam, kartavyam vA-iti-anumitam,
   kiṃ vedānumānena; tadarthasyānumānata eva siddheḥ /	kim veda-anumAnena; tad-arTasya-anumAnataH eva sidDeH /
   na ca dharmavedanatvāt idamevānumānam anumeyo vedaḥ; pratyakṣasiddhatvāt;	na ca Darma-vedana-tvAt idam-eva-anumAnam anumeyaH vedaH; pratyakza-sidDa-tvAt;
   aśabdatvācca /	aSabda-tvAt-ca /
   [ku.2.271] atha śiṣṭācāratvātpramāṇamūlo 'yamiti cet- tataḥsiddhasādhanam;	[ku.2.271] aTa Sizwa-AcAra-tvAt-pramANa-mUlaH ayam-iti cet tatas-sidDa-sADanam;
   pratyakṣamūlatvābhyupagamāt; tadasambhave 'pyanumānasambhavāt /	pratyakza-mUla-tva-aByupagamAt; tad-asamBave api-anumAna-samBavAt /
   nityamajñāyamānatvāttat apratyāyakaṃ kathamanumānaṃ kathaṃ ca mūlamiti	nityam-ajQAyamAna-tvAt-tat apratyAyakam kaTam-anumAnam kaTam ca mUlam-iti
   cet- vedaḥ kimajñāyamānaḥ pratyāyakaḥ; apratyāyaka eva vā mūlam; yena	cet vedaH kim-ajQAyamAnaH pratyAyakaH; apratyAyakaH eva vA mUlam; yena
   jaḍatamatamādriyase /	jaxatamatam-Adriyase /
   anumitatvāt jñāyamāna eveti cet- liṅgamapyevamevāstu /	anumita-tvAt jQAyamAnaH eva-iti cet liFgam-api-evam-eva-astu /
   anumeyapratīteḥ prāktanī liṅgapratītirapekṣitā; kāraṇatvāt; na tu	anumeya-pratIteH prAktanI liFga-pratItiH-apekzitA; kAraNa-tvAt; na tu
   paścāttanīti cet- śabdapratītirapyevameva /	paScAt-tanI-iti cet Sabda-pratItiH-api-evam-eva /
   [ku.2.272] ācārasvarūpeṇa śabdamūlatvamanumīyate /	[ku.2.272] AcAra-svarUpeNa Sabda-mUla-tvam-anumIyate /
   tena tu śabdena kartavyatā pratīyata iti cenna- ācārasvarūpasya	tena tu Sabdena kartavyatA pratIyate iti ced-na AcAra-svarUpasya
   pratyakṣasiddhatvena mūlāntarānapekṣaṇāt /	pratyakza-sidDa-tvena mUla-antara-anapekzaNAt /
   tasmātkartavyatāyāṃ pratyakṣābhāvāt, apramitatayā ca śabdānumānānavakāśāt,	tasmAt-kartavyatAyAm pratyakza-aBAva-at, apramita-tayA ca Sabda-anumAna-anavakASAt,
   pratyakṣaśruterasambhavāt, śiṣṭācāratvenaiva kartavyatāmanumāya tayā	pratyakza-SruteH-asamBava-at, Sizwa-AcAra-tvena-eva kartavyatAm-anumAya tayA
   mūlaśabdānumānam /	mUla-Sabda-anumAnam /
   tathā ca kiṃ tena; tadarthasya prāgeva siddheḥ /	taTA ca kim tena; tad-arTasya prAk-eva sidDeH /
   [ku.2.273] (129)ṭhatathāpyāgamamūlatvameva tasya; vyāpteḥ" iti cet- ata	[ku.2.273] (129)Wa-taTA-api-Agama-mUla-tvam-eva tasya; vyApteH" iti cet ata
   eva tarhi tasya pratyakṣānumānamūlatvamanumeyam /	eva tarhi tasya pratyakza-anumAna-mUla-tvam-anumeyam /
   ādimatastattvaṃ syāt; ayaṃ tvanādiriti cet- ācāro 'pi (130)	AdimataH-tattvam syAt; ayam tu-anAdiH-iti cet AcAraH api (130)
   tarhīdamprathamastathā syāt, ayaṃ tvanādirvināpyāgamaṃ bhaviṣyati /	tarhI-dampraTamaH-taTA syAt, ayam tu-anAdiH-vinA-api-Agamam Bavizyati /
   ācārakartavyatānumānayorevamanāditvamastu;	AcAra-kartavyatA-anumAnayoH-evam-anAdi-tvam-astu;
   kiṃ naśchinnamiti cet- prathamaṃ tāva"nnityānumeyo veda'iti; dvitīyaṃ ca	kim naH-Cinnam-iti cet praTamam tAva"t-nitya-anumeyaH veda-aiti; dvitIyam ca
   "deśanaiva dharme pramāṇa'miti /	"deSanA-eva Darme pramANa-am-iti /
   [ku.2.274] (131)athāyamāśayaḥ- vaidikā apyācārāḥ rājasūyāśvamedhādayaḥ	[ku.2.274] (131)aTa-ayam-ASayaH vEdikAH api-AcArAH rAjasUya-aSvameDa-AdayaH
   samucchidyamānāḥ dṛśyante; yata idānīṃ nānuṣṭhīyante /	samucCidyamAnAH dRSyante; yatas idAnIm na-anuzWIyante /
   na caite prāgapi nānuṣṭhitā eva; tadarthasya vedarāśeraprāmāṇyaprasaṅgāt	na ca-ete prAk-api na-anuzWitAH eva; tad-arTasya veda-rASeH-a-prAmANya-prasaFgAt-
   samudrataraṇopadeśavat /	samudra-taraNa-upadeSa-vat /
   na caivamevāstu; darśādyupadeśena tulyayogakṣematvāt /	na ca-evam-eva-astu; darSa-Adi-upadeSena tulya-yogakzema-tvAt /
   evam, punaḥ sa kaścit kālo bhavitā, yatraite 'nuṣṭhāsyante /	evam, punar sa kaScid kAlaH BavitA, yatra-ete anuzWAsyante /
   tathānye(thā cānye)pyācārāḥ samucchetsyante anuṣṭhāsyante ca, iti na	taTA-anye(TA ca-anye)-pi-AcArAH samucCetsyante anuzWAsyante ca, iti na
   vicchedaḥ /	vicCedaH /
   tatastadvadāgamamūlatā iti cet- evaṃ tarhi pravāhādau liṅgābhāve	tatas-tadvat-Agama-mUla-tA iti cet evam tarhi pravAha-AdO liFga-aBAve
   kartavyatvāgamayorananumānāt, asatyāṃ pratyakṣaśrutau ācārasaṅkathāpi	kartavya-tva-AgamayoH-ananumAnAt, asatyAm pratyakza-SrutO AcAra-saFkaTA-api
   kathamiti sarvaviplavaḥ /	kaTam-iti sarva-viplavaH /
   tasmāt pratyakṣaśrutireva mūlamācārasya; sā cedānīṃ nāstīti śākhocchedaḥ /	tasmAt pratyakza-SrutiH-eva mUlam-AcArasya; sA ca-idAnIm na-asti-iti SAKA-ucCedaH /
   [ku.2.275] adhunāpyasti sānyatreti cet- atra kathaṃ nāsti?	[ku.2.275] aDunA-api-asti sA-anyatra-iti cet atra kaTam nAsti?
   kimupādhyāyavaṃśānāmanyatra gamanāt, teṣāmevocchedādvā, āhosvit	kim-upADyAya-vaMSAnAm-anyatra gamanAt, tezAm-eva-ucCedAt-vA, Ahosvit-
   svādhyāyavicchedāt /	svADyAya-vicCedAt /
   na prathamadvitīyau; sarveṣāmanyatra gamane ucchede vā niyamena	na praTama-dvitIyO; sarvezAm-anyatra gamane ucCede vA niyamena
   bhāratavarṣe śiṣṭācārasyāpyucchedaprasaṅgāt; tasyādhyetṛsamānakartṛkatvāt	BArata-varze Sizwa-AcArasya-api-ucCeda-prasaFgAt; tasya-aDyetR-samAna-kartRka-tvAt
   anyata āgatairācārapravartane adhyayanapravartanamapi syāt /	anyatas AgatEH-AcAra-pravartane aDyayana-pravartanam-api syAt /
   na tṛtīyaḥ; ādhyātmika(132)śaktisampannānāmantevāsināmavicchede	na tRtIyaH; ADyAtmika-(132)-Sakti-sampannAnAm-antevAsinAm-avicCede
   tasyāsambhavāt /	tasya-asamBavAt /
   tasmā(133)dāyurārogyabalavīryaśraddhāśamadamagrahaṇadhāraṇādiśakteraharaharapacīyamānatvāt	tasmA(-133)da-AyuH-Arogya-bala-vIrya-SradDA-Sama-dama-grahaNa-DAraNa-Adi-SakteH-ahara-har-apacIyamAna-tvAt-
   svādhyāyānuṣṭhāne śīryamāṇe kathañcidanuvartete; viśvaparigrahācca na	svADyAya-anuzWAne SIryamANe kaTaQcid-anuvartete; viSva-parigrahAt-ca na
   sahasā sarvoccheda iti yuktamutpaśyāmaḥ /	sahasA sarva-ucCedaH iti yuktam-utpaSyAmaH /
   [ku.2.276] (134)gatānugatiko loka ityaprāmāṇika evācāraḥ, na tu	[ku.2.276] (134)gatA-anugatikaH lokaH iti-aprAmANikaH eva-AcAraH, na tu
   śākhocchedaḥ; anekaśākhāgatetikartavyatāpūraṇīyatvādekasminnapi	SAKA-ucCedaH; aneka-SAKA-gatA-iti-kartavyatA-ApUraNIya-tvAt-ekasmin=-api
   karmaṇyanāśvāsaprasaṅgāditi cet- na- evaṃ hi	karmaNi-anASvAsa-prasaFgAt-iti cet na evam hi
   (135)mahājanaparigrahasyopaplavasambhave (plave) vedā api	(135)-mahA-jana-parigrahasya-upaplava-samBave (plave) vedAH api
   gatānugatikatayaiva lokaiḥ parigṛhyanta iti, na vedāḥpramāṇaṃ syuḥ /	gata-anugatika-tayA-eva lokEH parigRhyante iti, na vedAH-pramANam syuH /
   tathā ca vṛścikabhiyā palāyamānasyāśīviṣamukhe nipātaḥ /	taTA ca vRScika-BiyA palAyamAnasya-ASIviza-muKe nipAtaH /
   (136) etameva ca	(136) etam-eva ca
   kālakramabhāviśākhoccheda(137)bhāvinamanāśvāsamāśaṅkamānairmaharṣibhiḥ	kAla-krama-BA-vi-SAKA-ucCeda-(137)BAvi-namana-aSvAsam-ASaFkamAnEH-mahA-RziBiH
   prativihitam /	prativihitam /
   ato noktadoṣo 'pi /	atas na-ukta-dozaH api /
   [ku.2.277] na cāyamucchedo jñānakrameṇa; yena ślāghyaḥ syāt /	[ku.2.277] na ca-ayam-ucCedaH jQAna-krameNa; yena SlAGyaH syAt /
   api tu pramādamadamānā'lasyanāstikyaparipākakrameṇa /	api tu pramAda-madamAnA-alasya-nAstikya-paripAka-krameNa /
   (138)tataścocchedāntaraṃ punaḥ pravāhaḥ, tadanantaraṃ ca punaruccheda iti	(138)tataH-ca-ucCeda-antaram punar pravAhaH, tad-anantaram ca punar-ucCedaH iti
   sārasvatamiva srotaḥ; anyathā kṛtahānaprasaṅgāt /	sArasvatam-iva srotaH; anyaTA kRta-hAna-prasaFgAt /
   (139)tathā ca bhāvipravāhavad bhavannapyayamucchedapūrvaka ityanumīyate /	(139)taTA ca BAvi-pravAha-vat Bavan=-api-ayam-ucCeda-pUrvakaH iti-anumIyate /
   smarati ca bhagavānvyāso gītāsu bhagavadvacanam- "yadā yadā hi dharmasya	smarati ca BagavAn-vyAsaH gItAsu Bagavat-vacanam "yadA yadA hi Darmasya
   glānirbhavati bhārata /	glAniH-Bavati BArata /
   abhyutthānamadharmasya tadā'tmānaṃ sṛjāmyaham //	aByutTAnam-aDarmasya tadA-atmAnam sRjAmi-aham //
   paritrāṇāya sādhūnāṃ vināśāya ca duṣkṛtām /	paritrANAya sADUnAm vinASAya ca duzkRtAm /
   dharmasaṃsthāpanārthāya sambhavāmi yuge yuge //	Darma-saMsTApana-arTAya samBavAmi yuge yuge //
   " gī. (4.7.8) iti /	" gI. (4.7.8) iti /
   [ku.2.278] kaḥ punarayaṃ mahājanaparigrahaḥ?	[ku.2.278] kaH punar-ayam mahA-jana-parigrahaH?
   (140)hetudarśanaśūnyairgahaṇadhāraṇārthānuṣṭhānādiḥ /	(140)hetu-darSana-SUnyEH-gahaNa-DAraNa-arTa-anuzWAna-AdiH /
   sa hyatra na syāt ṛte nimittam /	sa hi-atra na syAt Rte nimittam /
   [ku.2.279] na hyatrālasyādirnimittam; duḥkhamayakarmapradhānatvāt /	[ku.2.279] na hi-atra-Alasya-AdiH-nimittam; duHKa-maya-karma-praDAna-tvAt /
   nāpyanyatra siddhaprāmāṇye 'bhyupāye	na-api-anyatra sidDa-prAmANye aByupAye
   'nadhikāreṇāsminnananyagatikatayānupraveśaḥ; paraiḥ	anaDikAreNa-asmin=-ananya-gatika-tayA-anupraveSaH; parEH
   pūjyānāmapyatrā(141)praveśāt /	pUjyAnAm-api-atra-a(141)-praveSAt /
   nāpi bhakṣyapeyādyadvaitarāgaḥ; tadvibhāgavyavasthāparatvāt /	na-api Bakzya-peyAt-yat-vEta-rAgaH; tad-viBAga-vyavasTA-paratvAt /
   nāpi kutarkābhyāsāhativyāmohaḥ; ākumāraṃ pravṛtteḥ /	na-api kutarka-aByAsa-Ahati-vyAmohaH; AkumAram pravRtteH /
   nāpi sambhavadvipralambhapāṣaṇḍasaṃsargaḥ; pitrādikrameṇa pravartanāt /	na-api samBavat-vipralamBa-pAzaNxa-saMsargaH; pitR-Adi-krameNa pravartanAt /
   nāpi yogābhyāsābhimānenāvyagratābhisandhiḥ; prāthamikasya karmakāṇḍe	na-api yoga-aByAsa-aBimAnena-avyagra-tA-aBisanDiH; prATamikasya karma-kANxe
   (kāṇḍa eva) sutarāṃ vyagratvāt /	(kANxaH eva) sutarAm vyagra-tvAt /
   nāpi jīvikā; prāguktena nyāyena dṛṣṭaphalābhāvāt /	na-api jIvikA; prAk-uktena nyAyena dRzwa-Pala-aBAvAt /
   nāpi kuhakavañcanā; prakṛte tadasambhavāt /	na-api kuhaka-vaQcanA; prakRte tad-asamBavAt /
   [ku.2.280] sambhavati (142)tvete hetavo bauddhādyāgamaparigrahe /	[ku.2.280] samBavati (142)tu-ete hetavaH bOdDa-Adi-a-Agama-parigrahe /
   (143)tathā hi, bhūyastatra karmalāghavamiti alasāḥ- itaḥ	(143)taTA hi, BUyas-tatra karma-lAGavam-iti alasAH itas-
   patitānāmapyanupraveśa iti ananyagatikāḥ- bhakṣyādyaniyama iti rāgiṇaḥ-	patitAnAm-api-anupraveSaH iti ananya-gatikAH Bakzya-Adi-aniyamaH iti rAgiNaH-
   svecchayā pari(yārthapari)graha iti kutarkābhyāsinaḥ- pitrādikramābhāvāt	sva-icCayA pari(yA-arTa-pari)grahaH iti kutarka-aByAsinaH pitR-Adi-krama-aBAvAt
   pravṛttiriti pāṣaṇḍasaṃsargiṇaḥ- "ubhayorantaraṃ jñātvā kasya śaucaṃ	pravRttiH-iti pAzaNxa-saMsargiNaH "uBayoH-antaram jQAtvA kasya SOcam
   vidhīyate" ityādi śravaṇādavyagratābhimāninaḥ-	viDIyate" ityAdi SravaNAt-avyagra-tA-aBi-mAninaH-
   saptaghaṭikābhojanādisiddherjīviketi ayogyāḥ- ādityastambhanam	sapta-GawikA-Bojana-Adi-sidDeH-jIvikA-iti ayogyAH Aditya-stamBanam
   pāṣāṇapāṭanam, śākhābhaṅgaḥ, bhūtāveśaḥ, pratimājalpanam, dhātuvāda ityādi	pAzANa-pAwanam, SAKA-BaFgaH, BUta-AveSaH, pratimA-jalpa-nam, DAtuvAdaH ityAdi
   dhandhanāt (vañcanāt) kuhakavañcitāstān (144)parigṛṇhantīti sambhāvyate /	DanDanAt (vaQcanAt) kuhaka-vaQcitAH-tAn (144)parigRNhanti-iti samBAvyate /
   ato na te mahājanaparigṛgītā iti vibhāgaḥ /	atas na te mahAjana-parigRgItAH iti viBAgaH /
   [ku.2.281] syādetat- yadyevaṃ sarvakarmaṇāṃ vṛttivirodhaḥ, na	[ku.2.281] syAt-etat yadi-evam sarva-karmaNAm vRtti-viroDaH, na
   kiñcidutpadyate, na kiñcidvinaśyatīti stimitākāśakalpe jagati kuto viśeṣāt	kiQcid-utpadyate, na kiQcid-vinaSyati-iti stimita-AkASa-kalpe jagati kutas viSezAt-
   punaḥ sargaḥ? prakṛtipariṇateriti sāṅkhyānāṃ śobhate /	punar sargaH? prakRti-pariNateH-iti sAFKyAnAm SoBate /
   brahmapariṇateriti bhāskaragotre yujyate /	brahma-pariNateH-iti BAskara-gotre yujyate /
   vāsanāparipākāditi saugatamatamanudhāvati /	vAsanA-paripAkAt-iti sOgata-matam-anuDAvati /
   kālaviśeṣāditi copādhiviśeṣābhāvādayuktam /	kAla-viSezAt-iti ca-upADi-viSeza-aBAvAt-ayuktam /
   asatāṃ copalakṣaṇānāṃ na viśeṣakatvam; sarvadā	asatAm ca-upalakzaNAnAm na viSezaka-tvam; sarvadA
   tulyarūpatvāt /	tulya-rUpa-tvAt /
   na ca jñānadvārā; anityasya tasya tadānīmabhāvāt; nityasya ca viṣayataḥ	na ca jQAna-dvArA; anityasya tasya tadAnIm-aBAvAt; nityasya ca vizayataH
   svarūpataścāviśeṣāditi cet- na- [ku.2.282]	svarUpataH-ca-aviSezAt-iti cet na [ku.2.282]
   śarīrasaṅkṣobhaśramajanitanidrāṇāṃ	SarIra-saFkzoBa-Srama-janita-nidrANAm
   prāṇināmāyuḥparipākakramasampādanaikaprayojanaśvāsasantānānuvṛttivat	prANinAm-AyuH-paripAka-krama-sampAdana-eka-prayojana-SvAsa-santAna-anuvRtti-vat-
   mahābhūtasamplavasaṅkṣobhalabdhasaṃskārāṇāṃ paramāṇūnāṃ	mahABUta-samplava-saFkzoBa-labDa-saMskArANAm paramANUnAm
   mandataratamādibhāvena kālāvacchedaikaprayojanasya	mandataratamAdi-BAvena kAla-avacCeda-eka-prayojanasya
   pracayākhyasaṃyogaparyantasya karmasantānasyeśvaraniḥśvasitasyānuvṛtteḥ /	pracaya-AKya-saMyoga-paryantasya karma-santAnasya-ISvara-niHSvasitasya-anuvRtteH /
   kiyānasāvityatra, avirodhāt āgamaprasiddhimanatikramya tāvantameva	kiyAna-sO=-iti-atra, aviroDAt Agama-prasidDim-anatikramya tAvantam-eva
   kālamityanumanyate /	kAlam-iti-anumanyate /
   brahmāṇḍāntaravyavahāro vā kālopādhiḥ /	brahmANxa-antara-vyavahAraH vA kAla-upADiH /
   tadavacchinne kāle punaḥ sargaḥ /	tad-avacCinne kAle punar sargaH /
   yathā khalvalābulatāyāṃ vitatāni phalāni, tathā	yaTA Kalu-alAbula-tAyAm vitatAni PalAni, taTA
   parameśvaraśaktāvanusyūtāni sahasraśo 'ṇḍānīti śrūyate /	parameSvara-SaktO=-anusyUtAni sahasraSas aNxAni-iti SrUyate /
   [ku.2.283] (145)evaṃ vicchedasambhave kasya kena parigrahaḥ, yataḥ	[ku.2.283] (145)evam vicCeda-samBave kasya kena parigrahaH, yatas-
   prāmāṇyaṃ syāt /	prAmANyam syAt /
   jñāpakaścāyamarthaḥ na kārakaḥ /	jQApakaH-ca-ayam-arTaH na kArakaH /
   tataḥ kārakābhāvānnivartamānaṃ kāryaṃ jñāpakābhimataḥ	tatas kAraka-aBAvAt-nivartamAnam kAryam jQApaka-aBimataH
   kathaṅkāramāsthāpayet? [ku.2.284] syādetat- (146)santi kapilādaya eva	kaTaFkAram-AsTApayet? [ku.2.284] syAt-etat (146)santi kapila-AdayaH eva
   sākṣātkṛtadharmāṇaḥ karmayogasiddhāḥ /	sAkzAtkRta-DarmANaH karma-yoga-sidDAH /
   ta evaṃ saṃsārāṅgāreṣu pacyamānān prāṇinaḥ paśyantaḥ paramakāruṇikāḥ	te evam saMsAra-aFgArezu pacyamAnAn prANinaH paSyantaH parama-kAruNikAH
   priyahitopadeśenānugrahīṣyanti; kṛtaṃ	priya-hita-upadeSena-anugrahIzyanti; kRtam
   parameśvareṇānapekṣitakīṭādisaṅkhyāparijñānavatā- iti-cenna- tadanya(to	parameSvareNa-anapekzita-kIwa-Adi-saFKyA-parijQAnavatA iti-ced-na tad-anya(taH-
   'nya)sminnanāśvāsāt /	anya)smin=-anASvAsAt /
   tathā hi- atīndriyārthadarśanopāyo māvanetyabhyupagame 'pi nāsau satyameva	taTA hi atIndriya-arTa-darSana-upAyaH mAvana-iti-aByupagame api na-asO satyam-eva
   sākṣātkāramutpādayati; yataḥ samāśvasimaḥ /	sAkzAtkAram-utpAdayati; yatas samASvasimaH /
   pramāṇāntarasaṃvādāditi cenna- ahiṃsādi /	pramANa-antara-saMvAdAt-iti ced-na ahiMsA-Adi /
   (147)hitasādhanamityatra tadabhāvāt /	(147)hita-sADanam-iti-atra tad-aBAvAt /
   āgamo 'stīti cenna- bhāvanāmātramūlatvena tasyāpyanāśvāsaviṣayatvāt /	AgamaH asti-iti ced-na BAvanA-mAtra-mUla-tvena tasya-api-anASvAsa-vizaya-tvAt /
   ekadeśasaṃvādenāpi pravṛttiriti cenna- (148)svapnākhyānavadanyathāpi	eka-deSa-saMvAdena-api pravRttiH-iti ced-na (148)svapna-AKyAna-vat-anyaTA-api
   sambhavāt /	samBavAt /
   na cānupalabdhe bhāvanāpi /	na ca-anupalabDe BAvanA-api /
   corasarpādayo hyupalabdhā eva bhīrubhirbhāvyante /	cora-sarpa-AdayaH hi-upalabDAH eva BIruBiH-BAvyante /
   [ku.2.285] na ca karmayogayorhitasādhanatvaṃ kutaścidupalabdham /	[ku.2.285] na ca karma-yogayoH-hita-sADana-tvam kutaScid-upalabDam /
   na caita(ca ta)yoḥ svarūpeṇopalambhaḥ kvacidupayujyate, bhāvanāsādhyo vā /	na ca-eta(-ca ta)yoH sva-rUpeNa-upalamBaH kvacid-upayujyate, BAvanA-sADyaH vA /
   na cāsminnanvayavyatirekau sambhavataḥ; dehāntarayogyatvātphalasya;	na ca-asmin=-anvaya-vyatirekO samBavataH; deha-antara-yogya-tvAt-Palasya;
   apratītatayā tadanu(dananu?)ṣṭhāne (149)tadabhāvācca /	apratIta-tayA tad-anu(da-nanu?-)zWAne (149)tad-aBAvAt-ca /
   na ca kartṛbhoktṛrūpobhayadehapratisandhānādeva tadupapadyate; tadabhāvāt	na ca kartR-BoktR-rUpa-uBaya-deha-pratisanDAnAt-eva tad-upapadyate; tad-aBAvAt
   na hyetasya pūrvakarmaṇaḥ phalamidamanubhavāmīti kaścitpratisandhatteḥ /	na hi-etasya pUrva-karmaNaH Palam-idam-anuBavAmi-iti kaScid-pratisanDatteH /
