   (PSP_4:1)	(PSu _4:1)
   pariśodhayiṣyāmi, sattvāṃś ca paripācayiṣyāmi yathā me 'nuttarāṃ	pariSoDayizyAmi, sattvAn ca paripAcayizyAmi yaTA me anuttarAm
   samyaksaṃbodhim abhisaṃbuddhasya tatra buddhakṣetre trayāṇām apāyānām	samyaksaMboDim aBisaMbudDasya tatra budDa kzetre trayANAm apAyAnAm
   antaśaḥ śabdo 'pi na bhaviṣyati na prajñāsyate.	antaSas SabdaH api na Bavizyati na prajQAsyate.
   (PSP_4:184)	(PSu _4:184)
   evaṃ caran subhūte bodhisattvo mahāsattvaḥ ṣaṭ pāramitāḥ paripūrayati	evam caran suBUte boDisattvaH mahAsattvaH zaw pAramitAH paripUrayati
   sarvākārajñatāyāś cābhyāsī bhavati.	sarva AkAra jQa tAyAH ca aByAsI Bavati.
   punar aparaṃ subhūte bodhisattvena mahāsattvena ṣaṭsu pāramitāsu caratā	punar aparam suBUte boDisattvena mahAsattvena zawsu pAramitAsu caratA
   imān mahāpṛthivīsthāṇukaṇṭakagahanaprāgbhāraprapātasyandanikāgūthoḍigallān	imAn mahA pRTivI sTANu kaNwaka gahana prAgBAra prapAta syanda nikA gUTA Uxi gallAn
   paripūrṇān dṛṣṭvaivam upaparīkṣitavyaṃ, tathā tathā ṣaṭsu pāramitāsu	paripUrNAn dRzwvA evam upaparIkzitavyan, taTA taTA zawsu pAramitAsu
   cariṣyāmi, buddhakṣetraṃ ca pariśodhayiṣyāmi, sattvāṃś ca paripācayiṣyāmi	carizyAmi, budDa kzetram ca pariSoDayizyAmi, sattvAn ca paripAcayizyAmi
   yathā me 'nuttarāṃ samyaksaṃbodhim abhisaṃbuddhasya tatra buddhakṣetre	yaTA me anuttarAm samyaksaMboDim aBisaMbudDasya tatra budDa kzetre
   teṣāṃ sattvānām ete doṣā na bhaviṣyanti na prajñāsyante, tac ca me	tezAm sattvAnAm ete dozAH na Bavizyanti na prajQAsyante, tat ca me
   buddhakṣetraṃ samapāṇitalajātaṃ bhaviṣyati. evaṃ caran subhūte bodhisattvo	budDa kzetram sama pANitala jAtam Bavizyati. evam caran suBUte boDisattvaH 
   mahāsattvaḥ ṣaṭ pāramitāḥ paripūrayati sarvākārajñatāyāś cābhyāsī bhavati.	mahAsattvaH zaw pAramitAH paripUrayati sarva AkAra jQa tAyAH ca aByAsI Bavati.
   punar aparaṃ subhūte bodhisattvena mahāsattvena ṣaṭsu pāramitāsu caratā	punar aparam suBUte boDisattvena mahAsattvena zawsu pAramitAsu caratA
   imāṃ mahāpṛthivīṃ mṛttikāmayīṃ dṛṣṭvā apagatajātarūparajatām evam	imAm mahA pRTivIm mRttikA mayIm dRzwvA apagata jAtarUpa rajatAm evam
   upaparīkṣitavyaṃ, tathā tathā ṣaṭsu pāramitāsu cariṣyāmi, buddhakṣetraṃ ca	upaparIkzitavyan, taTA taTA zawsu pAramitAsu carizyAmi, budDa kzetram ca
   pariśodhayiṣyāmi, sattvāṃś ca paripācayiṣyāmi yathā me 'nuttarāṃ	pariSoDayizyAmi, sattvAn ca paripAcayizyAmi yaTA me anuttarAm
   samyaksaṃbodhim abhisaṃbuddhasya tatra buddhakṣetre iyaṃ mahāpṛthivī	samyaksaMboDim aBisaMbudDasya tatra budDa kzetre iyam mahA pRTivI
   suvarṇavālukācchannā bhaviṣyanti. evaṃ caran subhūte bodhisattvo	suvarNa vAlukA AcCannA Bavizyanti. evam caran suBUte boDisattvaH 
   mahāsattvaḥ ṣaṭ pāramitāḥ paripūrayaty anuttarāyāś ca samyaksaṃbodher	mahAsattvaH zaw pAramitAH paripUrayati anuttarAyAH ca samyaksaMboDeH 
   abhyāsī bhavati.	aByAsI Bavati.
   punar aparaṃ subhūte bodhisattvena mahāsattvena sattvān	punar aparam suBUte boDisattvena mahAsattvena sattvAn
   mamakāraparigrahavartamānān dṛṣṭvaivam upaparīkṣitavyaṃ, tathā tathā ṣaṭsu	mamakAra parigraha vartamAnAn dRzwvA evam upaparIkzitavyan, taTA taTA zawsu
   pāramitāsu cariṣyāmi, buddhakṣetraṃ ca pariśodhayiṣyāmi, sattvāṃś ca	pAramitAsu carizyAmi, budDa kzetram ca pariSoDayizyAmi, sattvAn ca
   paripācayiṣyāmi yathā me 'nuttarāṃ samyaksaṃbodhim abhisaṃbuddhasya tatra	paripAcayizyAmi yaTA me anuttarAm samyaksaMboDim aBisaMbudDasya tatra
   buddhakṣetre teṣāṃ sattvānāṃ mamakāraparigraho na bhaviṣyati na	budDa kzetre tezAm sattvAnAm mamakAra parigrahaH na Bavizyati na
   prajñāsyate. evaṃ caran subhūte bodhisattvo mahāsattvaḥ ṣaṭ pāramitāḥ	prajQAsyate. evam caran suBUte boDisattvaH mahAsattvaH zaw pAramitAH
   paripūrayati sarvākārajñatāyāś cābhyāsī bhavati.	paripUrayati sarva AkAra jQa tAyAH ca aByAsI Bavati.
   punar aparaṃ subhūte bodhisattvena mahāsattvena ṣaṭsu pāramitāsu caratā	punar aparam suBUte boDisattvena mahAsattvena zawsu pAramitAsu caratA
   caturo varṇān dṛṣṭvā kṣatriyān brahmaṇān vaiśyāñ śūdrān evam	caturaH varNAn dRzwvA kzatriyAn brahmaNAn vESyAn SUdrAn evam
   upaparīkṣitavyaṃ, tathā tathā ṣaṭsu pāramitāsu cariṣyāmi, buddhakṣetraṃ ca	upaparIkzitavyan, taTA taTA zawsu pAramitAsu carizyAmi, budDa kzetram ca
   pariśodhayiṣyāmi, sattvāṃś ca paripācayiṣyāmi yathā me 'nuttarāṃ	pariSoDayizyAmi, sattvAn ca paripAcayizyAmi yaTA me anuttarAm
   samyaksaṃbodhim abhisaṃbuddhasya tatra buddhakṣetre caturṇāṃ varṇānām	samyaksaMboDim aBisaMbudDasya tatra budDa kzetre caturNAm varNAnAm
   antaśaḥ śabdo na bhaviṣyati na prajñāsyate. evañ caran subhūte bodhisattvo	antaSas SabdaH na Bavizyati na prajQAsyate. evan caran suBUte boDisattvaH 
   mahāsattvaḥ ṣaṭ pāramitāḥ paripūrayati sarvākārajñatāyāś (PSP_4:185)	mahAsattvaH zaw pAramitAH paripUrayati sarva AkAra jQa tAyAH (PSu _4:185)
   cābhyāsī bhavati.	ca aByAsI Bavati.
   punar aparaṃ subhūte bodhisattvena mahāsattvena ṣaṭsu pāramitāsu caratā	punar aparam suBUte boDisattvena mahAsattvena zawsu pAramitAsu caratA
   sattvānāṃ hīnotkṛṣṭamadhyamatān dṛṣṭvā hīnakulīnatāṃ madhyakulīnatāṃ	sattvAnAm hIna utkRzwa maDyamatAn dRzwvA hIna kulInatAm maDya kulInatAm
   cotkṛṣṭakulīnatāṃ ca sattvānāṃ dṛṣṭvaivam upaparīkṣitavyaṃ tathā tathā	ca utkRzwa kulIna tAm ca sattvAnAm dRzwvA evam upaparIkzitavyam taTA taTA
   ṣaṭsu pāramitāsu cariṣyāmi, buddhakṣetraṃ ca pariśodhayiṣyāmi, sattvāṃś ca	zawsu pAramitAsu carizyAmi, budDa kzetram ca pariSoDayizyAmi, sattvAn ca
   paripācayiṣyāmi yathā me 'nuttarāṃ samyaksaṃbodhim abhisaṃbuddhasya tatra	paripAcayizyAmi yaTA me anuttarAm samyaksaMboDim aBisaMbudDasya tatra
   buddhakṣetre sattvānām amī doṣā na bhaviṣyanti na prajñāsyante. evaṃ caran	budDa kzetre sattvAnAm amI dozAH na Bavizyanti na prajQAsyante. evam caran
   subhūte bodhisattvo mahāsattvaḥ ṣaṭ pāramitāḥ paripūrayati	suBUte boDisattvaH mahAsattvaH zaw pAramitAH paripUrayati
   sarvākārajñatāyāś cābhyāsī bhavati.	sarva AkAra jQa tAyAH ca aByAsI Bavati.
   punar aparaṃ subhūte bodhisattvena mahāsattvena ṣaṭsu pāramitāsu caratā	punar aparam suBUte boDisattvena mahAsattvena zawsu pAramitAsu caratA
   sattvānāṃ varṇanānātvaṃ dṛṣṭvaivam upaparīkṣitavyaṃ, tathā tathā ṣaṭsu	sattvAnAm varNa nAnA tvam dRzwvA evam upaparIkzitavyan, taTA taTA zawsu
   pāramitāsu cariṣyāmi, buddhakṣetraṃ ca pariśodhayiṣyāmi, sattvāṃś ca	pAramitAsu carizyAmi, budDa kzetram ca pariSoDayizyAmi, sattvAn ca
   paripācayiṣyāmi yathā me 'nuttarāṃ samyaksaṃbodhim abhisaṃbuddhasya tatra	paripAcayizyAmi yaTA me anuttarAm samyaksaMboDim aBisaMbudDasya tatra
   buddhakṣetre sattvānāṃ varṇanānātvaṃ na bhaviṣyati na prajñāsyate, anyatra	budDa kzetre sattvAnAm varNa nAnA tvam na Bavizyati na prajQAsyate, anyatra
   sarvasattvā abhirūpā bhaviṣyanti prāsādikā darśanīyā	sarva sattvAH aBirUpAH Bavizyanti prAsAdikA darSanIyA
   paramaśubhavarṇapuṣkalatayā samanvāgatāḥ. evañ caran subhūte bodhisattvo	parama SuBa varNa puzkala tayA samanvAgatAH. evan caran suBUte boDisattvaH 
   mahāsattvaḥ ṣaṭ pāramitāḥ paripūrayati sarvākārajñatāyāś cābhyāsī bhavati.	mahAsattvaH zaw pAramitAH paripUrayati sarva AkAra jQa tAyAH ca aByAsI Bavati.
   punar aparaṃ subhūte bodhisattvena mahāsattvena ṣaṭsu pāramitāsu caratā	punar aparam suBUte boDisattvena mahAsattvena zawsu pAramitAsu caratA
   adhipatiṃ dṛṣṭvaivam upaparīkṣitavyaṃ, tathā tathā ṣaṭsu pāramitāsu	aDipatim dRzwvA evam upaparIkzitavyan, taTA taTA zawsu pAramitAsu
   cariṣyāmi, buddhakṣetraṃ ca pariśodhayiṣyāmi, sattvāṃś ca paripācayiṣyāmi	carizyAmi, budDa kzetram ca pariSoDayizyAmi, sattvAn ca paripAcayizyAmi
   yathā me 'nuttarāṃ samyaksaṃbodhim abhisaṃbuddhasya tatra buddhakṣetre	yaTA me anuttarAm samyaksaMboDim aBisaMbudDasya tatra budDa kzetre
   'dhipatiprajñaptir api na bhaviṣyati na prajñāsyate. anyatra dharmarājena	aDipati prajQaptiH api na Bavizyati na prajQAsyate. anyatra DarmarAjena
   tathāgatenānuttarāṃ samyaksaṃbodhim abhisaṃbuddhena. evaṃ caran subhūte	taTAgatena anuttarAm samyaksaMboDim aBisaMbudDena. evam caran suBUte
   bodhisattvo mahāsattvaḥ ṣaṭ pāramitāḥ paripūrayati sarvākārajñatāyāś	boDisattvaH mahAsattvaH zaw pAramitAH paripUrayati sarva AkAra jQa tAyAH 
   cābhyāsī bhavati.	ca aByAsI Bavati.
   punar aparaṃ subhūte bodhisattvena mahāsattvena ṣaṭsu pāramitāsu caratā	punar aparam suBUte boDisattvena mahAsattvena zawsu pAramitAsu caratA
   sattvānāṃ gatisaṃbhedaṃ dṛṣṭvaivam upaparīkṣitavyaṃ, tathā tathā ṣaṭsu	sattvAnAm gati saMBedam dRzwvA evam upaparIkzitavyan, taTA taTA zawsu
   pāramitāsu cariṣyāmi, buddhakṣetraṃ ca pariśodhayiṣyāmi sattvaṃś ca	pAramitAsu carizyAmi, budDa kzetram ca pariSoDayizyAmi sattvan ca
   paripācayiṣyāmi yathā me 'nuttarāṃ samyaksaṃbodhim abhisaṃbuddhasya tatra	paripAcayizyAmi yaTA me anuttarAm samyaksaMboDim aBisaMbudDasya tatra
   buddhaksetre sattvānāṃ gatisaṃbhedo na bhaviṣyati na prajñāsyate,	budDaksetre sattvAnAm gati saMBedaH na Bavizyati na prajQAsyate,
   narakatiryagyoniyamalokadevamanuṣyā anyatra sarvasattvā ekakarmāṇo	naraka tiryagyoni yama loka deva manuzyAH anyatra sarva sattvAH eka karmANaH 
   (PSP_4:186) bhaviṣyanti, caturbhiḥ smṛtyupasthānair avirahitāḥ	(PSu _4:186) Bavizyanti, caturBiH smRti upasTAnEH avirahitAH
   samyakprahāṇarddhipādendriyabalabodhyaṅgair āryāṣṭāṅgikena	samyak prahANa RdDi pAda indriya bala boDi aFgEH Arya azwa AFgikena
   mārgeṇāpramāṇadhyānārūpyasamāpattibhir āryasatyaiḥ	mArgeNa apramANa DyAna ArUpya samApattiBiH Arya satyEH
   śūnyatānimittāpraṇihitair aṣṭabhir vimokṣair	SUnyatA nimitta apraNihitEH azwaBiH vimokzEH 
   navānupūrvavihārasamāpattibhir abhijñābhir yāvac catasṛbhiḥ	nava anupUrva vihAra samApattiBiH aBijQABiH yAvat catasRBiH
   pratisaṃvidbhir. evaṃ caran subhūte bodhisattvo mahāsattvaḥ ṣaṭ pāramitāḥ	pratisaMvidBir. evam caran suBUte boDisattvaH mahAsattvaH zaw pAramitAH
   paripūrayati sarvākārajñatāyāś cābhyāsī bhavati.	paripUrayati sarva AkAra jQa tAyAH ca aByAsI Bavati.
   punar aparaṃ subhūte bodhisattvena mahāsattvena ṣaṭsu pāramitāsu caratā	punar aparam suBUte boDisattvena mahAsattvena zawsu pAramitAsu caratA
   catasro yonīḥ sattvānāṃ dṛṣṭvāṇḍajāṃ jarāyujāṃ saṃsvedajām aupapādukāṃ	catasraH yonIH sattvAnAm dRzwvA aNxajAm jarAyu jAm saMsveda jAm OpapAdukAm
   dṛṣṭvaivam upaparīkṣitavyaṃ, tathā tathā ṣaṭsu pāramitāsu cariṣyāmi,	dRzwvA evam upaparIkzitavyan, taTA taTA zawsu pAramitAsu carizyAmi,
   buddhakṣetraṃ ca pariśodhayiṣyāmi, sattvāṃś ca paripācayiṣyāmi yathā me	budDa kzetram ca pariSoDayizyAmi, sattvAn ca paripAcayizyAmi yaTA me
   'nuttarāṃ samyaksaṃbodhim abhisaṃbuddhasya tatra buddhakṣetre tisro	anuttarAm samyaksaMboDim aBisaMbudDasya tatra budDa kzetre tisraH 
   yonayaḥ sattvānāṃ na bhaviṣyanti na prajñāsyante, aṇḍajā jarāyujā	yonayaH sattvAnAm na Bavizyanti na prajQAsyante, aNxa jA jarAyu jA
   saṃsvedajā anyatra sarvasattvā aupapādukā bhaviṣyanti. evaṃ caran subhūte	saMsveda jAH anyatra sarva sattvAH OpapAdukA Bavizyanti. evam caran suBUte
   bodhisattvo mahāsattvaḥ ṣaṭ pāramitāḥ paripūrayati sarvākārajñatāyāś	boDisattvaH mahAsattvaH zaw pAramitAH paripUrayati sarva AkAra jQa tAyAH 
   cābhyāsī bhavati.	ca aByAsI Bavati.
   punar aparaṃ subhūte bodhisattvena mahāsattvena ṣaṭsu pāramitāsu caratā	punar aparam suBUte boDisattvena mahAsattvena zawsu pAramitAsu caratA
   sattvān pañcābhijñābhir virahitān dṛṣṭvaivam upaparīkṣitavyaṃ, tathā tathā	sattvAn paQca aBijQABiH virahitAn dRzwvA evam upaparIkzitavyan, taTA taTA
   ṣaṭsu pāramitāsu cariṣyāmi, buddhakṣetraṃ ca pariśodhayiṣyāmi, sattvāṃś ca	zawsu pAramitAsu carizyAmi, budDa kzetram ca pariSoDayizyAmi, sattvAn ca
   paripācayiṣyāmi yathā me 'nuttarāṃ samyaksaṃbodhim abhisaṃbuddhasya tatra	paripAcayizyAmi yaTA me anuttarAm samyaksaMboDim aBisaMbudDasya tatra
   buddhakṣetre sarvasattvāḥ pañcābhijñā bhaviṣyanti. evaṃ caran subhūte	budDa kzetre sarva sattvAH paQca aBijQA Bavizyanti. evam caran suBUte
   bodhisattvo mahāsattvaḥ ṣaṭ pāramitāḥ paripūrayati sarvākārajñatāyāś	boDisattvaH mahAsattvaH zaw pAramitAH paripUrayati sarva AkAra jQa tAyAH 
   cābhyāsī bhavati.	ca aByAsI Bavati.
   punar aparaṃ subhūte bodhisattvena mahāsattvena ṣaṭsu pāramitāsu caratā	punar aparam suBUte boDisattvena mahAsattvena zawsu pAramitAsu caratA
   sarvasattvānām uccāraprasrāvādīn dṛṣṭvaivam upaparīkṣitavyaṃ, tathā tathā	sarva sattvAnAm uccAra prasrAva AdIn dRzwvA evam upaparIkzitavyan, taTA taTA
   ṣaṭsu pāramitāsu cariṣyāmi, buddhakṣetraṃ ca pariśodhayiṣyāmi, sattvāṃś ca	zawsu pAramitAsu carizyAmi, budDa kzetram ca pariSoDayizyAmi, sattvAn ca
   paripācayiṣyāmi yathā me 'nuttarāṃ samyaksaṃbodhim abhisaṃbuddhasya tatra	paripAcayizyAmi yaTA me anuttarAm samyaksaMboDim aBisaMbudDasya tatra
   buddhakṣetre sarvasattvā dharmaprītidhyānāhārā bhaviṣyanti. evaṃ caran	budDa kzetre sarva sattvAH Darma prIti DyAna AhArAH Bavizyanti. evam caran
   subhūte bodhisattvo mahāsattvaḥ ṣaṭ pāramitāḥ paripūrayati	suBUte boDisattvaH mahAsattvaH zaw pAramitAH paripUrayati
   sarvākārajñatāyāś cābhyāsī bhavati.	sarva AkAra jQa tAyAH ca aByAsI Bavati.
   punar aparaṃ subhūte bodhisattvena mahāsattvena ṣaṭsu pāramitāsu caratā	punar aparam suBUte boDisattvena mahAsattvena zawsu pAramitAsu caratA
   sattvān prabhāvirahitān dṛṣṭvaivam upaparīkṣitavyaṃ, tathā tathā ṣaṭsu	sattvAn praBA vi rahitAn dRzwvA evam upaparIkzitavyan, taTA taTA zawsu
   pāramitāsu cariṣyāmi, buddhakṣetraṃ ca pariśodhayiṣyāmi, sattvāṃś ca	pAramitAsu carizyAmi, budDa kzetram ca pariSoDayizyAmi, sattvAn ca
   paripācayiṣyāmi yathā me 'nuttarāṃ samyaksaṃbodhim abhisaṃbuddhasya	paripAcayizyAmi yaTA me anuttarAm samyaksaMboDim aBisaMbudDasya
   (PSP_4:187) tatra buddhakṣetre sarvasattvāḥ svayaṃprabhā bhaviṣyanti. evaṃ	(PSu _4:187) tatra budDa kzetre sarva sattvAH svayaMpraBA Bavizyanti. evam
   caran subhūte bodhisattvo mahāsattvaḥ ṣaṭ pāramitāḥ paripūrayati	caran suBUte boDisattvaH mahAsattvaH zaw pAramitAH paripUrayati
   sarvākirajñatāyāś cābhyāsī bhavati.	sarvAkirajQa tAyAH ca aByAsI Bavati.
   punar aparaṃ subhūte bodhisattvena mahāsattvena ṣaṭsu pāramitāsu caratā	punar aparam suBUte boDisattvena mahAsattvena zawsu pAramitAsu caratA
   sattvānāṃ rātridivasamāsārdhamāsasaṃvatsarān dṛṣṭvaivam upaparīkṣitavyaṃ,	sattvAnAm rAtri diva sa mAsa arDa mAsa saMvatsarAn dRzwvA evam upaparIkzitavyaM,
   tathā tathā ṣaṭsu pāramitāsu cariṣyāmi, buddhakṣetraṃ ca pariśodhayiṣyāmi,	taTA taTA zawsu pAramitAsu carizyAmi, budDa kzetram ca pariSoDayizyAmi,
   sattvāṃś ca paripācayiṣyāmi yathā me 'nuttarāṃ samyaksaṃbodhim	sattvAn ca paripAcayizyAmi yaTA me anuttarAm samyaksaMboDim
   abhisaṃbuddhasya tatra buddhaksetre sattvānāṃ	aBisaMbudDasya tatra budDaksetre sattvAnAm
   rātridivasamāsārdhamāsasaṃvatsarāṇāṃ śabdo na bhaviṣyati na prajñāsyate.	rAtri diva sa mAsa arDa mAsa saMvatsarANAm SabdaH na Bavizyati na prajQAsyate.
   evaṃ caran subhūte bodhisattvo mahāsattvaḥ ṣaṭ pāramitāḥ paripūrayati	evam caran suBUte boDisattvaH mahAsattvaH zaw pAramitAH paripUrayati
   sarvākārajñatāyāś cābhyāsī bhavati.	sarva AkAra jQa tAyAH ca aByAsI Bavati.
   punar aparaṃ subhūte bodhisattvena mahāsattvena ṣaṭsu pāramitāsu	punar aparam suBUte boDisattvena mahAsattvena zawsu pAramitAsu
   caratāyūrvihīnān sattvān dṛṣṭvaivam upaparīkṣitavyaṃ, tathā tathā ṣaṭsu	caratAyUH vihInAn sattvAn dRzwvA evam upaparIkzitavyan, taTA taTA zawsu
   pāramitāsu cariṣyāmi, buddhakṣetraṃ ca pariśodhayiṣyāmi, sattvāṃś ca	pAramitAsu carizyAmi, budDa kzetram ca pariSoDayizyAmi, sattvAn ca
   paripācayiṣyāmi yathā me 'nuttarāṃ samyaksaṃbodhim abhisaṃbuddhasya tatra	paripAcayizyAmi yaTA me anuttarAm samyaksaMboDim aBisaMbudDasya tatra
   buddhakṣetre sattvā aparimitāyuṣo bhaviṣyanti. evaṃ caran subhūte	budDa kzetre sattvAH aparimita AyuzaH Bavizyanti. evam caran suBUte
   bodhisattvo mahāsattvaḥ ṣaṭ pāramitāḥ paripūrayati sarvākārajñatāyāś	boDisattvaH mahAsattvaH zaw pAramitAH paripUrayati sarva AkAra jQa tAyAH 
   cābhyāsī bhavati.	ca aByAsI Bavati.
   punar aparaṃ subhūte bodhisattvena mahāsattvena ṣaṭsu pāramitāsu caratā	punar aparam suBUte boDisattvena mahAsattvena zawsu pAramitAsu caratA
   sattvān lakṣaṇavirahitān dṛṣṭvaivam upaparīkṣitavyaṃ, tathā tathā ṣaṭsu	sattvAn lakzaNa virahitAn dRzwvA evam upaparIkzitavyan, taTA taTA zawsu
   pāramitāsu cariṣyāmi, buddhakṣetraṃ ca pariśodhayiṣyāmi, sattvāṃś ca	pAramitAsu carizyAmi, budDa kzetram ca pariSoDayizyAmi, sattvAn ca
   paripācayiṣyāmi yathā me 'nuttarāṃ samyaksaṃbodhim abhisaṃbuddhasya tatra	paripAcayizyAmi yaTA me anuttarAm samyaksaMboDim aBisaMbudDasya tatra
   buddhakṣetre sattvā dvātriṃśadbhir mahāpuruṣalakṣaṇaiḥ samanvāgatā	budDa kzetre sattvAH dvAtriMSadBiH mahApuruza lakzaNEH samanvAgatA
   bhaviṣyanti. evaṃ caran subhūte bodhisattvo mahāsattvaḥ ṣaṭ pāramitāḥ	Bavizyanti. evam caran suBUte boDisattvaH mahAsattvaH zaw pAramitAH
   paripūrayati sarvākārajñatāyāś cābhyāsī bhavati.	paripUrayati sarva AkAra jQa tAyAH ca aByAsI Bavati.
   punar aparaṃ subhūte bodhisattvena mahāsattvena ṣaṭsu pāramitāsu caratā	punar aparam suBUte boDisattvena mahAsattvena zawsu pAramitAsu caratA
   sattvān kuśalamūlavirahitān dṛṣṭvaivam upaparīkṣitavyaṃ, tathā tathā ṣaṭsu	sattvAn kuSala mUla virahitAn dRzwvA evam upaparIkzitavyan, taTA taTA zawsu
   pāramitāsu cariṣyāmi, buddhakṣetraṃ ca pariśodhayiṣyāmi, sattvāṃś ca	pAramitAsu carizyAmi, budDa kzetram ca pariSoDayizyAmi, sattvAn ca
   paripācayiṣyāmi yathā me 'nuttarāṃ samyaksaṃbodhim abhisaṃbuddhasya tatra	paripAcayizyAmi yaTA me anuttarAm samyaksaMboDim aBisaMbudDasya tatra
   buddhakṣetre sarvasattvāḥ kuśalamūlasamanvāgatā bhaviṣyanti, yaiḥ	budDa kzetre sarva sattvAH kuSala mUla samanvAgatA Bavizyanti, yEH
   kuśalamūlaiḥ samanvāgatā buddhān bhagavata upasthāsyanti. evaṃ caran	kuSala mUlEH samanvAgatAH budDAn BagavataH upasTAsyanti. evam caran
   subhūte bodhisattvo mahāsattvaḥ ṣaṭ pāramitāḥ paripūrayati,	suBUte boDisattvaH mahAsattvaH zaw pAramitAH paripUrayati,
   sarvākārajñatāyāś cābhyāsī bhavati.	sarva AkAra jQa tAyAH ca aByAsI Bavati.
   (PSP_4:188)	(PSu _4:188)
   punar aparaṃ subhūte bodhisattvena mahāsattvena ṣaṭsu pāramitāsu caratā	punar aparam suBUte boDisattvena mahAsattvena zawsu pAramitAsu caratA
   rogaspṛṣṭān sattvān dṛṣṭvaivam upaparīkṣitavyaṃ, tathā tathā ṣaṭsu	roga spRzwAn sattvAn dRzwvA evam upaparIkzitavyan, taTA taTA zawsu
   pāramitāsu cariṣyāmi buddhakṣetraṃ ca pariśodhayiṣyāmi, sattvāṃś ca	pAramitAsu carizyAmi budDa kzetram ca pariSoDayizyAmi, sattvAn ca
   paripācayiṣyāmi yathā me 'nuttarāṃ samyaksaṃbodhim abhisaṃbuddhasya tatra	paripAcayizyAmi yaTA me anuttarAm samyaksaMboDim aBisaMbudDasya tatra
   buddhakṣetre sattvānāṃ catvāro vyādhayo na bhaviṣyanti na prajñāsyante.	budDa kzetre sattvAnAm catvAraH vyADayaH na Bavizyanti na prajQAsyante.
   katame catvāro? vātikā vā paittikā vā śleṣmikā vā sāṃnipātikā vā. evaṃ	katame catvAro? vAtikA vA pEttikA vA SlezmikA vA sAMnipAtikAH vA. evam
   caran subhūte bodhisattvo mahāsattvaḥ ṣaṭ pāramitāḥ paripūrayati	caran suBUte boDisattvaH mahAsattvaH zaw pAramitAH paripUrayati
   sarvākārajñatāyāś cābhyāsī bhavati.	sarva AkAra jQa tAyAH ca aByAsI Bavati.
   punar aparaṃ subhūte bodhisattvena mahāsattvena ṣaṭsu pāramitāsu caratā	punar aparam suBUte boDisattvena mahAsattvena zawsu pAramitAsu caratA
   tribhiḥ kleśaiḥ kliṣṭān sattvān dṛṣṭvaivam upaparīkṣitavyaṃ, tathā tathā	triBiH kleSEH klizwAn sattvAn dRzwvA evam upaparIkzitavyan, taTA taTA
   ṣaṭsu pāramitāsu cariṣyāmi, buddhakṣetraṃ ca pariśodhayiṣyāmi, sattvāṃś ca	zawsu pAramitAsu carizyAmi, budDa kzetram ca pariSoDayizyAmi, sattvAn ca
   paripācayiṣyāmi yathā me 'nuttarāṃ samyaksaṃbodhim abhisaṃbuddhasya tatra	paripAcayizyAmi yaTA me anuttarAm samyaksaMboDim aBisaMbudDasya tatra
   buddhakṣetre trayaḥ kleśā na bhaviṣyanti na prajñāsyante. katamāḥ trayo?	budDa kzetre trayaH kleSAH na Bavizyanti na prajQAsyante. katamAH trayo?
   rāgo dveṣo mohaḥ. sarvasattvāś ca vigatarāgā bhaviṣyanti vigatadveṣā	rAgaH dvezaH mohaH. sarva sattvAH ca vigata rAgAH Bavizyanti vigata dvezA
   vigatamohā bhaviṣyanti. evaṃ caran subhūte bodhisattvo mahāsattvaḥ ṣaṭ	vigata mohAH Bavizyanti. evam caran suBUte boDisattvaH mahAsattvaH zaz 
   pāramitāḥ paripūrayati sarvākārajñatāyāś cābhyāsī bhavati.	pAramitAH paripUrayati sarva AkAra jQa tAyAH ca aByAsI Bavati.
   punar aparaṃ subhūte bodhisattvena mahāsattvena ṣaṭsu pāramitāsu caratā	punar aparam suBUte boDisattvena mahAsattvena zawsu pAramitAsu caratA
   hīnādhimuktikān sattvān dṛṣṭvaivam upaparīkṣitavyaṃ, tathā tathā ṣaṭsu	hIna aDimuktikAn sattvAn dRzwvA evam upaparIkzitavyan, taTA taTA zawsu
   pāramitāsu cariṣyāmi, buddhakṣetraṃ ca pariśodhayiṣyāmi sattvāṃś ca	pAramitAsu carizyAmi, budDa kzetram ca pariSoDayizyAmi sattvAn ca
   paripācayiṣyāmi yathā me 'nuttarāṃ samyaksaṃbodhim abhisaṃbuddhasya tatra	paripAcayizyAmi yaTA me anuttarAm samyaksaMboDim aBisaMbudDasya tatra
   buddhakṣetre dvayor yānayoḥ śabdo na bhaviṣyati na prajñāsyate,	budDa kzetre dvayoH yAnayoH SabdaH na Bavizyati na prajQAsyate,
   śrāvakayānasya vā pratyekabuddhayānasya vā, anyatra sarvasattvāḥ	SrAvaka yAnasya vA pratyekabudDa yAnasya vA, anyatra sarva sattvAH
   sarvākārajñatāyām abhisaṃprasthitā bhaviṣyanti. evaṃ caran subhūte	sarva AkAra jQa tAyAm aBisaMprasTitAH Bavizyanti. evam caran suBUte
   bodhisattvo mahāsattvaḥ ṣaṭ pāramitāḥ paripūrayati sarvākārajñatāyāś	boDisattvaH mahAsattvaH zaw pAramitAH paripUrayati sarva AkAra jQa tAyAH 
   cābhyāsī bhavati.	ca aByAsI Bavati.
   punar aparaṃ subhūte bodhisattvena mahāsattvena ṣaṭsu pāramitāsu	punar aparam suBUte boDisattvena mahAsattvena zawsu pAramitAsu
