   śivopaniṣad	Siva-upanizad-
   ity evam-ādyān yo dadyāc $ chiva-lokam avāpnuyāt &	iti evam-AdyAn yaH dadyAt $ Civa-lokam avApnuyAt &
   yaḥ sruk-sruvā3di-pātrāṇi % homā1rthaṃ vinivedayet // 6.61 //	yaH sruk--sruvA3di--pAtrANi % homa-a1rTam vinivedayet // 6.61 //
   varṣa-koṭiṃ mahā-bhāgaiḥ $ śiva-loke mahīyate &	varza--kowim mahA-BAgEH $ Siva-loke mahIyate &
   yaḥ sarva-dhātu-saṃyuktaṃ % dadyāl lavaṇa-parvatam // 6.62 //	yaH sarva--DAtu--saMyuktam % dadyAt lavaNa-parvatam // 6.62 //
   śivāya gurave vā9pi $ tasya puṇya-phalaṃ śṛṇu &	SivAya gurave vA9pi $ tasya puNya-Palam SRNu &
   kalpa-koṭi-sahasrāṇi % kalpa-koṭi-śatāni ca // 6.63 //	kalpa--kowi--sahasrANi % kalpa--kowi--SatAni ca // 6.63 //
   sa gotra-bhṛtya-saṃyukto $ vasec chivapure naraḥ &	sa gotra-BRtya--saMyuktaH $ vaset Siva-pure naraH &
   vimāna-yānaiḥ śrīmadbhiḥ % sarva-kāma-samanvitaiḥ // 6.64 //	vimAna--yAnEH SrImadBiH % sarva-kAma--samanvitEH // 6.64 //
   bhogān bhuktvā tu vipulāṃs $ tad-ante sa mahī-patiḥ &	BogAn BuktvA tu vipulAn $ tad--ante sa mahI--patiH &
   manaḥ-śilāṃ harītālaṃ % rāja-paṭṭaṃ ca hiṅgulam // 6.65 //	manaH-SilAm harItAlam % rAja--pawwam ca hiFgulam // 6.65 //
   gairikaṃ maṇi-dantaṃ ca $ hema-toyaṃ tathā8ṣṭamam &	gErikam maNi-dantam ca $ hema-toyam taTA-a8zwamam &
   yaś ca taṃ parvata-varaṃ % śāli-taṇḍula-kalpitam // 6.66 //	yaH ca tam parvata-varam % SAli-taNxula-kalpitam // 6.66 //
   śivāya-gurave vā8pi $ tasya puṇya-phalaṃ śṛṇu &	SivAya--gurave vA8pi $ tasya puNya-Palam SRNu &
   kalpa-koṭi-śataṃ sā1graṃ % bhogān bhuṅkte śive pure // 6.67 //	kalpa--kowi--Satam sa-a1gram % BogAn BuFkte Sive pure // 6.67 //
   yaḥ sarva-dhānya-śikharair $ upetaṃ yava-parvatam &	yaH sarva--DAnya--SiKarEH $ upetam yava-parvatam &
   ghṛta-taila-nadī-yuktaṃ % tasya puṇya-phalaṃ śṛṇu // 6.68 //	GRta-tEla--nadI--yuktam % tasya puNya-Palam SRNu // 6.68 //
   kalpa-koṭi-śataṃ sā1graṃ $ bhogān bhuṅkte śive pure &	kalpa--kowi--Satam sa-a1gram $ BogAn BuFkte Sive pure &
   samasta-kulajaiḥ sā1rdhaṃ % tasyā7nte sa mahī-patiḥ // 6.69 //	samasta--kula-jEH sA1rDam % tasya-a7nte sa mahI--patiH // 6.69 //
   tila-dhenuṃ pradadyād yaḥ $ kṛtvā kṛṣṇā1jine naraḥ &	tila-Denum pradadyAt yaH $ kRtvA kRzNA1jine naraH &
   kapilāyāḥ pradānasya % yat phalaṃ tad avāpnuyāt // 6.70 //	kapilAyAH pradAnasya % yat Palam tat avApnuyAt // 6.70 //
   ghṛta-dhenuṃ naraḥ kṛtvā $ kāṃsya-pātre sa-kāñcanān &	GRta-Denum naraH kRtvA $ kAMsya--pAtre sa--kAQcanAn &
   nivedya go-pradānasya % samagraṃ phalam āpnuyāt // 6.71 //	nivedya go-pradAnasya % samagram Palam ApnuyAt // 6.71 //
   dvīpi-carmaṇi yaḥ sthāpya $ pradadyāl lavaṇā3ḍhakam &	dvIpi-carmaNi yaH sTApya $ pradadyAt lavaNa-A3Xakam &
   aśeṣa-rasa-dānasya % yat puṇyaṃ tad avāpnuyāt // 6.72 //	aSeza--rasa--dAnasya % yat puNyam tat avApnuyAt // 6.72 //
   maricāḍhena kurvīta(?) $ mārīcaṃ nāma parvatam &	marica-AXena kurvIta(?) $ mArIcam nAma parvatam &
   dadyād yaj jīrakaṃ pūrvam % āgneyaṃ hiṅgum uttamam // 6.73 //	dadyAt yat jIrakam pUrvam % Agneyam hiFgum uttamam // 6.73 //
   dakṣiṇe guḍa-śuṇṭhīṃ ca $ nairṛte nāga-kesaram &	dakziNe guxa-SuNWIm ca $ nErRte nAga-kesaram &
   pippalīṃ paścime dadyād % vāyavye kṛṣṇa-jīrakam // 6.74 //	pippalIm paScime dadyAt % vAyavye kRzNa--jIrakam // 6.74 //
   kauberyām aja-modaṃ ca $ tvag-elāś ce8śa-daivate &	kOberyAm aja-modam ca $ tu-ac--elAH ca-I8Sa-dEvate &
   kustumbaryāḥ pradeyāḥ syur % bahiḥ prākārataḥ sthitāḥ // 6.75 //	kustumbaryAH pradeyAH syuH % bahis prAkArataH sTitAH // 6.75 //
   kakubhām antarāleṣu $ samantāt saindhavaṃ nyaset &	kakuBAm antarAlezu $ samantAt sEnDavam nyaset &
   sa-puṣpā1kṣata-toyena % śivāya vinivedayet // 6.76 //	sa-puzpa-a1kzata-toyena % SivAya vinivedayet // 6.76 //
   yāvat tad-dīpa-saṃkhyānaṃ $ sarvam ekatra parvate &	yAvat tad--dIpa--saMKyAnam $ sarvam ekatra parvate &
   tāvad-varṣa-śatād ūrdhvaṃ % bhogān bhuṅkte śive pure // 6.77 //	tAvat--varza--SatAt UrDvam % BogAn BuFkte Sive pure // 6.77 //
   kūśmāṇḍaṃ madhyataḥ sthāpya $ kāliṅgaṃ pūrvato nyaset &	kUSmANxam maDyatas sTApya $ kAliFgam pUrvatas nyaset &
   dakṣiṇe kṣīra-tumbīṃ tu % vṛntākaṃ paścime nyaset // 6.78 //	dakziNe kzIra-tumbIm tu % vRntAkam paScime nyaset // 6.78 //
   paṭīsāny uttare sthāpya $ karkaṭīm īśa-daivate &	pawIsAni uttare sTApya $ karkawIm ISa-dEvate &
   nyased gaja-paṭolāṃś ca % madhurān vahni-daivate // 6.79 //	nyaset gaja--pawolAn ca % maDurAn vahni--dEvate // 6.79 //
   kāravellāṃś ca nairṛtyāṃ $ vāyavyāṃ nimbakaṃ phalam &	kAravellAn ca nErRtyAm $ vAyavyAm nimbakam Palam &
   uccā1vacāni cā7nyāni % phalāni sthāpayed bahiḥ // 6.80 //	ucca-a1vacAni ca-a7nyAni % PalAni sTApayet bahis // 6.80 //
   abhyarcya puṣpa-dhūpaiś ca $ samantāt phala-parvatam &	aByarcya puzpa-DUpEH ca $ samantAt Pala-parvatam &
   śivāya gurave vā9pi % praṇipatya nivedayet // 6.81 //	SivAya gurave vA9pi % praNipatya nivedayet // 6.81 //
   yāvat tat-phala-saṃkhyānaṃ $ tad-dīpānāṃ ca madhyataḥ &	yAvat tat-Pala--saMKyAnam $ tad--dIpAnAm ca maDyatas &
   tāvad-varṣa-sahasrāṇi % rudraloke mahīyate // 6.82 //	tAvat--varza--sahasrANi % rudra-loke mahIyate // 6.82 //
   mūlakaṃ madhyataḥ sthāpya $ tat-pūrve vāla-mūlakam &	mUlakam maDyatas sTApya $ tat--pUrve vAla-mUlakam &
   āgneyyāṃ vāstukaṃ sthāpya % yāmyāyāṃ kṣāra-vāstukam // 6.83 //	AgneyyAm vAstukam sTApya % yAmyAyAm kzAra-vAstukam // 6.83 //
   pālakyaṃ nairṛte sthāpya $ sumukhaṃ paścime nyaset &	pAlakyam nErRte sTApya $ su-muKam paScime nyaset &
   kuhadrakaṃ ca vāyavyām % uttare vā9pi tālikīm // 6.84 //	kuhadrakam ca vAyavyAm % uttare vA9pi tAlikIm // 6.84 //
   kusumbha-śākam aiśānyāṃ $ sarva-śākāni tad-bahiḥ &	kusumBa--SAkam ESAnyAm $ sarva-SAkAni tad--bahis &
   pūrva-krameṇa vinyasya % śivāya vinivedayet // 6.85 //	pUrva-krameNa vinyasya % SivAya vinivedayet // 6.85 //
   yāvat tan-mūla-nālānāṃ $ pattra-saṃkhyā ca kīrtitā &	yAvat tan--mUla-nAlAnAm $ pattra--saMKyA ca kIrtitA &
   tāvad-varṣa-sahasrāṇi % rudra-loke mahīyate // 6.86 //	tAvat--varza--sahasrANi % rudra--loke mahIyate // 6.86 //
   dattvā labhen mahā-bhogān $ guggulv-adreḥ pala-dvayam &	dattvA laBet mahA-BogAn $ guggulu--adreH pala--dvayam &
   varṣa-koṭi-dvayaṃ svarge % dvi-guṇaṃ guḍa-miśritaiḥ // 6.87 //	varza--kowi--dvayam svarge % dvi-guNam guxa--miSritEH // 6.87 //
   guḍā3rdrakaṃ sa-lavaṇam $ āmra-mañjari-saṃyutam &	guxA3rdrakam sa-lavaNam $ Amra-maQjari--saMyutam &
   nivedya gurave bhaktyā % saubhāgyaṃ paramaṃ labhet // 6.88 //	nivedya gurave BaktyA % sOBAgyam paramam laBet // 6.88 //
   hastā3ropyeṇa vā kṛtvā $ mahā-ratnā1nvitāṃ mahīm &	hastA3ropyeNa vA kRtvA $ mahA-ratna-a1nvitAm mahIm &
   nivedayitvā śarvāya % śiva-tulyaḥ prajāyate // 6.89 //	nivedayitvA SarvAya % Siva--tulyaH prajAyate // 6.89 //
   vajre1ndranīla-vaiḍūrya- $ padma-rāgaṃ sa-mauktikam &	vajre1ndranIla--vExUrya $ padma-rAgam sa-mOktikam &
   kīṭa-pakṣaṃ suvarṇaṃ ca % mahā-ratnāni sapta vai // 6.90 //	kIwa-pakzam suvarNam ca % mahA-ratnAni sapta vE // 6.90 //
   yaś ca siṃhā3sanaṃ dadyān $ mahā-ratnā1nvitaṃ nṛpaḥ &	yaH ca siMhA3sanam dadyAt $ mahA-ratna-a1nvitam nRpaH &
   kṣudra-ratnaiś ca vividhais % tasya puṇya-phalaṃ śṛṇu // 6.91 //	kzudra-ratnEH ca viviDEH % tasya puNya-Palam SRNu // 6.91 //
   kula-triṃśaka-saṃyuktaḥ $ sā1ntaḥ-pura-paricchadaḥ &	kula-triMSaka--saMyuktaH $ sa-a1ntaH--pura--paricCadaH &
   samasta-bhṛtya-saṃyuktaḥ % śiva-loke mahīyate // 6.92 //	samasta-BRtya--saMyuktaH % Siva-loke mahIyate // 6.92 //
   tatra bhuktvā mahā-bhogān $ śiva-tulya-parākramaḥ &	tatra BuktvA mahA-BogAn $ Siva--tulya--parAkramaH &
   ā-mahā-pralayaṃ yāvat % tad-ante muktim āpnuyāt // 6.93 //	A-mahA--pralayam yAvat % tad--ante muktim ApnuyAt // 6.93 //
   yadi ced rājyam ākaṅkṣet $ tataḥ sarva-samāhitaḥ &	yadi ced rAjyam AkaFkzet $ tatas sarva--samAhitaH &
   sapta-dvīpa-samudrāyāḥ % kṣiter adhipatir bhavet // 6.94 //	sapta-dvIpa--samudrAyAH % kziteH aDipatiH Bavet // 6.94 //
   janma-koṭi-sahasrāṇi $ janma-koṭi-śatāni ca &	janma--kowi--sahasrANi $ janma--kowi-SatAni ca &
   rājyaṃ kṛtvā tataś cā7nte % punaḥ śiva-puraṃ vrajet // 6.95 //	rAjyam kRtvA tatas ca-a7nte % punar Siva-puram vrajet // 6.95 //
   etad eva phalaṃ jñeyaṃ $ makuṭā3bharaṇā3diṣu &	etat eva Palam jQeyam $ makuwA3BaraNa-A3dizu &
   ratnā3sana-pradānena % pāduke vinivedayet // 6.96 //	ratnA3sana--pradAnena % pAduke vinivedayet // 6.96 //
   dadyād yaḥ kevalaṃ vajraṃ $ śuddhaṃ godhūma-mātrakam &	dadyAt yaH kevalam vajram $ SudDam goDUma--mAtrakam &
   śivāya sa śive loke % tiṣṭhed ā-pralayaṃ sukhī // 6.97 //	SivAya sa Sive loke % tizWet A-pralayam suKI // 6.97 //
   indranīla-pradānena $ sa vaiḍūrya-pradānataḥ &	indranIla--pradAnena $ sa vExUrya--pradAnataH &
   modate vividhair bhogaiḥ % kalpa-koṭiṃ śive pure // 6.98 //	modate viviDEH BogEH % kalpa--kowim Sive pure // 6.98 //
   masūra-mātram api yaḥ $ padma-rāgaṃ suśobhanam &	masUra--mAtram api yaH $ padma-rAgam su-SoBanam &
   nivedayitvā śarvāya % modate kālam akṣayam // 6.99 //	nivedayitvA SarvAya % modate kAlam akzayam // 6.99 //
   nivedya mauktikaṃ svaccham $ eka-bhāgai1ka-mātrakam &	nivedya mOktikam svacCam $ eka-BAgE1ka--mAtrakam &
   bhogaiḥ śiva-pure divyaiḥ % kalpa-koṭiṃ pramodate // 6.100 //	BogEH Siva-pure divyEH % kalpa--kowim pramodate // 6.100 //
   kīṭa-pakṣaṃ mahā-śuddhaṃ $ nivedya yava-mātrakam &	kIwa-pakzam mahA--SudDam $ nivedya yava--mAtrakam &
   śivāyā8dyaḥ śive loke % modate kālam akṣayam // 6.101 //	SivAya-A8dyaH Sive loke % modate kAlam akzayam // 6.101 //
   hemnā kṛtvā ca yaḥ puṣpam $ api māṣaka-mātrakam &	hemnA kRtvA ca yaH puzpam $ api mAzaka--mAtrakam &
   nivedayitvā śarvāya % varṣa-koṭiṃ vased divi // 6.102 //	nivedayitvA SarvAya % varza--kowim vaset divi // 6.102 //
   kṣudra-ratnāni yo dadyād $ dhemni baddhāni śambhave &	kzudra--ratnAni yaH dadyAt $ Demni badDAni SamBave &
   modate sa śive loke % kalpa-koṭy-ayutaṃ naraḥ // 6.103 //	modate sa Sive loke % kalpa--kowI--ayutam naraH // 6.103 //
   yathā yathā mahā-ratnaṃ $ śobhanaṃ ca yathā yathā &	yaTA yaTA mahA-ratnam $ SoBanam ca yaTA yaTA &
   tathā tathā mahat puṇyaṃ % jñeyaṃ tac chiva-dānataḥ // 6.104 //	taTA taTA mahat puNyam % jQeyam tat Siva-dAnataH // 6.104 //
   bhūmi-bhāge sa(-)vistīṛṇe $ jambū-dvīpaṃ prakalpayet &	BUmi-BAge sa-(-)vistIRNe $ jambU-dvIpam prakalpayet &
   aṣṭā3varaṇa-saṃyuktaṃ % nage1ndrā1ṣṭaka-bhūṣitam // 6.105 //	azwA3-varaNa--saMyuktam % nage1ndra-a1zwaka-BUzitam // 6.105 //
   tan-madhye kārayed divyaṃ $ meru-prāsādam uttamam &	tan--maDye kArayet divyam $ meru--prAsAdam uttamam &
   aneka-śikharā3kīrṇam % aśeṣā1mara-saṃyutam // 6.106 //	aneka--SiKarA3-kIrNam % aSezA1mara--saMyutam // 6.106 //
   bahiḥ suvarṇa-nicitaṃ $ sarva-ratno1paśobhitam &	bahis suvarNa--nicitam $ sarva-ratno1paSoBitam &
   catuḥ-pragrīvako1petaṃ % cakṣur-liṅga-samāyutam // 6.107 //	catuH--pragrIva-ko1petam % cakzuH--liFga--samAyutam // 6.107 //
   catur-dikṣu vano1petaṃ $ caturbhiḥ saṃyutaiḥ śaraiḥ &	catur--dikzu vano1petam $ caturBiH saMyutEH SarEH &
   caturṇāṃ pura-yuktena % prākāreṇa ca saṃyutam // 6.108 //	caturNAm pura-yuktena % prAkAreNa ca saMyutam // 6.108 //
   meru-prāsādam ity evaṃ $ hema-ratna-vibhūṣitam &	meru--prAsAdam iti evam $ hema-ratna--viBUzitam &
   yaḥ kārayed vano1petaṃ % so 'nanta-phalam āpnuyāt // 6.109 //	yaH kArayet vano1petam % saH ananta--Palam ApnuyAt // 6.109 //
   bhūmy-ambhaḥ-paramā1ṇūnāṃ $ yathā saṃkhyā na vidyate &	BUmi--amBaH-paramA1NUnAm $ yaTA saMKyA na vidyate &
   śivā3yatana-puṇyasya % tathā saṃkhyā na vidyate // 6.110 //	SivA3yatana--puNyasya % taTA saMKyA na vidyate // 6.110 //
   kula-triṃśaka-saṃyuktaḥ $ sarva-bhṛtya-samanvitaḥ &	kula-triMSaka--saMyuktaH $ sarva-BRtya--samanvitaH &
   kalatra-putra-mitraiś ca % sarva-sva-jana-saṃyutaḥ // 6.111 //	kalatra-putra-mitrEH ca % sarva-su-a-jana--saMyutaH // 6.111 //
   āśrtito7pāśritaiḥ sarvair $ aśeṣa-gaṇa-saṃyutaḥ &	ASrti-to7pASritEH sarvEH $ aSeza--gaNa--saMyutaH &
   yathā śivas tathai7vā7yaṃ % śarva-loke sa pūjyate // 6.112 //	yaTA SivaH taTA-e7vA7yam % Sarva--loke sa pUjyate // 6.112 //
   na ca mānuṣyakaṃ lokam $ āgacchet kṛpaṇaṃ punaḥ &	na ca mAnuzyakam lokam $ AgacCet kRpaNam punar &
   sarva-jñaḥ paripūrṇaś ca % muktaḥ svātmani tiṣṭhati // 6.113 //	sarva-jQaH paripUrNaH ca % muktaH sva-Atmani tizWati // 6.113 //
   yaḥ śivāya vanaṃ kṛtvā $ mudābda-salilo1tthitam(?) &	yaH SivAya vanam kRtvA $ mudA-abda--salilo1tTitam-(?) &
   tad daṇḍako1paśobhaṃ ca % haste kurvīta sarvadā // 6.114 //	tat daNxa-ko1paSoBam ca % haste kurvIta sarvadA // 6.114 //
   śobhayed bhūta-nāthaṃ vā $ candra-śālāṃ kvacit kvacit &	SoBayet BUta-nATam vA $ candra--SAlAm kvacid kvacid &
   vedīṃ vā9thā7bhyapadyanta % pronnatāḥ stambha-paṅktayaḥ // 6.115 //	vedIm vA-a9Ta-a7Byapadyante % pronnatAH stamBa--paFktayaH // 6.115 //
   śāta-kumbha-mayīṃ vā9pi $ sarva-lakṣaṇa-saṃyutām &	SAta--kumBa-mayIm vA9pi $ sarva--lakzaNa--saMyutAm &
   īśvara-pratimāṃ saumyāṃ % kārayet puruṣo1cchritām // 6.116 //	ISvara--pratimAm sOmyAm % kArayet puruzaH-1cCritAm // 6.116 //
   triśūla-savya-hastāṃ ca $ varadā1bhaya-dāyikāṃ &	triSUla--savya-hastAm ca $ vara-dA1Baya--dAyikAm &
   savya-hastā1kṣa-mālāṃ ca % jaṭā-kusuma-bhūṣitām // 6.117 //	savya-hastA1kza-mAlAm ca % jawA--kusuma--BUzitAm // 6.117 //
   padma-siṃhā3sanā3sīnāṃ $ vṛṣasthāṃ vā samucchritām &	padma--siMhA3-sanA3sInAm $ vRza-sTAm vA samucCritAm &
   vimānasthāṃ rathasthāṃ vā % vedisthāṃ vā prabhā2nvitām // 6.118 //	vimAna-sTAm raTa-sTAm vA % vedi-sTAm vA praBA-2nvitAm // 6.118 //
   saumya-vaktrāṃ karālāṃ vā $ mahā-bhairava-rūpiṇīm &	sOmya--vaktrAm karAlAm vA $ mahA-BErava--rUpiNIm &
   atyucchritāṃ suvistīrṇāṃ % nṛtyasthāṃ yoga-saṃsthitām // 6.119 //	ati-ucCritAm su-vistIrNAm % nRtya-sTAm yoga--saMsTitAm // 6.119 //
   kuryād asaṃbhave hemnas $ tāreṇa vimalena ca &	kuryAt asaMBave hemnaH $ tAreNa vimalena ca &
   ārakūṭa-mayīṃ vā9pi % tāmra-mṛc-chaila-dārujām // 6.120 //	ArakUwa-mayIm vA9pi % tAmra-mRc--SEla-dAru-jAm // 6.120 //
   aśeṣakaiḥ sarūpaiś ca $ varṇakair vā paṭe likhet &	aSezakEH sarUpEH ca $ varNakEH vA pawe liKet &
   kuḍye vā phalake vā9pi % bhaktyā vittā1nusārataḥ // 6.121 //	kuxye vA Palake vA9pi % BaktyA vittA1-nusArataH // 6.121 //
   ekāṃ sa-parivārāṃ vā $ pārvatīṃ gaṇa-saṃyutām &	ekAm sa-parivArAm vA $ pArvatIm gaNa--saMyutAm &
   pratīhāra-samo1petāṃ(?) % kuryād evā7vikalpataḥ // 6.122 //	pratIhAra--samo1petAM(?) % kuryAt eva-a7vikalpataH // 6.122 //
   pīṭhaṃ vā kārayed raupyaṃ $ tāmraṃ pittala-saṃbhavam &	pIWam vA kArayet rOpyam $ tAmram pittala--saMBavam &
   catur-mukhai1ka-vaktraṃ vā % bahiḥ kāñcana-saṃskṛtam // 6.123 //	catur--muKE1-ka-vaktram vA % bahis kAQcana--saMskRtam // 6.123 //
   pṛthak-pṛthag-anekāni $ kārayitvā mukhāni tu &	pRTak--pRTak--anekAni $ kArayitvA muKAni tu &
   saumya-bhairava-rūpāṇi % śivasya bahu-rūpiṇaḥ // 6.124 //	sOmya-BErava--rUpANi % Sivasya bahu--rUpiNaH // 6.124 //
   nānā4bharaṇa-yuktāni $ hema-raupya-kṛtāni ca &	nAnA4BaraNa--yuktAni $ hema-rOpya-kRtAni ca &
   śivasya ratha-yātrāyāṃ % tāni lokasya darśayet // 6.125 //	Sivasya raTa-yAtrAyAm % tAni lokasya darSayet // 6.125 //
   uktāni yāni puṇyāni $ saṃkṣepeṇa pṛthak pṛthak &	uktAni yAni puNyAni $ saMkzepeNa pRTak pRTak &
   kṛtvai9kena mamai7teṣām % akṣayaṃ phalam āpnuyāt // 6.126 //	kRtvE9kena mamE7tezAm % akzayam Palam ApnuyAt // 6.126 //
   mātuḥ pituḥ saho7pāyair(?) $ daśabhir daśabhiḥ kulaiḥ &	mAtuH pituH saha-u7pAyEH-(?) $ daSaBiH daSaBiH kulEH &
   kalatra-putra-mitrā3dyair % bhṛtyair yuktaḥ sa bāndhavaiḥ // 6.127 //	kalatra-putra-mitrA3dyEH % BRtyEH yuktaH sa bAnDavEH // 6.127 //
   ayutena vimānānāṃ $ sarva-kāma-yutena ca &	ayutena vimAnAnAm $ sarva-kAma--yutena ca &
   bhuṅkte svayaṃ mahā-bhogān % ante muktim avāpnuyāt // 6.128 //	BuFkte svayam mahA-BogAn % ante muktim avApnuyAt // 6.128 //
   maṇḍapa-stambha-paryante $ kīlayed darpaṇā1nvitam &	maNxapa-stamBa--paryante $ kIlayet darpaNa-a1nvitam &
   abhiṣicya janā yasmin % pujāṃ kuvanti bilvakaiḥ // 6.129 //	aBizicya janAH yasmin % pujAm kuvanti bilvakEH // 6.129 //
   kāla-kāla-kṛtiṃ kṛtvā $ kīlayed yaḥ śivā3śrame &	kAla--kAla-kRtim kRtvA $ kIlayet yaH SivA3Srame &
   sarva-loko1pakārāya % pūjayec ca dine dine // 6.130 //	sarva-loka-u1pakArAya % pUjayet ca dine dine // 6.130 //
   dhūpa-velā-pramāṇā1rthaṃ $ kalpayed yaḥ śivā3śrame &	DUpa-velA--pramANa-A1rTam $ kalpayet yaH SivA3Srame &
   kṣarantīṃ pūryamāṇāṃ vā % sadā0yāme ghaṭīṃ nṛpaḥ // 6.131 //	kzarantIm pUryamANAm vA % sadA0yAme GawIm nRpaH // 6.131 //
   eṣām ekatamaṃ puṇyaṃ $ kṛtvā pāpa-vivarjitaḥ &	ezAm ekatamam puNyam $ kRtvA pApa--vivarjitaH &
   śiva-loke naraḥ prāpya % sarvajñaḥ sa sukhī bhavet // 6.132 //	Siva-loke naraH prApya % sarvajQaH sa suKI Bavet // 6.132 //
   ratha-yātrāṃ pravakṣyāmi $ śivasya paramā3tmanaḥ &	raTa--yAtrAm pravakzyAmi $ Sivasya paramA3tmanaH &
   sarva-loka-hitā1rthāya % mahā-śilpi-vinirmitām // 6.133 //	sarva-loka--hita-A1rTAya % mahA--Silpi--vinirmitAm // 6.133 //
   ratha-madhye samāveśya $ yathā yaṣṭiṃ tu kīlayet &	raTa--maDye samAveSya $ yaTA yazwim tu kIlayet &
   yaṣṭer madhye sthitaṃ kāryaṃ % vimānam atiśobhitam // 6.134 //	yazweH maDye sTitam kAryam % vimAnam ati-SoBitam // 6.134 //
   pañca-bhaumaṃ tri-bhaumaṃ vā $ dṛḍha-vaṃśa-prakalpitam &	paQca-BOmam tri-BOmam vA $ dRXa--vaMSa--prakalpitam &
   karmaṇā sunibaddhaṃ ca % rajjubhiś ca susaṃyutam // 6.135 //	karmaNA su-nibadDam ca % rajjuBiH ca su-saMyutam // 6.135 //
   pañca-śālā2ṇḍikair yuktaṃ $ nānā-bhakti-samanvitam &	paQca--SAla-a2NxikEH yuktam $ nAnA-a-Bakti--samanvitam &
   citra-varṇa-paricchannaṃ % paṭair vā varṇakā1nvitaiḥ // 6.136 //	citra--varNa--paricCannam % pawEH vA varNaka-a1nvitEH // 6.136 //
   lambakaiḥ sūtra-dāmnā ca $ ghaṇṭā-cāmara-bhūṣitam &	lambakEH sUtra-dAmnA ca $ GaNwA--cAmara--BUzitam &
   budbudair ardha-candraiś ca % darpaṇaiś ca samujjvalam // 6.137 //	budbudEH arDa-candrEH ca % darpaNEH ca samujjvalam // 6.137 //
   kadaly-ardha-dhvajair yuktaṃ $ mahā-cchattraṃ mahā-dhvajam &	kadalI--arDa--DvajEH yuktam $ mahA-cCattram mahA-Dvajam &
   puṣpa-mālā-parikṣiptaṃ % sarva-śobhā-samanvitam // 6.138 //	puzpa-mAlA--parikziptam % sarva-SoBA--samanvitam // 6.138 //
   mahā-ratha-vimāne 'smin $ sthāpayed gaṇa-saṃyutam &	mahA-raTa--vimAne asmin $ sTApayet gaNa--saMyutam &
   īśvara-pratimāṃ hemni % prathame pura-maṇḍape // 6.139 //	ISvara--pratimAm hemni % praTame pura-maNxape // 6.139 //
   mukha-trayaṃ ca badhnīyād $ bahiḥ kuryāt tathā0śritam &	muKa--trayam ca baDnIyAt $ bahis kuryAt taTA0Sritam &
   pure pure bahir dikṣu % gṛhakeṣu samāśritam // 6.140 //	pure pure bahis dikzu % gRhakezu samASritam // 6.140 //
   catuṣkaṃ śiva-vaktrāṇāṃ $ saṃsthāpya pratipūjayet &	catuzkam Siva-vaktrANAm $ saMsTApya pratipUjayet &
   dina-trayaṃ prakurvīta % snānam arcana-bhojanam // 6.141 //	dina-trayam prakurvIta % snAnam arcana--Bojanam // 6.141 //
   nṛtya-krīḍā-prayogeṇa $ geya-maṅgala-pāṭhakaiḥ &	nRtya--krIxA--prayogeNa $ geya-maFgala--pAWakEH &
   mahā-vāditra-nirghoṣaiḥ % pauṣa-pūrṇima-parvaṇi // 6.142 //	mahA-vAditra--nirGozEH % pOza--pUrNima--parvaNi // 6.142 //
   bhrāmayed rāja-mārgeṇa $ caturthe 'hani tad-ratham &	BrAmayet rAja--mArgeNa $ caturTe ahani tad--raTam &
   tataḥ sva-sthānam ānīya % tac-cheṣam api vardhayet // 6.143 //	tatas sva---sTAnam AnIya % tac-Sezam api varDayet // 6.143 //
   avadhārya jagad-dhātrī $ pratimām avatārayet &	avaDArya jagat--DAtrI $ pratimAm avatArayet &
   mahā-vimāna-yātrai7ṣā % kartavyā paṭṭake 'pi vā // 6.144 //	mahA--vimAna-yAtrA-e7zA % kartavyA pawwake api vA // 6.144 //
   vaṃśair navaiḥ supakvaiś ca $ kaṭaṃ kuryād bhara-kṣamam(?) &	vaMSEH navEH su-pakvEH ca $ kawam kuryAt Bara-kzamam(?) &
   vṛttaṃ dvi-guṇa-dīrghaṃ ca % catur-aśram adhaḥ samam // 6.145 //	vRttam dvi-guNa--dIrGam ca % catur-aSram aDas samam // 6.145 //
   sarvatra carmaṇā baddhaṃ $ mahā-yaṣṭi-samāśritam &	sarvatra carmaNA badDam $ mahA--yazwi-samASritam &
   mukhaṃ baddhaṃ ca kurvīta % vaṃśa-maṇḍalinā dṛḍham // 6.146 //	muKam badDam ca kurvIta % vaMSa-maNxalinA dRXam // 6.146 //
   kaṭe 'smiṃs tāni vastrāṇi $ sthāpya badhnīta yatnataḥ &	kawe asmin tAni vastrANi $ sTApya baDnIta yatnatas &
   upary upari sarvāṇi % tan-madhye pratimāṃ nyaset // 6.147 //	upari upari sarvANi % tan--maDye pratimAm nyaset // 6.147 //
   varṇakaiḥ kuṅkumā3dyaiś ca $ citra-puṣpaiś ca pūjayet &	varNakEH kuFkuma-A3dyEH ca $ citra--puzpEH ca pUjayet &
   nānā4bharaṇa-pūjābhir % muktā4hāra-pralambibhiḥ // 6.148 //	nAnA4BaraNa--pUjABiH % muktA4-hAra--pralambiBiH // 6.148 //
   rathasya mahato madhye $ sthāpya paṭṭa-dvayaṃ dṛḍham &	raTasya mahataH maDye $ sTApya pawwa--dvayam dRXam &
   adharo1ttara-bhāgena % madhye chidra-samanvitam // 6.149 //	aDaro1ttara--BAgena % maDye Cidra--samanvitam // 6.149 //
