   BhP_11.01.001/0 śrī-śuka uvāca	BhP_11.01.001/0 SrI-SukaH uvAca
   BhP_11.23.005/1 kenacid bhikṣuṇā gītaṃ paribhūtena durjanaiḥ	Bhu-_11.23.005/1 kenacid BikzuNA gItam pariBUtena durjanEH
   BhP_11.23.005/3 smaratā dhṛti-yuktena vipākaṃ nija-karmaṇām	BhP_11.23.005/3 smaratA DRti-yuktena vipAkam nija--karmaNAm
   BhP_11.23.006/1 avantiṣu dvijaḥ kaścid āsīd āḍhyatamaḥ śriyā	Bhu-_11.23.006/1 avantizu dvijaH kaScid AsIt AXyatamaH SriyA
   BhP_11.23.006/3 vārtā-vṛttiḥ kadaryas tu kāmī lubdho 'ti-kopanaḥ	Bhu-_11.23.006/3 vArtA-vRttiH kadaryaH tu kAmI lubDaH ati-kopanaH
   BhP_11.23.007/1 jñātayo 'tithayas tasya vāṅ-mātreṇāpi nārcitāḥ	Bhu-_11.23.007/1 jQAtayaH atiTayaH tasya vAF--mAtreNa-api na-arcitAH
   BhP_11.23.007/3 śūnyāvasatha ātmāpi kāle kāmair anarcitaḥ	Bhu-_11.23.007/3 SUnya-AvasaTaH AtmA-api kAle kAmEH anarcitaH
   BhP_11.23.008/1 duhśīlasya kadaryasya druhyante putra-bāndhavāḥ	Bhu-_11.23.008/1 duhSIlasya kadaryasya druhyante putra--bAnDavAH
   BhP_11.23.008/3 dārā duhitaro bhṛtyā viṣaṇṇā nācaran priyam	Bhu-_11.23.008/3 dArAH duhitaraH BRtyAH vizaNNAH na-Acaran priyam
   BhP_11.23.009/1 tasyaivaṃ yakṣa-vittasya cyutasyobhaya-lokataḥ	Bhu-_11.23.009/1 tasya-evam yakza--vittasya cyutasya-uBaya-lokataH
   BhP_11.23.009/3 dharma-kāma-vihīnasya cukrudhuḥ pañca-bhāginaḥ	Bhu-_11.23.009/3 Darma-kAma--vihInasya cukruDuH paQca-BAginaH
   BhP_11.23.010/1 tad-avadhyāna-visrasta- puṇya-skandhasya bhūri-da	Bhu-_11.23.010/1 tad--avaDyAna--visrasta puNya--skanDasya BUri-da
   BhP_11.23.010/3 artho 'py agacchan nidhanaṃ bahv-āyāsa-pariśramaḥ	Bhu-_11.23.010/3 arTaH api agacCat niDanam bahu--AyAsa--pariSramaH
   BhP_11.23.011/1 jñātyo jagṛhuḥ kiñcit kiñcid dasyava uddhava	Bhu-_11.23.011/1 jQAtyaH jagRhuH kiQcid kiQcid dasyavaH udDava
   BhP_11.23.011/3 daivataḥ kālataḥ kiñcid brahma-bandhor nṛ-pārthivāt	Bhu-_11.23.011/3 dEvataH kAlataH kiQcid brahma-banDoH nR-pArTivAt-
   BhP_11.23.012/1 sa evaṃ draviṇe naṣṭe dharma-kāma-vivarjitaḥ	Bhu-_11.23.012/1 saH evam draviNe nazwe Darma-kAma--vivarjitaH
   BhP_11.23.012/3 upekṣitaś ca sva-janaiś cintām āpa duratyayām	Bhu-_11.23.012/3 upekzitaH ca su-a-janEH cintAm Apa duratyayAm
   BhP_11.23.013/1 tasyaivaṃ dhyāyato dīrghaṃ naṣṭa-rāyas tapasvinaḥ	Bhu-_11.23.013/1 tasya-evam DyAyataH dIrGam nazwa-rAyaH tapasvinaH
   BhP_11.23.013/3 khidyato bāṣpa-kaṇṭhasya nirvedaḥ su-mahān abhūt	Bhu-_11.23.013/3 KidyataH bAzpa--kaNWasya nirvedaH su--mahAn aBUt-
   BhP_11.23.014/1 sa cāhedam aho kaṣṭaṃ vṛthātmā me 'nutāpitaḥ	Bhu-_11.23.014/1 sa ca-Aha-idam aho kazwam vRTA-AtmA me anutApitaH
   BhP_11.23.014/3 na dharmāya na kāmāya yasyārthāyāsa īdṛśaḥ	Bhu-_11.23.014/3 na DarmAya na kAmAya yasya-arTa-AyAsaH IdRSaH
   BhP_11.23.015/1 prāyeṇāthāḥ kadaryāṇāṃ na sukhāya kadācana	Bhu-_11.23.015/1 prAyeNa-aTAH kadaryANAm na suKAya kadAcana
   BhP_11.23.015/3 iha cātmopatāpāya mṛtasya narakāya ca	Bhu-_11.23.015/3 iha ca-Atma-upatApAya mRtasya narakAya ca
   BhP_11.23.016/1 yaśo yaśasvināṃ śuddhaṃ ślāghyā ye guṇināṃ guṇāḥ	Bhu-_11.23.016/1 yaSaH yaSasvinAm SudDam SlAGyAH ye guNinAm guNAH
   BhP_11.23.016/3 lobhaḥ sv-alpo 'pi tān hanti śvitro rūpam ivepsitam	Bhu-_11.23.016/3 loBaH sv-alpaH api tAn hanti SvitraH rUpam iva-Ipsitam
   BhP_11.23.017/1 arthasya sādhane siddhe utkarṣe rakṣaṇe vyaye	Bhu-_11.23.017/1 arTasya sADane sidDe utkarze rakzaNe vyaye
   BhP_11.23.017/3 nāśopabhoga āyāsas trāsaś cintā bhramo nṛṇām	Bhu-_11.23.017/3 nASa-upaBogaH AyAsaH trAsaH cintA BramaH nRNAm
   BhP_11.23.018/1 steyaṃ hiṃsānṛtaṃ dambhaḥ kāmaḥ krodhaḥ smayo madaḥ	Bhu-_11.23.018/1 steyam hiMsA-anRtam damBaH kAmaH kroDaH smayaH madaH
   BhP_11.23.018/3 bhedo vairam aviśvāsaḥ saṃspardhā vyasanāni ca	BhP_11.23.018/3 BedaH vEram aviSvAsaH saMsparDAH vyasanAni ca
   BhP_11.23.019/1 ete pañcadaśānarthā hy artha-mūlā matā nṛṇām	Bhu-_11.23.019/1 ete paQcadaSa-anarTAH hi arTa-mUlA matA nRNAm
   BhP_11.23.019/3 tasmād anartham arthākhyaṃ śreyo-'rthī dūratas tyajet	Bhu-_11.23.019/3 tasmAt anarTam arTa-AKyam SreyaH---arTI dUratas tyajet-
   BhP_11.23.020/1 bhidyante bhrātaro dārāḥ pitaraḥ suhṛdas tathā	Bhu-_11.23.020/1 Bidyante BrAtaraH dArAH pitaraH suhRdaH taTA
   BhP_11.23.020/3 ekāsnigdhāḥ kākiṇinā sadyaḥ sarve 'rayaḥ kṛtāḥ	Bhu-_11.23.020/3 eka-asnigDAH kAkiNinA sadyas sarve arayaH kRtAH
   BhP_11.23.021/1 arthenālpīyasā hy ete saṃrabdhā dīpta-manyavaḥ	Bhu-_11.23.021/1 arTena-alpIyasA hi ete saMrabDAH dIpta-manyavaH
   BhP_11.23.021/3 tyajanty āśu spṛdho ghnanti sahasotsṛjya sauhṛdam	Bhu-_11.23.021/3 tyajanti ASu spRDaH Gnanti sahasA-utsRjya sOhRdam
   BhP_11.23.022/1 labdhvā janmāmara-prārthyaṃ mānuṣyaṃ tad dvijāgryatām	Bhu-_11.23.022/1 labDvA janma-amara--prArTyam mAnuzyam tat dvijAgryatAm
   BhP_11.23.022/3 tad anādṛtya ye svārthaṃ ghnanti yānty aśubhāṃ gatim	Bhu-_11.23.022/3 tat anAdRtya ye sva-arTam Gnanti yAnti aSuBAm gatim
   BhP_11.23.023/1 svargāpavargayor dvāraṃ prāpya lokam imaṃ pumān	BhP-_11.23.023/1 svarga-apavargayoH dvAram prApya lokam imam pumAn
   BhP_11.23.023/3 draviṇe ko 'nuṣajjeta martyo 'narthasya dhāmani	Bhu-_11.23.023/3 draviNe kaH anuzajjeta martyaH anarTasya DAmani
   BhP_11.23.024/1 devarṣi-pitṛ-bhūtāni jñātīn bandhūṃś ca bhāginaḥ	Bhu-_11.23.024/1 deva-Rzi--pitR-BUtAni jQAtIn banDUn ca BAginaH
   BhP_11.23.024/3 asaṃvibhajya cātmānaṃ yakṣa-vittaḥ pataty adhaḥ	Bhu-_11.23.024/3 asaMviBajya ca-AtmAnam yakza-vittaH patati aDas-
   BhP_11.23.025/1 vyarthayārthehayā vittaṃ pramattasya vayo balam	Bhu-_11.23.025/1 vyarTayA-arTa-IhayA vittam pramattasya vayaH balam
   BhP_11.23.025/3 kuśalā yena sidhyanti jaraṭhaḥ kiṃ nu sādhaye	Bhu-_11.23.025/3 kuSalAH yena siDyanti jaraWaH kim nu sADaye
   BhP_11.23.026/1 kasmāt saṅkliśyate vidvān vyarthayārthehayāsakṛt	Bhu-_11.23.026/1 kasmAt saFkliSyate vidvAn vyarTayA-arTehayAsakRt-
   BhP_11.23.026/3 kasyacin māyayā nūnaṃ loko 'yaṃ su-vimohitaḥ	Bhu-_11.23.026/3 kasyacid mAyayA nUnam lokaH ayam su-vimohitaH
   BhP_11.23.027/1 kiṃ dhanair dhana-dair vā kiṃ kāmair vā kāma-dair uta	Bhu-_11.23.027/1 kim DanEH Dana-dEH vA kim kAmEH vA kAma-dEH uta
   BhP_11.23.027/3 mṛtyunā grasyamānasya karmabhir vota janma-daiḥ	Bhu-_11.23.027/3 mRtyunA grasyamAnasya karmaBiH vA-uta janma-dEH
   BhP_11.23.028/1 nūnaṃ me bhagavāṃs tuṣṭaḥ sarva-deva-mayo hariḥ	Bhu-_11.23.028/1 nUnam me BagavAn tuzwaH sarva--deva-mayaH hariH
   BhP_11.23.028/3 yena nīto daśām etāṃ nirvedaś cātmanaḥ plavaḥ	Bhu-_11.23.028/3 yena nItaH daSAm etAm nirvedaH ca-AtmanaH plavaH
   BhP_11.23.029/1 so 'haṃ kālāvaśeṣeṇa śoṣayiṣye 'ṅgam ātmanaḥ	Bhu-_11.23.029/1 saH aham kAla-avaSezeNa Sozayizye aFgam AtmanaH
   BhP_11.23.029/3 apramatto 'khila-svārthe yadi syāt siddha ātmani	Bhu-_11.23.029/3 apramattaH aKila--svArTe yadi syAt sidDaH Atmani
   BhP_11.23.030/1 tatra mām anumoderan devās tri-bhuvaneśvarāḥ	Bhu-_11.23.030/1 tatra mAm anumoderan devAH tri-Buvana-ISvarAH
   BhP_11.23.030/3 muhūrtena brahma-lokaṃ khaṭvāṅgaḥ samasādhayat	Bhu-_11.23.030/3 muhUrtena brahma-lokam KawvAFgaH samasADayat-
   BhP_11.23.031/0 śrī-bhagavān uvāca	Bhu-_11.23.031/0 SrI--BagavAn uvAca
   BhP_11.23.031/1 ity abhipretya manasā hy āvantyo dvija-sattamaḥ	Bhu-_11.23.031/1 iti aBipretya manasA hi AvantyaH dvija--sattamaH
   BhP_11.23.031/3 unmucya hṛdaya-granthīn śānto bhikṣur abhūn muniḥ	Bhu-_11.23.031/3 unmucya hRdaya--granTIn SAntaH BikzuH aBUt muniH
   BhP_11.23.032/1 sa cacāra mahīm etāṃ saṃyatātmendriyānilaḥ	Bhu-_11.23.032/1 sa cacAra mahIm etAm saMyata-Atma-indriya-anilaH
   BhP_11.23.032/3 bhikṣārthaṃ nagara-grāmān asaṅgo 'lakṣito 'viśat	Bhu-_11.23.032/3 BikzA-arTam nagara--grAmAn asaFgaH alakzitaH aviSat-
   BhP_11.23.033/1 taṃ vai pravayasaṃ bhikṣum avadhūtam asaj-janāḥ	Bhu-_11.23.033/1 tam vE pravayasam Bikzum avaDUtam asaj--janAH
   BhP_11.23.033/3 dṛṣṭvā paryabhavan bhadra bahvībhiḥ paribhūtibhiḥ	Bhu-_11.23.033/3 dRzwvA paryaBavan Badra bahvIBiH pariBUtiBiH
   BhP_11.23.034/1 kecit tri-veṇuṃ jagṛhur eke pātraṃ kamaṇḍalum	Bhu-_11.23.034/1 kecid tri-veNum jagRhuH eke pAtram kamaNxalum
   BhP_11.23.034/3 pīṭhaṃ caike 'kṣa-sūtraṃ ca kanthāṃ cīrāṇi kecana	Bhu-_11.23.034/3 pIWam ca-eke akza--sUtram ca kanTAm cIrANi kecana
   BhP_11.23.034/5 pradāya ca punas tāni darśitāny ādadur muneḥ	Bhu-_11.23.034/5 pradAya ca punar tAni darSitAni AdaduH muneH
   BhP_11.23.035/1 annaṃ ca bhaikṣya-sampannaṃ bhuñjānasya sarit-taṭe	Bhu-_11.23.035/1 annam ca BEkzya--sampannam BuQjAnasya sarit--tawe
   BhP_11.23.035/3 mūtrayanti ca pāpiṣṭhāḥ ṣṭhīvanty asya ca mūrdhani	Bhu-_11.23.035/3 mUtrayanti ca pApizWAH zWIvanti asya ca mUrDani
   BhP_11.23.036/1 yata-vācaṃ vācayanti tāḍayanti na vakti cet	Bhu-_11.23.036/1 yata-vAcam vAcayanti tAxayanti na vakti ced-
   BhP_11.23.036/3 tarjayanty apare vāgbhiḥ steno 'yam iti vādinaḥ	Bhu-_11.23.036/3 tarjayanti apare vAgBiH stenaH ayam iti vAdinaH
   BhP_11.23.036/5 badhnanti rajjvā taṃ kecid badhyatāṃ badhyatām iti	Bhu-_11.23.036/5 baDnanti rajjvA tam kecid baDyatAm baDyatAm iti
   BhP_11.23.037/1 kṣipanty eke 'vajānanta eṣa dharma-dhvajaḥ śaṭhaḥ	Bhu-_11.23.037/1 kzipanti eke avajAnantaH eza Darma-DvajaH SaWaH
   BhP_11.23.037/3 kṣīṇa-vitta imāṃ vṛttim agrahīt sva-janojjhitaḥ	Bhu-_11.23.037/3 kzINa-vittaH imAm vRttim agrahIt sva--jana-ujJitaH
   BhP_11.23.038/1 aho eṣa mahā-sāro dhṛtimān giri-rāḍ iva	Bhu-_11.23.038/1 aho eza mahA-sAraH DRtimAn giri-rAj iva
   BhP_11.23.038/3 maunena sādhayaty arthaṃ baka-vad dṛḍha-niścayaḥ	Bhu-_11.23.038/3 mOnena sADayati arTam baka-vat dRXa--niScayaH
   BhP_11.23.039/1 ity eke vihasanty enam eke durvātayanti ca	Bhu-_11.23.039/1 iti eke vihasanti enam eke durvAtayanti ca
   BhP_11.23.039/3 taṃ babandhur nirurudhur yathā krīḍanakaṃ dvijam	Bhu-_11.23.039/3 tam babanDuH niruruDuH yaTA krIxanakam dvijam
   BhP_11.23.040/1 evaṃ sa bhautikaṃ duḥkhaṃ daivikaṃ daihikaṃ ca yat	Bhu-_11.23.040/1 evam sa BOtikam duHKam dEvikam dEhikam ca yat-
   BhP_11.23.040/3 bhoktavyam ātmano diṣṭaṃ prāptaṃ prāptam abudhyata	Bhu-_11.23.040/3 Boktavyam AtmanaH dizwam prAptam prAptam abuDyata
   BhP_11.23.041/1 paribhūta imāṃ gāthām agāyata narādhamaiḥ	Bhu-_11.23.041/1 pariBUtaH imAm gATAm agAyata nara-aDamEH
   BhP_11.23.041/3 pātayadbhiḥ sva dharma-stho dhṛtim āsthāya sāttvikīm	Bhu-_11.23.041/3 pAtayadBiH sva Darma--sTaH DRtim AsTAya sAttvikIm
   BhP_11.23.042/0 dvija uvāca	Bhu-_11.23.042/0 dvijaH uvAca
   BhP_11.23.042/1 nāyaṃ jano me sukha-duḥkha-hetur na devatātmā	Bhu-_11.23.042/1 na-ayam janaH me suKa--duHKa--hetuH na devatA-AtmA
   graha-karma-kālāḥ	graha-karma--kAlAH
   BhP_11.23.042/3 manaḥ paraṃ kāraṇam āmananti saṃsāra-cakraṃ parivartayed	Bhu-_11.23.042/3 manaH param kAraNam Amananti saMsAra-cakram parivartayet-
   yat	yat-
   BhP_11.23.043/1 mano guṇān vai sṛjate balīyas tataś ca karmāṇi vilakṣaṇāni	Bhu-_11.23.043/1 manaH guNAn vE sRjate balIyaH tatas ca karmANi vilakzaNAni
   BhP_11.23.043/3 śuklāni kṛṣṇāny atha lohitāni tebhyaḥ sa-varṇāḥ sṛtayo	Bhu-_11.23.043/3 SuklAni kRzNAni aTa lohitAni teByaH sa-varNAH sRtayaH-
   bhavanti	Bavanti
   BhP_11.23.044/1 anīha ātmā manasā samīhatā hiraṇ-mayo mat-sakha udvicaṣṭe	Bhu-_11.23.044/1 anIhaH AtmA manasA samIhatA hiraN-mayaH mat--saKaH udvicazwe
   BhP_11.23.044/3 manaḥ sva-liṅgaṃ parigṛhya kāmān juṣan nibaddho	Bhu-_11.23.044/3 manaH sva--liFgam parigRhya kAmAn juzan nibadDaH-
   guṇa-saṅgato 'sau	guNa--saFgataH asO
   BhP_11.23.045/1 dānaṃ sva-dharmo niyamo yamaś ca śrutaṃ ca karmāṇi ca	Bhu-_11.23.045/1 dAnam sva--DarmaH niyamaH yamaH ca Srutam ca karmANi ca
   sad-vratāni	sat--vratAni
   BhP_11.23.045/3 sarve mano-nigraha-lakṣaṇāntāḥ paro hi yogo manasaḥ	Bhu-_11.23.045/3 sarve mano--nigraha--lakzaNa-antAH paraH hi yogaH manasaH
   samādhiḥ	samADiH
   BhP_11.23.046/1 samāhitaṃ yasya manaḥ praśāntaṃ dānādibhiḥ kiṃ vada tasya	Bhu-_11.23.046/1 samAhitam yasya manaH praSAntam dAna-AdiBiH kim vada tasya
   kṛtyam	kRtyam
   BhP_11.23.046/3 asaṃyataṃ yasya mano vinaśyad dānādibhiś ced aparaṃ kim	Bhu-_11.23.046/3 asaMyatam yasya manaH vinaSyat dAna-AdiBiH ced aparam kim
   ebhiḥ	eBiH
   BhP_11.23.047/1 mano-vaśe 'nye hy abhavan sma devā manaś ca nānyasya vaśaṃ	Bhu-_11.23.047/1 mano--vaSe anye hi aBavan sma devAH manaH ca na-anyasya vaSam
   sameti	sameti
   BhP_11.23.047/3 bhīṣmo hi devaḥ sahasaḥ sahīyān yuñjyād vaśe taṃ sa hi	Bhu-_11.23.047/3 BIzmaH hi devaH sahasaH sahIyAn yuQjyAt vaSe tam sa hi
   deva-devaḥ	deva-devaH
   BhP_11.23.048/1 tam durjayaṃ śatrum asahya-vegam arun-tudaṃ tan na vijitya	Bhu-_11.23.048/1 tam durjayam Satrum asahya--vegam arun-tudam tat na vijitya
   kecit	kecid-
   BhP_11.23.048/3 kurvanty asad-vigraham atra martyair mitrāṇy udāsīna-ripūn	Bhu-_11.23.048/3 kurvanti asat--vigraham atra martyEH mitrANi udAsIna--ripUn
   vimūḍhāḥ	vimUXAH
   BhP_11.23.049/1 dehaṃ mano-mātram imaṃ gṛhītvā mamāham ity andha-dhiyo	Bhu-_11.23.049/1 deham mano--mAtram imam gRhItvA mama-aham iti anDa-Diyo
   manuṣyāḥ	manuzyAH
   BhP_11.23.049/3 eṣo 'ham anyo 'yam iti bhrameṇa duranta-pāre tamasi	Bhu-_11.23.049/3 ezaH aham anyaH ayam iti BrameNa duranta--pAre tamasi
   bhramanti	Bramanti
   BhP_11.23.050/1 janas tu hetuḥ sukha-duḥkhayoś cet kim ātmanaś cātra hi	Bhu-_11.23.050/1 janaH tu hetuH suKa--duHKayoH ced kim AtmanaH ca-atra hi
   bhaumayos tat	BOmayoH tat-
   BhP_11.23.050/3 jihvāṃ kvacit sandaśati sva-dadbhis tad-vedanāyāṃ katamāya	Bhu-_11.23.050/3 jihvAm kvacid sandaSati sva-dadBiH tad--vedanAyAm katamAya
   kupyet	kupyet-
   BhP_11.23.051/1 duḥkhasya hetur yadi devatās tu kim ātmanas tatra	Bhu-_11.23.051/1 duHKasya hetuH yadi devatAH tu kim AtmanaH tatra
   vikārayos tat	vikArayoH tat-
   BhP_11.23.051/3 yad aṅgam aṅgena nihanyate kvacit krudhyeta kasmai puruṣaḥ	Bhu-_11.23.051/3 yat aFgam aFgena nihanyate kvacid kruDyeta kasmE puruzaH
   sva-dehe	sva--dehe
   BhP_11.23.052/1 ātmā yadi syāt sukha-duḥkha-hetuḥ kim anyatas tatra	Bhu-_11.23.052/1 AtmA yadi syAt suKa--duHKa--hetuH kim anyatas tatra
   nija-svabhāvaḥ	nija--svaBAvaH
   BhP_11.23.052/3 na hy ātmano 'nyad yadi tan mṛṣā syāt krudhyeta kasmān na	Bhu-_11.23.052/3 na hi AtmanaH anyat yadi tat mRzA syAt kruDyeta kasmAt na
   sukhaṃ na duḥkham	suKam na duHKam
   BhP_11.23.053/1 grahā nimittaṃ sukha-duḥkhayoś cet kim ātmano 'jasya	Bhu-_11.23.053/1 grahAH nimittam suKa--duHKayoH ced kim AtmanaH ajasya
   janasya te vai	janasya te vE
   BhP_11.23.053/3 grahair grahasyaiva vadanti pīḍāṃ krudhyeta kasmai puruṣas	Bhu-_11.23.053/3 grahEH grahasya-eva vadanti pIxAm kruDyeta kasmE puruzas
   tato 'nyaḥ	tatas anyaH
   BhP_11.23.054/1 karmāstu hetuḥ sukha-duḥkhayoś cet kim ātmanas tad dhi	Bhu-_11.23.054/1 karma-astu hetuH suKa--duHKayoH ced kim AtmanaH tat Di
   jaḍājaḍatve	jaxa-ajaxa-tve
   BhP_11.23.054/3 dehas tv acit puruṣo 'yaṃ suparṇaḥ krudhyeta kasmai na hi	BhP_11.23.054/3 dehaH tu acit puruzaH ayam suparNaH kruDyeta kasmE na hi
   karma mūlam	karma mUlam
   BhP_11.23.055/1 kālas tu hetuḥ sukha-duḥkhayoś cet kim ātmanas tatra	BhP_11.23.055/1 kAlaH tu hetuH suKa--duHKayoH ced kim AtmanaH tatra
   tad-ātmako 'sau	tat--a-AtmakaH asO
   BhP_11.23.055/3 nāgner hi tāpo na himasya tat syāt krudhyeta kasmai na	Bhu-_11.23.055/3 na-agneH hi tApaH na himasya tat syAt kruDyeta kasmE na
   parasya dvandvam	parasya dvandvam
   BhP_11.23.056/1 na kenacit kvāpi kathañcanāsya dvandvoparāgaḥ parataḥ	Bhu-_11.23.056/1 na kenacid kvApi kaTaQcana-asya dvandva-uparAgaH paratas-
   parasya	parasya
   BhP_11.23.056/3 yathāhamaḥ saṃsṛti-rūpiṇaḥ syād evaṃ prabuddho na bibheti	Bhu-_11.23.056/3 yaTA-ahamaH saMsRti--rUpiNaH syAt evam prabudDaH na biBeti
   bhūtaiḥ	BUtEH
   BhP_11.23.057/1 etāṃ sa āsthāya parātma-niṣṭhām adhyāsitāṃ pūrvatamair	Bhu-_11.23.057/1 etAm saH AsTAya para-Atma--nizWAm aDyAsitAm pUrvatamEH-
   maharṣibhiḥ	mahA-RziBiH
   BhP_11.23.057/3 ahaṃ tariṣyāmi duranta-pāraṃ tamo mukundāṅghri-niṣevayaiva	Bhu-_11.23.057/3 aham tarizyAmi duranta--pAram tamaH mukunda-aFGri--nizevayA-eva
   BhP_11.23.058/0 śrī-bhagavān uvāca	Bhu-_11.23.058/0 SrI--BagavAn uvAca
   BhP_11.23.058/1 nirvidya naṣṭa-draviṇe gata-klamaḥ pravrajya gāṃ	Bhu-_11.23.058/1 nirvidya nazwa--draviNe gata-klamaH pravrajya gAm
   paryaṭamāna ittham	paryawamAnaH itTam
   BhP_11.23.058/3 nirākṛto 'sadbhir api sva-dharmād akampito 'mūṃ munir āha	BhP_11.23.058/3 nirAkRtaH asadBiH api sva--DarmAt akampitaH amUm muniH Aha
   gāthām	gATAm
   BhP_11.23.059/1 sukha-duḥkha-prado nānyaḥ puruṣasyātma-vibhramaḥ	Bhu-_11.23.059/1 suKa--duHKa--pradaH na-anyaH puruzasya-Atma--viBramaH
   BhP_11.23.059/3 mitrodāsīna-ripavaḥ saṃsāras tamasaḥ kṛtaḥ	Bhu-_11.23.059/3 mitra-udAsIna-ripavaH saMsAraH tamasaH kRtaH
   BhP_11.23.060/1 tasmāt sarvātmanā tāta nigṛhāṇa mano dhiyā	Bhu-_11.23.060/1 tasmAt sarva-AtmanA tAta nigRhANa manaH DiyA
   BhP_11.23.060/3 mayy āveśitayā yukta etāvān yoga-saṅgrahaḥ	Bhu-_11.23.060/3 mayi AveSitayA yuktaH etAvAn yoga--saFgrahaH
   BhP_11.23.061/1 ya etāṃ bhikṣuṇā gītāṃ brahma-niṣṭhāṃ samāhitaḥ	Bhu-_11.23.061/1 yaH etAm BikzuNA gItAm brahma--nizWAm samAhitaH
   BhP_11.23.061/3 dhārayañ chrāvayañ chṛṇvan dvandvair naivābhibhūyate	Bhu-_11.23.061/3 DArayan CrAvayan SRNvan dvandvEH na-eva-aBiBUyate
   BhP_11.24.001/0 śrī-bhagavān uvāca	Bhu-_11.24.001/0 SrI--BagavAn uvAca
   BhP_11.24.001/1 atha te sampravakṣyāmi sāṅkhyaṃ pūrvair viniścitam	Bhu-_11.24.001/1 aTa te sampravakzyAmi sAFKyam pUrvEH viniScitam
   BhP_11.24.001/3 yad vijñāya pumān sadyo jahyād vaikalpikaṃ bhramam	Bhu-_11.24.001/3 yat vijQAya pumAn sadyas jahyAt vEkalpikam Bramam
   BhP_11.24.002/1 āsīj jñānam atho artha ekam evāvikalpitam	Bhu-_11.24.002/1 AsIt jQAnam aTo arTaH ekam eva-avikalpitam
   BhP_11.24.002/3 yadā viveka-nipuṇā ādau kṛta-yuge 'yuge	Bhu-_11.24.002/3 yadA viveka--nipuNAH AdO kRta--yuge ayuge
   BhP_11.24.003/1 tan māyā-phala-rūpeṇa kevalaṃ nirvikalpitam	Bhu-_11.24.003/1 tat mAyA-Pala--rUpeNa kevalam nirvikalpitam
   BhP_11.24.003/3 vāṅ-mano-'gocaraṃ satyaṃ dvidhā samabhavad bṛhat	Bhu-_11.24.003/3 vAc--mano--agocaram satyam dviDA samaBavat bRhat-
   BhP_11.24.004/1 tayor ekataro hy arthaḥ prakṛtiḥ sobhayātmikā	Bhu-_11.24.004/1 tayoH ekataraH hi arTaH prakRtiH sa-uBaya-AtmikA
   BhP_11.24.004/3 jñānaṃ tv anyatamo bhāvaḥ puruṣaḥ so 'bhidhīyate	Bhu-_11.24.004/3 jQAnam tu anyatamaH BAvaH puruzaH saH aBiDIyate
   BhP_11.24.005/1 tamo rajaḥ sattvam iti prakṛter abhavan guṇāḥ	Bhu-_11.24.005/1 tamaH rajaH sattvam iti prakRteH aBavan guNAH
   BhP_11.24.005/3 mayā prakṣobhyamāṇāyāḥ puruṣānumatena ca	Bhu-_11.24.005/3 mayA prakzoByamANAyAH puruza-anumatena ca
   BhP_11.24.006/1 tebhyaḥ samabhavat sūtraṃ mahān sūtreṇa saṃyutaḥ	Bhu-_11.24.006/1 teByaH samaBavat sUtram mahAn sUtreNa saMyutaH
   BhP_11.24.006/3 tato vikurvato jāto yo 'haṅkāro vimohanaḥ	Bhu-_11.24.006/3 tatas vikurvataH jAtaH yaH ahaFkAraH vimohanaH
   BhP_11.24.007/1 vaikārikas taijasaś ca tāmasaś cety ahaṃ tri-vṛt	BhP_11.24.007/1 vEkArikaH tEjasaH ca tAmasaH ca-iti aham tri-vRt-
   BhP_11.24.007/3 tan-mātrendriya-manasāṃ kāraṇaṃ cid-acin-mayaḥ	Bhu-_11.24.007/3 tan--mAtra-indriya-manasAm kAraNam cit--a-cin--mayaH
   BhP_11.24.008/1 arthas tan-mātrikāj jajñe tāmasād indriyāṇi ca	Bhu-_11.24.008/1 arTaH tan--mAtrikAt jajQe tAmasAt indriyANi ca
   BhP_11.24.008/3 taijasād devatā āsann ekādaśa ca vaikṛtāt	Bhu-_11.24.008/3 tEjasAt devatAH Asan ekAdaSa ca vEkRtAt-
   BhP_11.24.009/1 mayā sañcoditā bhāvāḥ sarve saṃhatya-kāriṇaḥ	Bhu-_11.24.009/1 mayA saQcoditAH BAvAH sarve saMhatya--kAriNaH
   BhP_11.24.009/3 aṇḍam utpādayām āsur mamāyatanam uttamam	Bhu-_11.24.009/3 aNxam utpAdayAm AsuH mama-Ayatanam uttamam
   BhP_11.24.010/1 tasminn ahaṃ samabhavam aṇḍe salila-saṃsthitau	Bhu-_11.24.010/1 tasmin aham samaBavam aNxe salila--saMsTitO
   BhP_11.24.010/3 mama nābhyām abhūt padmaṃ viśvākhyaṃ tatra cātma-bhūḥ	Bhu-_11.24.010/3 mama nAByAm aBUt padmam viSva-AKyam tatra ca-Atma-BUH
   BhP_11.24.011/1 so 'sṛjat tapasā yukto rajasā mad-anugrahāt	Bhu-_11.24.011/1 saH asRjat tapasA yuktaH rajasA mad--anugrahAt
   BhP_11.24.011/3 lokān sa-pālān viśvātmā bhūr bhuvaḥ svar iti tridhā	Bhu-_11.24.011/3 lokAn sa-pAlAn viSvAtmA BUH BuvaH svar iti triDA
   BhP_11.24.012/1 devānām oka āsīt svar bhūtānāṃ ca bhuvaḥ padam	Bhu-_11.24.012/1 devAnAm okaH AsIt svar BUtAnAm ca BuvaH padam
