   REFERENCE SYSTEM:	RA-eFA-eRENCE SYSTEM:
   4 6 2 1600a bhūyāma te sumatau vājino vayaṃ mā na starabhimātaye .	4 6 2 1600a BUyAma te sumatO vAjinaH vayam mA na staraBimAtaye .
   4 6 2 1600c asmāṃ citrābhiravatādabhiṣṭibhirā naḥ sumneṣu yāmaya .. 1422	4 6 2 1600t asmAm citrABiH-avatAt-aBizwiBirAH naH sumnezu yAmayaH .. 1422
   4 6 2 1701a trirasmai sapta dhenavo duduhrire satyāmāśiraṃ parame vyomani	4 6 2 1701a tris-asmE sapta DenavaH duduhrire satya-AmASiram parame vyomani
   4 6 2 1701c catvāryanyā bhuvanāni nirṇije cārūṇi cakre yadṛtairavardhata	4 6 2 1701t catvAri-anyA BuvanAni nirNije cArUNi cakre yadRtEH-avarData
   4 6 2 1702a sa bhakṣamāṇo amṛtasya cāruṇa ubhe dyāvā kāvyenā vi śaśrathe .	4 6 2 1702a sa BakzamANaH amRtasya ca-aruNaH uBe dyAvA kAvyenA vi SaSraTe .
   4 6 2 1702c tejiṣṭhā apo maṃhanā pari vyata yadī devasya śravasā sado	4 6 2 1702c tejizWA apaH maMhanA pari vyata yadI devasya SravasA sadaH-
   viduḥ .. 1424	viduH .. 1424
   4 6 2 1703a te asya santu ketavo 'mṛtyavo 'dābhyāso januṣī ubhe anu .	4 6 2 1703a te asya santu ketavaH amRtyavaH ada-aByAsaH januzI uBe anu .
   4 6 2 1703c yebhirnṛmṇā ca devyā ca punata ādidrājānaṃ mananā agṛbhṇata ..	4 6 2 1703t yeBiH-nRmNA ca devyA ca punataH AdidrAjAnam mananA agRBNata ..
   4 6 2 1801a abhi vāyuṃ vītyarṣā gṛṇāno3 'bhi mitrāvaruṇā pūyamānaḥ .	4 6 2 1801a aBi vAyum vIti-arzA gRNAn-o3 aBi mitrAvaruNA pUyamAnaH .
   4 6 2 1801c abhī naraṃ dhījavanaṃ ratheṣṭhāmabhīndraṃ vṛṣaṇaṃ vajrabāhum	4 6 2 1801c aBI naram DI-javanam raTezWAm-aBIndram vRzaNam vajra-bAhum
   4 6 2 1802a abhi vastrā suvasanānyarṣābhi dhenūḥ sudughāḥ pūyamānaḥ .	4 6 2 1802a aBi vastrA su-vasanAni-arzABi DenUH su-duGAH pUyamAnaH .
   4 6 2 1802c abhi candrā bharttave no hiraṇyābhyaśvānrathino deva soma ..	4 6 2 1802c aBi candrAH Barttave naH hiraNya-aByaSvAn-raTinaH deva somaH ..
   4 6 2 1803a abhī no arṣa divyā vasūnyabhi viśvā pārthivā pūyamānaḥ .	4 6 2 1803a aBI naH arza divyA vasUni-aBi viSvA pArTivA pUyamAnaH .
   4 6 2 1803c abhi yena draviṇamaśnavāmābhyārṣeyaṃ jamadagnivannaḥ .. 1428	4 6 2 1803c aBi yena draviNam-aSna-vAma-aByArzeyam jamadagni-vat-naH .. 1428
   4 6 2 1901a yajjāyathā apūrvya maghavanvṛtrahatyāya .	4 6 2 1901a yat-jAyaTAH apUrvya maGavan-vRtra-hatyAya .
   4 6 2 1901c tatpṛthivīmaprathayastadastabhnā uto divam .. 1429	4 6 2 1901c tad-pRTivIm-apraTayaH-tad-astaBnAH utas divam .. 1429
   4 6 2 1902a tatte yajño ajāyata tadarka uta haskṛtiḥ .	4 6 2 1902a tat-te yajQaH ajAyata tad-arkaH uta haskRtiH .
   4 6 2 1902c tadviśvamabhibhūrasi yajjātaṃ yacca jantvam .. 1430	4 6 2 1902c tad-viSvam-aBiBUrasi yat-jAtam yat-ca jantvam .. 1430
   4 6 2 1903a āmāsu pakvamairaya ā sūryaṃ rohayo divi .	4 6 2 1903aH AmAsu pakvam-ErayaH A sUryam rohayaH divi .
   4 6 2 1903c gharmaṃ na sāmaṃ tapatā suvṛktibhirjuṣṭaṃ girvaṇase bṛhat ..	4 6 2 1903t Garmam na sAmam tapatA su-vRktiBiH-juzwam girvaNase bRhat ..
   4 6 2 2001a matsyapāyi te mahaḥ pātrasyeva harivo matsaro madaḥ .	4 6 2 2001a matsya-pAyi te mahaH pAtrasya-iva harivaH matsaraH madaH .
   4 6 2 2001c vṛṣā te vṛṣṇa indurvājī sahasrasātamaḥ .. 1432	4 6 2 2001t vRzA te vRzNaH induH-vAjI sahasra-sAtamaH .. 1432
   4 6 2 2002a ā naste gantu matsaro vṛṣā mado vareṇyaḥ .	4 6 2 2002aH AH naH-te gantu matsaraH vRzA madaH vareNyaH .
   4 6 2 2002c sahāvāṃ indra sānasiḥ pṛtanaṣāḍamartyaḥ .. 1433	4 6 2 2002c saha-AvAm indra sAnasiH pRtanazAxa-martyaH .. 1433
   4 6 2 2003a tvaṃ hi śūraḥ sanitā codayo manuṣo ratham .	4 6 2 2003a tvam hi SUraH sanitA ca-udayaH manuzaH raTam .
   4 6 2 2003c sahāvāndasyumavratamoṣaḥ pātraṃ na śociṣā .. 1434	4 6 2 2003c sahAvAn-dasyum-avrata-mozaH pAtram na SocizA .. 1434
   ṣaṣṭha prapāṭhakaḥ . tṛtīyo 'rdhaḥ	zazWa prapAWakaH . tRtIyaH arDaH
   4 6 3 0101a pavasva vṛṣṭimā su no 'pāmūrmiṃ divaspari .	4 6 3 0101a pavasva vRzwimA su naH apAm-Urmim divaspari .
   4 6 3 0101c ayakṣmā bṛhatīriṣaḥ .. 1435	4 6 3 0101c ayakzmA bRhatIrizaH .. 1435
   4 6 3 0102a tayā pavasva dhārayā yayā gāva ihāgaman .	4 6 3 0102a tayA pavasva DArayA yayA gAvaH iha-Agaman .
   4 6 3 0102c janyāsa upa no gṛham .. 1436	4 6 3 0102d janyAsaH upa naH gRham .. 1436
   4 6 3 0103a ghṛtaṃ pavasva dhārayā yajñeṣu devavītamaḥ .	4 6 3 0103a GRtam pavasva DArayA yajQezu devavItamaH .
   4 6 3 0103c asmabhyaṃ vṛṣṭimā pava .. 1437	4 6 3 0103t asmaByam vRzwimA pava .. 1437
   4 6 3 0104a sa na ūrje vyā3vyayaṃ pavitraṃ dhāva dhārayā .	4 6 3 0104a sa naH Urje vyA3-vyayam pavitram DAva DArayA .
   4 6 3 0104c devāsaḥ śṛṇavanhi kam .. 1438	4 6 3 0104t devAsaH SRNavan-hi kam .. 1438
   4 6 3 0105a pavamāno asiṣyadadrakṣāṃsyapajaṅghanat .	4 6 3 0105a pavamAnaH asizyadat-rakzAMsi-apajaFGanat .
   4 6 3 0105c pratnavadrocayanrucaḥ .. 1439	4 6 3 0105d pratnavat-rocayan-rucaH .. 1439
   4 6 3 0201a pratyasmai pipīṣate viśvāni viduṣe bhara .	4 6 3 0201a pratyasmE pipIzate viSvAni viduze Bara .
   4 6 3 0201c araṅgamāya jagmaye 'paścādadhvane naraḥ .. 1440	4 6 3 0201t araFgamAya jagmaye apaScAdaDvane naraH .. 1440
   4 6 3 0202a emenaṃ pratyetana somebhiḥ somapātamam .	4 6 3 0202aH em-enam pratyetana someBiH somapAtamam .
   4 6 3 0202c amatrebhirṛjīṣiṇamindraṃ sutebhirindubhiḥ .. 1441	4 6 3 0202t amatreBiH-RjIziNam-indram suteBiH-induBiH .. 1441
   4 6 3 0203a yadī sutebhirindubhiḥ somebhiḥ pratibhūṣatha .	4 6 3 0203a yadI suteBiH-induBiH someBiH pratiBUzaTa .
   4 6 3 0203c vedā viśvasya medhiro dhṛṣattantamideṣate .. 1442	4 6 3 0203t vedAH viSvasya meDiraH DRzat-tantam-idezate .. 1442
   4 6 3 0204a asmāasmā idandhaso 'dhvaryo pra bharā sutam .	4 6 3 0204a asmAasmE idanDasaH aDvaryaH pra BarA sutam .
   4 6 3 0204c kuvitsamasya jenyasya śardhato 'bhiśasteravasvarat .. 1443	4 6 3 0204c kuvid-samasya jenyasya SarDataH aBiSasteH-avasvarat .. 1443
   4 6 3 0301a babhrave nu svatavase 'ruṇāya divispṛśe .	4 6 3 0301a baBrave nu svatavase aruNAya divispRSe .
   4 6 3 0301c somāya gāthamarcata .. 1444	4 6 3 0301d somAya gATam-arcata .. 1444
   4 6 3 0302a hastacyutebhiradribhiḥ sutaṃ somaṃ punītana .	4 6 3 0302a hasta-cyuteBiH-adriBiH sutam somam punItana .
   4 6 3 0302c madhāvā dhāvatā madhu .. 1445	4 6 3 0302d maDAvAH DAvatA maDu .. 1445
   4 6 3 0303a namasedupa sīdata dadhnedabhi śrīṇītana .	4 6 3 0303a namaset-upa sIdata daDnet-aBi SrINI-tana .
   4 6 3 0303c indumindre dadhātana .. 1446	4 6 3 0303t indum-indre daDAtana .. 1446
   4 6 3 0304a amitrahā vicarṣaṇiḥ pavasva soma śaṃ gave .	4 6 3 0304a amitra-hA vicarzaNiH pavasva soma Sam gave .
   4 6 3 0304c devebhyo anukāmakṛt .. 1447	4 6 3 0304c deveByaH anukAma-kRt .. 1447
   4 6 3 0305a indrāya soma pātave madāya pari ṣicyase .	4 6 3 0305aH indrAya soma pAtave madAya pari zicyase .
   4 6 3 0305c manaścinmanasaspatiḥ .. 1448	4 6 3 0305c manaH-cid-manasaspatiH .. 1448
   4 6 3 0306a pavamāna suvīryaṃ rayiṃ soma rirīhi naḥ .	4 6 3 0306a pavamAna su-vIryam rayim soma rirIhi naH .
   4 6 3 0306c indavindreṇa no yujā .. 1449	4 6 3 0306t indavindreNa naH yujA .. 1449
   4 6 3 0401a uddhedabhi śrutāmaghaṃ vṛṣamaṃ naryāpasam .	4 6 3 0401aH udDedaBi SrutAm-aGam vRzamam naryApasam .
   4 6 3 0401c astārameṣi sūrya .. 1450	4 6 3 0401t astAram-ezi sUryaH .. 1450
   4 6 3 0402a nava yo navatiṃ puro bibheda bāhvojasā .	4 6 3 0402a nava yaH navatim puras biBeda bAhu-ojasA .
   4 6 3 0402c ahiṃ ca vṛtrahāvadhīt .. 1451	4 6 3 0402c ahim ca vRtrahA-avaDIt .. 1451
   4 6 3 0403a sa na indraḥ śivaḥ sakhāśvāvadgomadyavamat .	4 6 3 0403a sa naH indraH SivaH saKA-aSvAvat-gomadyavamat .
   4 6 3 0403c urudhāreva dohate .. 1452	4 6 3 0403t uruDArA-iva dohate .. 1452
   4 6 3 0501a vibhrāḍ bṛhatpibatu somyaṃ madhvāyurdadhadyajñapatāvavihrutam	4 6 3 0501a viBrAj bRhat-pibatu somyam maDu-AyuH-daDat-yajQa-patO=-avihrutam
   4 6 3 0501c vātajūto yo abhirakṣati tmanā prajāḥ piparti bahudhā vi rājati	4 6 3 0501t vAta-jUtaH yaH aBirakzati tmanA prajAH piparti bahuDA vi rAjati
   4 6 3 0502a vibhrāḍ bṛhatsubhṛtaṃ vājasātamaṃ dharmaṃ divo dharuṇe	4 6 3 0502a viBrAj bRhatsu-BRtam vA-ajasAtamam Darmam divaH DaruNe
   satyamarpitam .	satyam-arpitam .
   4 6 3 0502c amitrahā vṛtrahā dasyuhantamaṃ jyotirjajñe asurahā sapatnahā	4 6 3 0502t amitra-hA vRtrahA dasyu-hantamam jyotiH-jajQe asura-hA sapatna-hA
   4 6 3 0503a idaṃ śreṣṭhaṃ jyotiṣāṃ jyotiruttamaṃ viśvajiddhanajiducyate	4 6 3 0503aH idam SrezWam jyotizAm jyotiH-uttamam viSvajit-Dana-jit-ucyate
   bṛhat .	bRhat .
   4 6 3 0503c viśvabhrāḍ bhrājo mahi sūryo dṛśa uru paprathe saha ojo	4 6 3 0503t viSvaBrAj BrAjaH mahi sUryaH dRSe uru papraTe saha ojaH-
   acyutam .. 1455	acyutam .. 1455
   4 6 3 0601a indra kratuṃ na ā bhara pitā putrebhyo yathā .	4 6 3 0601aH indra kratum naH A Bara pitA putreByaH yaTA .
   4 6 3 0601c śikṣā ṇo asminpuruhūta yāmani jīva jyotiraśīmahi .. 1456	4 6 3 0601c SikzA NaH asmin-puruhUta yAmani jIva jyotiH-aSImahi .. 1456
   4 6 3 0602a mā no ajñātā vṛjanā durādhyo3 māśivāso 'va kramuḥ .	4 6 3 0602a mA naH ajQAtA vRjanA durADyo3 mASivAsaH ava kramuH .
   4 6 3 0602c tvayā vayaṃ pravataḥ śaśvatīrapo 'ti śūra tarāmasi .. 1457	4 6 3 0602c tvayA vayam pravataH SaSvatIH-apaH ati SUra tarAmasi .. 1457
   4 6 3 0701a adyādyā śvaḥśva indra trāsva pare ca naḥ .	4 6 3 0701a adya-AdyA SvaHSvaH indra trAsva pare ca naH .
   4 6 3 0701c viśvā ca no jaritR^īntsatpate ahā divā naktaṃ ca rakṣiṣaḥ ..	4 6 3 0701t viSvA ca naH jaritR^Intsatpate ahA divA naktam ca rakzizaH ..
   4 6 3 0702a prabhaṅgī śūro maghavā tuvīmaghaḥ sammiślo viryāya kam .	4 6 3 0702a praBaFgI SUraH maGavA tuvImaGaH sammiSlaH viryAya kam .
   4 6 3 0702c ubhā te bāhū vṛṣaṇā śatakrato ni yā vajraṃ mimikṣatuḥ .. 1459	4 6 3 0702c uBA te bAhU vRzaNA Satakrato ni yA vajram mimikzatuH .. 1459
   4 6 3 0801a janīyanto nvagravaḥ putrīyantaḥ sudānavaḥ .	4 6 3 0801a janIyantaH nu-agravaH putrIyantaH su-dAnavaH .
   4 6 3 0801c sarasvantaṃ havāmahe .. 1460	4 6 3 0801c sarasvantam havAmahe .. 1460
   4 6 3 0901a uta naḥ priyā priyāsu saptasvasā sujuṣṭā .	4 6 3 0901aH uta naH priyA priyAsu sapta-svasA su-juzwA .
   4 6 3 0901c sarasvatī stomyā bhūt .. 1461	4 6 3 0901c sarasvatI stomyAH BUt .. 1461
   4 6 3 1001a tatsaviturvareṇyaṃ bhargo devasya dhīmahi .	4 6 3 1001a tat-savituH-vareNyam BargaH devasya DImahi .
   4 6 3 1001c dhiyo yo naḥ pracodayāt .. 1462	4 6 3 1001c DiyaH yaH naH pracodayAt .. 1462
   4 6 3 1002a somānāṃ svaraṇaṃ kṛṇuhi brahmaṇaspate .	4 6 3 1002a somAnAm svaraNam kRNuhi brahmaNaspate .
   4 6 3 1002a kakṣīvantaṃ ya auśijaḥ .. 1463	4 6 3 1002a kakzIvantam yaH OSijaH .. 1463
   4 6 3 1003a agna āyūṃṣi pavase ā suvorjaṃ iṣaṃ ca naḥ .	4 6 3 1003a agne AyUMzi pavase A suvorjam izam ca naH .
   4 6 3 1003a āre bādhasva ducchunām .. 1464	4 6 3 1003aH Are bADasva ducCunAm .. 1464
   4 6 3 1101a tā naḥ śaktaṃ pārthivasya maho rāyo divyasya .	4 6 3 1101a tAH naH Saktam pArTivasya mahaH rAyaH divyasya .
   4 6 3 1101c mahi vā kṣatraṃ deveṣu .. 1465	4 6 3 1101d mahi vA kzatram devezu .. 1465
   4 6 3 1102a ṛtamṛtena sapanteṣiraṃ dakṣamāśāte .	4 6 3 1102aH Rta-mRtena sapanteziram dakzam-ASAte .
   4 6 3 1102c adruhā devau vardhete .. 1466	4 6 3 1102t adruhAH devO varDete .. 1466
   4 6 3 1103a vṛṣṭidyāvā rītyāpeṣaspatī dānumatyāḥ .	4 6 3 1103a vRzwidyAvA rItyA-apezaspatI dAnumatyAH .
   4 6 3 1103c bṛhantaṃ garttamāśāte .. 1467	4 6 3 1103t bRhantam garttam-ASAte .. 1467
   4 6 3 1201a yuñjanti bradhnamaruṣaṃ carantaṃ pari tasthuṣaḥ .	4 6 3 1201a yuQjanti braDna-maruzam carantam pari tasTuzaH .
   4 6 3 1201c rocante rocanā divi .. 1468	4 6 3 1201c rocante rocanA divi .. 1468
   4 6 3 1202a yuñjantyasya kāmyā harī vipakṣasā rathe .	4 6 3 1202a yuQjanti-asya kAmyA harI vipakzasA raTe .
   4 6 3 1202c śoṇā dhṛṣṇū nṛvāhasā .. 1469	4 6 3 1202d SoNA DRzNU nR-vAhasAH .. 1469
   4 6 3 1203a ketuṃ kṛṇvannaketave peśo maryā apeśase .	4 6 3 1203a ketum kRNu-an=-aketave peSaH maryAH apeSase .
   4 6 3 1203c samuṣadbhirajāyathāḥ .. 1470	4 6 3 1203c samuzadBiH-ajA-yaTAH .. 1470
   4 6 3 1301a ayaṃ soma indra tubhyaṃ sunve tubhyaṃ pavate tvamasya pāhi .	4 6 3 1301aH ayam somaH indra tuByam sunve tuByam pavate tvam-asya pAhi .
   4 6 3 1301c tvaṃ ha yaṃ cakṛṣe tvaṃ vavṛṣa induṃ madāya yujyāya somam ..	4 6 3 1301c tvam ha yam ca-kRze tvam vavRzaH indum madAya yujyAya somam ..
   4 6 3 1302a sa īṃ ratho na bhuriṣāḍayoji mahaḥ purūṇi sātaye vasūni .	4 6 3 1302a saH Im raTaH na BurizAxa-yoji mahaH purUNi sAtaye vasUni .
   4 6 3 1302c ādīṃ viśvā nahuṣyāṇi jātā svarṣātā vana ūrdhvā navanta .. 1472	4 6 3 1302t AdIm viSvA nahuzyANi jAtA svarzAtAH vanaH UrDvAH navanta .. 1472
   4 6 3 1303a śuṣmī śardho na mārutaṃ pavasvānabhiśastā divyā yathā viṭ .	4 6 3 1303a SuzmI SarDaH na mArutam pavasva-an-aBiSastAH divyA yaTA viz .
   4 6 3 1303c āpo na makṣū sumatirbhavā naḥ sahasrāpsāḥ pṛtanāṣāṇna yajñaḥ	4 6 3 1303t ApaH na makzU sumatiH-BavAH naH sahasrApsAH pRta-nAzANna yajQaH
   4 6 3 1401a tvamagne yajñānāṃ hotā viśveṣāṃ hitaḥ .	4 6 3 1401a tvam-agne yajQAnAm hotA viSvezAm hitaH .
   4 6 3 1401c devebhirmānuṣe jane .. 1474	4 6 3 1401c deveBiH-mAnuze jane .. 1474
   4 6 3 1402a sa no mandrābhiradhvare jihvābhiryajā mahaḥ .	4 6 3 1402a sa naH mandrABiH-aDvare jihvABiH-yajAH mahaH .
   4 6 3 1402c ā devānvakṣi yakṣi ca .. 1475	4 6 3 1402t A devAn-vakzi yakzi ca .. 1475
   4 6 3 1403a vetthā hi vedho adhvanaḥ pathaśca devāñjasā .	4 6 3 1403a vetTAH hi veDaH aDvanaH paTaH-ca devAn-jasA .
   4 6 3 1403c agne yajñeṣu sukrato .. 1476	4 6 3 1403c agne yajQezu sukrataH .. 1476
   4 6 3 1501a hotā devo amartyaḥ purastādeti māyayā .	4 6 3 1501a hotA devaH amartyaH purastAt-a-iti mAyayA .
   4 6 3 1501c vidathāni pracodayan .. 1477	4 6 3 1501t vidaTAni pracodayan .. 1477
   4 6 3 1502a vājī vājeṣu dhīyate 'dhvareṣu pra ṇīyate .	4 6 3 1502a vAjI vAjezu DIyate aDvarezu pra NIyate .
   4 6 3 1502c vipro yajñasya sādhanaḥ .. 1478	4 6 3 1502t vipraH yajQasya sADanaH .. 1478
   4 6 3 1503a dhiyā cakre vareṇyo bhūtānāṃ garbhamā dadhe .	4 6 3 1503a DiyA cakre vareNyaH BUtAnAm garBamAH daDe .
   4 6 3 1503c dakṣasya pitaraṃ tanā .. 1479	4 6 3 1503t dakzasya pitaram tanAH .. 1479
   4 6 3 1601a ā sute siñcata śriyaṃ rodasyorabhiśriyam .	4 6 3 1601aH A sute siQcata Sriyam rodasyoH-aBiSriyam .
   4 6 3 1601c rasā dadhīta vṛṣabham .. 1480	4 6 3 1601d rasAH daDIta vRzaBam .. 1480
   4 6 3 1602a te jānata svamokyā3ṃ saṃ vatsāso na mātṛbhiḥ .	4 6 3 1602a te jAnata sva-mokyA3m sam vatsAsaH na mAtRBiH .
   4 6 3 1602c mitho nasanta jāmibhiḥ .. 1481	4 6 3 1602t miTas nasanta jAmiBiH .. 1481
   4 6 3 1603a upa srakveṣu bapsataḥ kṛṇvate dharuṇaṃ divi .	4 6 3 1603aH upa srakvezu bapsataH kRNvate DaruNam divi .
   4 6 3 1603c indre agnā namaḥ svaḥ .. 1482	4 6 3 1603t indre agnA namaH svar .. 1482
   4 6 3 1701a tadidāsa bhuvaneṣu jyeṣṭaṃ yato jajñā ugrastveṣanṛmṇaḥ .	4 6 3 1701a tat-idAsa Buvanezu jyezwam yatas jajQAH ugraH-tveza-nRmNaH .
   4 6 3 1701c sadyo jajñāno ni riṇāti śatrūnanu yaṃ viśve madantyūmāḥ ..	4 6 3 1701d sadyas jajQAnaH ni riNAti SatrUn-anu yam viSve madantyUmAH ..
   4 6 3 1702a vāvṛdhānaḥ śavasā bhūryojāḥ śatrurdāsāya bhiyasaṃ dadhāti .	4 6 3 1702a vAvRDAnaH SavasA BUri-ojAH SatruH-dAsAya Biyasam daDAti .
   4 6 3 1702c avyanacca vyanacca sasni saṃ te navanta prabhṛtā madeṣu ..	4 6 3 1702c avyanat-ca vyanat-ca sasni sam te navanta praBRtAH madezu ..
   4 6 3 1703a tve kratumapi vṛñjanti viśve dviryadete trirbhavantyūmāḥ .	4 6 3 1703a tve kratum-api vRQjanti viSve dviryat-ete tris-Bavanti-UmAH .
   4 6 3 1703c svādoḥ svādīyaḥ svādunā sṛjā samadaḥ su madhu madhunābhi	4 6 3 1703d svAdoH svAdIyaH svAdunA sRjA samadaH su maDu maDunA-aBi
   yodhīḥ .. 1485	yoDIH .. 1485
   4 6 3 1801a trikadrukeṣu mahiṣo yavāśiraṃ	4 6 3 1801a trikadrukezu mahizaH yavASiram
   tuviśuṣmastṛmpatsomamapibadviṣṇunā sutaṃ yathāvaśam .	tuviSuzmaH-tRmpad-sa-umam-apibat-vizNunA sutam yaTAvaSam .
   4 6 3 1801c sa īṃ mamāda mahi karma kartave mahāmuruṃ sainaṃ saścaddevo	4 6 3 1801c saH Im mama-Ada mahi karma kartave mahAm-urum sA-enam saH-caddevaH-
   devaṃ satya induḥ satyamindram .. 1486	devam satyaH induH satyam-indram .. 1486
   4 6 3 1802a sākaṃ jātaḥ kratunā sākamojasā vavakṣitha sākaṃ vṛddho vīryaiḥ	4 6 3 1802a sAkam jAtaH kratunA sAkam-ojasA vavakziTa sAkam vRdDaH vIryEH
   sāsahirmṛdho vicarṣaṇiḥ .	sA-asahiH-mRDaH vicarzaNiH .
   4 6 3 1802c dātā rādha stuvate kāmyaṃ vasu pracetana sainaṃ saścaddevo	4 6 3 1802t dAtA rADa stuvate kAmyam vasu pracetana sA-enam saH-caddevaH-
   devaṃ satya induḥ satyamindram .. 1487	devam satyaH induH satyam-indram .. 1487
   4 6 3 1803a adha tviṣīmāṃ abhyojasā kṛviṃ yudhābhavadā rodasī apṛṇadasya	4 6 3 1803a aDa tu-izi-imAm aByojasA kRvim yuDA-aBava-dA rodasI apRNadasya
   majmanā pra vāvṛdhe .	majmanA pra vA-vRDe .
   4 6 3 1803c adhattānyaṃ jaṭhare premaricyata pra cetaya sainaṃ saścaddevo	4 6 3 1803t aDatta-anyam jaWare premaricyata pra cetaya sA-enam saH-caddevaH-
   devaṃ satya induḥ satyamindram .. 1488	devam satyaH induH satyam-indram .. 1488
   saptama prapāṭhakaḥ . prathamo 'rdhaḥ	saptama prapAWakaH . praTamaH arDaH
   4 7 1 0101a abhi pra gopatiṃ girendramarca yathā vide .	4 7 1 0101a aBi pra gopatim girA-indram-arca yaTA vide .
   4 7 1 0101c mūnuṃ satyasya satpatim .. 1489	4 7 1 0101d mUnum satyasya sat-patim .. 1489
   4 7 1 0102a ā harayaḥ sasṛjrire 'ruṣīradhi barhiṣi .	4 7 1 0102aH A harayaH sasRjrire aruzI-H-aDi barhizi .
   4 7 1 0102c yatrābhi saṃnavāmahe .. 1490	4 7 1 0102t yatra-aBi saMnavAmahe .. 1490
   4 7 1 0103a indrāya gāva āśiraṃ duduhre vajriṇe madhu .	4 7 1 0103aH indrAya gAvaH ASiram duduhre vajriNe maDu .
   4 7 1 0103c yatsīmupahvare vidat .. 1491	4 7 1 0103t yat-sIm-upahvare vidat .. 1491
   4 7 1 0201a ā no viśvāsu havyamindraṃ samatsu bhūṣata .	4 7 1 0201aH A naH viSvAsu havyam-indram samatsu BUzata .
   4 7 1 0201c upa brahmāṇi savanāni vṛtrahanparamajyā ṛcīṣama .. 1492	4 7 1 0201c upa brahmANi savanAni vRtrahan-paramajyA RcIzama .. 1492
   4 7 1 0202a tvaṃ dātā prathamo rādhasāmasyasi satya īśānakṛt .	4 7 1 0202a tvam dAtA praTamaH rADasAmasyasi satyaH ISAna-kRt .
   4 7 1 0202c tuvidyumnasya yujyā vṛṇīmahe putrasya śavaso mahaḥ .. 1493	4 7 1 0202c tuvidyumnasya yujyAH vRNImahe putrasya SavasaH mahaH .. 1493
   4 7 1 0301a pratnaṃ pīyūṣaṃ pūrvyaṃ yadukthyaṃ maho gāhaddiva ā	4 7 1 0301a pratnam pIyUzam pUrvyam yat-ukTyam mahaH gAhat-divaH A
   niradhukṣata .	niraDukzata .
   4 7 1 0301c indramabhi jāyamānaṃ samasvaran .. 1494	4 7 1 0301t indram-aBi jAyamAnam sama-svaran .. 1494
   4 7 1 0302a ādīṃ ke citpaśyamānāsa āpyaṃ vasuruco divyā abhyanūṣata .	4 7 1 0302aH AdIm ke cit-paSyamAnAsaH Apyam vasu-rucaH divyAH aByanUzata .
   4 7 1 0302c divo na vāraṃ savitā vyūrṇute .. 1495	4 7 1 0302c divaH na vAram savitA vyUrNute .. 1495
   4 7 1 0303a adha yadime pavamāna rodasī imā ca viśvā bhuvanābhi majmanā .	4 7 1 0303a aDa yat-ime pavamAna rodasI imA ca viSvA BuvanABi majmanAH .
   4 7 1 0303c yūthe na niṣṭhā vṛṣabho vi rājasi .. 1496	4 7 1 0303t yUTe na nizWA vRzaBaH vi rAjasi .. 1496
   4 7 1 0401a imamū ṣu tvamasmākaṃ saniṃ gāyatraṃ navyāṃsam .	4 7 1 0401aH imamU zu tvam-asmAkam sa-nim gAyatram navya-aMsam .
   4 7 1 0401c agne deveṣu pra vocaḥ .. 1497	4 7 1 0401c agne devezu pra vocaH .. 1497
   4 7 1 0402a vibhaktāsi citrabhāno sindhorūrmā upāka ā .	4 7 1 0402a viBaktA-asi citraBAno sinDoH-UrmA upAkaH A .
   4 7 1 0402c sadyo dāśuṣe kṣarasi .. 1498	4 7 1 0402d sadyas dASuze kzarasi .. 1498
   4 7 1 0403a ā no bhaja parameṣvā vājeṣu madhyameṣu .	4 7 1 0403aH A naH Baja parama-izvA vAjezu maDyamezu .
   4 7 1 0403c śikṣā vasvo antamasya .. 1499	4 7 1 0403c SikzA vasvaH antam-asya .. 1499
   4 7 1 0501a ahamiddhi pituṣpari medhāmṛtasya jagraha .	4 7 1 0501a aham-idDi pituzpari meDA-amRtasya jagraha .
   4 7 1 0501c ahaṃ sūrya ivājani .. 1500	4 7 1 0501c aham sUryaH iva-ajani .. 1500
   4 7 1 0502a ahaṃ pratnena janmanā giraḥ śumbhāmi kaṇvavat .	4 7 1 0502a aham pratnena janmanA giraH SumBAmi kaNva-vat .
   4 7 1 0502c yenendraḥ śuṣmamiddadhe .. 1501	4 7 1 0502t yena-indraH Suzmam-iddaDe .. 1501
   4 7 1 0503a ye tvāmindra na tuṣṭuvurṛṣayo ye ca tuṣṭuvuḥ .	4 7 1 0503a ye tvAm-indra na tuzwuvuH-RzayaH ye ca tuzwuvuH .
   4 7 1 0503c mamedvardhasva suṣṭutaḥ .. 1502	4 7 1 0503d mama-it-varDasva suzwutaH .. 1502
   4 7 1 0601a agne viśvebhiragnibhirjoṣi brahma sahaskṛta .	4 7 1 0601a agne viSveBiH-agniBiH-jozi brahma sahaskRta .
   4 7 1 0601c ye devatrā ya āyuṣu tebhirno mahayā giraḥ .. 1503	4 7 1 0601t ye devatrA yaH Ayuzu teBiH-naH mahayA giraH .. 1503
   4 7 1 0602a pra sa viśvebhiragnibhiragniḥ sa yasya vājinaḥ .	4 7 1 0602a pra sa viSveBiH-agniBiH-agniH sa yasya vAjinaH .
   4 7 1 0602c tanaye toke asmadā samyaṅvājaiḥ parīvṛtaḥ .. 1504	4 7 1 0602d tanaye toke asmadA samyaFvAjEH parIvRtaH .. 1504
