   mātṛkā 1	mAtRkA 1
   aurasaḥ kṣetrajaś caiva putrikāputra eva ca /	OrasaH kzetrajaH ca-eva putrikA-putraH eva ca /
   kānīnaś ca sahoḍhaś ca gūḍhotpannas tathaiva ca // Nar_13.43 //	kAnInaH ca sahoXaH ca gUXa-utpannaH taTA-eva ca // Nar_13.43 //
   paunarbhavo 'paviddhaś ca labdhaḥ krītaḥ kṛtas tathā /	pOnarBavaH apavidDaH ca labDaH krItaH kRtaH taTA /
   svayaṃ copagataḥ putrā dvādaśaita udāhṛtāḥ // Nar_13.44 //	svayam ca-upagataH putrAH dvAdaSa-ete udAhRtAH // Nar_13.44 //
   teṣāṃ ṣaḍ bandhudāyādāḥ ṣaḍ adāyādabāndhavāḥ /	tezAm zaw banDu-dAyAdAH zaw adAyAda-bAnDavAH /
   pūrvaḥ pūrvaḥ smṛtaḥ śreyāj jaghanyo yo ya uttaraḥ // Nar_13.45 //	pUrvaH pUrvaH smRtaH SreyAt jaGanyaH yaH yaH uttaraH // Nar_13.45 //
   kramād dhy ete prapadyeran mṛte pitari taddhanam /	kramAt Di ete prapadyeran mRte pitari tad-Danam /
   jyāyaso jyāyaso 'bhāve jaghanyas tad avāpnuyāt // Nar_13.46 //	jyAyasaH jyAyasaH aBAve jaGanyaH tat avApnuyAt // Nar_13.46 //
   putrābhāve tu duhitā tulyasaṃtānadarśanāt /	putra-aBAve tu duhitA tulya-saMtAna-darSanAt /
   putraś ca duhitā coktau pituḥ saṃtānakārakau // Nar_13.47 //	putraH ca duhitA ca-uktO pituH saMtAna-kArakO // Nar_13.47 //
   abhāve tu duhitṝṇāṃ sakulyā bāndhavās tataḥ /	aBAve tu duhitLNAm sakulyAH bAnDavAH tatas /
   tataḥ sajātyāḥ sarveṣām abhāve rājagāmi tat // Nar_13.48 //	tatas sajAtyAH sarvezAm aBAve rAja-gAmi tat // Nar_13.48 //
   anyatra brāhmaṇāt kiṃtu rājā dharmaparāyaṇaḥ /	anyatra brAhmaNAt kiMtu rAjA Darma-parAyaNaH /
   sa strīṇāṃ jīvanaṃ dadyād eṣa dāyavidhiḥ smṛtaḥ // Nar_13.49 //	sa strINAm jIvanam dadyAt eza dAya-viDiH smRtaH // Nar_13.49 //
   14.sāhasam	14.sAhasam
   sahasā kriyate karma yatkiṃcid baladarpitaiḥ /	sahasA kriyate karma yat-kiMcid bala-darpitEH /
   tat sāhasam iti proktaṃ saho balam ihocyate // Nar_14.1 //	tat sAhasam iti proktam sahaH balam iha-ucyate // Nar_14.1 //
   tat punas trividhaṃ jñeyaṃ prathamaṃ madhyamaṃ tathā /	tat punar triviDam jQeyam praTamam maDyamam taTA /
   uttamaṃ ceti śāstreṣu tasyoktaṃ lakṣaṇaṃ pṛthak // Nar_14.2 //	uttamam ca-iti SAstrezu tasya-uktam lakzaNam pRTak // Nar_14.2 //
   phalamūlodakādīnāṃ kṣetropakaraṇasya ca /	Pala-mUla-udaka-AdInAm kzetra-upakaraNasya ca /
   bhaṅgākṣepopamardādyaiḥ prathamaṃ sāhasaṃ smṛtam // Nar_14.3 //	BaFga-Akzepa-upamarda-AdyEH praTamam sAhasam smRtam // Nar_14.3 //
   vāsaḥpaśvannapānānām gṛhopakaraṇasya ca /	vAsaH-paSu-anna-pAnAnAm gRha-upakaraNasya ca /
   etenaiva prakāreṇa madhyamaṃ sāhasaṃ smṛtam // Nar_14.4 //	etena-eva prakAreNa maDyamam sAhasam smRtam // Nar_14.4 //
   vyāpādo viṣaśastrād yaiḥ paradārapradharṣaṇam /	vyApAdaH viza-SastrAt yEH para-dAra-praDarzaNam /
   prāṇoparodhi yac cānyad uktam uttamasāhasam // Nar_14.5 //	prANa-uparoDi yat ca-anyat uktam uttamasAhasam // Nar_14.5 //
   tasya daṇḍaḥ kriyāpekṣaḥ prathamasya śatāvaraḥ /	tasya daNxaH kriyA-apekzaH praTamasya SatAvaraH /
   madhyamasya tu śāstrajñair jñeyaḥ pañcaśatāvaraḥ // Nar_14.6 //	maDyamasya tu SAstra-jQEH jQeyaH paQca-Sata-avaraH // Nar_14.6 //
   vadhaḥ sarvasvaharaṇaṃ purān nirvāsanāṅkane /	vaDaH sarva-sva-haraNam purAt nirvAsana-aFkane /
   tadaṅgaccheda ity ukto daṇḍa uttamasāhase // Nar_14.7 //	tad-aFga=-CedaH iti uktaH daNxaH uttama-sAhase // Nar_14.7 //
   aviśeṣeṇa sarveṣām eṣa daṇḍavidhiḥ smṛtaḥ /	aviSezeNa sarvezAm eza daNxa-viDiH smRtaH /
   vadhād ṛte brāhmaṇasya na vadhaṃ brāhmaṇo 'rhati // Nar_14.8 //	vaDAt Rte brAhmaNasya na vaDam brAhmaNaH arhati // Nar_14.8 //
   śiraso muṇḍanaṃ daṇḍas tasya nirvāsanaṃ purāt /	SirasaH muNxanam daNxaH tasya nirvAsanam purAt /
   lalāṭe cābhiśastāṅkaḥ prayāṇaṃ gardabhena ca // Nar_14.9 //	lalAwe ca-aBiSasta-aFkaH prayANam gardaBena ca // Nar_14.9 //
   syātāṃ saṃvyavahāryau tau dhṛtadaṇḍau tu pūrvayoḥ /	syAtAm saMvyavahAryO tO DRta-daNxO tu pUrvayoH /
   dhṛtadaṇḍo 'py asaṃbhojyo jñeya uttamasāhase // Nar_14.10 //	DRta-daNxaH api asaMBojyaH jQeyaH uttama-sAhase // Nar_14.10 //
   tasyaiva bhedaḥ steyaṃ syād viśeṣas tatra cocyate /	tasya-eva BedaH steyam syAt viSezaH tatra ca-ucyate /
   atisāhasam ākramya steyam āhuś chalena tu // Nar_14.11 //	ati-sAhasam Akramya steyam AhuH Calena tu // Nar_14.11 //
   tad api trividhaṃ proktaṃ dravyāpekṣaṃ manīṣibhiḥ /	tat api triviDam proktam dravya-apekzam manIziBiH /
   kṣudramadhyottamānāṃ tu dravyāṇām apakarṣaṇāt // Nar_14.12 //	kzudra-maDya-uttamAnAm tu dravyANAm apakarzaNAt // Nar_14.12 //
   mṛdbhāṇḍāsanakhaṭvāsthi- dārucarmatṛṇādi yat /	mRd-BANxAsana-KawvA-asTi dAru-carma-tRNa-Adi yat /
   śamīdhānyamudgādīni kṣudradravyam udāhṛtam // Nar_14.13 //	SamIDAnya-mudga-AdIni kzudra-dravyam udAhRtam // Nar_14.13 //
   vāsaḥ kauśeyavarjaṃ ca govarjaṃ paśavas tathā /	vAsaH kOSeya-varjam ca go-varjam paSavaH taTA /
   hiraṇyavarjaṃ lohaṃ ca madhyaṃ vrīhiyavā api // Nar_14.14 //	hiraNya-varjam loham ca maDyam vrIhi-yavAH api // Nar_14.14 //
   hiraṇyaratnakauśeya- strīpuṃgogajavājinaḥ /	hiraNya-ratna-kOSeya strI-puMgaH-ga-ja-vAjinaH /
   devabrāhmaṇarājñāṃ ca dravyaṃ vijñeyam uttamam // Nar_14.15 //	deva-brAhmaNa-rAjQAm ca dravyam vijQeyam uttamam // Nar_14.15 //
   upāyair vividhair eṣāṃ chalayitvāpakarṣaṇam /	upAyEH viviDEH ezAm CalayitvA-apakarzaNam /
   suptapramattamattebhyaḥ steyam āhur manīṣiṇaḥ // Nar_14.16 //	supta-pramatta-matteByaH steyam AhuH manIziNaH // Nar_14.16 //
   sahoḍhagrahaṇāt steyaṃ hoḍhe 'saty upabhogataḥ /	sahoXa-grahaNAt steyam hoXe asati upaBogataH /
   śaṅkā tv asajjanaikārthyād anāyavyayatas tathā // Nar_14.17 //	SaFkA tu asat-jana-EkArTyAt anAyavyayataH taTA // Nar_14.17 //
   bhaktāvakāśadātāraḥ stenānāṃ ye prasarpatām /	Bakta-avakASa-dAtAraH stenAnAm ye prasarpatAm /
   śaktāś ca ya upekṣante te 'pi taddoṣabhāginaḥ // Nar_14.18 //	SaktAH ca ye upekzante te api tad-doza-BAginaH // Nar_14.18 //
   utkrośatāṃ janānāṃ ca hriyamāṇe dhane 'pi ca /	utkroSatAm janAnAm ca hriyamANe Dane api ca /
   śrutvā ye nābhidhāvanti te 'pi taddoṣabhāginaḥ // Nar_14.19 //	SrutvA ye na-aBiDAvanti te api tad-doza-BAginaH // Nar_14.19 //
   sāhaseṣu ya evoktas triṣu daṇḍo manīṣibhiḥ /	sAhasezu yaH eva-uktaH trizu daNxaH manIziBiH /
   sa eva daṇḍaḥ steye 'pi dravyeṣu triṣv anukramāt // Nar_14.20 //	saH eva daNxaH steye api dravyezu trizu anukramAt // Nar_14.20 //
   gavādiṣu praṇaṣṭeṣu dravyeṣv apahṛteṣu vā /	gavA-Adizu praNazwezu dravyezu apahRtezu vA /
   padenānveṣaṇaṃ kuryur ā mūlāt tadvido janāḥ // Nar_14.21 //	padena-anvezaNam kuryuH A mUlAt tad-vidaH janAH // Nar_14.21 //
   grāme vraje vivīte vā yatra saṃnipatet padam /	grAme vraje vivIte vA yatra saMnipatet padam /
   voḍhavyaṃ tad bhavet tena na cet so 'nyatra tan nayet // Nar_14.22 //	voXavyam tat Bavet tena na ced saH anyatra tat nayet // Nar_14.22 //
   pade pramūḍhe bhagne vā viṣamatvāj janāntike /	pade pramUXe Bagne vA vizama-tvAt jana-antike /
   yas tv āsannataro grāmo vrajo vā tatra pātayet // Nar_14.23 //	yaH tu AsannataraH grAmaH vrajaH vA tatra pAtayet // Nar_14.23 //
   same 'dhvani dvayor yatra tena prāyo 'śucir janaḥ /	same aDvani dvayoH yatra tena prAyas aSuciH janaH /
   pūrvāpadānair dṛṣṭo vā saṃsṛṣṭo vā durātmabhiḥ // Nar_14.24 //	pUrva-apadAnEH dRzwaH vA saMsRzwaH vA durAtmaBiH // Nar_14.24 //
   grāmeṣv anveṣaṇaṃ kuryuś caṇḍālavadhakādayaḥ /	grAmezu anvezaNam kuryuH caNxAla-vaDaka-AdayaH /
   rātrisaṃcāriṇo ye ca bahiḥ kuryur bahiścarāḥ // Nar_14.25 //	rAtri-saMcAriNaH ye ca bahis kuryuH bahiScarAH // Nar_14.25 //
   steneṣv alabhyamāneṣu rājā dadyāt svakād dhanāt /	stenezu alaByamAnezu rAjA dadyAt svakAt DanAt /
   upekṣamāṇo hy enasvī dharmād arthāc ca hīyate // Nar_14.26 //	upekzamANaH hi enasvI DarmAt arTAt ca hIyate // Nar_14.26 //
   1516.vāgdaṇḍapāruṣye	1516.vAgdaNxa-pAruzye
   deśajātikulādīnām ākrośanyaṅgasaṃhitam /	deSa-jAti-kula-AdInAm AkroSanI-aFga-saMhitam /
   yad vacaḥ pratikūlārthaṃ vākpāruṣyaṃ tad ucyate // Nar_1516.1 //	yat vacaH pratikUla-arTam vAc-pAruzyam tat ucyate // Nar_1516.1 //
   niṣṭhurāślīlatīvratvāt tad api trividhaṃ smṛtam /	nizWura-aSlIla-tIvra-tvAt tat api triviDam smRtam /
   gauravānukramād asya daṇḍo 'py atra kramād guruḥ // Nar_1516.2 //	gOrava-anukramAt asya daNxaH api atra kramAt guruH // Nar_1516.2 //
   sākṣepaṃ niṣṭhuraṃ jñeyam aślīlaṃ nyaṅgasaṃyutam /	sa-Akzepam nizWuram jQeyam aSlIlam nyaFga-saMyutam /
   pātanīyair upakrośais tīvram āhur manīṣiṇaḥ // Nar_1516.3 //	pAtanIyEH upakroSEH tIvram AhuH manIziNaH // Nar_1516.3 //
   paragātreṣv abhidroho hastapādāyudhādibhiḥ /	para-gAtrezu aBidrohaH hasta-pAda-AyuDa-AdiBiH /
   bhasmādibhiś copaghāto daṇḍapāruṣyam ucyate // Nar_1516.4 //	Basma-AdiBiH ca-upaGAtaH daNxa-pAruzyam ucyate // Nar_1516.4 //
   tasyāpi dṛṣṭaṃ traividhyaṃ mṛdumadhyottamaṃ kramāt /	tasya-api dRzwam trEviDyam mRdu-maDya-uttamam kramAt /
   avagūraṇaniḥsaṅga- pātanakṣatadarśanaiḥ // Nar_1516.5 //	avagUraNa-niHsaFga pAtana-kzata-darSanEH // Nar_1516.5 //
   hīnamadhyottamānāṃ tu dravyāṇām samatikramāt /	hIna-maDya-uttamAnAm tu dravyANAm samatikramAt /
   trīṇy eva sāhasāny āhus tatra kaṇṭakaśodhanam // Nar_1516.6 //	trINi eva sAhasAni AhuH tatra kaNwaka-SoDanam // Nar_1516.6 //
   vidhiḥ pañcavidhas tūkta etayor ubhayor api /	viDiH paQcaviDaH tu-uktaH etayoH uBayoH api /
   viśuddhir daṇḍabhāktvaṃ ca tatra saṃbadhyate yathā // Nar_1516.7 //	viSudDiH daNxa-BAktvam ca tatra saMbaDyate yaTA // Nar_1516.7 //
   pāruṣye sati saṃrambhād utpanne kṣubdhayor dvayoḥ /	pAruzye sati saMramBAt utpanne kzubDayoH dvayoH /
   sa manyate yaḥ kṣamate daṇḍabhāg yo 'tivartate // Nar_1516.8 //	sa manyate yaH kzamate daNxa-BAj yaH ativartate // Nar_1516.8 //
   pāruṣyadoṣāvṛtayor yugapat saṃpravṛttayoḥ /	pAruzya-doza-AvRtayoH yugapad saMpravRttayoH /
   viśeṣaś cen na dṛśyeta vinayaḥ syāt samas tayoḥ // Nar_1516.9 //	viSezaH ced na dRSyeta vinayaH syAt samaH tayoH // Nar_1516.9 //
   pūrvam ākṣārayed yas tu niyataṃ syāt sa doṣabhāk /	pUrvam AkzArayet yaH tu niyatam syAt sa doza-BAj /
   paścād yaḥ so 'py asatkārī pūrve tu vinayo guruḥ // Nar_1516.10 //	paScAt yaH saH api asat-kArI pUrve tu vinayaH guruH // Nar_1516.10 //
   dvayor āpannayos tulyam anubadhnāti yaḥ punaḥ /	dvayoH ApannayoH tulyam anubaDnAti yaH punar /
   sa tayor daṇḍam āpnoti pūrvo vā yadi vetaraḥ // Nar_1516.11 //	sa tayoH daNxam Apnoti pUrvaH vA yadi vA-itaraH // Nar_1516.11 //
   śvapākapaṇḍacaṇḍāla- vyaṅgeṣu vadhavṛttiṣu /	SvapAka-paNxa-caNxAla vyaFgezu vaDa-vRttizu /
   hastipavrātyadāreṣu gurvācāryāṅganāsu ca // Nar_1516.12 //	hastipa-vrAtya-dArezu guru-AcArya-aFganAsu ca // Nar_1516.12 //
   maryādātikrame sadyo ghāta evānuśāsanam /	maryAdA-atikrame sadyas GAtaH eva-anuSAsanam /
   na ca taddaṇḍapāruṣye doṣam āhur manīṣiṇaḥ // Nar_1516.13 //	na ca tad-daNxa-pAruzye dozam AhuH manIziNaH // Nar_1516.13 //
   yam eva hy ativarterann ete santaṃ janaṃ nṛṣu /	yam eva hi ativarteran ete santam janam nRzu /
   sa eva vinayaṃ kuryān na tadvinayabhāṅ nṛpaḥ // Nar_1516.14 //	saH eva vinayam kuryAt na tad-vinaya-BAj nRpaH // Nar_1516.14 //
   malā hy ete manuṣyeṣu dhanam eṣāṃ malātmakam /	malAH hi ete manuzyezu Danam ezAm mala-Atmakam /
   api tān ghātayed rājā nārthadaṇḍena daṇḍayet // Nar_1516.15 //	api tAn GAtayet rAjA na-arTa-daNxena daNxayet // Nar_1516.15 //
   śataṃ brāhmaṇam ākruśya kṣatriyo daṇḍam arhati /	Satam brAhmaNam AkruSya kzatriyaH daNxam arhati /
   vaiśyo 'dhyardhaṃ śataṃ dve vā śūdras tu vadham arhati // Nar_1516.16 //	vESyaH aDyarDam Satam dve vA SUdraH tu vaDam arhati // Nar_1516.16 //
   vipraḥ pañcāśataṃ daṇḍyaḥ kṣatriyasyābhiśaṃsane /	vipraH paQcASatam daNxyaH kzatriyasya-aBiSaMsane /
   vaiśye syād ardhapañcāśac chūdre dvādaśako damaḥ // Nar_1516.17 //	vESye syAt arDapaQcASat SUdre dvAdaSakaH damaH // Nar_1516.17 //
   samavarṇadvijātīnāṃ dvādaśaiva vyatikrame /	sama-varNa-dvijAtInAm dvAdaSa-eva vyatikrame /
   vādeṣv avacanīyeṣu tad eva dviguṇaṃ bhavet // Nar_1516.18 //	vAdezu avacanIyezu tat eva dviguNam Bavet // Nar_1516.18 //
   kāṇam apy athavā khañjam anyaṃ vāpi tathāvidham /	kANam api aTavA KaQjam anyam vA-api taTAviDam /
   tathyenāpi bruvan dāpyo rājñā kārṣāpaṇāvaram // Nar_1516.19 //	taTyena-api bruvan dApyaH rAjQA kArzApaNa-avaram // Nar_1516.19 //
   na kilbiṣeṇāpavadec chāstrataḥ kṛtapāvanam /	na kilbizeNa-apavadet SAstrataH kRta-pAvanam /
   na rājñā dhṛtadaṇḍaṃ ca daṇḍabhāk tadvyatikramāt // Nar_1516.20 //	na rAjQA DRta-daNxam ca daNxa-BAj tad-vyatikramAt // Nar_1516.20 //
   loke 'smin dvāv avaktavyāv adaṇḍyau ca prakīrtitau /	loke asmin dvO avaktavyO adaNxyO ca prakIrtitO /
   brāhmaṇaś caiva rājā ca tau hīdaṃ bibhṛto jagat // Nar_1516.21 //	brAhmaNaH ca-eva rAjA ca tO hi-idam biBRtaH jagat // Nar_1516.21 //
   patitaṃ patitety uktvā cauraṃ caureti vā punaḥ /	patitam patitA-iti uktvA cOram cOra-iti vA punar /
   vacanāt tulyadoṣaḥ syān mithyā dvir doṣatāṃ vrajet // Nar_1516.22 //	vacanAt tulya-dozaH syAt miTyA dvis doza-tAm vrajet // Nar_1516.22 //
   nāmajātigrahaṃ teṣām abhidroheṇa kurvataḥ /	nAma-jAti-graham tezAm aBidroheNa kurvataH /
   nikheyo 'yomayaḥ śaṅkuḥ śūdrasyāṣṭādaśāṅgulaḥ // Nar_1516.23 //	niKeyaH ayaH-mayaH SaFkuH SUdrasya-azwAdaSa-aFgulaH // Nar_1516.23 //
   dharmāpadeśaṃ darpeṇa dvijānām asya kurvataḥ /	Darma-apadeSam darpeNa dvijAnAm asya kurvataH /
   taptam āsecayet tailaṃ vaktre śrotre ca pārthivaḥ // Nar_1516.24 //	taptam Asecayet tElam vaktre Srotre ca pArTivaH // Nar_1516.24 //
   yenāṅgenāvaro varṇo brāhmaṇasyāparādhnuyāt /	yena-aFgena-avaraH varNaH brAhmaNasya-aparADnuyAt /
   tad aṅgaṃ tasya chettavyam evaṃ śuddhim avāpnuyāt // Nar_1516.25 //	tat aFgam tasya Cettavyam evam SudDim avApnuyAt // Nar_1516.25 //
   sahāsanam abhiprepsur utkṛṣṭasyāvakṛṣṭajaḥ /	sahAsanam aBiprepsuH utkRzwasya-avakRzwa-jaH /
   kaṭyāṃ kṛṭāṅko nirvāsyaḥ sphigdeśaṃ vāsya kartayet // Nar_1516.26 //	kawyAm kRwa-aFkaH nirvAsyaH sPic-deSam vA-asya kartayet // Nar_1516.26 //
   avaniṣṭhīvato darpād dvāv oṣṭhau chedayen nṛpaḥ /	avanizWIvataH darpAt dvO ozWO Cedayet nRpaH /
   avamūtrayataḥ śiśnam avaśardhayato gudam // Nar_1516.27 //	avamUtrayataH SiSnam avaSarDayataH gudam // Nar_1516.27 //
   keśeṣu gṛhṇato hastau chedayed avicārayan /	keSezu gRhNataH hastO Cedayet avicArayan /
   pādayor nāsikāyāṃ ca grīvāyāṃ vṛṣaṇeṣu ca // Nar_1516.28 //	pAdayoH nAsikAyAm ca grIvAyAm vRzaNezu ca // Nar_1516.28 //
   upakruśya tu rājānaṃ vartmani sve vyavasthitam /	upakruSya tu rAjAnam vartmani sve vyavasTitam /
   jihvāchedād bhavec chuddhiḥ sarvasvaharaṇena vā // Nar_1516.29 //	jihvA-CedAt Bavet SudDiH sarva-sva-haraNena vA // Nar_1516.29 //
   rājani prahared yas tu kṛtāgasy api durmatiḥ /	rAjani praharet yaH tu kRta-Agasi api durmatiH /
   śūle tam agnau vipaced brahmahatyāśatādhikam // Nar_1516.30 //	SUle tam agnO vipacet brahmahatyA-Sata-aDikam // Nar_1516.30 //
   putrāparādhe na pitā na śvavāñ śuni daṇḍabhāk /	putra-aparADe na pitA na SvavAn Suni daNxa-BAj /
   na markaṭe ca tatsvāmī tair eva prahito na cet // Nar_1516.31 //	na markawe ca tad-svAmI tEH eva prahitaH na ced // Nar_1516.31 //
   17.dyūtasamāhvayam	17.dyUta-samAhvayam
   akṣavardhraśalākādyair devanaṃ jihmakāritam /	akza-varDra-SalAkA-AdyEH devanam jihma-kAritam /
   paṇakrīḍā vayobhiś ca padaṃ dyūtasamāhvayam // Nar_17.1 //	paNa-krIxA vayoBiH ca padam dyUta-samAhvayam // Nar_17.1 //
   sabhikaḥ kārayed dyūtaṃ deyaṃ dadyāc ca tatkṛtam /	saBikaH kArayet dyUtam deyam dadyAt ca tad-kRtam /
   daśakaṃ tu śataṃ vṛddhis tasya syād dyūtakāritā // Nar_17.2 //	daSakam tu Satam vRdDiH tasya syAt dyUta-kAritA // Nar_17.2 //
   dvirabhyastāḥ patanty akṣā glahe yasyākṣadevinaḥ /	dvis-aByastAH patanti akzAH glahe yasya-akza-devinaH /
   jayaṃ tasyāparasyāhuḥ kitavasya parājayam // Nar_17.3 //	jayam tasya-aparasya-AhuH kitavasya parAjayam // Nar_17.3 //
   kitaveṣv eva tiṣṭheyuḥ kitavāḥ saṃśayaṃ prati /	kitavezu eva tizWeyuH kitavAH saMSayam prati /
   ta eva tasya draṣṭāraḥ syus ta eva ca sākṣiṇaḥ // Nar_17.4 //	te eva tasya drazwAraH syuH te eva ca sAkziNaH // Nar_17.4 //
   aśuddhaḥ kitavo nānyad āśrayed dyūtamaṇḍalam /	aSudDaH kitavaH na-anyat ASrayet dyUta-maNxalam /
   pratihanyān na sabhikaṃ dāpayet tat svam iṣṭataḥ // Nar_17.5 //	pratihanyAt na saBikam dApayet tat svam izwatas // Nar_17.5 //
   kūṭākṣadevinaḥ pāpān nirbhajed dyūtamaṇḍalāt /	kUwa-akza-devinaH pApAt nirBajet dyUta-maNxalAt /
   kaṇṭhe 'kṣamālām āsajya sa hy eṣāṃ vinayaḥ smṛtaḥ // Nar_17.6 //	kaNWe akzamAlAm Asajya sa hi ezAm vinayaH smRtaH // Nar_17.6 //
   18.prakīrṇakam	18.-prakIrNakam
   prakīrṇake punar jñeyā vyavahārā nṛpāśrayāḥ /	prakIrNake punar jQeyAH vyavahArAH nRpa-ASrayAH /
   rājñām ājñāpratīghātas tatkarmakaraṇaṃ tathā // Nar_18.1 //	rAjQAm AjQA-pratIGAtaH tad-karma-karaNam taTA // Nar_18.1 //
   purapradānaṃ saṃbhedaḥ prakṛtīnāṃ tathaiva ca /	pura-pradAnam saMBedaH prakRtInAm taTA-eva ca /
   pāṣaṇḍanaigamaśreṇī- gaṇadharmaviparyayāḥ // Nar_18.2 //	pAzaNxa-nEgama-SreNI gaNa-Darma-viparyayAH // Nar_18.2 //
   pitṛputravivādaś ca prāyaścittavyatikramaḥ /	pitR-putra-vivAdaH ca prAyaScitta-vyatikramaH /
   pratigrahavilopaś ca kopa āśramiṇām api // Nar_18.3 //	pratigraha-vilopaH ca kopaH ASramiNAm api // Nar_18.3 //
   varṇasaṃkaradoṣaś ca tadvṛttiniyamas tathā /	varNa-saMkara-dozaH ca tad-vRtti-niyamaH taTA /
   na dṛṣṭaṃ yac ca pūrveṣu tat sarvaṃ syāt prakīrṇake // Nar_18.4 //	na dRzwam yat ca pUrvezu tat sarvam syAt prakIrNake // Nar_18.4 //
   rājā tv avahitaḥ sarvān āśramān paripālayet /	rAjA tu avahitaH sarvAn ASramAn paripAlayet /
   upāyaiḥ śāstravihitaiś caturbhiḥ prakṛtais tathā // Nar_18.5 //	upAyEH SAstra-vihitEH caturBiH prakRtEH taTA // Nar_18.5 //
   yo yo varṇo 'vahīyeta yo vodrekam anuvrajet /	yaH yaH varNaH avahIyeta yaH vA-udrekam anuvrajet /
   taṃ taṃ dṛṣṭvā svato mārgāt pracyutaṃ sthāpayet pathi // Nar_18.6 //	tam tam dRzwvA svatas mArgAt pracyutam sTApayet paTi // Nar_18.6 //
   aśāstrokteṣu cānyeṣu pāpayukteṣu karmasu /	aSAstra-uktezu ca-anyezu pApa-yuktezu karmasu /
   prasamīkṣyātmano rājā daṇḍaṃ daṇḍyeṣu pātayet // Nar_18.7 //	prasamIkzya-AtmanaH rAjA daNxam daNxyezu pAtayet // Nar_18.7 //
   śrutismṛtiviruddhaṃ ca janānām ahitaṃ ca yat /	Sruti-smRti-virudDam ca janAnAm ahitam ca yat /
   na tat pravartayed rājā pravṛttaṃ ca nivartayet // Nar_18.8 //	na tat pravartayet rAjA pravRttam ca nivartayet // Nar_18.8 //
   nyāyāpetaṃ yad anyena rājñājñānakṛtaṃ ca yat /	nyAya-apetam yat anyena rAjQA-ajQAna-kRtam ca yat /
   tad apy anyāyavihitaṃ punar nyāye niveśayet // Nar_18.9 //	tat api anyAya-vihitam punar nyAye niveSayet // Nar_18.9 //
   rājñā pravartitān dharmān yo naro nānupālayet /	rAjQA pravartitAn DarmAn yaH naraH na-anupAlayet /
   daṇḍyaḥ sa pāpo vadhyaś ca lopayan rājaśāsanam // Nar_18.10 //	daNxyaH sa pApaH vaDyaH ca lopayan rAja-SAsanam // Nar_18.10 //
   āyudhāny āyudhīyānāṃ vāhyādīn vāhyajīvinām /	AyuDAni AyuDIyAnAm vAhya-AdIn vAhya-jIvinAm /
   veśyāstrīṇām alaṃkāraṃ vādyātodyāni tadvidām // Nar_18.11 //	veSyA-strINAm alaMkAram vAdya-AtodyAni tad-vidAm // Nar_18.11 //
   yac ca yasyopakaraṇaṃ yena jīvanti kārukāḥ /	yat ca yasya-upakaraNam yena jIvanti kArukAH /
   sarvasvaharaṇe 'py etān na rājā hartum arhati // Nar_18.12 //	sarva-sva-haraNe api etAn na rAjA hartum arhati // Nar_18.12 //
   anādiś cāpy anantaś ca dvipadāṃ pṛthivīpatiḥ /	anAdiH ca-api anantaH ca dvipadAm pRTivIpatiH /
   dīptimatvāc chucitvāc ca yadi na syāt pathaś cyutaḥ // Nar_18.13 //	dIptima-tvAt Suci-tvAt ca yadi na syAt paTaH cyutaH // Nar_18.13 //
   yadi rājā na sarveṣāṃ varṇānāṃ daṇḍadhāraṇam /	yadi rAjA na sarvezAm varNAnAm daNxa-DAraNam /
   kuryāt patho vyapetānāṃ vinaśyeyur imāḥ prajāḥ // Nar_18.14 //	kuryAt paTaH vyapetAnAm vinaSyeyuH imAH prajAH // Nar_18.14 //
   brāhmaṇyaṃ brāhmaṇo jahyāt kṣatriyaḥ kṣātram utsṛjet /	brAhmaNyam brAhmaNaH jahyAt kzatriyaH kzAtram utsRjet /
   svakarma jahyād vaiśyas tu śūdraḥ sarvān viśeṣayet // Nar_18.15 //	sva-karma jahyAt vESyaH tu SUdraH sarvAn viSezayet // Nar_18.15 //
   rājānaś cen nābhaviṣyan pṛthivyāṃ daṇḍadhāraṇam /	rAjAnaH ced na-aBavizyan pRTivyAm daNxa-DAraNam /
   śūle matsyān ivāpakṣyan durbalān balavattarāḥ // Nar_18.16 //	SUle matsyAn iva-apakzyan durbalAn balavattarAH // Nar_18.16 //
   satām anugraho nityam asatāṃ nigrahas tathā /	satAm anugrahaH nityam asatAm nigrahaH taTA /
   eṣa dharmaḥ smṛto rājñām arthaś cāmitrapīḍanāt // Nar_18.17 //	eza DarmaH smRtaH rAjQAm arTaH ca-amitra-pIxanAt // Nar_18.17 //
   na lipyate yathā vahnir dahañ chaśvad imāḥ prajāḥ /	na lipyate yaTA vahniH dahan CaSvat imAH prajAH /
   na lipyate tathā rājā daṇḍaṃ daṇḍyeṣu pātayan // Nar_18.18 //	na lipyate taTA rAjA daNxam daNxyezu pAtayan // Nar_18.18 //
   ājñā tejaḥ pārthivānāṃ sā ca vāci pratiṣṭhitā /	AjQA tejaH pArTivAnAm sA ca vAci pratizWitA /
   te yad brūyur asat sad vā sa dharmo vyavahāriṇām // Nar_18.19 //	te yat brUyuH asat sat vA sa DarmaH vyavahAriNAm // Nar_18.19 //
   rājā nāma caraty eṣa bhūmau sākṣāt sahasradṛk /	rAjA nAma carati eza BUmO sAkzAt sahasradRS /
