   oṃ	om
   niveśyamiti/ evamanyatrāpi bodhyam/ [151] samavāyenābhāva iti/	niveSya miti/ evam anyatra api boDyam/ [151] samavAyena aBAvaH iti/
   siṣādhayiṣāsiddhyoḥ sattvadaśāyāṃ	sizA DayizA sidDyoH sattva daSAyAm
   saṃyogasaṃbandhāvacchinnapratiyogitākasiṣādhayiṣāvirahasyātmani	saMyoga saMbanDa avacCinna pratiyogi tAka sizA DayizA virahasya Atmani
   sattvāt anumityanupapattiḥ ataḥ samavāyenetyuktam/	sattvAt anumiti anupapattiH atas samavAyena iti uktam/
   avacchinnapratiyogitākatvamabhāvānvayi tṛtīyārthaḥ/ nanu	avacCinna pratiyogi tAka tvam aBAva anvayi tRtIya arTaH/ nanu
   siṣādhayiṣāvirahasya svarūpasaṃbandhena siddhiviśeṣaṇatve	sizA DayizA virahasya svarUpa saMbanDena sidDi viSezaNa tve
   siddhisiṣādhayiṣayoḥ sattve 'numittyanupapattitādavasthyam/	sidDi sizA DayizayoH sattve anum itti anupapatti tAdavasTyam/
   siṣādhayiṣāyāḥ samavāyenātmanyeva sattvāt ityata āha   [151] svarūpetyādi/	sizA DayizAyAH samavAyena Atmani eva sattvAt iti atas Aha  [151] svarUpa ityAdi/
   tathā ca siṣādhayiṣāvirahavaiśiṣṭyaṃ siddhau na	taTA ca sizA DayizA viraha vESizwyam sidDO na
   svarūpasambandhena, yenoktadoṣaḥ syāt/ api tu	svarUpa sambanDena, yena ukta dozaH syAt/ api tu
   svaniṣṭhasvarūpasaṃbandhāvacchinnādheyatānirūpakanirūpitasamavāyasambandhāvacchinnādheyatāsambandhena	sva nizWa svarUpa saMbanDa avacCinna ADeya tA nirUpaka nirUpita samavAya sambanDa avacCinna ADeya tA sambanDena
   tathā ca noktadoṣa iti bhāvaḥ/ [151] tadviśiṣṭāyāssaddheriti	taTA ca na ukta dozaH iti BAvaH/ [151] tad viSizwAyAssadDeH iti
   vyāsena lekhanāt siṣādhayiṣāvirahaviśiṣṭasiddhyabhāva iti	vyAsena leKanAt sizA DayizA viraha viSizwa sidDi aBAvaH iti
   dīpikāvākyasthasamastapade viśiṣṭāntaṃ siddhyabhāvaviśeṣaṇamiti	dIpikA vAkya sTa samasta pade viSizwa antam sidDi aBAva viSezaNam iti
   bhramo nirastaḥ/ tathā sati siddhisiṣādhayiṣayoḥ	BramaH nirastaH/ taTA sati sidDi sizA DayizayoH
   tādṛśaprakārakatveti/	tAdRSa prakAraka tvA iti/
   tatsādhyaviśiṣṭatatpakṣaviṣayakānumititvaprakārakatvaniṣṭhāvacchedakatābhinnā	tad sADya viSizwa tad pakza vizayaka anumiti tva prakAraka tva nizWA avacCedaka tA BinnA
   icchātvaniṣṭhāvacchedakatābhinnā va yā avacchedakatā tadanirūpikā yā	icCA tu a nizWA avacCedaka tA BinnA va yA avacCedaka tA tad anirUpikA yA
   siṣādhayiṣāniṣṭhā pratiyogitā tannirūpakābhāvaḥ	sizA DayizA nizWA pratiyogitA tad nirUpaka aBAvaH
   siṣādhayiṣāvirahapadena vivakṣita iti bhāvaḥ/	sizA DayizA viraha padena vivakzitaH iti BAvaH/
   sattve 'numityanupapattitādavasthyāt/	sattve anum iti anupapatti tAdavasTyAt/
   siddhyabhāvarūpaviśeṣyavirahāditi dhyeyam/ [151] siddhessamavāyenābhāva	sidDi aBAva rUpa viSezya virahAt iti Dyeyam/ [151] sidDessamavAyena aBAva
   ityartha iti/	iti arTaH iti/
   siṣādhayiṣāvirahaviśiṣṭasiddheḥ saṃyogenābhāvamādāya	sizA DayizA viraha viSizwa sidDeH saMyogena aBAvam AdAya
   viśiṣṭasiddhidaśāyāmanumitivāraṇāya samavāyenetyuktam/ atra	viSizwa sidDi daSA AyAm anumiti vAraNAya samavAyena iti uktam/ atra
   sāmānādhikaravyaśarīre prathamādheyatāyāṃ	sAmAnADika ravya SarIre praTama ADeya tAyAm
   svarūpasaṃbandhāvacchinnatvāniveśe siddhisiṣādhayiṣayoḥ sattve 'pi	svarUpa saMbanDa avacCinna tva aniveSe sidDi sizA DayizayoH sattve api
   ātmani siṣādhayiṣāvirahasya 1svapratiyogimattvasaṃbandhena	Atmani sizA DayizA virahasya 1sva pratiyogimattva saMbanDena
   sattvādanumityanupapattiḥ, ataḥ tanniveśaḥ/	sattva at anum iti anupapattiH, atas tad niveSaH/
   anavacchinnasvarūpasaṃbandhāvacchinnatvaṃ tadarthaḥ/ tena	anavacCinna svarUpa saMbanDa avacCinna tvam tad arTaH/ tena
   ghaṭādyavacchedena	Gawa Adi avacCedena
   siṣādhayiṣāvirahasya siṣādhayiṣāvatyapyātmani sattve 'pi na kṣatiḥ/	sizA DayizA virahasya sizADayizA avati api Atmani sattve api na kzatiH/
   siṣādhayiṣāvirahavati kāle kālikaviśeṣaṇatayā siddhisattvāt 2sa	sizA DayizA virahavati kAle kAlika viSezaNa tayA sidDi sattvAt 2sa
   eva doṣa iti dvitīyādheyatānavacchinnasvarūpasambandhena kāraṇatvaṃ	eva dozaH iti dvitIya ADeya tAn avacCinna svarUpa sambanDena kAraNa tvam
   vaktavyam/ anyathā siddhisattve ghaṭādyavacchedena tadabhāvasattvāt	vaktavyam/ anyaTA sidDi sattve Gawa Adi avacCedena tad aBAva sattvAt
   viśiṣṭasiddhidaśāyāmanumityāpatteḥ/ [151] sādhyasiddhiḥ	viSizwa sidDi daSA AyAmanum iti ApatteH/ [151] sADya sidDiH
   pakṣatāvacchedakaviśiṣṭa ityādi/	pakza tA avacCedaka viSizwaH ityAdi/
   pakṣatāvacchedakāvacchinnaviśeṣyatānirūpitasādhyatāvacchedakadharmasaṃbandhāvacchinnaprakāratāśālisaṃśayānyajñānamityarthaṃḥ/	pakza tA avacCedaka avacCinna viSezya tA nirUpita sADya tAvacCedaka Darma saMbanDa avacCinna prakAra tA SAli saMSayAni ajQAnam iti arTaMH/
   atra ca pāṣāṇamayaḥ saṃyogena vahnimānityādeḥ, parvataḥ saṃyogena	atra ca pAzANa mayaH saMyogena vahnimAn itya AdeH, parvataH saMyogena
   dravyavān ityādeḥ, parvataḥ kālikādinā vahnimānityādeśca	dravyavAn iti AdeH, parvataH kAlikA AdinA vahnimAn itya AdeH ca
   niścayasya sattve 'pi anumityanupapattiḥ syāditi	niScayasya sattve api anumiti anupapattiH syAt iti
   pakṣatāvacchedakāderniveśanam/	pakza tA avacCedaka AdeH niveSanam/
   viśeṣyatāprakāratayornirūpyanirūpakabhāvaniveśanaṃ ca parvato	viSezyatA prakAra tayoH nirUpya nirUpaka BAva niveSanam ca parvataH 
   ghaṭavān, hradaśca vahnimānityādisamūhālaṃbananirṇayasya parvato	GawavAn, hradaH ca vahnimAn itya Adi samUha AlaMbana nirNayasya parvataH 
   vahnimānityādyanumitivirodhitāvāraṇāyeti bodhyam/ parvato	vahnimAn itya Adi anumiti viroDita AvAraNAya iti boDyam/ parvataH 
   vahnimān naveti saṃśayasya pratibandhakatāvāraṇāya	vahnimAn navA iti saMSayasya pratibanDaka tA vAraNAya
   saṃśayānyatvaniveśanam/ tacca na sāmānyataḥ saṃśayabhinnatvama, tathā	saMSaya anyatva niveSanam/ tat ca na sAmAnyatas saMSaya Binna tvam a, taTA
   sati parvataḥ saṃyogena vahnimān bhūtaṃ ghaṭavān	sati parvataH saMyogena vahnimAn BUtam GawavAn
   svapratiyogamattveti/ svaṃ siṣādhayiṣāvirahaḥ tatpratiyogi	sva pratiyoga mattva iti/ svam sizA DayizA virahaH tad pratiyogi
   siṣādhayiṣā tadvattvamātmanaḥ/	sizA DayizA tadvat tvam AtmanaH/
   2. sa eva doṣa iti/	2. saH eva dozaH iti/
   siddhisiṣādhayiṣayoḥ sattve 'pi anumityanupapattirityarthaḥ/	sidDi sizA DayizayoH sattve api anumiti anupapattiH iti arTaH/
   navetyādi	nava ityAdi
   samūhālambanajñānasyāṃśikasaṃśayarūpasyāpratibandhakatvaprasaṅgāt,	samUha Alambana jQAnasya aMSika saMSaya rUpasya apratibanDaka tva prasaFgAt,
   kintu	kintu
   sādhyatāvacchedakasambandhāvacchinnapratiyogitākābhāvāprakārakatvam/	sADya tAvat Cedaka sambanDa avacCinna pratiyogi tAkA BAva aprakAraka tvam/
   yadyapi atra vahnitvādinā padārthānatarāvagāhinaḥparvataḥ saṃyogena	yadi api atra vahni tva AdinA padArTAnatara avagAhinaH parvataH saMyogena
   vahnimān navetyādisaṃśayasyāpi tādṛśatvamasti	vahnimAn nava ityAdi saMSayasya api tAdRSa tvam asti
   sādhyatāvacchedakadharmāvacchinnasādhyatāvacchedakasambandhāvacchinnaprat	sADya tAvacCedaka Darma avacCinna sADya tAvacCedaka sambanDa avacCinna prat
   iyogitāsambandhāvacchinnaprakāratānirūpitābhāvatvāvacchinnaprakāratānirūpakatvābhāvavivakṣāyāmapi	iyogitA sambanDa avacCinna prakAra tA nirUpita aBAva tva avacCinna prakAra tA nirUpaka tva aBAva vivakzAyAm api
   parvatā vahnimān hradaśca	parvatAH vahnimAn hradaH ca
   vahnyabhāvavānityādigrahasyāpratibandhakatvaprasaṅgaḥ/ tathāpi	vahni aBAvavAn iti Adi grahasya apratibanDaka tva prasaFgaH/ taTA api
   pakṣatāvacchedakāvacchinnaviśeṣyatānirūpitā yā	pakza tA avacCedaka avacCinna viSezya tA nirUpitA yA
   tādṛśābhāvatvāvacchinnaprakāratātannirūpakatvābhāvavivakṣaṇāt na doṣaḥ/	tAdRSa aBAva tva avacCinna prakAra tA tad nirUpaka tva aBAva vivakzaNAt na dozaH/
   abhāvatvāvacchinnaprakāratāyāṃ	aBAva tva avacCinna prakAra tAyAm
   svarūpasambandhāvacchinnatvaṃ niveśanīyam/ anyathā parvataḥ	svarUpa sambanDa avacCinna tvam niveSanIyam/ anyaTA parvataH
   saṃyogena vahnimānkālikādinā sambandhena	saMyogena vahnimAn kAlika AdinA sambanDena
   vahnyabhāvavāṃścetyādiniścayasyāpi virodhitāpattiḥ/	vahni aBAvavAn= ca ityAdi niScayasya api viroDita ApattiH/
   pakṣatāvacchedakāvacchinanaviśeṣyatānirūpitasādhyavadbhedatvāvacchinnasvarūpasambandhāvacchinnaprakāratākatvābhāvo	pakza tA avacCedakA vacCinana viSezya tA nirUpita sADya vat Beda tva avacCinna svarUpa sambanDa avacCinna prakAra tAka tva aBAvaH 
   'pi	api
   niveśyaḥ/ anyathā parvato vahnimān vahnimadanyo veti saṃśayasya	niveSyaH/ anyaTA parvataH vahnimAn vahni mat an yaH vA iti saMSayasya
   virodhitāpattirityalamadhikena/	viroDita ApattiH iti alam aDikena/
   nanu siddhau	nanu sidDO
   siṣādhayiṣāvirahaviśiṣṭatvaniveśaprayojanaṃ 'siddhisattve 'pī'tyādi	sizA DayizA viraha viSizwa tva niveSa prayojanam asidDi sattve apI atyAdi
   dīpikāgranthoktaṃ siddhisiṣādhayiṣāparāmarśānāṃ yaugapadya eva	dIpikA granTa uktam sidDi sizA DayizA parAmarSAnAm yOgapadya eva
   sambhavati/ tadeva ca na ghaṭate/ yogyavibhuviśeṣaguṇānāṃ	samBavati/ tat eva ca na Gawate/ yogya viBu viSeza guNAnAm
   svottarotpannaguṇanāśyatvaniyamena teṣāṃ yugapadavasthānāsambhavāt,	sva uttara utpanna guNa nASya tva niyamena tezAm yugapad ava sTAna asamBavAt,
   ataḥ tatprayojanakathanamasaṅgatamityāśaṅkya	atas tad prayojana kaTanam asaFgatam iti ASaFkya
   siddhyātmakaparāmarśasthale tat saṅgamayati   [151] atra	sidDi Atmaka parAmarSa sTale tat saFgamayati  [151] atra
   siddhiścetyādinā/ [151] ataḥ samūhālambanaparyantānudhāvanāt/	sidDiH ca ityAdinA/ [151] atas samUha Alambana paryanta anuDAvanAt/
   parāmarśeti/ anyathā yatra prathamaṃ parāmarśaḥ tataḥ siddhiḥ, tataḥ	parAmarSa iti/ anyaTA yatra praTamam parAmarSaH tatas sidDiH, tatas 
   siṣādhayiṣā, tataḥ anumitiḥ na jāyata eva/ parāmarśasya pūrvaṃ	sizA DayizA, tatas anumitiH na jAyate eva/ parAmarSasya pUrvam
   naṣṭatvāt ato nātra prayojanaṃ sambhavatīti bhāvaḥ/ tathā ca	nazwa tvAt atas na atra prayojanam samBavati iti BAvaH/ taTA ca
   viśeṣaṇābhāvaprayuktaviśiṣṭābhāvasambhavāt na siddhisiṣādhayiṣayoḥ	viSezaNa aBAva prayukta viSizwa aBAva samBavAt na sidDi sizA DayizayoH
   sattve vyabhicāra iti bhāvaḥ/	sattve vyaBicAraH iti BAvaH/
   parāmarśalakṣaṇam	parAmarSa lakzaNam
   prakāśikāyām	prakASikAyAm
   [155] saptamītatpuruṣāṅgīkāra iti/ nanvatra vyāptiviśiṣṭasya	[155] saptamI tatpuruza aFgIkAraH iti/ nanu atra vyApti viSizwasya
   pakṣadharmateti ṣaṣṭhītatpuruṣaḥ kuto nāśritaḥ, sa eva cāśrayaṇīyaḥ/	pakza Darma tA iti zazWI tatpuruzaH kutas na ASritaH, saH eva ca ASrayaNIyaH/
   kārakādhikārīyāt 'saptamyadhikaraṇe ce'ti sūtrādasāmarthyena	kAraka aDikArIyAt asaptamI aDikaraNe ce ati sUtrAt asAmarTyena
   samāsānupapattibhiyā samastapadapraviṣṭakriyāsamabhivyāhārasya	samAsa anupapatti BiyA samasta pada pravizwa kriyA samaBivyAhArasya
   durvañcatvena saptamyanupapatteriti cet   na/	durvaQca tvena saptamI anupapatteH iti ced  na/
   śaiṣikaṣaṣṭhīprasaktāvapi akārakādhikaraṇavācipadādapi kvacit saptamī	SEzika zazWI prasaktO= api akAraka aDikaraNa vAci padAt api kvacid saptamI
   sādhuriti sūcanāyaiva iha saptamīsamāsādaraḥ/ tatra pramāṇaṃ	sADuH iti sUcanAya eva iha saptamI samAsa AdaraH/ tatra pramANam
   coktasūtre cakāropādānameva/ anyathā tadvaiyarthyāpatteriti/ spaṣṭaṃ	ca ukta sUtre cakAra upAdAnam eva/ anyaTA tad vEyarTya ApatteH iti/ spazwam
   cedam vyutpattivāde saptamyarthavicāre/ nanu	ca idam vyutpatti vAde saptamI arTa vicAre/ nanu
   vyāptiviṣayakapakṣadharmatājñānasya parāmarśarūpatve dhūmo vahnivyāpyaḥ	vyApti vizaya kapakza Darma tA jQAnasya parAmarSa rUpa tve DUmaH vahni vyApyaH
   dhūmavān parvata iti jñānayoḥ vyāvṛttiḥ yadyapi sambhavati, tathāpi	DUmavAn parvataH iti jQAnayoH vyAvRttiH yadi api samBavati, taTA api
   hetuḥ sādhyavyāpyaḥ hetumān pakṣa iti samūhālambanasya	hetuH sADya vyApyaH hetumAn pakzaH iti samUha Alambanasya
   parāmarśatvāpattyā tato 'numityāpattiḥ ato niṣkarṣamāha   [155]	parAmarSa tva ApattyA tatas anumiti ApattiH atas nizkarzam Aha  [155]
   vyāptyavacchinnetyādinā/ atra ca vyabhicāristhale	vyApti avacCinna ityAdinA/ atra ca vyaBicAri sTale
   hetuvyāpakasādhyasāmānādhikaraṇyarūpaviśiṣṭavyāptyaprasiddhyā	hetu vyApaka sADya sAmAnADikaraNya rUpa viSizwa vyApti aprasidDyA
   bhramīyaviṣayatāsādhāraṇanirūpyanirūpakabhāvāpannaviṣayataiva	BramIya vizaya tA sADAraNa nirUpya nirUpaka BAva Apanna vizaya tA eva
   vyāptighaṭakatāvatpadārthānāṃ niveśanīyā/ tathā ca	vyApti Gawaka tAvat padArTAnAm niveSanIyA/ taTA ca
   vyāptyavacchinnetyasya	vyApti avacCinna iti asya
   hetuprakāratānirūpitavyāpakatvaprakāratānirūpitasādhyaprakāratānirūpi	hetu prakAra tA nirUpita vyApaka tva prakAra tA nirUpita sADya prakAra tAnirUpi
   tasāmānādhikaraṇyaprakāratānirūpitetyarthaḥ/	tasA mAna aDikaraNya prakAra tA nirUpitA iti arTaH/
   vyāpakatvaghaṭakapadārthānāmapi nirūpyanirūpakabhāvāpannaviṣayataiva	vyApaka tva Gawaka padArTAnAm api nirUpya nirUpaka BAva Apanna vizaya tA eva
   niveśyā/ vahnivyāpyadhūvān hradaḥ, parvato ghaṭavāniti	niveSyA/ vahni vyApya DUvAn hradaH, parvataH GawavAn iti
   samūhālambanataḥ anumitivāraṇāya	samUha AlambanataH anumiti vAraNAya
   viśeṣyatāprakāratayornirūpyanirūpakabhāvaniveśaḥ/ vahnivyāpyadhūvat	viSezyatA prakAra tayoH nirUpya nirUpaka BAva niveSaH/ vahni vyApya DUvat
   dravyamiti jñānāt parvato vahnimān ityanumitivāraṇāya	dravyam iti jQAnAt parvataH vahnimAn iti anumiti vAraNAya
   pakṣatāvacchedakaniveśaḥ/ parvato vahnivyāpyadhūmavān na veti	pakza tA avacCedaka niveSaH/ parvataH vahni vyApya DUmavAn na vA iti
   saṃśayādanumitivāraṇāya niścaya ityuktam/ niścayatvaṃ ca na	saMSayAt anumiti vAraNAya niScayaH iti uktam/ niScaya tvam ca na
   sāmānyataḥ saṃśayabhinnatvamāṃśikasaṃśayasyājanakatvāpatteḥ/ kiṃ tu	sAmAnyatas saMSaya Binna tvam AMSika saMSayasya ajanakatva ApatteH/ kim tu
   sādhyavyāpyahetutvābhāvaprakāratānirūpitapakṣatāvacchedakāvacchinnaviśeṣyatānirūpakatvābhāvādirūpamiti	sADya vyApya hetu tva aBAva prakAra tA nirUpita pakza tAvacCedaka avacCinna viSezya tA nirUpaka tva aBAva Adi rUpam iti
   dhyeyam/	Dyeyam/
   vyāptilakṣaṇam	vyApti lakzaNam
   yatra dhṛmaḥ	yatra DRmaH
   tatrāgniriti sāhacaryaniyamo vyāptiriti saṃgrahavākye	tatra agniH iti sAhacarya niyamaH vyAptiH iti saMgraha vAkye
   tādṛśavākyapratipādyā sāhacaryaniyamābhinnā vyāptiriti bodha	tAdRSa vAkya pratipAdyA sAhacarya niyama aBinnA vyAptiH iti boDa
   ityabhiprāyeṇāha dīpikāyām [157] yatretyādi/ [157] abhinayaḥ	iti aBiprAyeNa Aha dIpikAyAm [157] yatra ityAdi/ [157] aBinayaH
   abhilāpakaśabdakathanam/ [157] sāhacaryaniyama iti	aBilApaka Sabda kaTanam/ [157] sAhacarya niyamaH iti
   saṃgrahavākye sahacarata iti sahacarau tayorbhāvaḥ sāhacaryam/	saMgraha vAkye sahacarate iti sahacarO tayoH BAvaH sAhacaryam/
   sāmānādhikaraṇyamityarthaḥ/ tasya niyamaḥ prācīnamate	sAmAnADikaraNyam iti arTaH/ tasya niyamaH prAcInamate
   sādhyābhāvavadavṛttitvādivaiśiṣṭyam/ nīvīnamate	sADya aBAva vat avRtti tva Adi vESizwyam/ nIvIna mate
   hetuvyāpakasādhyanirūtipatvātmakaṃ, tasya hetuniṣṭhatvaṃ	hetu vyApaka sADya nirUti patva AtmakaM, tasya hetu nizWa tvam
   svāśrayāśrayatvarūpaparamparāsambandhanaiva vācyamiti vyāpya ityādau sa	sva ASraya ASraya tva rUpa paramparA sambanDana eva vAcyam iti vyApyaH ityAdO sa
   eva pratyayārthaḥ svāditi gauravaṃ niyamasya viśeṣyatve durvāram/	eva pratyaya arTaH svAt iti gOravam niyamasya viSezya tve durvAram/
   tasya viśeṣaṇatve tu	tasya viSezaNa tve tu
   niyamaviśiṣṭasāmānādhikaraṇyasyāśrayatāsambandhenaiva hetuvṛttitvāt	niyama viSizwa sAmAnADikaraNyasya ASrayatA sambanDena eva hetu vRtti tvAt 
   noktarītyā gauravāvakāśa iti manasi nidhāya [157]	na ukta rItyA gOrava avakASaH iti manasi niDAya [157]
   niyatasāmānādhikaraṇyamityuktam/ [157] sādhyābhāvavadavṛtti tvādirūpamiti/	niyata sAmAnADikaraNyam iti uktam/ [157] sADya aBAva vat avRtti tu Adi rUpam iti/
   ādinā	AdinA
   sādhyavadanyāvṛttitvaparigrahaḥ/ sādhyābhāvavadavṛttitvādirūpaṃ	sADya vadanyA vRtti tva parigrahaH/ sADya aBAva vat avRtti tva Adi rUpam
   viśeṣaṇaṃ ghaṭakamiti yāvat/ tādṛśaṃ yatreti vyutpattyā	viSezaNam Gawakam iti yAvat/ tAdRSam yatra iti vyutpattyA
   sādhyābhāvavadavṛttitvādighaṭitamityarthaḥ/ atra vahnimān	sADya aBAva vat avRtti tva Adi Gawitam iti arTaH/ atra vahnimAn
   gaganādityādiviruddhavāraṇāya 1viśeṣyam/ dravyaṃ sattvāt	gaganAt ityAdi virudDa vAraNAya 1viSezyam/ dravyam sattvAt 
   ityādivyabhicārivāraṇāya 2viśeṣaṇam/	ityAdi vyaBicAri vAraNAya 2viSezaNam/
   vṛttimātraniveśenoktaviruddhanirāse tu 'dhūmavān	vRtti mAtra niveSena ukta virudDa nirAse tu aDUmavAn
   vahne'rityādāvapi prayojanaṃ bodhyam/ kecittu   sāhacaryaniyama	vahne ariti AdO= api prayojanam boDyam/ kecid tu  sAhacarya niyama
   ityatra kṛdabhihito bhāvo dravyavatprakāśata iti nyāyena	iti atra kRt aBihitaH BAvaH dravya vat prakASate iti nyAyena
   niyamaśabdo niyataparaḥ sāmānādhikaraṇyaviśeṣaṇamityabhiprāyeṇāha	niyama SabdaH niyata paraH sAmAnADikaraNya viSezaNam iti aBiprAyeNa Aha
   [157] niyatasāmānādhikaraṇyamiti   iti vyācakruḥ/ tadasat   	[157] niyata sAmAnADikaraNyam iti  iti vyAcakruH/ tat asat   
   tathāsati sāhacaryaṃ sāmānādhikaraṇyam, tasya niyama iti	taTA asati sAhacaryam sAmAnADikaraNyam, tasya niyamaH iti
   ṣaṣṭhīsamāsena vyākhyānavirodhāt/ niyataparaniyamaśabdasya	zazWI samAsena vyAKyAna viroDAt/ niyata para niyama Sabdasya
   'viśeṣaṇaṃ viśeṣye'tyādisūtreṇā pūrvanipātāpatteśca/ tasmāt	aviSezaNam viSezye atyAdi sUtreNA pUrva nipAta ApatteH ca/ tasmAt 
   niyatasāmānādhikaraṇyaṃmiti phalitārthakathanama;	niyata sAmAnADikaraNyaMm iti Palita arTa kaTanama;
   1. viśeṣyamiti/	1. viSezyam iti/
   sāmānādhikaraṇyarūpaṃ viśeṣyamityarthaḥ/	sAmAnADikaraNya rUpam viSezyam iti arTaH/
   2. viśeṣaṇamiti/	2. viSezaNam iti/
   niyamarūpaṃ viśeṣaṇamityarthaḥ/	niyama rUpam viSezaNam iti arTaH/
   na tu	na tu
   śabdārthakathanamiti tattvam/ tathā ca niyatasāmānādhikaraṇśarīre	Sabda arTa kaTanam iti tattvam/ taTA ca niyata sAmAna aDikaraz SarIre
   niyamaḥ sādhyābhāvavadavṛttitvādivaiśiṣṭyarūpo na śakyate vaktumiti	niyamaH sADya aBAva vat avRtti tva Adi vESizwya rUpaH na Sakyate vaktum iti
   bhāvaḥ/ tathātve doṣamāha    [157]	BAvaH/ taTA tve dozam Aha   [157]
   idaṃ vācyamityādinā/ atra ca	idam vAcyam ityAdinA/ atra ca
   sādhyābhāvavadavṛttitvaśarīre kiṃ sādhyaniṣṭhapratiyogitākābhāvo	sADya aBAva vat avRtti tva SarIre kim sADya nizWa pratiyogi tAkA BAvaH 
   niveśyate, uta	niveSyate, uta
   sādhyatāvacchedaketaradharmānavacchinnasādhyatāvacchedakasambandhāvacchinnapratiyogitākābhāvaparyantamiti	sADya tAvacCedaka itara DarmAn avacCinna sADya tAvacCedaka sambanDa avacCinna pratiyogi tAkA BAva paryantam iti
   vikalpaṃ manasi nidhāyādye vācyatvaghaṭobhayādyabhāvamādāya	vikalpam manasi niDAya Adye vAcya tva Gawa uBaya Adi aBAvam AdAya
   ghaṭādivṛttitvaviśiṣṭavācyatvādyabhāvaṃ	Gawa Adi vRtti tva viSizwa vAcya tva Adi aBAvam
   saṃyogādisaṃbandhāvacchinnapratiyogitākavācyatvādyabhāvaṃ cādāya	saMyoga Adi saMbanDa avacCinna pratiyogitA ka vAcya tva Adi aBAvam ca AdAya
   saddhetoravyabhicāritvānupapatteḥ sphuṭatvāt dvitīye dūṣaṇamāha   	sat hetoH avyaBicAritva anupapatteH sPuwa tvAt dvitIye dUzaNam Aha   
   [157] sādhyābhāvāpratisaddheriti/ [157]	[157] sADya aBAva apratisad heriti/ [157]
   pratiyogitānavacchedakasādhyatāvacchedakāvicchannetyartha iti/	pratiyogitAnavacCedaka sADya tAvacCedaka avicCanna iti arTaH iti/
   dhūmavān vahnerityādau prameyatvadravyatvādikamādāya	DUmavAn vahneH iti AdO prameya tva dravya tva Adikam AdAya
   ativyāptivāraṇāya viśiṣya sādhyatāvacchedakapraveśaḥ/ yadyapi	ati vyApti vAraNAya viSizya sADya tAvacCedaka praveSaH/ yadi api
   mahānasīyavahnyādyabhāvapratiyogitāvacchedakatvaṃ vahnitvāderapyadhikaṃ	mahAnasIya vahni Adi a BAva pratiyogi tAvacCedaka tvam vahni tva AdeH api aDikam
   tviti nyāyādakṣatam/ tathāpi tādṛśapratiyogitānavacchedaketyādinā	tu iti nyAyAt akzatam/ taTA api tAdRSa pratiyogitAnavacCedaka ityAdinA
   1hetusamānādhikaraṇābhāvaviśiṣṭānyasādhyatāvacchedakāvacchinnaviṣayatāvattvavivakṣayā	1hetu samAna aDikaraNa aBAva viSizwAni asADya tAvacCedaka avacCinna vizaya tAvat tva vivakzayA
   na doṣaḥ/ vaiśiṣṭyaṃ svasetyādibhedavattvasaṃbandhena/ svādhikaraṇatā	na dozaH/ vESizwyam svasA ityAdi Bedavattva saMbanDena/ sva aDikaraNa tA
   svapratiyogitāvacchedakatvasambandhena bhedapratiyogitāvacchekatā	sva pratiyogita avacCedaka tva sambanDena Beda pratiyogi tA vat Seka tA
   avacchedakatāsaṃbandhena/ tathā ca mahānasīyatvādau	avacCeda ka tA saMbanDena/ taTA ca mahAnasIya tva AdO
   tādṛśaviṣayatāvacchedakatāvirahāt lakṣaṇasaṅgatiḥ/ viṣayatāyāṃ	tAdRSa vizaya tAvat Cedaka tA virahAt lakzaNa saFgatiH/ vizaya tAyAm
   sādhyatāvacchedakāvacchinnatvaṃ caikamātravṛttidharmasya	sADya tAvacCedaka avacCinna tvam ca eka mAtra vRtti Darmasya
   sādhyatāvacchedakatve tanniṣṭhāvacchedakatākatvam, dharmadvayādaḥ tathātve	sADya tAvacCedaka tve tad nizWA avacCedaka tAka tvam, Darma dvaya AdaH taTA tve
   hetusamānādhikaraṇābhāvaviśiṣṭānyā yā	hetu samAna aDikaraNa aBAva viSizwA anyA yA
   sādhyatāvacchedakāvacchinnaviṣayatā tadvattvamityarthaḥ/ svapadena	sADya tA avacCedaka avacCinna vizaya tA tadvat tvam iti arTaH/ sva padena
   hetusamānādhikaraṇaḥ ghaṭādyabhāvo grāhyaḥ/ svasetyādibhedavattvaṃ nāma	hetu samAna aDikaraNaH Gawa Adi aBAvaH grAhyaH/ svasA ityAdi Bedavat tvam nAma
   svādhikaraṇavṛttibhedapratiyogitāvacchedakatvasaṃbandhāvacchinnasvaniṣṭhāvacchedakatākapratiyogitākabhedavattvam/	sva aDikaraNa vRtti Beda pratiyogita avacCedaka tva saMbanDa avacCinna sva nizWA avacCedaka tAka pratiyogi tAka Bedavat tvam/
   svaṃ ghaṭābhāvaḥ svapratiyogitāvacchedakatāsaṃbandhena	svam Gawa aBAvaH sva pratiyogita avacCeda ka tA saMbanDena
   ghaṭābhāvādhikaraṇaṃ ghaṭatvaṃ, tatra yo bhedaḥ avacchedakatāsaṃbandhanena	Gawa aBAva aDikaraNam Gawa tvaM, tatra yaH BedaH avacCeda ka tA saMbanDanena
   vahnitvāvacchinnaviṣayatāvadbhedaḥ tatpratiyogitāvacchedakatvaṃ	vahni tva avacCinna vizaya tAvat BedaH tad pratiyogi ta avacCedaka tvam
   vahnitvāvacchinnaviṣayatāyāṃmiti	vahni tva avacCinna vizaya tAyAMm iti
