   (Vaidya 1)	(VEdyaH 1)
   tdvannihanmi manujān yadi vṛttihetorādharmikaḥ kila tato 'smi na te	tdvan= ihanmi manujAn yadi vRtti hetoH ADarmikaH kila tatas asmi na te
   mṛgaghnāḥ // Jm_31.50 //	mRga GnAH // Jm_31.50 //
   bodhisattva uvāca  	boDisattvaH uvAca  
   dharme sthitā na khalu te 'pi namanti yeṣāṃ bhītadruteṣvapi mṛgeṣu	Darme sTitAH na Kalu te api namanti yezAm BIta drutezu api mRgezu
   śarāsanāni /	SarAsanAni /
   tebhyo 'pi nindyatama eva narāśanastu jātyucchritā hi puruṣā na ca	teByaH api nindyatamaH eva nara aSanaH tu jAti ucCritAH hi puruzAH na ca
   bhakṣaṇīyāḥ // Jm_31.51 //	BakzaNIyAH // Jm_31.51 //
   atha saudāsaḥ parikarkaśākṣaramapyabhidhīyamāno bodhisattvena	aTa sOdAsaH parikarkaSAkzaram api aBiDIyamAnaH boDisattvena
   tanmaitrīguṇaprabhāvādabhibhūtaraudrasvabhāvaḥ sukhāyamāna eva	tad mEtrI guNa praBAvAt aBiBUta rOdra svaBAvaH suKAyamAnaH eva
   tadvacanamabhiprahasannuvāca   bhoḥ sutasoma	tat vacanam aBiprahasan= uvAca  BoH sutasoma
   mukto mayā nāma sametya gehaṃ samantato rājyavibhūtiramyam /	muktaH mayA nAma sametya geham samantataH rAjya viBUti ramyam /
   yanmatsamīpaṃ punarāgatastvaṃ na nītimārge kuśalo 'si tasmāt // Jm_31.52	yat mad samIpam punar AgataH tvam na nIti mArge kuSalaH asi tasmAt // Jm_31.52
   bodhisattva uvāca   naitadasti / ahameva tu kuśalo nītimārge yadenaṃ na	boDisattvaH uvAca  na etat asti / aham eva tu kuSalaH nIti mArge yat enam na
   pratipattumicchāmi /	pratipattum icCAmi /
   yaṃ nāma pratipannasya dharmādaikāntikī cyutiḥ /	yam nAma pratipannasya DarmAt EkAntikI cyutiH /
   na tu prasiddhiḥ saukhyasya tatra kiṃ nāma kauśalam // Jm_31.53 //	na tu prasidDiH sOKyasya tatra kim nAma kOSalam // Jm_31.53 //
   kiṃ ca bhūyaḥ,	kim ca BUyas ,
   ye nītimārgapratipattidhīrāḥ prāyeṇa te pretya patantyapāyān /	ye nIti mArga pratipatti DIrAH prAyeNa te pretya patanti apAyAn /
   apāsya jihmāniti nītimārgān satyānurakṣī punarāgato 'smi // Jm_31.54 //	apAsya jihmAn iti nIti mArgAn satya anurakzI punar AgataH asmi // Jm_31.54 //
   ataśca nītau kuśalo 'hameva tyaktvānṛtaṃ yo 'bhirato 'smi satye /	atas ca nItO kuSalaH aham eva tyaktvA anRtam yaH aBirataH asmi satye /
   na tatsunītaṃ hi vadanti rajjñā yannānubadhnanti yaśaḥsukhārthāḥ //	na tad su nItam hi vadanti rajjQAH yat na anubaDnanti yaSaH suKa arTAH //
   Jm_31.55 //	Jm_31.55 //
   saudāsa uvāca  	sOdAsaH uvAca  
   prāṇān priyān svajanamaśrumukhaṃ ca hitvā rājyāśrayāṇi ca sukhāni	prANAn priyAn sva janam aSru muKam ca hitvA rAjya ASrayANi ca suKAni
   mahoharāṇi /	mahoharANi /
   (Vaidya 227)	(VEdyaH 227)
   kāmarthasiddhimanupaśyasi satyavākye tadrakṣaṇārthamapi māṃ yadupāgato 'si	kAmarTa sidDim anupaSyasi satya vAkye tad rakzaNa arTam api mAm yat upAgataH asi
   // Jm_31.56 //	// Jm_31.56 //
   bodhisattva uvāca   bahavaḥ satyavacanāśrayā guṇātiśayāḥ / saṃkṣepastu	boDisattvaH uvAca  bahavaH satya vacana ASrayAH guNa atiSayAH / saMkzepaH tu
   śrūyatām  	SrUyatAm  
   malyaśriyaṃ hṛdyatayātiśete sarvān rasān svādutayā ca satyam /	malya Sriyam hRdyatayA atiSete sarvAn rasAn svAdu tayA ca satyam /
   śramādṛte puṇyaguṇaprasiddhyā tapāṃsi tīrthābhigamaśramāṃśca // Jm_31.57	SramAt Rte puNya guNa prasidDyA tapAMsi tIrTa aBigama SramAn= ca // Jm_31.57
   kīrterjagadvyāptikṛtakṣaṇāyā mārgastrilokākramaṇāya satyam /	kIrteH jagat vyApti kRta kzaNAyAH mArgaH triloka AkramaNAya satyam /
   dvāraṃ praveśāya surālayasya saṃsāradurgottaraṇāya setuḥ // Jm_31.58 //	dvAram praveSAya surAlayasya saMsAra durga uttaraNAya setuH // Jm_31.58 //
   atha saudāsaḥ sādhu yuktamityabhipraṇamyainaṃ savismayamabhivīkṣamāṇaḥ	aTa sOdAsaH sADu yuktam iti aBipraNamya enam sa vismayam aBivIkzamANaH
   punaruvāca  	punar uvAca  
   anye na rā madvaśagā bhavanti dainyārpaṇāttrāsaviluptadhairyaḥ /	anye na rAH mad vaSa gAH Bavanti dEnya arpaNAt trAsa vilupta DEryaH /
   saṃtyajyase tvaṃ tu na dhairyalakṣmyā manye na te mṛtyubhayaṃ narendra //	saMtyajyase tvam tu na DErya lakzmyA manye na te mRtyu Bayam narendra //
   Jm_31.59 //	Jm_31.59 //
   bodhisattva uvāca  	boDisattvaH uvAca  
   mahatāpi prayatnena yacchaktyaṃ nātivartitum /	mahatA api prayatnena yat Saktyam na ativartitum /
   pratīkārāsamarthena bhayaklaibyena tatra kim // Jm_31.60 //	pratIkAra asam arTena Baya klEbyena tatra kim // Jm_31.60 //
   iti parigaṇitalokasthitayo 'pi tu kāpuruṣāḥ	iti parigaNita loka sTitayaH api tu kApuruzAH
   pāpaprasaṅgādanutapyamānāḥ śubheṣu karmasvakṛtaśramaśca /	pApa prasaFgAt anutapyamAnAH SuBezu karma su a kRta SramaH ca /
   āśaṅkamānāḥ paralokaduḥkhaṃ martavyasaṃtrāsajaḍā bhavanti // Jm_31.61 //	ASaFkamAnAH para loka duHKam martavya saMtrAsa jaxAH Bavanti // Jm_31.61 //
   tadeva kartuṃ na tu saṃsmarāmi bhavedyato me manaso 'nutāpaḥ /	tat eva kartum na tu saMsmarAmi Bavet yatas me manasaH anutApaH /
   sātmīkṛtaṃ karma ca śuklamasmāddharmasthitaḥ ko maraṇādvibhīyāt //	sA AtmIkRtam karma ca Suklam asmAt Darma sTitaH kaH maraNAt viBIyAt //
   Jm_31.62 //	Jm_31.62 //
   na ca smarāmyarthijanopayānaṃ yanna praharṣāya mamārthināṃ vā /	na ca smarAmi arTi jana upayAnam yat na praharzAya mama arTinAm vA /
   (Vaidya 228)	(VEdyaH 228)
   iti pradānaiḥ samavāptatuṣṭirdharme sthitaḥ ko maraṇādbibhīyāt // Jm_31.63	iti pradAnEH samavApta tuzwiH Darme sTitaH kaH maraNAt biBIyAt // Jm_31.63
   ciraṃ vicintyāpi ca naiva pāpe manaḥpadanyāsamapi smarāmi /	ciram vicintya api ca na eva pApe manaH padanyAsam api smarAmi /
   viśodhitasvargapatho 'hamevaṃ mṛtyoḥ kimarthaṃ bhayamabhyupeyām //	viSoDita svarga paTaH aham evam mRtyoH kim arTam Bayam aByupeyAm //
   Jm_31.64 //	Jm_31.64 //
   vipreṣu bandhuṣu suhṛtsu samāṣriteṣu dīne jane yadiṣu cāśramabhūṣaṇeṣu /	viprezu banDuzu suhRtsu samAzritezu dIne jane yadizu ca ASrama BUzaNezu /
   nyastaṃ mayā bahu dhanaṃ dadatā yathārhaṃ kṛtyaṃ ca yasya yadabhūttadakāri	nyastam mayA bahu Danam dadatA yaTArham kRtyam ca yasya yat aBUt tat akAri
   tasya // Jm_31.65 //	tasya // Jm_31.65 //
   śrīmanti kīrtanaśatāni niveśitāni / satrājirāśramapadāni sabhāḥ prapāśca /	SrImanti kIrtana SatAni niveSitAni / satrAjira ASrama padAni saBAH prapAH ca /
   mṛtyorna me bhayamatastadavāptatuṣṭeryajñāya tatsamupaklpaya bhauṅkṣva vā	mRtyoH na me Bayam atas tad avApta tuzweH yajQAya tat samupaklpaya BOFkzva vA
   mām // Jm_31.66 //	mAm // Jm_31.66 //
   tadupaśrutya saudāsaḥ prasādāśruvyāptanayanaḥ samudbhiyamānaromāñcapiṭako	tat upaSrutya sOdAsaH prasAda aSru vyApta nayanaH samudBiyamAna romAQca piwakaH 
   vismṛtapāpasvabhāvatāmisraḥ sabahumānamavekṣya bodhisattvamuvāca   śāntaṃ	vismRta pApa svaBAva tAmisraH sa bahu mAnam avekzya boDisattvam uvAca  SAntam
   pāpam /	pApam /
   adyādviṣaṃ sa khalu hāhahalaṃ prajānannāśīviṣaṃ prakupitaṃ jvaladāyasaṃ vā	adyAt vizam sa Kalu hAhahalam prajAnan= ASIvizam prakupitam jvalat Ayasam vA
   mūrdhāpi tasya śatadhā hṛdayaṃ ca yāyād yastvadvidhasya nṛpapuṃgava	mUrDA api tasya SataDA hRdayam ca yAyAt yaH tvadviDasya nRpa puMgava
   pāpamicchet // Jm_31.67 //	pApam icCet // Jm_31.67 //
   tadarhati bhavāṃstānyapi me subhāṣitāni vaktum / anena hi te	tat arhati BavAn= tAni api me su BAzitAni vaktum / anena hi te
   vacanakusumavarṣeṇābhiprasāditamanasaḥ suṣṭutaramabhivṛddhaṃ ca teṣu me	vacana kusuma varzeNa aBiprasAdita manasaH suzwutaram aBivRdDam ca tezu me
   kautūhalam / api ca bhoḥ /	kOtUhalam / api ca BoH /
   dṛṣṭvā me caritacchāyāvairūpyaṃ dharmadarpaṇe /	dRzwvA me carita= CAyA vErUpyam Darma darpaNe /
   api nāmāgatāvegaṃ syanme dharmotsukaṃ manaḥ // Jm_31.68 //	api nAma Agata Avegam syat me Darma utsukam manaH // Jm_31.68 //
   athainaṃ bodhisattvaḥ patrīkṛtāśayaṃ dharmaśravaṇapravaṇamānasamavetyovāca	aTa enam boDisattvaH patrIkRta ASayam Darma SravaNa pravaNa mAna samavetyA uvAca
     tena hi dharmārthinā tadanurūpasamudācārasauṣṭhavena dharmaḥ śrotuṃ	 tena hi Darma arTinA tad anurUpa samudAcAra sOzWavena DarmaH Srotum
   yuktam / paśya /	yuktam / paSya /
   nīcaistarāsanasthānadvibodhya vinayaśriyam /	nIcEstara Asana sTAna dvi boDya vinaya Sriyam /
   prītyarpitābhyāṃ cakṣurbhyāṃ vāṅmadhvāsvādayannivi // Jm_31.69 //	prIti arpitAByAm cakzurByAm vAc maDu AsvAdayat nivi // Jm_31.69 //
   gauravāvarjitaikāgraprasannāmalamānasaḥ /	gOrava Avarjita ekAgra prasanna amala mAnasaH /
   satkṛtya dharmaṃ śṛṇuyādbhiṣagvākyamivāturaḥ // Jm_31.70 //	satkRtya Darmam SRNuyAt Bizaj vAkyam iva AturaH // Jm_31.70 //
   (Vaidya 229)	(VEdyaH 229)
   atha saudāsaḥ svenottarīyeṇa samāstīryoccaistaraṃ śilātalaṃ tatra	aTa sOdAsaH svena uttarIyeNa samAstIrya uccEstaram SilA talam tatra
   cādhiropya bodhisattvaṃ svayamanāstaritāyamupaviśya bhūmau bodhisattvasya	ca aDiropya boDisattvam svayamanAH tarita ayam upaviSya BUmO boDisattvasya
   purastādānanodvīkṣaṇavyāpṛtanirīkṣaṇarataṃ mahāsattvamuvāca   brūhīdānīṃ	purastAt Anana udvIkzaNa vyApRta nirIkzaNa ratam mahAsattvam uvAca  brUhi idAnIm
   mārṣeti / atha bodhisattvo navāmbhodharaninadamadhureṇa	mArza iti / aTa boDisattvaH nava amBoDara ninada maDureNa
   gambhīreṇāpūrayanniva tadvanaṃ vyāpinā svareṇovāca /	gamBIreNa ApUrayan= iva tat vanam vyApinA svareNa uvAca /
   yadṛcchayāpyupānītaṃ sakṛtsajjanasaṃgatam /	yadRcCayA api upAnItam sakRt sat jana saMgatam /
   bhavatyacalamatyantaṃ nābhyāsakramamīkṣate // Jm_31.71 //	Bavati acalam atyantam na aByAsa kramam Ikzate // Jm_31.71 //
   tadupaśrutya saudāsaḥ sādhu sādhviti svaśiraḥ prakampyāṅgalīvīkṣepaṃ	tat upaSrutya sOdAsaH sADu sADu iti sva SiraH prakampya aFgalIvI kzepam
   bodhisattvamuvāca   tatastataḥ?	boDisattvam uvAca  tatas tatas ?
   atha bodhisattvo dvitīyāṃ gāthāmudājahāra  	aTa boDisattvaH dvitIyAm gATAm udAjahAra  
   na sajjanād duracaraḥ kvacidbhavedbhajeta sādhūn vinayakramānugaḥ /	na sat janAt duracaraH kvacid Bavet Bajeta sADUn vinaya krama anugaH /
   spṛśantyayatnena hi tatsamīpagaṃ visarpiṇastadguṇapuṣpareṇavaḥ // Jm_31.72	spRSanti ayatnena hi tad samIpa gam visarpiNaH tad guNa puzpa reNavaH // Jm_31.72
   saudāsa uvāca  	sOdAsaH uvAca  
   subhāṣitānyarcayatā sādho sarvātmanā tvayā /	su BAzitAni arcayatA sADo sarva AtmanA tvayA /
   sthāne khalu niyukto 'rthaḥ sthāne nāvekṣitaḥ śramaḥ // Jm_31.73 //	sTAne Kalu niyuktaH arTaH sTAne na avekzitaH SramaH // Jm_31.73 //
   tatastataḥ? bodhisattva uvāca  	tatas tatas ? boDisattvaH uvAca  
   rathā nṛpāṇāṃ maṇihemabhūṣaṇā vrajanti dehāśca jarāvirūpatām /	raTAH nRpANAm maNi hema BUzaNAH vrajanti dehAH ca jarA virUpa tAm /
   satāṃ tu dharmaṃ na jarābhivartate sthirānurāgā hi guṇeṣu sādhavaḥ //	satAm tu Darmam na jarA aBivartate sTira anurAgAH hi guNezu sADavaH //
   Jm_31.74 //	Jm_31.74 //
   amṛtavarṣaṃ khalvidam / aho saṃtarpitāḥ smaḥ / tatastataḥ? bodhisattva	amRta varzam Kalu idam / aho saMtarpitAH smaH / tatas tatas ? boDisattva
   uvāca  	uvAca  
   nabhaśca dure vasudhātalācca pārādavāraṃ ca mahārṇavasya /	naBaH ca dure vasuDA talAt ca pArAda vAram ca mahA arNavasya /
   astācalendrādudayastato 'pi dharmaḥ satāṃ dūratare 'satāṃ ca // Jm_31.75	astAcala indrAt udayaH tatas api DarmaH satAm dUratare asatAm ca // Jm_31.75
   atha saudāsaḥ prasādavismayābhyāmāvarjitapremabahumāno bodhisattvamuvāca  	aTa sOdAsaH prasAda vismaya aByAm Avarjita prema bahu mAnaH boDisattvam uvAca  
   citrābhidhānātiśayojjvalārthā gāthāstvadetā madhurā niśamya /	citra aBiDAna atiSaya ujjvala arTAH gATAH tvad etAH maDurAH niSamya /
   (Vaidya 230)	(VEdyaH 230)
   ānanditastatpratipūjanārthaṃ varānahaṃ te caturo dadāmi // Jm_31.76 //	AnanditaH tad pratipUjana arTam varAn aham te caturaH dadAmi // Jm_31.76 //
   tad vṛṇīṣva yadyanmatto 'bhikāṅkṣasīti /	tat vRNIzva yat yat mattaH aBikAFkzasi iti /
   athainaṃ bodhisattvaḥ savismayabahumāna uvāca kastvaṃ varapradānasya?	aTa enam boDisattvaH sa vismaya bahu mAnaH uvAca kaH tvam vara pradAnasya?
   yasyāsti nātmanayapi te prabhutvamakāryasaṃrāgaparājitasya /	yasya asti na Atmanayapi te praBu tvam akArya saMrAga parAjitasya /
   sa tvaṃ varaṃ dāsyasi kaṃ parasmai śubhapravṛterapavṛttabhāvaḥ // Jm_31.77	sa tvam varam dAsyasi kam parasmE SuBa pravRteH apavRtta BAvaH // Jm_31.77
   ahaṃ ca dehīti varaṃ vadeyaṃ manaśca ditsāthiśilaṃ tava syāt /	aham ca dehi iti varam vadeyam manaH ca ditsATi Silam tava syAt /
   tamatyayaṃ kaḥ saghṛṇo 'bhyupeyādetāvadevālamalaṃ yato naḥ // Jm_31.78 //	tam atyayam kaH sa GRNaH aByupeyAt etAvat eva ala malam yatas naH // Jm_31.78 //
   atha saudāsaḥ kiṃcid vrīḍāvanatavadano bodhisattvamuvāca   alamatrabhavato	aTa sOdAsaH kiMcid vrIxA avanata vadanaH boDisattvam uvAca  alam atra BavataH 
   māmevaṃ viśaṅkitum /	mAm evam viSaFkitum /
   prāṇānapi parityajya dāsyāmyetānahaṃ varān /	prANAn api parityajya dAsyAmi etAn aham varAn /
   visrabdhaṃ tad vṛṇīṣva tvaṃ yadyādicchasi bhūmipa // Jm_31.79 //	visrabDam tat vRNIzva tvam yat yAt icCasi BUmipa // Jm_31.79 //
   bodhisattva uvāca   tena hi	boDisattvaH uvAca  tena hi
   satyavarato bhava visarjaya sattvahiṃsāṃ bandīkṛtaṃ janamaśeṣamimaṃ	satya varataH Bava visarjaya sattva hiMsAm bandIkRtam janam aSezam imam
   vimuñca /	vimuQcaH /
   adyā na caiva naravīra manuṣyamāṃsametān varānanavarāṃścaturaḥ prayaccha	adyAH na ca eva nara vIra manuzya mAMsam etAn varAnana varAn= caturaH prayacCa
   // Jm_31.80 //	// Jm_31.80 //
   saudāsa uvāca  	sOdAsaH uvAca  
   dadāmi pūrvān bhavate varāṃstrīnanyaṃ caturthaṃ tu varaṃ vṛṇīṣva /	dadAmi pUrvAn Bavate varAn= trIn anyam caturTam tu varam vRNIzva /
   avaiṣi kiṃ na tvamidaṃ yathāhamīśo virantuṃ na manuṣyamāṃsāt // Jm_31.81	avEzi kim na tvam idam yaTA aham ISaH virantum na manuzya mAMsAt // Jm_31.81
   bodhisattva uvāca   hanta tavaitatsaṃvṛttam / nanūktaṃ mayā kastvaṃ	boDisattvaH uvAca  hanta tava etat saMvRttam / nanu uktam mayA kaH tvam
   varapradānasyeti? api ca bhoḥ?	vara pradAnasya iti? api ca BoH?
   satyavratatvaṃ ca kathaṃ syadahiṃsakatā ca te /	satya vrata tvam ca kaTam syat ahiMsaka tA ca te /
   aparityajato rājan manuṣyapaiśitāśitām // Jm_31.82 //	aparityajataH rAjan manuzya pESita ASitAm // Jm_31.82 //
   (Vaidya 231)	(VEdyaH 231)
   āha  	Aha  
   nanūktaṃ bhavatā pūrvaṃ dāsyāmyetānahaṃ varān /	nanu uktam BavatA pUrvam dAsyAmi etAn aham varAn /
   prāṇānapi parityajya tadidaṃ jāyate 'nyathā // Jm_31.83 //	prANAn api parityajya tat idam jAyate anyaTA // Jm_31.83 //
   ahiṃsakatvaṃ ca kuto māṃsārthaṃ te ghnato narān /	ahiMsaka tvam ca kutas mAMsa arTam te GnataH narAn /
   satyevaṃ katame dattā bhavatā syurvarāstrayaḥ // Jm_31.84 //	sati evam katame dattA BavatA syuH varAH trayaH // Jm_31.84 //
   saudāsa uvāca  	sOdAsaH uvAca  
   tyaktvā rājyaṃ vane kleśo yasya heturtādhṛto mayā /	tyaktvA rAjyam vane kleSaH yasya hetuH tADRtaH mayA /
   hato dharmaḥ kṣatā kīrtistyakṣyāmi tadahaṃ katham // Jm_31.85 //	hataH DarmaH kzatA kIrtiH tyakzyAmi tat aham kaTam // Jm_31.85 //
   bodhisattva uvāca   ata eva tadbhavāṃstyaktumarhati /	boDisattvaH uvAca  atas eva tat BavAn= tyaktum arhati /
   dharmādarthātsukhātkīrtebhraṣṭo yasya kṛte bhavān /	DarmAt arTAt suKAt kIrteBrazwaH yasya kRte BavAn /
   anarthāyatanaṃ tādṛkkathaṃ na tyaktumarhasi // Jm_31.86 //	anarTa Ayatanam tAdRS kaTam na tyaktum arhasi // Jm_31.86 //
   dattānuśayitā ceyamanaudāryahate jane /	datta anuSayitA ca iyam anOdArya hate jane /
   nīcata sā kathaṃ nāma tvāmapyabhibhavediti // Jm_31.87 //	nIcata sA kaTam nAma tvAm api aBiBavet iti // Jm_31.87 //
   tadalaṃ te pāpmānamevānubhrāmitum / avaboddhumarhasyātmānam / saudāsaḥ	tat alam te pApmAnam eva anuBrAmitum / avabodDum arhasya AtmAnam / sOdAsaH
   khalvatrabhavān /	Kalu atra BavAn /
   vaidyekṣitāni kuśalairupakalpitāni grāmyāṇyanūpajalajānyatha jāṅgalāni /	vEdya IkzitAni kuSalEH upakalpitAni grAmyANi anUpa jala jAni aTa jAFgalAni /
   māṃsāni santi kuru tairhṛdayasya tuṣṭiṃ nindāvahādvirama sādhu	mAMsAni santi kuru tEH hRdayasya tuzwim nindA vahAt virama sADu
   manuṣyamāṃsāt // Jm_31.88 //	manuzya mAMsAt // Jm_31.88 //
   tūryasvanāna sajalatoyadanādadhīrān gītasvanaṃ ca niśi rājyasukhaṃ ca	tUrya svanAna sa jala toyada nAda DIrAn gIta svanam ca niSi rAjya suKam ca
   tattat /	tat tat /
   bandhūn sutān parijanaṃ ca manonukūlaṃ hitvā kathaṃ nu ramase 'tra vane	banDUn sutAn parijanam ca manonukUlam hitvA kaTam nu ramase atra vane
   vivikte // Jm_31.89 //	vivikte // Jm_31.89 //
   cittasya nārhasi narendra vaśena gantuṃ dharmārthayoranuparodhapathaṃ	cittasya na arhasi narendra vaSena gantum Darma arTayoH anuparoDa paTam
   bhajasva /	Bajasva /
   eṃko nṛpān yudhi vijitya samastasainyān mā cittavigrahavidhau parikātaro	eMkaH nRpAn yuDi vijitya samasta sEnyAt mA citta vigraha viDO parikAtaraH 
   bhūḥ // Jm_31.80 //	BUH // Jm_31.80 //
   lokaḥ paro 'pi manujādhipa nanvavekṣyastasmātpriyaṃ yadahitaṃ ca na	lokaH paraH api manuja aDipa nanu avekzyaH tasmAt priyam yat ahitam ca na
   tanniṣevyam /	tat nizevyam /
   yatsyāttu kīrtyanuparodhi manojñamārgaṃ tadvipriyaṃ sadapi	yat syAt tu kIrti anuparoDi manojQa mArgam tad vipriyam sat api
   bheṣajavadbhajasva // Jm_31.91 //	Bezaja vat Bajasva // Jm_31.91 //
   (Vaidya 232)	(VEdyaH 232)
   atha saudāsaḥ prasādāśruvyāptanayano gadgadāyamānakaṅṭhaḥ samabhisṛtyaiva	aTa sOdAsaH prasAda aSru vyApta nayanaH gadga dAyamAna kaFWaH samaBisRtya eva
   bodhisattvaṃ pādayoḥ saṃpariṣvajyovāca  	boDisattvam pAdayoH saMparizvajya uvAca  
   guṇakusumarajobhiḥ puṇyagandhiḥ samantājjagadidamavakīrṇaṃ kāraṇe	guNa kusuma rajoBiH puNya ganDiH samantAt jagat idam avakIrNam kAraNe
   tvadyaśobhiḥ /	tvad yaSoBiH /
   iti vicarati pāpe mṛtyudūtogravṛttau tvamiva hi ka ivānyaḥ sānukampo mayi	iti vicarati pApe mRtyu dUta ugra vRttO tvam iva hi kaH iva anyaH sa anukampaH mayi
   syāt // Jm_31.92 //	syAt // Jm_31.92 //
   śastā guruśca mama daivatameva ca tvaṃ mūrdhnā vacāṃsyahamamūni	SastA guruH ca mama dEvatam eva ca tvam mUrDnA vacAMsi aham amUni
   tavārcayāmi /	tava arcayAmi /
   bhokṣye na caiva sutasoma manuṣyamāṃsaṃ yanmāṃ yathā vadasi tacca tathā	Bokzye na ca eva sutasoma manuzya mAMsam yat mAm yaTA vadasi tat ca taTA
   kariṣye // Jm_31.93 //	karizye // Jm_31.93 //
   nṛpātmajā yaṅanimittamāhṛtā mayā ca ye bandhanakhedapīḍitāḥ /	nRpa AtmajA yaFa nimittam AhRtAH mayA ca ye banDana Keda pIxitAH /
   hatatviṣaḥ śokaparītamānasāstadehi muñcāva sahaiva tānapi // Jm_31.94 //	hata tvizaH Soka parIta mAnasAH tat ehi muQcAva saha eva tAn api // Jm_31.94 //
   atha bodhisattvastathetyasmai pratiśrutya yatra te	aTa boDisattvaH taTA iti asmE pratiSrutya yatra te
   nṛpasutāstenāvaruddhāstatraivābhijagāma / dṛṣṭai va ca te nṛpasutāḥ	nRpa sutAH tena avarudDAH tatra eva aBijagAma / dRzwEH va ca te nRpa sutAH
   sutasomaṃ hanta muktā vayamiti paraṃ harṣamupajagmuḥ /	sutasomam hanta muktAH vayam iti param harzam upajagmuH /
   virejire te sutasomadarśanānnarendraputrāḥ sphuṭahāsakāntayaḥ /	virejire te suta soma darSanAt narendra putrAH sPuwa hAsa kAntayaH /
   śaranmukhe candrakaropabṛhitā vijṛmbhamāṇāḥ kumudākarā iva // Jm_31.95 //	Sarad muKe candra kara upabRhitAH vijRmBamANAH kumuda AkarAH iva // Jm_31.95 //
   athainānabhigamya bodhisattvaḥ samāśvāsayan priyavacanapuraḥsaraṃ ca	aTa enAn aBigamya boDisattvaH samASvAsayan priya vacana puraHsaram ca
   pratisaṃmodya saudāsasyādrohāya śapathaṃ kārayitvā bandhanādvimucya	pratisaMmodya sOdAsasya adrohAya SapaTam kArayitvA banDanAt vimucya
   sārdhaṃ saudāsena taiśca nṛpatiputrairanugamyamānaḥ svaṃ rājyamupetya	sArDam sOdAsena tEH ca nRpati putrEH anugamyamAnaH svam rAjyam upetya
   yathārhakṛtasaṃskārāṃstān rājaputrān saudāsaṃ ca sveṣu sveṣu rājyeṣu	yaTArha kRta saMskArAn= tAn rAja putrAn sOdAsam ca svezu svezu rAjyezu
   pratiṣṭhāpayāmāsa /	pratizWApayAmAsa /
   tadevaṃ śreyaḥ samādhatte yathātathāpyupanataḥ satsaṃgama iti śreyo	tat evam SreyaH samADatte yaTA taTA api upanataH sat saMgamaH iti SreyaH 
   'rthinā sajjanasamāśrayeṇa bhavitavyam /	arTinA sat jana samASrayeNa Bavitavyam /
   evamasaṃstutahṛtpūrvajanmasvapyupakāraparatvād buddho bhagavāniti	evam asaMstuta hRd pUrva janmasu api upakAra paratvAt budDaH BagavAn iti
   tathāgatavarṇe 'pi vācyam / evaṃ saddharmaśravaṇaṃ doṣāpacayāya	taTAgata varNe api vAcyam / evam sat Darma SravaNam doza apacayAya
   guṇasamādhānāya ca bhavatīti saddharmaśravaṇe 'pi vācyam /	guNa samADAnAya ca Bavati iti sadDarma SravaNe api vAcyam /
   śrutapraśaṃsāyāmapi vācyam   evamanekānuśaṃsaṃ śrutamiti /	Sruta praSaMsAyAm api vAcyam  evam aneka anuSaMsam Srutam iti /
   satyakathāyāmapi vācyam   evaṃ sajjaneṣṭaṃ puṇyakīrtyākaraṃ	satya kaTAyAm api vAcyam  evam sat jana izwam puNya kIrti Akaram
   satyavacanamityevaṃ svaprāṇasukheśvaryanirapekṣāḥ satyamanurakṣanti	satya vacanam iti evam sva prANa suKa ISvarya nirapekzAH satyam anurakzanti
   satpuruṣā iti / satyapraśaṃsāyāmapyupaneyaṃ karuṇāvarṇe 'pi ceti /	sat puruzAH iti / satya praSaMsAyAm api upaneyam karuNA varNe api ca iti /
   // iti sutasomajātakamekatriṃśattamam //	// iti sutasoma jAtakam ekatriMSattamam //
   (Vaidya 233)	(VEdyaH 233)
   32. Ayogṛhajātakam	32. AyaH gRha jAtakam
   rājalakṣmīrapi śreyomārgaṃ nāvṛṇoti saṃvignamānasānāmiti saṃvegaparicayaḥ	rAja lakzmIH api SreyaH mArgam na AvRNoti saMvigna mAnasAnAm iti saMvega paricayaH
   kāryaḥ / tadyathānuśrūyate  	kAryaH / tat yaTA anuSrUyate  
   bodhisattvabhūtaḥ kilāyaṃ bhagavān	boDisattva BUtaH kila ayam BagavAn
   vyādhijarāmaraṇapriyaviprayogādivyasanaśatopanipātaṃ	vyADi jarA maraNa priya viprayoga Adi vyasana Sata upanipAtam
   duḥkhitamanāthamatrāṇamapariṇāyakaṃ lokamavekṣya karuṇayā	duHKitam anATam atrANam apariNAyakam lokam avekzya karuNayA
   samutsāhyamānastatparitrāṇavyavasitamatiratisādhusvabhāvastattatsaṃpādayamāno	samutsAhyamAnaH tad paritrANa vyavasita mati rati sADu svaBAvaH tad tad saMpAdayamAnaH 
   vimukhasyāsaṃstutasyāpi ca lokasya hitaṃ sukhaviśeṣa ca	vimuKasya asaM= tutasya api ca lokasya hitam suKa viSeza ca
   kadācidanyatamasmin rājakule prajānurāgasaumukhyādaskhalitābhivṛddhyā ca	kadAcid anyatamasmin rAja kule prajA anurAga sOmuKyAt asKalita aBivRdDyA ca
   samṛddhyā samānatadṛptasāmantayā cābhivyajyamānamahābhāgye vinayaślāghini	samRdDyA samAnatadRpta sAmantayA ca aBivyajyamAna mahABAgye vinaya SlAGini
