   śrīḥ	SrIH
   uktena mārgaviśeṣeṇāpāditāḥ pārśvamānyādaya iti samādhiḥ /	uktena mArga viSezeNa ApAditAH pArSvamAnya AdayaH iti samADiH /
   karavindīyā vyākhyā	karavindIyA vyAKyA
   evamuttarato 'pi vikṛṣya rajjuṃ nimittaṃ kuryāt, viparyāso rajjvantayoḥ	evam uttaratas api vikRzya rajjum nimittam kuryAt, viparyAsaH rajju antayoH
   pūrvaṃ pāśaṃ paścime śakṅau paścimaṃ ca pūrvasmin kṛtvā itarataḥ	pUrvam pASam paScime SakFO paScimam ca pUrvasmin kRtvA itaratas 
   kṛtanimittāt pradeśādanyatra tatra ca dakṣiṇata uttarataś ca vikṛṣya	kRta nimittAt pradeSAt anyatra tatra ca dakziNatas uttaratas ca vikRzya
   nimitte kuryāt /	nimitte kuryAt /
   etaduktaṃ bhavati  ayāmārthaṃ pramāṇe prakṣipya prakṣiptaṃ ṣoḍhā vibhajya	etat uktam Bavati   ayAma arTam pramANe prakzipya prakziptam zoXA viBajya
   tasmin antādārabhya pañcasu bhogeṣvatīteṣu lakṣaṇasyāntau pāśau kṛtvā	tasmin antAt AraBya paQcasu Bogezu atItezu lakzaNasya antO pASO kRtvA
   pṛṣṭhyāntayoḥśaṅkuṃ nikāya tayoḥ pratimucya lakṣaṇena dakṣiṇāpāyamya	pRzWyA antayoH SaFkum nikAya tayoH pratimucya lakzaNena dakziNa apAyamya
   śaṅkuṃ kuryāt, uttarato 'pyevameva vikṛṣya śaṅkuṃ kuryāt, rajjvantau	SaFkum kuryAt, uttaratas api evam eva vikRzya SaFkum kuryAt, rajju antO
   viparyasyetarasminnapi pradeśe śaṅkudvayaṃ kuryaditi, nanu aparagrahaṇaṃ	viparyasya itarasmin= api pradeSe SaFku dvayam kuryat iti, nanu apara grahaNam
   pūrvatṛtīye lakṣaṇavyāvṛcyarthaṃ kiṃ na syāt, tatrāpi tasyāvirodhādeva na	pUrva tRtIye lakzaNa vyAvRci arTam kim na syAt, tatra api tasya aviroDAt eva na
   syāt /	syAt /
   tarhi madhayamatṛtīyaṃ vyākartya pūrvāparayoḥ pradarśanārthaṃ bhaviṣyatīti	tarhi maDayam atRtIyam vyAkartya pUrva aparayoH pradarSana arTam Bavizyati iti
   cennaitatyadyevamiṣṭamabhaviṣyattarhi spaṣṭataraṃmadhyame tṛtīya	ced na etatyadi evam izwam aBavizyat tarhi spazwa taraMmaDyame tRtIya
   ityevāvakṣyat, na cāsau tattathoktavān /	iti eva avakzyat, na ca asO tat taTA uktavAn /
   atha manyase? tadarthamabhayasyāparasminn ityukte 'bhyāsādanyat,	aTa manyase? tad arTam aBayasya aparasmin iti ukte aByAsAt anyat ,
   pramāṇamaparaṃ pratīyate, sāmarthyāttatra tṛtīye lakṣaṇaṃ bhavatviti,	pramANam aparam pratIyate, sAmarTyAt tatra tRtIye lakzaNam Bavatu iti,
   naitadapi yuktaṃ  yadayamāgantvāyāmābhyāsaḥ iti	na etat api yuktaM  yat ayam Agantva AyAma aByAsaH iti
   āgantvavayavasyākṣṇayārajjuśeṣatāṃ vakṣyati /	Agantu avayavasya akzNayA rat juSeza tAm vakzyati /
   pahāvedimāne ca ṣaṭātriṃśikāyāmaṣṭādaśopa śamasyetyādau	paha Avedi mAne ca zawAtriMSikAyAm azwAdaSa upa Samasya ityAdO
   pañcadaśikenaivāpāyamya śroṇyaṃsānāṃ viharaṇaṃ vakṣyāti,	paQcadaSikena eva apAyamya SroNi aMsAnAm viharaNam vakzyAti,
   tenātrābhyāsāganturevāparaḥ, tatra ṣaḍbhāgone nirañjanamiti vijñāyate /	tena atra aByAsa AgantuH eva aparaH, tatra zaz BAga Une niraQjanam iti vijQAyate /
   nanu yadyāgantuparo 'paraśabdaḥ tarhi ṣaḍbhāgone lakṣaṇamityetāvadevālaṃ,	nanu yadi Agantu paraH apara SabdaH tarhi zaz BAga Une lakzaNam iti etAvat eva alaM,
   kimarthaḥ	kimarTaH
   tṛtīyaśabdaḥ, naivāsya prayojanaṃ paśyāmaḥ, ucyate  astyevāsya prayojanaṃ,	tRtIya SabdaH, na eva asya prayojanam paSyAmaH, ucyate  asti eva asya prayojanaM,
   kuṃ tat, atrocyamā naviharaṇasya sarvābhyāsaviṣayatvakhyāpanārthaṃ,	kum tat, atra ucyamAH na viharaNasya sarva aByAsa vizaya tva KyApana arTaM,
   tatkathaṃ, atra tāvadācāryeṇa sarvajñena sarvānugrahakāriṇā	tat kaTaM, atra tAvat AcAryeNa sarvajQena sarva anugraha kAriNA
   prayuktasyākṣarāvayavasyāpi nānarthakatā yuktā, kiṃ punaḥ padasya /	prayuktasya akzara avayavasya api na anarTaka tA yuktA, kim punar padasya /
   ato mukhyayā vṛcyā yathā śabdor'thavān bhavati tathā vyākhyeyaḥ /	atas muKyayA vRcyA yaTA SabdoH aTavAn Bavati taTA vyAKyeyaH /
   ata evāyaṃ śabda evaṃ	atas eva ayam SabdaH evam
   vyākhyāyate  āgantusamānādhikaraṇībhūtatṛtīyaśabdasyāvayavabhūtatriśabdavācyena	vyAKyAyate  Agantu samAna aDikaraNIBUta tRtIya Sabdasya avayava BUta tri Sabda vAcyena
   tritvena sābhyāsasya pramāṇasyāgantuparimitā yāvanto bhāgāḥsaṃbhavanti	tri tvena sa aByAsasya pramANasya Agantu parimitAH yAvantaH BAgAH saMBavanti
   tāvatāṃ bhāgānāṃ sakhṅyā lakṣyate,	tAvatAm BAgAnAm saKFyAH lakzyate,
   tathā  ṣaḍbāgaśabdāvayavabhūtaṣaṭachabdavācyena ca ṣaṭtvena	taTA   zaxbAga Sabda avayava BUta zawa Cabda vAcyena ca zawtvena
   tadanurūpatvāya tritvalakṣitasakhṅyādviguṇībhūtābhāgasaṃkhṅyā lakṣyate /	tad anurUpa tvAya tritva lakzita saKFyA t viguNIBUta ABAga saMKFyA lakzyate /
   etenāyamarthaḥsaṃpadyate  	etena ayam arTaH saMpadyate  
   sarveṣvabhyāseṣu sābhyāsasya pramāṇasyāgantuparimitā yāvanto	sarvezu aByAsezu sa aByAsasya pramANasya Agantu parimitAH yAvantaH 
   bhāgāḥsampadyante tāvaddviguṇabhāgamāgantuṃ kṛtvā tasmin bhāgenaikena hīne	BAgAH sampadyante tAvat dviguNa BAgam Agantum kRtvA tasmin BAgena ekena hIne
   lakṣaṇakaraṇamiti /	lakzaNa karaNam iti /
   tadyathā  ardhābhyāse tāvadardhameko bhāgaḥ, pramāṇantu tattulyau bhāgau,	tat yaTA  arDa aByAse tAvat arDam ekaH BAgaH, pramANantu tad tulyO BAgO,
   adaḥsābhyāsasya pramāṇasyāgantutulyāstrayo bhāgāḥ, āgantau	adaHsa aByAsasya pramANasya Agantu tulyAH trayaH BAgAH, AgantO
   taddviguṇacchede tasya ṣaḍbhāgāḥ, tatra bhāgenaikena hīne lakṣaṇam, tathā	tad dviguNa= Cede tasya zaz BAgAH, tatra BAgena ekena hIne lakzaNam, taTA
   āyāmābhyāse āyāma eko bhāgaḥ, ca tatsadṛśa eko bhāgaḥ /	AyAma aByAse AyAmaH ekaH BAgaH, ca tad sadRSaH ekaH BAgaH /
   tena sābhyāsasya pramāṇāsya dvau bhāgau taddviguṇacchede abhyāse catvāro	tena sa aByAsasya pramANa asya dvO BAgO tad dviguNa= Cede aByAse catvAraH 
   bhāgāḥ /	BAgAH /
   tatra caturbhāgone lakṣaṇam /	tatra catur BAga Une lakzaNam /
   tathā  tṛtīyābhyāse abhyāsa eko bhāgaḥ, pramāṇaṃ tattulyāstrayo bhāgāḥ,	taTA a  tRtIya aByAse aByAse ekaH BAgaH, pramANam tad tulyAH trayaH BAgAH,
   dviguṇacchede 'bhyāse 'ṣṭau bāgāḥ, tatrāṣṭabhāgone lakṣaṇam, evameva	dviguNa= Cede aByAse azwO bAgAH, tatra azwa BAga Une lakzaNam, evam eva
   turīyādyabhyāse 'ṣṭau pramāṇasyābhyāsavaśenaiva bhāgakalpanam, āgantau	turIya Adi aByAse azwO pramANasya aByAsa vaSena eva BAga kalpa nam, AgantO
   taddviguṇasakhṅyayā bhāgaka lpanam, bhāgone lakṣaṇaṃ ca draṣṭavyam /	tad dviguNa saKFyayA BAgaka lpanam, BAga Une lakzaNam ca drazwavyam /
   nanu yatrābhyāse 'bhyāsatulyatā pramāṇasya na sambhavati kathaṃ tatra	nanu yatra aByAse aByAsa tulya tA pramANasya na samBavati kaTam tatra
   pramāṇe cāgantau ca bāgakalpanaṃ lakṣaṇaṃ ca, yathādhikābhyāse chedanaṃ	pramANe ca AgantO ca bAga kalpanam lakzaNam ca, yaTA aDika aByAse Cedanam
   nyūnābhyase ca ?	nyUna aByase ca ?
   ucyate  tatrāpyayameva prakāraḥ, kintu sābhyāsaṃ pramāṇamaṃśena ca	ucyate  tatra api ayam eva prakAraH, kintu sa aByAsam pramANam aMSena ca
   sadṛśacchedaṃ kṛtvā āgantum api chedasakhṅyādviguṇasakhṅyayā chedaṃ kṛtvā	sadRSa= Cedam kRtvA Agantum api Ceda saKFyA dviguNa saKFyayA Cedam kRtvA
   tatra yāvadbhir aṃśairhīnaireko bhāgo hīno bhavati tāvadbhiraṃśairnyūne	tatra yAvadBiH aMSEH hInEH ekaH BAgaH hInaH Bavati tAvadBiH aMSEH nyUne
   'bhyāse nihañjanaṃ kuryāt, adhikābhyāse tāvaddviguṇābhyāse 'bhyāsa eko	aByAse nihaQjanam kuryAt, aDika aByAse tAvat dviguNa aByAse aByAse ekaH 
   bhāgaḥ, pramāṇaṃ bhāgārthaṃ, tatrārdhena ca sadṛśacchede sābhyāse pramāṇe	BAgaH, pramANam BAga arTaM, tatra arDena ca sadRSa= Cede sa aByAse pramANe
   trayor'dhacchedāḥ, tatsakhṅyādviguṇacchede tatra ṣaḍardhacchedāḥ, teṣu	trayoH aDa= CedAH, tad saKFyA dviguNa= Cede tatra zaz arDa= CedAH, tezu
   dvābhyāmūnābhyāmeko bhāgo hīyata iti taḍhūne lakṣaṇaṃ syāt /	dvAByA mUnAByAm ekaH BAgaH hIyate iti taXUne lakzaNam syAt /
   triguṇābhyāse 'bhyāsa eko bhāgaḥ, pramāṇaṃ tu tṛtīyāṃśakaḥ, tatsadṛśā	triguNa aByAse aByAse ekaH BAgaH, pramANam tu tRtIya aMSakaH, tad sadRSA
   abhyāse trayastṛtīyāṃ śakāḥ, tena sābhyāsasya pramāṇasya	aByAse trayaH tRtIyAm SakAH, tena sa aByAsasya pramANasya
   catvārastṛtīyāṃśāḥ, taddviguṇacchede āgantāvaṣṭau tṛtīyāśāḥ, tatra	catvAraH tRtIya aMSAH, tad dviguNa= Cede AgantO= azwO tRtIya ASAH, tatra
   tribhiraṃśairūne lakṣaṇam /	triBiH aMSEH Une lakzaNam /
   evaṃ caturguṇābhyāseṣu bhāgānunnīya tadanuṃrūpamā gantau lakṣaṇaṃ kuryāt /	evam caturguNa aByAsezu BAgAn unnIya tad anuMrUpamA gantO lakzaNam kuryAt /
   tathā tripādābhyāse 'bhyāsa eko bhāgaḥ, pramāṇaṃ tatsadṛśa eko	taTA tri pAda aByAse aByAse ekaH BAgaH, pramANam tad sadRSaH ekaH 
   bhāgastṛtīyāṃśaśva, aṃśena ca sadṛśacchede sābhyāsapramāṇe sapta	BAgaH tRtIya aMSa Sva, aMSena ca sadRSa= Cede sa aByAsa pramANe sapta
   tṛtīyāṃśāḥ, taistribhirūne tatra lakṣaṇam /	tRtIya aMSAH, tEH triBiH Une tatra lakzaNam /
   evam evānyeṣvapi sāṃśacchedeṣu bhāgakalpanaṃ lakṣaṇaṃ ca draṣṭavyam /	evam eva anyezu api sAMSa= Cedezu BAga kalpanam lakzaNam ca drazwavyam /
   etadapi na vismartavyaṃ sarveṣvabhyāseṣvāgantubhāgaikyaṃ tadvaśenana	etat api na vismartavyam sarvezu aByAsezu Agantu BAj a Ekyam tad vaSenana
   pramāṇe bhāgaukyaṃ bhāgānekatvaṃ kevalāṃ śatvaṃ ceti, evamasya viharaṇasya	pramANe BA gOkyam BAga anekatvam kevalAm Satvam ca iti, evam asya viharaNasya
   sarvābhyāsaviṣayatvamavagantavyam /	sarva aByAsa vizaya tvam avagantavyam /
   yadyevam upapadyate, kuto jñāyate nyāyo 'ṅgaīkṛta iti,	yadi evam upapadyate, kutas jQAyate nyAyaH aFgaIkRtaH iti,
   ucyate  āgantucaturthamāyāmaśvākṣṇayārajjuriti āyāmābhyāso	ucyate  Agantu caturTa mAyAm aSvAkzNayA rajjuH iti AyAma aByAsaH 
   'bhyāsacaturthasyākṣṇayārajjuviśeṣatvapratipādanādardhābhyāsāyāmābhyāṃ	aByAsa caturTasya akzNayA rajju viSeza tva pratipAdanAt arDa aByAsa AyAmAByAm
   siddhasya	sidDasya
   pañcadaśikāṣṭikayoḥsaptadaśikākṣṇayārajjurityāderviṣamābhyāsopanyāsācca	paQcadaSikAzwikayoH saptadaSikAkzNayA rajjuH iti AdeH vizama aByAsa upanyAsAt ca
   jñāyate nyāyo 'yamaṅgīkṛta ityalamatirthaṃ,	jQAyate nyAyaH ayam aFgIkRtaH iti alam atirTaM,
   tiryaṅbhānyakṣṇayārajjuvivekārthaṃ ca, dakṣiṇottaragrahaṇaṃ kimarthaṃ,	tiryaFBAni akzNayA rajju viveka arTam ca, dakziNa uttara grahaNam kim arTaM,
   pradarśanārthaṃ tiraśvyāḥ, itarathā sadaḥprabhṛtiṣu virodhāt /	pradarSana arTam tiraSvyAH, itaraTA sadaH praBRtizu viroDAt /
   asya viharamasyānte 'nyasya pratipādanāyāhasa samādhiḥ /	asya viharam asya ante anyasya pratipAdanAya ahasa samADiH /
   dvipadamidam /	dvipadam idam /
   tacchabdena viharaṇamucyate, samādhyābhiprāyaḥ puṃlliṅganirdeśaḥ,	tad Sabdena viharaNam ucyate, samADyA aBiprAyaH puMlliFga nirdeSaH,
   saṃśabdaḥ samyagarthe samaśabdārthe vā, āṅ samantatobhāve, dadhātiḥ	saMSabdaH samyak arTe sama Sabda arTe vA, AF samantatoBAve, daDAtiH
   karotyarthe samaśabdārthe vā, āṅ samantatobhāve, dadhātiḥ karotyarthe,	karoti arTe sama Sabda arTe vA, AF samantatoBAve, daDAtiH karoti arTe,
   samyaganyūnānatiriktaṃ kṣetraṃ samantādāpādayatīti samādhiḥ,	samyak anyUnA anatiriktam kzetram samantAt ApAdayati iti samADiH,
   yadvā  samānānāmādhiḥ samādhiḥ /	yat vA  samAnAnAm ADiH samADiH /
   pārśvamānyau tiryaṅbhānyau akṣṇayārajjuś ca	pArSva mAnyO tiryaFBAnyO akzNayA rajjuH ca
   parasparamanyonyasamāḥsaṃpādayatīti, caturdikṣu samaṃ kṣetramāpādayatīti	parasparam anyonya samAH saMpAdayati iti, catur dikzu samam kzetram ApAdayati iti
   samādhiḥ, ayamarthaḥ  	samADiH, ayam arTaH  
   vimīyamānakṣetrasyānyunānatirekitvenāvasthānaṃ samādhānam, tacca	vimIyamAna kzetrasya anyuna anatiH ekitvena avasTAnam samADAnam, tat ca
   samyagupāyasya viharaṇasya phalam, taddhetutvādviharaṇasya,	samyak upAyasya viharaNasya Palam, tad hetu tvAt viharaNasya,
   hetuphalayorabhedopacāreṇa tadeva viharaṇaṃ samādhirityucyate, yoga iti	hetu PalayoH aBeda upacAreNa tat eva viharaNam samADiH iti ucyate, yogaH iti
   ceti, kimarthamidamucyate? śrotṝṇāṃ pratipattiprarocanārthaṃ, yadedadṛktaṃ	ceti, kimarTam idam ucyate? SrotLNAm pratipatti prarocana arTan, yadA idat Rktam
   viharaṇaṃ sa samādhiḥ, samīcaḥ śroṇyaṃsān saṃpādayati tasmādidaṃ	viharaNam sa samADiH, samIcaH SroNi aMsAn saMpAdayati tasmAt idam
   niḥsaṃdigdamanena vihartavyamiti //	niHsaMdigdam anena vihartavyam iti //
   kapardibhāṣyam	kapardi BAzyam
   tannimitto nirhrāso vivṛddhirvā || ĀpŚus_1.2e ||	tad nimittaH nirhrAsaH vivRdDiH vA || ĀpŚuH _1.2e ||
   nimittaṃ karaṇaṃ prakṛtiḥ iti paryāyāḥ /	nimittam karaNam prakRtiH iti paryAyAH /
   tadeva nirañjanārthaṃ yasya sa tannimittaḥ /	tat eva niraQjana arTam yasya sa tad nimittaH /
   nirhrāsaḥ tiryaṅbhānyāḥ /	nirhrAsaH tiryaFBAnyAH /
   vṛdvirvā tiryaṅbhānyā eva /	vRdvirvA tiryaFBAnyAH eva /
   kimuktaṃ bhavati? uktena mārgeṇa prāgāyatāḥ tiryagāyatāḥsamāścaturaśrāḥ	kim uktam Bavati? uktena mArgeNa prAc AyatAH tiryak AyatAH samAH caturaSrAH
   kṛtā ityarthaḥ /	kRtA iti arTaH /
   karavindīyā vyākhyā	karavindIyA vyAKyA
   (tannimitvā)	(tad nimitvA)
   taditi samādhirheturviharaṇamucyate  nimittaṃ kāraṇaṃ heturiti paryāyāḥ,	tat iti samADiH hetuH viharaNam ucyate   nimittam kAraNam hetuH iti paryAyAH,
   nirhrāso 'pacayaḥ, vivṛddhirupacayaḥ, tau tannimittau syātāṃ,	nirhrAsaH apacayaH, vivRdDiH upacayaH, tO tad nimittO syAta aM,
   lāghavārthamidamucyate, mahati caturaśre vihṛte tadekadeśabhūtaṃ	lAGava arTam idam ucyate, mahati caturaSre vihRte tad eka deSa BUtam
   caturaśraṃ saṃpādīyatumicchan mahataścaturaśrasya śroṇyaṃsādisaṃsthita	caturaSram saMpAdIyatum icCat mahataH caturaSrasya SroNi aMsa Adi saMsTita
   śaṅkvanirūpamabimata pradeśeṣu śaṅkūnnihatya śaṅkuṣu rajjuṃ prabaddhaca	SaFkvani rUpam abimata pradeSezu SaFkUn nihatya SaFkuzu rajjum prabadDa ca
   yāvadabhimataṃ prasārya tābhiralpaṃ caturaśraṃ sampādayet, vivṛddhau	yAvat aBimatam prasArya tABiH alpam caturaSram sampAdayet, vivRdDO
   caturaśrapārśvamānyādibhiryāvadabhimatā dīrgharajjūḥ prabaddhya	caturaSra pArSvamAnya AdiBiH yAvat aBimatA dIrGa rajjUH prabadDi a
   tāstatkūṭasaṃsthitaśaṅkvanurūpāḥ prasāryābhimatapradeśeṣu śaṅkuṃ nihatya	tAH tad kUwa saMsTita SaFku anu rUpAH prasArya aBimata pradeSezu SaFkum nihatya
   tadantaraṃ gṛhṇīyāt, pṛṣṭhyāyāṃ karaṇīṣu cābhimatapradeśeṣu śaṅkuṃ nihatya	tad antaram gRhNIyAt, pRzWyAyAm karaNIzu ca aBimata pradeSezu SaFkum nihatya
   tadanurūpāṇi nimittāntarāṇi kṛtvā rajjuḥ prasārya kṣetrasyāpacayamupacayaṃ	tad anurUpANi nimitta antarANi kRtvA rajjuH prasArya kzetrasya apacayam upacayam
   vā kuryādityarthaḥ /	vA kuryAt iti arTaH /
   nirhrāsodāharaṇaṃ mahāvedyuttaravedidhiṣṇyādayaḥ /	nirhrAsa udAharaNam mahA vedi uttara vedi DizNya AdayaH /
   vivṛdbhuyadāharaṇaṃ mahāvedyādayaḥ /	vivRdBuyadAharaNam mahA vedya AdayaH /
   sundararājīyā	sundara rAjIyA
   (tannimitvā.)	(tad nimitvA.)
   abhīṣṭakṣetrāyāmasaṃmitā rajjuḥ pramāṇam /	aBIzwa kzetra AyAma saMmitAH rajjuH pramANam /
   sā sarvamāneṣūbhayataḥpāśā prācī /	sA sarva mAnezu uBa yataHpASA prAcI /
   sā pūrvāparayoḥśaṅkvorniyatā bhavati /	sA pUrva aparayoH SaFkvoH niyatA Bavati /
   saiva pṛṣṭhabhavatvāt pṛṣṭhyetyapi vyapadiśyate /	sA eva pRzWa Bava tvAt pRzWyA iti api vyapadiSyate /
   tadyāvadāyāmaṃ tāvadāyāme śulbāntare tasyārdhamabhyasyopari prakṣiṇya	tat yAvat AyAmam tAvat AyAme Sulba antare tasya arDam aByasya upari prakziNya
   antayoḥ pāśau kuryāt /	antayoH pASO kuryAt /
   tatra trīṇi pramāṇārdhani bhavanti /	tatra trINi pramANa arDani Bavanti /
   teṣāmaparabhāgabhāvitṛtīyamardhdhaṃ ṣoḍhā mbhujya pāśādārabhya pañcasu	tezAm apara BAga BAvi tRtIyam arDDam zoXA mBujya pASAt AraBya paQcasu
   bhāgeṣviti teṣu lakṣaṇaṃ kuryāt /	BAgezu iti tezu lakzaNam kuryAt /
   asya śulbasyāntau pṛṣṭhyāntayorniyamya kṛtena lakṣaṇena dakṣiṇā prasārya	asya Sulbasya antO pRzWyA antayoH niyamya kRtena lakzaNena dakziNA prasArya
   nimittaṃ karoti śaṅkuṃ nihanti /	nimittam karoti SaFkum nihanti /
   evamuttarataḥ pāśau viparyasya pūrvānte 'pyevaṃ śaṅkum /	evam uttaratas pASO viparyasya pUrva ante api evam SaFkum /
   sa samādhiḥ sa eko vihārayogaḥ /	sa samADiH saH ekaH vihAra yogaH /
   asyodāharaṇam  	asya udAharaNam  
   "ṣaṭtriṃśikāyāmaṣṭādaśe' tyādi /	"zawtriMSikAyAm azwAdaSe a tyAdi /
   evaṃ kṛte yadi tiryaṅbhānyā nirhrāso vivṛddhirveṣyate so 'pi tannimittaḥ /	evam kRte yadi tiryaFBAnyA nirhrAsaH vivRdDiH vezyate saH api tad nimittaH /
   ye dakṣiṇottarā nimittabhūtāḥśaṅkavaḥ tāneva cihnīkṛtya kartavyāḥ /	ye dakziNa uttarAH nimitta BUtAH SaFkavaH tAn eva cihnIkRtya kartavyAH /
   nirhrāsasyodāharaṇam  "pañcadaśikenaikāpāyamyārdhena tataḥ' ityādi /	nirhrAsasya udAharaNam   "paQcadaSikena eka apAyamya arDena tataH a ityAdi /
   pracī tu sarvatra lokala eva grāhyā /	pracI tu sarvatra lokalaH eva grAhyA /
   tatra bodhāyanaḥ "kṛttikāḥ khalvimāḥ prācīṃ na jahati kadācana /	tatra boDAyanaH "kRttikAH Kalu imAH prAcIm na jahati kadAcana /
   tāsāṃ sandarśanena māpayedityekam /	tAsAm sandarSanena mApayet iti ekam /
   śroṇāsandarśanenamāpayedityekam /	SroNAsan darSanenam Apayet iti ekam /
   citrāsvātyorantarālena māpayedityaparaṃ' iti /	citrA svAtyoH antarAlena mApayet iti aparama iti /
   etani lakṣaṇāni deśaviseṣetu vyavatiṣṭhante, sarvadeśasādhāraṇaṃ	etani lakzaNAni deSa visezetu vyavatizWante, sarva deSa sADAraNam
   lakṣaṇamāha kātyāyanaḥ "same kṣetre śaṅkuṃ nikhāya śaṅkusaṃmitayā rajjvā	lakzaNam Aha kAtyAyanaH "same kzetre SaFkum niKAya SaFku saMmitayA rajjvA
   maṇḍalaṃ parilikhya yatra lekhayoḥśaṅkvagracchāyā nipatati sā prācī' iti /	maNxalam pariliKya yatra leKayoH SaFkvagra= CAyA nipatati sA prAcI a iti /
   lekhayoriti /	leKayoH iti /
   maṇḍalarekhayāḥ pūrvāpara bhāgayorityarthaḥ //	maNxala reKayAH pUrva apara BAgayoH iti arTaH //
   kapardibhāṣyam	kapardi BAzyam
   āyāmaṃ vābhyasyāgantucaturtham āyāmaścākṣṇayā rajjus tiryaṅbhānīśeṣaḥ |	AyAmam vA aByasya Agantu caturTam AyAmaH ca akzNayA rajjuH tiryaFBAni ISezaH |
   vyākhyātaṃ viharaṇam || ĀpŚus_1.3a ||	vyAKyAtam viharaNam || ĀpŚuH _1.3aH ||
   pramāṇaṃ vābhyasya āyāmamātrīṃ rajjumāyāme prakṣipya	pramANam vA aByasya AyAma mAtrIm rajjum AyAme prakzipya
   āgantoścaturthamabhyastacaturthaṃ bhāgaṃ āyāme saṃyojya lakṣaṇaṃ kṛtvā	AgantoH caturTam aByasta caturTam BAgam AyAme saMyojya lakzaNam kRtvA
   sapāda āyāmo 'kṣṇayā rajjuḥ /	sa pAdaH AyAmaH akzNayA rajjuH /
   śeṣaḥ  pādonāyāmaḥ /	SezaH  pAdonAyAmaH /
   sā tiryaṅbhānī /	sA tiryaFBAnI /
   vyākhyātaṃ viharāṇaṃ /	vyAKyAtam viharANam /
   vistaraṇavidhiruktaḥ iyāṃstu viśeṣaḥ aṃsau pūrvaṃ māpayitavyau /	vistaraNa viDiH uktaH iyAn= tu viSezaH aMsO pUrvam mApayitavyO /
   viparyasya śroṇī samamanyat /	viparyasya SroNI samam anyat /
   vācoyuktibhedena vidānasyaitat prayojanam  āyāmatṛtīyamabhyasya	vAcaH yukti Bedena vidAnasya etat prayojanam   AyAm atRtIyam aByasya
   pūrvasmiṃścaturthe 'ṣṭabhāgone lakṣaṇamityevamādīnāmupasaṅgahārtham /	pUrvasmin= caturTe azwa BAga Une lakzaNam iti evamAdInAm upasaFga hArTam /
   tatra ślokaḥ  	tatra SlokaH  
   agantvardhena cihnaṃ yadbhāgānatra karoti ca /	agantu arDena cihnam yat BAgAn atra karoti ca /
   dhruvaṃ sa yāvadāgantu kṛtvaikone nirañcanm //	Druvam sa yAvat Agantu kRtvA eka Une niraQcanm //
   vikalpavidhinokte siddhe "vyākhyāta viharaṇam' iti kimarthamuktam?	vikalpa viDinA ukte sidDe "vyAKyAta viharaNam a iti kim arTam uktam?
   śulbāntaroktānāṃ saptamamamḍalādīnāṃ gauravapratipādanārdhamuktameva	Sulba antara uktAnAm saptamam amxala AdInAm gOrava pratipAdana arDamuktam eva
   viharaṇaṃ laghīya iti pratipādayitum /	viharaNam laGIyaH iti pratipAdayitum /
   karavindīyā vyākhyā	karavindIyA vyAKyA
   asyaiva viharamasyāpātadarśanāyābyāsāntaramāha  (āyāmaṃ   śeṣaḥ)	asya eva viharamasya ApAta darSanAya AbyAsa antaram Aha  (AyAmam  SezaH)
   āyāmapramāṇaṃ kṛtsnamabhāyasya kimataḥ kartavyaṃ, pūrvokta prakāreṇa	AyAma pramANam kRtsnam aBAyasya kim atas kartavyan, pUrvokta prakAreNa
   lakṣaṇādi kuryādityabhiprāyaḥ /	lakzaNa Adi kuryAt iti aBiprAyaH /
   ayamarthaḥ  āyāmamabhyasyāparasmin dvitīye caturthabhāgone lakṣaṇaṃ	ayam arTaH  AyAmam aByasya aparasmin dvitIye caturTa BAga Une lakzaNam
   kuryāditi /	kuryAt iti /
   evaṃ kṛte satyāgantucaturthamāgantau caturthaṃ	evam kRte satya Agantu caturTam AgantO caturTam
   pratīkamāyāmaśvākṣṇayārajjuḥsyāt /	pratIka mAyAm a SvAkzNayA rajjuH syAt /
   akṣṇayeti nipāto vibhaktipratirūpakaḥ koṇavācī. koṇagatā	akzNayA iti nipAtaH viBakti pratirUpakaH koNa vAcI. koNa gatA
