   oṃ namo ratnatrayāya	om namaH ratnatrayAya
   u5.16ab/.yas tu svapna^antare paśyet keśa^śmaśrū^vikartitaṃ/	u5.16ab/.yaH tu svapna^antare paSyet keSa^SmaSrU^vikartitaM/
   u5.16cd/.pratibuddho vijānīyād artha^siddhir bhaviṣyati//	u5.16cd/. pratibudDaH vijAnIyAt arTa^sidDiH Bavizyati//
   u5.17ab/.ānanaṃ ca^udake dṛṣṭvā madhye +agnau ca vidhāvitaṃ/	u5.17ab/.a Ananam ca^udake dRzwvA maDye +agnO ca viDO= itaM/
   u5.17cd/.pratibuddho vijānīyād kula^vṛddhir bhaviṣyati//	u5.17cd/. pratibudDaH vijAnIyAt kula^vRdDiH Bavizyati//
   u5.18ab/.dhāvanaṃ laṅghanaṃ ca^eva grāmāṇāṃ parivartanaṃ/	u5.18ab/.DAvanam laFGanam ca^eva grAmANAm parivartanaM/
   u5.18cd/.pratibuddho vijānīyād ātmānaṃ śātitam iti//	u5.18cd/. pratibudDaH vijAnIyAt AtmAnam SAtitam iti//
   u5.19ab/.caurāṇām api sāmagrīṃ svapna^ante yas tu paśyati/	u5.19ab/. cOrANAm api sAmagrIm svapna^ante yaH tu paSyati/
   u5.19cd/.pratibuddho vijānīyād ātmānaṃ śātitam iti//	u5.19cd/. pratibudDaH vijAnIyAt AtmAnam SAtitam iti//
   u5.20ab/.kṛṣṇa^sarpa^gṛhītaṃ tu svapna^ante yas tu paśyati/	u5.20ab/.kRzNa^sarpa^gRhItam tu svapna^ante yaH tu paSyati/
   u5.20cd/.pratibuddho vijānīyāc chatrupīḍā bhaviṣyati//	u5.20cd/. pratibudDaH vijAnIyAt Satru pIxA Bavizyati//
   u5.21ab/.kaṭakān karṇikāś ca^eva haṃsa^keyūra^kuṇḍalaṃ/(p.163)	u5.21ab/.kawakAn karNikAH ca^eva haMsa^keyUra^kuNxalaM/(p.163)
   u5.21cd/.yas tu ca^ābharaṇaṃ paśyed bandhu^vargo bhaviṣyati//	u5.21cd/.yaH tu ca^ABaraNam paSyet banDu^vargaH Bavizyati//
   u5.22ab/.kuḍye ca gṛha^prākāre dhāvatīha parasparaṃ/	u5.22ab/.kuxye ca gRha^prAkAre DAvati iha parasparaM/
   u5.22cd/.nāvike dhana^saṃyoge; aṃgate kṣaṇayaṃ khajaḥ//	u5.22cd/.nAvike Dana^saMyoge; aMgate kzaNayam KajaH//
   u5.23ab/.yas tu svapna^antare paśyec ca^ātmānam agnitāpitaṃ/	u5.23ab/.yaH tu svapna^antare paSyet ca^AtmAnam agni tApitaM/
   u5.23cd/.pratibuddho vijānīyāj jvaraṃ kṣipraṃ bhaviṣyati//	u5.23cd/. pratibudDaH vijAnIyAt jvaram kzipram Bavizyati//
   u5.24ab/.rājānaṃ kupitaṃ dṛṣṭvā; ātmānaṃ malinīkṛtaṃ/	u5.24ab/. rAjAnam kupitam dRzwvA; AtmAnam malinIkRtaM/
   u5.24cd/.pratibuddho vijānīyāt kuṭumbaṃ tasya naśyati//	u5.24cd/. pratibudDaH vijAnIyAt kuwumbam tasya naSyati//
   u5.25ab/.kāṣṭhabhāraṃ tṛṇaṃ ca^eva bahu^bhāram abhīkṣṇaśaḥ/	u5.25ab/. kAzWa BAram tRNam ca^eva bahu^BAram aBIkzNaSas /
   u5.25cd/.ātmanaḥ śiraso dṛṣṭvā guru^vyādhir bhaviṣyati//	u5.25cd/.AtmanaH SirasaH dRzwvA guru^vyADiH Bavizyati//
   u5.26ab/.yastu bānara^yuktena gacchate pur imāṃ diśaṃ/	u5.26ab/.yaH tu bAnara^yuktena gacCate puH imAm diSaM/
   u5.26cd/.pratibuddho vijānīyād rātrir eṣā hy apaścimā//	u5.26cd/. pratibudDaH vijAnIyAt rAtriH ezA hi apaScimA//
   u5.27ab/.candra^sūryau ca saṃgṛhya pāṇinā parimārjati//	u5.27ab/.candra^sUryO ca saMgRhya pANinA parimArjati//
   u5.27cd/.pratibuddho vijānīyād ārya^dharmāgamo hi saḥ//	u5.27cd/. pratibudDaH vijAnIyAt Arya^Darma AgamaH hi saH//
   u5.28ab/.sumanāṃ vārṣikaṃ [kīṃ] ca^eva kumudāny utpalāni ca/	u5.28ab/.sumanAm vArzikam [kIM] ca^eva kumudAni utpalAni ca/
   u5.28cd/.yastu paśyati svapna^ante dakṣiṇīyasamāgamaḥ//	u5.28cd/.yaH tu paSyati svapna^ante dakziNIya samAgamaH//
   u5.29ab/.brāhmaṇaṃ śramaṇaṃ dṛṣṭvā kṣapaṇaṃ suranāyakaṃ/	u5.29ab/.brAhmaNam SramaNam dRzwvA kzapaNam sura nAyakaM/
   u5.29cd/.pratibuddho vijānīyād yakṣā me hy anukampakāḥ//	u5.29cd/. pratibudDaH vijAnIyAt yakzAH me hi anukampakAH//
   u5.30ab/.rudhireṇa villiptasya snātvā caiva^ātma^lohitaiḥ/	u5.30ab/.ruDireNa villiptasya snAtvA ca eva^Atma^lohitEH/
   u5.30cd/.pratibuddho vijānīyād aiśvaryādhisamāgamaḥ//	u5.30cd/. pratibudDaH vijAnIyAt ESvarya ADi samAgamaH//
   u5.31ab/.mudgamāṣayavāṃś ca^eva dhānyaṃ jvalanadarśanaṃ/	u5.31ab/. mudga mAzayavAn ca^eva DAnyam jvalana darSanaM/
   u5.31cd/.yas tu svapna^antare paśyet subhikṣaṃ tatra nirdiśet//	u5.31cd/.yaH tu svapna^antare paSyet suBikzam tatra nirdiSet//
   u5.32ab/.suvarṇaṃ ca tathā rūpyaṃ muktāhāraṃ tathāiva ca/	u5.32ab/.suvarNam ca taTA rUpyam muktA hAram taTA aiva ca/
   u5.32cd/.yas tu svapna^antare paśyan nidhiṃ tatra vinirdiśet//	u5.32cd/.yaH tu svapna^antare paSyan niDim tatra vinirdiSet//
   u5.33ab/.bandhanaṃ bahu dṛṣṭvā tu chedanaṃ kuṭṭanaṃ tathā/	u5.33ab/.banDanam bahu dRzwvA tu Cedanam kuwwanam taTA/
   u5.33cd/.pratibuddho vijānīyād artha^siddhir bhaviṣyati//	u5.33cd/. pratibudDaH vijAnIyAt arTa^sidDiH Bavizyati//
   u5.34/.ayaṃ bhoḥ puṣkarasārinn aparaḥ svapna^adhyāyaḥ/	u5.34/.ayam BoH puzkarasArin aparaH svapna^aDyAyaH/
   u5.35/.atha khalu bhoḥ puṣkarasārin māsa^parīkṣā^nāma^adhyāyaṃ	u5.35/.aTa Kalu BoH puzkarasArit mAsa^parIkzA^nAma^aDyAyam
   vyākhyāsyāmi/ tac chūyatāṃ/ kathayatu bhagavāṃs triśaṅkuḥ//(E)35	vyAKyAsyAmi/ tat SUyatAM/ kaTayatu BagavAn triSaFkuH//(E)35
   u6 māsa^parīkṣā (p.164)	u6 mAsa^parIkzA (p.164)
   u6.1/.yadi phālgune māse nirghoṣa upari bhavet manuṣyāṇāṃ maraṇaṃ	u6.1/.yadi PAlgune mAse nirGozaH upari Bavet manuzyANAm maraNam
   codayati/ navacandro lohita^ābhāso dṛśyate/ sarva^sasya^anutpattiṃ	codayati/ navacandraH lohitaH ^ABAsaH dRSyate/ sarva^sasya^anutpattim
   codayati/ yadi devo garjati prathamaṃ mahā^sasyāni bhavanti/ paścimasasyaṃ	codayati/ yadi devaH garjati praTamam mahA^sasyAni Bavanti/ paScima sasyam
   na bhavet/ kalahaṃ codayati/	na Bavet/ kalaham codayati/
   u6.2/.yadi caitre māse devo garjati tadā sarva^sasya^samutpattiṃ codayati/	u6.2/.yadi cEtre mAse devaH garjati tadA sarva^sasya^samutpattim codayati/
   yadi candra^graho bhavati mahān sannipāto bhavati/ śūnyāni grāma^kṣetrāṇi	yadi candra^grahaH Bavati mahAn sannipAtaH Bavati/ SUnyAni grAma^kzetrANi
   bhaviṣyanti/ yadi nīhāraṃ bhūmiṃ chādayati subhikṣaṃ codayati/	Bavizyanti/ yadi nIhAram BUmim CAdayati suBikzam codayati/
   u6.3/.yadi vaiśākhe māse devo garjati subhikṣaṃ codayati/ yadi pūrve	u6.3/.yadi vESAKe mAse devaH garjati suBikzam codayati/ yadi pUrve
   paścime śaṅkhe candra^graho bhavati kṣemaṃ codayati/ yadi ca^ulkā^pāto	paScime SaFKe candra^grahaH Bavati kzemam codayati/ yadi ca^ulkA^pAtaH 
   bhavati yasmiṃś ca janapade nipatati tatra deśe pradhāna^puruṣasya vināśo	Bavati yasmin ca janapade nipatati tatra deSe praDAna^puruzasya vinASaH 
   bhavati/ yadi bhūmi^cālo bhavati subhikṣaṃ codayati/	Bavati/ yadi BUmi^cAlaH Bavati suBikzam codayati/
   u6.4/.yadi jeyṣṭhe māse devo garjati rogaṃ codayati/ yadi sūrya^graho	u6.4/.yadi jeyzWe mAse devaH garjati rogam codayati/ yadi sUrya^grahaH 
   bhavati manuṣyāṇāṃ vināśaṃ codayati/ pūrve paścime vā śaṅkhe yadi	Bavati manuzyANAm vinASam codayati/ pUrve paScime vA SaFKe yadi
   candrasya sūryasya kiñcin nimittaṃ lakṣyate tadā kṣemaṃ codayati/ yadi	candrasya sUryasya kiQcid nimittam lakzyate tadA kzemam codayati/ yadi
   madhya^rātrau candra^graho bhavati manuṣyāṇām anyonya^ghātaṃ codayati/	maDya^rAtrO candra^grahaH Bavati manuzyANAm anyonya^GAtam codayati/
   yadi ca^upari nirghoṣo bhavati adhyakṣa^puruṣasya pīḍāṃ codayati/	yadi ca^upari nirGozaH Bavati aDyakza^puruzasya pIxAm codayati/
   para^cakrāgamaṃ	para^cakra Agamam
   ceti/	ca iti/
   u6.5/.āṣāḍhe māse yadi sūrya^graho rucira^ābhāso bhavati subhikṣaṃ	u6.5/.AzAXe mAse yadi sUrya^grahaH rucira^ABAsaH Bavati suBikzam
   codayati/ yadi candra^graho bhavati rogaṃ codayati/ yadi vidyun niścarati	codayati/ yadi candra^grahaH Bavati rogam codayati/ yadi vidyut niScarati
   kalpāṇaṃ codayati/ yadi nīhāraṃ bhūmiṃ chādayati/	kalpANam codayati/ yadi nIhAram BUmim CAdayati/
   u6.6/.śrāvaṇa^māse yadi sūrya^graho bhavati rājyaṃ parivartate/ yadi	u6.6/.SrAvaNa^mAse yadi sUrya^grahaH Bavati rAjyam parivartate/ yadi
   candra^graho bhavati prathame māse durbhikṣaṃ codayati/ śarabhaiḥ	candra^grahaH Bavati praTame mAse durBikzam codayati/ SaraBEH
   śobhana^śasyanāśo bhaviṣyati/ yadi (p.165) tārakā yatra deśe patanti tatra	SoBana^Sasya nASaH Bavizyati/ yadi (p.165) tArakAH yatra deSe patanti tatra
   yuddhaṃ codayati/ yadi ca^atiśayaṃ bhūmi^cālo bhavati rogaṃ codayati/ yadi	yudDam codayati/ yadi ca^atiSayam BUmi^cAlaH Bavati rogam codayati/ yadi
   nirghoṣo bhavati tatra gṛhe yo gṛha^svāmī bhavati tasya vināśaṃ codayati/	nirGozaH Bavati tatra gRhe yaH gRha^svAmI Bavati tasya vinASam codayati/
   atra ca māse +abhinavaṃ prāvaraṇaṃ na prāvaritavyaṃ/ āvāho vivāho na	atra ca mAse +aBinavam prAvaraNam na prAvaritavyan/ AvAhaH vivAhaH na
   kartavyaḥ/ paribhūto bhavati/	kartavyaH/ pariBUtaH Bavati/
   u6.7/.yady aśvayuje māse devo garjati manuṣyāṇāṃ vināśanaṃ codayati/ yadi	u6.7/.yadi aSvayuje mAse devaH garjati manuzyANAm vinASanam codayati/ yadi
   sūrya^uparāgo bhavati mahā^puruṣa^vināśaṃ codayati/ yadi pūrve yāme	sUrya^uparAgaH Bavati mahA^puruza^vinASam codayati/ yadi pUrve yAme
   candrasya nimittaṃ dṛśyate subhikṣaṃ codayati/ yadi bhūmi^cālo bhavati	candrasya nimittam dRSyate suBikzam codayati/ yadi BUmi^cAlaH Bavati
   ākulaṃ codayati/ pararājā deśaṃ haniṣyati/ tatra ca manuṣyā anyonyaṃ	Akulam codayati/ para rAjA deSam hanizyati/ tatra ca manuzyAH anyonyam
   vadhayiṣyanti^iti codayati/	vaDayizyanti^iti codayati/
   u6.8/.yadi kārttike māse devo varṣati mahad^ākulaṃ codayati/ prāṇakāś ca	u6.8/.yadi kArttike mAse devaH varzati mahat ^Akulam codayati/ prANakAH ca
   dhānyaṃ khādiṣyanti/ yady eka^antarūpaṃ vāto vāti tatra ca manuṣyā jalena	DAnyam KAdizyanti/ yadi eka^anta rUpam vAtaH vAti tatra ca manuzyAH jalena
   vibhramiṣyanti/ mahā^ātmanaḥ puruṣasya vināśaṃ codayati/ yadi pūrve yāme	viBramizyanti/ mahA^AtmanaH puruzasya vinASam codayati/ yadi pUrve yAme
   utpāto bhavati mahā^varṣaṃ bhavati/ mahā^puruṣasya ca maraṇaṃ bhavati/	utpAtaH Bavati mahA^varzam Bavati/ mahA^puruzasya ca maraNam Bavati/
   yadi nirghoṣo bhavati rogaṃ codayati/	yadi nirGozaH Bavati rogam codayati/
   u6.9/.yadi mārgaśīrṣe māsi devo garjati śasya^vināśo bhavati/ anyaś ca	u6.9/.yadi mArgaSIrze mAsi devaH garjati Sasya^vinASaH Bavati/ anyaH ca
   tatra svāmī bhavati/ yadi ca^ākāśe nirghoṣo bhavati yat pūrva^bhāgīyā	tatra svAmI Bavati/ yadi ca^AkASe nirGozaH Bavati yat pUrva^BAgIyA
   manuṣyās teṣām āmayaṃ codayati/ yadi bhūmi^cālo bhavati yas tatra janapade	manuzyAH tezAm Amayam codayati/ yadi BUmi^cAlaH Bavati yaH tatra janapade
   pradhāna^puruṣo sa vadhān mokṣyati/	praDAna^puruzaH sa vaDAt mokzyati/
   u6.10/.yadi pauṣe māse devo garjati prathame yāme janapada^nāśo bhavati/	u6.10/.yadi pOze mAse devaH garjati praTame yAme janapada^nASaH Bavati/
   dvitīye mahā^ātmanaḥ puruṣasya bandhanaṃ codayati/ prathame yāme ca yadi	dvitIye mahA^AtmanaH puruzasya banDanam codayati/ praTame yAme ca yadi
   candra^uparāgo bhavati lohita^varṇaś ca dṛśyate udaka^āgamaṃ codayati/	candraH ^uparAgaH Bavati lohita^varNaH ca dRSyate udaka^Agamam codayati/
   mahā^ātmamanuṣyaṃ codayati/ yadi sūrya^graho bhavati śuddhapuruṣaṇāṃ	mahA^Atma manuzyam codayati/ yadi sUrya^grahaH Bavati SudDa puruzaNAm
   raṇaṃ/ yadi tārakāḥ patantyo vidṛśyante tatra janapade ākulaṃ codayati/	raNan/ yadi tArakAH patantyaH vidRSyante tatra janapade Akulam codayati/
   yaty ākāśe nirghoṣo bhavati manuṣyāṇāṃ maraṇaṃ codayati/ yadi dvitīye	yati AkASe nirGozaH Bavati manuzyANAm maraNam codayati/ yadi dvitIye
   nirghoṣo bhavati amnuṣyāś caurair hanyante/ yady atraiva māse tārakā	nirGozaH Bavati amnuzyAH cOrEH hanyante/ yadi atra eva mAse tArakA
   utsṛṣṭā na candro dṛsyate sasyaṃ saṃcodayati/ yadi bhūmi^cālo bhavati	utsRzwA na candraH dRsyate sasyam saMcodayati/ yadi BUmi^cAlaH Bavati
   mahāmanuṣyasya maraṇaṃ bhavati/ atraiva māse deva^sthānaṃ kartavyaṃ/ vṛkṣā	mahA manuzyasya maraNam Bavati/ atra eva mAse deva^sTAnam kartavyan/ vRkzA
   ropayitavyāḥ/ sūlavāstu pratiṣṭhāpayitavyaṃ/	ropayitavyAH/ sUlavAstu pratizWApayitavyaM/
   u6.11/.ayaṃ bhoḥ puṣkarasārin māsa^parīkṣā^nāma^adhyāyaḥ/(p.166)	u6.11/.ayam BoH puzkarasArit mAsa^parIkzA^nAma^aDyAyaH/(p.166)
   u6.12/.atha khalu bhoḥ puṣkarasārin khañjarīṭaka^jñānaṃ^nāma^adhyāyaṃ	u6.12/.aTa Kalu BoH puzkarasArin KaQjarIwaka^jQAnam^nAma^aDyAyam
   vyākhyāsyāmi/ tac chrūyatāṃ/ atha kiṃ/ kathayatu bhagavān	vyAKyAsyAmi/ tat SrUyatAn/ aTa kiM/ kaTayatu BagavAn
   triśaṅkuḥ//mchecked	triSaFkuH//mCecked
   u7 khañjarīṭaka^jñānaṃ	u7 KaQjarIwaka^jQAnam
   u7.1ab/.khañjarīṭaka^śāstraṃ vai parvate gandha^mādane/	u7.1ab/.KaQjarIwaka^SAstram vE parvate ganDa^mAdane/
   u7.1cd/.kucarair dṛśyate saumya^kucarasya mahā^bhayaṃ//	u7.1cd/. kucarEH dRSyate sOmya^kucarasya mahA^BayaM//
   u7.2ab/.yāni tāni nimittāni darśayet khañjarīṭakaḥ/	u7.2ab/.yAni tAni nimittAni darSayet KaQjarIwakaH/
   u7.2cd/.pracarato bhaved dṛṣṭvā pañca^uttarapado dvijaḥ//	u7.2cd/. pracarataH Bavet dRzwvA paQca^uttara padaH dvijaH//
   u7.3ab/.tatra sarve pravarteyur yatra yeṣu bhaved bhavet/	u7.3ab/.tatra sarve pravarteyuH yatra yezu Bavet Bavet /
   u7.3cd/.śādvale bahu^celatvaṃ gomayeṣu prabandhatā//	u7.3cd/. SAdvale bahu^cela tvam gomayezu prabanDa tA//
   u7.4ab/.kañcāre bahu^celatvaṃ kardame bahu^bhakṣatā/	u7.4ab/.kaQcAre bahu^cela tvam kardame bahu^BakzatA/
   u7.4cd/.kṛkare svalpa^celatvaṃ purīṣe tu dṛśaṃ śravaḥ//	u7.4cd/.kRkare su alpa^cela tvam purIze tu dRSam SravaH//
   u7.5ab/.bhasme vivādam aphalaṃ vālukāyāṃ tu saṃbhramaḥ/	u7.5ab/.Basme vivAdam aPalam vAlukAyAm tu saMBramaH/
   u7.5cd/.deva^dvāre tu sammānaṃ padmeṣu bahu^vittatā/	u7.5cd/.deva^dvAre tu sammAnam padmezu bahu^vitta tA/
   u7.5ef/.phale +artha^anuguṇaṃ proktaṃ puṣpeṣu priya^saṃamaḥ//	u7.5ef/.Pale +arTaH ^anuguNam proktam puzpezu priya^saMamaH//
   u7.6ab/.bhayaṃ prākāra^śṛṅgeṣu kaṭakeṣv aridarśanaṃ/	u7.6ab/.Bayam prAkAra^SRFgezu kawakezu ari darSanaM/
   u7.6cd/.pakṣayā carate vyādhiḥ patito mṛtyum ādiśet//	u7.6cd/. pakzayA carate vyADiH patitaH mRtyum AdiSet//
   u7.7ab/.sugandha^taila^bhūtāni methune nidhi^darśanaṃ/	u7.7ab/.suganDa^tEla^BUtAni meTune niDi^darSanaM/
   u7.7cd/.vṛkṣa^agre vidyate pānaṃ gṛheṣv atha ... lasaḥ//	u7.7cd/. vRkza^agre vidyate pAnam gRhezu aTa ... lasaH//
   u7.8ab/.deśa^bhaṅgaḥ pravāde ca bandhanaṃ vigrahīkṛte/	u7.8ab/.da ISa^BaFgaH pravAde ca banDanam vigrahIkRte/
   u7.8cd/.amṛtaṃ ca sthitaṃ dṛṣṭvā; odanaṃ na^atra saṃśayaḥ//	u7.8cd/.amRtam ca sTitam dRzwvA; odanam na^atra saMSayaH//
   u7.9ab/.gavāṃ pṛṣṭhe dhruvaṃ siddhir aśvapṛṣṭhe dhruvaṃ jayaḥ/	u7.9ab/.gavAm pRzWe Druvam sidDiH aSva pRzWe Druvam jayaH/
   u7.9cd/.avikānām ajānāṃ ca pṛṣṭhe sarvatra śasyate//	u7.9cd/.avikAnAm ajAnAm ca pRzWe sarvatra Sasyate//
   u7.10ab/.uṣṭrapṛṣṭhe ghruvaṃ kleśaḥ śvānapṛṣṭhe ca vidravaḥ/(p.167)	u7.10ab/.uzwra pRzWe Gruvam kleSaH SvAna pRzWe ca vidravaH/(p.167)
   u7.10cd/.pṛṣṭhe ca gardabhasya^iha maraṇaṃ na^atra saṃśayaḥ//	u7.10cd/. pRzWe ca gardaBasya^iha maraNam na^atra saMSayaH//
   u7.11ab/.kīle tu maraṇaṃ vidyād yūpa^agre ca na saṃśayaḥ/	u7.11ab/.kIle tu maraNam vidyAt yUpa^agre ca na saMSayaH/
   u7.11cd/.kumbha^sthāne śmaśāne vā mṛto vā yatra dṛśyate//	u7.11cd/.kumBa^sTAne SmaSAne vA mRtaH vA yatra dRSyate//
   u7.12ab/.antarīkṣe praḍīnaṃ tu; aphalaṃ tu vinirdiśet/	u7.12ab/.antarIkze praxInam tu; aPalam tu vinirdiSet /
   u7.12cd/.dṛṣṭvā samāgataṃ vāsaṃ prahṛṣṭaṃ khañjarīṭakaṃ/	u7.12cd/.dRzwvA samAgatam vAsam prahRzwam KaQjarIwakaM/
   u7.12ef/.yathā^sthānaṃaṃ yathāvarṇaṃ manuṣyāṇāṃ vinirdiśet//	u7.12ef/.yaTA^sTAnaMam yaTAvarNam manuzyANAm vinirdiSet//
   u7.13ab/.viṣame svalpa^kakṣeṣu prasaktaḥ kalaho bhavet/	u7.13ab/. vizame su alpa^kakzezu prasaktaH kalahaH Bavet /
   u7.13cd/.sameṣu samake kṣetre samān varṇān vinirdiśet/	u7.13cd/. samezu samake kzetre samAn varNAn vinirdiSet /
   u7.13ef/.nadyāṃ tu śaila^vāhinyāṃ pravāsam abhinirdiśet//	u7.13ef/.nadyAm tu SEla^vAhinyAm pravAsam aBinirdiSet//
   u7.14ab/.kāṣṭheṣu nātikā cintā tathā^asthiṣu dhana^kṣayaḥ/	u7.14ab/.kAzWezu nAtikA cintA taTA^asTizu Dana^kzayaH/
   u7.14cd/.yāṃ diśaṃ samudāgacchat pañca^uttarapadaḥ khagaḥ/	u7.14cd/.yAm diSam samudAgacCat paQca^uttara padaH KagaH/
   u7.14ef/.tāṃ diśaṃ gamanaṃ vidyād yathā tasya tathā punaḥ//	u7.14ef/.tAm diSam gamanam vidyAt yaTA tasya taTA punar //
   u7.15ab/.kīṭā vā^atha pataṅgā vā bhayaṃ yad iha dṛśyate/	u7.15ab/.kIwAH vA^aTa pataFgAH vA Bayam yat iha dRSyate/
   u7.15cd/.pracurā^api yadā jñeyā narasya^asthīni nirdiśet//	u7.15cd/. pracurAH ^api yadA jQeyAH narasya^asTIni nirdiSet//
   u7.16ab/.apāṃ samīpe gajamastake vā sūrya^udaye brāhmaṇa^sannidhau vā/	u7.16ab/.apAm samIpe gaja mastake vA sUryaH ^udaye brAhmaNa^sanniDO vA/
   u7.16cd/.mukhya prakāśe +apy ahimastake vā yaḥ paśyate khañjanakaṃ sa	u7.16cd/. muKya prakASe +api ahi mastake vA yaH paSyate KaQjanakam sa
   dhanyaḥ//	DanyaH//
   u7.17ab/.mātaṅga^rājo matimāṃs triśaṅkuḥ provāca tattvaṃ kañjanaṃ ca	u7.17ab/.mAtaFga^rAjaH matimAn triSaFkuH provAca tattvam kaQjanam ca
   śāstraṃ/	SAstraM/
   u7.17cd/.snigdhe sarukṣe viṣame same ca ādeśa yad doṣa^guṇair yathoktaiḥ/	u7.17cd/. snigDe sa rukze vizame same ca AdeSa yat doza^guNEH yaTA uktEH/
   u7.17ef/.tamādiśet tatra samīkṣya vidvān śubha^aśubhaṃ tatphalam ādiśec	u7.17ef/.tam AdiSet tatra samIkzya vidvAn SuBa^aSuBam tad Palam AdiSet 
   ca//	ca//
   u7.18/.ayaṃ bhoḥ puṣkarasārin khañjarīṭaka^jñānaṃ nāma^adhyāyaḥ/	u7.18/.ayam BoH puzkarasArin KaQjarIwaka^jQAnam nAma^aDyAyaH/
   u7.19/.atha khalu bhoḥ puṣkarasārin śivā^rutaṃ nāma^adhyāyaṃvyākhyāsyāmi/	u7.19/.aTa Kalu BoH puzkarasArin SivA^rutam nAma^aDyAyaMvyAKyAsyAmi/
   tac chrūyatāṃ/ atha kiṃ/ kathayatu bhagavān triśaṅkuḥ/	tat SrUyatAn/ aTa kiM/ kaTayatu BagavAn triSaFkuH/
   u8.śivā^rutaṃ (p.168)	u8.SivAH ^rutam (p.168)
   u8.1/.namaḥ sarveṣām āryāṇāṃ/ namaḥ sarveṣāṃ satyavādināṃ/ teṣāṃ sarveṣāṃ	u8.1/.namaH sarvezAm AryANAn/ namaH sarvezAm satya vAdinAM/ tezAm sarvezAm
   tapasā vīryeṇa ca imaṃ śivā^rutaṃ nāma^adhyāyaṃ vyākhāmi/	tapasA vIryeNa ca imam SivA^rutam nAma^aDyAyam vyAKAmi/
   u8.2/.ity āha bhagavāṃs triśaṅkuḥ/ śāṇḍilyam idam abravīt/ yādṛśaṃ ca	u8.2/.iti Aha BagavAn triSaFkuH/ SANxilyam idam abravIt/ yAdRSam ca
   yathā vāśet teṣāṃ sarveṣāṃ vāśān śṛṇotha me/ pūrvasyāṃ diśi yadi vāśet	yaTA vASet tezAm sarvezAm vASAn SRNoTa me/ pUrvasyAm diSi yadi vASet 
   śivā pūrva^mukhaṃ sthitvā trīn vārān vāśed vṛddhiṃ nivedayati/ caturo	SivA pUrva^muKam sTitvA trIn vArAn vASet vRdDim nivedayati/ caturaH 
   vārān yadi vāśed atra maṅgalaṃ nivedayati/ pañca vārān vāśed varṣāṃ	vArAn yadi vASet atra maFgalam nivedayati/ paQca vArAn vASet varzAm
   nivedayati/ ṣaḍvārān vāśet para^cakra^bhayaṃ nivedayati/ saptavārān vāśed	nivedayati/ zaz vArAn vASet para^cakra^Bayam nivedayati/ sapta vArAn vASet 
   bandhanaṃ	banDanam
   nivedayati/ aṣṭa vārān vāśet priya^samāgamaṃ nivedayati/ abhīkṣṇaṃ vāśet	nivedayati/ azwa vArAn vASet priya^samAgamam nivedayati/ aBIkzNam vASet 
   para^cakra^bhayaṃ nivedayati/ ity āha bhagavāṃs triśaṅkuḥ/	para^cakra^Bayam nivedayati/ iti Aha BagavAn triSaFkuH/
   u8.3/.dakṣiṇāyāṃ dakṣiṇa^mukhaṃ sthitvā trivārān vāśed `atṛ atṛ' kurute	u8.3/.dakziNAyAm dakziNa^muKam sTitvA tri vArAn vASet `atR atR a kurute
   maraṇaṃ tatra nivedayati/ caturo vārān vāśati dakṣiṇa^mukhaṃ sthitvā	maraNam tatra nivedayati/ caturaH vArAn vASati dakziNa^muKam sTitvA
   dakṣiṇāyā eva diśāyāḥ priya^samāgamaṃ nivedayati/ artha^lābhaṃ ca	dakziNAyAH eva diSAyAH priya^samAgamam nivedayati/ arTa^lABam ca
   nivedayati/ pañca^vārān vāśed arthaṃ nivedayati/ ṣaḍvārān vāśet siddhiṃ	nivedayati/ paQca^vArAn vASet arTam nivedayati/ zaz vArAn vASet sidDim
   nivedayati/ saptavārān vāśed vivāda^kalahaṃ nivedayati/ aṣṭavārān vāśed	nivedayati/ sapta vArAn vASet vivAda^kalaham nivedayati/ azwa vArAn vASet 
   bhayaṃ	Bayam
   nivedayati/ abhīkṣṇaṃ vāśed ākulaṃ nivedayati/ ety āha bhagavāṃs	nivedayati/ aBIkzNam vASet Akulam nivedayati/ eti Aha BagavAn= 
   triśaṅkuḥ/	triSaFkuH/
   u8.4/.paścimāyāṃ paścima^abhimukhaṃ sthitvā śivā trivārān vāśati maraṇaṃ	u8.4/.paScimAyAm paScimaH ^aBimuKam sTitvA SivA tri vArAn vASati maraNam
   nivedayati/ caturvārān vāśati bandhanaṃ nivedayati/ pañca^vārān vāśati	nivedayati/ catur vArAn vASati banDanam nivedayati/ paQca^vArAn vASati
   varṣaṃ nivedayati/ ṣaḍvārān vāśati anna^pānaṃ nivedayati/ saptavārān	varzam nivedayati/ zaz vArAn vASati anna^pAnam nivedayati/ sapta vArAn
   vāśati maithunaṃ nivedayati/ aṣṭavārān vāśati artha^siddhiṃ nivedayati/	vASati mETunam nivedayati/ azwa vArAn vASati arTa^sidDim nivedayati/
   abhīkṣṇaṃ vāśati mahā^meghaṃ nivedayati/ ity āha bhagavāṃs triśaṅkuḥ/	aBIkzNam vASati mahA^meGam nivedayati/ iti Aha BagavAn triSaFkuH/
   u8.5/.uttarasyāṃ diśi uttara^abhimukhaṃ sthitvā trivārān vāśati puruṣasya	u8.5/.uttarasyAm diSi uttaraH ^aBimuKam sTitvA tri vArAn vASati puruzasya
