   BhP_03.01.001/0 śrī-śuka uvāca	BhP_03.01.001/0 SrI-SukaH uvAca
   loka-pālam	loka-pAlam
   BhP_03.24.033/2 ātmānubhūtyānugata-prapañcaṃ svacchanda-śaktiṃ kapilaṃ	Bhu-_03.24.033/2 Atma-anuBUtyA-anugata--prapaQcam svacCanda--Saktim kapilam
   prapadye	prapadye
   BhP_03.24.034/1 a smābhipṛcche 'dya patiṃ prajānāṃ tvayāvatīrṇarṇa	Bhu-_03.24.034/1 a sma-aBipRcCe adya patim prajAnAm tvayA-avatIrNa-rNa
   utāpta-kāmaḥ	uta-Apta-kAmaH
   BhP_03.24.034/2 parivrajat-padavīm āsthito 'haṃ cariṣye tvāṃ hṛdi yuñjan	Bhu-_03.24.034/2 parivrajat--padavIm AsTitaH aham carizye tvAm hRdi yuQjan
   viśokaḥ	viSokaH
   BhP_03.24.035/0 śrī-bhagavān uvāca	Bhu-_03.24.035/0 SrI--BagavAn uvAca
   BhP_03.24.035/1 mayā proktaṃ hi lokasya pramāṇaṃ satya-laukike	Bhu-_03.24.035/1 mayA proktam hi lokasya pramANam satya-lOkike
   BhP_03.24.035/2 athājani mayā tubhyaṃ yad avocam ṛtaṃ mune	Bhu-_03.24.035/2 aTa-ajani mayA tuByam yat avocam Rtam mune
   BhP_03.24.036/1 etan me janma loke 'smin mumukṣūṇāṃ durāśayāt	Bhu-_03.24.036/1 etat me janma loke asmin mumukzUNAm durASayAt-
   BhP_03.24.036/2 prasaṅkhyānāya tattvānāṃ sammatāyātma-darśane	Bhu-_03.24.036/2 prasaFKyAnAya tattvAnAm sammatAya-Atma--darSane
   BhP_03.24.037/1 eṣa ātma-patho 'vyakto naṣṭaḥ kālena bhūyasā	Bhu-_03.24.037/1 ezaH Atma-paTaH avyaktaH nazwaH kAlena BUyasA
   BhP_03.24.037/2 taṃ pravartayituṃ deham imaṃ viddhi mayā bhṛtam	Bhu-_03.24.037/2 tam pravartayitum deham imam vidDi mayA BRtam
   BhP_03.24.038/1 gaccha kāmaṃ mayāpṛṣṭo mayi sannyasta-karmaṇā	BhP_03.24.038/1 gacCa kAmam mayA-ApRzwaH mayi sannyasta-karmaNA
   BhP_03.24.038/2 jitvā sudurjayaṃ mṛtyum amṛtatvāya māṃ bhaja	Bhu-_03.24.038/2 jitvA su-durjayam mRtyum amRta-tvAya mAm Baja
   BhP_03.24.039/1 mām ātmānaṃ svayaṃ-jyotiḥ sarva-bhūta-guhāśayam	Bhu-_03.24.039/1 mAm AtmAnam svayaM-jyotiH sarva-BUta-guhA-ASayam
   BhP_03.24.039/2 ātmany evātmanā vīkṣya viśoko 'bhayam ṛcchasi	Bhu-_03.24.039/2 Atmani eva-AtmanA vIkzya viSokaH aBayam RcCasi
   BhP_03.24.040/1 mātra ādhyātmikīṃ vidyāṃ śamanīṃ sarva-karmaṇām	Bhu-_03.24.040/1 mAtre ADyAtmikIm vidyAm SamanIm sarva-karmaNAm
   BhP_03.24.040/2 vitariṣye yayā cāsau bhayaṃ cātitariṣyati	Bhu-_03.24.040/2 vitarizye yayA ca-asO Bayam ca-atitarizyati
   BhP_03.24.041/0 maitreya uvāca	Bhu-_03.24.041/0 mEtreyaH uvAca
   BhP_03.24.041/1 evaṃ samuditas tena kapilena prajāpatiḥ	Bhu-_03.24.041/1 evam samuditaH tena kapilena prajApatiH
   BhP_03.24.041/2 dakṣiṇī-kṛtya taṃ prīto vanam eva jagāma ha	Bhu-_03.24.041/2 dakziNI-kRtya tam prItaH vanam eva jagAma ha
   BhP_03.24.042/1 vrataṃ sa āsthito maunam ātmaika-śaraṇo muniḥ	Bhu-_03.24.042/1 vratam saH AsTitaH mOnam AtmA-eka-SaraNaH muniH
   BhP_03.24.042/2 niḥsaṅgo vyacarat kṣoṇīm anagnir aniketanaḥ	BhP_03.24.042/2 niHsaFgaH vyacarat kzoNIm anagniH aniketanaH
   BhP_03.24.043/1 mano brahmaṇi yuñjāno yat tat sad-asataḥ param	Bhu-_03.24.043/1 manaH brahmaNi yuQjAnaH yat tat sat--asataH param
   BhP_03.24.043/2 guṇāvabhāse viguṇa eka-bhaktyānubhāvite	Bhu-_03.24.043/2 guNa-avaBAse viguNaH eka-BaktyA-anuBAvite
   BhP_03.24.044/1 nirahaṅkṛtir nirmamaś ca nirdvandvaḥ sama-dṛk sva-dṛk	Bha-a_03.24.044/1 nirahaFkRtiH nirmamaH ca nirdvandvaH sama-dRS sva--dRS-
   BhP_03.24.044/2 pratyak-praśānta-dhīr dhīraḥ praśāntormir ivodadhiḥ	Bhu-_03.24.044/2 pratyak--praSAnta--DIH DIraH praSAnta-UrmiH iva-udaDiH
   BhP_03.24.045/1 vāsudeve bhagavati sarva-jñe pratyag-ātmani	Bhu-_03.24.045/1 vAsudeve Bagavati sarva--jQe pratyag-a-Atmani
   BhP_03.24.045/2 pareṇa bhakti-bhāvena labdhātmā mukta-bandhanaḥ	Bhu-_03.24.045/2 pareNa Bakti-BAvena labDa-AtmA mukta-banDanaH
   BhP_03.24.046/1 ātmānaṃ sarva-bhūteṣu bhagavantam avasthitam	Bhu-_03.24.046/1 AtmAnam sarva-BUtezu Bagavantam avasTitam
   BhP_03.24.046/2 apaśyat sarva-bhūtāni bhagavaty api cātmani	Bhu-_03.24.046/2 apaSyat sarva-BUtAni Bagavati api ca-Atmani
   BhP_03.24.047/1 icchā-dveṣa-vihīnena sarvatra sama-cetasā	Bhu-_03.24.047/1 icCA--dveza--vihInena sarvatra sama--cetasA
   BhP_03.24.047/2 bhagavad-bhakti-yuktena prāptā bhāgavatī gatiḥ	Bha-a_03.24.047/2 Bagavat--Bakti-yuktena prAptA BAgavatI gatiH
   BhP_03.25.001/0 śaunaka uvāca	BhP_03.25.001/0 SOnakaH uvAca
   BhP_03.25.001/1 kapilas tattva-saṅkhyātā bhagavān ātma-māyayā	BhP_03.25.001/1 kapilaH tattva--saFKyAtAH BagavAn Atma-mAyayA
   BhP_03.25.001/2 jātaḥ svayam ajaḥ sākṣād ātma-prajñaptaye nṛṇām	Bhu-_03.25.001/2 jAtaH svayam ajaH sAkzAt Atma--prajQaptaye nRNAm
   BhP_03.25.002/1 na hy asya varṣmaṇaḥ puṃsāṃ varimṇaḥ sarva-yoginām	Bhu-_03.25.002/1 na hi asya varzmaNaH puMsAm varimNaH sarva--yoginAm
   BhP_03.25.002/2 viśrutau śruta-devasya bhūri tṛpyanti me 'savaḥ	Bhu-_03.25.002/2 viSrutO Sruta-devasya BUri tRpyanti me asavaH
   BhP_03.25.003/1 yad yad vidhatte bhagavān svacchandātmātma-māyayā	Bhu-_03.25.003/1 yat yat viDatte BagavAn svacCanda-AtmA-Atma--mAyayA
   BhP_03.25.003/2 tāni me śraddadhānasya kīrtanyāny anukīrtaya	Bhu-_03.25.003/2 tAni me SraddaDAnasya kIrtanyAni anukIrtaya
   BhP_03.25.004/0 sūta uvāca	BhP_03.25.004/0 sUtaH uvAca
   BhP_03.25.004/1 dvaipāyana-sakhas tv evaṃ maitreyo bhagavāṃs tathā	Bhu-_03.25.004/1 dvEpAyana--saKaH tu evam mEtreyaH BagavAn taTA
   BhP_03.25.004/2 prāhedaṃ viduraṃ prīta ānvīkṣikyāṃ pracoditaḥ	Bhu-_03.25.004/2 prAha-idam viduram prItaH AnvIkzikyAm pracoditaH
   BhP_03.25.005/0 maitreya uvāca	Bhu-_03.25.005/0 mEtreyaH uvAca
   BhP_03.25.005/1 pitari prasthite 'raṇyaṃ mātuḥ priya-cikīrṣayā	Bhu-_03.25.005/1 pitari prasTite araNyam mAtuH priya-cikIrzayA
   BhP_03.25.005/2 tasmin bindusare 'vātsīd bhagavān kapilaḥ kila	Bhu-_03.25.005/2 tasmin bindusare avAtsIt BagavAn kapilaH kila
   BhP_03.25.006/1 tam āsīnam akarmāṇaṃ tattva-mārgāgra-darśanam	Bhu-_03.25.006/1 tam AsInam akarmANam tattva--mArga-agra-darSanam
   BhP_03.25.006/2 sva-sutaṃ devahūty āha dhātuḥ saṃsmaratī vacaḥ	Bhu-_03.25.006/2 sva-sutam devahUti Aha DAtuH saMsmaratI vacaH
   BhP_03.25.007/0 devahūtir uvāca	Bhu-_03.25.007/0 devahUtiH uvAca
   BhP_03.25.007/1 nirviṇṇā nitarāṃ bhūmann asad-indriya-tarṣaṇāt	BhP_03.25.007/1 nirviNNA nitarAm BUman asat--indriya-tarzaNAt-
   BhP_03.25.007/2 yena sambhāvyamānena prapannāndhaṃ tamaḥ prabho	Bhu-_03.25.007/2 yena samBAvyamAnena prapanna-anDam tamaH praBo
   BhP_03.25.008/1 tasya tvaṃ tamaso 'ndhasya duṣpārasyādya pāragam	Bhu-_03.25.008/1 tasya tvam tamasaH anDasya duzpArasya-adya pAragam
   BhP_03.25.008/2 sac-cakṣur janmanām ante labdhaṃ me tvad-anugrahāt	Bhu-_03.25.008/2 sac-cakzuH janmanAm ante labDam me tvad--anugrahAt
   BhP_03.25.009/1 ya ādyo bhagavān puṃsām īśvaro vai bhavān kila	Bhu-_03.25.009/1 yaH AdyaH BagavAn puMsAm ISvaraH vE BavAn kila
   BhP_03.25.009/2 lokasya tamasāndhasya cakṣuḥ sūrya ivoditaḥ	Bhu-_03.25.009/2 lokasya tamasA-anDasya cakzuH sUryaH iva-uditaH
   BhP_03.25.010/1 atha me deva sammoham apākraṣṭuṃ tvam arhasi	Bhu-_03.25.010/1 aTa me deva sammoham apAkrazwum tvam arhasi
   BhP_03.25.010/2 yo 'vagraho 'haṃ mametīty etasmin yojitas tvayā	Bhu-_03.25.010/2 yaH avagrahaH aham mama-iti-iti etasmin yojitaH tvayA
   BhP_03.25.011/1 taṃ tvā gatāhaṃ śaraṇaṃ śaraṇyaṃ sva-bhṛtya-saṃsāra-taroḥ	Bhu-_03.25.011/1 tam tvA gatA-aham SaraNam SaraNyam sva-BRtya--saMsAra-taroH
   kuṭhāram	kuWAram
   BhP_03.25.011/2 jijñāsayāhaṃ prakṛteḥ pūruṣasya namāmi sad-dharma-vidāṃ	Bhu-_03.25.011/2 jijQAsayA-aham prakRteH pUruzasya namAmi sat--Darma-vidAn
   variṣṭham	varizWam
   BhP_03.25.012/0 maitreya uvāca	Bhu-_03.25.012/0 mEtreyaH uvAca
   BhP_03.25.012/1 iti sva-mātur niravadyam īpsitaṃ niśamya puṃsām	BhP_03.25.012/1 iti sva-mAtuH niravadyam Ipsitam niSamya puMsAm
   apavarga-vardhanam	apavarga-varDanam
   BhP_03.25.012/2 dhiyābhinandyātmavatāṃ satāṃ gatir babhāṣa	Bhu-_03.25.012/2 DiyA-aBinandya-AtmavatAm satAm gatiH baBAza
   īṣat-smita-śobhitānanaḥ	Izat-smita--SoBita-AnanaH
   BhP_03.25.013/0 śrī-bhagavān uvāca	Bhu-_03.25.013/0 SrI--BagavAn uvAca
   BhP_03.25.013/1 yoga ādhyātmikaḥ puṃsāṃ mato niḥśreyasāya me	Bhu-_03.25.013/1 yogaH ADyAtmikaH puMsAm mataH niHSreyasAya me
   BhP_03.25.013/2 atyantoparatir yatra duḥkhasya ca sukhasya ca	Bhu-_03.25.013/2 atyanta-uparatiH yatra duHKasya ca suKasya ca
   BhP_03.25.014/1 tam imaṃ te pravakṣyāmi yam avocaṃ purānaghe	Bhu-_03.25.014/1 tam imam te pravakzyAmi yam avocam purA-anaGe
   BhP_03.25.014/2 ṛṣīṇāṃ śrotu-kāmānāṃ yogaṃ sarvāṅga-naipuṇam	Bhu-_03.25.014/2 RzINAm Srotu--kAmAnAm yogam sarva-aFga--nEpuNam
   BhP_03.25.015/1 cetaḥ khalv asya bandhāya muktaye cātmano matam	Bhu-_03.25.015/1 cetaH Kalu asya banDAya muktaye ca-AtmanaH matam
   BhP_03.25.015/2 guṇeṣu saktaṃ bandhāya rataṃ vā puṃsi muktaye	Bhu-_03.25.015/2 guNezu saktam banDAya ratam vA puMsi muktaye
   BhP_03.25.016/1 ahaṃ mamābhimānotthaiḥ kāma-lobhādibhir malaiḥ	Bhu-_03.25.016/1 aham mama-aBimAna-utTEH kAma---loBa-AdiBiH malEH
   BhP_03.25.016/2 vītaṃ yadā manaḥ śuddham aduḥkham asukhaṃ samam	Bhu-_03.25.016/2 vItam yadA manaH SudDam aduHKam asuKam samam
   BhP_03.25.017/1 tadā puruṣa ātmānaṃ kevalaṃ prakṛteḥ param	Bhu-_03.25.017/1 tadA puruzaH AtmAnam kevalam prakRteH param
   BhP_03.25.017/2 nirantaraṃ svayaṃ-jyotir aṇimānam akhaṇḍitam	BhP_03.25.017/2 nirantaram svayaM-jyotiH aNimAnam aKaNxitam
   BhP_03.25.018/1 jñāna-vairāgya-yuktena bhakti-yuktena cātmanā	Bhu-_03.25.018/1 jQAna--vErAgya--yuktena Bakti-yuktena ca-AtmanA
   BhP_03.25.018/2 paripaśyaty udāsīnaṃ prakṛtiṃ ca hataujasam	Bhu-_03.25.018/2 paripaSyati udAsInam prakRtim ca hata-ojasam
   BhP_03.25.019/1 na yujyamānayā bhaktyā bhagavaty akhilātmani	Bhu-_03.25.019/1 na yujyamAnayA BaktyA Bagavati aKilAtmani
   BhP_03.25.019/2 sadṛśo 'sti śivaḥ panthā yogināṃ brahma-siddhaye	Bhu-_03.25.019/2 sadRSaH asti SivaH panTAH yoginAm brahma-sidDaye
   BhP_03.25.020/1 prasaṅgam ajaraṃ pāśam ātmanaḥ kavayo viduḥ	Bhu-_03.25.020/1 prasaFgam ajaram pASam AtmanaH kavayaH viduH
   BhP_03.25.020/2 sa eva sādhuṣu kṛto mokṣa-dvāram apāvṛtam	Bhu-_03.25.020/2 saH eva sADuzu kRtaH mokza-dvAram apAvRtam
   BhP_03.25.021/1 titikṣavaḥ kāruṇikāḥ suhṛdaḥ sarva-dehinām	Bhu-_03.25.021/1 titikzavaH kAruNikAH suhRdaH sarva-dehinAm
   BhP_03.25.021/2 ajāta-śatravaḥ śāntāḥ sādhavaḥ sādhu-bhūṣaṇāḥ	Bhu-_03.25.021/2 ajAta--SatravaH SAntAH sADavaH sADu--BUzaNAH
   BhP_03.25.022/1 mayy ananyena bhāvena bhaktiṃ kurvanti ye dṛḍhām	Bhu-_03.25.022/1 mayi ananyena BAvena Baktim kurvanti ye dRXAm
   BhP_03.25.022/2 mat-kṛte tyakta-karmāṇas tyakta-svajana-bāndhavāḥ	Bhu-_03.25.022/2 mat--kRte tyakta-karmANaH tyakta-sva-jana--bAnDavAH
   BhP_03.25.023/1 mad-āśrayāḥ kathā mṛṣṭāḥ śṛṇvanti kathayanti ca	Bhu-_03.25.023/1 mad--ASrayAH kaTAH mRzwAH SRNvanti kaTayanti ca
   BhP_03.25.023/2 tapanti vividhās tāpā naitān mad-gata-cetasaḥ	Bhu-_03.25.023/2 tapanti viviDAH tApAH na-etAn mad-gata--cetasaH
   BhP_03.25.024/1 ta ete sādhavaḥ sādhvi sarva-saṅga-vivarjitāḥ	Bhu-_03.25.024/1 te ete sADavaH sADvi sarva-saFga--vivarjitAH
   BhP_03.25.024/2 saṅgas teṣv atha te prārthyaḥ saṅga-doṣa-harā hi te	BhP_03.25.024/2 saFgaH tezu aTa te prArTyaH saFga-doza--harAH hi te
   BhP_03.25.025/1 satāṃ prasaṅgān mama vīrya-saṃvido bhavanti	Bhu-_03.25.025/1 satAm prasaFgAt mama vIrya--saMvidaH Bavanti
   hṛt-karṇa-rasāyanāḥ kathāḥ	hRt--karNa--rasAyanAH kaTAH
   BhP_03.25.025/2 taj-joṣaṇād āśv apavarga-vartmani śraddhā ratir bhaktir	Bhu-_03.25.025/2 taj-jozaNAt ASu apavarga-vartmani SradDA ratiH BaktiH-
   anukramiṣyati	anukramizyati
   BhP_03.25.026/1 bhaktyā pumān jāta-virāga aindriyād dṛṣṭa-śrutān	Bhu-_03.25.026/1 BaktyA pumAn jAta--virAga EndriyAt dRzwa--SrutAn
   mad-racanānucintayā	mad--racanA-anucintayA
   BhP_03.25.026/2 cittasya yatto grahaṇe yoga-yukto yatiṣyate ṛjubhir	Bhu-_03.25.026/2 cittasya yattaH grahaNe yoga--yuktaH yatizyate RjuBiH-
   yoga-mārgaiḥ	yoga--mArgEH
   BhP_03.25.027/1 asevayāyaṃ prakṛter guṇānāṃ jñānena vairāgya-vijṛmbhitena	Bhu-_03.25.027/1 asevayA-ayam prakRteH guNAnAm jQAnena vErAgya--vijRmBitena
   BhP_03.25.027/2 yogena mayy arpitayā ca bhaktyā māṃ pratyag-ātmānam	Bhu-_03.25.027/2 yogena mayi arpitayA ca BaktyA mAm pratyag-a-AtmAnam
   ihāvarundhe	iha-avarunDe
   BhP_03.25.028/0 devahūtir uvāca	Bhu-_03.25.028/0 devahUtiH uvAca
   BhP_03.25.028/1 kācit tvayy ucitā bhaktiḥ kīdṛśī mama gocarā	Bhu-_03.25.028/1 kAcid tvayi ucitA BaktiH kIdRSI mama gocarA
   BhP_03.25.028/2 yayā padaṃ te nirvāṇam añjasānvāśnavā aham	Bhu-_03.25.028/2 yayA padam te nirvANam aQjasA-anvASnavAH aham
   BhP_03.25.029/1 yo yogo bhagavad-bāṇo nirvāṇātmaṃs tvayoditaḥ	Bhu-_03.25.029/1 yaH yogaH Bagavat--bANaH nirvANa-Atman tvayA-uditaH
   BhP_03.25.029/2 kīdṛśaḥ kati cāṅgāni yatas tattvāvabodhanam	Bhu-_03.25.029/2 kIdRSaH kati ca-aFgAni yatas tattva-avaboDanam
   BhP_03.25.030/1 tad etan me vijānīhi yathāhaṃ manda-dhīr hare	Bhu-_03.25.030/1 tat etat me vijAnIhi yaTA-aham manda-DIH hare
   BhP_03.25.030/2 sukhaṃ buddhyeya durbodhaṃ yoṣā bhavad-anugrahāt	Bhu-_03.25.030/2 suKam budDyeya durboDam yozA Bavat--anugrahAt-
   BhP_03.25.031/0 maitreya uvāca	Bhu-_03.25.031/0 mEtreyaH uvAca
   BhP_03.25.031/1 viditvārthaṃ kapilo mātur itthaṃ jāta-sneho yatra	Bhu-_03.25.031/1 viditvA-arTam kapilaH mAtuH itTam jAta--snehaH yatra
   tanvābhijātaḥ	tanvA-aBijAtaH
   BhP_03.25.031/2 tattvāmnāyaṃ yat pravadanti sāṅkhyaṃ provāca vai	Bhu-_03.25.031/2 tattva-AmnAyam yat pravadanti sAFKyam provAca vE
   bhakti-vitāna-yogam	Bakti-vitAna--yogam
   BhP_03.25.032/0 śrī-bhagavān uvāca	Bhu-_03.25.032/0 SrI--BagavAn uvAca
   BhP_03.25.032/1 devānāṃ guṇa-liṅgānām ānuśravika-karmaṇām	Bhu-_03.25.032/1 devAnAm guNa--liFgAnAm AnuSravika-karmaNAm
   BhP_03.25.032/2 sattva evaika-manaso vṛttiḥ svābhāvikī tu yā	Bhu-_03.25.032/2 sattvaH eva-eka-manasaH vRttiH svABAvikI tu yA
   BhP_03.25.034/1 animittā bhāgavatī bhaktiḥ siddher garīyasī	Bha-a_03.25.034/1 animittA BAgavatI BaktiH sidDeH garIyasI
   BhP_03.25.034/2 jarayaty āśu yā kośaṃ nigīrṇam analo yathā	Bhu-_03.25.034/2 jarayati ASu yA koSam nigIrNam analaH yaTA
   BhP_03.25.035/1 naikātmatāṃ me spṛhayanti kecin mat-pāda-sevābhiratā	Bhu-_03.25.035/1 na-eka-Atma-tAm me spRhayanti kecid mat--pAda-sevA-aBiratA
   mad-īhāḥ	mad--IhAH
   BhP_03.25.035/2 ye 'nyonyato bhāgavatāḥ prasajya sabhājayante mama	Bhu-_03.25.035/2 ye anyonyataH BAgavatAH prasajya saBAjayante mama
   pauruṣāṇi	pOruzANi
   BhP_03.25.036/1 paśyanti te me rucirāṇy amba santaḥ	Bhu-_03.25.036/1 paSyanti te me rucirANi amba santaH
   prasanna-vaktrāruṇa-locanāni	prasanna--vaktra-aruNa---locanAni
   BhP_03.25.036/2 rūpāṇi divyāni vara-pradāni sākaṃ vācaṃ spṛhaṇīyāṃ vadanti	BhP_03.25.036/2 rUpANi divyAni vara--pradAni sAkam vAcam spRhaNIyAm vadanti
   BhP_03.25.037/1 tair darśanīyāvayavair udāra-	Bhu-_03.25.037/1 tEH darSanIya-avayavEH udAra-
   vilāsa-hāsekṣita-vāma-sūktaiḥ	vilAsa-hAsa-Ikzita-vAma-su-uktEH
   BhP_03.25.037/2 hṛtātmano hṛta-prāṇāṃś ca bhaktir anicchato me gatim aṇvīṃ	Bhu-_03.25.037/2 hRta-AtmanaH hRta-prANAn ca BaktiH anicCataH me gatim aNvIm
   prayuṅkte	prayuFkte
   BhP_03.25.038/1 atho vibhūtiṃ mama māyāvinas tām aiśvaryam aṣṭāṅgam	Bhu-_03.25.038/1 aTo viBUtim mama mAyAvinaH tAm ESvaryam azwa-aFgam
   anupravṛttam	anupravRttam
   BhP_03.25.038/2 śriyaṃ bhāgavatīṃ vāspṛhayanti bhadrāṃ parasya me te	Bhu-_03.25.038/2 Sriyam BAgavatIm vAspRhayanti BadrAm parasya me te
   'śnuvate tu loke	aSnuvate tu loke
   BhP_03.25.039/1 na karhicin mat-parāḥ śānta-rūpe naṅkṣyanti no me 'nimiṣo	Bhu-_03.25.039/1 na karhicit mat--parAH SAnta--rUpe naFkzyanti naH me animizaH-
   leḍhi hetiḥ	leXi hetiH
   BhP_03.25.039/2 yeṣām ahaṃ priya ātmā sutaś ca sakhā guruḥ suhṛdo daivam	Bhu-_03.25.039/2 yezAm aham priyaH AtmA sutaH ca saKA guruH suhRdaH dEvam
   iṣṭam	izwam
   BhP_03.25.040/1 imaṃ lokaṃ tathaivāmum ātmānam ubhayāyinam	Bhu-_03.25.040/1 imam lokam taTA-eva-amum AtmAnam uBayAyinam
   BhP_03.25.040/2 ātmānam anu ye ceha ye rāyaḥ paśavo gṛhāḥ	Bhu-_03.25.040/2 AtmAnam anu ye ca-iha ye rAyaH paSavaH gRhAH
   BhP_03.25.041/1 visṛjya sarvān anyāṃś ca mām evaṃ viśvato-mukham	Bhu-_03.25.041/1 visRjya sarvAn anyAn ca mAm evam viSvato-muKam
   BhP_03.25.041/2 bhajanty ananyayā bhaktyā tān mṛtyor atipāraye	Bhu-_03.25.041/2 Bajanti ananyayA BaktyA tAn mRtyoH atipAraye
   BhP_03.25.042/1 nānyatra mad bhagavataḥ pradhāna-puruṣeśvarāt	Bhu-_03.25.042/1 na-anyatra mat BagavataH praDAna-puruza-ISvarAt-
   BhP_03.25.042/2 ātmanaḥ sarva-bhūtānāṃ bhayaṃ tīvraṃ nivartate	Bhu-_03.25.042/2 AtmanaH sarva-BUtAnAm Bayam tIvram nivartate
   BhP_03.25.043/1 mad-bhayād vāti vāto 'yaṃ sūryas tapati mad-bhayāt	Bhu-_03.25.043/1 mad-BayAt vAti vAtaH ayam sUryaH tapati mad-BayAt-
   BhP_03.25.043/2 varṣatīndro dahaty agnir mṛtyuś carati mad-bhayāt	Bhu-_03.25.043/2 varzati-indraH dahati agniH mRtyuH carati mad-BayAt-
   BhP_03.25.044/1 jñāna-vairāgya-yuktena bhakti-yogena yoginaḥ	Bhu-_03.25.044/1 jQAna--vErAgya--yuktena Bakti-yogena yoginaH
   BhP_03.25.044/2 kṣemāya pāda-mūlaṃ me praviśanty akuto-bhayam	Bhu-_03.25.044/2 kzemAya pAda--mUlam me praviSanti akuto-Bayam
   BhP_03.25.045/1 etāvān eva loke 'smin puṃsāṃ niḥśreyasodayaḥ	Bhu-_03.25.045/1 etAvAn eva loke asmin puMsAm niHSreyasa-udayaH
   BhP_03.25.045/2 tīvreṇa bhakti-yogena mano mayy arpitaṃ sthiram	Bhu-_03.25.045/2 tIvreNa Bakti-yogena manaH mayi arpitam sTiram
   BhP_03.26.001/0 śrī-bhagavān uvāca	Bhu-_03.26.001/0 SrI--BagavAn uvAca
   BhP_03.26.001/1 atha te sampravakṣyāmi tattvānāṃ lakṣaṇaṃ pṛthak	Bhu-_03.26.001/1 aTa te sampravakzyAmi tattvAnAm lakzaNam pRTak-
   BhP_03.26.001/2 yad viditvā vimucyeta puruṣaḥ prākṛtair guṇaiḥ	Bhu-_03.26.001/2 yat viditvA vimucyeta puruzaH prAkRtEH guNEH
   BhP_03.26.002/1 jñānaṃ niḥśreyasārthāya puruṣasyātma-darśanam	Bhu-_03.26.002/1 jQAnam niHSreyasa-arTAya puruzasya-Atma--darSanam
   BhP_03.26.002/2 yad āhur varṇaye tat te hṛdaya-granthi-bhedanam	Bhu-_03.26.002/2 yat AhuH varNaye tat te hRdaya--granTi--Bedanam
   BhP_03.26.003/1 anādir ātmā puruṣo nirguṇaḥ prakṛteḥ paraḥ	BhP_03.26.003/1 anAdiH AtmA puruzaH nirguNaH prakRteH paraH
   BhP_03.26.003/2 pratyag-dhāmā svayaṃ-jyotir viśvaṃ yena samanvitam	Bha-a_03.26.003/2 pratyag-DAmA svayaM-jyotiH viSvam yena samanvitam
   BhP_03.26.004/1 sa eṣa prakṛtiṃ sūkṣmāṃ daivīṃ guṇamayīṃ vibhuḥ	Bhu-_03.26.004/1 saH eza prakRtim sUkzmAm dEvIm guNa-mayIm viBuH
   BhP_03.26.004/2 yadṛcchayaivopagatām abhyapadyata līlayā	Bhu-_03.26.004/2 yadRcCayA-eva-upagatAm aByapadyata lIlayA
   BhP_03.26.005/1 guṇair vicitrāḥ sṛjatīṃ sa-rūpāḥ prakṛtiṃ prajāḥ	Bhu-_03.26.005/1 guNEH vicitrAH sRjatIm sa-rUpAH prakRtim prajAH
   BhP_03.26.005/2 vilokya mumuhe sadyaḥ sa iha jñāna-gūhayā	Bhu-_03.26.005/2 vilokya mumuhe sadyas saH iha jQAna--gUhayA
   BhP_03.26.006/1 evaṃ parābhidhyānena kartṛtvaṃ prakṛteḥ pumān	Bhu-_03.26.006/1 evam para-aBiDyAnena kartR-tvam prakRteH pumAn
   BhP_03.26.006/2 karmasu kriyamāṇeṣu guṇair ātmani manyate	BhP_03.26.006/2 karmasu kriyamANezu guNEH Atmani manyate
   BhP_03.26.007/1 tad asya saṃsṛtir bandhaḥ pāra-tantryaṃ ca tat-kṛtam	Bhu-_03.26.007/1 tat asya saMsRtiH banDaH pAra-tantryam ca tat-kRtam
   BhP_03.26.007/2 bhavaty akartur īśasya sākṣiṇo nirvṛtātmanaḥ	Bhu-_03.26.007/2 Bavati akartuH ISasya sAkziNaH nirvRta-AtmanaH
   BhP_03.26.008/1 kārya-kāraṇa-kartṛtve kāraṇaṃ prakṛtiṃ viduḥ	Bhu-_03.26.008/1 kArya--kAraNa-kartR-tve kAraNam prakRtim viduH
   BhP_03.26.008/2 bhoktṛtve sukha-duḥkhānāṃ puruṣaṃ prakṛteḥ param	Bhu-_03.26.008/2 BoktR-tve suKa--duHKAnAm puruzam prakRteH param
   BhP_03.26.009/0 devahūtir uvāca	Bhu-_03.26.009/0 devahUtiH uvAca
   BhP_03.26.009/1 prakṛteḥ puruṣasyāpi lakṣaṇaṃ puruṣottama	Bhu-_03.26.009/1 prakRteH puruzasya-api lakzaNam puruzottama
   BhP_03.26.009/2 brūhi kāraṇayor asya sad-asac ca yad-ātmakam	Bhu-_03.26.009/2 brUhi kAraNayoH asya sat--asat ca yat--Atmakam
   BhP_03.26.010/0 śrī-bhagavān uvāca	Bhu-_03.26.010/0 SrI--BagavAn uvAca
   BhP_03.26.010/1 yat tat tri-guṇam avyaktaṃ nityaṃ sad-asad-ātmakam	Bhu-_03.26.010/1 yat tat tri-guNam avyaktam nityam sat--asat--a-Atmakam
   BhP_03.26.010/2 pradhānaṃ prakṛtiṃ prāhur aviśeṣaṃ viśeṣavat	Bhu-_03.26.010/2 praDAnam prakRtim prAhuH aviSezam viSeza-vat-
   BhP_03.26.011/1 pañcabhiḥ pañcabhir brahma caturbhir daśabhis tathā	Bhu-_03.26.011/1 paQcaBiH paQcaBiH brahma caturBiH daSaBiH taTA
