   śrīḥ	SrIH
   tilanālodbhavaḥ kṣāraḥ saṃyuktaṃ kṣārapañcakam // VRrs_10.69 //	tila-nAla-udBavaH kzAraH saMyuktam kzArapaQcakam // VRrH-_10.69 //
   ghṛtaṃ guḍo mākṣikaṃ ca vijñeyaṃ madhuratrayam // VRrs_10.70 //	GRtam guxaH mAkzikam ca vijQeyam maDuratrayam // VRrH-_10.70 //
   kaṅguṇī tumbinī ghoṣā karīraśrīphalodbhavam /	kaFguNI tumbinI GozA karIra-SrI-Pala-udBavam /
   kaṭuvārttākasiddhārthasomarājīvibhītajam // VRrs_10.71 //	kawu-vArttAka-sidDArTa-somarAjI-viBIta-jam // VRrH-_10.71 //
   atasījaṃ mahākālīnimbajaṃ tilajaṃ tathā /	atasI-jam mahAkAlI-nimba-jam tila-jam taTA /
   apāmārgāddevadālīdantītumburuvigrahāt // VRrs_10.72 //	apAmArgAt-devadAlI-dantI-tumburu-vigrahAt // VRrH-_10.72 //
   aṅkolonmattabhallātapalāśebhyas tathaiva ca /	aFkola-unmatta-BallAta-palASeByaH taTA-eva ca /
   etebhyastailamādāya rasakarmaṇi yojayet // VRrs_10.73 //	eteByaH-tElam-AdAya rasakarmaNi yojayet // VRrH-_10.73 //
   jambūkamaṇḍūkavasā vasā kacchapasambhavā /	jambUka-maNxUka-vasA vasA kacCapa-samBavA /
   karkaṭīśiśumārī ca gośūkaranarodbhavā /	karkawI-SiSumArI ca go-SUkara-nara-udBavAH /
   ajoṣṭrakharameṣāṇāṃ mahiṣasya vasā tathā // VRrs_10.74 //	aja-uzwra-Kara-mezANAm mahizasya vasA taTA // VRrH-_10.74 //
   mūtrāṇi hastikarabhamahiṣīkharavājinām /	mUtrANi hasti-karaBa-mahizI-Kara-vAjinAm /
   go 'jāvīnāṃ striyaḥ puṃsāṃ puṣpaṃ bījaṃ tu yojayet // VRrs_10.75 //	gaH aja-avInAm striyaH puMsAm puzpam bIjam tu yojayet // VRrH-_10.75 //
   māhiṣāmbu dadhi kṣīraṃ sābhighāraṃ śakṛdrasaḥ /	mAhiza-ambu daDi kzIram sa-aBiGAram SakRt-rasaH /
   tatpañcamāhiṣaṃ jñeyaṃ tadvacchāgalapañcakam // VRrs_10.76 //	tad-paQcamAhizam jQeyam tadvat-CAgala-paQcakam // VRrH-_10.76 //
   amlavetasajambīranimbukaṃ bījapūrakam /	amlavetasa-jambIra-nimbukam bIjapUrakam /
   cāṅgerī caṇakāmlaṃ ca amlīkaṃ koladāḍimam // VRrs_10.77 //	cAFgerI caNaka-amlam ca amlIkam kola-dAximam // VRrH-_10.77 //
   ambaṣṭhā tintiḍīkaṃ ca nāgaraṃ rasapattrikā /	ambazWA tintixIkam ca nAgaram rasapattrikA /
   karavandaṃ tathā cānyadamlavargaḥ prakīrtitaḥ // VRrs_10.78 //	karavandam taTA ca-anyat-amlavargaH prakIrtitaH // VRrH-_10.78 //
   caṇakāmlaśca sarveṣāmeka eva praśasyate /	caNakAmlaH-ca sarvezAm-ekaH eva praSasyate /
   amlavetasamekaṃ vā sarveṣāmuttamottamam /	amlavetasam-ekam vA sarvezAm-uttamottamam /
   rasādīnāṃ viśuddhyarthaṃ drāvaṇe jāraṇe hitam // VRrs_10.79 //	rasa-AdInAm viSudDi-arTam drAvaNe jAraNe hitam // VRrH-_10.79 //
   koladāḍimavṛkṣāmlacullikācukrikārasaḥ /	kola-dAxima-vRkzAmla-cullikA-cukrikA-rasaH /
   pañcāmlakaṃ samuddiṣṭaṃ taccoktaṃ cāmlapañcakam // VRrs_10.80 //	paQcAmlakam samuddizwam tat-ca-uktam ca-amlapaQcakam // VRrH-_10.80 //
   iṣṭikā gairikā loṇaṃ bhasma valmīkamṛttikā /	izwikA gErikA loNam Basma valmIka-mRttikA /
   rasaprayogakuśalaiḥ kīrtitāḥ pañcamṛttikāḥ // VRrs_10.81 //	rasa-prayoga-kuSalEH kIrtitAH paQcamRttikAH // VRrH-_10.81 //
   śṛṅgīkaṃ kālakuṭaṃ ca vatsanābhaṃ sakṛtrimam /	SRFgIkam kAla-kuwam ca vatsanABam sa-kRtrimam /
   pittaṃ ca viṣavargo 'yaṃ sa varaḥ parikīrtitaḥ // VRrs_10.82 //	pittam ca viza-vargaH ayam sa varaH parikIrtitaH // VRrH-_10.82 //
   rasakarmaṇi śasto 'yaṃ tadbhedanavidhāv api /	rasakarmaNi SastaH ayam tad-Bedana-viDO api /
   ayuktyā sevitaścāyaṃ mārayatyeva niścitam // VRrs_10.83 //	ayuktyA sevitaH-ca-ayam mArayati-eva niScitam // VRrH-_10.83 //
   lāṅgalī viṣamuṣṭiśca karavīraṃ jayā tathā /	lAFgalI vizamuzwiH-ca karavIram jayA taTA /
   nīlakaḥ kanako 'rkaśca vargo hy upaviṣātmakaḥ // VRrs_10.84 //	nIlakaH kanakaH arkaH-ca vargaH hi upaviza-AtmakaH // VRrH-_10.84 //
   hastyaśvavanitā dhenurgardabhī chāgikāvikā /	hasti-aSva-vanitA DenuH-gardaBI CAgi-kAvikA /
   uṣṭrikodumbarāśvatthabhānunyagrodhatilvakam // VRrs_10.85 //	uzwrikA-udumbara-aSvatTa-BAnu-nyagroDa-tilvakam // VRrH-_10.85 //
   dugdhikā snugguṇaś caiva tathaivottamakaṇṭikā /	dugDikA snuh-guNaH ca-eva taTA-eva-uttamakaNwikA /
   eṣāṃ dugdhair vinirdiṣṭo dugdhavargo rasādiṣu // VRrs_10.86 //	ezAm dugDEH vinirdizwaH dugDavargaH rasa-Adizu // VRrH-_10.86 //
   pārāvatasya cāṣasya kapotasya kalāpinaḥ /	pArAvatasya cAzasya kapotasya kalApinaH /
   gṛdhrasya kukkuṭasyāpi vinirdiṣṭo hi viṃgaṇaḥ /	gRDrasya kukkuwasya-api vinirdizwaH hi viMgaNaH /
   śodhanaṃ sarvalohānāṃ puṭanāllepanāt khalu // VRrs_10.87 //	SoDanam sarva-lohAnAm puwanAt-lepanAt Kalu // VRrH-_10.87 //
   kusumbhaṃ khadiro lākṣā mañjiṣṭhā raktacandanam /	kusumBam KadiraH lAkzA maQjizWA raktacandanam /
   akṣī ca bandhujīvaśca tathā karpūragandhinī /	akzI ca banDujIvaH-ca taTA karpUra-ganDinI /
   mākṣikaṃ ceti vijñeyo raktavargo 'tirañjanaḥ // VRrs_10.88 //	mAkzikam ca-iti vijQeyaH raktavargaH ati-raQjanaH // VRrH-_10.88 //
   kiṃśukaḥ karṇikāraśca haridrādvitayaṃ tathā /	kiMSukaH karNikAraH-ca haridrA-dvitayam taTA /
   pītavargo 'yamādiṣṭo rasarājasya karmaṇi // VRrs_10.89 //	pItavargaH ayam-AdizwaH rasarAjasya karmaNi // VRrH-_10.89 //
   tagaraḥ kuṭajaḥ kundo guñjā jīvantikā tathā /	tagaraH kuwajaH kundaH guQjA jIvantikA taTA /
   sitāmbhoruhakandaśca śvetavarga udāhṛtaḥ // VRrs_10.90 //	sita-amBoruha-kandaH-ca SvetavargaH udAhRtaH // VRrH-_10.90 //
   kadalī kāravellī ca triphalā nīlikā nalaḥ /	kadalI kAravellI ca triPalA nIlikA nalaH /
   paṅkaḥ kāsīsabālāmraṃ kṛṣṇavarga udāhṛtaḥ // VRrs_10.91 //	paFkaH kAsIsa-bAla-Amram kRzNavargaH udAhRtaH // VRrH-_10.91 //
   raktavargādivargaiśca dravyaṃ yajjāraṇātmakam /	raktavarga-Adi-vargEH-ca dravyam yat-jAraNa-Atmakam /
   bhāvanīyaṃ prayatnena tādṛgrāgāptaye khalu // VRrs_10.92 //	BAvanIyam prayatnena tAdRS-rAga-Aptaye Kalu // VRrH-_10.92 //
   kācaṭaṅkaṇakṣiprābhiḥ śodhanīyo gaṇo mataḥ // VRrs_10.93 //	kAca-waFkaNa-kziprABiH SoDanIyaH gaNaH mataH // VRrH-_10.93 //
   sattvānāṃ baddhasūtasya lohānāṃ malanāśanaḥ /	sattvAnAm badDa-sUtasya lohAnAm mala-nASanaH /
   kāpālīkaṅguṇadhvaṃsī rasavādibhirucyate // VRrs_10.94 //	kApAlI-kaFguNa-DvaMsI rasa-vAdiBiH-ucyate // VRrH-_10.94 //
   mahiṣī meṣaśṛṅgī ca kaliṅgo dhavabījayuk /	mahizI mezaSRFgI ca kaliFgaH Dava-bIja-yuj /
   śaśāsthīni ca yogo 'yaṃ lohakāṭhinyanāśanaḥ // VRrs_10.95 //	SaSa-asTIni ca yogaH ayam loha-kAWinya-nASanaH // VRrH-_10.95 //
   guḍagugguluguñjājyasāraghaiṣ ṭaṅgaṇānvitaiḥ /	guxa-guggulu-guQjA-Ajya-sAraGEH waFgaNa-anvitEH /
   durdrāvākhilalohāder drāvaṇāya gaṇo mataḥ // VRrs_10.96 //	durdrAva-aKila-loha-AdeH drAvaNAya gaNaH mataH // VRrH-_10.96 //
   kṣārāḥ sarve malaṃ hanyuramlaṃ śodhanajāraṇam /	kzArAH sarve malam hanyuH-amlam SoDana-jAraNam /
   māndyaṃ viṣāṇi nighnanti snaigdhyaṃ snehāḥ prakurvate // VRrs_10.97 //	mAndyam vizANi niGnanti snEgDyam snehAH prakurvate // VRrH-_10.97 //
   ṣaṭ truṭyaś caikalikṣā syāt ṣaḍ likṣā yūkam ucyate /	zaw truwyaH ca-eka-likzA syAt zaw likzA yUkam ucyate /
   ṣaḍyūkāstu rajaḥsaṃjñaṃ kathitaṃ tava suvrate // VRrs_11.1 //	zaz-yUkAH-tu rajaH-saMjQam kaTitam tava suvrate // VRrH-_11.1 //
   ṣaḍrajaḥ sarṣapaḥ sākṣātsiddhārthaḥ sa ca kīrtitaḥ /	zaz-rajaH sarzapaH sAkzAt-sidDArTaH sa ca kIrtitaH /
   ṣaṭsiddhārthena deveśi yavastvekaḥ prakīrtitaḥ // VRrs_11.2 //	zaz-sidDArTena deveSi yavaH-tu-ekaH prakIrtitaH // VRrH-_11.2 //
   ṣaḍyavair ekaguñjā syāttriguñjo valla ucyate /	zaz-yavEH eka-guQjA syAt-tri-guQjaH vallaH ucyate /
   ṣaḍbhireva tu guñjābhirmāṣa ekaḥ prakīrtitaḥ /	zaxBiH-eva tu guQjABiH-mAzaH ekaH prakIrtitaH /
   māṣā dvādaśa tolaḥ syādaṣṭau tolāḥ palaṃ bhavet // VRrs_11.3 //	mAzAH dvAdaSa tolaH syAt-azwO tolAH palam Bavet // VRrH-_11.3 //
   truṭiḥ syādaṇubhiḥ ṣaḍbhistairlikṣā ṣaḍbhirīritā /	truwiH syAt-aNuBiH zaxBiH-tEH-likzA zaxBiH-IritA /
   tābhiḥ ṣaḍbhirbhaved yūkā ṣaḍyūkās tad rajaḥ smṛtam // VRrs_11.4 //	tABiH zaxBiH-Bavet yUkAH zaz-yUkAH tat rajaH smRtam // VRrH-_11.4 //
   ṣaḍrajaḥ sarṣapaḥ proktastaiḥ ṣaḍbhiryava īritaḥ /	zaz-rajaH sarzapaH proktaH-tEH zaxBiH-yavaH IritaH /
   ekā guñjā yavaiḥ ṣaḍbhirniṣpāvastu dviguñjakaḥ // VRrs_11.5 //	ekA guQjA yavEH zaxBiH-nizpAvaH-tu dvi-guQjakaH // VRrH-_11.5 //
   syādguñjātritayaṃ vallo dvau vallau māṣa ucyate /	syAt-guQjA-tritayam vallaH dvO vallO mAzaH ucyate /
   dvau māṣau dharaṇaṃ te dve śāṇaniṣkakalāḥ smṛtāḥ // VRrs_11.6 //	dvO mAzO DaraNam te dve SANa-nizka-kalAH smRtAH // VRrH-_11.6 //
   niṣkadvayaṃ tu vaṭakaḥ sa ca kola itīritaḥ /	nizka-dvayam tu vawakaH sa ca kolaH iti-IritaH /
   syātkolatritayaṃ tolaḥ karṣo niṣkacatuṣṭayam // VRrs_11.7 //	syAt-kola-tritayam tolaH karzaH nizka-catuzwayam // VRrH-_11.7 //
   udumbaraṃ pāṇitalaṃ suvarṇaṃ kavalagrahaḥ /	udumbaram pANitalam suvarNam kavala-grahaH /
   akṣaṃ biḍālapadakaṃ śuktiḥ pāṇitaladvayam // VRrs_11.8 //	akzam bixAlapadakam SuktiH pANi-tala-dvayam // VRrH-_11.8 //
   śuktidvayaṃ palaṃ kecidanye śuktitrayaṃ viduḥ /	Sukti-dvayam palam kecid-anye Sukti-trayam viduH /
   tadeva kathitaṃ muṣṭiḥ prakuñco bilvamityapi // VRrs_11.9 //	tat-eva kaTitam muzwiH prakuQcaH bilvam-iti-api // VRrH-_11.9 //
   paladvayaṃ tu prasṛtaṃ taddvayaṃ kuḍavo 'ñjaliḥ /	pala-dvayam tu prasRtam tad-dvayam kuxavaH aQjaliH /
   kuḍavau mānikā tau syātprastho dve mānike smṛtaḥ // VRrs_11.10 //	kuxavO mAnikA tO syAt-prasTaH dve mAnike smRtaH // VRrH-_11.10 //
   prasthadvayaṃ śubhaṃ tau dvau pātrakaṃ dvayamāḍhakam /	prasTa-dvayam SuBam tO dvO pAtrakam dvayam-AXakam /
   taiś caturbhir ghaṭonmānanalvanārmaṇaśūrpakāḥ // VRrs_11.11 //	tEH caturBiH Gawa-unmAna-nalvana-armaNa-SUrpakAH // VRrH-_11.11 //
   droṇasya śabdāḥ paryāyāḥ palānāṃ śatakaṃ tulā /	droNasya SabdAH paryAyAH palAnAm Satakam tulA /
   catvāriṃśatpalaśatatulā bhāraḥ prakīrtitaḥ // VRrs_11.12 //	catvAriMSat-pala-Sata-tulA BAraH prakIrtitaH // VRrH-_11.12 //
   rasārṇavādiśāstrāṇi nirīkṣya kathitaṃ mayā /	rasArNava-Adi-SAstrANi nirIkzya kaTitam mayA /
   rasopayogi yat kiṃcid diṅmātraṃ tatpradarśitam // VRrs_11.13 //	rasa-upayogi yat kiMcid diS-mAtram tad-pradarSitam // VRrH-_11.13 //
   adhunā rasarājasya saṃskārān sampracakṣmahe // VRrs_11.14 //	aDunA rasarAjasya saMskArAn sampracakzmahe // VRrH-_11.14 //
   syātsvedanaṃ tadanu mardanamūrchane ca utthāpanaṃ patanarodhaniyāmanāni /	syAt-svedanam tadanu mardana-mUrCane ca utTApanam patana-roDa-niyAmanAni /
   saṃdīpanaṃ gaganabhakṣaṇamānamatra saṃcāraṇā tadanu garbhagatā drutiśca //	saMdIpanam gagana-BakzaNa-mAnam-atra saMcAraNA tadanu garBa-gatA drutiH-ca //
   VRrs_11.15 //	VRrH-_11.15 //
   bāhyā drutiḥ sūtakajāraṇā syād grāsastathā sāraṇakarma paścāt /	bAhyA drutiH sUtaka-jAraNA syAt grAsaH-taTA sAraNa-karma paScAt /
   saṃkrāmaṇaṃ vedhavidhiḥ śarīre yogas tathāṣṭādaśadhātra karma //	saMkrAmaNam veDa-viDiH SarIre yogaH taTA-azwAdaSaDA-atra karma //
   VRrs_11.16 //	VRrH-_11.16 //
   na yojyo marmaṇi chinne na ca kṣārāgnidagdhayoḥ // VRrs_11.17 //	na yojyaH marmaNi Cinne na ca kzAra-agni-dagDayoH // VRrH-_11.17 //
   śuddhaḥ sa mṛdvagnisaho mūrchito vyādhināśanaḥ // VRrs_11.18 //	SudDaH sa mRdu-agni-sahaH mUrCitaH vyADi-nASanaH // VRrH-_11.18 //
   niṣkampavegas tīvrāgnāv āyurārogyado mṛtaḥ /	nizkampa-vegaH tIvra-agnO AyuH-Arogya-daH mRtaH /
   viṣaṃ vahnirmalaśceti doṣā naisargikāstrayaḥ // VRrs_11.19 //	vizam vahniH-malaH-ca-iti dozAH nEsargikAH-trayaH // VRrH-_11.19 //
   rase maraṇasaṃtāpamūrchānāṃ hetavaḥ kramāt // VRrs_11.20 //	rase maraNa-saMtApa-mUrCAnAm hetavaH kramAt // VRrH-_11.20 //
   yogikau nāgavaṅgau dvau tau jāḍyādhmānakuṣṭhadau // VRrs_11.21 //	yogikO nAga-vaFgO dvO tO jAxya-ADmAna-kuzWa-dO // VRrH-_11.21 //
   aupādhikāḥ punaścānye kīrtitāḥ saptakañcukāḥ /	OpADikAH punar-ca-anye kIrtitAH sapta-kaQcukAH /
   bhūmijā girijā vārjās te ca dve nāgavaṅgajau // VRrs_11.22 //	BUmi-jAH girijAH vArjAH te ca dve nAga-vaFga-jO // VRrH-_11.22 //
   dvādaśaite rase doṣāḥ proktā rasaviśāradaiḥ // VRrs_11.23 //	dvAdaSA-ete rase dozAH proktAH rasa-viSAradEH // VRrH-_11.23 //
   bhūmijāḥ kurvate kuṣṭhaṃ girijā jāḍyameva ca /	BUmi-jAH kurvate kuzWam girijA jAxyam-eva ca /
   vārijā vātasaṃghātaṃ doṣāḍhyaṃ nāgavaṅgayoḥ // VRrs_11.24 //	vArijAH vAta-saMGAtam doza-AXyam nAga-vaFgayoH // VRrH-_11.24 //
   parpaṭī pāṭinī bhedī drāvī malakarī tathā /	parpawI pAwinI BedI drAvI mala-karI taTA /
   andhakārī tathā dhvāṅkṣī vijñeyāḥ sapta kañcukāḥ // VRrs_11.25 //	anDakArI taTA DvAFkzI vijQeyAH sapta kaQcukAH // VRrH-_11.25 //
   tasmāt sūtavidhānārthaṃ sahāyairnipuṇairyutaḥ /	tasmAt sUta-viDAna-arTam sahAyEH-nipuNEH-yutaH /
   sarvopaskaramādāya rasakarma samārabhet // VRrs_11.26 //	sarva-upaskaram-AdAya rasakarma samAraBet // VRrH-_11.26 //
   dve sahasre palānāṃ tu sahasraṃ śatameva vā /	dve sahasre palAnAm tu sahasram Satam-eva vA /
   aṣṭāviṃśat palānyeva daśa pañcaikameva vā // VRrs_11.27 //	azwAviMSat palAni-eva daSa paQca-ekam-eva vA // VRrH-_11.27 //
   palārdhenaiva kartavyaḥ saṃskāraḥ sūtakasya ca /	pala-arDena-eva kartavyaH saMskAraH sUtakasya ca /
   sudine śubhanakṣatre rasaśodhanamārabhet // VRrs_11.28 //	su-dine SuBa-nakzatre rasa-SoDanam-AraBet // VRrH-_11.28 //
   tryūṣaṇaṃ lavaṇāsūryau citrakārdrakamūlakam /	tryUzaNam lavaNa-asUryO citraka-Ardraka-mUlakam /
   kṣiptvā sūto muhuḥ svedyaḥ kāñjikena dinatrayam // VRrs_11.29 //	kziptvA sUtaH muhur svedyaH kAQjikena dina-trayam // VRrH-_11.29 //
   gṛhadhūmeṣṭikācūrṇaṃ tathā dadhi guḍānvitam /	gRhaDUma-izwikA-cUrNam taTA daDi guxa-anvitam /
   lavaṇāsurīsaṃyuktaṃ kṣiptvā sūtaṃ vimardayet // VRrs_11.30 //	lavaNa-AsurI-saMyuktam kziptvA sUtam vimardayet // VRrH-_11.30 //
   ṣoḍaśāṃśaṃ tu tad dravyaṃ sūtamānān niyojayet /	zoxaSa-aMSam tu tat dravyam sUta-mAnAt niyojayet /
   sūtaṃ kṣiptvā samaṃ tena dināni trīṇi mardayet // VRrs_11.31 //	sUtam kziptvA samam tena dinAni trINi mardayet // VRrH-_11.31 //
   jīrṇābhrakaṃ tathā bījaṃ jīrṇasūtaṃ tathaiva ca /	jIrNa-aBrakam taTA bIjam jIrNa-sUtam taTA-eva ca /
   nairmalyārthaṃ hi sūtasya khalle dhṛtvā vimardayet // VRrs_11.32 //	nErmalya-arTam hi sUtasya Kalle DRtvA vimardayet // VRrH-_11.32 //
   gṛhṇāti nirmalo rāgān grāse grāse vimarditaḥ /	gRhNAti nirmalaH rAgAn grAse grAse vimarditaH /
   mardanākhyaṃ hi yatkarma tatsūtaguṇakṛd bhavet // VRrs_11.33 //	mardana-AKyam hi yat-karma tad-sUta-guNa-kRt Bavet // VRrH-_11.33 //
   gṛhakanyā malaṃ hanyāttriphalā vahnināśinī /	gRha-kanyA malam hanyAt-triPalA vahni-nASinI /
   citramūlaṃ viṣaṃ hanti tasmād ebhiḥ prayatnataḥ // VRrs_11.34 //	citra-mUlam vizam hanti tasmAt eBiH prayatnataH // VRrH-_11.34 //
   miśritaṃ sūtakaṃ dravyaiḥ saptavārāṇi mūrchayet /	miSritam sUtakam dravyEH sapta-vArANi mUrCayet /
   itthaṃ saṃmūrchitaḥ sūto doṣaśūnyaḥ prajāyate // VRrs_11.35 //	itTam saMmUrCitaH sUtaH doza-SUnyaH prajAyate // VRrH-_11.35 //
   asmādvirekāt saṃśuddho rasaḥ pātyastataḥ param /	asmAt-virekAt saMSudDaH rasaH pAtyaH-tatas param /
   uddhṛtaḥ kāñjikakvāthāt pūtidoṣanivṛttaye // VRrs_11.36 //	udDRtaH kAQjika-kvATAt pUti-doza-nivRttaye // VRrH-_11.36 //
   tāmreṇa piṣṭikāṃ kṛtvā pātayedūrdhvabhājane /	tAmreNa pizwikAm kRtvA pAtayet-UrDva-BAjane /
   vaṅganāgau parityajya śuddho bhavati sūtakaḥ // VRrs_11.37 //	vaFga-nAgO parityajya SudDaH Bavati sUtakaH // VRrH-_11.37 //
   śullena pātayet piṣṭīṃ tridhordhvaṃ saptadhā tv adhaḥ // VRrs_11.38 //	Sullena pAtayet pizwIm triDA-UrDvam saptaDA tu aDas // VRrH-_11.38 //
   triphalāśigruśikhibhir lavaṇāsurīsaṃyutaiḥ /	triPalA-Sigru-SiKiBiH lavaNa-AsurI-saMyutEH /
   naṣṭapiṣṭaṃ rasaṃ kṛtvā lepayeccordhvabhājane /	nazwapizwam rasam kRtvA lepayet-ca-UrDva-BAjane /
   tato dīptairadhaḥ pātamutpalaistatra kārayet // VRrs_11.39 //	tatas dIptEH-aDas pAtam-utpalEH-tatra kArayet // VRrH-_11.39 //
   haridrāṅkolaśampākakumārītriphalāgnibhiḥ /	haridrA-aFkola-SampAka-kumArI-triPalA-agniBiH /
   taṇḍulīyakavarṣābhūhiṅgusaindhavamākṣikaiḥ // VRrs_11.40 //	taNxulIyaka-varzABU-hiFgu-sEnDava-mAkzikEH // VRrH-_11.40 //
   piṣṭaṃ rasaṃ salavaṇaiḥ sarpākṣyādibhireva vā /	pizwam rasam sa-lavaNEH sarpAkzI-AdiBiH-eva vA /
   pātayed athavā devi vraṇaghno yakṣalocanaiḥ // VRrs_11.41 //	pAtayet aTavA devi vraNa-GnaH yakza-locanEH // VRrH-_11.41 //
   itthaṃ hy adhaūrdhvapātena pātito 'sau yadā bhavet /	itTam hi aDaUrDvapAtena pAtitaH asO yadA Bavet /
   tadā rasāyane yogyo bhaved dravyaviśeṣataḥ // VRrs_11.42 //	tadA rasAyane yogyaH Bavet dravya-viSezataH // VRrH-_11.42 //
   athavā dīpakayantre nipātitaḥ sarvadoṣanirmuktaḥ // VRrs_11.43 //	aTavA dIpaka-yantre nipAtitaH sarva-doza-nirmuktaH // VRrH-_11.43 //
   tiryakpātanavidhinā nipātitaḥ sūtarājastu /	tiryakpAtana-viDinA nipAtitaH sUtarAjaH-tu /
   ślakṣṇīkṛtam abhradalaṃ rasendrayuktaṃ tathāranālena // VRrs_11.44 //	SlakzNIkRtam aBra-dalam rasendra-yuktam taTA-AranAlena // VRrH-_11.44 //
   khale dattvā mṛditaṃ yāvat tan naṣṭapiṣṭatām eti /	Kale dattvA mRditam yAvat tat nazwapizwa-tAm eti /
   kuryāt tiryakpātanapātitasūtaṃ krameṇa dṛḍhavahnim // VRrs_11.45 //	kuryAt tiryakpAtana-pAtita-sUtam krameNa dRXa-vahnim // VRrH-_11.45 //
   saṃsvedyaḥ pātyo 'sau na patati yāvad dṛḍhaś cāgnau /	saMsvedyaH pAtyaH asO na patati yAvat dRXaH ca-agnO /
   tadāsau śudhyate sūtaḥ karmakārī bhaveddhruvam // VRrs_11.46 //	tadA-asO SuDyate sUtaH karma-kArI Bavet-Druvam // VRrH-_11.46 //
   mardanair mūrchanaiḥ pātairmandaḥ śānto bhaved rasaḥ // VRrs_11.47 //	mardanEH mUrCanEH pAtEH-mandaH SAntaH Bavet rasaH // VRrH-_11.47 //
   sṛṣṭyambujair nirodhena tato mukhakaro rasaḥ /	sRzwyambujEH niroDena tatas muKa-karaH rasaH /
   svedanādivaśātsūto vīryaṃ prāpnotyanuttamam // VRrs_11.48 //	svedana-Adi-vaSAt-sUtaH vIryam prApnoti-anuttamam // VRrH-_11.48 //
   niyamyo 'sau tataḥ samyak capalatvanivṛttaye /	niyamyaH asO tatas samyak capalatva-nivRttaye /
   karkoṭī phaṇinetrābhyāṃ vṛścikāmbujamārkavaiḥ /	karkowI PaNi-netrAByAm vRScika-ambuja-mArkavEH /
   samaṃ kṛtvāranālena svedayecca dinatrayam // VRrs_11.49 //	samam kRtvA-AranAlena svedayet-ca dina-trayam // VRrH-_11.49 //
   maricair bhūkhagayuktair lavaṇāsurīśigruṭaṅkaṇopetaiḥ /	maricEH BU-Kaga-yuktEH lavaNa-AsurI-Sigru-waFkaNa-upetEH /
   kāñjikayuktaistridinaṃ grāsārthī jāyate svedāt // VRrs_11.50 //	kAQjika-yuktEH-tri-dinam grAsa-arTI jAyate svedAt // VRrH-_11.50 //
   trikṣārasindhukhagabhūśikhiśigrurājītīkṣṇāmlavetasamukhair lavaṇoṣaṇāmlaiḥ	trikzAra-sinDu-Kaga-BU-SiKi-Sigru-rAjI-tIkzNa-amlavetasa-muKEH lavaNa-UzaNa-amlEH
   nepālatāmradalaśoṣitamāranāle sāmlāsavāmlapuṭitaṃ rasadīpanaṃ tat //	nepAla-tAmra-dala-Sozitam-AranAle sa-amla-Asava-amla-puwitam rasa-dIpanam tat //
   VRrs_11.51 //	VRrH-_11.51 //
   svedayedāsavāmlena vīryatejaḥpravṛddhaye /	svedayet-Asava-amlena vIrya-tejaH-pravRdDaye /
   yathopayogaṃ svedyaḥ syān mūlikānāṃ raseṣu ca // VRrs_11.52 //	yaTA-upayogam svedyaH syAt mUlikAnAm rasezu ca // VRrH-_11.52 //
   sarpākṣī kṣīriṇī vandhyā matsyākṣī śaṅkhapuṣpikā /	sarpAkzI kzIriNI vanDyA matsyAkzI SaFKapuzpikA /
   kākajaṅghā śikhiśikhā brahmadaṇḍyākhukarṇikā // VRrs_11.53 //	kAkajaFGA SiKi-SiKA brahmadaNxI-AKukarNikA // VRrH-_11.53 //
   varṣābhūḥ kambukī dūrvā sairyakotpalaśimbikāḥ /	varzABUH kambukI dUrvA sEryaka-utpala-SimbikAH /
   śatāvarī vajralatā vajrakandāgnikarṇikā // VRrs_11.54 //	SatAvarI vajra-latA vajra-kanda-agnikarNikA // VRrH-_11.54 //
   śvetārkaśigrudhattūramṛgadūrvārasāṅkuśāḥ /	Sveta-arka-Sigru-DattUra-mRga-dUrvA-rasa-aFkuSAH /
   rambhā raktābhanirguṇḍī lajjāluḥ suradālikā // VRrs_11.55 //	ramBA rakta-ABa-nirguNxI lajjAluH suradAlikAH // VRrH-_11.55 //
   maṇḍūkaparṇī pātālī citrakaṃ grīṣmasundarā /	maNxUkaparNI pAtAlI citrakam grIzmasundarAH /
   kākamācī mahārāṣṭrī haridrā tilaparṇikā // VRrs_11.56 //	kAkamAcI mahArAzwrI haridrA tilaparNikAH // VRrH-_11.56 //
   jātī jayantī śrīdevī bhūkadambaḥ kusumbhakaḥ /	jAtI jayantI SrI-devI BUkadambaH kusumBakaH /
   kośātakī nīraṃ kaṇā lāṅgalī kaṭutumbikā // VRrs_11.57 //	koSAtakI nIram kaNA lAFgalI kawutumbikAH // VRrH-_11.57 //
   cakramardo 'mṛtā kandaḥ sūryāvarteṣu puṅkhikā /	cakramardaH amRtA kandaH sUryAvartezu puFKikA /
   vārāhī hastiśuṇḍī ca prāyeṇa rasamūlikāḥ // VRrs_11.58 //	vArAhI hastiSuNxI ca prAyeNa rasa-mUlikAH // VRrH-_11.58 //
   rasasya bhāvane svede mṛṣālepe ca pūjitāḥ /	rasasya BAvane svede mRzA-lepe ca pUjitAH /
   ityaṣṭau sūtasaṃskārāḥ samā dravye rasāyane /	iti-azwO sUta-saMskArAH samAH dravye rasAyane /
   kāryāste prathamaṃ śeṣā noktā dravyopayoginaḥ // VRrs_11.59 //	kAryAH-te praTamam SezAH na-uktAH dravya-upayoginaH // VRrH-_11.59 //
