   Adhyaya 3, Pada 1	ADyayaH 3, Pada 1
   kintu manuṣyebhyo manuṣyagandharvāṇāṃ śataguṇānandatve 'bhihite tatra	kintu manuzyeByaH manuzya ganDarvANAm SataguNa Ananda tve aBihite tatra
   hetvākāṅkṣāyāmidamucyate /	hetu AkAFkzAyAm idam ucyate /
   evaṃ manuṣyagandharvebhyo devagandharvāṇāṃ śataguṇānandābhidhāne kuta	evam manuzya ganDarveByaH deva ganDarvANAm SataguNa Ananda aBiDAne kuta
   ityākāṅkṣāyāṃ śrotriyatvādiheturucyate /	iti AkAFkzAyAm Srotriya tva Adi hetuH ucyate /
   evamuttaratrāpi /	evam uttaratra api /
   naca vācyaṃ sarveṣvapi vidyamānaṃ śrotriyatvādikamānandātiśaye kathaṃ	na ca vAcyam sarvezu api vidyamAnam Srotriya tva Adikam Ananda atiSaye kaTam
   hetuḥ syāditi /	hetuH syAt iti /
   manuṣyādapyatiśayena manuṣyagandharvaḥ śrotriyo 'vṛjino 'kāmahataśca yataḥ	manuzyAt api atiSayena manuzya ganDarvaH SrotriyaH avRjinaH akAma hataH ca yatas 
   evaṃ pūrvapūrvanirdiṣyādapyatiśayenottarottaraḥ śrotriyatvādimān yasmāditi	evam pUrva pUrva nirdizyAt api atiSayena uttarottaraH Srotriya tva At imAn yasmAt iti
   vyākhyānāditi /	vyAKyAnAt iti /
   tadetannnirācaṣṭe tasmāditi /	tat etat nnirAcazwe tasmAt iti /
   tasmāt tasmādakāmatvamiti cāśrutakalpanā // MAnuv_3,4.26ab //	tasmAt tasmAt akAma tvam iti ca aSruta kalpanA // Ma anuv_3,4.26aB //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   castvarthaḥ /	caH tu arTaH /
   tasmāttasmātpūrvapūrvanirdiṣyādatiśayenottarottarasyākāmatvam /	tasmAt tasmAt pUrva pUrva nirdizyAt atiSayena uttarottarasya akAma tvam /
   upalakṣaṇametat /	upalakzaNam etat /
   śrotriyādikaṃ ceti vyākhyāne tvaśrutakalpanaṃ syāt /	Srotriya Adikam ca iti vyAKyAne tu aSruta kalpanam syAt /
   tasmādityatiśayeneti cāśrutasya kalpanīyatvāt /	tasmAt iti atiSayena iti ca aSrutasya kalpanIya tvAt /
   anyathā vivakṣitārthasyālābhāt /	anyaTA vivakzita arTasya alABAt /
   doṣāntaramāha  akāmeti //	doza antaram Aha akAma iti //
   akāmahata ityukteḥ śrutahānirapi sphuṭā // MAnuv_3,4.26cd //	akAma hataH iti ukteH Sruta hAniH api sPuwAH // Ma anuv_3,4.26cd //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   śrutāvakāmahata ityukteḥ pareṇa cākāma iti vyākhyātatvācchatasya	SrutAvakAma hataH iti ukteH pareNa ca akAmaH iti vyAKyAta tvAt Satasya
   hataśabdasya hānirapi sphuṭā'padyate /	hata Sabdasya hAniH api sPuwA apadyate /
   nahi hataśabdasya kiñcitprayojanamasti /	na hi hata Sabdasya kiQcid prayojanam asti /
   ataḥ śrutāśrutatyāgopādānaprasaṅgādayuktamidaṃ vyākhyānamiti /	atas Sruta aSruta tyAga upAdAna prasaFgAt ayuktam idam vyAKyAnam iti /
   apare tu vyācakṣate /	apare tu vyAcakzate /
   yaśco śrotriya iti śrotriyasya ceti ca na muktaviṣayaṃ nāpi	yaH caH SrotriyaH iti Srotriyasya ca iti ca na mukta vizayam na api
   prakṛtamanuṣyagandharvādiviṣayaṃ kintu puruṣāntaraviṣayam /	prakRta manuzya ganDarva Adi vizayam kintu puruza antara vizayam /
   tathāhi /	taTA hi /
   manuṣyebhyo manuṣyagandharvāṇāṃ śataguṇastāvadānandaḥ /	manuzyeByaH manuzya ganDarvANAm SataguNaH tAvat AnandaH /
   yaścāparaḥ śrotriyo 'vṛjino manuṣyagandharvapade kāmarahitaśca /	yaH ca aparaH SrotriyaH avRjinaH manuzya ganDarva pade kAma rahitaH ca /
   tasyāpi manuṣyebhyaḥ śataguṇo manuṣyagandharvasamāna evānando	tasya api manuzyeByaH SataguNaH manuzya ganDarva samAnaH eva AnandaH 
   bhavatītyevaṃ teṣu teṣu padeṣvakāmasya tattatsamānānandatvamatrocyate /	Bavati iti evam tezu tezu padezu akAmasya tat tad samAna Ananda tvam atra ucyate /
   naca vācyaṃ viraktānāṃ sarvatra kāmābhāvātkathamiyaṃ tāratamyoktiriti /	na ca vAcyam viraktAnAm sarvatra kAma aBAvAt kaTam iyam tAratamya uktiH iti /
   tadatiriktapadeṣu kāmasadbhāvasya vivakṣitatvāt /	tad atirikta padezu kAma sadBAvasya vivakzita tvAt /
   yo yo yāvadāyāsānmukto 'sāvasau tāvadānandavānityartho hyatra	yaH yaH yAvat AyAsAt muktaH asO= asO tAvat AnandavAn iti arTaH hi atra
   pratipipādayiṣita iti /	pratipipAdayizitaH iti /
   etadapi śrutahānāśrutakalpanāprasaṅgādeva nirastam /	etat api Sruta hAna aSruta kalpanA prasaFgAt eva nirastam /
   atrāpi hataśabdasya prayojanābhāvena hyātavyatvāt /	atra api hata Sabdasya prayojana aBAvena hi Atavya tvAt /
   tasminpada ityasyānyatra sakāma ityasya ca kalpanīyatvāt /	tasmin padaH iti asya anyatra sa kAmaH iti asya ca kalpanIya tvAt /
   adhikaṃ doṣamāha  kutraciditi //	aDikam dozam Aha kutracid iti //
   kutracit kāminaḥ puṃsaḥ kāmābhāvāt kvacit kvacit /	kutracid kAminaH puMsaH kAma aBAvAt kvacid kvacid /
   indrādisukhabhogo 'stītyanubhūtirhi kupyati // MAnuv_3,4.27 //	indra Adi suKa BogaH asti iti anuBUtiH hi kupyati // Ma anuv_3,4.27 //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   kutracidindrādipadavyatirikte kāminaḥ puṃsaḥ kvacitkvacidindrādipade	kutracid indra Adi pada vyatirikte kAminaH puMsaH kvacid kvacid indra Adi pade
   kāmābhāvādindrādisamānasukhānubhavo 'stīti vyākhyāne 'nubhavavirodhaḥ syāt	kAma aBAvAt indra Adi samAna suKa anuBavaH asti iti vyAKyAne anuBava viroDaH syAt 
   rājyamakāmayamānasya rājasamānasukhānubhūteranubhavabādhitatvasya	rAjyam akAmayamAnasya rAja samAna suKa anuBUteH anuBava bADita tvasya
   spaṣṭatvāt /	spazwa tvAt /
   vairāgyapraśaṃsāto na tattvaṃ mārgaṇīyamiti cenna /	vErAgya praSaMsAtaH na tattvam mArgaNIyam iti ced na /
   niravadhikānandasvarūpo 'yamātmā kāmādyupadravāvaraṇāttu tathā na bhāsate	niravaDika Ananda svarUpaH ayam AtmA kAma Adi upadrava AvaraNAt tu taTA na BAsate
   ato yāvadyāvatkāmakṣayastāvattāvadānandotkarṣo dṛśyata ityasyārthasya	atas yAvat yAvat kAma kzayaH tAvat tAvat Ananda utkarzaH dRSyate iti asya arTasya
   pradarśanārthamasya prakaraṇasyāvatāritatvāt /	pradarSana arTam asya prakaraNasya avatArita tvAt /
   ānandotkarṣe('tra)tu tātparyaṃ śataguṇatve tu na nirbharaḥ kārya iti cenna	Ananda utkarze( atra)tu tAtparyam SataguNa tve tu na nirBaraH kAryaH iti ced na
   devapadākāmādindrapadākāmasyānandaviśeṣādarśanāditi /	deva pada akAmAt indra pada akAmasya Ananda viSeza adarSanAt iti /
   tarhi kaḥ śrutyartha ityata āha  tasmāditi //	tarhi kaH Sruti arTaH iti atas Aha tasmAt iti //
   tasmādamuktasukhagaṃ tāratamyaṃ pṛthak pṛthak /	tasmAt amukta suKa gam tAratamyam pRTak pRTak /
   uktvā yaśceti muktānāṃ tāratamyaṃ sukhe śrutiḥ /	uktvA yaH ca iti muktAnAm tAratamyam suKe SrutiH /
   āheti peśalaṃ ... // MAnuv_3,4.28a e //	Aha iti peSalam ... // Ma anuv_3,4.28a e //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   arthāntarapratīternirastatvāt /	arTa antara pratIteH nirasta tvAt /
   amuktamanuṣyādisukhasambandhitāratamyaṃ te ye śatamityādivākyaiḥ pṛthak	amukta manuzya Adi suKa sambanDi tAratamyam te ye Satam iti Adi vAkyEH pRTak 
   pṛthaguktvā yaśceti śrotriyasya ceti ca vākyena muktānāṃ	pRTak uktvA yaH ca iti Srotriyasya ca iti ca vAkyena muktAnAm
   manuṣyagandharvādīnāṃ sukhe tāratamyaṃ śrutiratideśenāheti vyākhyānameva	manuzya ganDarva AdInAm suKe tAratamyam SrutiH ati deSena aha iti vyAKyAnam eva
   peśalam /	peSalam /
   nanvevaṃ sati vākyabhedo doṣaḥ syāt /	nanu evam sati vAkya BedaH dozaH syAt /
   maivam /	mA evam /
   jñāpakasadbhāvādityāha  tacceti //	jQApaka sadBAvAt iti Aha tat ca iti //
   ... tacca caśabdādeva gamyate // MAnuv_3,4.28ef //	... tat ca caSabdAt eva gamyate // Ma anuv_3,4.28ef //
   *11,56f.*	*11,56f.*
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   yaśceti vākyasya prakṛtādanyo viṣaya ityetacca caśabdenaiva gamyate /	yaH ca iti vAkyasya prakRtAt anyaH vizayaH iti etat ca caSabdena eva gamyate /
   kimutaikavākyagatāyāmuktānupapattyetyevārthaḥ /	kim uta eka vAkya gatAya amuktA an upapattyA iti eva arTaH /
   caśabdo hyayaṃ samuccayasya dyotakaḥ pratīyate /	caSabdaH hi ayam samuccayasya dyotakaH pratIyate /
   devadatto dhaniko yajñadattaśceti tathā /	devadattaH DanikaH yajQadattaH ca iti taTA /
   nacaikaviṣayatāyāmevaṃ yujyate /	naca eka vizaya tAyAm evam yujyate /
   nahi bhavati vasiṣṭho brahmiṣṭho 'rundhatīpatiśca tatheti prayogaḥ /	na hi Bavati vasizWaH brahmizWaH arunDatI patiH ca taTA iti prayogaH /
   viśeṣaṇasamuccaye caśabdaḥ kinna syāditi cenna /	viSezaNa samuccaye caSabdaH kinna syAt iti ced na /
   mukhyārthe bādhakābhāvena tyāgāyogāt /	muKya arTe bADaka aBAvena tyAga ayogAt /
   vacanavyatyayaścaikavākyatāyāṃ sphuṭa eva /	vacana vyatyayaH ca eka vAkyatAyAm sPuwaH eva /
   tathātve khalu te ye śataṃ karmadevānāmānandāḥ /	taTA tve Kalu te ye Satam karma devAnAm AnandAH /
   sa eka ājāna(ja)devānāmānando ye śrotriyā avṛjinā akāmahatāśceti syāt /	saH ekaH AjAna( ja) devAnAm AnandaH ye SrotriyAH avRjinAH akAma hatAH ca iti syAt /
   tathā teta ye śataṃ mānuṣā ānandāḥ sa eko manuṣyagandharvāṇāmānandaḥ	taTA teta ye Satam mAnuzAH AnandAH saH ekaH manuzya ganDarvANAm AnandaH
   śrotriyāṇāmakāmahatānāmiti bhavet /	SrotriyANAm akAma hatAnAm iti Bavet /
   nanvevaṃ tarhi kathaṃ bṛhadāraṇyakavākyaṃ bhāṣye muktamātraviṣayaṃ	nanu evam tarhi kaTam bRhadAraNyaka vAkyam BAzye mukta mAtra vizayam
   vyākhyātam /	vyAKyAtam /
   yaśceti viśeṣaṇasamuccayaparamuktam /	yaH ca iti viSezaNa samuccaya param uktam /
   ayamabhiprāyo bhāṣyakārasya /	ayam aBiprAyaH BAzya kArasya /
   sarvathā vākyadvayamevedaṃ bhinnaviṣayam /	sarvaTA vAkya dvayam eva idam Binna vizayam /
   ekavākyatāśraddhāyāmapi muktamātraviṣayamastu /	eka vAkyata aSradDAyAm api mukta mAtra vizayam astu /
   tatrānupapattīnāmalpatvāt /	tatra anupapattInAm alpa tvAt /
   nāmuktamātraviṣayam anupapattibāhulyāditi /	na amukta mAtra vizayam anupapatti bAhulyAt iti /
   mānuṣādihiraṇyagarmāntānāmamuktānāṃ muktānāṃ cottarottaraṃ	mAnuza Adi hiraNyagarma antAnAm amuktAnAm muktAnAm ca uttarottaram
   śataguṇānandatvaṃ śrutidvayamāhetyayuktam /	SataguNa Ananda tvam Sruti dvayam Aheti ayuktam /
   mānuṣānandanirdeśo muktajñāpakābhāvāt /	mAnuza Ananda nirdeSaH mukta jQApaka aBAvAt /
   nahi tatrākāmahatatvādikamanyadvā kimapi śrūyate ityāśaṅkāṃ nirākurvan	na hi tatra akAma hata tva Adikam anyat vA kim api SrUyate iti ASaFkAm nirAkurvan
   śrutyarthaṃ vivṛṇoti /	Sruti arTam vivRNoti /
   rāddha itayādinābhivīkṣata ityantena /	rAdDaH itayA AdinA aBivIkzate iti antena /
   tatra tāvat bṛhadāraṇyake manuṣyamuktasya jñāpakaṃ darśayati  rāddha iti	tatra tAvat bRhadAraNyake manuzya muktasya jQApakam darSayati rAdDaH iti
   rāddhaḥ saṃsiddha ityeva mukta evāvagamyate /	rAdDaH saMsidDaH iti eva muktaH eva avagamyate /
   sādhunā viṣṇunā yukto muktaḥ sādhuyuvā mataḥ // MAnuv_3,4.29//	sADunA vizNunA yuktaH muktaH sADu yuvA mataH // Ma anuv_3,4.29//
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   sa yo manuṣyāṇāṃ rāddhaḥ samṛddho bhavatītyupakramavākye rāddha iti padena	sa yaH manuzyANAm rAdDaH samRdDaH Bavati iti upakrama vAkye rAdDaH iti padena
   mukta eva gṛhyate nāmuktaḥ /	muktaH eva gRhyate na amuktaH /
   kayā vṛttyābhidhayaiva na tūpacaryate /	kayA vRttyA aBiDayA eva na tu upacaryate /
   yena mukhyārthānupapattyādikaṃ vyutpādanīyaṃ syāt /	yena muKya arTa anupapatti Adikam vyutpAdanIyam syAt /
   katham? saṃsiddha iti /	kaTam? saMsidDaH iti /
   etaduktaṃ bhavati /	etat uktam Bavati /
   rādha sādha saṃsiddhāviti paṭhyate /	rADa sADa saMsidDO= iti paWyate /
   rādhadhātośca"gatyarthākarmakaśliṣaśīṅsthā'savasajanaruhajīryatibhyaśca';	rADaDAtoH ca"gati arTa akarmaka Sliza SIFsTA asavasa janaruha jIrI atiByaH ca a;
   ityakarmakatvātkartari ktaḥ /	iti akarmaka tvAt kartari ktaH /
   tato rāddhaḥ saṃsiddha ityuktaṃ bhavati /	tatas rAdDaH saMsidDaH iti uktam Bavati /
   saṃsiddhiśca muktireva nityatvena duḥkhāsambhinnatvena ca	saMsidDiH ca muktiH eva nitya tvena duHKa asamBinna tvena ca
   samīcīnasiddhitvāt /	samIcIna sidDi tvAt /
   netarā, anityatvena duḥkhasambhinnatvena cāsamīcīnatvāt /	na itarA, anitya tvena duHKa samBinna tvena ca asamI cIna tvAt /
   naca mukhye sambhavatyamukhyārtho 'ṅgīkartuṃ śakyata iti /	na ca muKye samBavati amuKya arTaH aFgIkartum Sakyate iti /
   evaṃ samṛddhaśabdo 'pi muktasyaiva vācakaḥ /	evam samRdDa SabdaH api muktasya eva vAcakaH /
   muktiṃ vinā samyagṛddherabhāvāt /	muktim vinA samyak RdDeH aBAvAt /
   anyeṣāmadhipatirityādikaṃ tu muktāmuktasādhāraṇam /	anyezAm aDipatiH iti Adikam tu muktA mukta sADAraNam /
   yathā ca mukte sambhavati tathoktaṃ bhāṣye /	yaTA ca mukte samBavati taTA uktam BAzye /
   idānīṃ taittirīyaśrutau muktamanuṣyajñāpakaṃ darśayanyuvā syādityādīni	idAnIm tEttirIya SrutO mukta manuzya jQApakam darSayan yuvA syAt ityAdIni
   padāni vyācaṣṭe  sādhuneti //	padAni vyAcazwe sADunA iti //
   sādhunā viṣṇunā yukto muktaḥ sādhuyuvā mataḥ // MAnuv_3,4.29cd //	sADunA vizNunA yuktaH muktaH sADu yuvA mataH // Ma anuv_3,4.29cd //
   yauvanaṃ nityametasya muktasyeti yuvā sa ca /	yOvanam nityam etasya muktasya iti yuvA sa ca /
   phalamadhyayanasyāptaṃ tenādhyāyaka īritaḥ // MAnuv_3,4.30 //	Palam aDyayanasya Aptam tena aDyAyakaH IritaH // Ma anuv_3,4.30 //
   nirhrāsānandasamprāptyā cāśiṣṭa iti gīyate /	nirhrAsa Ananda samprAptyA ca ASizwaH iti gIyate /
   sthitasyānanyathā prāpterdṛḍhiṣṭha iti coditaḥ // MAnuv_3,4.31 //	sTitasya ananyaTA prApteH dRXizWaH iti coditaH // Ma anuv_3,4.31 //
   baliṣṭhaśca svabhāvena mukto bhavati kevalam // MAnuv_3,4.32ab //	balizWaH ca svaBAvena muktaH Bavati kevalam // Ma anuv_3,4.32aB //
   *11,60f.*	*11,60f.*
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   nirdeṣo hi sādhurityucyate /	nirdezaH hi sADuH iti ucyate /
   naca viṣṇoritaro nirdeṣo 'sti /	na ca vizNoH itaraH nirdezaH asti /
   ataḥ sādhunā viṣṇunetyuktam /	atas sADunA vizNunA iti uktam /
   tṛtīyānte sādhuśabda upapade yu miśraṇa ityasamāt"anyebhyo 'pi dṛśyante';	tRtIya ante sADu SabdaH upapade yu miSraNaH iti asamAt"anyeByaH api dRSyante a;
   iti kvanippratyaye kṛte sādhuyuveti bhavati /	iti kvanippratyaye kRte sADuyuvA iti Bavati /
   yadvā yujir /	yat vA yujiH /
   yoga ityasyedaṃ rūpam /	yogaH iti asya idam rUpam /
   dṛśigrahaṇasāmarthyāddhātorantalopaḥ /	dRSi grahaNa sAmarTyAt DAtoH anta lopaH /
   tathāca bhagavatsāmīpyalakṣaṇamokṣavānityuktaṃ bhavati /	taTA ca Bagavat sAmIpya lakzaNam okzavAn iti uktam Bavati /
   yuvaśabdādapyatiśayena sādhuyuvaśabdo muktasya jñāpaka iti	yuva SabdAt api atiSayena sADu yuva SabdaH muktasya jQApakaH iti
   kramamatilaṅghayādau vyākhyātaḥ /	kramamati laFGayA AdO vyAKyAtaH /
   yadyapi yuvaśabdo yauvananimittastathāpi mukhyāmukhyayormukhye sampratyaya	yadi api yuva SabdaH yOvana nimittaH taTA api muKyA muKyayoH muKye sampratyaya
   iti nityayauvanamaṅgīkāryam /	iti nitya yOvanam aFgI kAryam /
   taccaitasya manuṣyasya muktasyaiva yujyate na saṃsāriṇa iti hetoryuvā ca	tat ca etasya manuzyasya muktasya eva yujyate na saMsAriNaH iti hetoH yuvA ca
   sa mukta eva /	sa muktaH eva /
   adhyāyakaśabdo yadyapyāṅadhipūrvādiṅadhyayana ityasmāt ṇvuli pratyaye sati	aDyAyaka SabdaH yadi api AFaDi pUrva AdiFaDyayane iti asmAt Nvuli pratyaye sati
   niṣpannaḥ samyagadhyayanasya kartāramāha /	nizpannaH samyak aDyayanasya kartAram Aha /
   tathāpyatra	taTA api atra
   puruṣārthaprasaṅgādadhyayanasyāpuruṣārthatvādadhyayanaphalaprāpterlakṣako	puruza arTa prasaFgAt aDyayanasya apuruza arTa tvAt aDyayana Pala prApteH lakzakaH 
   varṇanīyaḥ /	varNanIyaH /
   adhyayanasya phalaṃ ca tena muktenaivāptam /	aDyayanasya Palam ca tena muktena eva Aptam /
   muktereva tatphalatvāt /	mukteH eva tad Pala tvAt /
   tena kāraṇena mukta evādhyāpaka īritaḥ /	tena kAraNena muktaH eva aDyApakaH IritaH /
   ā samyak samantācca śamasyetyāśaḥ /	A samyak samantAt ca Samasya iti ASaH /
   atiśayenāśa āśiṣṭhaḥ /	atiSayena ASaH ASizWaH /
   samyaktvādi ca hrāsābhāvādikameva /	samyaktva Adi ca hrAsa aBAva Adikam eva /
   tato nirhrāsasya yogyatānusāreṇa pūrṇasyānandasya samprāptyā kāraṇena	tatas nirhrAsasya yogyatA anusAreNa pUrNasya Anandasya samprAptyA kAraNena
   mukta evāśiṣṭha iti ca gīyate /	muktaH eva aSizWaH iti ca gIyate /
   avikāro hi dṛḍho nāma /	avikAraH hi dRXaH nAma /
   atiśayena dṛḍho dṛḍhiṣṭhaḥ /	atiSayena dRXaH dRXizWaH /
   chāndasatvāt"ra ṛto halāderlaghoḥ'; ityetanna bhavati /	CAndasatva at"raH RtaH halAdeH laGoH a; iti etat na Bavati /
   mukta eva sthitasyānanyathāprāpteḥ atiśayena nirvikāratvāt dṛḍhiṣṭha iti	muktaH eva sTitasya ananyaTA prApteH atiSayena nirvikAra tvAt dRXizWaH iti
   coditaḥ /	coditaH /
   balamasyāstīti balī /	balam asya asti iti balI /
   atiśayena balī baliṣṭhaḥ /	atiSayena balI balizWaH /
   atiśayaśca svābhāvikatvam /	atiSayaH ca svABAvika tvam /
   svabhāvena baliṣṭhaśca kevalaṃ mukto bhavati /	svaBAvena balizWaH ca kevalam muktaH Bavati /
   nāmuktaḥ /	na amuktaH /
   ato baliṣṭha iti sa evocyata iti /	atas balizWaH iti saH eva ucyate iti /
   nanu muktasya"tasyeyaṃ pṛthivī sarvā vittasya pūrṇā syāt'; iti	nanu muktasya"tasya iyam pRTivI sarvAH vittasya pUrNA syAt a; iti
   vittaparipūrṇapṛthivīpatitvamucyamānaṃ kathaṃ yujyata ityata āha  tasyeti	vitta paripUrNa pRTivIpati tvam ucyamAnam kaTam yujyate iti atas Aha tasya iti
   tasyeyaṃ pṛthivītyādi pūrvabhāvavyapekṣayā // MAnuv_3,4.32cd //	tasya iyam pRTivI ityAdi pUrva BAva vyapekzayA // Ma anuv_3,4.32cd //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   pūrvabhāvo 'muktatvaṃ muktāmuktamanuṣyayorvivakṣayā hi yuvā	pUrva BAvaH amukta tvam muktA mukta manuzyayoH vivakzayA hi yuvA
   syādityādikamārabdham /	syAt iti Adikam ArabDam /
   tatra yuvā syādityādikā muktaṃ pratipādyāmuktavivakṣayā tasyetyādivākyaṃ	tatra yuvA syAt iti AdikA muktam pratipAdya amukta vivakzayA tasya ityAdi vAkyam
   pravṛttamityarthaḥ /	pravRttam iti arTaH /
   anenaiva nyāyenānyeṣāmadhipatirityādikamamuktaviṣayaṃ pratipattavyam /	anena eva nyAyena anyezAm aDipatiH iti Adikam amukta vizayam pratipattavyam /
   nanvevaṃ yuvā	nanu evam yuvA
   syādityādermuktāmuktaviṣayatāṅgīkṛtāvekaviṣayatāpratītivirodha	syAt iti AdeH muktA mukta vizaya tA aFgIkRtO= eka vizaya tA pratIti viroDa
   ityāśaṅkānirāsāyāmukteti vaktavye pūrvabhāvetyuktam /	iti ASaFkA nirAsAya amuktA iti vaktavye pUrva BAva iti uktam /
   eka eva cetano yuvādiśabdaiḥ pratipādyate /	ekaH eva cetanaH yuvAdi SabdEH pratipAdyate /
   tasya cāvasthābhedena viśeṣaṇāni vyavasthāpyate /	tasya ca avasTA Bedena viSezaNAni vyavasTApyate /
   eka eva cetano yuvādiśabdaiḥ pratipādyate /	ekaH eva cetanaH yuvAdi SabdEH pratipAdyate /
   tasya cāvasthābhedena viśeṣaṇāni vyavasthāpyante /	tasya ca avasTA Bedena viSezaNAni vyavasTApyante /
   tasmādekaviṣayatāpratibhāso nānupapanna iti /	tasmAt eka vizaya tA pratiBAsaH na anupapannaH iti /
   evaṃ vājasaneyaśrutau"sa yo ha vai manuṣyāṇāmityādeḥ sampannatama	evam vAjasaneya SrutO" sa yaH ha vE manuzyANAm ityAdeH sampannatama
   ityantasya, taittirīyaśrutau ca yuvā syādityādeḥ pūrṇā syādityantasya';	iti antasya, tEttirIya SrutO ca yuvA syAt iti AdeH pUrNA syAt iti antasya a;
   muktāmuktaparatvavarṇanena sa manuṣyāṇāṃ parama ānando 'tha(te)ye śataṃ	muktA mukta paratva varNanena sa manuzyANAm paramaH AnandaH aTa (te)ye Satam
   manuṣyāṇāmānandā ityetatsa eko mānuṣa ānandaste ye śataṃ mānuṣā ānandā	manuzyANAm AnandAH iti etat saH ekaH mAnuzaH AnandaH te ye Satam mAnuzAH AnandA
   ityetacca muktāmuktaviṣayamiti siddhe taittirīyaśrutigataṃ sa eko	iti etat ca muktA mukta vizayam iti sidDe tEttirIya Sruti gatam saH ekaH 
   manuṣyagandharvāṇāmānandaḥ śrotriyasya cākāmahatasyetyetāvadvayācaṣṭe  sa	manuzya ganDarvANAm AnandaH Srotriyasya ca akAma hatasya iti etA= at vaya Acazwe sa
   eka itīti //	ekaH iti iti //
   sa eka iti saṃsāragatamuktavā sukhaṃ punaḥ /	saH ekaH iti saMsAra gata muktavA suKam punar /
   śrotriyasyeti vadati muktācchataguṇātmatām // MAnuv_3,4.33 //	Srotriyasya iti vadati muktAt SataguNa Atma tAm // Ma anuv_3,4.33 //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   saṃsāragataṃ sukhamuktveti saṃsārimanuṣyasukhācchataguṇaṃ saṃsāriṇo	saMsAra gatam suKam uktvA iti saMsAri manuzya suKAt SataguNam saMsAriNaH 
   manuṣyagandharvasya sukhamuktvetyarthaḥ /	manuzya ganDarvasya suKam uktvA iti arTaH /
   muktācchataguṇātmatāmiti muktamanuṣyasya sukhānmuktamanuṣyagandharvasya	muktAt SataguNa Atma tAm iti mukta manuzyasya suKAt mukta manuzya ganDarvasya
   śataguṇasukhātmatāṃ vadatītyarthaḥ /	SataguNa suKa Atma tAm vadati iti arTaH /
   śrutiriti śeṣaḥ /	SrutiH iti SezaH /
   sa eka iti vākyena śrotriyasyeti vākyena /	saH ekaH iti vAkyena Srotriyasya iti vAkyena /
   anenaiva nyāyena te ye śataṃ manuṣyagandharvāṇāmānandā ityādikaṃ	anena eva nyAyena te ye Satam manuzya ganDarvANAm AnandAH iti Adikam
   vyākhyeyamityāśayavānāha  saṃsāragāditi //	vyAKyeyam iti ASa yavAn Aha saMsAra gAt iti //
   saṃsāragācca saṃsāragatasyaiva śatādhikam /	saMsAra gAt ca saMsAra gatasya eva Sata aDikam /
   muktānmuktasya ... // MAnuv_3,4.34a c //	muktAn muktasya ... // Ma anuv_3,4.34a t //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   saṃsārimanuṣyagandharvādisukhādityarthaḥ /	saMsAri manuzya ganDarva Adi suKAt iti arTaH /
   saṃsāragatasya devagandharvādeḥ śatādhikaṃ śataguṇādhikaṃ sukhamuktveti	saMsAra gatasya deva ganDarva AdeH Sata aDikam SataguNa aDikam suKam uktvA iti
   vartate /	vartate /
   muktānmuktasyeti muktamanuṣyagandharvādisukhācchataguṇaṃ	muktAn muktasya iti mukta manuzya ganDarva Adi suKAt SataguNam
   muktadevagandharvādeḥ sukhaṃ vadatītyarthaḥ /	mukta deva ganDarva AdeH suKam vadati iti arTaH /
   anena te ye śatamityubhayamekoktyā parāmṛśya sa eka iti śrotriyasyeti ca	anena te ye Satam iti uBayam eka uktyA parAmRSya saH ekaH iti Srotriyasya iti ca
   yathāyogyaṃ pṛthak śataguṇānandatvamucyata ityuktaṃ bhavati /	yaTAyogyam pRTak SataguNa Ananda tvam ucyate iti uktam Bavati /
   anayaiva rītyā sa ekaḥ pitṝṇāmityādi vājasaneyaśrutivākyamapi vyākhyeyam /	anayA eva rItyA saH ekaH pitLNAm ityAdi vAjasaneya Sruti vAkyam api vyAKyeyam /
   upakrame muktaśravaṇādājāna(ja)devādau yaśca śrotriya ityādinā	upakrame mukta SravaNAt AjAna(ja) deva AdO yaH ca SrotriyaH ityAdinA
   tacchravaṇānmadhye 'pi yaśca śrotriya ityanuvartanīyam /	tad SravaNAt maDye api yaH ca SrotriyaH iti anuvartanIyam /
   śrutidvayavisaṃvādastu bhagavatpādairanyatra parihṛta iti /	Sruti dvaya visaMvAdaH tu Bagavat pAdEH anyatra parihRtaH iti /
   śrutidvayavyākhyānamupasaṃharati  yuktaṃ syāditi //	Sruti dvaya vyAKyAnam upasaMharati yuktam syAt iti //
   ... yuktaṃ syācchrutyuktamabhivīkṣitaḥ // MAnuv_3,4.34cd //	... yuktam syAt Sruti uktam aBivIkzitaH // Ma anuv_3,4.34cd //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   śrutyuktamabhivīkṣato 'bhivīkṣamāṇasya samyagvicārayato matenaitadeva	Sruti uktam aBivIkzataH aBivIkzamANasya samyak vicArayataH matena etat eva
