   Pariccheda 1	Pari=-CedaH 1
   bhadrakaṃ nāma tadvastu yadiṣṭatvānna gṛhyate // Bca_8.177 //	Badrakam nAma tat-vastu yat-izwa-tvAt-na gRhyate // Bca_8.177 //
   bhasmaniṣṭhāvasāno 'yaṃ niśceṣṭānyena cālyate /	Basma-nizWa-avasAnaH ayam niScezwA-anyena cAlyate /
   aśucipratimā ghorā kasmādatra mamāgrahaḥ // Bca_8.178 //	aSuci-pratimA GorA kasmAt-atra mama-AgrahaH // Bca_8.178 //
   kiṃ mamānena yantreṇa jīvinā vā mṛtena vā /	kim mama-anena yantreNa jIvinA vA mRtena vA /
   loṣṭrādeḥ ko viśeṣo 'sya hāhaṃkāraṃ na naśyasi // Bca_8.179 //	lozwra-AdeH kaH viSezaH asya ha-ahaMkAram na naSyasi // Bca_8.179 //
   śarīrapakṣapātena vṛthā duḥkhamupārjyate /	SarIra-pakzapAtena vRTA duHKam-upArjyate /
   kimasya kāṣṭhatulyasya dveṣeṇānunayena vā // Bca_8.180 //	kim-asya kAzWa-tulyasya dvezeNa-anunayena vA // Bca_8.180 //
   mayā vā pālitasyaivaṃ gṛdhrādyairbhakṣitasya vā /	mayA vA pAlitasya-evam gRDra-AdyEH-Bakzitasya vA /
   na ca sneho na ca dveṣas tasmāt snehaṃ karomi kim // Bca_8.181 //	na ca snehaH na ca dvezaH tasmAt sneham karomi kim // Bca_8.181 //
   roṣo yasya khalīkārāt toṣo yasya ca pūjayā /	rozaH yasya KalIkArAt tozaH yasya ca pUjayA /
   sa eva cenna jānāti śramaḥ kasya kṛtena me // Bca_8.182 //	saH eva ced-na jAnAti SramaH kasya kRtena me // Bca_8.182 //
   imaṃ ye kāyamicchanti te 'pi me suhṛdaḥ kila /	imam ye kAyam-icCanti te api me suhRdaH kila /
   sarve svakāyamicchanti te 'pi kasmānna me priyāḥ // Bca_8.183 //	sarve sva-kAyam-icCanti te api kasmAt-na me priyAH // Bca_8.183 //
   tasmānmayānapekṣeṇa kāyastyakto jagaddhite /	tasmAt-mayA-anapekzeNa kAyaH-tyaktaH jagat-hite /
   ato 'yaṃ bahudoṣo 'pi dhāryate karmabhāṇḍavat // Bca_8.184 //	atas ayam bahu-dozaH api DAryate karma-BANxa-vat // Bca_8.184 //
   tenālaṃ lokacaritaiḥ paṇḍitānanuyāmyaham /	tena-alam loka-caritEH paNxitAn-anuyAmi-aham /
   apramādakathāṃ smṛtvā styānamiddhaṃ nivārayan // Bca_8.185 //	apramAda-kaTAm smRtvA styAnam-idDam nivArayan // Bca_8.185 //
   tasmādāvaraṇaṃ hantuṃ samādhānaṃ karomyaham /	tasmAt-AvaraNam hantum samADAnam karomi-aham /
   vimārgāccittamākṛṣya svālambananirantaram // Bca_8.186 //	vimArgAt-cittam-AkRzya sva-Alambana-nirantaram // Bca_8.186 //
   bodhicaryāvatāre dhyānapāramitā aṣṭamaḥ paricchedaḥ ||	boDi-caryA-avatAre DyAna-pAramitA azwamaH paricCedaH ||
   Pariccheda 9	Pari=-CedaH 9
   imaṃ parikaraṃ sarvaṃ prajñārthaṃ hi munirjagau /	imam parikaram sarvam prajQA-arTam hi muniH-jagO /
   tasmādutpādayet prajñāṃ duḥkhanivṛttikāṅkṣayā // Bca_9.1 //	tasmAt-utpAdayet prajQAm duHKa-nivRtti-kAFkzayA // Bca_9.1 //
   saṃvṛtiḥ paramārthaśca satyadvayamidaṃ mataṃ /	saMvRtiH parama-arTaH-ca satya-dvayam-idam matam /
   buddheragocarastattvaṃ buddhiḥ saṃvṛtirucyate // Bca_9.2 //	budDeH-agocaraH-tattvam budDiH saMvRtiH-ucyate // Bca_9.2 //
   tatra loko dvidhā dṛṣṭo yogī prākṛtakastathā /	tatra lokaH dviDA dRzwaH yogI prAkRtakaH-taTA /
   tatra prākṛtako loko yogilokena bādhyate // Bca_9.3 //	tatra prAkRtakaH lokaH yogi-lokena bADyate // Bca_9.3 //
   bādhyante dhīviśeṣeṇa yogino 'pyuttarottaraiḥ /	bADyante DI-viSezeNa yoginaH api-uttarottarEH /
   dṛṣṭāntenobhayeṣṭena kāryārthamavicārataḥ // Bca_9.4 //	dRzwAntena-uBaya-izwena kArya-arTam-avicArataH // Bca_9.4 //
   lokena bhāvā dṛśyante kalpyante cāpi tattvataḥ /	lokena BAvAH dRSyante kalpyante ca-api tattvataH /
   na tu māyāvadityatra vivādo yogilokayoḥ // Bca_9.5 //	na tu mAyA-vat-iti-atra vivAdaH yogi-lokayoH // Bca_9.5 //
   pratyakṣamapi rūpādi prasiddhyā na pramāṇataḥ /	pratyakzam-api rUpa-Adi prasidDyA na pramANataH /
   aśucyādiṣu śucyādi-prasiddhiriva sā mṛṣā // Bca_9.6 //	aSuci-Adizu Suci-Adi-prasidDiH-iva sA mRzA // Bca_9.6 //
   lokāvatāraṇārthaṃ ca bhāvā nāthena deśitāḥ /	loka-avatAraNa-arTam ca BAvAH nATena deSitAH /
   tattvataḥ kṣaṇikā naite saṃvṛtyā cedvirudhyate // Bca_9.7 //	tattvataH kzaNikAH na-ete saMvRtyA ced-viruDyate // Bca_9.7 //
   na doṣo yogisaṃvṛtyā lokātte tattvadarśinaḥ /	na dozaH yogi-saMvRtyAH lokAt-te tattva-darSinaH /
   anyathā lokabādhā syād aśucistrīnirūpaṇe // Bca_9.8 //	anyaTA loka-bADA syAt aSuci-strI-nirUpaNe // Bca_9.8 //
   māyopamājjināt puṇyaṃ sadbhāve 'pi kathaṃ yathā /	mAyA-upamAt-jinAt puNyam sadBAve api kaTam yaTA /
   yadi māyopamaḥ sattvaḥ kiṃ punarjāyate mṛtaḥ // Bca_9.9 //	yadi mAyA-upamaH sattvaH kim punar-jAyate mRtaH // Bca_9.9 //
   yāvatpratyayasāmagrī tāvanmāyāpi vartate /	yAvat-pratyaya-sAmagrI tAvat-mAyA-api vartate /
   dīrghasaṃtānamātreṇa kathaṃ sattvo 'sti satyataḥ // Bca_9.10 //	dIrGa-saMtAna-mAtreNa kaTam sattvaH asti satyataH // Bca_9.10 //
   māyāpuruṣaghātādau cittābhāvānna pāpakaṃ /	mAyA-puruza-GAta-AdO citta-aBAvAt-na pApakam /
   cittamāyāsamete tu pāpapuṇyasamudbhavaḥ // Bca_9.11 //	citta-mAyA-samete tu pApa-puNya-samudBavaH // Bca_9.11 //
   mantrādīnāmasāmarthyān na māyācittasaṃbhavaḥ /	mantra-AdInAm-asAmarTyAn na mAyA-citta-saMBavaH /
   sāpi nānāvidhā māyā nānāpratyayasaṃbhavā // Bca_9.12 //	sA-api nAnAviDAH mAyA nAnA-pratyaya-saMBavAH // Bca_9.12 //
   naikasya sarvasāmarthyaṃ pratyayasyāsti kutracit /	na-ekasya sarva-sAmarTyam pratyayasya-asti kutracid /
   nirvṛtaḥ paramārthena saṃvṛtyā yadi saṃsaret // Bca_9.13 //	nirvRtaH parama-arTena saMvRtyA yadi saMsaret // Bca_9.13 //
   buddho 'pi saṃsaredevaṃ tataḥ kiṃ bodhicaryayā /	budDaH api saMsaret-evam tatas kim boDi-caryayA /
   pratyayānāmanucchede māyāpyucchidyate na hi // Bca_9.14 //	pratyayAnAm-anucCede mAyA-api-ucCidyate na hi // Bca_9.14 //
   pratyayānāṃ tu vicchedāt saṃvṛtyāpi na saṃbhavaḥ /	pratyayAnAm tu vicCedAt saMvRtya-api na saMBavaH /
   yadā na bhrāntirapyasti māyā kenopalabhyate // Bca_9.15 //	yadA na BrAntiH-api-asti mAyA kena-upalaByate // Bca_9.15 //
   yadā māyaiva te nāsti tadā kimupalabhyate /	yadA mAyA-eva te na-asti tadA kim-upalaByate /
   cittasyaiva sa ākāro yadyapyanyo 'sti tattvataḥ // Bca_9.16 //	cittasya-eva saH AkAraH yadi-api-anyaH asti tattvataH // Bca_9.16 //
   cittameva yadā māyā tadā kiṃ kena dṛśyate /	cittam-eva yadA mAyA tadA kim kena dRSyate /
   uktaṃ ca lokanāthena cittaṃ cittaṃ na paśyati // Bca_9.17 //	uktam ca lokanATena cittam cittam na paSyati // Bca_9.17 //
   na cchinatti yathātmānam asidhārā tathā manaḥ /	na cCinatti yaTA-AtmAnam asi-DArA taTA manaH /
   ātmabhāvaṃ yathā dīpaḥ saṃprakāśayatīti cet // Bca_9.18 //	Atma-BAvam yaTA dIpaH saMprakASayati-iti ced // Bca_9.18 //
   naiva prakāśyate dīpo yasmānna tamasāvṛtaḥ /	na-eva prakASyate dIpaH yasmAt-na tamasA-AvRtaH /
   na hi sphaṭikavannīlaṃ nīlatve 'nyamapekṣate // Bca_9.19 //	na hi sPawika-vat-nIlam nIlatve anyam-apekzate // Bca_9.19 //
   tathā kiṃcit parāpekṣam anapekṣaṃ ca dṛśyate /	taTA kiMcid para-apekzam anapekzam ca dRSyate /
   anīlatve na tannīlaṃ kuryādātmānamātmanā // Bca_9.20 //	anIlatve na tat-nIlam kuryAt-AtmAnam-AtmanA // Bca_9.20 //
   nīlameva hi ko nīlaṃ kuryādātmānamātmanā /	nIlam-eva hi kaH nIlam kuryAt-AtmAnam-AtmanA /
   anīlatve na tannīlaṃ kuryādātmānamātmanā // Bca_9.21 //	anIlatve na tat-nIlam kuryAt-AtmAnam-AtmanA // Bca_9.21 //
   dīpaḥ prakāśata iti jñātvā jñānena kathyate /	dIpaH prakASate iti jQAtvA jQAnena kaTyate /
   buddhiḥ prakāśata iti jñātvedaṃ kena kathyate // Bca_9.22 //	budDiH prakASate iti jQAtvA-idam kena kaTyate // Bca_9.22 //
   prakāśā vāprakāśā vā yadā dṛṣṭā na kenacit /	prakASAH vA-aprakASAH vA yadA dRzwA na kenacid /
   vandhyāduhitṛlīleva kathyamānāpi sā mudhā // Bca_9.23 //	vanDyA-duhitR-lIlA-iva kaTyamAnA-api sA muDA // Bca_9.23 //
   yadi nāsti svasaṃvittir vijñānaṃ smaryate katham /	yadi na-asti sva-saMvittiH vijQAnam smaryate kaTam /
   anyānubhūte saṃbandhāt smṛtirākhuviṣaṃ yathā // Bca_9.24 //	anya-anuBUte saMbanDAt smRtiH-AKu-vizam yaTA // Bca_9.24 //
   pratyayāntarayuktasya darśanāt svaṃ prakāśate /	pratyaya-antara-yuktasya darSanAt svam prakASate /
   siddhāñjanavidherdṛṣṭo ghaṭo naivāñjanaṃ bhavet // Bca_9.25 //	sidDAQjana-viDeH-dRzwaH GawaH na-eva-aQjanam Bavet // Bca_9.25 //
   yathā dṛṣṭaṃ śrutaṃ jñātaṃ naiveha pratiṣidhyate /	yaTA dRzwam Srutam jQAtam na-eva-iha pratiziDyate /
   satyataḥ kalpanā tvatra duḥkhaheturnivāryate // Bca_9.26 //	satyataH kalpanA tu-atra duHKa-hetuH-nivAryate // Bca_9.26 //
   cittādanyā na māyā cen nāpyananyeti kalpyate /	cittAt-anyA na mAyA ced na-api-ananyA-iti kalpyate /
   vastu cet sā kathaṃ nānyān anyā cennāsti vastutaḥ // Bca_9.27 //	vastu ced sA kaTam na-anyAn anyA ced-na-asti vastutas // Bca_9.27 //
   asatyapi yathā māyā dṛśyā draṣṭṛ tathā manaḥ /	asati-api yaTA mAyA dRSyA drazwR taTA manaH /
   vastvāśrayaścet saṃsāraḥ so 'nyathākāśavadbhavet // Bca_9.28 //	vastu-ASrayaH-ced saMsAraH saH anyaTA-AkASa-vat-Bavet // Bca_9.28 //
   vastvāśrayeṇābhāvasya kriyāvattvaṃ kathaṃ bhavet /	vastu-ASrayeNa-aBAvasya kriyAvat-tvam kaTam Bavet /
   asatsahāyamekaṃ hi cittamāpadyate tava // Bca_9.29 //	asat-sahAyam-ekam hi cittam-Apadyate tava // Bca_9.29 //
   grāhyamuktaṃ yadā cittaṃ tadā sarve tathāgatāḥ /	grAhyam-uktam yadA cittam tadA sarve taTAgatAH /
   evaṃ ca ko guṇo labdhaś cittamātre 'pi kalpite // Bca_9.30 //	evam ca kaH guNaH labDaH cittamAtre api kalpite // Bca_9.30 //
   māyopamatve 'pi jñāte kathaṃ kleśo nivartate /	mAyA-upama-tve api jQAte kaTam kleSaH nivartate /
   yadā māyāstriyāṃ rāgas tatkarturapi jāyate // Bca_9.31 //	yadA mAyA-striyAm rAgaH tad-kartuH-api jAyate // Bca_9.31 //
   aprahīṇā hi tatkartur jñeyasaṃkleśavāsanā /	aprahINAH hi tad-kartuH jQeya-saMkleSa-vAsanA /
   taddṛṣṭikāle tasyāto durbalā śūnyavāsanā // Bca_9.32 //	tad-dRzwi-kAle tasya-atas durbalA SUnya-vAsanA // Bca_9.32 //
   śūnyatāvāsanādhānād dhīyate bhāvavāsanā /	SUnyatA-vAsanA-DAnAt DIyate BAva-vAsanA /
   kiṃcinnāstīti cābhyāsāt sāpi paścāt prahīyate // Bca_9.33 //	kiMcid-na-asti-iti ca-aByAsAt sA-api paScAt prahIyate // Bca_9.33 //
   yadā na labhyate bhāvo yo nāstīti prakalpyate /	yadA na laByate BAvaH yaH na-asti-iti prakalpyate /
   tadā nirāśrayo 'bhāvaḥ kathaṃ tiṣṭhenmateḥ puraḥ // Bca_9.34 //	tadA nirASrayaH aBAvaH kaTam tizWet-mateH puras // Bca_9.34 //
   yadā na bhāvo nābhāvo mateḥ saṃtiṣṭhate puraḥ /	yadA na BAvaH na-aBAvaH mateH saMtizWate puras /
   tadānyagatyabhāvena nirālambā praśāmyate // Bca_9.35 //	tadA-anyagati-aBAvena nirAlambA praSAmyate // Bca_9.35 //
   cintāmaṇiḥ kalpatarur yathecchāparipūraṇaḥ /	cintAmaNiH kalpataruH yaTA-icCA-paripUraNaH /
   vineyapraṇidhānābhyāṃ jinabimbaṃ tathekṣyate // Bca_9.36 //	vineya-praNiDAnAByAm jina-bimbam taTA-Ikzyate // Bca_9.36 //
   yathā gāruḍikaḥ stambhaṃ sādhayitvā vinaśyati /	yaTA gAruxikaH stamBam sADayitvA vinaSyati /
   sa tasmiṃściranaṣṭe 'pi viṣādīnupaśāmayet // Bca_9.37 //	sa tasmin=-cira-nazwe api viza-AdIn-upaSAmayet // Bca_9.37 //
   bodhicaryānurūpyeṇa jinastambho 'pi sādhitaḥ /	boDi-caryA-AnurUpyeNa jina-stamBaH api sADitaH /
   karoti sarvakāryāṇi bodhisattve 'pi nirvṛte // Bca_9.38 //	karoti sarva-kAryANi boDisattve api nirvRte // Bca_9.38 //
   acittake kṛtā pūjā kathaṃ phalavatī bhavet /	acittake kRtA pUjA kaTam PalavatI Bavet /
   tulyaiva paṭhyate yasmāt tiṣṭhato nirvṛtasya ca // Bca_9.39 //	tulyA-eva paWyate yasmAt tizWataH nirvRtasya ca // Bca_9.39 //
   āgamācca phalaṃ tatra saṃvṛtyā tattvato 'pi vā /	AgamAt-ca Palam tatra saMvRtyA tattvataH api vA /
   satyabuddhe kṛtā pūjā saphaleti kathaṃ yathā // Bca_9.40 //	satya-budDe kRtA pUjA saPala-iti kaTam yaTA // Bca_9.40 //
   satyadarśanato muktiḥ śūnyatādarśanena kim /	satya-darSanataH muktiH SUnyatA-darSanena kim /
   na vinānena mārgeṇa bodhirityāgamo yataḥ // Bca_9.41 //	na vinA-anena mArgeNa boDiH-iti-AgamaH yatas // Bca_9.41 //
   nanvasiddhaṃ mahāyānaṃ kathaṃ siddhastvadāgamaḥ /	nanu-asidDam mahAyAnam kaTam sidDaH-tvad-AgamaH /
   yasmādubhayasiddho 'sau na siddho 'sau tavāditaḥ // Bca_9.42 //	yasmAt-uBaya-sidDaH asO na sidDaH asO tava-Aditas // Bca_9.42 //
   yatpratyayā ca tatrāsthā mahāyāne 'pi tāṃ kuru /	yat-pratyayA ca tatra-AsTAH mahAyAne api tAm kuru /
   anyobhayeṣṭasatyatve vedāderapi satyatā // Bca_9.43 //	anya-uBaya-izwa-satya-tve veda-AdeH-api satya-tA // Bca_9.43 //
   savivādaṃ mahāyānam iti cedāgamaṃ tyaja /	sa-vivAdam mahAyAnam iti ced-Agamam tyaja /
   tīrthikaiḥ savivādatvāt svaiḥ paraiścāgamāntaram // Bca_9.44 //	tIrTikEH sa-vivAda-tvAt svEH parEH-ca-Agama-antaram // Bca_9.44 //
   śāsanaṃ bhikṣutāmūlaṃ bhikṣutaiva ca duḥkhitā /	SAsanam BikzutA-mUlam Bikzu-tA-eva ca duHKitA /
   sāvalambanacittānāṃ nirvāṇamapi duḥsthitam // Bca_9.45 //	sa-avalambana-cittAnAm nirvANam-api duHsTitam // Bca_9.45 //
   kleśaprahāṇānmuktiścet tadanantaramastu sā /	kleSa-prahANAt-muktiH-ced tad-anantaram-astu sA /
   dṛṣṭaṃ ca teṣu sāmarthyaṃ niḥkleśasyāpi karmaṇaḥ // Bca_9.46 //	dRzwam ca tezu sAmarTyam niHkleSasya-api karmaNaH // Bca_9.46 //
   tṛṣṇā tāvadupādānaṃ nāsti cet saṃpradhāryate /	tRzNA tAvat-upAdAnam na-asti ced saMpraDAryate /
   kimakliṣṭāpi tṛṣṇaiṣāṃ nāsti saṃmohavat satī // Bca_9.47 //	kim-aklizwA-api tRzNA-ezAm na-asti saMmoha-vat satI // Bca_9.47 //
   vedanāpratyayā tṛṣṇā vedanaiṣāṃ ca vidyate /	vedanA-pratyayA tRzNA vedanA-ezAm ca vidyate /
   sālambanena cittena sthātavyaṃ yatra tatra vā // Bca_9.48 //	sa-Alambanena cittena sTAtavyam yatra tatra vA // Bca_9.48 //
   vinā śūnyatayā cittaṃ baddhamutpadyate punaḥ /	vinA SUnyatayA cittam badDam-utpadyate punar /
   yathāsaṃjñisamāpattau bhāvayettena śūnyatām // Bca_9.49 //	yaTA-saMjQi-samApattO BAvayet-tena SUnyatAm // Bca_9.49 //
   yatsūtre 'vataredvākyaṃ taccedbuddhoktamiṣyate /	yat-sUtre avataret-vAkyam tat-ced-budDa-uktam-izyate /
   mahāyānaṃ bhavatsūtraiḥ prāyastulyaṃ na kiṃ matam // Bca_9.50 //	mahAyAnam Bavat-sUtrEH prAyas-tulyam na kim matam // Bca_9.50 //
   ekenāgamyamānena sakalaṃ yadi doṣavat /	ekena-agamyamAnena sakalam yadi dozavat /
   ekena sūtratulyena kiṃ na sarvaṃ jinoditam // Bca_9.51 //	ekena sUtra-tulyena kim na sarvam jina-uditam // Bca_9.51 //
   mahākāśyapamukhyaiśca yadvākyaṃ nāvagāhyate /	mahAkASyapa-muKyEH-ca yat-vAkyam na-avagAhyate /
   tattvayānavabuddhatvād agrāhyaṃ kaḥ kariṣyati // Bca_9.52 //	tat-tvayA-anavabudDa-tvAt agrAhyam kaH karizyati // Bca_9.52 //
   saktitrāsāttvanirmuktyā saṃsāre sidhyati sthitiḥ /	sakti-trAsAt-tva-nirmuktyA saMsAre siDyati sTitiH /
   mohena duḥkhināmarthe śūnyatāyā idaṃ phalam // Bca_9.53 //	mohena duHKinAm-arTe SUnyatAyAH idam Palam // Bca_9.53 //
   tadevaṃ śūnyatāpakṣe dūṣaṇaṃ nopapadyate /	tat-evam SUnyatA-pakze dUzaNam na-upapadyate /
   tasmānnirvicikitsena bhāvanīyaiva śūnyatā // Bca_9.54 //	tasmAt-nirvicikitsena BAvanIyA-eva SUnyatA // Bca_9.54 //
   kleśajñeyāvṛtitamaḥ pratipakṣo hi śūnyatā /	kleSa-jQeya-AvRtitamaH pratipakzaH hi SUnyatA /
   śīghraṃ sarvajñatākāmo na bhāvayati tāṃ katham // Bca_9.55 //	SIGram sarvajQa-tA-kAmaH na BAvayati tAm kaTam // Bca_9.55 //
   yadduḥkhajananaṃ vastu trāsastasmāt prajāyatām /	yat-duHKa-jananam vastu trAsaH-tasmAt prajAyatAm /
   śūnyatā duḥkhaśamanī tataḥ kiṃ jāyate bhayam // Bca_9.56 //	SUnyatA duHKa-SamanI tatas kim jAyate Bayam // Bca_9.56 //
   yatastato vāstu bhayaṃ yadyahaṃ nāma kiṃcana /	yatas-tatas vA-astu Bayam yadi-aham nAma kiMcana /
   ahameva na kiṃcicced bhayaṃ kasya bhaviṣyati // Bca_9.57 //	aham-eva na kiMcid-ced Bayam kasya Bavizyati // Bca_9.57 //
   dantakeśanakhā nāhaṃ nāsthi nāpyasmi śoṇitam /	danta-keSa-naKAH na-aham na-asTi na-api-asmi SoNitam /
   na śiṃghānaṃ na ca śleṣmā na pūyaṃ lasikāpi vā // Bca_9.58 //	na SiMGAnam na ca SlezmA na pUyam lasikA-api vA // Bca_9.58 //
   nāhaṃ vasā na ca svedo na medo 'ntrāṇi nāpyaham /	na-aham vasA na ca svedaH na medaH antrANi na-api-aham /
   na cāhamantranirguṇḍī gūthamūtramahaṃ na ca // Bca_9.59 //	na ca-aham-antra-nirguNxI gUTa-mUtram-aham na ca // Bca_9.59 //
   nāhaṃ māṃsaṃ na ca snāyur noṣmā vāyurahaṃ na ca /	na-aham mAMsam na ca snAyuH na-UzmA vAyuH-aham na ca /
   na ca chidrāṇyahaṃ nāpi ṣaḍvijñānāni sarvathā // Bca_9.60 //	na ca CidrANi-aham na-api zaz-vijQAnAni sarvaTA // Bca_9.60 //
   śabdajñānaṃ yadi tadā śabdo gṛhyeta sarvadā /	Sabda-jQAnam yadi tadA SabdaH gRhyeta sarvadA /
   jñeyaṃ vinā tu kiṃ vetti yena jñānaṃ nirucyate // Bca_9.61 //	jQeyam vinA tu kim vetti yena jQAnam nirucyate // Bca_9.61 //
   ajānānaṃ yadi jñānaṃ kāṣṭhaṃ jñānaṃ prasajyate /	ajAnAnam yadi jQAnam kAzWam jQAnam prasajyate /
   tenāsaṃnihitajñeyaṃ jñānaṃ nāstīti niścayaḥ // Bca_9.62 //	tena-asaMnihita-jQeyam jQAnam na-asti-iti niScayaH // Bca_9.62 //
   tadeva rūpaṃ jānāti tadā kiṃ na śṛṇotyapi /	tat-eva rUpam jAnAti tadA kim na SRNoti-api /
   śabdasyāsaṃnidhānāccet tatastajjñānamapyasat // Bca_9.63 //	Sabdasya-asaMniDAnAt-ced tatas-tat-jQAnam-api-asat // Bca_9.63 //
   śabdagrahaṇarūpaṃ yat tadrūpagrahaṇaṃ katham /	Sabda-grahaNa-rUpam yat tad-rUpa-grahaNam kaTam /
   ekaḥ pitā ca putraśca kalpyate na tu tattvataḥ // Bca_9.64 //	ekaH pitA ca putraH-ca kalpyate na tu tattvataH // Bca_9.64 //
   sattvaṃ rajastamo vāpi na putro na pitā yataḥ /	sattvam rajaH-tamaH vA-api na putraH na pitA yatas /
   śabdagrahaṇayuktastu svabhāvastasya nekṣyate // Bca_9.65 //	Sabda-grahaNa-yuktaH-tu svaBAvaH-tasya na-Ikzyate // Bca_9.65 //
   tadevānyena rūpeṇa naṭavatso 'pyaśāśvataḥ /	tat-eva-anyena rUpeNa nawa-vat-saH api-aSASvataH /
   sa evānyasvabhāvaśced apūrveyaṃ tadekatā // Bca_9.66 //	saH eva-anya-svaBAvaH-ced apUrvA-iyam tad-ekatA // Bca_9.66 //
   anyadrūpamasatyaṃ cen nijaṃ tadrūpamucyatām /	anyat-rUpam-asatyam ced nijam tat-rUpam-ucyatAm /
   jñānatā cettataḥ sarva-puṃsāmaikyaṃ prasajyate // Bca_9.67 //	jQAna-tA ced-tatas sarva-puMsAm-Ekyam prasajyate // Bca_9.67 //
   cetanācetane caikyaṃ tayoryenāstitā samā /	cetana-acetane ca-Ekyam tayoH-yena-astitA samAH /
   viśeṣaśca yadā mithyā kaḥ sādṛśyāśrayastadā // Bca_9.68 //	viSezaH-ca yadA miTyA kaH sAdRSya-ASrayaH-tadA // Bca_9.68 //
   acetanaśca naivāham acaitanyātpaṭādivat /	acetanaH-ca na-eva-aham acEtanyAt-pawa-Adi-vat /
   atha jñaścetanāyogād ajño naṣṭaḥ prasajyate // Bca_9.69 //	aTa jQaH-cetanA-yogAt ajQaH nazwaH prasajyate // Bca_9.69 //
   athāvikṛta evātmā caitanyenāsya kiṃ kṛtam /	aTa-avikRtaH eva-AtmA cEtanyena-asya kim kRtam /
   ajñasya niṣkriyasyaivam ākāśasyātmatā matā // Bca_9.70 //	ajQasya nizkriyasya-evam AkASasya-AtmatA matA // Bca_9.70 //
   na karmaphalasaṃbandho yuktaścedātmanā vinā /	na karma-Pala-saMbanDaH yuktaH-ced-AtmanA vinA /
   karma kṛtvā vinaṣṭe hi phalaṃ kasya bhaviṣyati // Bca_9.71 //	karma kRtvA vinazwe hi Palam kasya Bavizyati // Bca_9.71 //
   dvayorapyāvayoḥ siddhe bhinnādhāre kriyāphale /	dvayoH-api-AvayoH sidDe Binna-ADAre kriyA-Pale /
   nirvyāpāraśca tatrātmety atra vādo vṛthā nanu // Bca_9.72 //	nirvyApAraH-ca tatra-AtmA-iti atra vAdaH vRTA nanu // Bca_9.72 //
   hetumān phalayogīti dṛśyate naiṣa saṃbhavaḥ /	hetumAn Pala-yogI-iti dRSyate na-eza saMBavaH /
   saṃtānasyaikyamāśritya kartā bhokteti deśitam // Bca_9.73 //	saMtAnasya-Ekyam-ASritya kartA BoktA-iti deSitam // Bca_9.73 //
   atītānāgataṃ cittaṃ nāhaṃ taddhi na vidyate /	atIta-anAgatam cittam na-aham tat-hi na vidyate /
   athotpannamahaṃ cittaṃ naṣṭe 'sminnāstyahaṃ punaḥ // Bca_9.74 //	aTa-utpannam-aham cittam nazwe asmin-na-asti-aham punar // Bca_9.74 //
   yathaiva kadalīstambho na kaścid bhāgaśaḥ kṛtaḥ /	yaTA-eva kadalI-stamBaH na kaScid BAgaSas kRtaH /
   tathāhamapyasadbhūto mṛgyamāṇo vicārataḥ // Bca_9.75 //	taTA-aham-api-asadBUtaH mRgyamANaH vicArataH // Bca_9.75 //
   yadi sattvo na vidyeta kasyopari kṛpeti cet /	yadi sattvaH na vidyeta kasya-upari kRpA-iti ced /
   kāryārthamabhyupetena yo mohena prakalpitaḥ // Bca_9.76 //	kArya-arTam-aByupetena yaH mohena prakalpitaH // Bca_9.76 //
   kāryaṃ kasya na cetsattvaḥ satyamīhā tu mohataḥ /	kAryam kasya na ced-sattvaH satyam-IhA tu mohataH /
   duḥkhavyupaśamārthaṃ tu kāryamoho na vāryate // Bca_9.77 //	duHKa-vyupaSama-arTam tu kArya-mohaH na vAryate // Bca_9.77 //
   duḥkhaheturahaṃkāra ātmamohāttu vardhate /	duHKa-hetuH-ahaMkAraH Atma-mohAt-tu varDate /
   tato 'pi na nivartyaścet varaṃ nairātmyabhāvanā // Bca_9.78 //	tatas api na nivartyaH-ced varam nErAtmya-BAvanA // Bca_9.78 //
   kāyo na pādau na jaṅghā norū kāyaḥ kaṭirna ca /	kAyaH na pAdO na jaFGA na-UrU kAyaH kawiH-na ca /
   nodaraṃ nāpyayaṃ pṛṣṭhaṃ noro bāhū na cāpi saḥ // Bca_9.79 //	na-udaram na-api-ayam pRzWam na-uraH bAhU na ca-api saH // Bca_9.79 //
   na hastau nāpyayaṃ pārśvau na kakṣau nāṃsalakṣaṇaḥ /	na hastO na-api-ayam pArSvO na kakzO na-aMsa-lakzaNaH /
   na grīvā na śiraḥ kāyaḥ kāyo 'tra kataraḥ punaḥ // Bca_9.80 //	na grIvA na SiraH kAyaH kAyaH atra kataraH punar // Bca_9.80 //
   yadi sarveṣu kāyo 'tham ekadeśena vartate /	yadi sarvezu kAyaH aTam eka-deSena vartate /
   aṃśā aṃśeṣu vartante sa ca kutra svayaṃ sthitaḥ // Bca_9.81 //	aMSAH aMSezu vartante sa ca kutra svayam sTitaH // Bca_9.81 //
   sarvātmanā cetsarvatra sthitaḥ kāyaḥ karādiṣu /	sarva-AtmanA ced-sarvatra sTitaH kAyaH kara-Adizu /
   kāyāstāvanta eva syur yāvantaste karādayaḥ // Bca_9.82 //	kAyAH-tAvantaH eva syuH yAvantaH-te kara-AdayaH // Bca_9.82 //
   naivāntarna bahiḥ kāyaḥ kathaṃ kāyaḥ karādiṣu /	na-eva-antar-na bahis kAyaH kaTam kAyaH kara-Adizu /
