   BhP_08.01.001/0 śrīrājovāca	BhP_08.01.001/0 SrI-rAjA-uvAca
   BhP_08.18.017/1 tasmā ity upanītāya yakṣarāṭ pātrikāmadāt	Bhu-_08.18.017/1 tasmE iti upanItAya yakzarAj pAtrikAmadAt
   BhP_08.18.017/3 bhikṣāṃ bhagavatī sākṣādumādādambikā satī	Bhu-_08.18.017/3 BikzAm BagavatI sAkzAt-umAdAt-ambikA satI
   BhP_08.18.018/1 sa brahmavarcasenaivaṃ sabhāṃ sambhāvito vaṭuḥ	Bhu-_08.18.018/1 sa brahmavarcasena-evam saBAm samBAvitaH vawuH
   BhP_08.18.018/3 brahmarṣigaṇasañjuṣṭāmatyarocata māriṣaḥ	Bhu-_08.18.018/3 brahmarzi-gaNa-saQjuzwAm-atyarocata mArizaH
   BhP_08.18.019/1 samiddhamāhitaṃ vahniṃ kṛtvā parisamūhanam	Bhu-_08.18.019/1 samidDam-Ahitam vahnim kRtvA parisamUhanam
   BhP_08.18.019/3 paristīrya samabhyarcya samidbhirajuhoddvijaḥ	Bhu-_08.18.019/3 paristIrya samaByarcya samidBiH-ajuhA-uddvijaH
   BhP_08.18.020/1 śrutvāśvamedhairyajamānamūrjitaṃ baliṃ	Bhu-_08.18.020/1 SrutvA-aSvameDEH-yajamAnam-Urjitam balim
   bhṛgūṇāmupakalpitaistataḥ	BRgUNAm-upakalpitEH-tatas-
   BhP_08.18.020/3 jagāma tatrākhilasārasambhṛto bhāreṇa gāṃ sannamayan pade	Bhu-_08.18.020/3 jagAma tatra-aKila-sAra-samBRtaH BAreNa gAm sat-namayan pade
   pade	pade
   BhP_08.18.021/1 taṃ narmadāyāstaṭa uttare baler ya ṛtvijaste	Bhu-_08.18.021/1 tam narmadAyAH-tawe uttare baleH ye RtvijaH-te
   bhṛgukacchasaṃjñake	BRgu-kacCa-saMjQake
   BhP_08.18.021/3 pravartayanto bhṛgavaḥ kratūttamaṃ vyacakṣatārāduditaṃ	Bhu-_08.18.021/3 pravartayantaH BRgavaH kratu-uttamam vyacakzatArAt-uditam
   yathā ravim	yaTA ravim
   BhP_08.18.022/1 te ṛtvijo yajamānaḥ sadasyā hatatviṣo vāmanatejasā nṛpa	Bhu-_08.18.022/1 te RtvijaH yajamAnaH sadasyAH hata-tvizaH vAmana-tejasA nRpa
   BhP_08.18.022/3 sūryaḥ kilāyāty uta vā vibhāvasuḥ sanatkumāro 'tha	Bhu-_08.18.022/3 sUryaH kila-AyAti uta vA viBAvasuH sanatkumAraH aTa
   didṛkṣayā kratoḥ	didRkzayA kratoH
   BhP_08.18.023/1 itthaṃ saśiṣyeṣu bhṛguṣvanekadhā vitarkyamāṇo bhagavān sa	Bhu-_08.18.023/1 itTam sa-Sizyezu BRguzu-anekaDA vitarkyamANaH BagavAn sa
   vāmanaḥ	vAmanaH
   BhP_08.18.023/3 chatraṃ sadaṇḍaṃ sajalaṃ kamaṇḍaluṃ viveśa	Bhu-_08.18.023/3 Catram sa-daNxam sa-jalam kamaNxalum viveSa
   bibhraddhayamedhavāṭam	biBrat-hayam-eDa-vAwam
   BhP_08.18.024/1 mauñjyā mekhalayā vītamupavītājinottaram	Bhu-_08.18.024/1 mOQjyA meKalayA vItam-upavIta-ajina-uttaram
   BhP_08.18.024/3 jaṭilaṃ vāmanaṃ vipraṃ māyāmāṇavakaṃ harim	Bhu-_08.18.024/3 jawilam vAmanam vipram mAyAm-ANavakam harim
   BhP_08.18.025/1 praviṣṭaṃ vīkṣya bhṛgavaḥ saśiṣyāste sahāgnibhiḥ	Bhu-_08.18.025/1 pravizwam vIkzya BRgavaH sa-SizyAH-te saha-agniBiH
   BhP_08.18.025/3 pratyagṛhṇan samutthāya saṅkṣiptāstasya tejasā	Bhu-_08.18.025/3 pratyagRhNan samutTAya saFkziptAH-tasya tejasA
   BhP_08.18.026/1 yajamānaḥ pramudito darśanīyaṃ manoramam	Bhu-_08.18.026/1 yajamAnaH pramuditaH darSanIyam manoramam
   BhP_08.18.026/3 rūpānurūpāvayavaṃ tasmā āsanamāharat	BhP_08.18.026/3 rUpa-anurUpa-avayavam tasmE Asanam-Aharat-
   BhP_08.18.027/1 svāgatenābhinandyātha pādau bhagavato baliḥ	Bhu-_08.18.027/1 svAgatena-aBinandya-aTa pAdO BagavataH baliH
   BhP_08.18.027/3 avanijyārcayāmāsa muktasaṅgamanoramam	Bhu-_08.18.027/3 avanijya-arcayAmAsa mukta-saFga-manoramam
   BhP_08.18.028/1 tatpādaśaucaṃ janakalmaṣāpahaṃ sa dharmavin mūrdhny	Bhu-_08.18.028/1 tad-pAda-SOcam jana-kalmaza-apaham sa Darma-vid mUrDni-
   adadhāt sumaṅgalam	adaDAt su-maFgalam
   BhP_08.18.028/3 yaddevadevo giriśaścandramaulir dadhāra mūrdhnā parayā ca	Bhu-_08.18.028/3 yat-devadevaH giriSaH-candramOliH daDAra mUrDnA parayA ca
   bhaktyā	BaktyA
   BhP_08.18.029/0 śrībaliruvāca	Bha-a_08.18.029/0 SrIbaliH-uvAca
   BhP_08.18.029/1 svāgataṃ te namastubhyaṃ brahman kiṃ karavāma te	Bhu-_08.18.029/1 svAgatam te namaH-tuByam brahman kim karavAma te
   BhP_08.18.029/3 brahmarṣīṇāṃ tapaḥ sākṣān manye tvārya vapurdharam	Bhu-_08.18.029/3 brahmarzINAm tapaH sAkzAt manye tu-Arya vapuH-Daram
   BhP_08.18.030/1 adya naḥ pitarastṛptā adya naḥ pāvitaṃ kulam	Bhu-_08.18.030/1 adya naH pitaraH-tRptAH adya naH pAvitam kulam
   BhP_08.18.030/3 adya sviṣṭaḥ kraturayaṃ yadbhavān āgato gṛhān	Bhu-_08.18.030/3 adya su-izwaH kratuH-ayam yat-BavAn AgataH gRhAn
   BhP_08.18.031/1 adyāgnayo me suhutā yathāvidhi dvijātmaja	Bhu-_08.18.031/1 adya-agnayaH me su-hutA yaTAviDi dvija-Atmaja
   tvaccaraṇāvanejanaiḥ	tvad-caraNO=-anejanEH
   BhP_08.18.031/3 hatāṃhaso vārbhiriyaṃ ca bhūraho tathā punītā tanubhiḥ	Bhu-_08.18.031/3 hata-aMhasaH vArBiH-iyam ca BUraho taTA punItA tanuBiH
   padaistava	padEH-tava
   BhP_08.18.032/1 yadyadvaṭo vāñchasi tat pratīccha me tvāmarthinaṃ	Bhu-_08.18.032/1 yat-yat-vawaH vAQCasi tat pratIcCa me tvAm-arTinam
   viprasutānutarkaye	viprasutA-anutarkaye
   BhP_08.18.032/3 gāṃ kāñcanaṃ guṇavaddhāma mṛṣṭaṃ tathānnapeyamuta vā	Bhu-_08.18.032/3 gAm kAQcanam guNavat-DAma mRzwam taTA-anna-peyam-uta vA
   viprakanyām	vipra-kanyAm
   BhP_08.18.032/5 grāmān samṛddhāṃsturagān gajān vā rathāṃstathārhattama	Bhu-_08.18.032/5 grAmAn samRdDAn=-turagAn gajAn vA raTAn=-taTA-arhattama
   sampratīccha	sampratIcCa
   BhP_08.19.001/0 śrīśuka uvāca	BhP_08.19.001/0 SrI-SukaH uvAca
   BhP_08.19.001/1 iti vairocanervākyaṃ dharmayuktaṃ sa sūnṛtam	Bhu-_08.19.001/1 iti vErocaneH-vAkyam Darma-yuktam sa sUnRtam
   BhP_08.19.001/3 niśamya bhagavān prītaḥ pratinandyedamabravīt	Bhu-_08.19.001/3 niSamya BagavAn prItaH pratinandya-idam-abravIt-
   BhP_08.19.002/0 śrībhagavān uvāca	Bhu-_08.19.002/0 SrI-BagavAn uvAca
   BhP_08.19.002/1 vacastavaitaj janadeva sūnṛtaṃ kulocitaṃ dharmayutaṃ	Bhu-_08.19.002/1 vacaH-tava-etat janadA-iva sUnRtam kula-ucitam Darma-yutam
   yaśaskaram	yaSaskaram
   BhP_08.19.002/3 yasya pramāṇaṃ bhṛgavaḥ sāmparāye pitāmahaḥ kulavṛddhaḥ	Bhu-_08.19.002/3 yasya pramANam BRgavaH sAmparAye pitAmahaH kula-vRdDaH
   praśāntaḥ	praSAntaH
   BhP_08.19.003/1 na hy etasmin kule kaścin niḥsattvaḥ kṛpaṇaḥ pumān	Bhu-_08.19.003/1 na hi etasmin kule kaScid niHsattvaH kRpaNaH pumAn
   BhP_08.19.003/3 pratyākhyātā pratiśrutya yo vādātā dvijātaye	Bhu-_08.19.003/3 pratyAKyAtA pratiSrutya yaH vAdAtA dvijAtaye
   BhP_08.19.004/1 na santi tīrthe yudhi cārthinārthitāḥ parāṅmukhā ye	Bhu-_08.19.004/1 na santi tIrTe yuDi ca-arTinA-arTitAH parAFmuKAH ye
   tvamanasvino nṛpa	tvam-anasvinaH nRpa
   BhP_08.19.004/3 yuṣmatkule yadyaśasāmalena prahrāda udbhāti yathoḍupaḥ khe	Bhu-_08.19.004/3 yuzmad-kule yad-i-aSasAmalena prahrAdaH udBAti yaTA-uxupaH Ke
   BhP_08.19.005/1 yato jāto hiraṇyākṣaścaranneka imāṃ mahīm	Bhu-_08.19.005/1 yatas jAtaH hiraNyAkzaH-caran=-ekaH imAm mahIm
   BhP_08.19.005/3 prativīraṃ digvijaye nāvindata gadāyudhaḥ	BhP_08.19.005/3 prativIram digvijaye na-avindata gadA-AyuDaH
   BhP_08.19.006/1 yaṃ vinirjitya kṛcchreṇa viṣṇuḥ kṣmoddhāra āgatam	Bhu-_08.19.006/1 yam vinirjitya kRcCreNa vizNuH kzmodDAraH Agatam
   BhP_08.19.006/3 ātmānaṃ jayinaṃ mene tadvīryaṃ bhūry anusmaran	Bhu-_08.19.006/3 AtmAnam jayinam mene tad-vIryam BUri anusmaran
   BhP_08.19.007/1 niśamya tadvadhaṃ bhrātā hiraṇyakaśipuḥ purā	Bhu-_08.19.007/1 niSamya tad-vaDam BrAtA hiraNyakaSipuH purA
   BhP_08.19.007/3 hantuṃ bhrātṛhaṇaṃ kruddho jagāma nilayaṃ hareḥ	Bhu-_08.19.007/3 hantum BrAtR-haNam krudDaH jagAma nilayam hareH
   BhP_08.19.008/1 tamāyāntaṃ samālokya śūlapāṇiṃ kṛtāntavat	Bhu-_08.19.008/1 tam-AyAntam samAlokya SUlapANim kRtAnta-vat
   BhP_08.19.008/3 cintayāmāsa kālajño viṣṇurmāyāvināṃ varaḥ	Bhu-_08.19.008/3 cintayAmAsa kAla-jQaH vizNuH-mAyAvinAm varaH
   BhP_08.19.009/1 yato yato 'haṃ tatrāsau mṛtyuḥ prāṇabhṛtāmiva	Bhu-_08.19.009/1 yatas yatas aham tatra-asO mRtyuH prANaBRtAm-iva
   BhP_08.19.009/3 ato 'hamasya hṛdayaṃ pravekṣyāmi parāgdṛśaḥ	Bhu-_08.19.009/3 atas aham-asya hRdayam pravekzyAmi parAgdRSaH
   BhP_08.19.010/1 evaṃ sa niścitya ripoḥ śarīram ādhāvato nirviviśe	Bhu-_08.19.010/1 evam sa niScitya ripoH SarIram ADAvataH nirviviSe
   'surendra	asura-indra
   BhP_08.19.010/3 śvāsānilāntarhitasūkṣmadehas tatprāṇarandhreṇa	Bhu-_08.19.010/3 SvAsa-anila-antarhita-sUkzma-dehaH tad-prANa-ranDreNa
   vivignacetāḥ	vivigna-cetAH
   BhP_08.19.011/1 sa tanniketaṃ parimṛśya śūnyam apaśyamānaḥ kupito nanāda	Bhu-_08.19.011/1 sa tat-niketam parimRSya SUnyam apaSyamAnaH kupitaH nanAda
   BhP_08.19.011/3 kṣmāṃ dyāṃ diśaḥ khaṃ vivarān samudrān viṣṇuṃ vicinvan na	Bhu-_08.19.011/3 kzmAm dyAm diSaH Kam vivarAn samudrAn vizNum vicinvan na
   dadarśa vīraḥ	dadarSa vIraH
   BhP_08.19.012/1 apaśyanniti hovāca mayānviṣṭamidaṃ jagat	Bhu-_08.19.012/1 apaSyan=-iti ha-uvAca mayA-anvizwam-idam jagat-
   BhP_08.19.012/3 bhrātṛhā me gato nūnaṃ yato nāvartate pumān	Bhu-_08.19.012/3 BrAtR-hA me gataH nUnam yatas na-Avartate pumAn
   BhP_08.19.013/1 vairānubandha etāvān āmṛtyoriha dehinām	Bhu-_08.19.013/1 vEra-anubanDaH etAvAn AmRtyoH-iha dehinAm
   BhP_08.19.013/3 ajñānaprabhavo manyurahaṃmānopabṛṃhitaḥ	Bhu-_08.19.013/3 ajQAna-praBavaH manyuH-ahaMmAna-upabRMhitaH
   BhP_08.19.014/1 pitā prahrādaputraste tadvidvān dvijavatsalaḥ	Bhu-_08.19.014/1 pitA prahrAda-putraH-te tad-vidvAn dvija-vatsalaH
   BhP_08.19.014/3 svamāyurdvijaliṅgebhyo devebhyo 'dāt sa yācitaḥ	Bhu-_08.19.014/3 svam-AyuH-dvija-liFgeByaH deveByaH adAt sa yAcitaH
   BhP_08.19.015/1 bhavān ācaritān dharmān āsthito gṛhamedhibhiḥ	Bhu-_08.19.015/1 BavAn AcaritAn DarmAn AsTitaH gRhameDiBiH
   BhP_08.19.015/3 brāhmaṇaiḥ pūrvajaiḥ śūrairanyaiścoddāmakīrtibhiḥ	Bhu-_08.19.015/3 brAhmaNEH pUrvajEH SUrEH-anyEH-ca-uddAma-kIrtiBiH
   BhP_08.19.016/1 tasmāt tvatto mahīmīṣadvṛṇe 'haṃ varadarṣabhāt	Bhu-_08.19.016/1 tasmAt tvattaH mahIm-Izat-vRNe aham vara-da-RzaBAt-
   BhP_08.19.016/3 padāni trīṇi daityendra sammitāni padā mama	Bhu-_08.19.016/3 padAni trINi dEtya-indra sammitAni padA mama
   BhP_08.19.017/1 nānyat te kāmaye rājan vadānyāj jagadīśvarāt	Bhu-_08.19.017/1 na-anyat te kAmaye rAjan vadAnyAt jagat-ISvarAt-
   BhP_08.19.017/3 nainaḥ prāpnoti vai vidvān yāvadarthapratigrahaḥ	Bhu-_08.19.017/3 na-enaH prApnoti vE vidvAn yAvat-arTa-pratigrahaH
   BhP_08.19.018/0 śrībaliruvāca	Bha-a_08.19.018/0 SrIbaliH-uvAca
   BhP_08.19.018/1 aho brāhmaṇadāyāda vācaste vṛddhasammatāḥ	Bhu-_08.19.018/1 aho brAhmaNa-dAyAda vAcaH-te vRdDa-sammatAH
   BhP_08.19.018/3 tvaṃ bālo bāliśamatiḥ svārthaṃ praty abudho yathā	Bhu-_08.19.018/3 tvam bAlaH bAliSa-matiH sva-arTam prati abuDaH yaTA
   BhP_08.19.019/1 māṃ vacobhiḥ samārādhya lokānāmekamīśvaram	Bhu-_08.19.019/1 mAm vacoBiH samArADya lokAnAm-ekam-ISvaram
   BhP_08.19.019/3 padatrayaṃ vṛṇīte yo 'buddhimān dvīpadāśuṣam	Bhu-_08.19.019/3 pada-trayam vRNIte yaH abudDimAn dvIpa-dASuzam
   BhP_08.19.020/1 na pumān māmupavrajya bhūyo yācitumarhati	Bhu-_08.19.020/1 na pumAn mAm-upavrajya BUyas yAcitum-arhati
   BhP_08.19.020/3 tasmādvṛttikarīṃ bhūmiṃ vaṭo kāmaṃ pratīccha me	Bhu-_08.19.020/3 tasmAt-vRtti-karIm BUmim vawaH kAmam pratIcCa me
   BhP_08.19.021/0 śrībhagavān uvāca	Bhu-_08.19.021/0 SrI-BagavAn uvAca
   BhP_08.19.021/1 yāvanto viṣayāḥ preṣṭhāstrilokyāmajitendriyam	Bhu-_08.19.021/1 yAvantaH vizayAH prezWAH-trilokyAm-ajita-indriyam
   BhP_08.19.021/3 na śaknuvanti te sarve pratipūrayituṃ nṛpa	Bhu-_08.19.021/3 na Saknuvanti te sarve pratipUrayitum nRpa
   BhP_08.19.022/1 tribhiḥ kramairasantuṣṭo dvīpenāpi na pūryate	Bhu-_08.19.022/1 triBiH kramEH-asantuzwaH dvIpena-api na pUryate
   BhP_08.19.022/3 navavarṣasametena saptadvīpavarecchayā	Bhu-_08.19.022/3 nava-varza-sametena sapta-dvIpa-vara-icCayA
   BhP_08.19.023/1 saptadvīpādhipatayo nṛpā vaiṇyagayādayaḥ	Bhu-_08.19.023/1 sapta-dvIpA-aDipatayaH nRpAH vENya-gaya-AdayaH
   BhP_08.19.023/3 arthaiḥ kāmairgatā nāntaṃ tṛṣṇāyā iti naḥ śrutam	Bhu-_08.19.023/3 arTEH kAmEH-gatAH na-antam tRzNAyAH iti naH Srutam
   BhP_08.19.024/1 yadṛcchayopapannena santuṣṭo vartate sukham	Bhu-_08.19.024/1 yadRcCayA-upapannena santuzwaH vartate suKam
   BhP_08.19.024/3 nāsantuṣṭastribhirlokairajitātmopasāditaiḥ	Bhu-_08.19.024/3 na-AsantuzwaH-triBiH-lokEH-ajitAtma-upasAditEH
   BhP_08.19.025/1 puṃso 'yaṃ saṃsṛterheturasantoṣo 'rthakāmayoḥ	Bhu-_08.19.025/1 puMsaH ayam saMsRteH-hetuH-asantozaH arTa-kAmayoH
   BhP_08.19.025/3 yadṛcchayopapannena santoṣo muktaye smṛtaḥ	Bhu-_08.19.025/3 yadRcCayA-upapannena santozaH muktaye smRtaH
   BhP_08.19.026/1 yadṛcchālābhatuṣṭasya tejo viprasya vardhate	Bhu-_08.19.026/1 yadRcCA-lABa-tuzwasya tejaH viprasya varDate
   BhP_08.19.026/3 tat praśāmyaty asantoṣādambhasevāśuśukṣaṇiḥ	Bhu-_08.19.026/3 tat praSAmyati asantozAt-amBa-sevA-SuSukzaNiH
   BhP_08.19.027/1 tasmāt trīṇi padāny eva vṛṇe tvadvaradarṣabhāt	Bhu-_08.19.027/1 tasmAt trINi padAni eva vRNe tvad-varada-RzaBAt-
   BhP_08.19.027/3 etāvataiva siddho 'haṃ vittaṃ yāvat prayojanam	Bhu-_08.19.027/3 etAvatA-eva sidDaH aham vittam yAvat prayojanam
   BhP_08.19.028/0 śrīśuka uvāca	BhP_08.19.028/0 SrI-SukaH uvAca
   BhP_08.19.028/1 ity uktaḥ sa hasannāha vāñchātaḥ pratigṛhyatām	Bhu-_08.19.028/1 iti uktaH sa hasan=-Aha vAQCAtaH pratigRhyatAm
   BhP_08.19.028/3 vāmanāya mahīṃ dātuṃ jagrāha jalabhājanam	Bhu-_08.19.028/3 vAmanAya mahIm dAtum jagrAha jala-BAjanam
   BhP_08.19.029/1 viṣṇave kṣmāṃ pradāsyantamuśanā asureśvaram	Bhu-_08.19.029/1 vizNave kzmAm pradAsyantam-uSanAH asura-ISvaram
   BhP_08.19.029/3 jānaṃścikīrṣitaṃ viṣṇoḥ śiṣyaṃ prāha vidāṃ varaḥ	Bhu-_08.19.029/3 jAnan=-cikIrzitam vizNoH Sizyam prAha vidAm varaH
   BhP_08.19.030/0 śrīśukra uvāca	BhP_08.19.030/0 SrI-SukraH uvAca
   BhP_08.19.030/1 eṣa vairocane sākṣādbhagavān viṣṇuravyayaḥ	Bhu-_08.19.030/1 eza vErocane sAkzAt-BagavAn vizNuH-avyayaH
   BhP_08.19.030/3 kaśyapādaditerjāto devānāṃ kāryasādhakaḥ	Bhu-_08.19.030/3 kaSyapAt-aditeH-jAtaH devAnAm kArya-sADakaH
   BhP_08.19.031/1 pratiśrutaṃ tvayaitasmai yadanarthamajānatā	Bhu-_08.19.031/1 pratiSrutam tvayA-etasmE yat-anarTam-ajAnatA
   BhP_08.19.031/3 na sādhu manye daityānāṃ mahān upagato 'nayaḥ	Bhu-_08.19.031/3 na sADu manye dEtyAnAm mahAn upagataH anayaH
   BhP_08.19.032/1 eṣa te sthānamaiśvaryaṃ śriyaṃ tejo yaśaḥ śrutam	Bhu-_08.19.032/1 eza te sTAnam-ESvaryam Sriyam tejaH yaSaH Srutam
   BhP_08.19.032/3 dāsyaty ācchidya śakrāya māyāmāṇavako hariḥ	Bhu-_08.19.032/3 dAsyati AcCidya SakrAya mAyAm-ANavakaH hariH
   BhP_08.19.033/1 tribhiḥ kramairimāl lokān viśvakāyaḥ kramiṣyati	Bhu-_08.19.033/1 triBiH kramEH-imAt lokAn viSva-kAyaH kramizyati
   BhP_08.19.033/3 sarvasvaṃ viṣṇave dattvā mūḍha vartiṣyase katham	Bhu-_08.19.033/3 sarva-svam vizNave dattvA mUXa vartizyase kaTam
   BhP_08.19.034/1 kramato gāṃ padaikena dvitīyena divaṃ vibhoḥ	Bhu-_08.19.034/1 kramatas gAm padA-ekena dvitIyena divam viBoH
   BhP_08.19.034/3 khaṃ ca kāyena mahatā tārtīyasya kuto gatiḥ	Bhu-_08.19.034/3 Kam ca kAyena mahatA tArtIyasya kutas gatiH
   BhP_08.19.035/1 niṣṭhāṃ te narake manye hy apradātuḥ pratiśrutam	Bhu-_08.19.035/1 nizWAm te narake manye hi apradAtuH pratiSrutam
   BhP_08.19.035/3 pratiśrutasya yo 'nīśaḥ pratipādayituṃ bhavān	Bhu-_08.19.035/3 pratiSrutasya yaH anISaH pratipAdayitum BavAn
   BhP_08.19.036/1 na taddānaṃ praśaṃsanti yena vṛttirvipadyate	Bhu-_08.19.036/1 na tat-dAnam praSaMsanti yena vRttiH-vipadyate
   BhP_08.19.036/3 dānaṃ yajñastapaḥ karma loke vṛttimato yataḥ	Bhu-_08.19.036/3 dAnam yajQaH-tapaH karma loke vRttimataH yatas-
   BhP_08.19.037/1 dharmāya yaśase 'rthāya kāmāya svajanāya ca	Bhu-_08.19.037/1 DarmAya yaSase arTAya kAmAya sva-janAya ca
   BhP_08.19.037/3 pañcadhā vibhajan vittamihāmutra ca modate	Bhu-_08.19.037/3 paQcaDA viBajan vittam-iha-amutra ca modate
   BhP_08.19.038/1 atrāpi bahvṛcairgītaṃ śṛṇu me 'surasattama	BhP_08.19.038/1 atra-api bahvRcEH-gItam SRNu me asura-sattama
   BhP_08.19.038/3 satyamomiti yat proktaṃ yan nety āhānṛtaṃ hi tat	Bhu-_08.19.038/3 satyam-om-iti yat proktam yat na-iti Aha-anRtam hi tat-
   BhP_08.19.039/1 satyaṃ puṣpaphalaṃ vidyādātmavṛkṣasya gīyate	Bhu-_08.19.039/1 satyam puzpa-Palam vidyAt-Atma-vRkzasya gIyate
   BhP_08.19.039/3 vṛkṣe 'jīvati tan na syādanṛtaṃ mūlamātmanaḥ	Bhu-_08.19.039/3 vRkze ajIvati tat na syAt-anRtam mUlam-AtmanaH
   BhP_08.19.040/1 tadyathā vṛkṣa unmūlaḥ śuṣyaty udvartate 'cirāt	Bhu-_08.19.040/1 tat-yaTA vRkzaH unmUlaH Suzyati udvartate acirAt-
   BhP_08.19.040/3 evaṃ naṣṭānṛtaḥ sadya ātmā śuṣyen na saṃśayaḥ	Bhu-_08.19.040/3 evam nazwa-anRtaH sadyas AtmA Suzyet na saMSayaH
   BhP_08.19.041/1 parāg riktamapūrṇaṃ vā akṣaraṃ yat tadomiti	Bhu-_08.19.041/1 parAk riktam-apUrNam vA akzaram yat tat-om-iti
   BhP_08.19.041/3 yat kiñcidomiti brūyāt tena ricyeta vai pumān	Bhu-_08.19.041/3 yat kiQcid-om-iti brUyAt tena ricyeta vE pumAn
   BhP_08.19.041/5 bhikṣave sarvamoṃ kurvan nālaṃ kāmena cātmane	Bhu-_08.19.041/5 Bikzave sarvam-om kurvan na-alam kAmena ca-Atmane
   BhP_08.19.042/1 athaitat pūrṇamabhyātmaṃ yac ca nety anṛtaṃ vacaḥ	Bhu-_08.19.042/1 aTa-etat pUrNam-aByAtmam yat ca na-iti anRtam vacaH
   BhP_08.19.042/3 sarvaṃ nety anṛtaṃ brūyāt sa duṣkīrtiḥ śvasan mṛtaḥ	Bhu-_08.19.042/3 sarvam na-iti anRtam brUyAt sa duzkIrtiH Svasan mRtaH
   BhP_08.19.043/1 strīṣu narmavivāhe ca vṛttyarthe prāṇasaṅkaṭe	Bhu-_08.19.043/1 strIzu narma-vivAhe ca vRtti-arTe prANa-saFkawe
   BhP_08.19.043/3 gobrāhmaṇārthe hiṃsāyāṃ nānṛtaṃ syāj jugupsitam	BhP_08.19.043/3 go-brAhmaNa-arTe hiMsAyAm na-anRtam syAt jugupsitam
   BhP_08.20.001/0 śrīśuka uvāca	BhP_08.20.001/0 SrI-SukaH uvAca
   BhP_08.20.001/1 balirevaṃ gṛhapatiḥ kulācāryeṇa bhāṣitaḥ	Bha-a_08.20.001/1 baliH-evam gRhapatiH kula-AcAryeNa BAzitaH
   BhP_08.20.001/3 tūṣṇīṃ bhūtvā kṣaṇaṃ rājannuvācāvahito gurum	Bhu-_08.20.001/3 tUzNIm BUtvA kzaNam rAjan=-uvAca-avahitaH gurum
   BhP_08.20.002/0 śrībaliruvāca	Bha-a_08.20.002/0 SrIbaliH-uvAca
   BhP_08.20.002/1 satyaṃ bhagavatā proktaṃ dharmo 'yaṃ gṛhamedhinām	Bhu-_08.20.002/1 satyam BagavatA proktam DarmaH ayam gRhameDinAm
   BhP_08.20.002/3 arthaṃ kāmaṃ yaśo vṛttiṃ yo na bādheta karhicit	Bhu-_08.20.002/3 arTam kAmam yaSaH vRttim yaH na bADeta karhicit-
   BhP_08.20.003/1 sa cāhaṃ vittalobhena pratyācakṣe kathaṃ dvijam	Bhu-_08.20.003/1 sa ca-aham vitta-loBena pratyAcakze kaTam dvijam
   BhP_08.20.003/3 pratiśrutya dadāmīti prāhrādiḥ kitavo yathā	Bhu-_08.20.003/3 pratiSrutya dadAmi-iti prAhrAdiH kitavaH yaTA
   BhP_08.20.004/1 na hy asatyāt paro 'dharma iti hovāca bhūriyam	Bhu-_08.20.004/1 na hi asatyAt paraH aDarmaH iti ha-uvAca BUH-iyam
   BhP_08.20.004/3 sarvaṃ soḍhumalaṃ manye ṛte 'līkaparaṃ naram	Bhu-_08.20.004/3 sarvam soXu-m-alam manye Rte alIka-param naram
   BhP_08.20.005/1 nāhaṃ bibhemi nirayān nādhanyādasukhārṇavāt	Bhu-_08.20.005/1 na-aham biBemi nirayAt na-aDanyAt-asuKa-arNavAt-
   BhP_08.20.005/3 na sthānacyavanān mṛtyoryathā viprapralambhanāt	Bhu-_08.20.005/3 na sTAna-cyavanAt mRtyoH-yaTA vipra-pralamBanAt-
   BhP_08.20.006/1 yadyaddhāsyati loke 'smin samparetaṃ dhanādikam	Bhu-_08.20.006/1 yat-yat-hAsyati loke asmin samparetam Dana-Adikam
   BhP_08.20.006/3 tasya tyāge nimittaṃ kiṃ viprastuṣyen na tena cet	Bhu-_08.20.006/3 tasya tyAge nimittam kim vipraH-tuzyet na tena ced-
   BhP_08.20.007/1 śreyaḥ kurvanti bhūtānāṃ sādhavo dustyajāsubhiḥ	Bhu-_08.20.007/1 SreyaH kurvanti BUtAnAm sADavaH dustyaja-asuBiH
   BhP_08.20.007/3 dadhyaṅśibiprabhṛtayaḥ ko vikalpo dharādiṣu	Bhu-_08.20.007/3 daDi-aFSi-bipraBRtayaH kaH vikalpaH DarA-Adizu
   BhP_08.20.008/1 yairiyaṃ bubhuje brahman daityendrairanivartibhiḥ	Bhu-_08.20.008/1 yEH-iyam buBuje brahman dEtya-indrEH-anivartiBiH
   BhP_08.20.008/3 teṣāṃ kālo 'grasīl lokān na yaśo 'dhigataṃ bhuvi	Bhu-_08.20.008/3 tezAm kAlaH agrasIt lokAn na yaSaH aDigatam Buvi
   BhP_08.20.009/1 sulabhā yudhi viprarṣe hy anivṛttāstanutyajaḥ	Bhu-_08.20.009/1 sulaBAH yuDi vipra-Rze hi anivRttAH-tanutyajaH
   BhP_08.20.009/3 na tathā tīrtha āyāte śraddhayā ye dhanatyajaḥ	Bhu-_08.20.009/3 na taTA tIrTaH AyAte SradDayA ye DanatyajaH
   BhP_08.20.010/1 manasvinaḥ kāruṇikasya śobhanaṃ yadarthikāmopanayena	Bhu-_08.20.010/1 manasvinaH kAruNikasya SoBanam yad-arTi-kAma-upanayena
   durgatiḥ	durgatiH
   BhP_08.20.010/3 kutaḥ punarbrahmavidāṃ bhavādṛśāṃ tato vaṭorasya dadāmi	Bhu-_08.20.010/3 kutas punar-brahma-vidAm BavAdRSAm tatas vawa-uH-asya dadAmi
   vāñchitam	vAQCitam
