   BhP_09.01.001/0 śrīrājovāca	BhP_09.01.001/0 SrI-rAjA-uvAca
   BhP_09.20.032/2 samāstriṇavasāhasrīrdikṣu cakramavartayat	Bhu-_09.20.032/2 samAH-triNava-sAhasrIH-dikzu cakram-avartayat-
   BhP_09.20.033/1 sa saṃrāḍ lokapālākhyamaiśvaryamadhirāṭ śriyam	BhP_09.20.033/1 sa saMrAj lokapAla-AKyam-ESvaryam-aDirAj Sriyam
   BhP_09.20.033/2 cakraṃ cāskhalitaṃ prāṇān mṛṣetyupararāma ha	Bhu-_09.20.033/2 cakram ca-asKalitam prANAn mRzA-iti-upararAma ha
   BhP_09.20.034/1 tasyāsan nṛpa vaidarbhyaḥ patnyastisraḥ susammatāḥ	Bhu-_09.20.034/1 tasya-Asan nRpa vEdarByaH patnyaH-tisraH su-sammatAH
   BhP_09.20.034/2 jaghnustyāgabhayāt putrān nānurūpā itīrite	Bhu-_09.20.034/2 jaGnuH-tyAga-BayAt putrAn na-anurUpAH iti-Irite
   BhP_09.20.035/1 tasyaivaṃ vitathe vaṃśe tadarthaṃ yajataḥ sutam	Bhu-_09.20.035/1 tasya-evam vitaTe vaMSe tad-arTam yajataH sutam
   BhP_09.20.035/2 marutstomena maruto bharadvājamupādaduḥ	Bhu-_09.20.035/2 marut-stomena marutaH BaradvAjam-upAdaduH
   BhP_09.20.036/1 antarvatnyāṃ bhrātṛpatnyāṃ maithunāya bṛhaspatiḥ	Bhu-_09.20.036/1 antarvatnyAm BrAtR-patnyAm mETunAya bRhaspatiH
   BhP_09.20.036/2 pravṛtto vārito garbhaṃ śaptvā vīryamupāsṛjat	Bhu-_09.20.036/2 pravRttaH vAritaH garBam SaptvA vIryam-upAsRjat-
   BhP_09.20.037/1 taṃ tyaktukāmāṃ mamatāṃ bhartustyāgaviśaṅkitām	Bhu-_09.20.037/1 tam tyaktu-kAmAm mamatAm BartuH-tyAga-viSaFkitAm
   BhP_09.20.037/2 nāmanirvācanaṃ tasya ślokamenaṃ surā jaguḥ	Bhu-_09.20.037/2 nAma-nirvAcanam tasya Slokam-enam surAH jaguH
   BhP_09.20.038/1 mūḍhe bhara dvājamimaṃ bhara dvājaṃ bṛhaspate	Bhu-_09.20.038/1 mUXe Bara dvAjam-imam Bara dvAjam bRhaspate
   BhP_09.20.038/2 yātau yaduktvā pitarau bharadvājastatastv ayam	Bhu-_09.20.038/2 yAtO yat-uktvA pitarO BaradvAjaH-tatas-tu ayam
   BhP_09.20.039/1 codyamānā surairevaṃ matvā vitathamātmajam	Bhu-_09.20.039/1 codyamAnA surEH-evam matvA vitaTam-Atmajam
   BhP_09.20.039/2 vyasṛjan maruto 'bibhran datto 'yaṃ vitathe 'nvaye	Bhu-_09.20.039/2 vyasRjat marutaH abiBran dattaH ayam vitaTe anvaye
   BhP_09.21.001/0 śrīśuka uvāca	BhP_09.21.001/0 SrI-SukaH uvAca
   BhP_09.21.001/1 vitathasya sutān manyorbṛhatkṣatro jayastataḥ	Bhu-_09.21.001/1 vitaTasya sutAn manyoH-bRhatkzatraH jayaH-tatas-
   BhP_09.21.001/2 mahāvīryo naro gargaḥ saṅkṛtistu narātmajaḥ	Bhu-_09.21.001/2 mahA-vIryaH naraH gargaH saFkRtiH-tu nara-AtmajaH
   BhP_09.21.002/1 guruśca rantidevaśca saṅkṛteḥ pāṇḍunandana	Bhu-_09.21.002/1 guruH-ca rantidevaH-ca saFkRteH pANxu-nandana
   BhP_09.21.002/2 rantidevasya mahimā ihāmutra ca gīyate	Bhu-_09.21.002/2 rantidevasya mahimA iha-amutra ca gIyate
   BhP_09.21.003/1 viyadvittasya dadato labdhaṃ labdhaṃ bubhukṣataḥ	Bhu-_09.21.003/1 viyat-vittasya dadataH labDam labDam buBukzataH
   BhP_09.21.003/2 niṣkiñcanasya dhīrasya sakuṭumbasya sīdataḥ	Bhu-_09.21.003/2 nizkiQcanasya DIrasya sa-kuwumbasya sIdataH
   BhP_09.21.004/1 vyatīyuraṣṭacatvāriṃśadahānyapibataḥ kila	Bhu-_09.21.004/1 vyatIyuH-azwacatvAriMSat-ahAni-apibataH kila
   BhP_09.21.004/2 ghṛtapāyasasaṃyāvaṃ toyaṃ prātarupasthitam	Bhu-_09.21.004/2 GRta-pAyasa-saMyAvam toyam prAtar-upasTitam
   BhP_09.21.005/1 kṛcchraprāptakuṭumbasya kṣuttṛḍbhyāṃ jātavepathoḥ	Bhu-_09.21.005/1 kRcCra-prApta-kuwumbasya kzut-tRxByAm jAta-vepaToH
   BhP_09.21.005/2 atithirbrāhmaṇaḥ kāle bhoktukāmasya cāgamat	Bhu-_09.21.005/2 atiTiH-brAhmaNaH kAle Boktu-kAmasya ca-agamat-
   BhP_09.21.006/1 tasmai saṃvyabhajat so 'nnamādṛtya śraddhayānvitaḥ	Bhu-_09.21.006/1 tasmE saMvyaBajat saH annam-AdRtya SradDayA-anvitaH
   BhP_09.21.006/2 hariṃ sarvatra sampaśyan sa bhuktvā prayayau dvijaḥ	Bhu-_09.21.006/2 harim sarvatra sampaSyan sa BuktvA prayayO dvijaH
   BhP_09.21.007/1 athānyo bhokṣyamāṇasya vibhaktasya mahīpateḥ	Bhu-_09.21.007/1 aTa-anyaH BokzyamANasya viBaktasya mahIpateH
   BhP_09.21.007/2 vibhaktaṃ vyabhajat tasmai vṛṣalāya hariṃ smaran	Bhu-_09.21.007/2 viBaktam vyaBajat tasmE vRzalAya harim smaran
   BhP_09.21.008/1 yāte śūdre tamanyo 'gādatithiḥ śvabhirāvṛtaḥ	Bhu-_09.21.008/1 yAte SUdre tam-anyaH agAt-atiTiH SvaBiH-AvRtaH
   BhP_09.21.008/2 rājan me dīyatāmannaṃ sagaṇāya bubhukṣate	Bhu-_09.21.008/2 rAjan me dIyatAm-annam sa-gaNAya buBukzate
   BhP_09.21.009/1 sa ādṛtyāvaśiṣṭaṃ yadbahumānapuraskṛtam	Bhu-_09.21.009/1 saH AdRtya-avaSizwam yat-bahu-mAna-puraskRtam
   BhP_09.21.009/2 tac ca dattvā namaścakre śvabhyaḥ śvapataye vibhuḥ	Bhu-_09.21.009/2 tat ca dattvA namaH-cakre SvaByaH Svapataye viBuH
   BhP_09.21.010/1 pānīyamātramuccheṣaṃ tac caikaparitarpaṇam	Bhu-_09.21.010/1 pAnIya-mAtram-ucCezam tat ca-eka-paritarpaNam
   BhP_09.21.010/2 pāsyataḥ pulkaso 'bhyāgādapo dehyaśubhāya me	Bhu-_09.21.010/2 pAsyataH pulkasaH aByAgAt-apaH dehi-aSuBAya me
   BhP_09.21.011/1 tasya tāṃ karuṇāṃ vācaṃ niśamya vipulaśramām	Bhu-_09.21.011/1 tasya tAm karuNAm vAcam niSamya vipula-SramAm
   BhP_09.21.011/2 kṛpayā bhṛśasantapta idamāhāmṛtaṃ vacaḥ	Bhu-_09.21.011/2 kRpayA BRSa-santaptaH idam-Aha-amRtam vacaH
   BhP_09.21.012/1 na kāmaye 'haṃ gatimīśvarāt parām	Bhu-_09.21.012/1 na kAmaye aham gatim-ISvarAt parAm
   aṣṭarddhiyuktāmapunarbhavaṃ vā	azwa-RdDi-yuktAm-apunarBavam vA
   BhP_09.21.012/2 ārtiṃ prapadye 'khiladehabhājām antaḥsthito yena	Bhu-_09.21.012/2 Artim prapadye aKila-deha-BAjAm antar-sTitaH yena
   bhavantyaduḥkhāḥ	Bavanti-aduHKAH
   BhP_09.21.013/1 kṣuttṛṭśramo gātraparibhramaśca dainyaṃ klamaḥ	Bhu-_09.21.013/1 kzuD-tRz-SramaH gAtra-pariBramaH-ca dEnyam klamaH
   śokaviṣādamohāḥ	Soka-vizAda-mohAH
   BhP_09.21.013/2 sarve nivṛttāḥ kṛpaṇasya jantor jijīviṣorjīvajalārpaṇān me	Bhu-_09.21.013/2 sarve nivRttAH kRpaNasya jantoH jijIvizoH-jIva-jala-arpaNAt me
   BhP_09.21.014/1 iti prabhāṣya pānīyaṃ mriyamāṇaḥ pipāsayā	Bhu-_09.21.014/1 iti praBAzya pAnIyam mriyamANaH pipAsayA
   BhP_09.21.014/2 pulkasāyādadāddhīro nisargakaruṇo nṛpaḥ	Bhu-_09.21.014/2 pulkasAya-adadAt-DIraH nisargakaruNaH nRpaH
   BhP_09.21.015/1 tasya tribhuvanādhīśāḥ phaladāḥ phalamicchatām	Bhu-_09.21.015/1 tasya triBuvana-aDISAH Pala-dAH Palam-icCatAm
   BhP_09.21.015/2 ātmānaṃ darśayāṃ cakrurmāyā viṣṇuvinirmitāḥ	Bhu-_09.21.015/2 AtmAnam darSayAm cakruH-mAyAH vizNu-vinirmitAH
   BhP_09.21.016/1 sa vai tebhyo namaskṛtya niḥsaṅgo vigataspṛhaḥ	Bhu-_09.21.016/1 sa vE teByaH namaskRtya niHsaFgaH vigata-spRhaH
   BhP_09.21.016/2 vāsudeve bhagavati bhaktyā cakre manaḥ param	Bhu-_09.21.016/2 vAsudeve Bagavati BaktyA cakre manaH param
   BhP_09.21.017/1 īśvarālambanaṃ cittaṃ kurvato 'nanyarādhasaḥ	Bhu-_09.21.017/1 ISvara-Alambanam cittam kurvataH ananya-rADasaH
   BhP_09.21.017/2 māyā guṇamayī rājan svapnavat pratyalīyata	Bha-a_09.21.017/2 mAyA guNa-mayI rAjan svapna-vat pratyalIyata
   BhP_09.21.018/1 tatprasaṅgānubhāvena rantidevānuvartinaḥ	Bhu-_09.21.018/1 tad-prasaFga-anuBAvena rantideva-anuvartinaH
   BhP_09.21.018/2 abhavan yoginaḥ sarve nārāyaṇaparāyaṇāḥ	Bhu-_09.21.018/2 aBavan yoginaH sarve nArAyaNa-parAyaNAH
   BhP_09.21.019/1 gargāc chinistato gārgyaḥ kṣatrādbrahma hyavartata	Bhu-_09.21.019/1 gargAt SiniH-tatas gArgyaH kzatrAt-brahma hi-avartata
   BhP_09.21.019/2 duritakṣayo mahāvīryāt tasya trayyāruṇiḥ kaviḥ	Bhu-_09.21.019/2 durita-kzayaH mahA-vIryAt tasya trayyAruNiH kaviH
   BhP_09.21.020/1 puṣkarāruṇirityatra ye brāhmaṇagatiṃ gatāḥ	Bhu-_09.21.020/1 puzkarAruNiH-iti-atra ye brAhmaNa-gatim gatAH
   BhP_09.21.020/2 bṛhatkṣatrasya putro 'bhūddhastī yaddhastināpuram	Bhu-_09.21.020/2 bRhatkzatrasya putraH aBUt-hastI yat-hastinApuram
   BhP_09.21.021/1 ajamīḍho dvimīḍhaśca purumīḍhaśca hastinaḥ	Bhu-_09.21.021/1 ajamIXaH dvimIXaH-ca purumIXaH-ca hastinaH
   BhP_09.21.021/2 ajamīḍhasya vaṃśyāḥ syuḥ priyamedhādayo dvijāḥ	Bhu-_09.21.021/2 ajamIXasya vaMSyAH syuH priya-meDA-AdayaH dvijAH
   BhP_09.21.022/1 ajamīḍhādbṛhadiṣustasya putro bṛhaddhanuḥ	Bhu-_09.21.022/1 ajamIXAt-bRhadizuH-tasya putraH bRhadDanuH
   BhP_09.21.022/2 bṛhatkāyastatastasya putra āsīj jayadrathaḥ	Bhu-_09.21.022/2 bRhatkAyaH-tatas-tasya putraH AsIt jayadraTaH
   BhP_09.21.023/1 tatsuto viśadastasya syenajit samajāyata	Bhu-_09.21.023/1 tad-sutaH viSadaH-tasya syenajit samajAyata
   BhP_09.21.023/2 rucirāśvo dṛḍhahanuḥ kāśyo vatsaśca tatsutāḥ	Bhu-_09.21.023/2 rucira-aSvaH dRXa-hanuH kASyaH vatsaH-ca tad-sutAH
   BhP_09.21.024/1 rucirāśvasutaḥ pāraḥ pṛthusenastadātmajaḥ	Bhu-_09.21.024/1 rucirASva-sutaH pAraH pRTusenaH-tad-AtmajaH
   BhP_09.21.024/2 pārasya tanayo nīpastasya putraśataṃ tv abhūt	Bhu-_09.21.024/2 pArasya tanayaH nIpaH-tasya putra-Satam tu aBUt-
   BhP_09.21.025/1 sa kṛtvyāṃ śukakanyāyāṃ brahmadattamajījanat	Bhu-_09.21.025/1 sa kRtvyAm Suka-kanyAyAm brahmadattam-ajIjanat
   BhP_09.21.025/2 yogī sa gavi bhāryāyāṃ viṣvaksenamadhāt sutam	Bha-a_09.21.025/2 yogI sa gavi BAryAyAm vizvaksenam-aDAt sutam
   BhP_09.21.026/1 jaigīṣavyopadeśena yogatantraṃ cakāra ha	Bhu-_09.21.026/1 jEgIzavya-upadeSena yoga-tantram cakAra ha
   BhP_09.21.026/2 udaksenastatastasmādbhallāṭo bārhadīṣavāḥ	Bhu-_09.21.026/2 udaksenaH-tatas-tasmAt-BallAwaH bArhadIzavAH
   BhP_09.21.027/1 yavīnaro dvimīḍhasya kṛtimāṃstatsutaḥ smṛtaḥ	Bhu-_09.21.027/1 yavInaraH dvimIXasya kRtimAn=-tad-sutaH smRtaH
   BhP_09.21.027/2 nāmnā satyadhṛtistasya dṛḍhanemiḥ supārśvakṛt	Bha-a_09.21.027/2 nAmnA satya-DRtiH-tasya dRXanemiH supArSva-kRt-
   BhP_09.21.028/1 supārśvāt sumatistasya putraḥ sannatimāṃstataḥ	Bhu-_09.21.028/1 supArSvAt sumatiH-tasya putraH san=-atimAn=-tatas-
   BhP_09.21.028/2 kṛtī hiraṇyanābhādyo yogaṃ prāpya jagau sma ṣaṭ	Bha-a_09.21.028/2 kRtI hiraNyanABa-AdyaH yogam prApya jagO sma zax-
   BhP_09.21.029/1 saṃhitāḥ prācyasāmnāṃ vai nīpo hyudgrāyudhastataḥ	Bhu-_09.21.029/1 saMhitAH prAcya-sAmnAm vE nIpaH hi-udgrAyuDaH-tatas-
   BhP_09.21.029/2 tasya kṣemyaḥ suvīro 'tha suvīrasya ripuñjayaḥ	Bhu-_09.21.029/2 tasya kzemyaH suvIraH aTa suvIrasya ripuQjayaH
   BhP_09.21.030/1 tato bahuratho nāma purumīḍho 'prajo 'bhavat	Bhu-_09.21.030/1 tatas bahuraTaH nAma purumIXaH aprajaH aBavat-
   BhP_09.21.030/2 nalinyāmajamīḍhasya nīlaḥ śāntistu tatsutaḥ	Bhu-_09.21.030/2 nalinI-Ama-jamIXasya nIlaH SAntiH-tu tad-sutaH
   BhP_09.21.031/1 śānteḥ suśāntistatputraḥ purujo 'rkastato 'bhavat	Bhu-_09.21.031/1 SAnteH suSAntiH-tad-putraH purujaH arkaH-tatas aBavat-
   BhP_09.21.031/2 bharmyāśvastanayastasya pañcāsan mudgalādayaḥ	Bhu-_09.21.031/2 BarmyASvasta-nayaH-tasya paQcAsan mudgala-AdayaH
   BhP_09.21.032/1 yavīnaro bṛhadviśvaḥ kāmpillaḥ sañjayaḥ sutāḥ	Bhu-_09.21.032/1 yavInaraH bRhat-viSvaH kAmpillaH saQjayaH sutAH
   BhP_09.21.032/2 bharmyāśvaḥ prāha putrā me pañcānāṃ rakṣaṇāya hi	Bhu-_09.21.032/2 BarmyASvaH prAha putrAH me paQcAnAm rakzaNAya hi
   BhP_09.21.033/1 viṣayāṇāmalamime iti pañcālasaṃjñitāḥ	Bhu-_09.21.033/1 vizayANAm-alam-ime iti paQcAla-saMjQitAH
   BhP_09.21.033/2 mudgalādbrahmanirvṛttaṃ gotraṃ maudgalyasaṃjñitam	Bhu-_09.21.033/2 mudgalAt-brahma-nirvRttam gotram mOdgalya-saMjQitam
   BhP_09.21.034/1 mithunaṃ mudgalādbhārmyāddivodāsaḥ pumān abhūt	Bhu-_09.21.034/1 miTunam mudgalAt-BArmyAt-divodAsaH pumAn aBUt-
   BhP_09.21.034/2 ahalyā kanyakā yasyāṃ śatānandastu gautamāt	Bha-a_09.21.034/2 ahalyA kanyakA yasyAm SatAnandaH-tu gOtamAt-
   BhP_09.21.035/1 tasya satyadhṛtiḥ putro dhanurvedaviśāradaḥ	Bhu-_09.21.035/1 tasya satyaDRtiH putraH Danurveda-viSAradaH
   BhP_09.21.035/2 śaradvāṃstatsuto yasmādurvaśīdarśanāt kila	Bhu-_09.21.035/2 SaradvAn=-tad-sutaH yasmAt-urvaSI-darSanAt kila
   BhP_09.21.036/1 śarastambe 'patadreto mithunaṃ tadabhūc chubham	Bhu-_09.21.036/1 Sara-stambe apatat-retaH miTunam tat-aBUt SuBam
   BhP_09.21.036/2 taddṛṣṭvā kṛpayāgṛhṇāc chāntanurmṛgayāṃ caran	Bhu-_09.21.036/2 tat-dRzwvA kRpayA-agRhNAt SAntanuH-mRgayAm caran
   BhP_09.21.036/3 kṛpaḥ kumāraḥ kanyā ca droṇapatnyabhavat kṛpī	BhP_09.21.036/3 kRpaH kumAraH kanyA ca droNapatnI-aBavat kRpI
   BhP_09.22.001/0 śrīśuka uvāca	BhP_09.22.001/0 SrI-SukaH uvAca
   BhP_09.22.001/1 mitrāyuśca divodāsāc cyavanastatsuto nṛpa	BhP_09.22.001/1 mitra-AyuH-ca divodAsAt cyavanaH-tad-sutaH nRpa
   BhP_09.22.001/2 sudāsaḥ sahadevo 'tha somako jantujanmakṛt	Bhu-_09.22.001/2 sudAsaH sahadevaH aTa somakaH jantu-janma-kRt-
   BhP_09.22.002/1 tasya putraśataṃ teṣāṃ yavīyān pṛṣataḥ sutaḥ	Bhu-_09.22.002/1 tasya putra-Satam tezAm yavIyAn pRzataH sutaH
   BhP_09.22.002/2 sa tasmāddrupado jajñe sarvasampatsamanvitaḥ	BhP_09.22.002/2 sa tasmAt-drupadaH jajQe sarva-sampad-samanvitaH
   BhP_09.22.002/3 drupadāddraupadī tasya dhṛṣṭadyumnādayaḥ sutāḥ	Bhu-_09.22.002/3 drupadAt-drOpadI tasya DRzwadyumna-AdayaH sutAH
   BhP_09.22.003/1 dhṛṣṭadyumnāddhṛṣṭaketurbhārmyāḥ pāñcālakā ime	Bhu-_09.22.003/1 DRzwadyumnAt-hRzwaketuH-BArmyAH pAQcAlakAH ime
   BhP_09.22.003/2 yo 'jamīḍhasuto hyanya ṛkṣaḥ saṃvaraṇastataḥ	Bhu-_09.22.003/2 yaH ajamIXa-sutaH hi-anyaH RkzaH saMvaraNaH-tatas-
   BhP_09.22.004/1 tapatyāṃ sūryakanyāyāṃ kurukṣetrapatiḥ kuruḥ	Bhu-_09.22.004/1 tapatyAm sUrya-kanyAyAm kurukzetra-patiH kuruH
   BhP_09.22.004/2 parīkṣiḥ sudhanurjahnurniṣadhaśca kuroḥ sutāḥ	Bhu-_09.22.004/2 parIkziH suDanuH-jahnuH-nizaDaH-ca kuroH sutAH
   BhP_09.22.005/1 suhotro 'bhūt sudhanuṣaścyavano 'tha tataḥ kṛtī	BhP_09.22.005/1 suhotraH aBUt suDanuzaH-cyavanaH aTa tatas kRtI
   BhP_09.22.005/2 vasustasyoparicaro bṛhadrathamukhāstataḥ	Bhu-_09.22.005/2 vasuH-tasya-upari-caraH bRhadraTa-muKAH-tatas-
   BhP_09.22.006/1 kuśāmbamatsyapratyagra cedipādyāśca cedipāḥ	Bhu-_09.22.006/1 kuSAmba-matsya-pratyagra cedi-pa-AdyAH-ca cedipAH
   BhP_09.22.006/2 bṛhadrathāt kuśāgro 'bhūdṛṣabhastasya tatsutaḥ	Bhu-_09.22.006/2 bRhadraTAt kuSAgraH aBUt-RzaBaH-tasya tad-sutaH
   BhP_09.22.007/1 jajñe satyahito 'patyaṃ puṣpavāṃstatsuto jahuḥ	Bhu-_09.22.007/1 jajQe satya-hitaH apatyam puzpavAn=-tad-sutaH jahuH
   BhP_09.22.007/2 anyasyāmapi bhāryāyāṃ śakale dve bṛhadrathāt	Bhu-_09.22.007/2 anyasyAm-api BAryAyAm Sakale dve bRhadraTAt-
   BhP_09.22.008/1 ye mātrā bahirutsṛṣṭe jarayā cābhisandhite	Bhu-_09.22.008/1 ye mAtrA bahis-utsRzwe jarayA ca-aBisanDite
   BhP_09.22.008/2 jīva jīveti krīḍantyā jarāsandho 'bhavat sutaḥ	Bhu-_09.22.008/2 jIva jIva-iti krIxantyAH jarAsanDaH aBavat sutaH
   BhP_09.22.009/1 tataśca sahadevo 'bhūt somāpiryac chrutaśravāḥ	Bhu-_09.22.009/1 tatas-ca sahadevaH aBUt somApiH-yat SrutaSravAH
   BhP_09.22.009/2 parīkṣiranapatyo 'bhūt suratho nāma jāhnavaḥ	Bhu-_09.22.009/2 parIkziH-anapatyaH aBUt suraTaH nAma jAhnavaH
   BhP_09.22.010/1 tato vidūrathastasmāt sārvabhaumastato 'bhavat	Bhu-_09.22.010/1 tatas vidUraTaH-tasmAt sArvaBOmaH-tatas aBavat-
   BhP_09.22.010/2 jayasenastattanayo rādhiko 'to 'yutāyv abhūt	Bhu-_09.22.010/2 jayasenaH-tad-tanayaH rADikaH atas ayutAyu aBUt-
   BhP_09.22.011/1 tataścākrodhanastasmāddevātithiramuṣya ca	Bhu-_09.22.011/1 tatas-ca-akroDanaH-tasmAt-devAtiTiH-amuzya ca
   BhP_09.22.011/2 ṛkṣastasya dilīpo 'bhūt pratīpastasya cātmajaḥ	Bhu-_09.22.011/2 RkzaH-tasya dilIpaH aBUt pratIpaH-tasya ca-AtmajaH
   BhP_09.22.012/1 devāpiḥ śāntanustasya bāhlīka iti cātmajāḥ	Bhu-_09.22.012/1 devApiH SAntanuH-tasya bAhlIkaH iti ca-AtmajAH
   BhP_09.22.012/2 pitṛrājyaṃ parityajya devāpistu vanaṃ gataḥ	Bhu-_09.22.012/2 pitR-rAjyam parityajya devApiH-tu vanam gataH
   BhP_09.22.013/1 abhavac chāntanū rājā prāṅ mahābhiṣasaṃjñitaḥ	Bhu-_09.22.013/1 aBavat SAntanuH rAjA prAk mahABiza-saMjQitaH
   BhP_09.22.013/2 yaṃ yaṃ karābhyāṃ spṛśati jīrṇaṃ yauvanameti saḥ	Bhu-_09.22.013/2 yam yam karAByAm spRSati jIrNam yOvanam-eti saH
   BhP_09.22.014/1 śāntimāpnoti caivāgryāṃ karmaṇā tena śāntanuḥ	Bhu-_09.22.014/1 SAntim-Apnoti ca-eva-agryAm karmaNA tena SAntanuH
   BhP_09.22.014/2 samā dvādaśa tadrājye na vavarṣa yadā vibhuḥ	Bhu-_09.22.014/2 samAH dvAdaSa tad-rAjye na vavarza yadA viBuH
   BhP_09.22.015/1 śāntanurbrāhmaṇairuktaḥ parivettāyamagrabhuk	Bhu-_09.22.015/1 SAntanuH-brAhmaNEH-uktaH parivettA-ayam-agra-Buj-
   BhP_09.22.015/2 rājyaṃ dehyagrajāyāśu purarāṣṭravivṛddhaye	Bhu-_09.22.015/2 rAjyam dehi-agrajAya-ASu pura-rAzwra-vivRdDaye
   BhP_09.22.016/1 evamukto dvijairjyeṣṭhaṃ chandayāmāsa so 'bravīt	Bhu-_09.22.016/1 evam-uktaH dvijEH-jyezWam CandayAmAsa saH abravIt-
   BhP_09.22.016/2 tanmantriprahitairviprairvedādvibhraṃśito girā	Bhu-_09.22.016/2 tad-mantri-prahitEH-viprEH-vedAt-viBraMSitaH girA
   BhP_09.22.017/1 vedavādātivādān vai tadā devo vavarṣa ha	Bhu-_09.22.017/1 veda-vAda-ativAdAn vE tadA devaH vavarza ha
   BhP_09.22.017/2 devāpiryogamāsthāya kalāpagrāmamāśritaḥ	Bhu-_09.22.017/2 devApiH-yogam-AsTAya kalApa-grAmam-ASritaH
   BhP_09.22.018/1 somavaṃśe kalau naṣṭe kṛtādau sthāpayiṣyati	Bhu-_09.22.018/1 soma-vaMSe kalO nazwe kRta-AdO sTApayizyati
   BhP_09.22.018/2 bāhlīkāt somadatto 'bhūdbhūrirbhūriśravāstataḥ	Bhu-_09.22.018/2 bAhlIkAt somadattaH aBUt-BUriH-BUriSravAH-tatas-
   BhP_09.22.019/1 śalaśca śāntanorāsīdgaṅgāyāṃ bhīṣma ātmavān	BhP_09.22.019/1 SalaH-ca SAntanoH-AsIt-gaFgAyAm BIzmaH AtmavAn
   BhP_09.22.019/2 sarvadharmavidāṃ śreṣṭho mahābhāgavataḥ kaviḥ	Bhu-_09.22.019/2 sarva-Darma-vidAm SrezWaH mahA-BAgavataH kaviH
   BhP_09.22.020/1 vīrayūthāgraṇīryena rāmo 'pi yudhi toṣitaḥ	Bhu-_09.22.020/1 vIra-yUTa-agraNIryena rAmaH api yuDi tozitaH
   BhP_09.22.020/2 śāntanordāsakanyāyāṃ jajñe citrāṅgadaḥ sutaḥ	Bhu-_09.22.020/2 SAntanoH-dAsa-kanyAyAm jajQe citrAFgadaH sutaH
   BhP_09.22.021/1 vicitravīryaścāvarajo nāmnā citrāṅgado hataḥ	Bhu-_09.22.021/1 vicitravIryaH-ca-avarajaH nAmnA citrAFgadaH hataH
   BhP_09.22.021/2 yasyāṃ parāśarāt sākṣādavatīrṇo hareḥ kalā	Bhu-_09.22.021/2 yasyAm parASarAt sAkzAt-avatIrNaH hareH kalA
   BhP_09.22.022/1 vedagupto muniḥ kṛṣṇo yato 'hamidamadhyagām	Bhu-_09.22.022/1 vedaguptaH muniH kRzNaH yatas aham-ida-maDya-gAm
   BhP_09.22.022/2 hitvā svaśiṣyān pailādīn bhagavān bādarāyaṇaḥ	Bhu-_09.22.022/2 hitvA sva-SizyAn pElAdIn BagavAn bAdarAyaNaH
   BhP_09.22.023/1 mahyaṃ putrāya śāntāya paraṃ guhyamidaṃ jagau	Bhu-_09.22.023/1 mahyam putrAya SAntAya param guhyam-idam jagO
   BhP_09.22.023/2 vicitravīryo 'thovāha kāśīrājasute balāt	Bhu-_09.22.023/2 vicitravIryaH aTa-uva-Aha kASI-rAja-sute balAt-
   BhP_09.22.024/1 svayaṃvarādupānīte ambikāmbālike ubhe	Bha-a_09.22.024/1 svayaMvarAt-upAnIte ambikA-ambAlike uBe
   BhP_09.22.024/2 tayorāsaktahṛdayo gṛhīto yakṣmaṇā mṛtaḥ	Bhu-_09.22.024/2 tayoH-Asakta-hRdayaH gRhItaH yakzmaNA mRtaH
   BhP_09.22.025/1 kṣetre 'prajasya vai bhrāturmātrokto bādarāyaṇaḥ	Bhu-_09.22.025/1 kzetre aprajasya vE BrAtuH-mAtra-uktaH bAdarAyaNaH
   BhP_09.22.025/2 dhṛtarāṣṭraṃ ca pāṇḍuṃ ca viduraṃ cāpyajījanat	Bhu-_09.22.025/2 DRtarAzwram ca pANxum ca viduram ca-api-ajIjanat
   BhP_09.22.026/1 gāndhāryāṃ dhṛtarāṣṭrasya jajñe putraśataṃ nṛpa	Bhu-_09.22.026/1 gAnDAryAm DRtarAzwrasya jajQe putra-Satam nRpa
   BhP_09.22.026/2 tatra duryodhano jyeṣṭho duḥśalā cāpi kanyakā	Bhu-_09.22.026/2 tatra duryoDanaH jyezWaH duHSalA ca-api kanyakA
   BhP_09.22.027/1 śāpān maithunaruddhasya pāṇḍoḥ kuntyāṃ mahārathāḥ	Bhu-_09.22.027/1 SApAt mETuna-rudDasya pANxoH kuntyAm mahA-raTAH
   BhP_09.22.027/2 jātā dharmānilendrebhyo yudhiṣṭhiramukhāstrayaḥ	Bhu-_09.22.027/2 jAtAH Darma-anila-indreByaH yuDizWira-muKAH-trayaH
   BhP_09.22.028/1 nakulaḥ sahadevaśca mādryāṃ nāsatyadasrayoḥ	Bhu-_09.22.028/1 nakulaH sahadevaH-ca mAdryAm nAsatya-dasrayoH
   BhP_09.22.028/2 draupadyāṃ pañca pañcabhyaḥ putrāste pitaro 'bhavan	Bhu-_09.22.028/2 drOpadyAm paQca paQcaByaH putrAH-te pitaraH aBavan
   BhP_09.22.029/1 yudhiṣṭhirāt prativindhyaḥ śrutaseno vṛkodarāt	Bhu-_09.22.029/1 yuDizWirAt prativinDyaH SrutasenaH vRkodarAt-
   BhP_09.22.029/2 arjunāc chrutakīrtistu śatānīkastu nākuliḥ	BhP_09.22.029/2 arjunAt SrutakIrtiH-tu SatAnIkaH-tu nAkuliH
   BhP_09.22.030/1 sahadevasuto rājan chrutakarmā tathāpare	Bhu-_09.22.030/1 sahadeva-sutaH rAjan SrutakarmA taTA-apare
