   (Vaidya 75)	(VEdyaH 75)
   bālapṛthagjanairudgṛhītaḥ | bālapṛthagjanā iti subhūte ajanā eva te	bAla-pRTagjanEH-udgRhItaH | bAla-pRTagjanAH iti suBUte ajanAH eva te
   tathāgatena bhāṣitāḥ | tenocyante bālapṛthagjanā iti || 25 ||	taTAgatena BAzitAH | tena-ucyante bAla-pRTagjanAH iti || 25 ||
   tatkiṃ manyase subhūte - lakṣaṇasaṃpadā tathāgato draṣṭavyaḥ? subhūtirāha	tat-kim manyase suBUte  lakzaNa-saMpadA taTAgataH drazwavyaH? suBUtiH-Aha
   - no hīdaṃ bhagavan | yathāhaṃ bhagavato bhāṣitasyārthamājānāmi, na	 no hi-idam Bagavan | yaTA-aham BagavataH BAzitasya-arTam-AjAnAmi, na
   lakṣaṇasaṃpadā tathāgato draṣṭavyaḥ | bhagavānāha - sādhu sādhu subhūte,	lakzaNa-saMpadA taTAgataH drazwavyaH | BagavAn-Aha  sADu sADu suBUte,
   evametatsubhūte, evametadyathā vadasi | na lakṣaṇasaṃpadā tathāgato	evam-etat-suBUte, evam-etat-yaTA vadasi | na lakzaNa-saMpadA taTAgataH-
   draṣṭavyaḥ | tatkasya hetoḥ? sacetpunaḥ subhūte lakṣaṇasaṃpadā tathāgato	drazwavyaH | tat-kasya hetoH? saced-punar suBUte lakzaNa-saMpadA taTAgataH-
   draṣṭavyo 'bhaviṣyat, rājāpi cakravartī tathāgato 'bhaviṣyat | tasmānna	drazwavyaH aBavizyat, rAjA-api cakravartI taTAgataH aBavizyat | tasmAt-na
   lakṣaṇasaṃpadā tathāgato draṣṭavyaḥ | āyuṣmān	lakzaNa-saMpadA taTAgataH drazwavyaH | AyuzmAn
   subhutirbhagavantametadavocat - yathāhaṃ bhagavato bhāṣitasyārthamājānāmi,	suButiH-Bagavantam-etat-avocat  yaTA-aham BagavataH BAzitasya-arTam-AjAnAmi,
   na lakṣaṇasaṃpadā tathāgato draṣṭavyaḥ ||	na lakzaNa-saMpadA taTAgataH drazwavyaH ||
   atha khalu bhagavāṃstasyāṃ velāyāmime gāthe abhāṣata -	aTa Kalu BagavAn=-tasyAm velAyAm-ime gATe aBAzata -
   ye māṃ rūpeṇa cādrākṣurye māṃ ghoṣeṇa cānvaguḥ |	ye mAm rUpeNa ca-adrAkzuH-ye mAm GozeNa ca-anvaguH |
   mithyāprahāṇaprasṛtā na māṃ drakṣyanti te janāḥ || 1 ||	miTyA-prahANa-prasRtAH na mAm drakzyanti te janAH || 1 ||
   dharmato buddho draṣṭavyo dharmakāyā hi nāyakāḥ |	DarmataH budDaH drazwavyaH Darma-kAyAH hi nAyakAH |
   dharmatā ca na vijñeyā na sā śakyā vijānitum || 2 || 26 ||	DarmatA ca na vijQeyA na sA SakyAH vijAnitum || 2 || 26 ||
   (Vajr, Vaidya 88) tatkiṃ manyase subhūte lakṣaṇasaṃpadā tathāgatena	(Vajr, VEdyaH 88) tat-kim manyase suBUte lakzaNa-saMpadA taTAgatena
   anuttarā samyaksaṃbodhirabhisaṃbuddhā? na khalu punaste subhūte evaṃ	anuttarA samyaksaMboDiH-aBisaMbudDA? na Kalu punar-te suBUte evam
   draṣṭavyam | tatkasya hetoḥ? na hi subhūte lakṣaṇasaṃpadā tathāgatena	drazwavyam | tat-kasya hetoH? na hi suBUte lakzaNa-saMpadA taTAgatena
   anuttarā samyaksaṃbodhirabhisaṃbuddhā syāt | na khalu punaste subhūte	anuttarA samyaksaMboDiH-aBisaMbudDA syAt | na Kalu punar-te suBUte
   kaścidevaṃ vadet - bodhisattvayānasaṃprasthitaiḥ kasyaciddharmasya vināśaḥ	kaScid-evam vadet  boDisattva-yAna-saMprasTitEH kasyacid-Darmasya vinASaH
   prajñaptaḥ ucchedo veti | na khalu punaste subhūte evaṃ draṣṭavyam |	prajQaptaH ucCedaH vA-iti | na Kalu punar-te suBUte evam drazwavyam |
   tatkasya hetoḥ? na bodhisattvayānasaṃprasthitaiḥ kasyaciddharmasya vināśaḥ	tat-kasya hetoH? na boDisattva-yAna-saMprasTitEH kasyacid-Darmasya vinASaH
   prajñapto nocchedaḥ || 27 ||	prajQaptaH na-ucCedaH || 27 ||
   yaśca khalu punaḥ subhūte kulaputro vā kuladuhitā vā	yaH-ca Kalu punar suBUte kula-putraH vA kula-duhitA vA
   gaṅgānadīvālukāsamāṃllokadhātūn saptaratnaparipūrṇaṃ kṛtvā tathāgatebhyo	gaFgA-nadI-vAlukA-samAn=-loka-DAtUn sapta-ratna-paripUrNam kRtvA taTAgateByaH-
   'rhadbhayaḥ samyaksaṃbuddhebhyo dānaṃ dadyāt, yaśca bodhisattvo	arhat-BayaH samyaksaMbudDeByaH dAnam dadyAt, yaH-ca boDisattvaH-
   nirātmakeṣvanutpattikeṣu dharmeṣu kṣāntiṃ pratilabhate, ayameva	nirAtmakezu-anutpattikezu Darmezu kzAntim pratilaBate, ayam-eva
   tatonidānaṃ bahutaraṃ puṇyaskandhaṃ prasavedaprameyamasaṃkhyeyam | na	tatonidAnam bahutaram puNya-skanDam prasavet-aprameyam-asaMKyeyam | na
   khalu punaḥ subhūte bodhisattvena mahāsattvena puṇyaskandhaḥ	Kalu punar suBUte boDisattvena mahAsattvena puNya-skanDaH
   parigrahītavyaḥ | āyuṣmān subhūtirāha - nanu bhagavan bodhisattvena	parigrahItavyaH | AyuzmAn suBUtiH-Aha  nanu Bagavan boDisattvena
   puṇyaskandhaḥ parigrahītavyaḥ? bhagavānāha - parigrahītavyaḥ subhūte no	puNya-skanDaH parigrahItavyaH? BagavAn-Aha  parigrahItavyaH suBUte na-u
   grahītavyaḥ | tenocyate parigrahītavya iti || 28 ||	grahItavyaH | tena-ucyate parigrahItavyaH iti || 28 ||
   api tu khalu punaḥ subhūte yaḥ kaścidevaṃ vadet - tathāgato gacchati vā	api tu Kalu punar suBUte yaH kaScid-evam vadet  taTAgataH gacCati vA
   āgacchati vā tiṣṭhati vā niṣīdati vā, śayyāṃ vā kalpayati, na me subhūte	AgacCati vA tizWati vA nizIdati vA, SayyAm vA kalpayati, na me suBUte
   (sa) bhāṣitasyārthamājānāti | tatkasya hetoḥ? tathāgata iti subhūte ucyate	(sa) BAzitasya-arTam-AjAnAti | tat-kasya hetoH? taTAgataH iti suBUte ucyate
   na kvacidgato na kutaścidāgataḥ | tenocyate tathāgato 'rhan	na kvacid-gataH na kutaScid-AgataH | tena-ucyate taTAgataH arhan
   samyaksaṃbuddha iti || 29 ||	samyaksaMbudDaH iti || 29 ||
   yaśca khalu punaḥ subhūte kulaputro vā kuladuhitā vā yāvanti	yaH-ca Kalu punar suBUte kula-putraH vA kula-duhitA vA yAvanti
   trisāhasramahāsāhasre lokadhātau pṛthivīrajāṃsi, tāvatāṃ	tri-sAhasra-mahA-sAhasre lokaDAtO pRTivI-rajAMsi, tAvatAm
   lokadhātūnāmevaṃrūpaṃ maṣiṃ kuryāt yāvadevamasaṃkhyeyena vīryeṇa	lokaDAtUnAm-evaMrUpam mazim kuryAt yAvat-evam-asaMKyeyena vIryeNa
   tadyathāpi nāma paramāṇusaṃcayaḥ, tatkiṃ manyase subhūte - api nu bahuḥ sa	tat-yaTA-api nAma paramANu-saMcayaH, tat-kim manyase suBUte  api nu bahuH sa
   paramāṇusaṃcayo bhavet? subhūtirāha - evametadbhagavan, evametatsugata |	paramANu-saMcayaH Bavet? suBUtiH-Aha  evam-etat-Bagavan, evam-etat-sugataH |
   bahuḥ sa paramāṇusaṃcayo bhavet | tatkasya hetoḥ? sacedbhagavan bahuḥ	bahuH sa paramANu-saMcayaH Bavet | tat-kasya hetoH? saced-Bagavan bahuH
   paramāṇusaṃcayo 'bhaviṣyat, na bhagavānavakṣyat - paramāṇusaṃcaya iti |	paramANu-saMcayaH aBavizyat, na BagavAn-avakzyat  paramANu-saMcayaH iti |
   tatkasya hetoḥ? yo 'sau bhagavan paramāṇusaṃcayastathāgatena bhāṣitaḥ,	tat-kasya hetoH? yaH asO Bagavan paramANu-saMcayaH-taTAgatena BAzitaH,
   asaṃcayaḥ sa tathāgatena bhāṣitaḥ | tenocyate paramāṇusaṃcaya iti | yaśca	asaMcayaH sa taTAgatena BAzitaH | tena-ucyate paramANu-saMcayaH iti | yaH-ca
   tathāgatena bhāṣitastrisāhasramahāsāhasro lokadhāturiti, adhātuḥ sa	taTAgatena BAzitaH-tri-sAhasra-mahA-sAhasraH lokaDAtuH-iti, aDAtuH sa
   tathāgatena bhāṣitaḥ | tenocyate trisāhasramahāsāhasro lokadhāturiti |	taTAgatena BAzitaH | tena-ucyate tri-sAhasra-mahA-sAhasraH lokaDAtuH-iti |
   tatkasya hetoḥ? sacedbhagavan lokadhāturabhaviṣyat, sa eva piṇḍagrāho	tat-kasya hetoH? saced-Bagavan lokaDAtuH-aBavizyat, saH eva piNxa-grAhaH-
   (Vajr, Vaidya 89) 'bhaviṣyat | yaścaiva piṇḍagrāhastathāgatena bhāṣitaḥ,	(Vajr, VEdya 89) aBavizyat | yaH-ca-eva piNxa-grAhaH-taTAgatena BAzitaH,
   agrāhaḥ sa tathāgatena bhāṣitaḥ | tenocyate piṇḍagrāha iti | bhagavānāha -	agrAhaH sa taTAgatena BAzitaH | tena-ucyate piNxa-grAhaH iti | BagavAn-Aha -
   piṇḍagrāhaścaiva subhūte avyavahāro 'nabhilāpyaḥ | na sa dharmo nādharmaḥ	piNxa-grAhaH-ca-eva suBUte avyavahAraH anaBilApyaH | na sa DarmaH na-aDarmaH
   | sa ca bālapṛthagjanairudgṛhītaḥ || 30 ||	| sa ca bAla-pRTagjanEH-udgRhItaH || 30 ||
   tatkasya hetoḥ? yo hi kaścitsubhūte evaṃ vadet - ātmadṛṣṭistathāgatena	tat-kasya hetoH? yaH hi kaScid-suBUte evam vadet  Atma-dRzwiH-taTAgatena
   bhāṣitā, sattvadṛṣṭirjīvadṛṣṭiḥ pudgaladṛṣṭistathāgatena bhāṣitā, api nu	BAzitA, sattva-dRzwiH-jIva-dRzwiH pudgala-dRzwiH-taTAgatena BAzitA, api nu
   sa subhūte samyagvadamāno vadet? subhūtirāha - no hīdaṃ bhagavan, no hīdaṃ	sa suBUte samyak-vadamAnaH vadet? suBUtiH-Aha  no hi-idam Bagavan, no hi-idam
   sugata, na samyagvadamāno vadet | tatkasya hetoḥ? yā sā bhagavan	sugata, na samyak-vadamAnaH vadet | tat-kasya hetoH? yA sA Bagavan
   ātmadṛṣṭistathāgatena bhāṣitā, adṛṣṭiḥ sā tathāgatena bhāṣitā | tenocyate	Atma-dRzwiH-taTAgatena BAzitA, adRzwiH sA taTAgatena BAzitA | tena-ucyate
   ātmadṛṣṭiriti ||	Atma-dRzwiH-iti ||
   bhagavānāha - evaṃ hi subhūte bodhisattvayānasaṃprasthitena sarvadharmā	BagavAn-Aha  evam hi suBUte boDisattva-yAna-saMprasTitena sarva-DarmA
   jñātavyā draṣṭavyā adhimoktavyāḥ | tathāca jñātavyā draṣṭavyā	jQAtavyAH drazwavyAH aDimoktavyAH | taTA-ca jQAtavyA drazwavyA
   adhimoktavyāḥ, yathā na dharmasaṃjñāyāmapi	aDimoktavyAH, yaTA na Darma-saMjQAyAm-api
   pratyupatiṣṭhennādharmasaṃjñāyām | tatkasya hetoḥ? dharmasaṃjñā	pratyupatizWet-na-aDarma-saMjQAyAm | tat-kasya hetoH? Darma-saMjQA
   dharmasaṃjñeti subhūte asaṃjñaiṣā tathāgatena bhāṣitā | tenocyate	Darma-saMjQA-iti suBUte asaMjQA-ezA taTAgatena BAzitA | tena-ucyate
   dharmasaṃjñeti || 31 ||	Darma-saMjQA-iti || 31 ||
   yaśca khalu punaḥ subhūte bodhisattvo mahāsattvo	yaH-ca Kalu punar suBUte boDisattvaH mahAsattvaH-
   'prameyānasaṃkhyeyāṃllokadhātūn saptaratnaparipūrṇaṃ kṛtvā tathāgatebhyo	aprameyAn-asaMKyeyAn=-loka-DAtUn sapta-ratna-paripUrNam kRtvA taTAgateByaH-
   'rhadbhayaḥ samyaksaṃbuddhebhyo dānaṃ dadyāt, yaśca kulaputro vā	arhat-BayaH samyaksaMbudDeByaH dAnam dadyAt, yaH-ca kula-putraH vA
   kuladuhitā vā itaḥ prajñāpāramitāyā dharmaparyāyādantaśaścatuṣpādikāmapi	kula-duhitA vA itas prajQApAramitAyAH Darma-paryAyAt-antaSas-catuzpAdikAm-api
   gāthāmudgṛhya dhārayeddeśayedvācayet paryavāpnuyāt, parebhyaśca vistareṇa	gATAm-udgRhya DArayet-deSayet-vAcayet paryavApnuyAt, pareByaH-ca vistareNa
   saṃprakāśayet, ayameva tatonidānaṃ bahutaraṃ puṇyaskandhaṃ	saMprakASayet, ayam-eva tatonidAnam bahutaram puNya-skanDam
   prasunuyādaprameyamasaṃkhyeyam | kathaṃ ca saṃprakāśayet? tadyathākāśe -	prasunuyAt-aprameyam-asaMKyeyam | kaTam ca saMprakASayet? tat-yaTA-AkASe -
   tārakā timiraṃ dīpo māyāvaśyāya budbudam |	tArakA timiram dIpaH mAyA-vaSyAya budbudam |
   svapnaṃ ca vidyudabhraṃ ca evaṃ draṣṭavya saṃskṛtam ||	svapnam ca vidyut-aBram ca evam drazwavya saMskRtam ||
   tathā prakāśayet, tenocyate saṃprakāśayediti ||	taTA prakASayet, tena-ucyate saMprakASayet-iti ||
   idamavocadbhagavān āttamanāḥ | sthavirasubhūtiste ca	idam-avocat-BagavAn Atta-manAH | sTavira-suBUtiH-te ca
   bhikṣubhikṣuṇyupāsakopāsikāste ca bodhisattvāḥ	Bikzu-BikzuNI-upAsaka-upAsikAH-te ca boDisattvAH
   sadevamānuṣāsuragandharvaśca loko bhagavato bhāṣitamabhyanandanniti || 32	sa-deva-mAnuza-asura-ganDarvaH-ca lokaH BagavataH BAzitam-aByanandan=-iti || 32
   || āryavajracchedikā bhagavatī prajñāpāramitā samāptā ||	|| Arya-vajracCedikA BagavatI prajQApAramitA samAptAH ||
