   BhP_12.01.001/0 śrī-śuka uvāca	BhP_12.01.001/0 SrI-SukaH uvAca
   BhP_12.06.022/1 iti brahmoditākṣepaiḥ sthānād indraḥ pracālitaḥ	Bhu-_12.06.022/1 iti brahma-udita-AkzepEH sTAnAt indraH pracAlitaH
   BhP_12.06.022/3 babhūva sambhrānta-matiḥ sa-vimānaḥ sa-takṣakaḥ	Bhu-_12.06.022/3 baBUva samBrAnta-matiH sa-vimAnaH sa-takzakaH
   BhP_12.06.023/1 taṃ patantaṃ vimānena saha-takṣakam ambarāt	Bhu-_12.06.023/1 tam patantam vimAnena saha-takzakam ambarAt-
   BhP_12.06.023/3 vilokyāṅgirasaḥ prāha rājānaṃ taṃ bṛhaspatiḥ	BhP_12.06.023/3 vilokya-aFgirasaH prAha rAjAnam tam bRhaspatiH
   BhP_12.06.024/1 naiṣa tvayā manuṣyendra vadham arhati sarpa-rāṭ	Bhu-_12.06.024/1 na-eza tvayA manuzya-indra vaDam arhati sarpa-rAj-
   BhP_12.06.024/3 anena pītam amṛtam atha vā ajarāmaraḥ	Bhu-_12.06.024/3 anena pItam amRtam aTa vE ajara-amaraH
   BhP_12.06.025/1 jīvitaṃ maraṇaṃ jantor gatiḥ svenaiva karmaṇā	Bhu-_12.06.025/1 jIvitam maraNam jantoH gatiH svena-eva karmaNA
   BhP_12.06.025/3 rājaṃs tato 'nyo nāsty asya pradātā sukha-duḥkhayoḥ	Bhu-_12.06.025/3 rAjan tatas anyaH na-asti asya pradAtA suKa--duHKayoH
   BhP_12.06.026/1 sarpa-caurāgni-vidyudbhyaḥ kṣut-tṛd-vyādhy-ādibhir nṛpa	BhP_12.06.026/1 sarpa--cOra-agni-vidyudByaH kzut--tRd-vyADi--a-AdiBiH nRpa
   BhP_12.06.026/3 pañcatvam ṛcchate jantur bhuṅkta ārabdha-karma tat	Bhu-_12.06.026/3 paQcatvam RcCate jantuH BuFkte ArabDa---karma tat-
   BhP_12.06.027/1 tasmāt satram idaṃ rājan saṃsthīyetābhicārikam	Bhu-_12.06.027/1 tasmAt satram idam rAjan saMsTIyeta-ABicArikam
   BhP_12.06.027/3 sarpā anāgaso dagdhā janair diṣṭaṃ hi bhujyate	BhP_12.06.027/3 sarpAH anAgasaH dagDAH janEH dizwam hi Bujyate
   BhP_12.06.028/0 sūta uvāca	BhP_12.06.028/0 sUtaH uvAca
   BhP_12.06.028/1 ity uktaḥ sa tathety āha maharṣer mānayan vacaḥ	Bhu-_12.06.028/1 iti uktaH sa taTA-iti Aha mahA-RzeH mAnayan vacaH
   BhP_12.06.028/3 sarpa-satrād uparataḥ pūjayām āsa vāk-patim	BhP_12.06.028/3 sarpa--satrAt uparataH pUjayAm Asa vAk-patim
   BhP_12.06.029/1 saiṣā viṣṇor mahā-māyā- bādhyayālakṣaṇā yayā	Bhu-_12.06.029/1 sA-ezA vizNoH mahA-mAyA bADyayA-lakzaNA yayA
   BhP_12.06.029/3 muhyanty asyaivātma-bhūtā bhūteṣu guṇa-vṛttibhiḥ	Bhu-_12.06.029/3 muhyanti asya-eva-Atma--BUtA BUtezu guNa-vRttiBiH
   BhP_12.06.030/1 na yatra dambhīty abhayā virājitā māyātma-vāde 'sakṛd	Bhu-_12.06.030/1 na yatra damBI-iti aBayA virAjitA mAyA-Atma--vAde asakRt-
   ātma-vādibhiḥ	Atma-vAdiBiH
   BhP_12.06.030/3 na yad vivādo vividhas tad-āśrayo manaś ca	Bhu-_12.06.030/3 na yat vivAdaH viviDaH tad--ASrayaH manaH ca
   saṅkalpa-vikalpa-vṛtti yat	saFkalpa--vikalpa-vRtti yat-
   BhP_12.06.031/1 na yatra sṛjyaṃ sṛjatobhayoḥ paraṃ śreyaś ca jīvas tribhir	Bhu-_12.06.031/1 na yatra sRjyam sRjata-uBayoH param SreyaH ca jIvaH triBiH-
   anvitas tv aham	anvitaH tu aham
   BhP_12.06.031/3 tad etad utsādita-bādhya-bādhakaṃ niṣidhya cormīn virameta	Bhu-_12.06.031/3 tat etat utsAdita--bADya--bADakam niziDya ca-UrmIn virameta
   tan muniḥ	tat muniH
   BhP_12.06.032/1 paraṃ padaṃ vaiṣṇavam āmananti tad yan neti netīty	Bhu-_12.06.032/1 param padam vEzNavam Amananti tat yat na-iti na-iti-iti-
   atad-utsisṛkṣavaḥ	atad-utsisRkzavaH
   BhP_12.06.032/3 visṛjya daurātmyam ananya-sauhṛdā hṛdopaguhyāvasitaṃ	Bhu-_12.06.032/3 visRjya dOrAtmyam ananya--sOhRdA hRdA-upaguhya-avasitam
   samāhitaiḥ	samAhitEH
   BhP_12.06.033/1 ta etad adhigacchanti viṣṇor yat paramaṃ padam	Bhu-_12.06.033/1 te etat aDigacCanti vizNoH yat paramam padam
   BhP_12.06.033/3 ahaṃ mameti daurjanyaṃ na yeṣāṃ deha-geha-jam	Bhu-_12.06.033/3 aham mama-iti dOrjanyam na yezAm deha--geha--jam
   BhP_12.06.034/1 ativādāṃs titikṣeta nāvamanyeta kañcana	Bhu-_12.06.034/1 ativAdAn titikzeta na-avamanyeta kaQcana
   BhP_12.06.034/3 na cemaṃ deham āśritya vairaṃ kurvīta kenacit	Bhu-_12.06.034/3 na ca-imam deham ASritya vEram kurvIta kenacid-
   BhP_12.06.035/1 namo bhagavate tasmai kṛṣṇāyākuṇṭha-medhase	Bhu-_12.06.035/1 namaH Bagavate tasmE kRzNAya-akuNWa--meDase
   BhP_12.06.035/3 yat-pādāmburuha-dhyānāt saṃhitām adhyagām imām	Bhu-_12.06.035/3 yat-pAda-amburuha--DyAnAt saMhitAm aDyagAm imAm
   BhP_12.06.036/0 śrī-śaunaka uvāca	Bha-a_12.06.036/0 SrI--SOnakaH uvAca
   BhP_12.06.036/1 pailādibhir vyāsa-śiṣyair vedācāryair mahātmabhiḥ	Bhu-_12.06.036/1 pElAdiBiH vyAsa--SizyEH veda-AcAryEH mahAtmaBiH
   BhP_12.06.036/3 vedāś ca kathitā vyastā etat saumyābhidhehi naḥ	Bhu-_12.06.036/3 vedAH ca kaTitAH vyastAH etat sOmya-aBiDehi naH
   BhP_12.06.037/0 sūta uvāca	BhP_12.06.037/0 sUtaH uvAca
   BhP_12.06.037/1 samāhitātmano brahman brahmaṇaḥ parameṣṭhinaḥ	Bhu-_12.06.037/1 samAhita-AtmanaH brahman brahmaNaH paramezWinaH
   BhP_12.06.037/3 hṛdy ākāśād abhūn nādo vṛtti-rodhād vibhāvyate	Bhu-_12.06.037/3 hRdi AkASAt aBUt nAdaH vRtti-roDAt viBAvyate
   BhP_12.06.038/1 yad-upāsanayā brahman yogino malam ātmanaḥ	Bhu-_12.06.038/1 yat--upAsanayA brahman yoginaH malam AtmanaH
   BhP_12.06.038/3 dravya-kriyā-kārakākhyaṃ dhūtvā yānty apunar-bhavam	Bhu-_12.06.038/3 dravya-kriyA--kAraka-AKyam DUtvA yAnti apunar--Bavam
   BhP_12.06.039/1 tato 'bhūt tri-vṛd oṃkāro yo 'vyakta-prabhavaḥ sva-rāṭ	Bhu-_12.06.039/1 tatas aBUt tri-vRt oMkAraH yaH avyakta--praBavaH sva-rAj-
   BhP_12.06.039/3 yat tal liṅgaṃ bhagavato brahmaṇaḥ paramātmanaḥ	Bhu-_12.06.039/3 yat tat liFgam BagavataH brahmaNaH paramAtmanaH
   BhP_12.06.040/1 śṛṇoti ya imaṃ sphoṭaṃ supta-śrotre ca śūnya-dṛk	BhP_12.06.040/1 SRNoti yaH imam sPowam supta--Srotre ca SUnya-dRS-
   BhP_12.06.040/3 yena vāg vyajyate yasya vyaktir ākāśa ātmanaḥ	Bhu-_12.06.040/3 yena vAc vyajyate yasya vyaktiH AkASaH AtmanaH
   BhP_12.06.041/1 sva-dhāmno brāhmaṇaḥ sākṣād vācakaḥ paramātmanaḥ	BhP_12.06.041/1 sva-DAmnaH brAhmaNaH sAkzAt vAcakaH paramAtmanaH
   BhP_12.06.041/3 sa sarva-mantropaniṣad veda-bījaṃ sanātanam	Bhu-_12.06.041/3 sa sarva-mantra-upanizad veda-bIjam sanAtanam
   BhP_12.06.042/1 tasya hy āsaṃs trayo varṇā a-kārādyā bhṛgūdvaha	Bhu-_12.06.042/1 tasya hi Asan trayaH varNAH a-kAra-AdyAH BRgu-udvaha
   BhP_12.06.042/3 dhāryante yais trayo bhāvā guṇa-nāmārtha-vṛttayaḥ	Bhu-_12.06.042/3 DAryante yEH trayaH BAvAH guNa--nAma-arTa--vRttayaH
   BhP_12.06.043/1 tato 'kṣara-samāmnāyam asṛjad bhagavān ajaḥ	Bhu-_12.06.043/1 tatas akzara--samAmnAyam asRjat BagavAn ajaH
   BhP_12.06.043/3 antasthoṣma-svara-sparśa- hrasva-dīrghādi-lakṣaṇam	Bhu-_12.06.043/3 antasTa-Uzma--svara--sparSa hrasva--dIrGa-Adi--lakzaNam
   BhP_12.06.044/1 tenāsau caturo vedāṃś caturbhir vadanair vibhuḥ	Bhu-_12.06.044/1 tena-asO caturaH vedAn caturBiH vadanEH viBuH
   BhP_12.06.044/3 sa-vyāhṛtikān soṃkārāṃś cātur-hotra-vivakṣayā	Bhu-_12.06.044/3 sa-vyAhRtikAn soMkArAn cAtur-hotra--vivakzayA
   BhP_12.06.045/1 putrān adhyāpayat tāṃs tu brahmarṣīn brahma-kovidān	Bhu-_12.06.045/1 putrAn aDyApayat tAn tu brahmarzIn brahma--kovidAn
   BhP_12.06.045/3 te tu dharmopadeṣṭāraḥ sva-putrebhyaḥ samādiśan	Bhu-_12.06.045/3 te tu Darma-upadezwAraH sva-putreByaH samAdiSan
   BhP_12.06.046/1 te paramparayā prāptās tat-tac-chiṣyair dhṛta-vrataiḥ	Bhu-_12.06.046/1 te paramparayA prAptAH tat-tac--SizyEH DRta--vratEH
   BhP_12.06.046/3 catur-yugeṣv atha vyastā dvāparādau maharṣibhiḥ	Bhu-_12.06.046/3 catur--yugezu aTa vyastAH dvApara-AdO mahA-RziBiH
   BhP_12.06.047/1 kṣīṇāyuṣaḥ kṣīṇa-sattvān durmedhān vīkṣya kālataḥ	Bhu-_12.06.047/1 kzINa-AyuzaH kzINa--sattvAn durmeDAn vIkzya kAlataH
   BhP_12.06.047/3 vedān brahmarṣayo vyasyan hṛdi-sthācyuta-coditāḥ	Bhu-_12.06.047/3 vedAn brahmarzayaH vyasyan hRdi-sTa-acyuta--coditAH
   BhP_12.06.048/1 asminn apy antare brahman bhagavān loka-bhāvanaḥ	Bhu-_12.06.048/1 asmin api antare brahman BagavAn loka-BAvanaH
   BhP_12.06.048/3 brahmeśādyair loka-pālair yācito dharma-guptaye	Bhu-_12.06.048/3 brahma-ISa-AdyEH loka-pAlEH yAcitaH Darma-guptaye
   BhP_12.06.049/1 parāśarāt satyavatyām aṃśāṃśa-kalayā vibhuḥ	Bhu-_12.06.049/1 parASarAt satyavatyAm aMSa-aMSa--kalayA viBuH
   BhP_12.06.049/3 avatīrṇo mahā-bhāga vedaṃ cakre catur-vidham	Bhu-_12.06.049/3 avatIrNaH mahA-BAga vedam cakre catur-viDam
   BhP_12.06.050/1 ṛg-atharva-yajuḥ-sāmnāṃ rāśīr uddhṛtya vargaśaḥ	Bhu-_12.06.050/1 Rc--aTarva--yajuH--sAmnAm rASIH udDRtya vargaSas-
   BhP_12.06.050/3 catasraḥ saṃhitāś cakre mantrair maṇi-gaṇā iva	Bhu-_12.06.050/3 catasraH saMhitAH cakre mantrEH maNi--gaNAH iva
   BhP_12.06.051/1 tāsāṃ sa caturaḥ śiṣyān upāhūya mahā-matiḥ	Bhu-_12.06.051/1 tAsAm sa caturaH SizyAn upAhUya mahA-matiH
   BhP_12.06.051/3 ekaikāṃ saṃhitāṃ brahmann ekaikasmai dadau vibhuḥ	Bhu-_12.06.051/3 ekEkAm saMhitAm brahman ekEkasmE dadO viBuH
   BhP_12.06.052/1 pailāya saṃhitām ādyāṃ bahvṛcākhyāṃ uvāca ha	Bhu-_12.06.052/1 pElAya saMhitAm AdyAm bahu-RcA-AKyAm uvAca ha
   BhP_12.06.052/3 vaiśampāyana-saṃjñāya nigadākhyaṃ yajur-gaṇam	Bhu-_12.06.052/3 vESampAyana--saMjQAya nigada-AKyam yajuH--gaNam
   BhP_12.06.053/1 sāmnāṃ jaiminaye prāha tathā chandoga-saṃhitām	Bhu-_12.06.053/1 sAmnAm jEminaye prAha taTA CandaH-ga--saMhitAm
   BhP_12.06.053/3 atharvāṅgirasīṃ nāma sva-śiṣyāya sumantave	Bhu-_12.06.053/3 aTarvAFgirasIm nAma sva-SizyAya sumantave
   BhP_12.06.054/1 pailaḥ sva-saṃhitām ūce indrapramitaye muniḥ	Bhu-_12.06.054/1 pElaH sva--saMhitAm Uce indra-pramitaye muniH
   BhP_12.06.054/3 bāṣkalāya ca so 'py āha śiṣyebhyaḥ saṃhitāṃ svakām	Bhu-_12.06.054/3 bAzkalAya ca saH api Aha SizyeByaH saMhitAm svakAm
   BhP_12.06.055/1 caturdhā vyasya bodhyāya yājñavalkyāya bhārgava	Bhu-_12.06.055/1 caturDA vyasya boDyAya yAjQavalkyAya BArgava
   BhP_12.06.055/3 parāśarāyāgnimitra indrapramitir ātmavān	Bhu-_12.06.055/3 parASarAya-agnimitraH indrapramitiH AtmavAn
   BhP_12.06.056/1 adhyāpayat saṃhitāṃ svāṃ māṇḍūkeyam ṛṣiṃ kavim	Bhu-_12.06.056/1 aDyApayat saMhitAm svAm mANxUkA-iyam Rzim kavim
   BhP_12.06.056/3 tasya śiṣyo devamitraḥ saubhary-ādibhya ūcivān	Bhu-_12.06.056/3 tasya SizyaH deva-mitraH sOBary-AdiByaH UcivAn
   BhP_12.06.057/1 śākalyas tat-sutaḥ svāṃ tu pañcadhā vyasya saṃhitām	Bhu-_12.06.057/1 SAkalyaH tat-sutaH svAm tu paQcaDA vyasya saMhitAm
   BhP_12.06.057/3 vātsya-mudgala-śālīya- gokhalya-śiśireṣv adhāt	Bhu-_12.06.057/3 vAtsya-mudgala-SAlIya go-Kalya--SiSirezu aDAt-
   BhP_12.06.058/1 jātūkarṇyaś ca tac-chiṣyaḥ sa-niruktāṃ sva-saṃhitām	Bhu-_12.06.058/1 jAtUkarNyaH ca tac-SizyaH sa-niruktAm sva--saMhitAm
   BhP_12.06.058/3 balāka-paila-jābāla- virajebhyo dadau muniḥ	Bhu-_12.06.058/3 balAka--pEla-jA-bAla virajeByaH dadO muniH
   BhP_12.06.059/1 bāṣkaliḥ prati-śākhābhyo vālakhilyākhya-saṃhitām	Bha-a_12.06.059/1 bAzkaliH prati-SAKAByaH vAlaKilya-AKya--saMhitAm
   BhP_12.06.059/3 cakre vālāyanir bhajyaḥ kāśāraś caiva tāṃ dadhuḥ	Bhu-_12.06.059/3 cakre vAlAyaniH BajyaH kASAraH ca-eva tAm daDuH
   BhP_12.06.060/1 bahvṛcāḥ saṃhitā hy etā ebhir brahmarṣibhir dhṛtāḥ	Bhu-_12.06.060/1 bahvRcAH saMhitAH hi etAH eBiH brahmarziBiH DRtAH
   BhP_12.06.060/3 śrutvaitac-chandasāṃ vyāsaṃ sarva-pāpaiḥ pramucyate	Bhu-_12.06.060/3 SrutvA-etac-CandasAm vyAsam sarva-pApEH pramucyate
   BhP_12.06.061/1 vaiśampāyana-śiṣyā vai carakādhvaryavo 'bhavan	Bhu-_12.06.061/1 vESampAyana--SizyAH vE caraka-aDvaryavaH aBavan
   BhP_12.06.061/3 yac cerur brahma-hatyāṃhaḥ kṣapaṇaṃ sva-guror vratam	Bhu-_12.06.061/3 yat ceruH brahma-hatyA-aMhaH kzapaNam sva--guroH vratam
   BhP_12.06.062/1 yājñavalkyaś ca tac-chiṣya āhāho bhagavan kiyat	Bhu-_12.06.062/1 yAjQavalkyaH ca tac-SizyaH Aha-aho Bagavan kiyat-
   BhP_12.06.062/3 caritenālpa-sārāṇāṃ cariṣye 'haṃ su-duścaram	Bhu-_12.06.062/3 caritena-alpa-sArANAm carizye aham su-duScaram
   BhP_12.06.063/1 ity ukto gurur apy āha kupito yāhy alaṃ tvayā	Bhu-_12.06.063/1 iti uktaH guruH api Aha kupitaH yAhi alam tvayA
   BhP_12.06.063/3 viprāvamantrā śiṣyeṇa mad-adhītaṃ tyajāśv iti	Bhu-_12.06.063/3 vipra-avamantrA SizyeNa mad--aDItam tyaja-ASu iti
   BhP_12.06.064/1 devarāta-sutaḥ so 'pi charditvā yajuṣāṃ gaṇam	Bhu-_12.06.064/1 devarAta--sutaH saH api CarditvA yajuzAm gaNam
   BhP_12.06.064/3 tato gato 'tha munayo dadṛśus tān yajur-gaṇān	Bhu-_12.06.064/3 tatas gataH aTa munayaH dadRSuH tAn yajuH--gaNAn
   BhP_12.06.065/1 yajūṃṣi tittirā bhūtvā tal-lolupatayādaduḥ	Bhu-_12.06.065/1 yajUMzi tittirAH BUtvA tal-lolupa-tayA-AdaduH
   BhP_12.06.065/3 taittirīyā iti yajuḥ- śākhā āsan su-peśalāḥ	Bhu-_12.06.065/3 tEttirIyAH iti yajuH SAKAH Asan su-peSalAH
   BhP_12.06.066/1 yājñavalkyas tato brahmaṃś chandāṃsy adhi gaveṣayan	Bhu-_12.06.066/1 yAjQavalkyaH tatas brahman CandAMsi aDi gavezayan
   BhP_12.06.066/3 guror avidyamānāni sūpatasthe 'rkam īśvaram	Bhu-_12.06.066/3 guroH avidyamAnAni sUpatasTe arkam ISvaram
   BhP_12.06.067/0 śrī-yājñavalkya uvāca	Bhu-_12.06.067/0 SrI-yAjQavalkyaH uvAca
   BhP_12.06.067/1 oṃ namo bhagavate ādityāyākhila-jagatām ātma-svarūpeṇa	Bhu-_12.06.067/1 om namaH Bagavate AdityAya-aKila--jagatAm Atma--svarUpeNa
   kāla-	kAla-
   BhP_12.06.067/2 svarūpeṇa catur-vidha-bhūta-nikāyānāṃ	Bhu-_12.06.067/2 svarUpeNa catur--viDa-BUta-nikAyAnAm
   brahmādi-stamba-paryantānām antar-hṛdayeṣu	brahma-Adi-stamba--paryantAnAm antar-hRdayezu
   BhP_12.06.067/3 bahir api cākāśa ivopādhināvyavadhīyamāno bhavān eka	BhP_12.06.067/3 bahis api ca-AkASaH iva-upADina-avyavaDIyamAnaH BavAn eka
   BhP_12.06.067/4 eva kṣaṇa-lava-nimeṣāvayavopacita-saṃvatsara-gaṇenāpām	Bhu-_12.06.067/4 eva kzaNa-lava--nimeza-avayava-upacita--saMvatsara--gaNena-apAm
   ādāna-	AdAna-
   BhP_12.06.067/5 visargābhyām imāṃ loka-yātrām anuvahati	BhP_12.06.067/5 visargAByAm imAm loka--yAtrAm anuvahati
   BhP_12.06.068/1 yad u ha vāva vibudharṣabha savitar adas tapaty anusavanam	Bhu-_12.06.068/1 yat u ha vAva vibuDa-RzaBa savitar adaH tapati anusavanam
   ahar	ahar
   BhP_12.06.068/2 ahar āmnāya-vidhinopatiṣṭhamānānām akhila-durita-vṛjina-	Bhu-_12.06.068/2 ahar AmnAya--viDinA-upatizWamAnAnAm aKila-durita-vRjina-
   BhP_12.06.068/3 bījāvabharjana bhagavataḥ samabhidhīmahi tapana maṇḍalam	BhP_12.06.068/3 bIja-a=-aBarjana BagavataH samaBiDImahi tapana maNxalam
   BhP_12.06.069/1 ya iha vāva sthira-cara-nikarāṇāṃ nija-niketanānāṃ	Bhu-_12.06.069/1 yaH iha vAva sTira-cara--nikarANAm nija--niketanAnAm
   mana-indriyāsu-	mana-indriya-asu-
   BhP_12.06.069/2 gaṇān anātmanaḥ svayam ātmāntar-yāmī pracodayati	Bhu-_12.06.069/2 gaNAn anAtmanaH svayam AtmA-antar-yAmI pracodayati
   BhP_12.06.070/1 ya evemaṃ lokam	Bhu-_12.06.070/1 yaH eva-imam lokam
   ati-karāla-vadanāndhakāra-saṃjñājagara-graha-	ati-karAla--vadana-anDakAra--saMjQA-jagara-graha-
   BhP_12.06.070/2 gilitaṃ mṛtakam iva vicetanam avalokyānukampayā	Bhu-_12.06.070/2 gilitam mRtakam iva vicetanam avalokya-anukampayA
   parama-kāruṇika	parama-kAruNika
   BhP_12.06.070/3 īkṣayaivotthāpyāhar ahar anusavanaṃ śreyasi	Bhu-_12.06.070/3 IkzayA-eva-utTApya-ahar ahar anusavanam Sreyasi
   sva-dharmākhyātmāva-	sva-Darma-AKyAtmAva-
   BhP_12.06.070/4 sthane pravartayati	Bhu-_12.06.070/4 sTane pravartayati
   BhP_12.06.071/1 avani-patir ivāsādhūnāṃ bhayam udīrayann aṭati parita	Bhu-_12.06.071/1 avani-patiH iva-asADUnAm Bayam udIrayan awati parita
   āśā-pālais	ASA-pAlEH-
   BhP_12.06.071/2 tatra tatra kamala-kośāñjalibhir upahṛtārhaṇaḥ	Bhu-_12.06.071/2 tatra tatra kamala-koSa-aQjaliBiH upahRta-arhaNaH
   BhP_12.06.072/1 atha ha bhagavaṃs tava caraṇa-nalina-yugalaṃ	Bhu-_12.06.072/1 aTa ha Bagavan tava caraNa-nalina--yugalam
   tri-bhuvana-gurubhir abhivanditam	tri-Buvana--guruBiH aBivanditam
   BhP_12.06.072/3 aham ayāta-yāma-yajuṣ-kāma upasarāmīti	Bhu-_12.06.072/3 aham ayAta-yAma-yajuz--kAmaH upasarAmi-iti
   BhP_12.06.073/0 sūta uvāca	BhP_12.06.073/0 sUtaH uvAca
   BhP_12.06.073/1 evaṃ stutaḥ sa bhagavān vāji-rūpa-dharo raviḥ	Bhu-_12.06.073/1 evam stutaH sa BagavAn vAji-rUpa-DaraH raviH
   BhP_12.06.073/3 yajūṃṣy ayāta-yāmāni munaye 'dāt prasāditaḥ	Bhu-_12.06.073/3 yajUMzi ayAta-yAmAni munaye adAt prasAditaH
   BhP_12.06.074/1 yajurbhir akaroc chākhā daśa pañca śatair vibhuḥ	Bhu-_12.06.074/1 yajurBiH akarot SAKAH daSa paQca SatEH viBuH
   BhP_12.06.074/3 jagṛhur vājasanyas tāḥ kāṇva-mādhyandinādayaḥ	Bhu-_12.06.074/3 jagRhuH vAjasanyaH tAH kANva-mADyandina-AdayaH
   BhP_12.06.075/1 jaimineḥ sama-gasyāsīt sumantus tanayo muniḥ	Bhu-_12.06.075/1 jEmineH sama-gasya-AsIt sumantuH tanayaH muniH
   BhP_12.06.075/3 sutvāṃs tu tat-sutas tābhyām ekaikāṃ prāha saṃhitām	Bhu-_12.06.075/3 sutvAn tu tat-sutaH tAByAm ekEkAm prAha saMhitAm
   BhP_12.06.076/1 sukarmā cāpi tac-chiṣyaḥ sāma-veda-taror mahān	BhP_12.06.076/1 sukarmA ca-api tac-SizyaH sAma-veda--taroH mahAn
   BhP_12.06.076/3 sahasra-saṃhitā-bhedaṃ cakre sāmnāṃ tato dvija	Bhu-_12.06.076/3 sahasra--saMhitA--Bedam cakre sAmnAm tatas dvija
   BhP_12.06.077/1 hiraṇyanābhaḥ kauśalyaḥ pauṣyañjiś ca sukarmaṇaḥ	Bhu-_12.06.077/1 hiraNyanABaH kOSalyaH pOzyaQjiH ca sukarmaNaH
   BhP_12.06.077/3 śiṣyau jagṛhatuś cānya āvantyo brahma-vittamaḥ	Bhu-_12.06.077/3 SizyO jagRhatuH ca-anye AvantyaH brahma-vittamaH
   BhP_12.06.078/1 udīcyāḥ sāma-gāḥ śiṣyā āsan pañca-śatāni vai	Bhu-_12.06.078/1 udIcyAH sAma-gAH SizyAH Asan paQca-SatAni vE
   BhP_12.06.078/3 pauṣyañjy-āvantyayoś cāpi tāṃś ca prācyān pracakṣate	Bhu-_12.06.078/3 pOzyan-jy-a-AvantyayoH ca-api tAn ca prAcyAn pracakzate
   BhP_12.06.079/1 laugākṣir māṅgaliḥ kulyaḥ kuśīdaḥ kukṣir eva ca	Bhu-_12.06.079/1 lOgAkziH mAFgaliH kulyaH kuSIdaH kukziH eva ca
   BhP_12.06.079/3 pauṣyañji-siṣyā jagṛhuḥ saṃhitās te śataṃ śatam	Bhu-_12.06.079/3 pOzyaQji--sizyAH jagRhuH saMhitAH te Satam Satam
   BhP_12.06.080/1 kṛto hiraṇyanābhasya catur-viṃśati saṃhitāḥ	Bhu-_12.06.080/1 kRtaH hiraNyanABasya catur-viMSati saMhitAH
   BhP_12.06.080/3 śiṣya ūce sva-śiṣyebhyaḥ śeṣā āvantya ātmavān	Bhu-_12.06.080/3 SizyaH Uce sva-SizyeByaH SezAH Avantya AtmavAn
   BhP_12.07.001/0 sūta uvāca	BhP_12.07.001/0 sUtaH uvAca
   BhP_12.07.001/1 atharva-vit sumantuś ca śiṣyam adhyāpayat svakām	Bhu-_12.07.001/1 aTarva-vid sumantuH ca Sizyam aDyApayat svakAm
   BhP_12.07.001/3 saṃhitāṃ so 'pi pathyāya vedadarśāya coktavān	Bhu-_12.07.001/3 saMhitAm saH api paTyAya veda-darSAya ca-uktavAn
   BhP_12.07.002/1 śauklāyanir brahmabalir modoṣaḥ pippalāyaniḥ	Bha-a_12.07.002/1 SOklAyaniH brahmabaliH modozaH pippalAyaniH
   BhP_12.07.002/3 vedadarśasya śiṣyās te pathya-śiṣyān atho śṛṇu	Bhu-_12.07.002/3 veda-darSasya SizyAH te paTya--SizyAn aTo SRNu
   BhP_12.07.002/5 kumudaḥ śunako brahman jājaliś cāpy atharva-vit	BhP_12.07.002/5 kumudaH SunakaH brahman jAjaliH ca-api aTarva-vid-
   BhP_12.07.003/1 babhruḥ śiṣyo 'thāngirasaḥ saindhavāyana eva ca	Bhu-_12.07.003/1 baBruH SizyaH aTa-an-girasaH sEnDavAyanaH eva ca
   BhP_12.07.003/3 adhīyetāṃ saṃhite dve sāvarṇādyās tathāpare	Bhu-_12.07.003/3 aDIyetAm saMhite dve sAvarNa-AdyAH taTA-apare
   BhP_12.07.004/1 nakṣatrakalpaḥ śāntiś ca kaśyapāṅgirasādayaḥ	Bhu-_12.07.004/1 nakzatra-kalpaH SAntiH ca kaSyapa-aFgirasa-AdayaH
   BhP_12.07.004/3 ete ātharvaṇācāryāḥ śṛṇu paurāṇikān mune	Bhu-_12.07.004/3 ete ATarvaNa-AcAryAH SRNu pOrANikAn mune
   BhP_12.07.005/1 trayyāruṇiḥ kaśyapaś ca sāvarṇir akṛtavranaḥ	Bhu-_12.07.005/1 trayyAruNiH kaSyapaH ca sAvarNiH akRtavranaH
   BhP_12.07.005/3 vaiśampāyana-hārītau ṣaḍ vai paurāṇikā ime	Bhu-_12.07.005/3 vESampAyana-hArItO zaw vE pOrANikAH ime
   BhP_12.07.006/1 adhīyanta vyāsa-śiṣyāt saṃhitāṃ mat-pitur mukhāt	Bhu-_12.07.006/1 aDIyanta vyAsa--SizyAt saMhitAm mat-pituH muKAt-
   BhP_12.07.006/3 ekaikām aham eteṣāṃ śiṣyaḥ sarvāḥ samadhyagām	Bhu-_12.07.006/3 ekEkAm aham etezAm SizyaH sarvAH sa-maDya-gAm
   BhP_12.07.007/1 kaśyapo 'haṃ ca sāvarṇī rāma-śiṣyo 'kṛtavranaḥ	Bhu-_12.07.007/1 kaSyapaH aham ca sAvarNI rAma--SizyaH akRtavranaH
   BhP_12.07.007/3 adhīmahi vyāsa-śiṣyāc catvāro mūla-saṃhitāḥ	BhP_12.07.007/3 aDImahi vyAsa--SizyAt catvAraH mUla-saMhitAH
   BhP_12.07.008/1 purāṇa-lakṣaṇaṃ brahman brahmarṣibhir nirūpitam	Bhu-_12.07.008/1 purANa--lakzaNam brahman brahmarziBiH nirUpitam
   BhP_12.07.008/3 śṛṇuṣva buddhim āśritya veda-śāstrānusārataḥ	Bhu-_12.07.008/3 SRNuzva budDim ASritya veda-SAstra-anusArataH
   BhP_12.07.009/1 sargo 'syātha visargaś ca vṛtti-rakṣāntarāṇi ca	BhP_12.07.009/1 sargaH asya-aTa visargaH ca vRtti-rakzA-antarANi ca
